E(MeV)	mcnp/Ag-107:1
5.10569E-06	7.85361
5.13423E-06	7.84349
5.14817E-06	7.83855
5.16211E-06	7.83361
5.17141E-06	7.83031
5.1807E-06	7.82701
0.00000519	7.82372
5.1993E-06	7.82042
0.0000052	7.82017
5.20859E-06	7.81712
5.21789E-06	7.81383
5.23183E-06	7.80888
5.24577E-06	7.80394
5.25507E-06	7.80064
5.28885E-06	7.78867
5.30108E-06	7.78433
5.31332E-06	7.77999
5.32556E-06	7.77565
5.3378E-06	7.7713
5.35004E-06	7.76696
5.36228E-06	7.76262
5.37452E-06	7.75828
5.38676E-06	7.75394
5.399E-06	7.7496
5.41124E-06	7.74526
5.42348E-06	7.74092
5.43572E-06	7.73658
5.44796E-06	7.73224
5.4602E-06	7.7279
5.47244E-06	7.72356
5.48468E-06	7.71922
5.50916E-06	7.71054
5.53364E-06	7.70186
5.55812E-06	7.69318
5.5826E-06	7.6845
5.60708E-06	7.67582
5.63156E-06	7.66714
5.65604E-06	7.65846
5.68052E-06	7.64978
5.705E-06	7.6411
5.72948E-06	7.63242
5.75396E-06	7.62374
5.77843E-06	7.61506
5.80291E-06	7.60638
5.8457E-06	7.5912
5.85187E-06	7.5893
5.90083E-06	7.57419
5.94979E-06	7.55909
5.99875E-06	7.54398
6.04771E-06	7.52888
6.09667E-06	7.51377
6.09876E-06	7.51312
6.14563E-06	7.50087
6.19459E-06	7.48808
6.24354E-06	7.47528
0.00000625	7.47359
6.2925E-06	7.46248
6.34146E-06	7.44968
6.39042E-06	7.43688
6.43938E-06	7.42408
6.5373E-06	7.39849
6.63522E-06	7.37289
6.73313E-06	7.34729
6.83105E-06	7.3217
6.92897E-06	7.2961
7.02689E-06	7.2705
7.11101E-06	7.24852
7.12481E-06	7.24568
7.22272E-06	7.22555
0.0000073	7.20966
7.32064E-06	7.20541
7.41856E-06	7.18528
7.51648E-06	7.16515
7.6144E-06	7.14502
7.71231E-06	7.12489
7.81023E-06	7.10475
7.87019E-06	7.09243
8.00607E-06	7.07124
8.2019E-06	7.04071
0.00000835	7.01762
8.39774E-06	7.01018
8.59357E-06	6.97965
8.78941E-06	6.94912
8.88243E-06	6.93462
8.98525E-06	6.92374
9.18108E-06	6.90301
9.37692E-06	6.88229
0.0000094	6.87984
9.57275E-06	6.86156
9.64161E-06	6.85427
9.76859E-06	6.84617
9.96442E-06	6.83368
1.01477E-05	6.82198
1.01603E-05	6.82171
1.03561E-05	6.81754
1.06539E-05	6.81121
1.07478E-05	6.81436
1.11394E-05	6.8275
1.116E-05	6.82819
1.15311E-05	6.86819
1.15969E-05	6.87527
1.16661E-05	6.88273
1.19192E-05	6.92926
1.19228E-05	6.93018
1.21722E-05	6.99387
1.23145E-05	7.04258
1.24253E-05	7.08055
1.26783E-05	7.19572
1.27061E-05	7.21248
1.29314E-05	7.34842
1.30978E-05	7.48205
1.31845E-05	7.55166
1.34375E-05	7.82142
1.34895E-05	7.89042
1.35641E-05	7.98951
1.36906E-05	8.18876
1.37938E-05	8.38036
1.38171E-05	8.42375
1.38811E-05	8.56473
1.39436E-05	8.70239
1.40702E-05	9.03519
1.41967E-05	9.43605
1.42728E-05	9.72915
1.43232E-05	9.92345
1.44498E-05	10.5227
1.45763E-05	11.269
1.46645E-05	11.9255
1.47028E-05	12.211
1.48294E-05	13.4126
1.48926E-05	14.144
1.49559E-05	14.9898
1.50192E-05	15.9731
1.50562E-05	16.6454
1.50824E-05	17.1228
1.51457E-05	18.4767
1.5209E-05	20.0858
1.52722E-05	22.017
1.53355E-05	24.3613
1.53987E-05	27.2413
1.54478E-05	30.0249
1.5462E-05	30.8297
1.55253E-05	35.3806
1.55569E-05	38.1325
1.55885E-05	41.2878
1.56202E-05	44.9281
1.56518E-05	49.1597
1.56834E-05	54.1184
1.57151E-05	59.9835
1.57467E-05	66.9874
1.57783E-05	75.4528
1.581E-05	85.8257
1.58416E-05	98.7476
1.58732E-05	115.145
1.5889E-05	125.061
1.59049E-05	136.431
1.59207E-05	149.535
1.59365E-05	164.757
1.59523E-05	182.538
1.59681E-05	203.43
1.59839E-05	228.086
1.59906E-05	240.436
1.59998E-05	257.333
1.60156E-05	292.056
1.60314E-05	333.344
1.60472E-05	382.273
1.6063E-05	440.064
1.60788E-05	507.782
1.60947E-05	586.328
1.61105E-05	676.195
1.61263E-05	777.516
1.61421E-05	889.539
1.61579E-05	1010.69
1.61975E-05	1334.13
1.62212E-05	1520.79
1.62312E-05	1588.99
1.62409E-05	1655.7
1.62557E-05	1738.14
1.62705E-05	1800.25
1.62803E-05	1828.79
0.0000163	1852.33
1.63099E-05	1846.83
1.63296E-05	1801.99
1.63394E-05	1763.7
1.6369E-05	1596.07
1.64033E-05	1336.34
1.644E-05	1039.29
1.64644E-05	855.851
1.64767E-05	772.255
1.65011E-05	624.564
1.65133E-05	560.732
1.65256E-05	503.428
1.65378E-05	452.338
1.655E-05	407.045
1.65623E-05	367.065
1.65745E-05	331.858
1.65867E-05	300.965
1.6599E-05	273.856
1.66112E-05	250.063
1.66234E-05	229.159
1.66357E-05	210.758
1.66479E-05	194.52
1.66724E-05	167.376
1.66968E-05	145.829
1.67213E-05	128.462
1.67457E-05	114.261
1.67702E-05	102.488
1.67947E-05	92.6168
1.68191E-05	84.2474
1.68436E-05	77.0831
1.68681E-05	70.8951
1.68925E-05	65.5132
1.6917E-05	60.7972
1.69659E-05	52.9484
1.70145E-05	46.7556
1.70638E-05	46.7149
1.71127E-05	41.6735
1.71616E-05	37.537
1.72105E-05	34.0995
1.72595E-05	31.2112
1.73084E-05	28.7588
1.73573E-05	26.6592
1.74062E-05	24.8473
1.74552E-05	23.2737
1.75041E-05	21.8972
1.7553E-05	20.6847
1.76509E-05	19.6086
1.77487E-05	17.7872
1.77979E-05	15.7092
1.78466E-05	15.1088
1.79444E-05	14.1078
1.80423E-05	13.2672
1.81401E-05	12.5537
1.81875E-05	12.2578
1.8238E-05	11.9426
1.83358E-05	11.4146
1.84337E-05	10.955
1.85315E-05	10.5523
1.85812E-05	10.3724
1.86294E-05	10.1979
1.87272E-05	9.88534
1.89229E-05	9.35501
1.91186E-05	8.92191
1.93143E-05	8.56538
1.93645E-05	8.48905
1.95101E-05	8.26771
1.97058E-05	8.01604
1.99015E-05	7.80085
2.00972E-05	7.615
2.01479E-05	7.57303
2.02929E-05	7.45303
2.04886E-05	7.31074
2.06843E-05	7.18586
2.09312E-05	7.05198
2.10757E-05	6.97368
2.14671E-05	6.79993
2.17146E-05	6.70875
2.18585E-05	6.65572
2.22499E-05	6.53386
2.24979E-05	6.46757
2.25813E-05	6.4453
2.26413E-05	6.42925
2.30327E-05	6.3382
2.32812E-05	6.28726
2.34241E-05	6.25798
2.36729E-05	6.21256
2.38155E-05	6.18653
2.40646E-05	6.14581
2.42069E-05	6.12254
2.44563E-05	6.08705
2.48479E-05	6.0313
2.49897E-05	6.01111
2.52396E-05	5.98086
2.56313E-05	5.93344
2.57726E-05	5.91634
2.60229E-05	5.89
2.64146E-05	5.8488
2.65554E-05	5.83399
2.66104E-05	5.82885
2.68063E-05	5.81057
0.000026975	5.79483
2.70021E-05	5.7923
2.7198E-05	5.77402
2.73382E-05	5.76094
2.73938E-05	5.75625
2.75896E-05	5.73976
2.77855E-05	5.72327
2.79813E-05	5.70678
2.8121E-05	5.69501
2.81771E-05	5.69068
2.82751E-05	5.68314
2.8373E-05	5.67559
2.84709E-05	5.66804
2.85688E-05	5.66049
2.86667E-05	5.65294
2.87647E-05	5.6454
2.88626E-05	5.63785
2.89038E-05	5.63467
2.89605E-05	5.63063
2.90584E-05	5.62364
2.91563E-05	5.61665
2.92053E-05	5.61316
2.92542E-05	5.60966
2.93032E-05	5.60617
2.93522E-05	5.60268
2.94011E-05	5.59918
2.94501E-05	5.59569
2.9499E-05	5.5922
2.9548E-05	5.5887
2.95969E-05	5.58521
2.96459E-05	5.58172
2.96866E-05	5.57881
2.96949E-05	5.57826
2.97438E-05	5.575
2.97683E-05	5.57337
2.97928E-05	5.57174
2.98173E-05	5.57011
2.98417E-05	5.56848
2.98662E-05	5.56685
2.98907E-05	5.56522
2.99029E-05	5.5644
2.99152E-05	5.56359
2.99274E-05	5.56277
2.99397E-05	5.56196
2.99519E-05	5.56114
2.99641E-05	5.56032
2.99764E-05	5.55951
2.99886E-05	5.55869
3.00009E-05	5.55788
3.00131E-05	5.55706
3.00253E-05	5.55625
3.00376E-05	5.55543
3.00498E-05	5.55462
3.00621E-05	5.5538
3.00743E-05	5.55299
3.00865E-05	5.55217
3.00988E-05	5.55136
3.0111E-05	5.55054
3.01233E-05	5.54972
3.01355E-05	5.54891
3.01477E-05	5.54809
3.016E-05	5.54728
3.01722E-05	5.54646
3.01845E-05	5.54565
3.02089E-05	5.54402
3.02334E-05	5.54239
3.02518E-05	5.54116
3.02885E-05	5.53872
3.03191E-05	5.53668
3.03399E-05	5.53529
3.03743E-05	5.53301
0.0000304	5.53129
3.04086E-05	5.53072
3.04257E-05	5.52958
3.04601E-05	5.52729
3.04694E-05	5.52666
3.04873E-05	5.52555
3.05154E-05	5.52379
3.0562E-05	5.52088
3.05901E-05	5.51912
3.05994E-05	5.51854
3.06181E-05	5.51737
3.06368E-05	5.51621
3.06554E-05	5.51504
3.06741E-05	5.51387
3.06928E-05	5.5127
3.07115E-05	5.51154
3.07302E-05	5.51037
3.07488E-05	5.5092
3.07675E-05	5.50803
3.07862E-05	5.50687
3.08049E-05	5.5057
3.08235E-05	5.50453
3.08422E-05	5.50336
3.08609E-05	5.5022
3.08796E-05	5.50103
3.08983E-05	5.49986
3.09169E-05	5.49869
3.09356E-05	5.49753
3.09543E-05	5.49636
3.09916E-05	5.49402
0.000031029	5.49169
3.10664E-05	5.48935
3.11037E-05	5.48702
3.11411E-05	5.48468
3.11784E-05	5.48235
3.12158E-05	5.48001
3.12522E-05	5.47773
3.12905E-05	5.47549
3.13279E-05	5.4733
3.13652E-05	5.4711
3.13688E-05	5.4709
3.14399E-05	5.46672
3.15146E-05	5.46233
3.15894E-05	5.45795
3.16641E-05	5.45356
3.17388E-05	5.44918
3.18135E-05	5.44479
3.18882E-05	5.44041
3.19629E-05	5.43602
3.20351E-05	5.43179
3.21124E-05	5.42756
3.21871E-05	5.42347
3.22618E-05	5.41938
3.24112E-05	5.41119
3.25606E-05	5.40301
3.27101E-05	5.39483
3.28179E-05	5.38893
3.28595E-05	5.38684
3.30089E-05	5.37935
3.31583E-05	5.37186
3.33078E-05	5.36437
3.34572E-05	5.35687
3.36007E-05	5.34968
3.36066E-05	5.34942
3.37561E-05	5.34283
3.40549E-05	5.32965
3.43538E-05	5.31647
3.43835E-05	5.31516
3.46526E-05	5.30499
3.47749E-05	5.30036
3.49515E-05	5.29477
3.51663E-05	5.28797
3.52503E-05	5.28596
3.55492E-05	5.2788
3.55577E-05	5.27859
3.57625E-05	5.2758
3.5848E-05	5.27464
3.59491E-05	5.27326
3.61469E-05	5.27336
3.63405E-05	5.27346
3.64457E-05	5.27559
3.67319E-05	5.2814
3.67446E-05	5.28202
3.70435E-05	5.29655
3.71233E-05	5.30044
3.71929E-05	5.30658
3.73423E-05	5.31977
3.74917E-05	5.33297
3.75147E-05	5.335
3.76412E-05	5.35146
3.77104E-05	5.36049
3.77906E-05	5.37422
3.79062E-05	5.39402
3.794E-05	5.40149
3.80894E-05	5.43445
3.81019E-05	5.43718
3.82389E-05	5.47599
3.82976E-05	5.49262
3.83883E-05	5.52568
0.000038463	5.5529
3.84933E-05	5.56393
3.85377E-05	5.58488
3.86124E-05	5.62009
3.86872E-05	5.65531
3.87619E-05	5.70095
3.88366E-05	5.74686
3.88847E-05	5.7764
3.89113E-05	5.79792
0.000038986	5.8583
3.90607E-05	5.91869
3.90804E-05	5.93458
3.91354E-05	5.99356
3.91728E-05	6.03358
3.92101E-05	6.0736
3.92475E-05	6.11362
3.92761E-05	6.14423
3.92849E-05	6.15602
3.93222E-05	6.20609
3.93596E-05	6.25618
3.93739E-05	6.27541
3.93969E-05	6.31174
3.94343E-05	6.37072
3.94716E-05	6.42968
0.000039509	6.49948
3.95277E-05	6.53437
3.95464E-05	6.56929
3.9565E-05	6.60421
3.95696E-05	6.61281
3.95837E-05	6.64414
3.96024E-05	6.68568
3.96211E-05	6.72725
3.96397E-05	6.76882
3.96584E-05	6.81039
3.96675E-05	6.83055
3.96771E-05	6.85622
3.96958E-05	6.90607
3.97145E-05	6.95593
3.97331E-05	7.00578
3.97518E-05	7.0556
3.97653E-05	7.09169
3.97705E-05	7.10835
3.97892E-05	7.16869
3.98079E-05	7.22902
3.98265E-05	7.28935
3.98359E-05	7.31952
3.98452E-05	7.34969
3.98632E-05	7.40776
3.98732E-05	7.44742
3.98919E-05	7.52117
3.99199E-05	7.63185
3.99386E-05	7.70564
3.9961E-05	7.79428
3.99666E-05	7.82155
3.99946E-05	7.95852
4.0018E-05	8.07266
0.000040032	8.14114
4.00575E-05	8.26579
0.000040083	8.42035
0.0000401	8.52454
0.000040117	8.62872
0.000040134	8.73291
4.01567E-05	8.87228
0.000040168	8.96015
4.01906E-05	9.13667
4.02132E-05	9.3132
4.02546E-05	9.63589
4.03035E-05	10.0981
4.03188E-05	10.2638
4.0349E-05	10.5907
4.03641E-05	10.7734
4.03791E-05	10.962
4.03942E-05	11.1506
4.04014E-05	11.2399
4.04093E-05	11.3555
4.04244E-05	11.5748
4.04395E-05	11.7941
4.04503E-05	11.9515
4.04546E-05	12.0241
4.04696E-05	12.2812
4.04847E-05	12.5383
4.04992E-05	12.7855
4.05149E-05	13.1013
4.053E-05	13.4056
4.0545E-05	13.7097
4.05601E-05	14.0607
4.05752E-05	14.424
4.05903E-05	14.7874
4.05971E-05	14.9507
4.06054E-05	15.1923
4.06205E-05	15.6312
0.000040646	16.3748
4.06506E-05	16.5394
4.06808E-05	17.6145
4.06949E-05	18.1185
4.07109E-05	18.8296
4.07411E-05	20.1683
4.07713E-05	21.8375
4.07928E-05	23.0506
4.08014E-05	23.6436
4.08172E-05	24.7255
4.08316E-05	25.8582
4.08417E-05	26.6543
4.08618E-05	28.4905
4.08662E-05	28.8933
4.08906E-05	31.5193
4.09151E-05	34.6325
4.09396E-05	38.3672
4.09523E-05	40.7183
4.0964E-05	42.8954
4.09885E-05	48.4505
4.10126E-05	55.2244
4.10374E-05	55.3256
4.10619E-05	63.9051
4.10729E-05	80.3959
4.10863E-05	81.015
4.10986E-05	88.1402
4.11108E-05	96.114
4.1123E-05	105.026
4.11332E-05	124.219
4.11475E-05	126.048
4.11597E-05	138.339
4.1172E-05	151.943
4.11842E-05	166.948
4.11936E-05	197.26
4.12086E-05	201.461
4.12209E-05	221.088
4.12331E-05	242.344
4.12453E-05	265.256
4.12539E-05	308.515
4.12698E-05	343.4
4.1282E-05	372.313
4.13065E-05	433.517
4.13142E-05	453.875
4.13432E-05	530.168
4.13746E-05	611.106
4.13799E-05	624.889
4.14105E-05	694.848
4.14288E-05	730.176
4.14349E-05	739.115
4.14555E-05	769.614
4.14822E-05	792.35
4.14952E-05	795.975
0.0000415	797.313
4.15178E-05	793.889
4.15356E-05	782.215
4.15555E-05	756.389
4.15712E-05	736.119
4.16081E-05	662.292
4.16159E-05	643.391
4.16451E-05	571.941
4.17067E-05	413.21
4.17365E-05	343.495
4.17436E-05	326.861
4.1756E-05	300.795
4.17683E-05	276.265
4.17929E-05	232.018
4.18175E-05	194.156
4.18422E-05	162.395
4.18572E-05	146.445
4.18668E-05	136.176
4.18915E-05	114.812
4.19161E-05	97.5446
4.19407E-05	83.669
4.19654E-05	72.5361
4.19778E-05	68.0136
0.00004199	63.5891
4.20146E-05	56.3555
4.20393E-05	50.4638
4.20639E-05	45.618
4.20886E-05	41.5903
4.20985E-05	40.2247
4.21132E-05	38.2018
4.21378E-05	35.3206
4.21625E-05	32.845
4.21871E-05	30.6981
4.22117E-05	28.8188
4.22191E-05	28.3497
4.2261E-05	25.6909
4.23103E-05	23.1988
4.23398E-05	21.9859
4.23596E-05	21.1725
4.24088E-05	19.499
4.24581E-05	18.0981
4.25074E-05	16.9129
4.25567E-05	15.9003
4.25811E-05	15.468
4.26059E-05	15.0284
4.26552E-05	14.2717
4.27018E-05	13.6856
4.27538E-05	13.0304
4.28224E-05	12.3569
4.28523E-05	12.0634
4.29509E-05	11.2992
4.30494E-05	10.6909
4.30637E-05	10.6207
4.3148E-05	10.2068
4.32465E-05	9.82537
4.3305E-05	9.65147
4.33451E-05	9.53251
4.34436E-05	9.32077
4.35422E-05	9.18877
4.36407E-05	9.14188
4.37393E-05	9.19437
4.37877E-05	9.28293
4.38378E-05	9.37473
4.38871E-05	9.5284
4.39364E-05	9.73793
4.39856E-05	10.0187
4.4029E-05	10.3483
4.40349E-05	10.3935
4.40842E-05	10.8963
4.41335E-05	11.5812
4.41581E-05	12.0175
4.41827E-05	12.5369
4.42074E-05	13.1604
4.4232E-05	13.9154
4.42566E-05	14.8375
4.42703E-05	15.4666
4.42813E-05	15.9739
4.43059E-05	17.3832
4.43306E-05	19.1392
4.43552E-05	21.3306
4.43798E-05	24.0647
4.44045E-05	27.4607
4.44291E-05	31.6474
4.44537E-05	36.7519
4.44784E-05	42.8958
4.4503E-05	50.1663
4.45116E-05	53.1011
4.45277E-05	58.6043
4.454E-05	63.2519
0.00004455	67.3675
4.45646E-05	73.3625
4.45893E-05	84.4033
4.46139E-05	96.1051
4.46508E-05	114.048
4.46878E-05	131.001
4.47248E-05	145.111
4.47624E-05	154.764
4.47812E-05	157.371
0.0000448	158.359
4.48282E-05	156.748
4.48564E-05	151.575
4.48878E-05	142.161
4.49256E-05	126.997
4.49634E-05	109.452
4.49942E-05	94.9867
4.50263E-05	79.9215
4.50641E-05	64.2909
4.50767E-05	59.6112
4.51019E-05	51.1368
4.51271E-05	43.8425
4.51522E-05	37.6815
4.51774E-05	32.5572
4.52026E-05	28.3512
4.52278E-05	24.9286
4.5253E-05	22.1589
4.52782E-05	19.9211
4.53033E-05	18.112
4.53285E-05	16.6421
4.53537E-05	15.4392
4.53789E-05	14.4455
4.54041E-05	13.6168
4.54293E-05	12.9178
4.54544E-05	12.3217
4.54768E-05	11.8649
4.553E-05	11.808
4.55804E-05	10.9697
4.56307E-05	10.315
4.56811E-05	9.79063
4.57315E-05	9.36192
4.57818E-05	9.00573
4.58826E-05	8.70559
4.59595E-05	7.95506
4.59833E-05	7.87011
4.6084E-05	7.59157
4.61847E-05	7.37164
4.62855E-05	7.1956
4.64421E-05	6.99322
4.64869E-05	6.93525
4.66884E-05	6.75899
4.68899E-05	6.64346
4.69247E-05	6.63167
4.70913E-05	6.57533
4.72928E-05	6.54757
4.74073E-05	6.55321
4.74943E-05	6.5575
4.76957E-05	6.60575
4.789E-05	6.69267
4.78972E-05	6.6959
4.80986E-05	6.83469
4.83001E-05	7.03269
4.83726E-05	7.13086
4.85016E-05	7.30561
4.8703E-05	7.67564
4.88552E-05	8.05169
4.89045E-05	8.17352
4.90052E-05	8.48606
4.9106E-05	8.8533
4.92067E-05	9.28629
4.93074E-05	9.79848
4.93378E-05	9.98222
4.94081E-05	10.4073
4.95089E-05	11.1356
4.96096E-05	12.0137
4.97103E-05	13.0817
4.98111E-05	14.3941
4.98204E-05	14.5457
4.99118E-05	16.0257
5.00125E-05	18.0809
5.01133E-05	20.7113
5.01636E-05	22.3099
5.0214E-05	24.1482
5.02644E-05	26.2755
5.03031E-05	28.1818
5.03147E-05	28.7566
5.03651E-05	31.6732
5.04155E-05	35.1347
5.04658E-05	39.2864
0.000050491	41.6805
5.05162E-05	44.3293
5.05414E-05	47.269
5.05666E-05	50.5472
5.05917E-05	54.221
5.06169E-05	58.3624
5.06421E-05	63.0561
5.06673E-05	68.4146
5.06925E-05	74.5795
5.07177E-05	81.7356
5.07428E-05	90.1129
5.0768E-05	100.02
5.07857E-05	108.318
5.07932E-05	111.852
5.08058E-05	118.645
5.08184E-05	126.128
5.0831E-05	134.377
5.08436E-05	143.493
5.08562E-05	153.588
5.08687E-05	164.781
5.08813E-05	177.209
5.08939E-05	191.021
5.09065E-05	206.38
5.09191E-05	223.477
5.09317E-05	242.478
5.09443E-05	263.6
5.09569E-05	287.058
5.09695E-05	313.081
5.09821E-05	341.9
5.09947E-05	373.754
5.10072E-05	408.881
5.10198E-05	447.543
5.1027E-05	471.564
5.10324E-05	489.9
5.1045E-05	536.185
5.10702E-05	641.214
5.10828E-05	700.205
5.1108E-05	831.397
5.11206E-05	903.576
5.11458E-05	1060.12
5.11709E-05	1231.09
5.12087E-05	1506.24
5.12465E-05	1787.09
5.12683E-05	1938.57
5.12843E-05	2049.48
5.13094E-05	2200.9
5.13318E-05	2312.25
5.13708E-05	2440.94
0.0000514	2474.41
5.14097E-05	2472.87
5.14292E-05	2450.8
5.14682E-05	2334.62
5.14931E-05	2216.3
5.15096E-05	2120.78
5.15159E-05	2084.41
5.15386E-05	1935.45
5.15841E-05	1609.47
5.16296E-05	1281.74
5.16751E-05	985.351
5.17054E-05	814.959
5.17206E-05	738.848
5.17509E-05	605.148
5.1766E-05	547.223
5.17812E-05	494.885
5.17964E-05	447.877
5.18115E-05	405.8
5.18267E-05	368.266
5.18419E-05	334.861
5.1857E-05	305.235
5.18722E-05	278.984
5.18873E-05	255.744
5.19025E-05	235.165
5.19177E-05	216.959
5.19328E-05	200.827
5.19632E-05	173.776
5.19922E-05	153.182
5.20238E-05	152.296
5.20541E-05	135.03
5.20845E-05	120.974
5.21148E-05	109.364
5.21451E-05	99.6479
5.21754E-05	91.4069
5.22058E-05	84.3408
5.22335E-05	73.3112
5.22664E-05	72.8627
5.23271E-05	68.1443
5.23877E-05	60.223
5.24484E-05	53.8485
5.24749E-05	46.7262
0.000052509	44.2792
5.25697E-05	40.6186
5.26303E-05	37.5019
5.2691E-05	34.8232
5.27162E-05	33.8584
5.27516E-05	32.502
5.28123E-05	30.4756
5.28729E-05	28.6947
5.29336E-05	27.1195
5.29575E-05	26.5958
5.30549E-05	24.4636
5.30781E-05	24.0516
5.31762E-05	22.3162
5.31988E-05	21.9868
5.32975E-05	20.5509
5.33194E-05	20.2844
5.33375E-05	20.0654
5.34188E-05	19.0806
5.34401E-05	18.8627
5.354E-05	17.8419
5.35608E-05	17.6618
5.36613E-05	16.787
5.36814E-05	16.6369
5.37826E-05	15.88
