E(MeV)	"F-19(N,TOT)"
9.10207E+00	1.74041
9.11137E+00	1.73975
9.12043E+00	1.7391
9.12930E+00	1.73847
9.13795E+00	1.73785
9.14641E+00	1.73725
9.15465E+00	1.73666
9.16273E+00	1.73609
9.17059E+00	1.73553
9.17829E+00	1.73498
9.18826E+00	1.73427
9.19801E+00	1.73358
9.20744E+00	1.7329
9.21659E+00	1.73225
9.22544E+00	1.73162
9.23402E+00	1.73102
9.24233E+00	1.73043
9.25000E+00	1.72988
9.25039E+00	1.72986
9.25819E+00	1.72935
9.26574E+00	1.72886
9.27306E+00	1.72838
9.28016E+00	1.72792
9.29041E+00	1.72725
9.30013E+00	1.72662
9.30945E+00	1.72602
9.31829E+00	1.72545
9.32676E+00	1.7249
9.33480E+00	1.72438
9.34250E+00	1.72389
9.35234E+00	1.72325
9.36157E+00	1.72266
9.37022E+00	1.72211
9.37833E+00	1.72159
9.38594E+00	1.7211
9.39641E+00	1.72043
9.40602E+00	1.71982
9.41464E+00	1.71928
9.42256E+00	1.71878
9.43224E+00	1.71817
9.44071E+00	1.71764
9.44812E+00	1.71717
9.45744E+00	1.71659
9.46470E+00	1.71614
9.46525E+00	1.71603
9.47393E+00	1.71419
9.48324E+00	1.71223
9.49162E+00	1.71047
9.50000E+00	1.70871
9.52319E+00	1.70384
9.54543E+00	1.69918
9.55963E+00	1.6962
9.58715E+00	1.69043
9.61296E+00	1.68503
9.62500E+00	1.68251
9.63715E+00	1.68006
9.65983E+00	1.67549
9.68109E+00	1.67121
9.70102E+00	1.66721
9.71920E+00	1.66356
9.72846E+00	1.66579
9.75365E+00	1.67187
9.77626E+00	1.67734
9.79701E+00	1.68237
9.82238E+00	1.68852
9.84459E+00	1.69391
9.87308E+00	1.70085
9.89589E+00	1.70641
9.91497E+00	1.71107
9.93623E+00	1.71628
9.95000E+00	1.71966
9.95901E+00	1.7219
9.98240E+00	1.72775
9.98633E+00	1.72852
1.00000E+01	1.73124
1.00167E+01	1.73382
1.00459E+01	1.73835
1.00880E+01	1.74488
1.01232E+01	1.75037
1.01379E+01	1.75265
1.01580E+01	1.75579
1.01832E+01	1.75972
1.02228E+01	1.76593
1.02661E+01	1.77274
1.02736E+01	1.77393
1.03013E+01	1.7783
1.03019E+01	1.7784
1.03514E+01	1.78625
1.03810E+01	1.79096
1.04025E+01	1.78752
1.04373E+01	1.78197
1.04466E+01	1.7805
1.04791E+01	1.77535
1.05000E+01	1.77205
1.05275E+01	1.76762
1.05625E+01	1.76196
1.05940E+01	1.75689
1.06411E+01	1.74932
1.06760E+01	1.74374
1.07069E+01	1.73879
1.07435E+01	1.73297
1.07802E+01	1.72713
1.08266E+01	1.71978
1.08520E+01	1.71576
1.08557E+01	1.7159
1.08951E+01	1.71735
1.09073E+01	1.7178
1.09691E+01	1.72013
1.10000E+01	1.72132
1.10051E+01	1.72146
1.10488E+01	1.72269
1.10918E+01	1.7239
1.11604E+01	1.72588
1.11760E+01	1.72634
1.12046E+01	1.72719
1.12790E+01	1.72941
1.13178E+01	1.73061
1.13627E+01	1.73199
1.13691E+01	1.73219
1.14480E+01	1.73471
1.14775E+01	1.73568
1.15000E+01	1.73642
1.15230E+01	1.73706
1.15472E+01	1.73773
1.16302E+01	1.74014
1.16622E+01	1.74111
1.16856E+01	1.74181
1.17227E+01	1.74293
1.18217E+01	1.74608
1.18268E+01	1.74624
1.18505E+01	1.74703
1.19109E+01	1.74905
1.19570E+01	1.75066
1.20000E+01	1.7508
1.20177E+01	1.75076
1.21693E+01	1.75041
1.21797E+01	1.75038
1.21872E+01	1.75037
1.23301E+01	1.75022
1.23410E+01	1.75022
1.23591E+01	1.75023
1.24976E+01	1.75026
1.25000E+01	1.75027
1.25151E+01	1.75031
1.25335E+01	1.75036
1.26703E+01	1.75076
1.26917E+01	1.75085
1.27103E+01	1.75093
1.27880E+01	1.75127
1.28000E+01	1.75133
1.28707E+01	1.75112
1.28897E+01	1.75106
1.29293E+01	1.75094
1.30000E+01	1.75081
1.30715E+01	1.75083
1.31834E+01	1.75086
1.32500E+01	1.75088
1.32559E+01	1.75089
1.33694E+01	1.75105
1.34429E+01	1.75115
1.35000E+01	1.75123
1.35781E+01	1.75108
1.36326E+01	1.75105
1.36905E+01	1.75101
1.36970E+01	1.751
1.38249E+01	1.75513
1.38594E+01	1.75624
1.38902E+01	1.75726
1.40000E+01	1.7609
1.40200E+01	1.76145
1.41000E+01	1.7637
1.41975E+01	1.76726
1.42178E+01	1.76799
1.43978E+01	1.77457
1.44183E+01	1.77531
1.45000E+01	1.77829
1.46009E+01	1.78203
1.46218E+01	1.7828
1.48000E+01	1.78941
1.48069E+01	1.78959
1.48281E+01	1.79013
1.50000E+01	1.7946
1.50158E+01	1.79512
1.50372E+01	1.79582
1.52277E+01	1.80206
1.52494E+01	1.80278
1.54425E+01	1.80911
1.54645E+01	1.80983
1.56010E+01	1.81431
1.56827E+01	1.81365
1.57500E+01	1.81312
1.58211E+01	1.81257
1.59000E+01	1.81197
1.59040E+01	1.81195
1.60000E+01	1.81138
1.61283E+01	1.81036
1.62257E+01	1.80959
1.63559E+01	1.80856
1.64546E+01	1.80778
1.65866E+01	1.80673
1.66868E+01	1.80594
1.67500E+01	1.80544
1.68206E+01	1.80499
1.69222E+01	1.80434
1.70000E+01	1.80385
1.70580E+01	1.80361
1.72000E+01	1.80304
1.72398E+01	1.80271
1.72986E+01	1.80222
1.74831E+01	1.80068
1.75427E+01	1.80019
1.77297E+01	1.79863
1.77500E+01	1.79846
1.77902E+01	1.79818
1.79799E+01	1.79687
1.80000E+01	1.79673
1.80411E+01	1.79687
1.82539E+01	1.79757
1.82957E+01	1.79771
1.85115E+01	1.79843
1.85538E+01	1.79857
1.87726E+01	1.7993
1.88156E+01	1.79945
1.90000E+01	1.80006
1.90375E+01	1.79973
1.90810E+01	1.79935
1.93061E+01	1.79738
1.93502E+01	1.79699
1.95784E+01	1.79499
1.96232E+01	1.7946
1.98547E+01	1.79257
1.99001E+01	1.79217
2.00000E+01	1.7913
