E(MeV)	pendfb7/Ce142:1	
1.28551E-08	4.44023	
1.39449E-08	4.40476	
1.41796E-08	4.39767	
1.56406E-08	4.35939	
1.72522E-08	4.32274	
1.90298E-08	4.28758	
2.09906E-08	4.25382	
2.31534E-08	4.2214	
2.52419E-08	4.19389	
2.52961E-08	4.19321	
2.53000E-08	4.19317	
2.79068E-08	4.16517	
3.07823E-08	4.13847	
3.39540E-08	4.11303	
3.74525E-08	4.08877	
4.13115E-08	4.06558	
4.55681E-08	4.04338	
5.02633E-08	4.02215	
5.54423E-08	4.00185	
6.11549E-08	3.98243	
6.74561E-08	3.96389	
7.44066E-08	3.94614	
8.20732E-08	3.92903	
9.05297E-08	3.91258	
9.98577E-08	3.89676	
1.10147E-07	3.88153	
1.13277E-07	3.87747	
1.21496E-07	3.86778	
1.34014E-07	3.85502	
1.47823E-07	3.84291	
1.64204E-07	3.8305	
1.81123E-07	3.81944	
1.99786E-07	3.80888	
2.20371E-07	3.79881	
2.43077E-07	3.78919	
2.68123E-07	3.77999	
2.95750E-07	3.77125	
3.28508E-07	3.76226	
3.62357E-07	3.75422	
3.99693E-07	3.74651	
4.40876E-07	3.73911	
4.86303E-07	3.73201	
5.36410E-07	3.72518	
5.91680E-07	3.71867	
6.48105E-07	3.71275	
7.09876E-07	3.70702	
7.83020E-07	3.70104	
8.63700E-07	3.69524	
9.52693E-07	3.6896	
1.05086E-06	3.6841	
1.15913E-06	3.67872	
1.26967E-06	3.67385	
1.38101E-06	3.66937	
1.50211E-06	3.66493	
1.64528E-06	3.66016	
1.81481E-06	3.65504	
2.00180E-06	3.64992	
2.20806E-06	3.64477	
2.41863E-06	3.63995	
2.68652E-06	3.63429	
2.94272E-06	3.62928	
3.20077E-06	3.62454	
3.48145E-06	3.61967	
3.81327E-06	3.61423	
4.17692E-06	3.60859	
4.57503E-06	3.60271	
4.94161E-06	3.59754	
5.33729E-06	3.59213	
5.80533E-06	3.58595	
6.31441E-06	3.57945	
6.82035E-06	3.57317	
7.36648E-06	3.56656	
8.01245E-06	3.55893	
8.77655E-06	3.55012	
9.61305E-06	3.54069	
1.04560E-05	3.53136	
1.15334E-05	3.52168	
1.25448E-05	3.51277	
1.35499E-05	3.50404	
1.45331E-05	3.49561	
1.55876E-05	3.48667	
1.67187E-05	3.47718	
1.81848E-05	3.46499	
1.96409E-05	3.45301	
2.12146E-05	3.44017	
2.29133E-05	3.42642	
2.49226E-05	3.41026	
2.65450E-05	3.3973	
2.69195E-05	3.39488	
2.88728E-05	3.38238	
3.07509E-05	3.37042	
3.27527E-05	3.35774	
3.48832E-05	3.3443	
3.68938E-05	3.33166	
3.90203E-05	3.31833	
4.15605E-05	3.30247	
4.42639E-05	3.28564	
4.52050E-05	3.2798	
4.71454E-05	3.27021	
5.02121E-05	3.25512	
5.34808E-05	3.23907	
5.69596E-05	3.22205	
6.10925E-05	3.20188	
6.50696E-05	3.18251	
6.69186E-05	3.17353	
6.88201E-05	3.16624	
7.27868E-05	3.15107	
7.64429E-05	3.13711	
8.02865E-05	3.12246	
8.43193E-05	3.10711	
8.85590E-05	3.091	
9.23603E-05	3.07657	
9.63249E-05	3.06486	
1.00460E-04	3.05266	
1.04772E-04	3.03996	
1.09929E-04	3.02478	
1.15457E-04	3.00853	
1.21256E-04	2.9915	
1.22967E-04	2.98648	
1.27353E-04	2.97661	
1.33750E-04	2.96223	
1.39491E-04	2.94933	
1.45479E-04	2.9359	
1.51617E-04	2.92213	
1.59241E-04	2.90505	
1.60356E-04	2.90255	
1.67953E-04	2.88969	
1.75162E-04	2.87749	
1.82681E-04	2.86478	
1.90522E-04	2.85153	
1.98485E-04	2.83808	
2.06118E-04	2.8252	
2.13460E-04	2.81597	
2.21074E-04	2.80639	
2.28948E-04	2.7965	
2.36650E-04	2.78682	
2.45079E-04	2.77624	
2.52044E-04	2.7675	
2.61034E-04	2.75621	
2.62862E-04	2.75392	
2.69054E-04	2.74823	
2.78585E-04	2.73946	
2.90082E-04	2.7289	
2.99800E-04	2.71997	
3.10788E-04	2.70987	
3.22860E-04	2.69879	
3.35880E-04	2.68684	
3.48686E-04	2.67838	
3.61292E-04	2.67005	
3.74184E-04	2.66154	
3.84352E-04	2.65483	
3.96944E-04	2.64652	
4.12211E-04	2.63645	
4.27477E-04	2.62638	
4.30471E-04	2.6244	
4.42743E-04	2.61864	
4.58513E-04	2.61123	
4.73275E-04	2.6043	
4.90133E-04	2.59639	
5.03807E-04	2.58997	
5.18123E-04	2.58325	
5.36578E-04	2.57459	
5.51825E-04	2.56744	
5.55718E-04	2.56561	
5.67506E-04	2.5617	
5.83632E-04	2.55636	
6.02983E-04	2.54994	
6.25936E-04	2.54234	
6.45694E-04	2.53579	
6.71734E-04	2.52716	
6.97347E-04	2.51867	
7.25112E-04	2.50948	
7.27666E-04	2.50863	
7.53305E-04	2.50261	
7.88303E-04	2.49439	
8.24396E-04	2.48592	
8.54928E-04	2.47875	
8.85460E-04	2.47158	
9.15992E-04	2.46442	
9.46524E-04	2.45725	
9.80239E-04	2.44934	
1.00759E-03	2.44461	
1.04348E-03	2.43841	
1.08070E-03	2.43197	
1.12709E-03	2.42395	
1.16723E-03	2.41701	
1.21276E-03	2.40915	
1.26062E-03	2.40087	
1.31291E-03	2.39184	
1.35285E-03	2.38493	
1.40111E-03	2.37659	
1.46125E-03	2.36692	
1.52398E-03	2.35682	
1.57658E-03	2.34836	
1.64877E-03	2.33675	
1.68648E-03	2.33068	
1.74036E-03	2.32201	
1.78330E-03	2.3151	
1.81913E-03	2.30934	
1.85780E-03	2.30312	
1.87976E-03	2.29958	
1.90628E-03	2.29532	
1.94040E-03	2.28983	
1.95409E-03	2.28763	
1.96778E-03	2.28455	
2.00566E-03	2.27601	
2.03085E-03	2.27034	
2.05346E-03	2.26524	
2.07607E-03	2.26015	
2.09115E-03	2.25676	
2.10623E-03	2.25336	
2.12130E-03	2.24997	
2.13638E-03	2.24657	
2.15145E-03	2.24318	
2.16652E-03	2.23794	
2.18160E-03	2.23271	
2.19667E-03	2.22748	
2.21175E-03	2.22225	
2.22306E-03	2.21832	
2.23436E-03	2.2144	
2.24190E-03	2.21178	
2.25396E-03	2.2076	
2.25999E-03	2.20551	
2.26602E-03	2.20223	
2.27656E-03	2.1965	
2.28510E-03	2.19185	
2.29316E-03	2.18748	
2.30220E-03	2.18256	
2.30871E-03	2.17902	
2.31752E-03	2.17424	
2.32632E-03	2.16946	
2.33027E-03	2.16731	
2.33422E-03	2.16398	
2.34436E-03	2.15542	
2.35044E-03	2.15028	
2.35623E-03	2.14539	
2.36202E-03	2.14051	
2.36708E-03	2.13624	
2.37215E-03	2.13197	
2.37703E-03	2.12785	
2.38192E-03	2.1217	
2.38771E-03	2.11441	
2.39223E-03	2.10872	
2.39482E-03	2.10546	
2.40001E-03	2.09893	
2.40403E-03	2.09387	
2.40806E-03	2.08881	
2.41241E-03	2.08089	
2.41677E-03	2.07296	
2.42126E-03	2.06479	
2.42575E-03	2.05663	
2.42917E-03	2.05042	
2.43258E-03	2.04422	
2.43560E-03	2.03649	
2.43963E-03	2.02618	
2.44296E-03	2.01766	
2.44645E-03	2.00874	
2.44994E-03	1.99982	
2.45278E-03	1.99018	
2.45563E-03	1.98055	
2.45847E-03	1.97098	
2.46127E-03	1.96151	
2.46408E-03	1.94929	
2.46682E-03	1.93733	
2.46953E-03	1.92552	
2.47225E-03	1.91372	
2.47496E-03	1.89878	
2.47677E-03	1.88883	
2.47948E-03	1.87392	
2.48129E-03	1.86162	
2.48310E-03	1.84933	
2.48491E-03	1.83705	
2.48672E-03	1.82479	
2.48853E-03	1.8097	
2.49034E-03	1.79463	
2.49214E-03	1.77958	
2.49395E-03	1.76124	
2.49531E-03	1.7475	
2.49667E-03	1.73377	
2.49757E-03	1.72463	
2.49802E-03	1.71915	
2.49938E-03	1.70274	
2.50074E-03	1.68635	
2.50119E-03	1.6809	
2.50213E-03	1.66753	
2.50355E-03	1.6475	
2.50496E-03	1.62751	
2.50637E-03	1.60361	
2.50731E-03	1.58771	
2.50826E-03	1.57182	
2.50873E-03	1.56389	
2.50916E-03	1.55528	
2.51003E-03	1.53809	
2.51089E-03	1.52092	
2.51133E-03	1.51235	
2.51176E-03	1.50243	
2.51263E-03	1.48263	
2.51349E-03	1.46287	
2.51393E-03	1.453	
2.51436E-03	1.4415	
2.51523E-03	1.41852	
2.51600E-03	1.39809	
2.51642E-03	1.38715	
2.51702E-03	1.36858	
2.51770E-03	1.34774	
2.51838E-03	1.32694	
2.51868E-03	1.31772	
2.51905E-03	1.30458	
2.51973E-03	1.281	
2.52018E-03	1.26531	
2.52041E-03	1.25655	
2.52109E-03	1.23034	
2.52169E-03	1.20711	
2.52188E-03	1.19898	
2.52267E-03	1.16496	
2.52312E-03	1.14558	
2.52320E-03	1.14195	
2.52373E-03	1.11663	
2.52425E-03	1.09139	
2.52456E-03	1.07701	
2.52478E-03	1.06503	
2.52531E-03	1.03717	
2.52563E-03	1.02032	
2.52599E-03	0.999643	
2.52644E-03	0.973632	
2.52670E-03	0.958515	
2.52689E-03	0.946613	
2.52735E-03	0.918155	
2.52780E-03	0.889816	
2.52825E-03	0.859093	
2.52855E-03	0.838713	
2.52870E-03	0.827775	
2.52910E-03	0.799205	
2.52930E-03	0.784328	
2.52961E-03	0.761097	
2.53006E-03	0.726502	
2.53012E-03	0.72188	
2.53045E-03	0.694324	
2.53074E-03	0.671497	
2.53079E-03	0.666624	
2.53113E-03	0.637572	
2.53147E-03	0.608723	
2.53149E-03	0.607133	
2.53179E-03	0.579979	
2.53209E-03	0.553034	
2.53224E-03	0.539673	
2.53240E-03	0.525556	
2.53270E-03	0.497574	
2.53294E-03	0.475069	
2.53300E-03	0.469647	
2.53330E-03	0.441048	
2.53360E-03	0.412809	
2.53379E-03	0.395415	
2.53390E-03	0.384866	
2.53417E-03	0.360631	
2.53439E-03	0.340177	
2.53462E-03	0.320049	
2.53469E-03	0.313463	
2.53484E-03	0.300797	
2.53503E-03	0.285306	
2.53507E-03	0.282346	
2.53526E-03	0.267933	
2.53530E-03	0.265211	
2.53549E-03	0.252035	
2.53552E-03	0.249595	
2.53567E-03	0.240225	
2.53575E-03	0.235941	
2.53582E-03	0.231868	
2.53596E-03	0.225441	
2.53605E-03	0.221584	
2.53615E-03	0.21816	
2.53624E-03	0.215508	
2.53631E-03	0.213767	
2.53633E-03	0.213424	
2.53639E-03	0.212592	
2.53647E-03	0.211883	
2.53652E-03	0.211677	
2.53654E-03	0.211681	
2.53660E-03	0.211999	
2.53665E-03	0.212599	
2.53670E-03	0.213385	
2.53671E-03	0.213527	
2.53677E-03	0.214978	
2.53682E-03	0.216767	
2.53688E-03	0.218824	
2.53693E-03	0.221597	
2.53695E-03	0.222483	
2.53700E-03	0.225353	
2.53705E-03	0.228553	
2.53706E-03	0.229565	
2.53710E-03	0.232097	
2.53714E-03	0.236048	
2.53719E-03	0.239904	
2.53722E-03	0.243595	
2.53723E-03	0.244082	
2.53727E-03	0.248774	
2.53731E-03	0.253792	
2.53736E-03	0.25977	
2.53738E-03	0.262338	
2.53741E-03	0.266379	
2.53745E-03	0.272473	
2.53749E-03	0.27931	
2.53753E-03	0.286562	
2.53757E-03	0.292971	
2.53761E-03	0.302305	
2.53767E-03	0.314324	
2.53773E-03	0.327257	
2.53777E-03	0.337909	
2.53782E-03	0.350462	
2.53787E-03	0.365137	
2.53790E-03	0.373617	
2.53791E-03	0.37799	
2.53795E-03	0.391777	
2.53800E-03	0.408774	
2.53804E-03	0.423369	
2.53805E-03	0.426903	
2.53811E-03	0.447507	
2.53816E-03	0.471456	
2.53820E-03	0.488519	
2.53822E-03	0.497275	
2.53826E-03	0.51813	
2.53831E-03	0.542542	
2.53834E-03	0.560599	
2.53835E-03	0.568526	
2.53840E-03	0.596412	
2.53845E-03	0.625884	
2.53848E-03	0.647698	
2.53850E-03	0.657258	
2.53854E-03	0.690937	
2.53859E-03	0.726548	
2.53862E-03	0.752998	
2.53864E-03	0.768457	
2.53870E-03	0.817927	
2.53876E-03	0.870908	
2.53881E-03	0.928558	
2.53886E-03	0.977291	
2.53891E-03	1.03524	
2.53895E-03	1.09403	
2.53896E-03	1.09704	
2.53900E-03	1.16387	
2.53905E-03	1.23516	
2.53906E-03	1.24749	
2.53910E-03	1.31236	
2.53916E-03	1.40245	
2.53917E-03	1.42798	
2.53921E-03	1.50062	
2.53926E-03	1.60688	
2.53928E-03	1.64108	
2.53932E-03	1.72273	
2.53936E-03	1.82638	
2.53937E-03	1.84875	
2.53941E-03	1.94686	
2.53945E-03	2.05862	
2.53946E-03	2.08567	
2.53949E-03	2.17882	
2.53953E-03	2.3014	
2.53954E-03	2.30732	
2.53958E-03	2.44575	
2.53960E-03	2.54652	
2.53962E-03	2.59406	
2.53966E-03	2.7536	
2.53968E-03	2.82338	
2.53970E-03	2.92531	
2.53974E-03	3.1011	
2.53975E-03	3.1368	
2.53978E-03	3.2811	
2.53982E-03	3.4731	
2.53985E-03	3.67957	
2.53989E-03	3.89984	
2.53993E-03	4.13725	
2.53996E-03	4.36504	
2.53997E-03	4.39068	
2.54000E-03	4.66335	
2.54002E-03	4.7802	
2.54005E-03	4.98638	
2.54008E-03	5.2404	
2.54009E-03	5.36848	
2.54013E-03	5.74963	
2.54014E-03	5.7846	
2.54018E-03	6.23832	
2.54019E-03	6.32022	
2.54023E-03	6.733	
2.54025E-03	6.95635	
2.54027E-03	7.27173	
2.54030E-03	7.66182	
2.54032E-03	7.8586	
2.54036E-03	8.44396	
2.54041E-03	9.19419	
2.54042E-03	9.31967	
2.54045E-03	9.95278	
2.54047E-03	10.2952	
2.54050E-03	10.7782	
2.54053E-03	11.3748	
2.54054E-03	11.6754	
2.54058E-03	12.5278	
2.54059E-03	12.6507	
2.54063E-03	13.7099	
2.54068E-03	14.8608	
2.54072E-03	16.1084	
2.54074E-03	16.4438	
2.54077E-03	17.3436	
2.54079E-03	18.0033	
2.54080E-03	18.5466	
2.54084E-03	19.7004	
2.54088E-03	21.1995	
2.54089E-03	21.5628	
2.54092E-03	22.6596	
2.54094E-03	23.5893	
2.54095E-03	24.2132	
2.54099E-03	25.7816	
2.54103E-03	27.6218	
2.54104E-03	28.1793	
2.54107E-03	29.4871	
2.54109E-03	30.7874	
2.54112E-03	32.4972	
2.54115E-03	33.8042	
2.54118E-03	35.7766	
2.54120E-03	37.1976	
2.54124E-03	39.3403	
2.54126E-03	40.88	
2.54129E-03	43.2035	
2.54132E-03	44.868	
2.54135E-03	47.3778	
2.54137E-03	49.1666	
2.54140E-03	51.413	
2.54143E-03	53.8003	
2.54145E-03	55.7191	
2.54149E-03	58.7704	
2.54150E-03	60.3044	
2.54155E-03	65.1706	
2.54156E-03	65.9371	
2.54162E-03	72.1099	
2.54164E-03	73.7607	
2.54169E-03	79.5661	
2.54171E-03	82.2142	
2.54176E-03	87.5368	
2.54179E-03	91.2952	
2.54182E-03	96.0138	
2.54186E-03	100.986	
2.54189E-03	104.98	
2.54194E-03	111.31	
2.54198E-03	117.662	
2.54204E-03	125.707	
2.54207E-03	131.09	
2.54216E-03	144.23	
2.54217E-03	146.112	
2.54234E-03	173.637	
2.54251E-03	201.601	
2.54258E-03	213.553	
2.54263E-03	221.202	
2.54270E-03	232.621	
2.54275E-03	239.736	
2.54282E-03	250.34	
2.54284E-03	252.763	
2.54291E-03	262.383	
2.54293E-03	264.544	
2.54300E-03	273.105	
2.54302E-03	274.963	
2.54309E-03	282.298	
2.54311E-03	283.815	
2.54317E-03	288.799	
2.54318E-03	289.78	
2.54327E-03	295.037	
2.54336E-03	298.815	
2.54340E-03	299.678	
2.54346E-03	300.681	
2.54348E-03	300.721	
2.54349E-03	300.723	
2.54355E-03	299.982	
2.54356E-03	299.863	
2.54364E-03	297.705	
2.54365E-03	296.837	
2.54373E-03	293.251	
2.54374E-03	292.009	
2.54382E-03	286.941	
2.54383E-03	285.355	
2.54391E-03	278.925	
2.54392E-03	277.032	
2.54400E-03	269.383	
2.54402E-03	267.224	
2.54409E-03	258.515	
2.54414E-03	252.084	
2.54421E-03	242.376	
2.54426E-03	235.381	
2.54433E-03	224.844	
2.54465E-03	175.85	
2.54471E-03	167.094	
2.54477E-03	156.87	
2.54484E-03	148.015	
2.54488E-03	141.312	
2.54496E-03	131.297	
2.54503E-03	121.849	
2.54505E-03	119.51	
2.54511E-03	112.026	
2.54512E-03	110.188	
2.54519E-03	102.784	
2.54526E-03	94.9716	
2.54527E-03	94.1988	
2.54532E-03	88.8178	
2.54533E-03	88.0517	
2.54537E-03	83.7407	
2.54539E-03	81.594	
2.54542E-03	78.9176	
2.54546E-03	75.5868	
2.54548E-03	74.0355	
2.54553E-03	70.0209	
2.54554E-03	69.1611	
2.54560E-03	64.882	
2.54566E-03	60.426	
2.54567E-03	59.9045	
2.54572E-03	56.5591	
2.54574E-03	55.1327	
2.54578E-03	52.9408	
2.54580E-03	51.8505	
2.54584E-03	49.6167	
2.54586E-03	48.8087	
2.54590E-03	46.5545	
2.54591E-03	45.9936	
2.54595E-03	44.257	
2.54597E-03	43.3934	
2.54601E-03	41.8094	
2.54605E-03	40.2342	
2.54606E-03	39.5224	
2.54612E-03	37.3987	
2.54618E-03	35.4914	
2.54620E-03	34.8594	
2.54623E-03	33.7088	
2.54626E-03	32.9649	
2.54629E-03	32.0781	
2.54633E-03	30.9373	
2.54635E-03	30.5618	
2.54640E-03	29.1626	
2.54641E-03	29.116	
2.54646E-03	27.899	
2.54648E-03	27.4814	
2.54652E-03	26.7255	
2.54655E-03	26.0112	
2.54658E-03	25.5001	
2.54663E-03	24.6873	
2.54665E-03	24.3181	
2.54670E-03	23.4929	
2.54672E-03	23.2427	
2.54677E-03	22.4134	
2.54678E-03	22.2645	
2.54685E-03	21.3759	
2.54687E-03	21.1304	
2.54692E-03	20.5639	
2.54697E-03	20.0005	
2.54699E-03	19.806	
2.54706E-03	19.1093	
2.54712E-03	18.4892	
2.54717E-03	18.0775	
2.54726E-03	17.3506	
2.54728E-03	17.1699	
2.54735E-03	16.686	
2.54739E-03	16.3651	
2.54744E-03	16.0719	
2.54747E-03	15.8774	
2.54753E-03	15.5256	
2.54762E-03	15.0005	
2.54771E-03	14.5399	
2.54777E-03	14.2342	
2.54780E-03	14.0982	
2.54792E-03	13.5569	
2.54804E-03	13.0741	
2.54807E-03	12.9539	
2.54816E-03	12.6284	
2.54822E-03	12.4124	
2.54830E-03	12.1699	
2.54841E-03	11.808	
2.54845E-03	11.7001	
2.54860E-03	11.2707	
2.54875E-03	10.8859	
2.54879E-03	10.7901	
2.54890E-03	10.536	
2.54905E-03	10.1984	
2.54907E-03	10.1563	
2.54920E-03	9.90005	
2.54935E-03	9.60819	
2.54952E-03	9.32059	
2.54964E-03	9.12956	
2.54971E-03	9.01671	
2.54990E-03	8.73568	
2.54992E-03	8.70767	
2.55009E-03	8.47868	
2.55011E-03	8.45332	
2.55028E-03	8.24843	
2.55047E-03	8.0215	
2.55049E-03	7.99888	
2.55065E-03	7.82126	
2.55084E-03	7.6245	
2.55086E-03	7.60488	
2.55105E-03	7.43226	
2.55124E-03	7.26017	
2.55128E-03	7.22948	
2.55150E-03	7.04591	
2.55158E-03	6.9849	
2.55173E-03	6.87741	
2.55196E-03	6.71663	
2.55209E-03	6.62309	
2.55218E-03	6.5652	
2.55241E-03	6.42661	
2.55260E-03	6.31147	
2.55275E-03	6.2309	
2.55301E-03	6.09033	
2.55310E-03	6.04025	
2.55327E-03	5.96076	
2.55354E-03	5.83742	
2.55361E-03	5.80225	
2.55380E-03	5.72434	
2.55414E-03	5.58448	
2.55420E-03	5.5638	
2.55459E-03	5.41955	
2.55471E-03	5.37843	
2.55486E-03	5.33056	
2.55520E-03	5.22309	
2.55546E-03	5.13969	
2.55554E-03	5.11908	
2.55587E-03	5.02658	
2.55621E-03	4.93427	
2.55655E-03	4.85386	
2.55689E-03	4.77359	
2.55697E-03	4.75579	
2.55740E-03	4.66625	
2.55778E-03	4.58856	
2.55780E-03	4.58468	
2.55819E-03	4.51329	
2.55861E-03	4.43865	
2.55863E-03	4.43526	
2.55902E-03	4.3742	
2.55944E-03	4.31034	
2.55987E-03	4.24371	
2.56006E-03	4.21914	
2.56068E-03	4.13826	
2.56104E-03	4.09178	
2.56115E-03	4.07936	
2.56168E-03	4.02149	
2.56221E-03	3.96371	
2.56255E-03	3.92662	
2.56273E-03	3.90932	
2.56326E-03	3.86095	
2.56379E-03	3.81264	
2.56405E-03	3.78853	
2.56458E-03	3.74747	
2.56511E-03	3.70648	
2.56556E-03	3.67139	
2.56579E-03	3.65678	
2.56646E-03	3.61303	
2.56714E-03	3.56933	
2.56782E-03	3.52569	
2.56850E-03	3.49006	
2.56918E-03	3.45448	
2.56986E-03	3.41894	
2.57008E-03	3.40711	
2.57053E-03	3.3874	
2.57136E-03	3.35133	
2.57219E-03	3.31529	
2.57234E-03	3.30875	
2.57302E-03	3.28433	
2.57385E-03	3.25453	
2.57468E-03	3.22476	
2.57517E-03	3.20718	
2.57551E-03	3.19711	
2.57675E-03	3.16024	
2.57762E-03	3.13456	
2.57800E-03	3.12341	
2.57852E-03	3.11058	
2.57988E-03	3.07762	
2.58124E-03	3.0447	
2.58162E-03	3.03556	
2.58259E-03	3.01604	
2.58395E-03	2.98903	
2.58508E-03	2.96655	
2.58538E-03	2.96184	
2.58683E-03	2.93851	
2.58829E-03	2.91519	
2.58975E-03	2.8919	
2.59037E-03	2.88198	
2.59121E-03	2.87106	
2.59218E-03	2.85837	
2.59393E-03	2.83559	
2.59568E-03	2.81711	
2.59743E-03	2.79864	
2.59917E-03	2.78019	
2.60092E-03	2.76176	
2.60267E-03	2.74743	
2.60442E-03	2.73311	
2.60616E-03	2.7188	
2.60791E-03	2.70449	
2.60966E-03	2.69359	
2.61228E-03	2.67724	
2.61490E-03	2.6609	
2.61752E-03	2.64458	
2.61840E-03	2.63914	
2.62015E-03	2.63096	
2.62277E-03	2.61869	
2.62539E-03	2.60644	
2.62801E-03	2.59418	
2.62888E-03	2.5901	
2.63063E-03	2.58395	
2.63325E-03	2.57473	
2.63631E-03	2.56398	
2.63959E-03	2.55246	
2.64287E-03	2.54095	
2.64636E-03	2.5322	
2.64986E-03	2.52344	
2.65335E-03	2.51469	
2.65685E-03	2.50594	
2.66034E-03	2.4972	
2.66384E-03	2.48846	
2.66734E-03	2.48245	
2.67083E-03	2.47646	
2.67433E-03	2.47046	
2.67782E-03	2.46446	
2.68307E-03	2.45547	
2.68743E-03	2.44798	
2.69006E-03	2.44349	
2.69268E-03	2.44041	
2.69792E-03	2.43425	
2.70316E-03	2.42809	
2.70841E-03	2.42193	
2.71365E-03	2.41578	
2.71977E-03	2.4086	
2.72326E-03	2.40449	
2.73025E-03	2.399	
2.73725E-03	2.3935	
2.74424E-03	2.38801	
2.75123E-03	2.38252	
2.75822E-03	2.37703	
2.76521E-03	2.37154	
2.77220E-03	2.36605	
2.77919E-03	2.36253	
2.78618E-03	2.35901	
2.79317E-03	2.3555	
2.80016E-03	2.35198	
2.81065E-03	2.3467	
2.82114E-03	2.34143	
2.83162E-03	2.33615	
2.84211E-03	2.33088	
2.84910E-03	2.32737	
2.85260E-03	2.32626	
2.86308E-03	2.32295	
2.87008E-03	2.32075	
2.88406E-03	2.31633	
2.89804E-03	2.31192	
2.91202E-03	2.30751	
2.92600E-03	2.3031	
2.93999E-03	2.29869	
2.95397E-03	2.29428	
2.96795E-03	2.28987	
2.97494E-03	2.28766	
2.98193E-03	2.28623	
3.00290E-03	2.28194	
3.02388E-03	2.27765	
3.03786E-03	2.27479	
3.06198E-03	2.26985	
3.08610E-03	2.26492	
3.11625E-03	2.25875	
3.14640E-03	2.25258	
3.18221E-03	2.24526	
3.20012E-03	2.2416	
3.21802E-03	2.23895	
3.25384E-03	2.23366	
3.28965E-03	2.22836	
3.32546E-03	2.22307	
3.36127E-03	2.21778	
3.41499E-03	2.20984	
3.46871E-03	2.2019	
3.50452E-03	2.19661	
3.57614E-03	2.18603	
3.64777E-03	2.17544	
3.71939E-03	2.16486	
3.81776E-03	2.1511	
3.92570E-03	2.136	
4.03414E-03	2.12084	
4.14913E-03	2.10475	
4.29238E-03	2.08472	
4.46692E-03	2.06031	
4.61118E-03	2.04013	
4.67623E-03	2.03103	
4.72212E-03	2.02347	
4.89056E-03	1.99569	
5.00665E-03	1.97654	
5.07728E-03	1.96489	
5.14891E-03	1.95308	
