E(MeV)	"O-16(N,TOT)"
7.72500E+00	1.29985
7.76000E+00	1.3598
7.77500E+00	1.38148
7.78000E+00	1.3886
7.82500E+00	1.44708
7.85000E+00	1.47105
7.86000E+00	1.4735
7.87500E+00	1.44886
7.88000E+00	1.42935
7.90000E+00	1.32791
7.91000E+00	1.27662
7.92000E+00	1.22453
7.92500E+00	1.19567
7.95000E+00	1.04623
7.96000E+00	0.992533
7.97500E+00	0.929441
7.98000E+00	0.912253
8.00000E+00	0.865396
8.01875E+00	0.854321
8.02500E+00	0.854284
8.04000E+00	0.864359
8.06000E+00	0.895179
8.07500E+00	0.929323
8.08000E+00	0.941822
8.10000E+00	0.995728
8.12500E+00	1.07645
8.15000E+00	1.16249
8.17500E+00	1.2311
8.20000E+00	1.2834
8.22500E+00	1.32617
8.23250E+00	1.33715
8.24000E+00	1.34734
8.25000E+00	1.35606
8.27500E+00	1.3614
8.28000E+00	1.36101
8.30000E+00	1.35361
8.32000E+00	1.34014
8.32500E+00	1.33563
8.35000E+00	1.30815
8.35500E+00	1.30274
8.37500E+00	1.27708
8.40000E+00	1.24521
8.42500E+00	1.22115
8.43750E+00	1.21047
8.45000E+00	1.19915
8.47500E+00	1.1734
8.50000E+00	1.14676
8.52000E+00	1.13265
8.52500E+00	1.13102
8.54000E+00	1.12681
8.55000E+00	1.12656
8.55750E+00	1.12715
8.57500E+00	1.1328
8.60000E+00	1.15659
8.62000E+00	1.18962
8.62500E+00	1.19944
8.64500E+00	1.23753
8.65000E+00	1.24759
8.67500E+00	1.30236
8.70000E+00	1.3609
8.72000E+00	1.40216
8.72500E+00	1.41028
8.74000E+00	1.42788
8.74500E+00	1.4313
8.75000E+00	1.43375
8.76000E+00	1.43396
8.77500E+00	1.42341
8.78000E+00	1.41646
8.80000E+00	1.37771
8.82500E+00	1.3194
8.87500E+00	1.20931
8.90000E+00	1.15824
8.92000E+00	1.13521
8.92500E+00	1.13591
8.92750E+00	1.13765
8.94000E+00	1.1437
8.95000E+00	1.15053
8.96000E+00	1.17995
8.97500E+00	1.18818
8.97750E+00	1.18934
8.98350E+00	1.1948
8.98700E+00	1.19864
9.00000E+00	1.2232
9.02000E+00	1.25701
9.02500E+00	1.27455
9.04000E+00	1.33965
9.05000E+00	1.36783
9.07500E+00	1.28987
9.07969E+00	1.27266
9.10000E+00	1.24421
9.12500E+00	1.20483
9.14000E+00	1.18187
9.17500E+00	1.13472
9.18000E+00	1.12879
9.20000E+00	1.10814
9.22500E+00	1.096
9.24800E+00	1.09074
9.27400E+00	1.09164
9.27500E+00	1.09202
9.30000E+00	1.10225
9.32500E+00	1.13106
9.35000E+00	1.16527
9.37500E+00	1.19303
9.40000E+00	1.21113
9.42362E+00	1.19833
9.42500E+00	1.19809
9.43138E+00	1.19637
9.43150E+00	1.19631
9.47414E+00	1.1997
9.47500E+00	1.19977
9.50000E+00	1.20139
9.52500E+00	1.20307
9.57500E+00	1.20656
9.58125E+00	1.20634
9.60000E+00	1.20787
9.62500E+00	1.21935
9.65000E+00	1.23472
9.67500E+00	1.25169
9.70000E+00	1.27322
9.72500E+00	1.29142
9.74335E+00	1.3018
9.76250E+00	1.31263
9.77500E+00	1.31844
9.80000E+00	1.32255
9.82500E+00	1.31481
9.86250E+00	1.29897
9.87500E+00	1.29311
9.90000E+00	1.28148
9.92500E+00	1.27519
9.95000E+00	1.28135
9.97500E+00	1.29784
1.00000E+01	1.31485
1.00500E+01	1.35057
1.01000E+01	1.38648
1.01220E+01	1.40025
1.01500E+01	1.41389
1.01895E+01	1.42675
1.01960E+01	1.42886
1.02020E+01	1.43016
1.02445E+01	1.42487
1.02445E+01	1.42487
1.02450E+01	1.42481
1.02500E+01	1.42273
1.03000E+01	1.39869
1.03500E+01	1.36277
1.03720E+01	1.34209
1.03722E+01	1.34192
1.04000E+01	1.31759
1.04500E+01	1.29234
1.04503E+01	1.29221
1.04650E+01	1.28635
1.05000E+01	1.27488
1.05275E+01	1.26732
1.05280E+01	1.26718
1.05500E+01	1.2585
1.05542E+01	1.25688
1.05602E+01	1.25361
1.05630E+01	1.25221
1.06000E+01	1.22735
1.06500E+01	1.21136
1.06670E+01	1.20972
1.06671E+01	1.20973
1.06785E+01	1.21043
1.06900E+01	1.21486
1.07000E+01	1.22526
1.07100E+01	1.2271
1.07200E+01	1.20076
1.07300E+01	1.14511
1.07487E+01	1.18994
1.07500E+01	1.1925
1.07600E+01	1.21227
1.07750E+01	1.23756
1.07800E+01	1.24526
1.08250E+01	1.30304
1.08300E+01	1.3089
1.08400E+01	1.31626
1.08500E+01	1.31961
1.08650E+01	1.3188
1.08800E+01	1.31735
1.08989E+01	1.32302
1.09000E+01	1.32335
1.09200E+01	1.33381
1.09300E+01	1.34723
1.09400E+01	1.37775
1.09500E+01	1.41914
1.09600E+01	1.46563
1.09700E+01	1.49537
1.09950E+01	1.50602
1.10000E+01	1.50908
1.10090E+01	1.52049
1.10500E+01	1.57996
1.11000E+01	1.65629
1.11301E+01	1.68805
1.11500E+01	1.70907
1.12000E+01	1.70469
1.12086E+01	1.70001
1.12500E+01	1.67747
1.13000E+01	1.64989
1.13500E+01	1.63159
1.14000E+01	1.62859
1.14500E+01	1.66647
1.15000E+01	1.70538
1.15200E+01	1.71874
1.15500E+01	1.73396
1.16000E+01	1.74494
1.16430E+01	1.73537
1.16480E+01	1.73326
1.16500E+01	1.73255
1.17000E+01	1.71184
1.17494E+01	1.69943
1.17500E+01	1.70035
1.17787E+01	1.73506
1.17790E+01	1.73543
1.17985E+01	1.73921
1.18000E+01	1.73877
1.18500E+01	1.70508
1.19000E+01	1.67338
1.19500E+01	1.6663
1.19525E+01	1.66586
1.19700E+01	1.66834
1.20000E+01	1.64868
1.20219E+01	1.62522
1.20500E+01	1.59512
1.21100E+01	1.53342
1.21500E+01	1.49706
1.21610E+01	1.48684
1.21915E+01	1.47838
1.22000E+01	1.47603
1.22500E+01	1.49402
1.23000E+01	1.51163
1.23375E+01	1.52075
1.23500E+01	1.52287
1.23635E+01	1.52411
1.24500E+01	1.53205
1.25000E+01	1.53716
1.25379E+01	1.54032
1.25500E+01	1.54133
1.26000E+01	1.54221
1.26258E+01	1.54005
1.26500E+01	1.53801
1.27000E+01	1.53685
1.27148E+01	1.54277
1.27492E+01	1.55653
1.27500E+01	1.55735
1.28500E+01	1.64163
1.28924E+01	1.65974
1.29000E+01	1.65894
1.29500E+01	1.62955
1.29845E+01	1.59778
1.30000E+01	1.58353
1.30500E+01	1.55707
1.30761E+01	1.55961
1.31000E+01	1.56194
1.31500E+01	1.57624
1.32000E+01	1.57929
1.32247E+01	1.57636
1.32500E+01	1.57402
1.33000E+01	1.57133
1.33500E+01	1.57826
1.34125E+01	1.58991
1.34500E+01	1.59847
1.35000E+01	1.6098
1.35500E+01	1.6128
1.36200E+01	1.6165
1.36500E+01	1.62383
1.36743E+01	1.63072
1.37329E+01	1.64596
1.37350E+01	1.6465
1.37400E+01	1.6468
1.37500E+01	1.64208
1.37650E+01	1.63286
1.37700E+01	1.63081
1.37850E+01	1.63476
1.38050E+01	1.64409
1.38100E+01	1.64545
1.38298E+01	1.6382
1.38500E+01	1.63081
1.39500E+01	1.60417
1.40000E+01	1.59276
1.40250E+01	1.59036
1.40500E+01	1.58867
1.41250E+01	1.59621
1.41500E+01	1.59936
1.42500E+01	1.61253
1.43500E+01	1.6269
1.44250E+01	1.6406
1.44500E+01	1.64619
1.45000E+01	1.65844
1.45500E+01	1.67362
1.45562E+01	1.67476
1.46500E+01	1.7034
1.47500E+01	1.73274
1.48500E+01	1.75973
1.49372E+01	1.76347
1.49500E+01	1.76402
1.50000E+01	1.76492
1.50200E+01	1.7639
1.50426E+01	1.75508
1.50500E+01	1.75217
1.51000E+01	1.72106
1.51500E+01	1.68457
1.52000E+01	1.6483
1.52500E+01	1.6217
1.52550E+01	1.61906
1.53472E+01	1.58906
1.53500E+01	1.58814
1.53921E+01	1.5806
1.54000E+01	1.58122
1.54500E+01	1.59155
1.55000E+01	1.60167
1.55500E+01	1.61018
1.56000E+01	1.61891
1.56500E+01	1.62462
1.57000E+01	1.62624
1.57500E+01	1.62438
1.58000E+01	1.61736
1.58500E+01	1.60663
1.59000E+01	1.59479
1.59096E+01	1.59063
1.59500E+01	1.57309
1.60000E+01	1.55251
1.61000E+01	1.54722
1.61300E+01	1.55014
1.61560E+01	1.55266
1.61610E+01	1.55341
1.62000E+01	1.55917
1.62050E+01	1.56022
1.62120E+01	1.56148
1.63000E+01	1.58177
1.64000E+01	1.58821
1.64100E+01	1.58758
1.65000E+01	1.56892
1.65287E+01	1.55933
1.66000E+01	1.54426
1.66150E+01	1.54121
1.66516E+01	1.53821
1.67000E+01	1.54067
1.67148E+01	1.54196
1.68000E+01	1.55537
1.68200E+01	1.55869
1.69000E+01	1.57929
1.69500E+01	1.59264
1.70000E+01	1.60689
1.70250E+01	1.61454
1.71000E+01	1.63984
1.71845E+01	1.65636
1.72000E+01	1.65773
1.72251E+01	1.6605
1.72300E+01	1.66085
1.72502E+01	1.66232
1.73000E+01	1.66217
1.74000E+01	1.6587
1.74350E+01	1.65691
1.74880E+01	1.6528
1.75000E+01	1.65182
1.76000E+01	1.64369
1.76400E+01	1.6415
1.77000E+01	1.63809
1.78000E+01	1.63519
1.78450E+01	1.63384
1.78507E+01	1.63328
1.79000E+01	1.62841
1.80000E+01	1.61963
1.80044E+01	1.61976
1.80500E+01	1.6131
1.81000E+01	1.60568
1.81338E+01	1.60221
1.82000E+01	1.59552
1.82550E+01	1.59202
1.82890E+01	1.5897
1.83000E+01	1.58896
1.84000E+01	1.58813
1.84600E+01	1.59146
1.85000E+01	1.59519
1.85718E+01	1.60582
1.86000E+01	1.6099
1.86650E+01	1.62674
1.87000E+01	1.6356
1.88000E+01	1.65783
1.88700E+01	1.67341
1.89000E+01	1.67978
1.89540E+01	1.6857
1.90000E+01	1.69074
1.90750E+01	1.68587
1.90877E+01	1.68513
1.91000E+01	1.68443
1.92000E+01	1.67474
1.92800E+01	1.66614
1.93000E+01	1.66483
1.93005E+01	1.66485
1.93645E+01	1.65591
1.94000E+01	1.65098
1.94010E+01	1.651
1.94850E+01	1.63963
1.95000E+01	1.63746
1.95891E+01	1.63453
1.96000E+01	1.63403
1.96394E+01	1.63435
1.96900E+01	1.63474
1.97000E+01	1.63429
1.98000E+01	1.63652
1.98950E+01	1.63827
1.99000E+01	1.63826
2.00000E+01	1.63906
2.01000E+01	1.64901
2.01482E+01	1.65648
2.02562E+01	1.677
2.02597E+01	1.67767
2.03342E+01	1.69178
2.03500E+01	1.69407
2.04200E+01	1.6999
2.05000E+01	1.7027
2.06171E+01	1.70462
2.06500E+01	1.70563
2.08200E+01	1.69968
2.09030E+01	1.69669
2.09500E+01	1.69505
2.09763E+01	1.6944
2.09945E+01	1.69395
2.10000E+01	1.69377
2.10816E+01	1.69119
2.12325E+01	1.68657
2.12500E+01	1.68603
2.14424E+01	1.68054
2.15000E+01	1.67897
2.15011E+01	1.67894
2.15500E+01	1.6777
2.15942E+01	1.67771
2.16362E+01	1.67707
2.16528E+01	1.67682
2.17250E+01	1.67573
2.18044E+01	1.67442
2.18500E+01	1.67367
2.18950E+01	1.67201
2.19582E+01	1.66959
2.19695E+01	1.66916
2.19868E+01	1.66854
2.20000E+01	1.66806
2.20440E+01	1.6672
2.21500E+01	1.66648
2.22448E+01	1.66538
2.24500E+01	1.663
2.24750E+01	1.66197
2.25000E+01	1.6622
2.27500E+01	1.65801
2.28644E+01	1.65656
2.30000E+01	1.65481
2.30500E+01	1.65384
2.33500E+01	1.64912
2.35000E+01	1.64606
2.36500E+01	1.64468
2.37435E+01	1.64286
2.39500E+01	1.64123
2.39750E+01	1.64004
2.40000E+01	1.63962
2.42500E+01	1.63647
2.42886E+01	1.63538
2.44088E+01	1.63292
2.45000E+01	1.63127
2.45500E+01	1.63074
2.45771E+01	1.63047
2.47505E+01	1.6295
2.48500E+01	1.62821
2.50000E+01	1.62791
2.50750E+01	1.62884
2.51500E+01	1.6291
2.54500E+01	1.62996
2.55000E+01	1.63058
2.57500E+01	1.63083
2.60000E+01	1.63154
2.60500E+01	1.63075
2.63447E+01	1.6239
2.63500E+01	1.62377
2.65000E+01	1.62045
2.66500E+01	1.6181
2.69500E+01	1.61075
2.70000E+01	1.60953
2.72500E+01	1.60313
2.74755E+01	1.59878
2.75000E+01	1.5983
2.75500E+01	1.5975
2.76750E+01	1.59554
2.78500E+01	1.59191
2.80000E+01	1.58984
2.81500E+01	1.58616
2.82563E+01	1.58371
2.84500E+01	1.57925
2.85000E+01	1.57835
2.87500E+01	1.57326
2.90000E+01	1.5699
2.90500E+01	1.56952
2.93500E+01	1.56814
2.95000E+01	1.56695
2.95750E+01	1.56753
2.96500E+01	1.56727
2.96756E+01	1.56724
2.97567E+01	1.56716
2.98783E+01	1.56704
2.99189E+01	1.567
2.99392E+01	1.56698
2.99500E+01	1.56697
2.99594E+01	1.56692
2.99975E+01	1.56672
2.99991E+01	1.56671
2.99992E+01	1.56671
2.99993E+01	1.56671
2.99994E+01	1.56671
2.99995E+01	1.56671
2.99995E+01	1.56671
2.99996E+01	1.5667
2.99996E+01	1.5667
2.99997E+01	1.5667
2.99997E+01	1.56669
2.99997E+01	1.56669
2.99998E+01	1.56669
2.99998E+01	1.56668
2.99999E+01	1.56668
2.99999E+01	1.56667
3.00000E+01	1.56666
3.00000E+01	1.56666
3.00001E+01	1.56665
3.00001E+01	1.56664
3.00002E+01	1.56664
3.00002E+01	1.56664
3.00002E+01	1.56663
3.00002E+01	1.56663
3.00003E+01	1.56663
3.00003E+01	1.56663
3.00003E+01	1.56662
3.00003E+01	1.56662
3.00003E+01	1.56662
3.00004E+01	1.56662
3.00004E+01	1.56662
3.00004E+01	1.56662
3.00004E+01	1.56662
3.00004E+01	1.56661
3.00004E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00005E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00006E+01	1.56661
3.00007E+01	1.56661
3.00007E+01	1.56661
3.00007E+01	1.56661
3.00007E+01	1.5666
3.00007E+01	1.5666
3.00007E+01	1.5666
3.00007E+01	1.5666
3.00007E+01	1.5666
3.00007E+01	1.5666
3.00007E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00008E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00009E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00010E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00011E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00012E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00013E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00014E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00015E+01	1.5666
3.00016E+01	1.5666
3.00017E+01	1.5666
3.00033E+01	1.56658
3.07079E+01	1.56073
3.11412E+01	1.55223
3.22257E+01	1.53258
3.32630E+01	1.51003
3.41482E+01	1.49267
3.48739E+01	1.48098
3.50000E+01	1.47874
3.91296E+01	1.41404
4.02822E+01	1.39769
4.10000E+01	1.38516
4.15784E+01	1.37553
4.33033E+01	1.34354
4.40000E+01	1.32932
4.80000E+01	1.25029
5.03527E+01	1.2051
5.20000E+01	1.17631
5.37477E+01	1.14679
5.78042E+01	1.08312
6.00000E+01	1.05066
6.14303E+01	1.02854
6.40000E+01	0.991808
6.54585E+01	0.970907
6.80000E+01	0.937225
6.94867E+01	0.918566
7.10000E+01	0.900892
7.35150E+01	0.872571
7.75432E+01	0.830609
7.80000E+01	0.826243
8.05643E+01	0.802225
8.37435E+01	0.776118
8.60000E+01	0.758185
8.70000E+01	0.749272
8.80000E+01	0.740754
9.00000E+01	0.720587
9.19136E+01	0.702384
9.20000E+01	0.701559
9.46631E+01	0.677833
9.50000E+01	0.675026
9.60000E+01	0.666971
9.70000E+01	0.658972
9.80000E+01	0.651792
1.00705E+02	0.632048
1.04000E+02	0.610014
1.06748E+02	0.593442
1.08762E+02	0.582328
1.10776E+02	0.572142
1.12790E+02	0.562796
1.16000E+02	0.548712
1.18000E+02	0.540889
1.20846E+02	0.530047
1.24875E+02	0.516098
1.28903E+02	0.503385
1.38973E+02	0.473886
1.50000E+02	0.443001
