MeV	K-0
2.20000E-01	1.7209
2.21000E-01	1.71014
2.22000E-01	1.72027
2.23000E-01	1.77022
2.23189E-01	1.78343
2.24000E-01	1.84028
2.24256E-01	1.86584
2.25000E-01	1.94027
2.27000E-01	2.19748
2.28000E-01	1.95688
2.28234E-01	1.79947
2.28425E-01	1.67786
2.28630E-01	1.5567
2.28815E-01	1.45516
2.29000E-01	1.36116
2.29343E-01	1.24039
2.29578E-01	1.16477
2.29930E-01	1.06001
2.30000E-01	1.04098
2.30498E-01	0.967919
2.30873E-01	0.917109
2.31436E-01	0.84587
2.32000E-01	0.781074
2.33470E-01	0.815628
2.33967E-01	0.827309
2.34061E-01	0.832674
2.34998E-01	0.903206
2.36000E-01	0.985146
2.36998E-01	1.07821
2.38000E-01	1.18054
2.38498E-01	1.26542
2.38599E-01	1.284
2.39154E-01	1.38681
2.39859E-01	1.53
2.40000E-01	1.56078
2.40249E-01	1.63951
2.40686E-01	1.78824
2.41137E-01	1.95568
2.41445E-01	2.07876
2.41907E-01	2.27829
2.42000E-01	2.32131
2.42358E-01	2.54732
2.42658E-01	2.75425
2.42993E-01	3.0046
2.43339E-01	3.28652
2.43575E-01	3.49379
2.43982E-01	3.87929
2.44000E-01	3.88514
2.44026E-01	3.86988
2.44281E-01	3.59387
2.44563E-01	3.31012
2.44826E-01	3.06618
2.45119E-01	2.8157
2.45421E-01	2.57872
2.45628E-01	2.42869
2.45953E-01	2.21002
2.45984E-01	2.19164
2.46016E-01	2.18458
2.46998E-01	2.36715
2.47362E-01	2.44032
2.47984E-01	2.5653
2.48000E-01	2.56408
2.48041E-01	2.54404
2.48329E-01	2.36239
2.48658E-01	2.17062
2.48993E-01	1.99222
2.49339E-01	1.82354
2.49575E-01	1.71681
2.49929E-01	1.56841
2.50000E-01	1.54109
2.50499E-01	1.41271
2.51014E-01	1.29225
2.51365E-01	1.21607
2.51894E-01	1.11026
2.52000E-01	1.09058
2.52499E-01	1.0327
2.53248E-01	0.952255
2.54000E-01	0.878391
2.55749E-01	0.796233
2.56000E-01	0.785298
2.58000E-01	0.750361
2.59991E-01	0.790283
2.60030E-01	0.793868
2.60499E-01	0.852362
2.60873E-01	0.902248
2.60972E-01	0.916344
2.61436E-01	0.982622
2.62000E-01	1.06983
2.62499E-01	1.13202
2.62749E-01	1.16526
2.63248E-01	1.23169
2.64000E-01	1.33905
2.66000E-01	1.35939
2.67875E-01	1.21896
2.67984E-01	1.21194
2.68021E-01	1.21686
2.68329E-01	1.31178
2.68658E-01	1.42137
2.68993E-01	1.54227
2.69339E-01	1.67775
2.69716E-01	1.83912
2.70000E-01	1.96617
2.70200E-01	1.95661
2.72000E-01	1.87084
2.74000E-01	1.97127
2.74873E-01	2.15183
2.75812E-01	2.36536
2.76021E-01	2.41293
2.76998E-01	2.63474
2.78000E-01	2.88012
2.78998E-01	3.13402
2.80000E-01	3.40966
2.81749E-01	3.80977
2.82000E-01	3.86966
2.84000E-01	4.25919
2.86000E-01	4.44804
2.87991E-01	4.12966
2.88108E-01	4.06657
2.88499E-01	3.83821
2.88873E-01	3.63281
2.89436E-01	3.34517
2.90000E-01	3.07975
2.90499E-01	2.83182
2.90987E-01	2.60869
2.91014E-01	2.5965
2.91366E-01	2.44737
2.91894E-01	2.23979
2.92000E-01	2.20194
2.92998E-01	2.06604
2.94000E-01	1.94371
2.94507E-01	2.11426
2.95014E-01	2.30344
2.95366E-01	2.4444
2.95788E-01	2.62501
2.96249E-01	2.83449
2.96686E-01	3.04609
2.97155E-01	3.29032
2.97577E-01	3.52683
2.98000E-01	3.77892
2.98499E-01	4.00873
2.99089E-01	4.29922
2.99248E-01	4.37761
3.00000E-01	4.77234
3.00812E-01	4.42423
3.01624E-01	4.09405
3.02249E-01	3.85949
3.02873E-01	3.64168
3.03812E-01	3.33816
3.04000E-01	3.2806
3.04998E-01	3.04688
3.05149E-01	3.01455
3.06000E-01	2.83193
3.07006E-01	2.84479
3.08000E-01	2.85748
3.08499E-01	2.70565
3.09248E-01	2.48931
3.10000E-01	2.28889
3.10456E-01	2.10254
3.10874E-01	1.94377
3.11251E-01	1.81145
3.11597E-01	1.69801
3.12020E-01	1.56891
3.12391E-01	1.46403
3.12868E-01	1.33963
3.13133E-01	1.27501
3.13599E-01	1.16939
3.14080E-01	1.06958
3.14408E-01	1.00647
3.14901E-01	0.918797
3.15000E-01	0.90374
3.15779E-01	0.933475
3.18116E-01	1.03272
3.20000E-01	1.12023
3.21243E-01	1.2109
3.22178E-01	1.28384
3.23586E-01	1.4016
3.25000E-01	1.5298
3.27490E-01	1.66883
3.30000E-01	1.81974
3.33477E-01	1.89294
3.40000E-01	2.03023
3.41023E-01	2.07767
3.44339E-01	2.23148
3.49051E-01	2.47002
3.50000E-01	2.51956
3.55342E-01	2.47175
3.59876E-01	2.43117
3.61525E-01	2.38059
3.64966E-01	2.27511
3.67795E-01	2.19364
3.70000E-01	2.13012
3.80000E-01	1.97022
3.80985E-01	1.9713
3.90052E-01	1.98123
3.99761E-01	2.20454
4.00000E-01	2.21004
4.05643E-01	2.36235
4.10000E-01	2.47995
4.20000E-01	2.60995
4.23982E-01	2.61792
4.30000E-01	2.62996
4.39858E-01	2.58071
4.40616E-01	2.56017
4.44972E-01	2.4201
4.46377E-01	2.37815
4.50000E-01	2.26999
4.54348E-01	2.10009
4.59054E-01	1.93228
4.59447E-01	1.9191
4.60000E-01	1.90055
4.66941E-01	2.01817
4.69735E-01	2.06552
4.78740E-01	2.2875
4.80000E-01	2.32
4.90000E-01	2.46984
4.92874E-01	2.44116
4.94724E-01	2.42271
4.99938E-01	2.3707
5.04351E-01	2.18111
5.09055E-01	1.99559
5.09927E-01	1.96303
5.10000E-01	1.96029
5.20000E-01	1.8101
5.25497E-01	1.76074
5.30000E-01	1.72032
5.40048E-01	1.82172
5.44955E-01	1.98666
5.50000E-01	2.16985
5.52043E-01	2.19844
5.60000E-01	2.30981
5.66395E-01	2.24607
5.67901E-01	2.23105
5.72696E-01	2.17605
5.75801E-01	2.14043
5.80000E-01	2.09011
5.81974E-01	2.07827
5.90000E-01	2.03017
5.99364E-01	2.09566
6.01445E-01	2.10084
6.10298E-01	2.10526
6.40000E-01	2.12009
6.45530E-01	2.12285
6.64671E-01	2.13241
6.82046E-01	2.14109
7.10176E-01	2.15515
7.23051E-01	2.16158
7.61971E-01	2.18103
7.72511E-01	2.1863
7.80000E-01	2.19004
7.82472E-01	2.19129
7.84642E-01	2.19238
7.86546E-01	2.19334
7.88946E-01	2.19455
7.90961E-01	2.19557
7.93211E-01	2.1967
7.95629E-01	2.19792
7.97812E-01	2.19903
7.99522E-01	2.19989
8.00000E-01	2.20014
8.02473E-01	2.20321
8.06819E-01	2.20861
8.11326E-01	2.21421
8.14413E-01	2.21805
8.19067E-01	2.22384
8.20000E-01	2.225
8.21816E-01	2.22552
8.23486E-01	2.226
8.25532E-01	2.22659
8.27327E-01	2.22711
8.28900E-01	2.22757
8.30884E-01	2.22815
8.32548E-01	2.22864
8.34405E-01	2.22919
8.36399E-01	2.22978
8.38197E-01	2.23032
8.40000E-01	2.23086
8.46822E-01	2.23279
8.47965E-01	2.23311
8.54327E-01	2.23492
8.57831E-01	2.23591
8.60000E-01	2.23653
8.68693E-01	2.23899
8.78107E-01	2.24166
8.80000E-01	2.24219
8.89944E-01	2.24501
8.92754E-01	2.2464
9.00000E-01	2.25001
9.09945E-01	2.25495
9.20000E-01	2.25995
9.33881E-01	2.27389
9.37480E-01	2.27751
9.40000E-01	2.28004
9.60000E-01	2.31001
9.72427E-01	2.32244
9.89449E-01	2.33946
9.99933E-01	2.34994
1.00000E+00	2.35001
1.01000E+00	2.3648
1.01569E+00	2.37344
1.02000E+00	2.38
1.03137E+00	2.40274
1.04954E+00	2.43906
1.05099E+00	2.44196
1.06000E+00	2.45997
1.06708E+00	2.47058
1.08000E+00	2.48997
1.08415E+00	2.49828
1.10000E+00	2.52996
1.10061E+00	2.53145
1.10409E+00	2.54003
1.11238E+00	2.56047
1.11661E+00	2.57087
1.12000E+00	2.57923
1.13200E+00	2.59171
1.14000E+00	2.60003
1.14696E+00	2.6035
1.16000E+00	2.61001
1.16395E+00	2.60606
1.16636E+00	2.60366
1.18000E+00	2.59002
1.18484E+00	2.58275
1.20000E+00	2.56
1.20244E+00	2.55391
1.21917E+00	2.51203
1.22000E+00	2.50995
1.22060E+00	2.50846
1.23507E+00	2.47232
1.24000E+00	2.46
1.25753E+00	2.40747
1.26000E+00	2.40007
1.27805E+00	2.41808
1.28000E+00	2.42003
1.29717E+00	2.4716
1.30000E+00	2.4801
1.30900E+00	2.56555
1.32000E+00	2.66995
1.33148E+00	2.75597
1.34000E+00	2.81984
1.34871E+00	2.81024
1.35146E+00	2.80724
1.35811E+00	2.79998
1.36000E+00	2.79793
1.36030E+00	2.7976
1.36409E+00	2.76757
1.36919E+00	2.7272
1.36996E+00	2.7211
1.38000E+00	2.64173
1.38996E+00	2.56282
1.39183E+00	2.54808
1.39498E+00	2.52311
1.40000E+00	2.48518
1.41106E+00	2.54175
1.42000E+00	2.58751
1.43279E+00	2.653
1.44000E+00	2.68994
1.44610E+00	2.7159
1.44930E+00	2.72951
1.46000E+00	2.77502
1.46357E+00	2.78331
1.46657E+00	2.79037
1.46992E+00	2.79834
1.47351E+00	2.80703
1.47443E+00	2.80929
1.47675E+00	2.81498
1.48000E+00	2.82306
1.48424E+00	2.83698
1.48848E+00	2.85104
1.49259E+00	2.8648
1.49629E+00	2.87733
1.50000E+00	2.89001
1.50124E+00	2.89187
1.50241E+00	2.89362
1.50350E+00	2.89526
1.50453E+00	2.8968
1.50549E+00	2.89824
1.50682E+00	2.90023
1.50803E+00	2.90206
1.50913E+00	2.9037
1.51013E+00	2.90521
1.51136E+00	2.90705
1.51244E+00	2.90867
1.51380E+00	2.9107
1.51493E+00	2.9124
1.51620E+00	2.9143
1.51750E+00	2.91626
1.51839E+00	2.9176
1.52000E+00	2.92001
1.52249E+00	2.9159
1.52394E+00	2.9135
1.52466E+00	2.9123
1.52657E+00	2.90915
1.52898E+00	2.90518
1.53000E+00	2.90349
1.53099E+00	2.90185
1.53324E+00	2.89814
1.53565E+00	2.89416
1.53782E+00	2.89057
1.54000E+00	2.88697
1.54357E+00	2.87499
1.54657E+00	2.86494
1.54992E+00	2.85372
1.55000E+00	2.85345
1.55338E+00	2.84217
1.55574E+00	2.83427
1.55929E+00	2.82241
1.56000E+00	2.82004
1.56249E+00	2.80941
1.56498E+00	2.79877
1.56685E+00	2.79082
1.57136E+00	2.77164
1.57247E+00	2.7669
1.57444E+00	2.75859
1.57814E+00	2.74292
1.58000E+00	2.73508
1.58124E+00	2.73413
1.58466E+00	2.73151
1.58848E+00	2.72859
1.58872E+00	2.72841
1.59259E+00	2.72555
1.59629E+00	2.72281
1.59904E+00	2.72078
1.60000E+00	2.72008
1.60498E+00	2.73355
1.60577E+00	2.73569
1.60872E+00	2.74377
1.61153E+00	2.75147
1.61435E+00	2.75928
1.61859E+00	2.77104
1.62000E+00	2.77501
1.62175E+00	2.78013
1.62350E+00	2.78543
1.62498E+00	2.79003
1.62556E+00	2.79184
1.62735E+00	2.79766
1.62893E+00	2.80291
1.63091E+00	2.80976
1.63247E+00	2.81534
1.63258E+00	2.81572
1.63443E+00	2.8226
1.63642E+00	2.8303
1.63821E+00	2.83753
1.64000E+00	2.84499
1.64233E+00	2.8534
1.64467E+00	2.86201
1.64741E+00	2.87252
1.64971E+00	2.88161
1.64997E+00	2.88266
1.65228E+00	2.89203
1.65493E+00	2.90307
1.65782E+00	2.91544
1.66000E+00	2.92494
1.66997E+00	2.93732
1.67000E+00	2.93736
1.68000E+00	2.95003
1.68997E+00	2.92604
1.69593E+00	2.91171
1.70000E+00	2.90191
1.70577E+00	2.86366
1.71153E+00	2.82557
1.71749E+00	2.78649
1.71859E+00	2.77928
1.72000E+00	2.77004
1.73500E+00	2.71005
1.74000E+00	2.69007
1.74329E+00	2.69113
1.74658E+00	2.6924
1.74992E+00	2.69393
1.75244E+00	2.69523
1.75621E+00	2.69747
1.76000E+00	2.70005
1.76624E+00	2.72477
1.77247E+00	2.74966
1.78000E+00	2.78001
1.78551E+00	2.81015
1.78872E+00	2.82774
1.79812E+00	2.87949
1.80000E+00	2.88989
1.82000E+00	2.91497
1.82233E+00	2.91737
1.82467E+00	2.91994
1.82741E+00	2.9232
1.82971E+00	2.92615
1.83228E+00	2.92967
1.83503E+00	2.93375
1.83752E+00	2.93772
1.84000E+00	2.94196
1.86000E+00	2.96498
1.86776E+00	2.9774
1.88000E+00	2.99699
1.90000E+00	3.05215
1.91749E+00	3.10532
1.92000E+00	3.11297
1.92507E+00	3.13183
1.93013E+00	3.15111
1.93365E+00	3.16476
1.93894E+00	3.18564
1.94000E+00	3.18992
1.94233E+00	3.19432
1.94467E+00	3.19907
1.94741E+00	3.20509
1.94972E+00	3.21053
1.95228E+00	3.21704
1.95493E+00	3.22432
1.95674E+00	3.22962
1.96000E+00	3.23987
1.96865E+00	3.22833
1.97154E+00	3.22464
1.97859E+00	3.21611
1.97890E+00	3.21575
1.98000E+00	3.21446
1.98250E+00	3.21206
1.98873E+00	3.19179
1.99812E+00	3.16181
2.00000E+00	3.15584
2.00250E+00	3.14615
2.00624E+00	3.1319
2.01000E+00	3.11803
2.01750E+00	3.08046
2.02000E+00	3.06802
2.02437E+00	3.04023
2.02906E+00	3.01091
2.03000E+00	3.00508
2.04000E+00	2.95808
2.04328E+00	2.94902
2.04437E+00	2.94609
2.04718E+00	2.93891
2.05000E+00	2.93214
2.05499E+00	2.92708
2.06000E+00	2.925
2.06984E+00	2.92604
2.07000E+00	2.92611
2.07875E+00	2.93874
2.08000E+00	2.94059
2.08499E+00	2.94867
2.09000E+00	2.957
2.09063E+00	2.95772
2.10000E+00	2.99795
2.10199E+00	2.99859
2.10984E+00	3.00109
2.11000E+00	3.00112
2.11875E+00	3.00274
2.12000E+00	3.00304
2.12750E+00	3.00644
2.13000E+00	3.00767
2.14000E+00	3.00904
2.15000E+00	3.01103
2.15499E+00	3.01077
2.16000E+00	3.01095
2.16437E+00	3.01322
2.17000E+00	3.01702
2.17500E+00	3.0187
2.18000E+00	3.02083
2.19000E+00	3.02652
2.20000E+00	3.02802
2.20437E+00	3.02748
2.20817E+00	3.0275
2.20906E+00	3.0275
2.21000E+00	3.02758
2.22000E+00	3.03602
2.22289E+00	3.03605
2.22578E+00	3.03639
2.22930E+00	3.03731
2.23000E+00	3.03756
2.23250E+00	3.03986
2.23437E+00	3.04191
2.23500E+00	3.04273
2.23718E+00	3.04404
2.24000E+00	3.04643
2.24437E+00	3.0462
2.25000E+00	3.04703
2.25984E+00	3.05
2.26000E+00	3.05
2.26875E+00	3.05018
2.27000E+00	3.05029
2.27250E+00	3.05101
2.27875E+00	3.04846
2.28000E+00	3.04802
2.29000E+00	3.04334
2.29500E+00	3.04046
2.30000E+00	3.0356
2.30499E+00	3.0262
2.31000E+00	3.01714
2.31499E+00	3.0087
2.32000E+00	3.00057
2.32790E+00	2.99685
2.32990E+00	2.99591
2.32998E+00	2.99593
2.33000E+00	2.996
2.33016E+00	2.99537
2.33121E+00	2.99217
2.33231E+00	2.98933
2.33327E+00	2.98726
2.33450E+00	2.98524
2.33519E+00	2.98444
2.33639E+00	2.98366
2.33763E+00	2.98372
2.33848E+00	2.98432
2.34000E+00	2.98654
2.34179E+00	2.98359
2.34330E+00	2.98179
2.34497E+00	2.98065
2.34677E+00	2.98051
2.34838E+00	2.98142
2.35000E+00	2.98295
2.35247E+00	2.97949
2.35330E+00	2.97864
2.35497E+00	2.97795
2.35677E+00	2.97837
2.35838E+00	2.97971
2.36000E+00	2.98199
2.36875E+00	2.9854
2.37000E+00	2.98602
2.38000E+00	2.99611
2.38499E+00	3.02266
2.39000E+00	3.05015
2.39499E+00	3.10841
2.40000E+00	3.1674
2.40875E+00	3.27445
2.41000E+00	3.28985
2.42000E+00	3.3418
2.43000E+00	3.29999
2.44000E+00	3.24991
2.44119E+00	3.24452
2.44499E+00	3.22732
2.44500E+00	3.2273
2.45000E+00	3.20201
2.46000E+00	3.156
2.46007E+00	3.15592
2.46499E+00	3.14539
2.47000E+00	3.13518
2.48000E+00	3.19199
2.48254E+00	3.2056
2.48507E+00	3.21997
2.48683E+00	3.23038
2.49000E+00	3.25
2.50000E+00	3.31499
2.51000E+00	3.37489
2.52000E+00	3.38578
2.53000E+00	3.30003
2.53875E+00	3.23879
2.54000E+00	3.23009
2.54875E+00	3.20637
2.55000E+00	3.20304
2.55984E+00	3.19711
2.56000E+00	3.19713
2.56094E+00	3.19794
2.57000E+00	3.20702
2.58000E+00	3.22931
2.59000E+00	3.24918
2.59120E+00	3.25143
2.60000E+00	3.27009
2.61000E+00	3.27872
2.62000E+00	3.27802
2.62007E+00	3.27801
2.62250E+00	3.28041
2.62500E+00	3.27836
2.63000E+00	3.27469
2.63500E+00	3.27152
2.64000E+00	3.26476
2.65000E+00	3.246
2.66000E+00	3.22027
2.67000E+00	3.20334
2.68000E+00	3.18838
2.69000E+00	3.18137
2.70000E+00	3.177
2.71000E+00	3.17917
2.72000E+00	3.1803
2.72818E+00	3.18286
2.73000E+00	3.18343
2.73500E+00	3.18544
2.74000E+00	3.18862
2.75000E+00	3.19708
2.76000E+00	3.20864
2.77000E+00	3.22509
2.78000E+00	3.24454
2.79000E+00	3.26195
2.79750E+00	3.28136
2.80000E+00	3.28804
2.81000E+00	3.34008
2.82000E+00	3.37121
2.83000E+00	3.38376
2.84000E+00	3.32945
2.85000E+00	3.30397
2.86000E+00	3.29491
2.86500E+00	3.29766
2.87000E+00	3.30059
2.87875E+00	3.33006
2.88000E+00	3.33439
2.88967E+00	3.37374
2.89000E+00	3.37522
2.89220E+00	3.38525
2.90000E+00	3.42073
2.91000E+00	3.36521
2.91984E+00	3.28688
2.92000E+00	3.28576
2.92203E+00	3.27657
2.92750E+00	3.25217
2.93000E+00	3.24122
2.93750E+00	3.25953
2.94000E+00	3.26574
2.94250E+00	3.27039
2.95000E+00	3.29761
2.95500E+00	3.31121
2.96000E+00	3.32873
2.97000E+00	3.36479
2.97406E+00	3.37173
2.97906E+00	3.38131
2.98000E+00	3.38319
2.99000E+00	3.39059
2.99433E+00	3.38916
2.99578E+00	3.38898
2.99930E+00	3.38952
3.00000E+00	3.38982
3.00000E+00	3.39012
3.04788E+00	3.40305
3.05000E+00	3.40362
3.06558E+00	3.42015
3.08115E+00	3.43724
3.09893E+00	3.45772
3.10000E+00	3.45912
3.15000E+00	3.49991
3.17490E+00	3.51576
3.19809E+00	3.53074
3.20000E+00	3.53197
3.23743E+00	3.59201
3.25000E+00	3.61224
3.28745E+00	3.6793
3.30000E+00	3.70177
3.35000E+00	3.51739
3.39186E+00	3.43334
3.40000E+00	3.417
3.45000E+00	3.41087
3.50000E+00	3.45205
3.55000E+00	3.5011
3.57102E+00	3.49225
3.60000E+00	3.48004
3.65000E+00	3.467
3.69600E+00	3.48082
3.70000E+00	3.48329
3.73552E+00	3.49197
3.75000E+00	3.4955
3.80000E+00	3.49203
3.85000E+00	3.47973
3.90000E+00	3.46803
3.95000E+00	3.46372
3.95780E+00	3.46041
3.97906E+00	3.45138
4.00000E+00	3.4501
4.03651E+00	3.43662
4.04969E+00	3.43457
4.10000E+00	3.42703
4.20000E+00	3.40337
4.20398E+00	3.40212
4.22833E+00	3.39447
4.30000E+00	3.37805
4.40000E+00	3.35523
4.41634E+00	3.35078
4.50000E+00	3.32801
4.60000E+00	3.30471
4.65580E+00	3.2902
4.70000E+00	3.2787
4.80000E+00	3.25093
4.82000E+00	3.24307
4.88238E+00	3.22578
4.90000E+00	3.2209
4.95000E+00	3.20489
5.00000E+00	3.18681
5.10000E+00	3.16574
5.12000E+00	3.16158
5.17096E+00	3.15097
5.20000E+00	3.14475
5.30000E+00	3.11739
5.40000E+00	3.08768
5.41620E+00	3.08158
5.45637E+00	3.06874
5.50000E+00	3.05481
5.50900E+00	3.05162
5.60000E+00	3.02873
5.70000E+00	3.01597
5.76497E+00	3.00541
5.78441E+00	3.00348
5.80000E+00	3.00192
5.88183E+00	2.98679
5.88807E+00	2.98565
5.90000E+00	2.98434
6.00000E+00	2.97185
6.09577E+00	2.95726
6.10000E+00	2.95661
6.12000E+00	2.95313
6.20000E+00	2.94132
6.27787E+00	2.92686
6.30000E+00	2.92313
6.37020E+00	2.91011
6.39618E+00	2.90756
6.40000E+00	2.90718
6.49029E+00	2.89236
6.50000E+00	2.8906
6.51380E+00	2.88775
6.60000E+00	2.87298
6.66767E+00	2.86122
6.70000E+00	2.85581
6.78372E+00	2.8411
6.80000E+00	2.83824
6.80000E+00	2.83824
6.99187E+00	2.80608
7.14203E+00	2.781
7.20000E+00	2.77131
7.30158E+00	2.75324
7.47105E+00	2.72514
7.60000E+00	2.70376
7.60514E+00	2.70299
7.80000E+00	2.67323
7.91559E+00	2.65622
8.00000E+00	2.64379
8.20000E+00	2.61214
8.40000E+00	2.57948
8.40795E+00	2.57827
8.49941E+00	2.56434
8.60000E+00	2.54796
8.80000E+00	2.52005
8.83269E+00	2.5151
9.00000E+00	2.48972
9.20000E+00	2.46096
9.29946E+00	2.44953
9.31159E+00	2.44804
9.40000E+00	2.43715
9.60000E+00	2.41356
9.73544E+00	2.39745
9.76477E+00	2.39429
9.80000E+00	2.39049
9.89950E+00	2.38116
1.00000E+01	2.37157
1.02400E+01	2.34785
1.05000E+01	2.32215
1.05361E+01	2.31859
1.06481E+01	2.30788
1.08890E+01	2.28472
1.10000E+01	2.27405
1.15000E+01	2.23116
1.15206E+01	2.22942
1.16622E+01	2.21747
1.20000E+01	2.18745
1.21190E+01	2.178
1.24202E+01	2.15408
1.25000E+01	2.14757
1.26764E+01	2.13547
1.26953E+01	2.13415
1.30000E+01	2.11292
1.31834E+01	2.10011
1.34082E+01	2.08421
1.34374E+01	2.08217
1.35000E+01	2.07781
1.40000E+01	2.04725
1.41223E+01	2.04021
1.41975E+01	2.03588
1.45000E+01	2.01803
1.50000E+01	1.99567
1.50526E+01	1.9933
1.50832E+01	1.99192
1.52116E+01	1.98616
1.53735E+01	1.97869
1.55000E+01	1.97297
1.57187E+01	1.9637
1.58170E+01	1.95993
1.58735E+01	1.95777
1.60000E+01	1.953
1.65000E+01	1.94103
1.65973E+01	1.93983
1.69368E+01	1.93566
1.70000E+01	1.93493
1.75000E+01	1.93303
1.76961E+01	1.9326
1.78737E+01	1.93221
1.80000E+01	1.93208
1.82483E+01	1.93354
1.84369E+01	1.93481
1.84868E+01	1.93515
1.85000E+01	1.93524
1.87483E+01	1.93782
1.89369E+01	1.93988
1.90000E+01	1.94069
1.92484E+01	1.94289
1.93738E+01	1.94436
1.95000E+01	1.94593
1.96242E+01	1.94778
1.97412E+01	1.94941
1.97484E+01	1.94951
2.00000E+01	1.95403
