MeV	Eu-nat	
7.11087E-05	88.6731	
7.11173E-05	91.252	
7.11230E-05	93.2075	
7.11303E-05	95.749	
7.11376E-05	98.6645	
7.11433E-05	100.965	
7.11525E-05	105.116	
7.11569E-05	107.159	
7.11698E-05	113.677	
7.11718E-05	114.691	
7.11847E-05	121.84	
7.11866E-05	122.95	
7.11995E-05	130.689	
7.12064E-05	134.89	
7.12144E-05	139.987	
7.12292E-05	149.612	
7.12411E-05	157.37	
7.12490E-05	162.537	
7.12688E-05	175.549	
7.12708E-05	176.859	
7.12906E-05	189.199	
7.13005E-05	194.815	
7.13104E-05	200.444	
7.13272E-05	208.839	
7.13421E-05	215.157	
7.13540E-05	219.216	
7.13589E-05	220.881	
7.13752E-05	224.793	
7.13812E-05	225.709	
7.13873E-05	226.608	
7.13975E-05	227.38	
7.14020E-05	227.345	
7.14134E-05	227.171	
7.14238E-05	225.977	
7.14287E-05	225.376	
7.14421E-05	222.556	
7.14555E-05	218.586	
7.14600E-05	216.939	
7.14689E-05	213.575	
7.14778E-05	209.534	
7.14867E-05	205.431	
7.14912E-05	203.05	
7.15046E-05	195.808	
7.15135E-05	190.459	
7.15224E-05	185.041	
7.15313E-05	179.186	
7.15492E-05	167.367	
7.15759E-05	148.824	
7.15973E-05	133.873	
7.15982E-05	133.275	
7.16196E-05	118.826	
7.16369E-05	107.773	
7.16446E-05	103.135	
7.16525E-05	98.3576	
7.16642E-05	91.6908	
7.16760E-05	85.3862	
7.16877E-05	79.4556	
7.16955E-05	75.7124	
7.16999E-05	73.6905	
7.17066E-05	70.6794	
7.17178E-05	66.0022	
7.17289E-05	61.6596	
7.17334E-05	60.0525	
7.17401E-05	57.6671	
7.17484E-05	54.8912	
7.17568E-05	52.2852	
7.17652E-05	49.8426	
7.17668E-05	49.3854	
7.17735E-05	47.5827	
7.17819E-05	45.4789	
7.17919E-05	43.1499	
7.17981E-05	41.8341	
7.18027E-05	40.8615	
7.18135E-05	38.8022	
7.18243E-05	36.934	
7.18293E-05	36.1583	
7.18351E-05	35.2606	
7.18460E-05	33.7646	
7.18568E-05	32.4163	
7.18605E-05	31.9967	
7.18676E-05	31.2223	
7.18784E-05	30.1617	
7.18892E-05	29.2136	
7.18917E-05	29.0163	
7.19000E-05	28.389	
7.19095E-05	27.7517	
7.19189E-05	27.181	
7.19283E-05	26.6726	
7.19316E-05	26.5189	
7.19378E-05	26.2361	
7.19472E-05	25.8614	
7.19567E-05	25.539	
7.19661E-05	25.2664	
7.19714E-05	25.1403	
7.19756E-05	25.0499	
7.19850E-05	24.8904	
7.19945E-05	24.7763	
7.20039E-05	24.707	
7.20134E-05	24.682	
7.20228E-05	24.7011	
7.20312E-05	24.7575	
7.20322E-05	24.7661	
7.20464E-05	24.968	
7.20576E-05	25.1998	
7.20706E-05	25.5486	
7.20771E-05	25.7668	
7.20836E-05	25.994	
7.20966E-05	26.5371	
7.21096E-05	27.1693	
7.21226E-05	27.8901	
7.21290E-05	28.2942	
7.21355E-05	28.7084	
7.21485E-05	29.6218	
7.21612E-05	30.5879	
7.21796E-05	32.1227	
7.21980E-05	33.8184	
7.22240E-05	36.3725	
7.22306E-05	37.044	
7.22683E-05	40.9424	
7.22778E-05	41.8754	
7.22872E-05	42.8222	
7.23061E-05	44.5822	
7.23250E-05	46.1505	
7.23439E-05	47.4722	
7.23581E-05	48.2788	
7.23722E-05	48.9022	
7.23873E-05	49.3502	
7.24042E-05	49.5722	
7.24076E-05	49.5809	
7.24223E-05	49.4772	
7.24374E-05	49.1344	
7.24454E-05	48.8358	
7.24508E-05	48.6283	
7.24648E-05	47.9121	
7.24723E-05	47.4288	
7.24789E-05	46.998	
7.24931E-05	45.913	
7.25120E-05	44.2504	
7.25290E-05	42.5768	
7.25309E-05	42.3877	
7.25592E-05	39.3068	
7.25857E-05	36.3291	
7.26060E-05	34.0154	
7.26284E-05	31.5644	
7.26447E-05	29.8792	
7.26461E-05	29.7415	
7.26614E-05	28.2386	
7.26732E-05	27.154	
7.26851E-05	26.1328	
7.26969E-05	25.1772	
7.27087E-05	24.2888	
7.27205E-05	23.468	
7.27323E-05	22.7146	
7.27441E-05	22.0277	
7.27540E-05	21.501	
7.27660E-05	20.9219	
7.27781E-05	20.407	
7.27901E-05	19.9543	
7.28022E-05	19.5615	
7.28142E-05	19.2266	
7.28259E-05	18.9561	
7.28263E-05	18.9479	
7.28383E-05	18.729	
7.28504E-05	18.5632	
7.28624E-05	18.4497	
7.28704E-05	18.4027	
7.28832E-05	18.3752	
7.28926E-05	18.3925	
7.29021E-05	18.442	
7.29115E-05	18.5243	
7.29210E-05	18.6402	
7.29304E-05	18.7902	
7.29399E-05	18.9754	
7.29454E-05	19.1052	
7.29493E-05	19.1991	
7.29588E-05	19.4635	
7.29682E-05	19.7661	
7.29776E-05	20.108	
7.29871E-05	20.4904	
7.29965E-05	20.9141	
7.30060E-05	21.3801	
7.30137E-05	21.7943	
7.30154E-05	21.8906	
7.30296E-05	22.7476	
7.30398E-05	23.4284	
7.30552E-05	24.5456	
7.30660E-05	25.4109	
7.30706E-05	25.7808	
7.30859E-05	27.1361	
7.31013E-05	28.5894	
7.31202E-05	30.4922	
7.31206E-05	30.5408	
7.31461E-05	33.2915	
7.31498E-05	33.6948	
7.31916E-05	38.3832	
7.31953E-05	38.769	
7.32189E-05	41.3108	
7.32372E-05	43.0967	
7.32499E-05	44.2137	
7.32554E-05	44.6971	
7.32727E-05	46.0135	
7.32899E-05	47.0908	
7.33072E-05	47.9063	
7.33209E-05	48.3556	
7.33350E-05	48.6356	
7.33459E-05	48.7257	
7.33609E-05	48.6711	
7.33691E-05	48.5235	
7.33792E-05	48.33	
7.33974E-05	47.7173	
7.34156E-05	46.8789	
7.34210E-05	46.5721	
7.34338E-05	45.8391	
7.34574E-05	44.2632	
7.34611E-05	44.0159	
7.35109E-05	40.3313	
7.35321E-05	38.7413	
7.35581E-05	36.9237	
7.35778E-05	35.664	
7.35856E-05	35.2036	
7.35974E-05	34.5068	
7.36171E-05	33.4572	
7.36368E-05	32.5178	
7.36603E-05	31.5299	
7.36832E-05	30.7122	
7.37056E-05	30.0431	
7.37252E-05	29.5664	
7.37449E-05	29.204	
7.37645E-05	28.9708	
7.37793E-05	28.8922	
7.37940E-05	28.9067	
7.38019E-05	28.9695	
7.38088E-05	29.0297	
7.38235E-05	29.2721	
7.38383E-05	29.6373	
7.38530E-05	30.1337	
7.38663E-05	30.6981	
7.38781E-05	31.296	
7.38820E-05	31.5277	
7.38913E-05	32.0888	
7.39061E-05	33.1093	
7.39208E-05	34.2666	
7.39305E-05	35.1077	
7.39343E-05	35.4392	
7.39513E-05	37.0806	
7.39727E-05	39.3125	
7.39782E-05	39.9242	
7.40260E-05	45.2917	
7.40315E-05	45.9183	
7.40498E-05	47.8977	
7.40682E-05	49.7106	
7.40866E-05	51.2923	
7.41049E-05	52.584	
7.41086E-05	52.7834	
7.41187E-05	53.3306	
7.41325E-05	53.8683	
7.41481E-05	54.2096	
7.41560E-05	54.2702	
7.41719E-05	54.1582	
7.41747E-05	54.0887	
7.41857E-05	53.7955	
7.41995E-05	53.2025	
7.42132E-05	52.3931	
7.42187E-05	52.0014	
7.42224E-05	51.7357	
7.42408E-05	50.159	
7.42417E-05	50.0657	
7.42592E-05	48.2704	
7.42775E-05	46.1477	
7.42830E-05	45.4502	
7.43050E-05	42.6241	
7.43289E-05	39.415	
7.43617E-05	34.9555	
7.43828E-05	32.2128	
7.43849E-05	31.9584	
7.43987E-05	30.2507	
7.44159E-05	28.2425	
7.44274E-05	26.9849	
7.44388E-05	25.7962	
7.44503E-05	24.6785	
7.44618E-05	23.6327	
7.44733E-05	22.6587	
7.44847E-05	21.7556	
7.44956E-05	20.9619	
7.45060E-05	20.2659	
7.45163E-05	19.6222	
7.45266E-05	19.0285	
7.45370E-05	18.4824	
7.45456E-05	18.0647	
7.45473E-05	17.9822	
7.45576E-05	17.5299	
7.45679E-05	17.1169	
7.45783E-05	16.7407	
7.45886E-05	16.3984	
7.45989E-05	16.0875	
7.46092E-05	15.8053	
7.46190E-05	15.5636	
7.46196E-05	15.5498	
7.46351E-05	15.2199	
7.46506E-05	14.937	
7.46678E-05	14.67	
7.46858E-05	14.4351	
7.47039E-05	14.2395	
7.47220E-05	14.0768	
7.47401E-05	13.942	
7.47429E-05	13.9246	
7.47606E-05	13.8213	
7.47861E-05	13.7082	
7.47989E-05	13.6648	
7.48201E-05	13.6102	
7.48456E-05	13.5721	
7.48711E-05	13.5636	
7.48881E-05	13.575	
7.49116E-05	13.6146	
7.49350E-05	13.6856	
7.49584E-05	13.7928	
7.49760E-05	13.9012	
7.49868E-05	13.9848	
7.49935E-05	14.0343	
7.50111E-05	14.1944	
7.50287E-05	14.3916	
7.50462E-05	14.6312	
7.50638E-05	14.9195	
7.50755E-05	15.1421	
7.50915E-05	15.4908	
7.51076E-05	15.8956	
7.51196E-05	16.2399	
7.51316E-05	16.622	
7.51347E-05	16.7304	
7.51436E-05	17.0444	
7.51557E-05	17.5101	
7.51677E-05	18.0221	
7.51797E-05	18.5833	
7.51917E-05	19.1966	
7.52037E-05	19.8648	
7.52165E-05	20.6414	
7.52294E-05	21.4873	
7.52422E-05	22.4063	
7.52476E-05	22.8274	
7.52550E-05	23.4075	
7.52688E-05	24.5803	
7.52826E-05	25.8513	
7.52974E-05	27.3279	
7.52984E-05	27.4347	
7.53122E-05	28.9442	
7.53270E-05	30.6945	
7.53379E-05	32.0817	
7.53418E-05	32.5907	
7.53566E-05	34.6496	
7.53674E-05	36.2763	
7.53714E-05	36.8731	
7.53862E-05	39.2803	
7.53970E-05	41.1768	
7.54010E-05	41.873	
7.54158E-05	44.6724	
7.54266E-05	46.8697	
7.54306E-05	47.6766	
7.54463E-05	51.129	
7.54552E-05	53.2194	
7.54657E-05	55.7156	
7.54799E-05	59.3309	
7.54838E-05	60.3466	
7.55006E-05	64.9312	
7.55193E-05	70.3775	
7.55272E-05	72.8014	
7.55469E-05	78.9056	
7.55489E-05	79.5197	
7.55666E-05	85.235	
7.55962E-05	94.8235	
7.56095E-05	99.1495	
7.56327E-05	106.27	
7.56365E-05	107.421	
7.56533E-05	112.156	
7.56720E-05	116.858	
7.56907E-05	120.836	
7.56964E-05	121.808	
7.57048E-05	123.252	
7.57188E-05	125.133	
7.57244E-05	125.644	
7.57347E-05	126.554	
7.57506E-05	127.2	
7.57535E-05	127.176	
7.57665E-05	127.019	
7.57778E-05	126.358	
7.57811E-05	126.153	
7.57956E-05	124.611	
7.58012E-05	123.782	
7.58096E-05	122.511	
7.58199E-05	120.566	
7.58236E-05	119.845	
7.58424E-05	115.496	
7.58433E-05	115.242	
7.58611E-05	110.346	
7.58667E-05	108.626	
7.58798E-05	104.569	
7.58854E-05	102.684	
7.59079E-05	95.0712	
7.59135E-05	93.0994	
7.59425E-05	82.8168	
7.59603E-05	76.4721	
7.59710E-05	72.8043	
7.59818E-05	69.1177	
7.59979E-05	63.8763	
7.60150E-05	58.6632	
7.60267E-05	55.3122	
7.60384E-05	52.1517	
7.60501E-05	49.188	
7.60618E-05	46.4247	
7.60735E-05	43.8626	
7.60782E-05	42.9177	
7.60852E-05	41.5092	
7.60969E-05	39.3578	
7.61086E-05	37.3971	
7.61156E-05	36.3311	
7.61203E-05	35.6275	
7.61320E-05	34.0446	
7.61437E-05	32.6295	
7.61530E-05	31.6245	
7.61554E-05	31.377	
7.61671E-05	30.2889	
7.61788E-05	29.3415	
7.61905E-05	28.5261	
7.62019E-05	27.8641	
7.62134E-05	27.3135	
7.62249E-05	26.8677	
7.62279E-05	26.7755	
7.62363E-05	26.5332	
7.62478E-05	26.297	
7.62592E-05	26.1507	
7.62703E-05	26.0933	
7.62707E-05	26.0917	
7.62822E-05	26.1322	
7.62936E-05	26.2565	
7.63021E-05	26.4108	
7.63051E-05	26.4686	
7.63165E-05	26.7766	
7.63280E-05	27.1726	
7.63339E-05	27.4241	
7.63395E-05	27.6691	
7.63509E-05	28.2719	
7.63624E-05	28.9786	
7.63657E-05	29.2161	
7.63738E-05	29.8108	
7.63849E-05	30.7375	
7.63869E-05	30.9243	
7.63960E-05	31.8027	
7.64049E-05	32.7661	
7.64071E-05	33.0096	
7.64123E-05	33.6474	
7.64182E-05	34.3862	
7.64293E-05	35.9353	
7.64345E-05	36.7422	
7.64404E-05	37.679	
7.64493E-05	39.2423	
7.64515E-05	39.6384	
7.64626E-05	41.8359	
7.64641E-05	42.1606	
7.64737E-05	44.2977	
7.64789E-05	45.5694	
7.64848E-05	47.0422	
7.64937E-05	49.473	
7.64955E-05	49.9864	
7.65055E-05	53.0147	
7.65084E-05	53.9905	
7.65155E-05	56.3371	
7.65220E-05	58.682	
7.65255E-05	59.9697	
7.65341E-05	63.4177	
7.65354E-05	63.937	
7.65454E-05	68.2622	
7.65463E-05	68.694	
7.65554E-05	72.9688	
7.65586E-05	74.5634	
7.65654E-05	78.0701	
7.65708E-05	81.0172	
7.65754E-05	83.5841	
7.65830E-05	88.0856	
7.65854E-05	89.5275	
7.65952E-05	95.7957	
7.65953E-05	95.9151	
7.66070E-05	103.929	
7.66074E-05	104.231	
7.66194E-05	113.212	
7.66202E-05	113.862	
7.66303E-05	122.001	
7.66318E-05	123.232	
7.66404E-05	130.647	
7.66442E-05	133.999	
7.66538E-05	142.868	
7.66567E-05	145.484	
7.66673E-05	155.926	
7.66694E-05	157.974	
7.66806E-05	169.718	
7.66871E-05	176.569	
7.66939E-05	184.135	
7.67064E-05	198.052	
7.67087E-05	200.827	
7.67265E-05	221.787	
7.67300E-05	226.008	
7.67442E-05	243.288	
7.67679E-05	272.256	
7.67833E-05	291.15	
7.68069E-05	318.865	
7.68211E-05	334.38	
7.68247E-05	338.232	
7.68424E-05	355.847	
7.68448E-05	357.926	
7.68602E-05	371.262	
7.68661E-05	375.605	
7.68779E-05	384.139	
7.68821E-05	386.62	
7.68898E-05	391.13	
7.68963E-05	394.131	
7.69063E-05	398.632	
7.69111E-05	400.017	
7.69236E-05	403.453	
7.69300E-05	404.269	
7.69383E-05	405.156	
7.69466E-05	404.854	
7.69548E-05	404.394	
7.69637E-05	402.564	
7.69726E-05	400.554	
7.69827E-05	396.832	
7.69903E-05	393.847	
7.69975E-05	390.194	
7.70081E-05	384.541	
7.70152E-05	380.027	
7.70258E-05	373.085	
7.70329E-05	367.886	
7.70436E-05	359.942	
7.70507E-05	354.164	
7.70744E-05	334.612	
7.71146E-05	300.939	
7.71217E-05	295.504	
7.71383E-05	282.846	
7.71572E-05	270.02	
7.71714E-05	261.693	
7.71785E-05	258.122	
7.71872E-05	253.802	
7.71974E-05	249.611	
7.72003E-05	248.451	
7.72161E-05	243.454	
7.72199E-05	242.566	
7.72291E-05	240.503	
7.72329E-05	239.953	
7.72448E-05	238.345	
7.72546E-05	237.82	
7.72611E-05	237.546	
7.72763E-05	238.004	
7.72774E-05	238.047	
7.72937E-05	239.662	
7.72958E-05	239.987	
7.73154E-05	243.085	
7.73284E-05	245.534	
7.73697E-05	253.501	
7.73914E-05	256.712	
7.73935E-05	256.896	
7.74131E-05	258.422	
7.74153E-05	258.476	
7.74207E-05	258.567	
7.74391E-05	257.88	
7.74402E-05	257.756	
7.74554E-05	255.857	
7.74630E-05	254.329	
7.74717E-05	252.494	
7.74826E-05	249.383	
7.74874E-05	247.936	
7.75021E-05	242.538	
7.75032E-05	242.128	
7.75195E-05	234.846	
7.75238E-05	232.629	
7.75358E-05	226.417	
7.75455E-05	220.796	
7.75520E-05	216.996	
7.75672E-05	207.348	
7.75738E-05	203.163	
7.75998E-05	185.195	
7.76063E-05	180.669	
7.76497E-05	149.857	
7.76736E-05	133.595	
7.76823E-05	127.974	
7.76895E-05	123.354	
7.77054E-05	113.686	
7.77094E-05	111.398	
7.77210E-05	104.806	
7.77288E-05	100.707	
7.77362E-05	96.8531	
7.77482E-05	91.048	
7.77513E-05	89.5619	
7.77614E-05	85.0854	
7.77676E-05	82.5075	
7.77715E-05	80.9032	
7.77816E-05	77.0236	
7.77854E-05	75.6685	
7.77917E-05	73.4394	
7.78016E-05	70.229	
7.78033E-05	69.6669	
7.78164E-05	65.8473	
7.78177E-05	65.5076	
7.78295E-05	62.4744	
7.78339E-05	61.4808	
7.78426E-05	59.5205	
7.78560E-05	56.8911	
7.78564E-05	56.8132	
7.78696E-05	54.618	
7.78800E-05	53.0941	
7.78809E-05	52.9651	
7.78926E-05	51.495	
7.78980E-05	50.9037	
7.79044E-05	50.2336	
7.79161E-05	49.1696	
7.79179E-05	49.0122	
7.79315E-05	48.0262	
7.79433E-05	47.3162	
7.79451E-05	47.2136	
7.79632E-05	46.4028	
7.79704E-05	46.1579	
7.79813E-05	45.8254	
7.79975E-05	45.495	
7.80084E-05	45.3062	
7.80233E-05	45.1614	
7.80247E-05	45.1522	
7.80508E-05	45.1516	
7.80544E-05	45.1621	
7.80726E-05	45.3648	
7.80771E-05	45.4231	
7.80789E-05	45.4502	
7.80970E-05	45.868	
7.81007E-05	45.9846	
7.81151E-05	46.5029	
7.81187E-05	46.6757	
7.81332E-05	47.4222	
7.81368E-05	47.6569	
7.81468E-05	48.3421	
7.81504E-05	48.642	
7.81603E-05	49.5067	
7.81640E-05	49.8817	
7.81739E-05	50.959	
7.81775E-05	51.4221	
7.81875E-05	52.7488	
7.81911E-05	53.3143	
7.82010E-05	54.9308	
7.82047E-05	55.6143	
7.82146E-05	57.564	
7.82182E-05	58.377	
7.82271E-05	60.422	
7.82291E-05	60.9505	
7.82372E-05	63.1223	
7.82399E-05	63.9207	
7.82474E-05	66.1697	
7.82493E-05	66.7834	
7.82562E-05	69.1207	
7.82586E-05	69.9916	
7.82671E-05	73.171	
7.82689E-05	73.9263	
7.82779E-05	77.7242	
7.82812E-05	79.2315	
7.82888E-05	82.8042	
7.82935E-05	85.2168	
7.82990E-05	88.0797	
7.83058E-05	91.9235	
7.83085E-05	93.4705	
7.83180E-05	99.3249	
7.83181E-05	99.3882	
7.83275E-05	105.698	
7.83304E-05	107.744	
7.83370E-05	112.554	
7.83401E-05	114.874	
7.83466E-05	119.929	
7.83497E-05	122.537	
7.83561E-05	127.824	
7.83594E-05	130.773	
7.83691E-05	139.471	
7.83703E-05	140.642	
7.83787E-05	148.8	
7.83835E-05	153.508	
7.83932E-05	163.693	
7.83966E-05	167.314	
7.84077E-05	179.719	
7.84098E-05	182.038	
7.84199E-05	194.073	
7.84273E-05	203.039	
7.84381E-05	216.746	
7.84486E-05	230.277	
7.84563E-05	240.611	
7.84825E-05	276.124	
7.85198E-05	327.229	
7.85292E-05	339.439	
7.85385E-05	351.537	
7.85479E-05	362.917	
7.85572E-05	374.123	
7.85666E-05	384.362	
7.85759E-05	394.352	
7.85853E-05	403.307	
7.85899E-05	407.626	
7.86039E-05	419.053	
7.86180E-05	428.306	
7.86306E-05	434.67	
7.86320E-05	435.207	
7.86432E-05	439.069	
7.86478E-05	440.032	
7.86585E-05	441.764	
7.86598E-05	441.868	
7.86637E-05	441.875	
7.86740E-05	441.459	
7.86778E-05	440.836	
7.86824E-05	439.933	
7.86852E-05	439.306	
7.86992E-05	434.338	
7.87011E-05	433.595	
7.87133E-05	427.098	
7.87151E-05	426.029	
7.87273E-05	417.623	
7.87292E-05	416.275	
7.87366E-05	410.067	
7.87432E-05	404.423	
7.87553E-05	392.768	
7.87572E-05	390.903	
7.87740E-05	372.531	
7.87759E-05	370.43	
7.87927E-05	350.116	
7.87946E-05	347.814	
7.88114E-05	325.994	
7.88226E-05	311.229	
7.88394E-05	288.713	
7.88623E-05	257.894	
7.88847E-05	228.622	
7.88895E-05	222.644	
7.89040E-05	204.78	
7.89158E-05	190.941	
7.89194E-05	186.76	
7.89310E-05	174.023	
7.89368E-05	167.876	
7.89427E-05	161.831	
7.89526E-05	152.062	
7.89543E-05	150.367	
7.89660E-05	139.68	
7.89684E-05	137.667	
7.89777E-05	129.784	
7.89859E-05	123.322	
7.89894E-05	120.609	
7.89976E-05	114.712	
7.90011E-05	112.23	
7.90092E-05	106.811	
7.90098E-05	106.431	
7.90186E-05	101.074	
7.90209E-05	99.734	
7.90273E-05	96.1275	
7.90326E-05	93.3718	
7.90361E-05	91.5763	
7.90443E-05	87.6833	
7.90449E-05	87.4119	
7.90536E-05	83.6508	
7.90560E-05	82.7286	
7.90624E-05	80.2612	
7.90673E-05	78.5399	
7.90711E-05	77.2295	
7.90783E-05	75.0307	
7.90799E-05	74.5483	
7.90887E-05	72.2129	
7.90893E-05	72.0678	
7.90974E-05	70.2212	
7.91003E-05	69.6618	
7.91062E-05	68.5611	
7.91149E-05	67.1896	
7.91168E-05	66.9584	
7.91239E-05	66.1283	
7.91330E-05	65.3397	
7.91332E-05	65.3232	
7.91360E-05	65.1639	
7.91451E-05	64.8158	
7.91497E-05	64.7676	
7.91542E-05	64.7605	
7.91633E-05	64.9945	
7.91638E-05	65.0244	
7.91732E-05	65.5972	
7.91779E-05	66.0275	
7.91835E-05	66.5691	
7.91920E-05	67.6509	
7.91938E-05	67.8859	
7.92041E-05	69.551	
7.92061E-05	69.9338	
7.92144E-05	71.551	
7.92202E-05	72.841	
7.92247E-05	73.8642	
7.92343E-05	76.2965	
7.92350E-05	76.4791	
7.92484E-05	80.3237	
7.92488E-05	80.4268	
7.92625E-05	84.8573	
7.92763E-05	89.7344	
7.92797E-05	91.043	
7.92926E-05	96.0155	
7.92969E-05	97.7899	
7.93141E-05	104.964	
7.93171E-05	106.231	
7.93313E-05	112.456	
7.93629E-05	126.466	
7.93760E-05	132.286	
7.93973E-05	141.193	
7.94179E-05	149.02	
7.94316E-05	153.66	
7.94330E-05	154.068	
7.94454E-05	157.696	
7.94591E-05	161.105	
7.94605E-05	161.378	
7.94729E-05	163.775	
7.94811E-05	164.942	
7.94863E-05	165.644	
7.95031E-05	166.912	
7.95038E-05	166.93	
7.95106E-05	167.062	
7.95224E-05	166.701	
7.95275E-05	166.51	
7.95389E-05	165.44	
7.95444E-05	164.651	
7.95526E-05	163.412	
7.95650E-05	160.923	
7.95664E-05	160.638	
7.95801E-05	157.136	
7.95856E-05	155.451	
7.96007E-05	150.726	
7.96062E-05	148.729	
7.96214E-05	143.156	
7.96269E-05	140.929	
7.96420E-05	134.734	
7.96502E-05	131.168	
7.96777E-05	119.169	
7.97025E-05	108.309	
7.97220E-05	100.179	
7.97367E-05	94.4718	
7.97514E-05	89.1905	
7.97520E-05	89.0018	
7.97661E-05	84.4505	
7.97808E-05	80.2752	
7.97813E-05	80.1507	
7.97907E-05	77.822	
7.98007E-05	75.6736	
7.98022E-05	75.399	
7.98107E-05	73.8779	
7.98207E-05	72.4198	
7.98232E-05	72.1358	
7.98294E-05	71.4524	
7.98382E-05	70.7671	
7.98389E-05	70.7322	
7.98469E-05	70.3938	
7.98547E-05	70.3193	
7.98557E-05	70.314	
7.98644E-05	70.5608	
7.98686E-05	70.826	
7.98731E-05	71.127	
7.98819E-05	72.0178	
7.98826E-05	72.1208	
7.98906E-05	73.2588	
7.98966E-05	74.3455	
7.99006E-05	75.0909	
7.99106E-05	77.3763	
7.99206E-05	80.1489	
7.99255E-05	81.7529	
7.99305E-05	83.3835	
7.99355E-05	85.2342	
7.99405E-05	87.1075	
7.99455E-05	89.2026	
7.99505E-05	91.3212	
7.99555E-05	93.6628	
7.99605E-05	96.0287	
7.99655E-05	98.6175	
7.99705E-05	101.232	
7.99755E-05	104.067	
7.99805E-05	106.929	
7.99855E-05	110.01	
7.99904E-05	113.118	
7.99954E-05	116.442	
8.00004E-05	119.792	
8.00054E-05	123.404	
8.00154E-05	130.682	
8.00254E-05	138.609	
8.00304E-05	142.608	
8.00404E-05	151.15	
8.00454E-05	155.462	
8.00554E-05	164.637	
8.00653E-05	173.893	
8.00703E-05	178.791	
8.00846E-05	192.854	
8.00903E-05	198.567	
8.00988E-05	207.261	
8.01178E-05	226.821	
8.01462E-05	256.362	
8.01727E-05	282.336	
8.01921E-05	299.794	
8.02021E-05	307.883	
8.02071E-05	311.888	
8.02221E-05	322.552	
8.02281E-05	326.208	
8.02371E-05	331.591	
8.02501E-05	337.915	
8.02521E-05	338.861	
8.02670E-05	344.163	
8.02710E-05	345.109	
8.02802E-05	347.147	
8.02898E-05	348.28	
8.02914E-05	348.444	
8.03085E-05	348.105	
8.03090E-05	348.087	
8.03240E-05	345.509	
8.03259E-05	344.914	
8.03404E-05	340.365	
8.03444E-05	338.607	
8.03529E-05	334.768	
8.03579E-05	332.454	
8.03699E-05	325.46	
8.03769E-05	321.286	
8.03849E-05	315.638	
8.03978E-05	306.308	
8.03998E-05	304.707	
8.04158E-05	291.704	
8.04198E-05	288.204	
8.04398E-05	270.47	
8.04438E-05	266.881	
8.04697E-05	242.919	
8.04837E-05	229.928	
8.05037E-05	212.088	
8.05236E-05	195.34	
8.05386E-05	183.732	
8.05396E-05	183.023	
8.05536E-05	173.202	
8.05596E-05	169.432	
8.05686E-05	163.851	
8.05786E-05	158.309	
8.05796E-05	157.811	
8.05886E-05	153.412	
8.05945E-05	150.829	
8.05985E-05	149.145	
8.06085E-05	145.539	
8.06095E-05	145.24	
8.06185E-05	142.648	
8.06230E-05	141.639	
8.06285E-05	140.465	
8.06365E-05	139.315	
8.06397E-05	138.886	
8.06482E-05	138.325	
8.06500E-05	138.286	
8.06525E-05	138.261	
8.06609E-05	138.547	
8.06634E-05	138.779	
8.06694E-05	139.417	
8.06769E-05	140.716	
8.06799E-05	141.276	
8.06889E-05	143.63	
8.06904E-05	144.042	
8.07001E-05	147.457	
8.07009E-05	147.73	
8.07114E-05	152.349	
8.07218E-05	157.919	
8.07226E-05	158.377	
8.07332E-05	165.027	
8.07338E-05	165.464	
8.07450E-05	173.6	
8.07453E-05	173.835	
8.07566E-05	183.205	
8.07568E-05	183.39	
8.07676E-05	193.388	
8.07686E-05	194.397	
8.07785E-05	204.599	
8.07805E-05	206.602	
8.07895E-05	216.879	
8.07941E-05	222.171	
8.08005E-05	230.042	
8.08057E-05	236.532	
8.08123E-05	245.404	
8.08172E-05	251.94	
8.08260E-05	264.557	
8.08345E-05	276.889	
8.08397E-05	284.874	
8.08527E-05	305.307	
8.08564E-05	311.309	
8.08710E-05	335.587	
8.08746E-05	341.931	
8.08989E-05	384.657	
8.09014E-05	388.961	
8.09439E-05	465.382	
8.09658E-05	503.056	
8.09682E-05	507.195	
8.09864E-05	536.314	
8.09901E-05	541.68	
8.10047E-05	562.789	
8.10083E-05	567.5	
8.10229E-05	585.958	
8.10253E-05	588.609	
8.10399E-05	604.022	
8.10454E-05	608.77	
8.10569E-05	618.371	
8.10606E-05	620.633	
8.10751E-05	629.104	
8.10800E-05	630.886	
8.10909E-05	634.447	
8.10946E-05	634.978	
8.11031E-05	635.883	
8.11116E-05	635.253	
8.11165E-05	634.76	
8.11189E-05	634.452	
8.11323E-05	629.867	
8.11371E-05	628.001	
8.11505E-05	619.903	
8.11553E-05	616.773	
8.11654E-05	608.527	
8.11675E-05	606.773	
8.11804E-05	593.897	
8.11843E-05	589.79	
8.11982E-05	573.142	
8.12022E-05	568.256	
8.12201E-05	543.63	
8.12211E-05	542.234	
8.12420E-05	510.151	
8.12440E-05	507.051	
8.12698E-05	463.906	
8.12728E-05	458.889	
8.13315E-05	357.148	
8.13374E-05	347.167	
8.13563E-05	315.815	
8.13672E-05	298.484	
8.13762E-05	284.446	
8.13871E-05	268.072	
8.13911E-05	262.178	
8.14060E-05	241.093	
8.14070E-05	239.759	
8.14209E-05	221.317	
8.14269E-05	213.862	
8.14358E-05	202.823	
8.14448E-05	192.456	
8.14502E-05	186.199	
8.14607E-05	175.017	
8.14644E-05	171.076	
8.14786E-05	157.111	
8.14897E-05	146.951	
8.14984E-05	139.513	
8.15009E-05	137.425	
