E(MeV)  mcnp	Total /Ca:1 mcnp/Ca
1.121402E+01	2.4452
1.126567E+01	2.44158
1.131558E+01	2.43467
1.136456E+01	2.42823
1.141065E+01	2.42216
1.145660E+01	2.41668
1.150000E+01	2.41146
1.153596E+01	2.40676
1.157033E+01	2.40219
1.160000E+01	2.39794
1.163810E+01	2.39437
1.170350E+01	2.38986
1.176668E+01	2.38245
1.182833E+01	2.37574
1.185829E+01	2.36963
1.188699E+01	2.36683
1.191651E+01	2.36425
1.194482E+01	2.36172
1.197296E+01	2.35941
1.200000E+01	2.35722
1.203527E+01	2.35523
1.206933E+01	2.35019
1.210248E+01	2.34543
1.213410E+01	2.34088
1.216760E+01	2.33664
1.219999E+01	2.33225
1.223156E+01	2.3281
1.226175E+01	2.32416
1.229386E+01	2.32048
1.232453E+01	2.31666
1.235467E+01	2.31312
1.238355E+01	2.30973
1.240000E+01	2.30658
1.242611E+01	2.30483
1.245127E+01	2.30201
1.247607E+01	2.29937
1.250000E+01	2.29683
1.253309E+01	2.29444
1.256465E+01	2.28655
1.259566E+01	2.27914
1.262533E+01	2.27197
1.265685E+01	2.26522
1.268698E+01	2.25817
1.271660E+01	2.25154
1.274500E+01	2.24514
1.277305E+01	2.23912
1.280000E+01	2.24145
1.283850E+01	2.2438
1.287556E+01	2.24726
1.290840E+01	2.25081
1.293974E+01	2.25413
1.297053E+01	2.25746
1.300000E+01	2.2609
1.306000E+01	2.26435
1.313150E+01	2.26538
1.320000E+01	2.25513
1.325848E+01	2.24554
1.328582E+01	2.23753
1.334160E+01	2.23384
1.339554E+01	2.22646
1.350000E+01	2.21949
1.360000E+01	2.20651
1.368008E+01	2.1937
1.375751E+01	2.18388
1.382082E+01	2.17482
1.388189E+01	2.16773
1.394195E+01	2.1612
1.400000E+01	2.15507
1.410000E+01	2.14944
1.424000E+01	2.15479
1.437296E+01	2.16328
1.450000E+01	2.14826
1.456200E+01	2.13495
1.464500E+01	2.12549
1.481000E+01	2.13817
1.500000E+01	2.09523
1.504449E+01	2.11667
1.508716E+01	2.11699
1.512816E+01	2.11735
1.516760E+01	2.11775
1.520562E+01	2.11818
1.524230E+01	2.11863
1.527773E+01	2.11911
1.531200E+01	2.11961
1.536227E+01	2.12013
1.541023E+01	2.11623
1.545608E+01	2.11258
1.550000E+01	2.10916
1.554181E+01	2.10595
1.558200E+01	2.10291
1.562849E+01	2.10007
1.567300E+01	2.10635
1.573843E+01	2.11246
1.580000E+01	2.10924
1.581110E+01	2.10639
1.582155E+01	2.10591
1.583141E+01	2.10547
1.584075E+01	2.10506
1.584963E+01	2.10468
1.585808E+01	2.10433
1.587386E+01	2.10401
1.588841E+01	2.10343
1.590186E+01	2.10292
1.591435E+01	2.10249
1.592602E+01	2.10212
1.593714E+01	2.10182
1.594761E+01	2.10156
1.595749E+01	2.10136
1.596684E+01	2.10121
1.597573E+01	2.10111
1.598420E+01	2.10106
1.600000E+01	2.10105
1.602859E+01	2.10119
1.605599E+01	2.10003
1.608229E+01	2.09901
1.610758E+01	2.09811
1.613194E+01	2.09732
1.615542E+01	2.09665
1.617809E+01	2.09608
1.620000E+01	2.09562
1.634000E+01	2.09526
1.640000E+01	2.10916
1.650000E+01	2.10202
1.660000E+01	2.08993
1.664800E+01	2.07882
1.672300E+01	2.07366
1.680000E+01	2.12162
1.694000E+01	2.10073
1.700000E+01	2.06296
1.703700E+01	2.08099
1.720000E+01	2.09154
1.730700E+01	2.08224
1.745000E+01	2.07624
1.750000E+01	2.10212
1.756200E+01	2.08309
1.777300E+01	2.05944
1.800000E+01	2.08761
1.801300E+01	2.07153
1.828300E+01	2.07021
1.840200E+01	2.09661
1.850000E+01	2.09759
1.860500E+01	2.08385
1.869500E+01	2.06912
1.880700E+01	2.09666
1.900000E+01	2.06197
1.905500E+01	2.09429
1.943800E+01	2.10299
1.950000E+01	2.11186
1.968500E+01	2.1045
1.980500E+01	2.08241
2.000000E+01	2.125
