E(MeV)	W-nat
2.78024E-03	52.9385
2.78031E-03	50.6462
2.78035E-03	49.2183
2.78043E-03	46.5446
2.78044E-03	46.233
2.78051E-03	44.0422
2.78055E-03	42.6645
2.78058E-03	41.6652
2.78065E-03	39.8537
2.78066E-03	39.4107
2.78071E-03	38.18
2.78077E-03	36.5614
2.78078E-03	36.497
2.78084E-03	35.09
2.78085E-03	34.748
2.78090E-03	33.7222
2.78093E-03	33.1496
2.78096E-03	32.4548
2.78100E-03	31.6976
2.78103E-03	31.2849
2.78108E-03	30.3736
2.78109E-03	30.2085
2.78116E-03	29.2258
2.78116E-03	29.1742
2.78122E-03	28.3422
2.78124E-03	28.1057
2.78129E-03	27.5046
2.78135E-03	26.7231
2.78136E-03	26.6315
2.78144E-03	25.8883
2.78147E-03	25.5775
2.78151E-03	25.2226
2.78158E-03	24.6339
2.78159E-03	24.6185
2.78166E-03	24.1189
2.78170E-03	23.8653
2.78174E-03	23.667
2.78181E-03	23.2647
2.78182E-03	23.2407
2.78191E-03	22.8389
2.78197E-03	22.5949
2.78201E-03	22.4663
2.78211E-03	22.1585
2.78213E-03	22.1174
2.78226E-03	21.8125
2.78228E-03	21.773
2.78241E-03	21.5702
2.78244E-03	21.5227
2.78256E-03	21.409
2.78261E-03	21.3671
2.78276E-03	21.2995
2.78281E-03	21.2814
2.78290E-03	21.2759
2.78301E-03	21.3107
2.78317E-03	21.3672
2.78319E-03	21.3832
2.78345E-03	21.612
2.78346E-03	21.6379
2.78372E-03	22.0057
2.78374E-03	22.042
2.78399E-03	22.5557
2.78401E-03	22.6035
2.78427E-03	23.2782
2.78428E-03	23.3368
2.78445E-03	23.8683
2.78456E-03	24.2795
2.78463E-03	24.5555
2.78481E-03	25.3521
2.78483E-03	25.4439
2.78499E-03	26.2747
2.78510E-03	26.9119
2.78518E-03	27.3392
2.78536E-03	28.5674
2.78538E-03	28.7087
2.78554E-03	29.9876
2.78565E-03	30.9661
2.78571E-03	31.5394
2.78583E-03	32.7542
2.78588E-03	33.2231
2.78600E-03	34.664
2.78604E-03	35.1464
2.78616E-03	36.7678
2.78623E-03	37.762
2.78629E-03	38.5604
2.78639E-03	40.1768
2.78641E-03	40.5453
2.78653E-03	42.743
2.78654E-03	42.9228
2.78665E-03	45.1776
2.78670E-03	46.0744
2.78678E-03	47.8726
2.78685E-03	49.6376
2.78690E-03	50.8542
2.78701E-03	53.6707
2.78703E-03	54.4074
2.78716E-03	58.2276
2.78717E-03	58.5013
2.78730E-03	62.7543
2.78731E-03	63.0584
2.78743E-03	67.7767
2.78744E-03	68.1144
2.78758E-03	73.7007
2.78761E-03	75.3331
2.78771E-03	79.6274
2.78780E-03	83.8419
2.78783E-03	85.62
2.78796E-03	92.0747
2.78798E-03	93.2495
2.78808E-03	98.982
2.78816E-03	103.585
2.78824E-03	108.853
2.78840E-03	118.668
2.78842E-03	120.514
2.78861E-03	133.079
2.78889E-03	152.758
2.78907E-03	164.85
2.78911E-03	167.684
2.78924E-03	176.166
2.78926E-03	177.443
2.78942E-03	186.785
2.78943E-03	187.209
2.78958E-03	194.529
2.78972E-03	200.598
2.78984E-03	204.407
2.78987E-03	205.238
2.78999E-03	207.852
2.79000E-03	208.037
2.79001E-03	208.284
2.79010E-03	209.233
2.79014E-03	209.676
2.79023E-03	209.91
2.79025E-03	209.832
2.79032E-03	209.503
2.79039E-03	208.542
2.79047E-03	207.566
2.79054E-03	205.858
2.79061E-03	204.136
2.79068E-03	201.717
2.79078E-03	198.678
2.79083E-03	196.383
2.79094E-03	191.777
2.79105E-03	186.38
2.79113E-03	182.503
2.79134E-03	170.709
2.79136E-03	169.499
2.79166E-03	152.323
2.79187E-03	140.039
2.79191E-03	137.502
2.79208E-03	128.368
2.79215E-03	124.603
2.79227E-03	118.617
2.79233E-03	115.63
2.79243E-03	110.74
2.79250E-03	107.345
2.79259E-03	103.399
2.79262E-03	102.219
2.79276E-03	96.7388
2.79279E-03	95.6456
2.79292E-03	90.6598
2.79295E-03	89.6648
2.79309E-03	85.1469
2.79311E-03	84.2453
2.79325E-03	80.1627
2.79328E-03	79.348
2.79341E-03	75.6639
2.79344E-03	74.9287
2.79359E-03	71.385
2.79360E-03	70.9432
2.79377E-03	67.347
2.79393E-03	64.1002
2.79395E-03	63.7749
2.79411E-03	60.8543
2.79413E-03	60.5628
2.79430E-03	57.9443
2.79431E-03	57.6821
2.79448E-03	55.3295
2.79459E-03	53.9124
2.79466E-03	52.9705
2.79484E-03	50.8369
2.79486E-03	50.6474
2.79512E-03	48.0015
2.79513E-03	47.8366
2.79539E-03	45.5355
2.79541E-03	45.3912
2.79566E-03	43.3766
2.79568E-03	43.2496
2.79594E-03	41.4757
2.79604E-03	40.7877
2.79612E-03	40.3305
2.79641E-03	38.6976
2.79648E-03	38.2904
2.79679E-03	36.7939
2.79685E-03	36.5305
2.79715E-03	35.2164
2.79717E-03	35.149
2.79762E-03	33.5025
2.79768E-03	33.3012
2.79808E-03	32.0397
2.79819E-03	31.7424
2.79855E-03	30.7795
2.79899E-03	29.7252
2.79901E-03	29.6824
2.79965E-03	28.3946
2.79981E-03	28.1145
2.80030E-03	27.2772
2.80063E-03	26.8003
2.80096E-03	26.3249
2.80162E-03	25.5035
2.80172E-03	25.3878
2.80260E-03	24.466
2.80282E-03	24.2751
2.80358E-03	23.6095
2.80427E-03	23.1028
2.80457E-03	22.8904
2.80566E-03	22.2165
2.80646E-03	21.7963
2.80675E-03	21.6441
2.80821E-03	21.0038
2.80864E-03	20.8436
2.80966E-03	20.4715
2.81130E-03	19.9694
2.81243E-03	19.677
2.81312E-03	19.4986
2.81585E-03	18.922
2.81622E-03	18.8578
2.81767E-03	18.6019
2.82131E-03	18.0689
2.82350E-03	17.8087
2.82496E-03	17.6361
2.83042E-03	17.106
2.83515E-03	16.7325
2.83952E-03	16.3892
2.84389E-03	16.0674
2.85044E-03	15.5873
2.85117E-03	15.5254
2.85481E-03	15.2185
2.85663E-03	15.0304
2.85860E-03	14.8297
2.85991E-03	14.6646
2.86101E-03	14.5282
2.86182E-03	14.3963
2.86309E-03	14.192
2.86342E-03	14.1407
2.86436E-03	13.9424
2.86484E-03	13.8448
2.86525E-03	13.7359
2.86577E-03	13.6041
2.86590E-03	13.5696
2.86628E-03	13.4452
2.86666E-03	13.3213
2.86705E-03	13.2029
2.86735E-03	13.1122
2.86754E-03	13.0572
2.86769E-03	13.0206
2.86784E-03	12.9896
2.86791E-03	12.9772
2.86794E-03	12.9795
2.86804E-03	12.9939
2.86810E-03	13.007
2.86814E-03	13.0246
2.86824E-03	13.083
2.86829E-03	13.1198
2.86831E-03	13.1412
2.86838E-03	13.2307
2.86844E-03	13.3049
2.86846E-03	13.3355
2.86853E-03	13.4778
2.86855E-03	13.522
2.86861E-03	13.6598
2.86867E-03	13.8257
2.86868E-03	13.8604
2.86874E-03	14.1083
2.86878E-03	14.2391
2.86881E-03	14.397
2.86888E-03	14.7285
2.86889E-03	14.7832
2.86895E-03	15.1236
2.86897E-03	15.2325
2.86902E-03	15.5827
2.86904E-03	15.7592
2.86908E-03	16.1106
2.86912E-03	16.4055
2.86915E-03	16.7101
2.86920E-03	17.154
2.86922E-03	17.3865
2.86928E-03	18.0123
2.86929E-03	18.1442
2.86936E-03	18.9869
2.86942E-03	19.9184
2.86944E-03	20.0855
2.86949E-03	20.9377
2.86951E-03	21.3085
2.86956E-03	22.0455
2.86959E-03	22.6565
2.86963E-03	23.241
2.86967E-03	24.1299
2.86973E-03	25.1978
2.86975E-03	25.7188
2.86983E-03	27.3502
2.86987E-03	28.2183
2.86997E-03	30.7153
2.87012E-03	34.2271
2.87025E-03	37.6228
2.87037E-03	40.5837
2.87040E-03	41.3601
2.87049E-03	43.3957
2.87052E-03	44.1191
2.87059E-03	45.6257
2.87064E-03	46.6073
2.87065E-03	46.8963
2.87073E-03	48.3043
2.87076E-03	48.7816
2.87081E-03	49.5291
2.87085E-03	50.1439
2.87091E-03	50.7101
2.87095E-03	51.1727
2.87100E-03	51.527
2.87101E-03	51.6508
2.87105E-03	51.8719
2.87109E-03	52.0437
2.87114E-03	52.1786
2.87116E-03	52.1855
2.87121E-03	52.1767
2.87123E-03	52.1355
2.87129E-03	51.9357
2.87131E-03	51.8421
2.87139E-03	51.3449
2.87139E-03	51.2898
2.87148E-03	50.4005
2.87151E-03	50.1508
2.87159E-03	48.9873
2.87162E-03	48.5502
2.87171E-03	47.1427
2.87174E-03	46.6204
2.87188E-03	44.1583
2.87189E-03	43.9275
2.87211E-03	39.6024
2.87223E-03	37.2569
2.87224E-03	37.0831
2.87231E-03	35.8067
2.87238E-03	34.6329
2.87239E-03	34.418
2.87247E-03	33.1518
2.87250E-03	32.7375
2.87255E-03	32.0039
2.87262E-03	31.1077
2.87263E-03	30.951
2.87269E-03	30.2625
2.87270E-03	30.1877
2.87275E-03	29.6671
2.87278E-03	29.4131
2.87281E-03	29.1476
2.87286E-03	28.7869
2.87287E-03	28.7056
2.87293E-03	28.3347
2.87294E-03	28.316
2.87300E-03	28.0558
2.87302E-03	28.0072
2.87307E-03	27.905
2.87310E-03	27.8584
2.87314E-03	27.8761
2.87319E-03	27.908
2.87321E-03	27.9726
2.87328E-03	28.1625
2.87328E-03	28.1971
2.87334E-03	28.5115
2.87336E-03	28.6322
2.87340E-03	28.9207
2.87345E-03	29.3238
2.87347E-03	29.5335
2.87354E-03	30.2464
2.87354E-03	30.2897
2.87360E-03	31.0992
2.87361E-03	31.2254
2.87367E-03	32.0953
2.87369E-03	32.5071
2.87374E-03	33.4591
2.87376E-03	33.7293
2.87381E-03	34.8207
2.87382E-03	35.1249
2.87388E-03	36.3518
2.87389E-03	36.6911
2.87394E-03	38.0586
2.87396E-03	38.4346
2.87401E-03	39.9473
2.87402E-03	40.3603
2.87408E-03	42.0224
2.87409E-03	42.4736
2.87414E-03	44.291
2.87419E-03	46.0085
2.87421E-03	46.7501
2.87428E-03	49.4062
2.87429E-03	49.9833
2.87438E-03	53.7574
2.87439E-03	54.3922
2.87448E-03	58.54
2.87449E-03	59.2303
2.87458E-03	63.7334
2.87459E-03	64.4736
2.87468E-03	69.3038
2.87472E-03	72.0493
2.87478E-03	75.198
2.87495E-03	85.9788
2.87496E-03	86.4036
2.87516E-03	99.5632
2.87525E-03	105.485
2.87529E-03	107.885
2.87539E-03	113.456
2.87542E-03	115.218
2.87550E-03	119.735
2.87554E-03	121.425
2.87562E-03	125.289
2.87564E-03	126.16
2.87572E-03	129.607
2.87574E-03	130.139
2.87582E-03	132.79
2.87583E-03	133.126
2.87593E-03	135.372
2.87594E-03	135.616
2.87600E-03	136.477
2.87604E-03	137.054
2.87609E-03	137.255
2.87614E-03	137.432
2.87617E-03	137.262
2.87624E-03	136.83
2.87626E-03	136.562
2.87634E-03	135.497
2.87634E-03	135.319
2.87643E-03	133.445
2.87644E-03	133.011
2.87652E-03	130.749
2.87656E-03	129.324
2.87661E-03	127.467
2.87668E-03	124.307
2.87673E-03	121.991
2.87681E-03	118.027
2.87687E-03	115.37
2.87701E-03	107.536
2.87704E-03	105.53
2.87728E-03	91.8785
2.87738E-03	86.2094
2.87740E-03	85.1243
2.87752E-03	79.0022
2.87752E-03	78.6624
2.87761E-03	74.096
2.87765E-03	72.2433
2.87770E-03	69.7209
2.87775E-03	67.5237
2.87780E-03	65.1757
2.87785E-03	63.1323
2.87790E-03	60.9663
2.87795E-03	59.0815
2.87800E-03	57.0986
2.87805E-03	55.3742
2.87810E-03	53.5713
2.87815E-03	52.0039
2.87820E-03	50.3743
2.87825E-03	48.9563
2.87828E-03	48.2229
2.87835E-03	46.2162
2.87836E-03	46.0515
2.87844E-03	44.0879
2.87845E-03	43.7624
2.87852E-03	42.3039
2.87856E-03	41.4338
2.87860E-03	40.6584
2.87866E-03	39.3735
2.87868E-03	39.1447
2.87876E-03	37.7805
2.87877E-03	37.5544
2.87884E-03	36.5486
2.87888E-03	35.9485
2.87892E-03	35.3699
2.87898E-03	34.5291
2.87901E-03	34.2528
2.87909E-03	33.2738
2.87914E-03	32.7969
2.87925E-03	31.6486
2.87926E-03	31.5054
2.87939E-03	30.3986
2.87941E-03	30.2294
2.87952E-03	29.4393
2.87958E-03	29.0112
2.87965E-03	28.5834
2.87975E-03	27.9768
2.87983E-03	27.592
2.87992E-03	27.0887
2.88000E-03	26.7402
2.88009E-03	26.3188
2.88017E-03	26.0067
2.88032E-03	25.4387
2.88039E-03	25.1953
2.88055E-03	24.6907
2.88066E-03	24.3775
2.88089E-03	23.7562
2.88093E-03	23.6661
2.88125E-03	22.9517
2.88132E-03	22.8042
2.88164E-03	22.2198
2.88172E-03	22.0981
2.88204E-03	21.6152
2.88212E-03	21.513
2.88244E-03	21.1074
2.88262E-03	20.9161
2.88298E-03	20.5439
2.88332E-03	20.2422
2.88355E-03	20.0408
2.88402E-03	19.7065
2.88418E-03	19.5927
2.88472E-03	19.2822
2.88512E-03	19.0538
2.88565E-03	18.8028
2.88574E-03	18.7592
2.88678E-03	18.3619
2.88700E-03	18.281
2.88825E-03	17.9072
2.88878E-03	17.7795
2.88971E-03	17.5585
2.89144E-03	17.2387
2.89191E-03	17.1533
2.89410E-03	16.8405
2.89490E-03	16.7508
2.89730E-03	16.4842
2.90050E-03	16.2004
2.90156E-03	16.1253
2.90688E-03	15.7532
2.91115E-03	15.5128
2.92073E-03	14.9751
2.92406E-03	14.7895
2.92740E-03	14.5692
2.92847E-03	14.4991
2.93062E-03	14.3139
2.93169E-03	14.2229
2.93259E-03	14.1154
2.93393E-03	13.9575
2.93482E-03	13.8129
2.93527E-03	13.7426
2.93550E-03	13.6929
2.93617E-03	13.5481
2.93661E-03	13.4562
2.93695E-03	13.3775
2.93716E-03	13.331
2.93736E-03	13.2905
2.93757E-03	13.2556
2.93767E-03	13.2417
2.93772E-03	13.2435
2.93787E-03	13.2556
2.93797E-03	13.2924
2.93807E-03	13.3344
2.93817E-03	13.4182
2.93822E-03	13.4635
2.93825E-03	13.4979
2.93832E-03	13.6061
2.93837E-03	13.6823
2.93840E-03	13.7338
2.93847E-03	13.8951
2.93855E-03	14.1057
2.93857E-03	14.1788
2.93862E-03	14.3589
2.93867E-03	14.5456
2.93869E-03	14.6401
2.93876E-03	14.932
2.93882E-03	15.2828
2.93884E-03	15.4028
2.93889E-03	15.6811
2.93893E-03	15.9661
2.93895E-03	16.1302
2.93901E-03	16.6329
2.93908E-03	17.2189
2.93910E-03	17.4182
2.93914E-03	17.869
2.93918E-03	18.3283
2.93920E-03	18.5861
2.93927E-03	19.3726
2.93933E-03	20.2621
2.93935E-03	20.5636
2.93942E-03	21.5472
2.93944E-03	21.9751
2.93948E-03	22.6023
2.93953E-03	23.5565
2.93957E-03	24.3303
2.93961E-03	24.9845
2.93967E-03	26.239
2.93968E-03	26.5212
2.93976E-03	28.3276
2.93978E-03	28.7332
2.93988E-03	31.1079
2.93989E-03	31.5088
2.94003E-03	34.9676
2.94020E-03	39.7119
2.94034E-03	43.2836
2.94037E-03	44.2221
2.94046E-03	46.3327
2.94051E-03	47.5305
2.94056E-03	48.7323
2.94062E-03	49.9106
2.94062E-03	50.0857
2.94071E-03	51.7956
2.94072E-03	51.9613
2.94080E-03	53.2485
2.94080E-03	53.2761
2.94088E-03	54.1958
2.94091E-03	54.5802
2.94096E-03	55.036
2.94100E-03	55.3233
2.94101E-03	55.4129
2.94108E-03	55.7223
2.94109E-03	55.743
2.94117E-03	55.7972
2.94119E-03	55.7974
2.94125E-03	55.5964
2.94128E-03	55.4895
2.94134E-03	55.0604
2.94136E-03	54.9275
2.94143E-03	54.1309
2.94147E-03	53.7856
2.94155E-03	52.6634
2.94155E-03	52.5342
2.94164E-03	51.0347
2.94167E-03	50.5213
2.94178E-03	48.4261
2.94181E-03	47.8494
2.94190E-03	45.9085
2.94214E-03	40.3318
2.94226E-03	37.4667
2.94231E-03	36.3531
2.94236E-03	35.3858
2.94245E-03	33.4741
2.94245E-03	33.3847
2.94251E-03	32.1466
2.94258E-03	30.8358
2.94260E-03	30.5127
2.94266E-03	29.318
2.94269E-03	28.8851
2.94273E-03	28.2039
2.94280E-03	27.143
2.94282E-03	26.8638
2.94287E-03	26.166
2.94290E-03	25.6659
2.94293E-03	25.2632
2.94299E-03	24.5835
2.94300E-03	24.4314
2.94307E-03	23.6837
2.94311E-03	23.1685
2.94313E-03	22.9775
2.94320E-03	22.3517
2.94324E-03	21.9822
2.94327E-03	21.7658
2.94333E-03	21.305
2.94334E-03	21.2339
2.94341E-03	20.7573
2.94343E-03	20.6087
2.94347E-03	20.3279
2.94353E-03	20.0126
2.94354E-03	19.9373
2.94361E-03	19.6008
2.94366E-03	19.3796
2.94368E-03	19.2787
2.94375E-03	19.0053
2.94383E-03	18.6997
2.94384E-03	18.6637
2.94393E-03	18.3825
2.94393E-03	18.3766
2.94403E-03	18.1431
2.94412E-03	17.9138
2.94413E-03	17.8755
2.94425E-03	17.6415
2.94433E-03	17.4926
2.94439E-03	17.409
2.94458E-03	17.1519
2.94464E-03	17.069
2.94476E-03	16.9408
2.94494E-03	16.7581
2.94498E-03	16.7232
2.94532E-03	16.4674
2.94539E-03	16.4171
2.94565E-03	16.2708
2.94606E-03	16.0549
2.94610E-03	16.0372
2.94655E-03	15.863
2.94673E-03	15.7944
2.94740E-03	15.6004
2.94762E-03	15.5368
2.94825E-03	15.3999
2.94852E-03	15.3422
2.94995E-03	15.1148
2.95031E-03	15.0588
2.95246E-03	14.8188
2.95290E-03	14.7826
2.95622E-03	14.5187
2.95747E-03	14.4429
2.96105E-03	14.2285
2.96609E-03	13.9787
2.96848E-03	13.8627
2.96991E-03	13.7961
2.97108E-03	13.7462
2.97175E-03	13.7218
2.97208E-03	13.7127
2.97231E-03	13.7091
2.97250E-03	13.7088
2.97258E-03	13.7103
2.97265E-03	13.7221
2.97281E-03	13.75
2.97293E-03	13.7752
2.97305E-03	13.8054
2.97316E-03	13.8694
2.97324E-03	13.9168
2.97328E-03	13.9428
2.97332E-03	13.9814
2.97340E-03	14.0642
2.97348E-03	14.1535
2.97352E-03	14.2019
2.97356E-03	14.269
2.97361E-03	14.3754
2.97367E-03	14.4871
2.97372E-03	14.5768
2.97373E-03	14.6049
2.97378E-03	14.7517
2.97384E-03	14.9049
2.97385E-03	14.9369
2.97390E-03	15.0883
2.97395E-03	15.2851
2.97399E-03	15.4079
2.97401E-03	15.5043
2.97406E-03	15.7535
2.97412E-03	16.0116
2.97413E-03	16.0651
2.97418E-03	16.3141
2.97423E-03	16.635
2.97428E-03	16.9327
2.97429E-03	16.9698
2.97434E-03	17.3513
2.97438E-03	17.6255
2.97440E-03	17.7557
2.97446E-03	18.1998
2.97453E-03	18.8394
2.97454E-03	18.89
2.97463E-03	19.6923
2.97469E-03	20.2596
2.97471E-03	20.5488
2.97480E-03	21.4709
2.97484E-03	21.8567
2.97492E-03	22.7805
2.97509E-03	24.809
2.97522E-03	26.3496
2.97534E-03	27.6576
2.97535E-03	27.8077
2.97543E-03	28.6005
2.97549E-03	29.2317
2.97552E-03	29.4769
2.97560E-03	30.1799
2.97562E-03	30.3285
2.97567E-03	30.7086
2.97575E-03	31.2409
2.97584E-03	31.6527
2.97587E-03	31.7771
2.97592E-03	31.9108
2.97599E-03	32.0375
2.97600E-03	32.0418
2.97605E-03	32.046
2.97608E-03	32.0209
2.97615E-03	31.9076
2.97616E-03	31.8823
2.97624E-03	31.608
2.97625E-03	31.5729
2.97631E-03	31.2399
2.97638E-03	30.8233
2.97640E-03	30.6953
2.97650E-03	29.94
2.97650E-03	29.9204
2.97658E-03	29.2023
2.97664E-03	28.693
2.97667E-03	28.3181
2.97681E-03	26.8554
2.97684E-03	26.5502
2.97708E-03	23.7569
2.97722E-03	22.2338
2.97723E-03	22.1095
2.97731E-03	21.2904
2.97739E-03	20.4902
2.97740E-03	20.3843
2.97747E-03	19.7645
2.97753E-03	19.1593
2.97754E-03	19.0609
2.97760E-03	18.614
2.97767E-03	18.093
2.97768E-03	17.9795
2.97774E-03	17.6247
2.97780E-03	17.1822
2.97781E-03	17.1796
2.97787E-03	16.8002
2.97793E-03	16.5054
2.97794E-03	16.4402
2.97801E-03	16.1253
2.97805E-03	15.9448
2.97807E-03	15.8372
2.97814E-03	15.5819
2.97817E-03	15.486
2.97821E-03	15.3605
2.97828E-03	15.1637
2.97834E-03	14.9754
2.97835E-03	14.9603
2.97841E-03	14.8288
2.97848E-03	14.6922
2.97853E-03	14.5909
2.97855E-03	14.5679
2.97861E-03	14.4702
2.97868E-03	14.3772
2.97871E-03	14.3355
2.97875E-03	14.3
2.97884E-03	14.2161
2.97893E-03	14.1374
2.97896E-03	14.1154
2.97902E-03	14.0799
2.97915E-03	14.0105
2.97924E-03	13.9673
2.97932E-03	13.9336
2.97942E-03	13.9063
2.97960E-03	13.8644
2.97987E-03	13.8068
2.98005E-03	13.7715
2.98032E-03	13.7419
2.98068E-03	13.7055
2.98152E-03	13.6249
2.98236E-03	13.576
2.98349E-03	13.5136
2.98405E-03	13.4927
2.98741E-03	13.3732
2.98797E-03	13.3628
2.98853E-03	13.3529
2.99246E-03	13.2847
2.99414E-03	13.2777
2.99442E-03	13.2803
2.99750E-03	13.3107
2.99975E-03	13.3861
3.00087E-03	13.4246
3.00339E-03	13.5881
3.00479E-03	13.7326
3.00592E-03	13.8493
3.00760E-03	14.096
3.00928E-03	14.4178
3.00984E-03	14.5567
3.01096E-03	14.8361
3.01222E-03	15.2297
3.01293E-03	15.4965
3.01349E-03	15.7109
3.01468E-03	16.2629
3.01573E-03	16.8444
3.01601E-03	17.0282
3.01678E-03	17.535
3.01783E-03	18.3562
3.01811E-03	18.6095
3.01853E-03	18.9905
3.01923E-03	19.7058
3.01993E-03	20.5133
3.02021E-03	20.8764
3.02057E-03	21.3312
3.02120E-03	22.2479
3.02162E-03	22.9334
3.02183E-03	23.2768
3.02246E-03	24.4349
3.02288E-03	25.3049
3.02309E-03	25.7407
3.02372E-03	27.2173
3.02414E-03	28.3319
3.02435E-03	28.8902
3.02482E-03	30.2927
3.02540E-03	32.2008
3.02582E-03	33.7417
3.02624E-03	35.4256
3.02635E-03	35.8865
3.02666E-03	37.271
3.02708E-03	39.2949
3.02736E-03	40.7762
3.02750E-03	41.5177
3.02793E-03	43.9628
3.02807E-03	44.8596
3.02835E-03	46.655
3.02870E-03	49.1068
3.02877E-03	49.6387
3.02905E-03	51.7683
3.02940E-03	54.6577
3.02947E-03	55.2853
3.02975E-03	57.7983
3.03010E-03	61.2113
3.03017E-03	61.9532
3.03045E-03	64.924
3.03080E-03	68.9609
3.03087E-03	69.8385
3.03115E-03	73.3524
3.03157E-03	79.1288
3.03199E-03	85.5106
3.03227E-03	90.1992
3.03241E-03	92.5455
3.03283E-03	100.283
3.03289E-03	101.413
3.03325E-03	108.764
3.03350E-03	114.313
3.03367E-03	118.014
3.03409E-03	128.041
3.03412E-03	128.759
3.03451E-03	138.823
3.03474E-03	144.995
3.03507E-03	154.257
3.03580E-03	175.655
3.03653E-03	197.339
3.03681E-03	205.675
3.03709E-03	213.441
3.03726E-03	218.097
3.03765E-03	227.917
3.03768E-03	228.618
3.03807E-03	237.033
3.03810E-03	237.634
3.03850E-03	244.332
3.03851E-03	244.619
3.03882E-03	248.533
3.03888E-03	249.062
3.03917E-03	251.456
3.03918E-03	251.596
3.03956E-03	252.869
3.03957E-03	252.872
3.03962E-03	252.895
3.03994E-03	252.244
3.03997E-03	252.064
3.04032E-03	249.801
3.04051E-03	247.667
3.04071E-03	245.529
3.04107E-03	240.102
3.04113E-03	239.266
3.04155E-03	231.609
3.04220E-03	218.021
3.04241E-03	213.248
3.04283E-03	203.711
3.04315E-03	196.407
3.04346E-03	189.429
3.04349E-03	188.836
3.04371E-03	184.099
3.04393E-03	179.518
3.04393E-03	179.387
3.04414E-03	175.516
3.04435E-03	171.655
3.04436E-03	171.395
3.04455E-03	168.402
3.04469E-03	166.344
3.04471E-03	166.074
3.04487E-03	164.176
3.04491E-03	163.686
3.04502E-03	162.673
3.04512E-03	161.78
3.04518E-03	161.542
3.04528E-03	161.085
3.04534E-03	160.819
3.04538E-03	160.796
3.04545E-03	160.765
3.04549E-03	160.904
3.04562E-03	161.444
3.04565E-03	161.559
3.04573E-03	162.352
3.04583E-03	163.453
3.04586E-03	163.685
3.04594E-03	165.138
3.04604E-03	166.988
3.04605E-03	167.027
3.04615E-03	169.527
3.04621E-03	171.027
3.04628E-03	173.169
3.04638E-03	176.062
3.04641E-03	177.442
3.04658E-03	183.49
3.04659E-03	184.027
3.04672E-03	189.645
3.04704E-03	204.778
3.04724E-03	213.796
3.04727E-03	215.381
3.04739E-03	220.213
3.04750E-03	224.548
3.04751E-03	224.8
3.04763E-03	229.042
3.04776E-03	232.179
3.04779E-03	232.723
3.04788E-03	233.98
3.04794E-03	234.794
3.04799E-03	234.987
3.04805E-03	235.192
3.04811E-03	234.956
3.04814E-03	234.821
3.04822E-03	233.679
3.04829E-03	232.719
3.04834E-03	231.388
3.04843E-03	229.072
3.04846E-03	228.008
3.04857E-03	224.251
3.04858E-03	223.917
3.04873E-03	217.35
3.04873E-03	217.152
3.04887E-03	209.831
3.04890E-03	208.182
3.04910E-03	196.28
3.04914E-03	194.033
3.04939E-03	178.783
3.04953E-03	170.001
3.04960E-03	165.912
3.04968E-03	161.528
3.04979E-03	154.971
3.04982E-03	153.458
3.04996E-03	145.92
3.04998E-03	144.918
3.05006E-03	141.296
3.05015E-03	136.781
3.05017E-03	135.881
3.05025E-03	132.677
3.05034E-03	128.684
3.05036E-03	127.888
3.05044E-03	125.085
3.05053E-03	121.592
3.05055E-03	120.895
3.05063E-03	118.459
3.05072E-03	115.421
3.05074E-03	114.816
3.05082E-03	112.7
3.05093E-03	109.538
3.05096E-03	108.846
3.05110E-03	105.402
3.05112E-03	104.944
3.05126E-03	102.146
3.05133E-03	100.554
3.05143E-03	98.8114
3.05154E-03	96.7285
3.05160E-03	95.8081
3.05175E-03	93.3621
3.05177E-03	93.0966
3.05194E-03	90.7145
3.05207E-03	88.8668
3.05211E-03	88.4153
3.05236E-03	85.4892
3.05242E-03	84.8158
3.05261E-03	82.864
3.05276E-03	81.3065
3.05285E-03	80.4449
3.05310E-03	78.2111
3.05323E-03	77.2251
3.05356E-03	74.5782
3.05360E-03	74.3103
3.05397E-03	71.7051
3.05398E-03	71.6384
3.05447E-03	68.5701
3.05455E-03	68.099
3.05504E-03	65.4025
3.05512E-03	64.9884
3.05561E-03	62.5902
3.05569E-03	62.2219
3.05638E-03	59.2903
3.05645E-03	58.9651
3.05714E-03	56.3792
3.05805E-03	53.3454
3.05814E-03	53.0967
3.05897E-03	50.6972
3.05914E-03	50.2587
3.05988E-03	48.3612
3.06047E-03	47.0183
3.06079E-03	46.2829
3.06171E-03	44.424
3.06180E-03	44.2532
3.06299E-03	42.1213
3.06333E-03	41.6017
3.06428E-03	40.1196
3.06556E-03	38.3637
3.06590E-03	37.9612
3.06685E-03	36.8131
3.06847E-03	35.1074
3.06856E-03	35.0072
3.07027E-03	33.4472
3.07123E-03	32.6916
3.07199E-03	32.088
3.07370E-03	30.8939
3.07503E-03	30.0667
3.07541E-03	29.8307
3.07732E-03	28.7819
3.08017E-03	27.4192
3.08074E-03	27.1864
3.08303E-03	26.2571
3.08588E-03	25.2479
3.08836E-03	24.4741
3.08874E-03	24.3553
3.09369E-03	22.9814
3.09629E-03	22.2616
3.09760E-03	21.9048
3.09793E-03	21.8152
3.09808E-03	21.7546
3.09841E-03	21.6306
3.09865E-03	21.5411
3.09882E-03	21.4849
3.09896E-03	21.4374
3.09910E-03	21.3992
3.09920E-03	21.3744
3.09922E-03	21.3704
3.09930E-03	21.3541
3.09940E-03	21.3392
