E(MeV)	V-nat
8.96932E-01	3.08483E+00
8.96966E-01	3.11095E+00
8.97085E-01	3.16521E+00
8.97136E-01	3.20910E+00
8.97341E-01	3.44896E+00
8.97375E-01	3.50264E+00
8.97409E-01	3.57574E+00
8.97614E-01	4.09374E+00
8.97648E-01	4.17360E+00
8.97730E-01	4.33196E+00
8.97791E-01	4.43576E+00
8.97811E-01	4.45837E+00
8.97847E-01	4.47364E+00
8.97893E-01	4.46215E+00
8.97920E-01	4.43219E+00
8.97948E-01	4.37542E+00
8.98030E-01	4.13709E+00
8.98103E-01	3.92153E+00
8.98343E-01	3.27261E+00
8.98377E-01	3.19323E+00
8.98406E-01	3.14123E+00
8.98606E-01	2.85819E+00
8.98792E-01	2.59985E+00
8.98821E-01	2.56581E+00
8.98849E-01	2.54236E+00
8.98892E-01	2.52517E+00
8.99292E-01	2.42818E+00
8.99716E-01	2.36766E+00
8.99727E-01	2.36750E+00
8.99766E-01	2.37615E+00
8.99813E-01	2.40352E+00
8.99969E-01	2.51306E+00
9.00000E-01	2.54435E+00
9.00105E-01	2.68671E+00
9.00184E-01	2.79940E+00
9.00210E-01	2.84293E+00
9.00262E-01	2.94480E+00
9.00367E-01	3.15878E+00
9.00394E-01	3.20230E+00
9.00413E-01	3.21993E+00
9.00420E-01	3.22165E+00
9.00441E-01	3.21271E+00
9.00462E-01	3.18639E+00
9.00572E-01	2.98932E+00
9.00600E-01	2.95508E+00
9.00628E-01	2.93750E+00
9.00752E-01	2.91859E+00
9.00863E-01	2.90806E+00
9.01305E-01	2.93974E+00
9.01360E-01	2.91893E+00
9.01747E-01	2.72676E+00
9.02013E-01	2.62977E+00
9.02146E-01	2.61118E+00
9.02157E-01	2.61099E+00
9.02190E-01	2.61751E+00
9.02224E-01	2.63934E+00
9.02276E-01	2.68874E+00
9.02310E-01	2.73114E+00
9.02465E-01	2.97685E+00
9.02602E-01	3.17585E+00
9.02637E-01	3.21307E+00
9.02688E-01	3.24481E+00
9.02740E-01	3.25805E+00
9.02779E-01	3.24757E+00
9.02817E-01	3.22014E+00
9.02934E-01	3.10915E+00
9.03031E-01	3.03249E+00
9.03050E-01	3.02198E+00
9.03298E-01	2.98737E+00
9.03345E-01	2.97446E+00
9.03360E-01	2.97785E+00
9.03389E-01	2.99968E+00
9.03432E-01	3.04134E+00
9.03503E-01	3.08200E+00
9.03532E-01	3.11054E+00
9.03589E-01	3.19308E+00
9.03789E-01	3.49930E+00
9.03818E-01	3.53174E+00
9.03970E-01	3.61414E+00
9.03992E-01	3.59160E+00
9.04030E-01	3.51814E+00
9.04075E-01	3.42299E+00
9.04105E-01	3.37711E+00
9.04150E-01	3.33594E+00
9.04195E-01	3.31149E+00
9.04210E-01	3.30946E+00
9.04245E-01	3.32006E+00
9.04441E-01	3.45239E+00
9.04545E-01	3.52221E+00
9.04568E-01	3.54875E+00
9.04592E-01	3.58974E+00
9.04626E-01	3.67648E+00
9.04950E-01	4.62019E+00
9.05285E-01	5.64567E+00
9.05320E-01	5.72944E+00
9.05362E-01	5.78794E+00
9.05542E-01	5.93507E+00
9.05658E-01	6.00125E+00
9.05667E-01	6.00219E+00
9.05690E-01	5.99330E+00
9.05725E-01	5.94425E+00
9.05956E-01	5.45073E+00
9.06001E-01	5.38307E+00
9.06294E-01	5.08903E+00
9.06400E-01	4.99129E+00
9.06549E-01	4.93783E+00
9.07110E-01	4.73601E+00
9.07642E-01	4.29805E+00
9.07820E-01	4.14859E+00
9.08219E-01	3.77052E+00
9.08264E-01	3.74690E+00
9.08388E-01	3.74139E+00
9.08459E-01	3.74111E+00
9.08530E-01	3.74643E+00
9.08739E-01	3.83420E+00
9.08948E-01	3.91162E+00
9.09313E-01	4.07537E+00
9.09365E-01	4.10599E+00
9.09574E-01	4.32205E+00
9.09783E-01	4.55110E+00
9.10075E-01	4.98402E+00
9.10179E-01	5.11689E+00
9.10218E-01	5.13636E+00
9.10307E-01	5.10927E+00
9.10486E-01	5.02974E+00
9.10701E-01	4.81958E+00
9.10915E-01	4.59903E+00
9.11585E-01	3.75391E+00
9.11630E-01	3.70368E+00
9.11719E-01	3.63465E+00
9.12300E-01	3.23107E+00
9.12345E-01	3.20562E+00
9.12774E-01	3.11634E+00
9.13042E-01	3.03228E+00
9.13060E-01	3.03090E+00
9.13118E-01	3.04232E+00
9.13293E-01	3.10929E+00
9.13351E-01	3.13643E+00
9.13409E-01	3.18191E+00
9.13525E-01	3.30132E+00
9.13680E-01	3.53759E+00
9.13700E-01	3.54326E+00
9.13741E-01	3.52644E+00
9.14188E-01	3.22111E+00
9.14289E-01	3.17700E+00
9.14980E-01	2.92198E+00
9.16280E-01	2.86242E+00
9.17255E-01	2.61953E+00
9.17580E-01	2.53473E+00
9.18165E-01	2.24602E+00
9.18311E-01	2.17332E+00
9.18360E-01	2.15275E+00
9.18425E-01	2.13772E+00
9.18848E-01	2.06676E+00
9.18864E-01	2.06611E+00
9.18880E-01	2.06726E+00
9.19214E-01	2.20066E+00
9.19245E-01	2.20284E+00
9.19672E-01	2.16375E+00
9.19699E-01	2.16651E+00
9.19728E-01	2.17944E+00
9.19767E-01	2.21303E+00
9.20654E-01	3.13355E+00
9.21359E-01	3.87195E+00
9.21385E-01	3.89021E+00
9.21886E-01	3.91584E+00
9.22220E-01	4.13002E+00
9.22278E-01	4.13679E+00
9.22571E-01	4.12665E+00
9.22658E-01	4.09849E+00
9.23155E-01	3.87816E+00
9.24090E-01	3.73765E+00
9.25025E-01	3.72557E+00
9.25586E-01	3.50479E+00
9.25925E-01	3.34727E+00
9.25937E-01	3.34525E+00
9.25960E-01	3.34889E+00
9.25992E-01	3.37311E+00
9.26151E-01	3.57800E+00
9.26422E-01	3.93105E+00
9.26454E-01	3.95760E+00
9.26466E-01	3.95988E+00
9.26488E-01	3.95076E+00
9.26540E-01	3.89914E+00
9.26573E-01	3.88786E+00
9.26645E-01	3.89593E+00
9.26776E-01	3.87532E+00
9.26820E-01	3.85856E+00
9.26995E-01	3.70608E+00
9.27104E-01	3.62641E+00
9.27159E-01	3.58088E+00
9.27170E-01	3.57632E+00
9.27378E-01	3.65333E+00
9.27559E-01	3.69372E+00
9.27585E-01	3.70667E+00
9.27637E-01	3.75227E+00
9.28000E-01	4.14372E+00
9.28363E-01	4.59764E+00
9.28415E-01	4.65476E+00
9.28664E-01	4.80560E+00
9.28809E-01	4.91719E+00
9.28830E-01	4.92529E+00
9.29020E-01	4.88614E+00
9.29071E-01	4.91390E+00
9.29223E-01	5.03716E+00
9.29290E-01	5.09990E+00
9.29492E-01	5.38666E+00
9.30100E-01	6.27413E+00
9.30319E-01	6.47523E+00
9.30370E-01	6.49931E+00
9.30421E-01	6.47317E+00
9.30642E-01	6.26200E+00
9.30915E-01	5.97256E+00
9.31460E-01	5.49223E+00
9.32005E-01	5.23307E+00
9.32168E-01	5.04584E+00
9.32291E-01	4.89603E+00
9.32332E-01	4.82554E+00
9.32373E-01	4.71766E+00
9.32509E-01	4.29467E+00
9.32536E-01	4.23082E+00
9.32550E-01	4.21147E+00
9.32574E-01	4.20146E+00
9.32599E-01	4.21483E+00
9.32696E-01	4.31594E+00
9.32745E-01	4.37569E+00
9.32842E-01	4.53826E+00
9.32903E-01	4.63952E+00
9.32928E-01	4.66485E+00
9.32940E-01	4.66943E+00
9.32962E-01	4.66161E+00
9.33000E-01	4.61368E+00
9.33030E-01	4.55310E+00
9.33060E-01	4.46922E+00
9.33180E-01	4.05406E+00
9.33240E-01	3.87850E+00
9.33375E-01	3.50792E+00
9.33405E-01	3.43472E+00
9.33435E-01	3.37951E+00
9.33480E-01	3.32718E+00
9.33660E-01	3.16317E+00
9.33780E-01	3.07962E+00
9.33855E-01	3.04205E+00
9.33892E-01	3.03451E+00
9.34010E-01	3.07867E+00
9.34051E-01	3.06947E+00
9.34144E-01	3.02574E+00
9.34154E-01	3.02407E+00
9.34184E-01	3.03156E+00
9.34209E-01	3.05395E+00
9.34347E-01	3.23318E+00
9.34416E-01	3.32827E+00
9.34450E-01	3.39246E+00
9.34484E-01	3.48194E+00
9.34691E-01	4.12459E+00
9.34725E-01	4.22595E+00
9.34794E-01	4.40535E+00
9.34897E-01	4.65717E+00
9.34948E-01	4.76736E+00
9.34974E-01	4.80694E+00
9.34991E-01	4.81615E+00
9.35008E-01	4.80629E+00
9.35031E-01	4.76126E+00
9.35063E-01	4.66737E+00
9.35188E-01	4.24691E+00
9.35281E-01	3.95849E+00
9.35453E-01	3.44549E+00
9.35484E-01	3.36076E+00
9.35516E-01	3.29413E+00
9.35562E-01	3.22467E+00
9.35953E-01	2.72844E+00
9.35984E-01	2.69463E+00
9.36016E-01	2.67299E+00
9.36063E-01	2.66107E+00
9.36500E-01	2.60889E+00
9.36800E-01	2.51764E+00
9.36956E-01	2.48232E+00
9.36962E-01	2.48208E+00
9.36988E-01	2.48750E+00
9.37011E-01	2.50600E+00
9.37032E-01	2.53499E+00
9.37107E-01	2.66808E+00
9.37139E-01	2.71826E+00
9.37171E-01	2.75683E+00
9.37321E-01	2.90080E+00
9.37363E-01	2.95405E+00
9.37664E-01	3.41485E+00
9.37706E-01	3.46418E+00
9.37984E-01	3.67433E+00
9.38027E-01	3.69406E+00
9.38040E-01	3.69541E+00
9.38104E-01	3.67996E+00
9.38194E-01	3.65062E+00
9.38207E-01	3.64945E+00
9.38233E-01	3.65603E+00
9.38370E-01	3.80484E+00
9.38382E-01	3.80739E+00
9.38419E-01	3.79546E+00
9.38516E-01	3.71870E+00
9.38565E-01	3.66617E+00
9.38614E-01	3.58880E+00
9.38760E-01	3.32947E+00
9.38838E-01	3.21657E+00
9.38936E-01	3.08584E+00
9.38974E-01	3.04726E+00
9.39053E-01	2.99115E+00
9.39092E-01	2.94586E+00
9.39130E-01	2.89187E+00
9.39158E-01	2.86779E+00
9.39183E-01	2.86203E+00
9.39250E-01	2.87694E+00
9.39384E-01	2.91894E+00
9.39652E-01	3.03143E+00
9.39702E-01	3.04266E+00
9.39718E-01	3.04314E+00
9.40170E-01	3.01055E+00
9.40203E-01	3.01541E+00
9.40220E-01	3.02391E+00
9.40253E-01	3.05604E+00
9.40655E-01	3.61841E+00
9.40722E-01	3.71658E+00
9.40755E-01	3.78215E+00
9.40785E-01	3.86205E+00
9.40956E-01	4.40925E+00
9.41036E-01	4.66799E+00
9.41076E-01	4.78953E+00
9.41183E-01	5.06313E+00
9.41250E-01	5.21993E+00
9.41277E-01	5.25368E+00
9.41283E-01	5.25509E+00
9.41306E-01	5.23493E+00
9.41321E-01	5.20025E+00
9.41352E-01	5.10189E+00
9.41508E-01	4.54647E+00
9.41539E-01	4.44663E+00
9.41586E-01	4.32281E+00
9.41877E-01	3.63939E+00
9.41912E-01	3.57217E+00
9.41951E-01	3.52168E+00
9.42496E-01	3.03285E+00
9.42535E-01	3.00508E+00
9.42593E-01	2.98339E+00
9.43158E-01	2.84863E+00
9.43531E-01	2.74585E+00
9.43733E-01	2.71372E+00
9.43749E-01	2.71310E+00
9.43780E-01	2.71902E+00
9.43902E-01	2.80644E+00
9.44010E-01	2.85709E+00
9.44056E-01	2.89668E+00
9.44239E-01	3.11300E+00
9.44270E-01	3.15770E+00
9.44319E-01	3.24898E+00
9.44662E-01	3.96193E+00
9.44723E-01	4.09147E+00
9.44748E-01	4.12874E+00
9.44768E-01	4.14274E+00
9.44776E-01	4.14353E+00
9.44809E-01	4.12643E+00
9.44987E-01	3.94672E+00
9.45020E-01	3.92791E+00
9.45267E-01	3.99712E+00
9.45484E-01	4.08287E+00
9.45515E-01	4.10236E+00
9.45577E-01	4.16416E+00
9.45763E-01	4.38168E+00
9.45917E-01	4.61304E+00
9.45964E-01	4.66830E+00
9.45995E-01	4.68750E+00
9.46010E-01	4.68477E+00
9.46038E-01	4.65478E+00
9.46093E-01	4.54285E+00
9.46371E-01	3.93674E+00
9.46856E-01	3.02407E+00
9.46884E-01	2.97953E+00
9.46912E-01	2.94716E+00
9.46953E-01	2.91942E+00
9.47088E-01	2.85769E+00
9.47090E-01	2.85677E+00
9.47563E-01	2.63996E+00
9.47785E-01	2.54257E+00
9.48672E-01	2.41322E+00
9.48722E-01	2.38528E+00
9.49172E-01	2.07779E+00
9.49205E-01	2.06193E+00
9.49236E-01	2.05545E+00
9.49267E-01	2.05418E+00
9.49546E-01	2.05858E+00
9.49577E-01	2.06281E+00
9.50165E-01	2.21277E+00
9.50196E-01	2.22393E+00
9.50285E-01	2.27242E+00
9.50313E-01	2.28881E+00
9.51150E-01	2.78136E+00
9.52104E-01	3.40711E+00
9.52700E-01	3.67542E+00
9.52740E-01	3.68432E+00
9.52775E-01	3.68286E+00
9.52810E-01	3.69051E+00
9.52837E-01	3.71410E+00
9.52918E-01	3.81664E+00
9.53025E-01	3.91988E+00
9.53186E-01	4.03179E+00
9.53240E-01	4.06422E+00
9.53455E-01	4.14775E+00
9.53562E-01	4.20956E+00
9.53605E-01	4.25522E+00
9.53659E-01	4.32067E+00
9.53689E-01	4.33403E+00
9.53747E-01	4.31667E+00
9.54288E-01	4.05896E+00
9.54905E-01	3.73028E+00
9.55523E-01	3.37710E+00
9.55893E-01	3.20824E+00
9.56094E-01	3.15796E+00
9.56109E-01	3.15613E+00
9.56140E-01	3.15982E+00
9.56184E-01	3.18733E+00
9.56228E-01	3.23425E+00
9.56258E-01	3.27749E+00
9.56346E-01	3.43649E+00
9.56387E-01	3.51716E+00
9.56507E-01	3.75515E+00
9.56551E-01	3.82659E+00
9.56581E-01	3.85939E+00
9.56595E-01	3.86549E+00
9.56610E-01	3.86092E+00
9.56630E-01	3.83578E+00
9.56650E-01	3.79259E+00
9.56690E-01	3.67970E+00
9.56790E-01	3.36558E+00
9.56830E-01	3.25408E+00
9.56890E-01	3.11169E+00
9.56920E-01	3.05326E+00
9.56950E-01	3.01399E+00
9.56980E-01	2.99351E+00
9.57010E-01	2.98731E+00
9.57039E-01	2.99373E+00
9.57082E-01	3.02018E+00
9.57111E-01	3.04936E+00
9.57154E-01	3.11058E+00
9.57240E-01	3.25246E+00
9.57369E-01	3.49187E+00
9.57412E-01	3.55836E+00
9.57441E-01	3.58993E+00
9.57459E-01	3.59767E+00
9.57481E-01	3.58809E+00
9.57503E-01	3.55786E+00
9.57558E-01	3.44195E+00
9.57624E-01	3.30303E+00
9.57778E-01	3.03368E+00
9.57822E-01	2.96551E+00
9.57866E-01	2.91238E+00
9.58131E-01	2.64140E+00
9.58175E-01	2.60395E+00
9.58219E-01	2.58130E+00
9.58527E-01	2.47665E+00
9.58704E-01	2.42539E+00
9.58748E-01	2.40497E+00
9.58858E-01	2.32490E+00
9.58888E-01	2.31416E+00
9.58899E-01	2.31323E+00
9.58942E-01	2.32011E+00
9.59253E-01	2.40743E+00
9.59378E-01	2.43895E+00
9.59471E-01	2.44216E+00
9.60125E-01	2.43994E+00
9.61370E-01	2.42610E+00
9.62615E-01	2.62642E+00
9.63831E-01	2.89824E+00
9.63841E-01	2.89868E+00
9.63912E-01	2.88668E+00
9.63930E-01	2.89139E+00
9.63951E-01	2.90802E+00
9.63972E-01	2.93447E+00
9.64227E-01	3.33571E+00
9.64258E-01	3.37547E+00
9.64285E-01	3.39415E+00
9.64325E-01	3.40049E+00
9.64777E-01	3.36913E+00
9.65599E-01	3.43517E+00
9.65652E-01	3.45620E+00
9.66435E-01	4.00887E+00
9.66473E-01	4.03595E+00
9.66981E-01	4.23184E+00
9.67299E-01	4.32095E+00
9.67304E-01	4.32112E+00
9.67358E-01	4.30523E+00
9.67930E-01	3.94180E+00
9.68483E-01	3.77348E+00
9.68521E-01	3.76764E+00
9.68560E-01	3.77912E+00
9.68621E-01	3.82688E+00
9.68662E-01	3.86935E+00
9.68702E-01	3.92881E+00
9.68865E-01	4.21214E+00
9.69068E-01	4.47700E+00
9.69170E-01	4.60101E+00
9.69210E-01	4.63095E+00
9.69515E-01	4.70102E+00
9.69678E-01	4.77600E+00
9.69718E-01	4.80824E+00
9.69820E-01	4.93243E+00
9.69885E-01	4.97362E+00
9.69910E-01	5.00301E+00
9.69938E-01	5.06117E+00
9.69996E-01	5.18675E+00
9.70131E-01	5.38849E+00
9.70477E-01	6.02177E+00
9.70515E-01	6.08126E+00
9.70682E-01	6.23656E+00
9.70710E-01	6.24996E+00
9.70742E-01	6.23453E+00
9.70807E-01	6.13699E+00
9.70982E-01	5.84414E+00
9.71070E-01	5.68815E+00
9.71201E-01	5.37714E+00
9.71562E-01	4.49873E+00
9.71609E-01	4.40959E+00
9.71677E-01	4.32568E+00
9.72470E-01	3.45891E+00
9.73304E-01	2.63662E+00
9.73345E-01	2.58765E+00
9.73394E-01	2.50992E+00
9.73821E-01	1.75904E+00
9.73845E-01	1.72069E+00
9.73862E-01	1.69995E+00
9.73881E-01	1.68258E+00
9.73903E-01	1.67132E+00
9.73936E-01	1.66424E+00
9.74132E-01	1.64287E+00
9.74232E-01	1.63491E+00
9.74245E-01	1.63483E+00
9.74343E-01	1.63853E+00
9.74380E-01	1.64560E+00
9.74418E-01	1.66062E+00
9.74578E-01	1.74763E+00
9.74615E-01	1.77558E+00
9.74652E-01	1.81532E+00
9.74936E-01	2.18029E+00
9.74973E-01	2.23365E+00
9.74992E-01	2.26910E+00
9.75010E-01	2.31639E+00
9.75029E-01	2.37765E+00
9.75047E-01	2.45075E+00
9.75096E-01	2.67072E+00
9.75356E-01	3.85691E+00
9.75405E-01	4.09535E+00
9.75464E-01	4.41724E+00
9.75598E-01	5.16609E+00
9.75627E-01	5.31170E+00
9.75652E-01	5.40383E+00
9.75681E-01	5.47708E+00
9.75741E-01	5.57453E+00
9.75780E-01	5.62045E+00
9.75800E-01	5.62606E+00
9.75831E-01	5.60338E+00
9.75882E-01	5.51871E+00
9.75923E-01	5.43500E+00
9.75963E-01	5.32895E+00
9.76127E-01	4.84416E+00
9.76291E-01	4.44503E+00
9.76414E-01	4.15370E+00
9.76455E-01	4.07155E+00
9.76496E-01	4.01594E+00
9.76701E-01	3.81404E+00
9.76783E-01	3.73919E+00
9.76946E-01	3.64264E+00
9.77049E-01	3.59932E+00
9.77090E-01	3.58995E+00
9.77125E-01	3.59659E+00
9.77170E-01	3.62625E+00
9.77290E-01	3.73795E+00
9.77410E-01	3.86671E+00
9.77560E-01	4.04201E+00
9.77590E-01	4.08399E+00
9.77650E-01	4.18961E+00
9.77770E-01	4.41920E+00
9.77830E-01	4.54052E+00
9.77980E-01	4.89363E+00
9.78025E-01	4.98341E+00
9.78055E-01	5.02409E+00
9.78074E-01	5.03241E+00
9.78102E-01	5.01657E+00
9.78166E-01	4.92300E+00
9.78291E-01	4.72371E+00
9.78453E-01	4.46515E+00
9.78501E-01	4.41001E+00
9.78836E-01	4.18533E+00
9.79092E-01	4.02404E+00
9.80115E-01	3.89278E+00
9.80871E-01	3.65978E+00
9.81137E-01	3.57764E+00
9.81751E-01	3.24599E+00
9.82109E-01	3.07491E+00
9.82134E-01	3.06930E+00
9.82160E-01	3.07671E+00
9.82183E-01	3.09841E+00
9.82221E-01	3.15649E+00
9.82344E-01	3.36957E+00
9.82405E-01	3.47072E+00
9.82527E-01	3.63232E+00
9.82604E-01	3.72653E+00
9.82635E-01	3.74900E+00
9.82642E-01	3.75027E+00
9.82668E-01	3.73776E+00
9.82687E-01	3.71517E+00
9.82908E-01	3.33276E+00
9.82945E-01	3.27511E+00
9.83019E-01	3.18201E+00
9.83203E-01	2.96797E+00
9.83240E-01	2.93383E+00
9.83277E-01	2.91276E+00
9.83535E-01	2.82847E+00
9.83683E-01	2.80016E+00
9.83836E-01	2.72911E+00
9.83841E-01	2.72908E+00
9.83876E-01	2.73653E+00
9.84104E-01	2.83558E+00
9.84195E-01	2.88792E+00
9.84560E-01	3.11603E+00
9.85071E-01	3.47623E+00
9.85254E-01	3.59637E+00
9.85290E-01	3.60319E+00
9.85578E-01	3.35234E+00
9.85867E-01	3.15173E+00
9.86445E-01	2.77999E+00
9.86733E-01	2.53143E+00
9.87022E-01	2.28244E+00
9.87282E-01	2.10529E+00
9.87347E-01	2.06493E+00
9.87381E-01	2.05313E+00
9.87417E-01	2.05036E+00
9.87562E-01	2.05942E+00
9.87598E-01	2.07099E+00
9.87634E-01	2.09725E+00
9.87730E-01	2.19330E+00
9.87754E-01	2.21424E+00
9.87985E-01	2.35273E+00
9.88101E-01	2.44631E+00
9.88187E-01	2.52207E+00
9.88216E-01	2.55542E+00
9.88254E-01	2.61420E+00
9.88331E-01	2.74623E+00
9.88351E-01	2.77096E+00
9.88375E-01	2.78685E+00
9.88383E-01	2.78791E+00
9.88420E-01	2.78072E+00
9.88440E-01	2.78670E+00
9.88457E-01	2.80667E+00
9.88476E-01	2.84916E+00
9.88529E-01	2.99782E+00
9.88555E-01	3.05304E+00
9.88594E-01	3.10769E+00
9.88844E-01	3.38764E+00
9.88891E-01	3.45531E+00
9.89038E-01	3.71582E+00
9.89227E-01	4.03449E+00
9.89269E-01	4.10481E+00
9.89300E-01	4.12928E+00
9.89310E-01	4.13022E+00
9.89349E-01	4.11169E+00
9.89879E-01	3.68222E+00
9.89918E-01	3.65637E+00
9.90006E-01	3.62667E+00
9.90860E-01	3.40997E+00
9.92430E-01	3.35827E+00
9.92711E-01	3.27821E+00
9.94000E-01	2.91036E+00
9.94942E-01	2.54479E+00
9.95335E-01	2.48808E+00
9.95531E-01	2.46267E+00
9.95570E-01	2.46638E+00
9.95739E-01	2.55751E+00
9.95908E-01	2.60459E+00
9.96203E-01	2.67061E+00
9.96234E-01	2.68969E+00
9.96256E-01	2.71367E+00
9.96287E-01	2.76662E+00
9.96520E-01	3.24355E+00
9.96562E-01	3.33952E+00
9.96594E-01	3.43214E+00
9.96625E-01	3.54664E+00
9.96794E-01	4.22769E+00
9.96878E-01	4.57278E+00
9.96909E-01	4.67798E+00
9.96929E-01	4.72080E+00
9.96955E-01	4.75193E+00
9.97024E-01	4.77391E+00
9.97163E-01	4.79603E+00
9.97198E-01	4.78029E+00
9.97233E-01	4.73471E+00
9.97615E-01	3.99401E+00
9.98258E-01	2.87093E+00
9.98293E-01	2.81709E+00
9.98321E-01	2.78500E+00
9.98353E-01	2.76236E+00
9.99005E-01	2.48536E+00
9.99422E-01	2.33360E+00
9.99665E-01	2.20177E+00
9.99700E-01	2.19255E+00
9.99705E-01	2.19236E+00
9.99738E-01	2.19782E+00
9.99944E-01	2.28460E+00
9.99981E-01	2.30860E+00
1.00000E+00	2.32578E+00
1.00015E+00	2.48551E+00
1.00017E+00	2.50529E+00
1.00020E+00	2.51279E+00
1.00030E+00	2.45502E+00
1.00032E+00	2.46007E+00
1.00036E+00	2.48932E+00
1.00075E+00	2.86114E+00
1.00078E+00	2.88267E+00
1.00081E+00	2.88849E+00
1.00084E+00	2.87901E+00
1.00093E+00	2.82541E+00
1.00098E+00	2.79142E+00
1.00115E+00	2.64425E+00
1.00133E+00	2.54514E+00
1.00148E+00	2.46397E+00
1.00152E+00	2.44963E+00
1.00196E+00	2.39609E+00
1.00209E+00	2.37313E+00
1.00217E+00	2.35871E+00
1.00218E+00	2.35870E+00
1.00220E+00	2.36192E+00
1.00241E+00	2.50761E+00
1.00259E+00	2.59881E+00
1.00262E+00	2.61930E+00
1.00264E+00	2.64913E+00
1.00268E+00	2.70968E+00
1.00301E+00	3.28254E+00
1.00305E+00	3.36665E+00
1.00308E+00	3.45304E+00
1.00347E+00	4.68936E+00
1.00373E+00	5.49107E+00
1.00386E+00	5.86325E+00
1.00389E+00	5.92602E+00
1.00391E+00	5.93931E+00
1.00394E+00	5.91484E+00
1.00425E+00	5.41118E+00
1.00460E+00	4.86267E+00
1.00528E+00	3.62319E+00
1.00532E+00	3.55787E+00
1.00596E+00	2.82726E+00
1.00600E+00	2.78706E+00
1.00604E+00	2.76673E+00
1.00639E+00	2.66767E+00
1.00642E+00	2.65638E+00
1.00649E+00	2.61076E+00
1.00665E+00	2.49634E+00
1.00668E+00	2.48017E+00
1.00669E+00	2.47927E+00
1.00672E+00	2.48591E+00
1.00675E+00	2.51101E+00
1.00715E+00	2.96362E+00
1.00718E+00	2.99016E+00
1.00722E+00	3.00044E+00
1.00722E+00	3.00044E+00
1.00725E+00	2.99331E+00
1.00756E+00	2.85130E+00
1.00760E+00	2.84540E+00
1.00764E+00	2.85648E+00
1.00769E+00	2.89304E+00
1.00772E+00	2.92297E+00
1.00775E+00	2.96506E+00
1.00784E+00	3.14020E+00
1.00790E+00	3.25554E+00
1.00797E+00	3.42101E+00
1.00811E+00	3.78159E+00
1.00815E+00	3.88559E+00
1.00819E+00	3.93757E+00
1.00821E+00	3.95413E+00
1.00821E+00	3.95499E+00
1.00824E+00	3.94190E+00
1.00833E+00	3.83083E+00
1.00839E+00	3.75537E+00
1.00858E+00	3.44563E+00
1.00863E+00	3.36128E+00
1.00873E+00	3.22439E+00
1.00901E+00	2.88022E+00
1.00905E+00	2.84212E+00
1.00909E+00	2.82174E+00
1.00936E+00	2.75649E+00
1.00947E+00	2.73535E+00
1.00973E+00	2.73058E+00
1.00981E+00	2.70391E+00
1.00988E+00	2.68423E+00
1.00990E+00	2.68293E+00
1.00994E+00	2.69127E+00
1.01026E+00	2.84185E+00
1.01030E+00	2.86844E+00
1.01035E+00	2.92404E+00
1.01065E+00	3.31599E+00
1.01069E+00	3.35061E+00
1.01071E+00	3.35603E+00
1.01074E+00	3.34542E+00
1.01085E+00	3.24781E+00
1.01100E+00	3.11571E+00
1.01124E+00	2.96057E+00
1.01128E+00	2.94208E+00
1.01131E+00	2.93690E+00
1.01136E+00	2.94595E+00
1.01153E+00	3.00991E+00
1.01171E+00	3.09006E+00
1.01175E+00	3.12252E+00
1.01179E+00	3.17976E+00
1.01217E+00	3.82004E+00
1.01223E+00	3.89543E+00
1.01261E+00	4.26936E+00
1.01265E+00	4.29534E+00
1.01292E+00	4.22524E+00
1.01310E+00	4.35480E+00
1.01314E+00	4.34494E+00
1.01318E+00	4.31376E+00
1.01321E+00	4.28369E+00
1.01332E+00	4.13014E+00
1.01352E+00	3.83200E+00
1.01355E+00	3.79628E+00
1.01361E+00	3.74513E+00
1.01388E+00	3.55276E+00
1.01391E+00	3.52008E+00
1.01399E+00	3.40836E+00
1.01402E+00	3.38480E+00
1.01405E+00	3.37553E+00
1.01407E+00	3.37465E+00
1.01412E+00	3.37818E+00
1.01418E+00	3.40019E+00
1.01435E+00	3.52345E+00
1.01467E+00	3.78351E+00
1.01470E+00	3.82543E+00
1.01474E+00	3.90176E+00
1.01503E+00	4.49400E+00
1.01508E+00	4.61745E+00
1.01523E+00	5.08325E+00
1.01528E+00	5.18828E+00
1.01535E+00	5.30991E+00
1.01538E+00	5.35249E+00
1.01540E+00	5.36106E+00
1.01543E+00	5.35032E+00
1.01552E+00	5.23942E+00
1.01564E+00	5.08659E+00
1.01568E+00	5.05653E+00
1.01605E+00	4.94638E+00
1.01637E+00	4.69535E+00
1.01670E+00	4.43060E+00
1.01686E+00	4.21829E+00
1.01727E+00	3.66979E+00
1.01735E+00	3.56520E+00
1.01754E+00	3.37557E+00
1.01787E+00	3.06322E+00
1.01797E+00	2.97091E+00
1.01800E+00	2.95313E+00
1.01825E+00	3.02386E+00
1.01850E+00	3.05959E+00
1.01869E+00	3.14201E+00
1.01878E+00	3.19004E+00
1.01883E+00	3.23024E+00
1.01896E+00	3.40370E+00
1.01899E+00	3.42548E+00
1.01902E+00	3.43332E+00
1.01905E+00	3.42058E+00
1.02005E+00	2.75248E+00
1.02009E+00	2.73646E+00
1.02010E+00	2.73580E+00
1.02012E+00	2.73956E+00
1.02015E+00	2.75760E+00
1.02032E+00	2.90209E+00
1.02035E+00	2.93443E+00
1.02041E+00	3.01754E+00
1.02055E+00	3.21943E+00
1.02058E+00	3.25369E+00
1.02060E+00	3.26342E+00
