E(MeV)	"U-238(N,TOT)"
7.77613E-03	9.46764
7.77683E-03	7.84404
7.77731E-03	6.77043
7.77769E-03	6.11441
7.77813E-03	5.63671
7.77850E-03	5.6266
7.77882E-03	6.11986
7.77912E-03	7.26386
7.77938E-03	8.98843
7.77965E-03	11.8811
7.77993E-03	16.2694
7.78021E-03	22.1866
7.78067E-03	35.6083
7.78146E-03	64.9067
7.78193E-03	81.0351
7.78230E-03	89.1937
7.78278E-03	92.0549
7.78337E-03	83.8212
7.78421E-03	60.2828
7.78462E-03	48.9043
7.78490E-03	42.2454
7.78515E-03	37.1215
7.78544E-03	32.5434
7.78569E-03	29.2644
7.78598E-03	26.2666
7.78622E-03	24.3455
7.78653E-03	22.4389
7.78685E-03	20.9336
7.78717E-03	19.8185
7.78754E-03	18.7739
7.78797E-03	17.8404
7.78872E-03	16.6458
7.78951E-03	15.7279
7.79021E-03	15.0461
7.79111E-03	14.3124
7.79166E-03	13.9512
7.79212E-03	13.7155
7.79261E-03	13.537
7.79327E-03	13.4349
7.79455E-03	13.4408
7.79544E-03	13.25
7.79671E-03	12.5496
7.79822E-03	11.4037
7.79896E-03	10.873
7.79955E-03	10.5217
7.79995E-03	10.3117
7.80035E-03	10.116
7.80085E-03	9.86048
7.80139E-03	9.57418
7.80205E-03	9.19588
7.80275E-03	8.72763
7.80331E-03	8.29742
7.80369E-03	7.97894
7.80405E-03	7.67634
7.80435E-03	7.42688
7.80464E-03	7.2372
7.80489E-03	7.16108
7.80510E-03	7.1943
7.80530E-03	7.36129
7.80550E-03	7.70488
7.80569E-03	8.24415
7.80590E-03	9.2001
7.80616E-03	10.8359
7.80641E-03	13.1546
7.80673E-03	17.2502
7.80718E-03	24.98
7.80792E-03	39.9945
7.80836E-03	47.5773
7.80878E-03	51.8082
7.80914E-03	52.7639
7.80977E-03	49.93
7.81055E-03	45.1699
7.81106E-03	44.0632
7.81140E-03	43.973
7.81178E-03	43.7586
7.81210E-03	42.9496
7.81239E-03	41.5517
7.81273E-03	39.0326
7.81319E-03	34.6974
7.81363E-03	30.1418
7.81406E-03	26.2602
7.81447E-03	23.2347
7.81493E-03	20.7339
7.81532E-03	19.294
7.81577E-03	18.1688
7.81623E-03	17.3408
7.81671E-03	16.7375
7.81726E-03	16.2065
7.81788E-03	15.7453
7.81839E-03	15.4317
7.81882E-03	15.2049
7.81916E-03	15.0754
7.81956E-03	14.953
7.82008E-03	14.9106
7.82062E-03	15.0142
7.82175E-03	15.5091
7.82254E-03	15.6024
7.82333E-03	15.119
7.82454E-03	13.9377
7.82513E-03	13.5237
7.82567E-03	13.2766
7.82606E-03	13.1579
7.82645E-03	13.0606
7.82681E-03	12.9843
7.82734E-03	12.8969
7.82807E-03	12.7826
7.83006E-03	12.477
7.83306E-03	12.033
7.83542E-03	11.6682
7.83695E-03	11.3677
7.83784E-03	11.1526
7.83839E-03	11.007
7.83881E-03	10.8813
7.83921E-03	10.7475
7.83982E-03	10.5842
7.84038E-03	10.5292
7.84085E-03	10.71
7.84144E-03	11.6017
7.84202E-03	13.6151
7.84312E-03	20.5656
7.84374E-03	24.1777
7.84446E-03	25.2223
7.84538E-03	21.5318
7.84598E-03	18.6551
7.84643E-03	17.4574
7.84690E-03	17.5096
7.84781E-03	20.6083
7.84855E-03	23.1823
7.84914E-03	23.4384
7.84997E-03	20.9554
7.85083E-03	17.4161
7.85127E-03	16.0159
7.85172E-03	15.035
7.85217E-03	14.3984
7.85271E-03	13.9283
7.85401E-03	13.3601
7.85535E-03	13.0019
7.85605E-03	12.8646
7.85660E-03	12.7676
7.85732E-03	12.6764
7.85839E-03	12.5447
7.85981E-03	12.4085
7.86068E-03	12.3336
7.86135E-03	12.2796
7.86203E-03	12.2475
7.86273E-03	12.2251
7.86339E-03	12.2244
7.86396E-03	12.2599
7.86464E-03	12.4136
7.86606E-03	13.0251
7.86695E-03	13.1071
7.86839E-03	12.411
7.86917E-03	12.0449
7.86969E-03	11.9071
7.87018E-03	11.8312
7.87060E-03	11.7891
7.87104E-03	11.7559
7.87144E-03	11.7333
7.87196E-03	11.7142
7.87245E-03	11.6976
7.87296E-03	11.6832
7.87341E-03	11.6748
7.87394E-03	11.6754
7.87456E-03	11.6994
7.87582E-03	11.8166
7.87672E-03	11.8491
7.87792E-03	11.7054
7.87894E-03	11.5656
7.87937E-03	11.5504
7.87983E-03	11.5974
7.88044E-03	11.796
7.88116E-03	12.3143
7.88265E-03	13.8452
7.88359E-03	13.9576
7.88508E-03	12.4171
7.88582E-03	11.7378
7.88640E-03	11.4276
7.88685E-03	11.2865
7.88729E-03	11.2248
7.88770E-03	11.1892
7.88808E-03	11.1658
7.88845E-03	11.1476
7.88896E-03	11.1263
7.88948E-03	11.1076
7.89000E-03	11.0932
7.89058E-03	11.0857
7.89129E-03	11.0922
7.89281E-03	11.1077
7.89376E-03	11.0453
7.89511E-03	10.9109
7.89577E-03	10.862
7.89631E-03	10.8321
7.89681E-03	10.8027
7.89753E-03	10.7623
7.89837E-03	10.7172
7.89899E-03	10.6853
7.89950E-03	10.6631
7.89996E-03	10.6504
7.90037E-03	10.6516
7.90094E-03	10.6883
7.90165E-03	10.8155
7.90320E-03	11.3481
7.90457E-03	12.297
7.90583E-03	14.0866
7.90660E-03	14.3435
7.90769E-03	12.9859
7.90829E-03	12.8023
7.90879E-03	13.8347
7.90938E-03	16.6714
7.91042E-03	22.6854
7.91098E-03	23.9914
7.91154E-03	23.1266
7.91272E-03	17.9324
7.91335E-03	15.7189
7.91456E-03	13.6757
7.91568E-03	12.572
7.91650E-03	12.0148
7.91698E-03	11.8455
7.91743E-03	11.793
7.91803E-03	11.8783
7.91934E-03	12.4046
7.92011E-03	12.4779
7.92099E-03	12.1103
7.92227E-03	11.3728
7.92288E-03	11.162
7.92338E-03	11.0727
7.92375E-03	11.0275
7.92405E-03	10.999
7.92443E-03	10.9905
7.92480E-03	10.9968
7.92522E-03	11.0314
7.92567E-03	11.1343
7.92625E-03	11.4008
7.92783E-03	12.675
7.92875E-03	12.9058
7.93046E-03	11.9537
7.93158E-03	11.3251
7.93228E-03	11.1381
7.93285E-03	11.1347
7.93359E-03	11.4364
7.93447E-03	12.4505
7.93604E-03	16.6058
7.93686E-03	18.2384
7.93752E-03	17.8045
7.93870E-03	14.1207
7.93935E-03	12.2496
7.93989E-03	11.2712
7.94033E-03	10.8335
7.94071E-03	10.6187
7.94109E-03	10.5058
7.94153E-03	10.4538
7.94210E-03	10.4399
7.94283E-03	10.538
7.94350E-03	10.7832
7.94427E-03	11.451
7.94569E-03	13.8818
7.94648E-03	14.7574
7.94733E-03	14.2023
7.94861E-03	11.8753
7.94919E-03	11.0902
7.94968E-03	10.6975
7.95007E-03	10.5066
7.95048E-03	10.3936
7.95084E-03	10.331
7.95126E-03	10.2878
7.95174E-03	10.2476
7.95238E-03	10.1994
7.95413E-03	10.0942
7.95560E-03	9.99773
7.95633E-03	9.94506
7.95685E-03	9.89868
7.95725E-03	9.86752
7.95768E-03	9.8467
7.95810E-03	9.84885
7.95849E-03	9.89805
7.95905E-03	10.1018
7.95997E-03	10.8901
7.96114E-03	12.0972
7.96192E-03	12.1834
7.96307E-03	11.2235
7.96381E-03	10.6149
7.96421E-03	10.4058
7.96463E-03	10.2824
7.96508E-03	10.2655
7.96563E-03	10.409
7.96688E-03	11.17
7.96787E-03	11.4245
7.96890E-03	10.8039
7.97009E-03	9.86855
7.97067E-03	9.60728
7.97113E-03	9.46981
7.97153E-03	9.38648
7.97192E-03	9.32493
7.97240E-03	9.27041
7.97312E-03	9.22253
7.97449E-03	9.12088
7.97552E-03	8.83143
7.97665E-03	8.36143
7.97709E-03	8.32441
7.97745E-03	8.51906
7.97781E-03	9.06485
7.97826E-03	10.4666
7.97872E-03	13.0391
7.97951E-03	19.7098
7.98030E-03	26.244
7.98082E-03	28.233
7.98136E-03	27.4142
7.98257E-03	19.649
7.98312E-03	16.424
7.98350E-03	14.8634
7.98396E-03	13.6414
7.98454E-03	13.003
7.98543E-03	13.0993
7.98663E-03	14.4387
7.98798E-03	16.798
7.98874E-03	16.7268
7.98992E-03	13.9461
7.99078E-03	11.9751
7.99150E-03	11.1766
7.99298E-03	10.4847
7.99420E-03	10.0223
7.99479E-03	9.90913
7.99538E-03	9.91817
7.99649E-03	10.2238
7.99752E-03	10.5077
7.99835E-03	10.4437
7.99956E-03	10.0268
8.00013E-03	9.92538
8.00053E-03	9.97015
8.00102E-03	10.2352
8.00155E-03	10.8348
8.00274E-03	13.1017
8.00356E-03	14.0265
8.00433E-03	13.4095
8.00554E-03	10.9236
8.00616E-03	9.96732
8.00664E-03	9.51779
8.00705E-03	9.29899
8.00743E-03	9.17666
8.00784E-03	9.09714
8.00821E-03	9.05124
8.00874E-03	9.00184
8.00954E-03	8.93394
8.01160E-03	8.76101
8.01254E-03	8.68456
8.01312E-03	8.64028
8.01370E-03	8.60256
8.01431E-03	8.57555
8.01554E-03	8.56392
8.01683E-03	8.49037
8.01812E-03	8.33624
8.01883E-03	8.31408
8.02029E-03	8.41503
8.02115E-03	8.3092
8.02256E-03	7.80402
8.02336E-03	7.53623
8.02393E-03	7.39384
8.02434E-03	7.30737
8.02479E-03	7.21226
8.02545E-03	7.07644
8.02615E-03	6.93027
8.02675E-03	6.79859
8.02717E-03	6.71054
8.02772E-03	6.60763
8.02832E-03	6.53627
8.02969E-03	6.45385
8.03060E-03	6.17042
8.03164E-03	5.39883
8.03268E-03	4.5124
8.03309E-03	4.35448
8.03351E-03	4.54665
8.03380E-03	5.08765
8.03408E-03	6.04291
8.03441E-03	7.9947
8.03475E-03	11.1265
8.03514E-03	16.4612
8.03583E-03	29.853
8.03655E-03	44.6326
8.03705E-03	51.013
8.03749E-03	51.9176
8.03793E-03	48.4183
8.03895E-03	31.3579
8.03948E-03	22.9719
8.03992E-03	17.6539
8.04026E-03	14.7406
8.04059E-03	12.5867
8.04097E-03	10.81
8.04146E-03	9.25446
8.04198E-03	8.10225
8.04291E-03	6.5169
8.04399E-03	4.95812
8.04479E-03	4.07455
8.04521E-03	3.99619
8.04561E-03	4.53837
8.04592E-03	5.72619
8.04621E-03	7.72385
8.04651E-03	11.1075
8.04686E-03	17.0581
8.04730E-03	28.534
8.04802E-03	55.9508
8.04875E-03	87.3666
8.04925E-03	103.013
8.04964E-03	108.336
8.05012E-03	105.942
8.05081E-03	88.5286
8.05161E-03	62.7172
8.05208E-03	49.6398
8.05253E-03	40.399
8.05296E-03	34.074
8.05344E-03	29.0834
8.05396E-03	25.5871
8.05461E-03	22.7785
8.05543E-03	20.4701
8.05666E-03	18.2544
8.05765E-03	17.0498
8.05821E-03	16.5199
8.05880E-03	16.0293
8.05942E-03	15.6346
8.06063E-03	15.1915
8.06157E-03	14.9474
8.06265E-03	14.4494
8.06389E-03	13.7698
8.06449E-03	13.4948
8.06491E-03	13.3451
8.06543E-03	13.2216
8.06592E-03	13.1692
8.06656E-03	13.228
8.06805E-03	13.642
8.06892E-03	13.4838
8.07034E-03	12.4823
8.07106E-03	12.0479
8.07155E-03	11.8404
8.07202E-03	11.7034
8.07243E-03	11.6113
8.07290E-03	11.5251
8.07354E-03	11.4161
8.07484E-03	11.1997
8.07575E-03	11.0649
8.07632E-03	10.985
8.07680E-03	10.9246
8.07743E-03	10.8602
8.07823E-03	10.8169
8.07970E-03	10.7581
8.08072E-03	10.5672
8.08217E-03	10.1831
8.08281E-03	10.0414
8.08340E-03	9.93262
8.08399E-03	9.83639
8.08450E-03	9.76069
8.08489E-03	9.70935
8.08533E-03	9.66529
8.08580E-03	9.64423
8.08649E-03	9.71222
8.08802E-03	10.0771
8.08909E-03	9.9421
8.09125E-03	9.20421
8.09246E-03	8.74884
8.09363E-03	8.13009
8.09429E-03	7.80138
8.09478E-03	7.58854
8.09528E-03	7.37621
8.09578E-03	7.17591
8.09645E-03	6.91301
8.09744E-03	6.52142
8.09865E-03	5.89102
8.09959E-03	5.1546
8.10087E-03	3.89507
8.10132E-03	3.5345
8.10173E-03	3.41986
8.10205E-03	3.6379
8.10236E-03	4.29641
8.10265E-03	5.55148
8.10292E-03	7.50628
8.10323E-03	11.0281
8.10354E-03	16.2648
8.10398E-03	27.1245
8.10462E-03	50.347
8.10548E-03	86.3372
8.10591E-03	99.593
8.10635E-03	105.687
8.10686E-03	102.57
8.10765E-03	81.9345
8.10831E-03	61.0351
8.10874E-03	49.1997
8.10911E-03	41.3303
8.10956E-03	34.1054
8.11011E-03	28.4689
8.11089E-03	23.7143
8.11225E-03	19.7163
8.11372E-03	17.4618
8.11536E-03	15.8203
8.11624E-03	15.1797
8.11700E-03	14.7276
8.11799E-03	14.2264
8.11916E-03	13.7291
8.11998E-03	13.4275
8.12049E-03	13.2721
8.12099E-03	13.137
8.12143E-03	13.0539
8.12212E-03	13.0312
8.12342E-03	13.2515
8.12439E-03	13.2058
8.12580E-03	12.3393
8.12672E-03	11.755
8.12726E-03	11.5093
8.12774E-03	11.338
8.12820E-03	11.2004
8.12872E-03	11.0558
8.12938E-03	10.8801
8.13004E-03	10.7106
8.13064E-03	10.5477
8.13136E-03	10.3694
8.13273E-03	10.0171
8.13377E-03	9.60516
8.13515E-03	8.7268
8.13594E-03	8.09857
8.13644E-03	7.71566
8.13686E-03	7.50823
8.13718E-03	7.53035
8.13752E-03	7.89188
8.13791E-03	9.01531
8.13823E-03	10.753
8.13860E-03	14.0871
8.13902E-03	19.6934
8.13999E-03	38.0694
8.14066E-03	49.1412
8.14118E-03	52.815
8.14169E-03	51.4041
8.14254E-03	41.3859
8.14351E-03	28.4118
8.14407E-03	23.1124
8.14454E-03	20.1486
8.14496E-03	18.2471
8.14540E-03	16.9242
8.14587E-03	15.9674
8.14624E-03	15.4056
8.14679E-03	14.769
8.14746E-03	14.2218
8.14864E-03	13.4999
8.14941E-03	13.1337
8.14992E-03	12.9165
8.15035E-03	12.7631
8.15078E-03	12.6441
8.15117E-03	12.6211
8.15163E-03	12.7311
8.15220E-03	13.2002
8.15321E-03	15.1096
8.15421E-03	17.0625
8.15494E-03	17.1663
8.15589E-03	15.5416
8.15678E-03	13.7055
8.15734E-03	12.9201
8.15777E-03	12.5235
8.15821E-03	12.268
8.15875E-03	12.0837
8.15989E-03	11.8676
8.16140E-03	11.6005
8.16208E-03	11.5303
8.16266E-03	11.5702
8.16319E-03	11.7457
8.16444E-03	12.5838
8.16536E-03	12.9224
8.16620E-03	12.5107
8.16750E-03	11.3432
8.16810E-03	11.0092
8.16859E-03	10.8869
8.16923E-03	10.9046
8.17087E-03	11.4401
8.17255E-03	12.0617
8.17348E-03	11.8788
8.17502E-03	10.6485
8.17567E-03	10.2302
8.17619E-03	10.0291
8.17662E-03	9.91223
8.17711E-03	9.83155
8.17759E-03	9.76515
8.17814E-03	9.69806
8.17917E-03	9.57795
8.18167E-03	9.29097
8.18247E-03	9.20118
8.18296E-03	9.15021
8.18339E-03	9.11168
8.18384E-03	9.08551
8.18442E-03	9.08789
8.18509E-03	9.16613
8.18660E-03	9.45606
8.18754E-03	9.29156
8.18896E-03	8.58787
8.18971E-03	8.28404
8.19015E-03	8.16427
8.19059E-03	8.0967
8.19100E-03	8.09013
8.19143E-03	8.16554
8.19194E-03	8.41556
8.19269E-03	9.15928
8.19389E-03	10.4605
8.19458E-03	10.3908
8.19545E-03	9.17883
8.19657E-03	7.28487
8.19711E-03	6.64484
8.19755E-03	6.2748
8.19802E-03	5.96974
8.19842E-03	5.75085
8.19892E-03	5.50956
8.19943E-03	5.29213
8.20034E-03	4.98474
8.20168E-03	4.49267
8.20234E-03	4.26595
8.20293E-03	4.71034
8.20327E-03	5.70278
8.20360E-03	7.58492
8.20392E-03	10.6461
8.20428E-03	15.9306
8.20475E-03	26.0554
8.20565E-03	52.2135
8.20624E-03	67.2206
8.20676E-03	73.1059
8.20752E-03	66.86
8.20838E-03	47.1438
8.20900E-03	33.2321
8.20942E-03	26.1661
8.20996E-03	19.7969
8.21070E-03	14.7301
8.21146E-03	11.7141
8.21258E-03	8.6136
8.21316E-03	7.41368
8.21360E-03	6.84793
8.21394E-03	6.81028
8.21426E-03	7.29418
8.21460E-03	8.69843
8.21493E-03	11.2519
8.21529E-03	15.7466
8.21576E-03	24.8263
8.21661E-03	48.2893
8.21719E-03	63.7449
8.21764E-03	71.235
8.21821E-03	71.9162
8.21878E-03	63.495
8.21978E-03	40.5851
8.22029E-03	30.6296
8.22075E-03	23.9823
8.22121E-03	19.3958
8.22176E-03	15.639
8.22260E-03	12.2433
8.22336E-03	11.2647
8.22382E-03	12.6935
8.22424E-03	16.2642
8.22464E-03	22.3693
8.22508E-03	32.5409
8.22602E-03	61.8188
8.22653E-03	75.6255
8.22698E-03	82.1878
8.22744E-03	82.215
8.22814E-03	71.2643
8.22902E-03	50.5839
8.22946E-03	41.7471
8.22994E-03	34.5516
8.23037E-03	29.9343
8.23080E-03	26.7646
8.23129E-03	24.2894
8.23194E-03	22.1405
8.23246E-03	20.9691
8.23307E-03	19.9506
8.23365E-03	19.2841
8.23502E-03	18.4409
8.23601E-03	17.8149
8.23739E-03	16.3784
8.23821E-03	15.6086
8.23884E-03	15.1714
8.23930E-03	14.9162
8.23981E-03	14.6757
8.24041E-03	14.4098
8.24137E-03	14.0475
8.24222E-03	13.7497
8.24303E-03	13.4922
8.24387E-03	13.2467
8.24539E-03	12.8621
8.24651E-03	12.5128
8.24811E-03	11.9433
8.24891E-03	11.681
8.24969E-03	11.4376
8.25110E-03	10.9807
8.25412E-03	9.83121
8.25620E-03	8.76353
8.25774E-03	7.6821
8.25881E-03	6.7072
8.25970E-03	5.76639
8.26025E-03	5.34907
8.26064E-03	5.38855
8.26100E-03	5.96044
8.26129E-03	7.07018
8.26159E-03	9.14572
8.26197E-03	13.4494
8.26235E-03	20.3788
8.26281E-03	32.5137
8.26381E-03	67.1604
8.26443E-03	84.4075
8.26482E-03	89.3307
8.26537E-03	87.0228
8.26615E-03	70.4019
8.26687E-03	51.7027
8.26735E-03	41.5257
8.26774E-03	35.3405
8.26810E-03	31.2263
8.26862E-03	27.284
8.26943E-03	24.0017
8.27032E-03	21.9407
8.27121E-03	20.0514
8.27228E-03	18.0313
8.27289E-03	17.2501
8.27336E-03	16.8556
8.27398E-03	16.6079
8.27534E-03	16.509
8.27633E-03	16.0544
8.27785E-03	14.5444
8.27854E-03	13.9864
8.27902E-03	13.6865
8.27950E-03	13.4476
8.28006E-03	13.1956
8.28067E-03	12.9386
8.28223E-03	12.3025
8.28436E-03	11.2867
8.28588E-03	10.3174
8.28678E-03	9.56202
8.28745E-03	8.94743
8.28793E-03	8.61834
8.28831E-03	8.6226
8.28865E-03	9.04816
8.28901E-03	10.247
8.28939E-03	12.6706
8.28981E-03	17.3673
8.29036E-03	26.7534
8.29122E-03	45.9289
8.29178E-03	56.0292
8.29222E-03	59.5878
8.29270E-03	58.3775
8.29368E-03	44.7617
8.29430E-03	34.7654
8.29476E-03	28.9268
8.29518E-03	25.1539
8.29556E-03	22.7458
8.29593E-03	21.1073
8.29640E-03	19.8129
8.29740E-03	18.5171
8.29830E-03	17.913
8.29927E-03	17.036
8.30053E-03	15.7902
8.30117E-03	15.3714
8.30173E-03	15.1927
8.30241E-03	15.1617
8.30377E-03	15.3291
8.30467E-03	15.1059
8.30619E-03	14.1056
8.30693E-03	13.7083
8.30748E-03	13.5133
8.30793E-03	13.3836
8.30834E-03	13.2861
8.30889E-03	13.179
8.30983E-03	13.0033
8.31396E-03	12.241
8.31781E-03	11.4274
8.32018E-03	10.7554
8.32208E-03	9.99468
8.32332E-03	9.29067
8.32412E-03	8.70162
8.32468E-03	8.26527
8.32519E-03	7.93729
8.32558E-03	7.88935
8.32598E-03	8.27544
8.32633E-03	9.28007
8.32669E-03	11.2464
8.32707E-03	14.7523
8.32758E-03	22.4342
8.32839E-03	40.5447
8.32905E-03	55.275
8.32956E-03	62.1012
8.33004E-03	63.0386
8.33086E-03	53.3718
8.33168E-03	38.8094
8.33220E-03	31.1024
8.33262E-03	26.5052
8.33302E-03	23.3938
8.33341E-03	21.3119
8.33380E-03	19.8906
8.33433E-03	18.5717
8.33501E-03	17.4937
8.33608E-03	16.4018
8.33751E-03	15.4833
8.33844E-03	15.0517
8.33901E-03	14.8306
8.33968E-03	14.6161
8.34073E-03	14.3719
8.34235E-03	14.1587
8.34317E-03	14.2655
8.34471E-03	14.9288
8.34565E-03	14.825
8.34701E-03	13.6098
8.34778E-03	12.9701
8.34837E-03	12.654
8.34885E-03	12.4644
8.34931E-03	12.3135
8.34985E-03	12.1545
8.35058E-03	11.9496
8.35171E-03	11.5796
8.35249E-03	11.2661
8.35306E-03	10.9997
8.35361E-03	10.7075
8.35406E-03	10.4775
8.35453E-03	10.2918
8.35506E-03	10.3402
8.35552E-03	10.9036
8.35598E-03	12.3766
8.35649E-03	15.6141
8.35727E-03	24.0644
8.35813E-03	35.3552
8.35868E-03	39.8357
8.35916E-03	40.3839
8.35981E-03	36.5259
8.36071E-03	27.5048
8.36124E-03	22.9785
8.36165E-03	20.4205
8.36200E-03	18.846
8.36240E-03	17.5753
8.36274E-03	16.8364
8.36326E-03	16.07
8.36396E-03	15.4317
8.36509E-03	14.8115
8.36686E-03	14.2096
8.36901E-03	13.735
8.36988E-03	13.598
8.37041E-03	13.5197
8.37079E-03	13.495
8.37119E-03	13.4809
8.37157E-03	13.5018
8.37206E-03	13.6204
8.37266E-03	13.9719
8.37404E-03	15.3933
8.37484E-03	15.7462
8.37580E-03	15.0281
8.37698E-03	13.6086
8.37763E-03	13.1354
8.37830E-03	12.9002
8.37988E-03	12.6611
8.38102E-03	12.5216
8.38153E-03	12.518
8.38200E-03	12.6097
8.38248E-03	12.8523
8.38299E-03	13.3501
8.38374E-03	14.6399
8.38526E-03	17.8071
8.38610E-03	18.195
8.38717E-03	16.588
8.38861E-03	13.3109
8.38922E-03	12.4162
8.38974E-03	11.9577
8.39020E-03	11.7107
8.39067E-03	11.5478
8.39113E-03	11.4444
8.39166E-03	11.3383
8.39246E-03	11.1858
8.39339E-03	11.0148
8.39396E-03	10.8901
8.39444E-03	10.7882
8.39505E-03	10.6512
8.39567E-03	10.52
8.39685E-03	10.2914
8.39802E-03	9.98155
8.39888E-03	10.6437
8.39938E-03	12.3191
8.39990E-03	15.7705
8.40088E-03	26.2125
8.40153E-03	32.7408
8.40203E-03	35.1215
8.40252E-03	34.4538
8.40334E-03	28.5772
8.40411E-03	21.9108
8.40458E-03	18.7618
8.40499E-03	16.7861
8.40538E-03	15.4797
8.40576E-03	14.5979
8.40627E-03	13.7603
8.40682E-03	13.0983
8.40734E-03	12.6133
8.40780E-03	12.2391
8.40823E-03	11.9848
8.40866E-03	11.928
8.40913E-03	12.3117
8.40956E-03	13.3268
8.41000E-03	15.3316
8.41079E-03	21.4643
8.41171E-03	29.4343
8.41225E-03	31.7848
8.41284E-03	31.1137
8.41386E-03	24.6911
8.41450E-03	20.494
8.41496E-03	18.2475
8.41529E-03	17.1256
8.41570E-03	16.1487
8.41600E-03	15.6737
8.41638E-03	15.3112
8.41691E-03	15.0985
8.41753E-03	15.2298
8.41915E-03	16.3362
8.42057E-03	16.5923
8.42211E-03	15.6535
8.42360E-03	13.9141
8.42427E-03	13.3868
8.42474E-03	13.1601
8.42520E-03	13.0232
8.42561E-03	12.9422
8.42604E-03	12.9002
8.42668E-03	12.8781
8.42779E-03	12.9936
8.42888E-03	13.1282
8.42991E-03	13.0455
8.43121E-03	12.7642
8.43182E-03	12.6609
8.43236E-03	12.5921
8.43278E-03	12.5488
8.43315E-03	12.5146
8.43367E-03	12.4805
8.43447E-03	12.4308
8.43639E-03	12.3122
8.43718E-03	12.2645
8.43771E-03	12.2338
8.43820E-03	12.2091
8.43868E-03	12.191
8.43913E-03	12.185
8.43976E-03	12.2061
8.44063E-03	12.3122
8.44192E-03	12.6539
8.44300E-03	12.7306
8.44429E-03	12.4301
8.44503E-03	12.243
8.44559E-03	12.1485
8.44607E-03	12.0883
8.44642E-03	12.057
8.44678E-03	12.0352
8.44721E-03	12.0111
8.44786E-03	11.9772
8.44949E-03	11.8949
8.45436E-03	11.6811
8.45606E-03	11.6067
8.45674E-03	11.5781
8.45726E-03	11.5563
8.45784E-03	11.5214
8.45852E-03	11.4891
8.45962E-03	11.4618
8.46068E-03	11.4493
8.46135E-03	11.5214
8.46209E-03	11.8695
8.46336E-03	13.1462
8.46424E-03	13.7443
8.46504E-03	13.5321
8.46605E-03	12.6538
8.46677E-03	12.1226
8.46719E-03	11.9201
8.46763E-03	11.7675
8.46809E-03	11.6669
8.46845E-03	11.6003
8.46886E-03	11.5588
8.46938E-03	11.5098
8.47022E-03	11.4441
8.47341E-03	11.2621
8.47602E-03	11.1134
8.47678E-03	11.0712
8.47729E-03	11.0446
8.47783E-03	11.0209
8.47839E-03	11.0037
8.47931E-03	10.9995
8.48082E-03	10.9947
8.48174E-03	10.9085
8.48323E-03	10.693
8.48392E-03	10.6126
8.48452E-03	10.5496
8.48519E-03	10.4729
8.48606E-03	10.3773
8.48682E-03	10.2944
8.48757E-03	10.1892
8.48837E-03	10.0783
8.48982E-03	9.8059
8.49127E-03	9.35768
8.49193E-03	9.08831
8.49239E-03	8.94195
8.49275E-03	8.92802
8.49315E-03	9.14091
8.49351E-03	9.6742
8.49394E-03	11.055
8.49441E-03	13.8377
8.49507E-03	20.1667
8.49594E-03	31.0086
8.49649E-03	36.0687
8.49711E-03	37.6148
8.49788E-03	33.4269
8.49865E-03	26.8617
8.49928E-03	22.8963
8.50038E-03	20.0148
8.50139E-03	17.9474
8.50260E-03	14.6309
8.50325E-03	13.326
8.50375E-03	12.7131
8.50425E-03	12.3336
8.50473E-03	12.1077
8.50518E-03	11.9638
8.50565E-03	11.8531
8.50644E-03	11.7034
8.50725E-03	11.5712
8.50783E-03	11.4929
8.50827E-03	11.4486
8.50875E-03	11.4343
8.50919E-03	11.4801
8.50971E-03	11.6607
8.51023E-03	12.044
8.51157E-03	13.8218
8.51250E-03	14.4702
8.51341E-03	13.6548
8.51464E-03	11.6945
8.51526E-03	11.0369
8.51571E-03	10.7386
8.51613E-03	10.5725
8.51658E-03	10.4455
8.51699E-03	10.36
8.51755E-03	10.2866
8.51825E-03	10.2292
8.51965E-03	10.196
8.52111E-03	10.0629
8.52219E-03	9.89669
8.52384E-03	9.63377
8.52513E-03	9.04829
8.52596E-03	8.72078
8.52681E-03	8.59271
8.52840E-03	8.19381
8.52916E-03	8.33394
8.52971E-03	9.83056
8.53021E-03	13.4013
8.53069E-03	19.634
8.53152E-03	36.9726
8.53222E-03	53.4673
8.53278E-03	62.4607
8.53337E-03	64.2032
8.53415E-03	54.8483
8.53497E-03	39.7796
8.53549E-03	31.6546
8.53590E-03	26.8329
8.53631E-03	23.3607
8.53671E-03	20.9912
8.53716E-03	19.221
8.53762E-03	18.0443
8.53825E-03	17.0241
8.53949E-03	15.9667
8.54034E-03	15.4596
8.54156E-03	14.6665
8.54265E-03	14.0492
8.54320E-03	13.8148
8.54378E-03	13.616
8.54432E-03	13.4709
8.54504E-03	13.2908
8.54661E-03	12.9862
8.54969E-03	12.4904
8.55170E-03	12.2061
8.55252E-03	12.0939
8.55297E-03	12.0408
8.55347E-03	12.0109
8.55393E-03	12.0247
8.55439E-03	12.1763
8.55481E-03	12.5071
8.55535E-03	13.3602
8.55593E-03	14.9927
8.55712E-03	19.9001
8.55806E-03	22.4184
8.55874E-03	22.0282
8.55997E-03	17.8928
8.56079E-03	15.1195
8.56129E-03	13.925
8.56177E-03	13.1787
8.56213E-03	12.8281
8.56258E-03	12.596
8.56315E-03	12.5365
8.56439E-03	12.9391
8.56540E-03	13.2003
8.56694E-03	13.0685
8.56862E-03	12.8424
8.57016E-03	12.1404
