E(MeV)	mcnp/Pd-108:1	
2.940430022E-05	13.72351456	
2.943372965E-05	13.95287228	
2.946316818E-05	14.19210339	
2.949259942E-05	14.44095039	
2.952203067E-05	14.69917107	
2.955146010E-05	14.96651554	
2.961031896E-05	15.52753735	
2.966917964E-05	16.12285614	
2.972804032E-05	16.75296593	
2.978689918E-05	17.41957283	
2.984575985E-05	18.12522888	
2.990461871E-05	18.87286568	
2.996349031E-05	19.66597557	
3.002235098E-05	20.50807571	
3.008120984E-05	21.40345001	
3.014007052E-05	22.35664749	
3.019893120E-05	23.37220573	
3.031665074E-05	25.60864258	
3.043437937E-05	28.15773392	
3.055209891E-05	31.07944107	
3.066982026E-05	34.44936371	
3.078754162E-05	38.35988998	
3.090527025E-05	42.92721176	
3.102298797E-05	48.29285431	
3.114070932E-05	54.64345932	
3.119956818E-05	58.26804352	
3.125843068E-05	62.24721146	
3.131730045E-05	66.62906647	
3.137615931E-05	71.46474457	
3.143502181E-05	76.81692505	
3.149388067E-05	82.75800323	
3.155273953E-05	89.37614441	
3.161160203E-05	96.77445221	
3.167046088E-05	105.0779114	
3.172930883E-05	114.4385681	
3.178818952E-05	125.0438919	
3.184704838E-05	137.1144562	
3.190591087E-05	150.9334869	
3.196476973E-05	166.8500214	
3.202362859E-05	185.3103333	
3.208248745E-05	206.8772736	
3.214134995E-05	232.2870789	
3.220020881E-05	262.4937744	
3.225907130E-05	298.7810669	
3.231792653E-05	342.8857117	
3.237678902E-05	397.2647095	
3.240622027E-05	429.3528137	
3.243565152E-05	465.446991	
3.246507913E-05	506.2781067	
3.249451038E-05	552.7103271	
3.252394163E-05	605.8789673	
3.255338015E-05	667.1835938	
3.258280776E-05	738.4013062	
3.261223901E-05	821.8996582	
3.264167026E-05	920.7554932	
3.267110151E-05	1039.141113	
3.270052912E-05	1182.562256	
3.272996764E-05	1358.682007	
3.275939889E-05	1577.531006	
3.277412179E-05	1707.200439	
3.278883014E-05	1852.870728	
3.280353849E-05	2016.977173	
3.281826139E-05	2202.303711	
3.283298065E-05	2411.755859	
3.284768900E-05	2648.398926	
3.286240099E-05	2915.773926	
3.287712025E-05	3217.669922	
3.289184315E-05	3558.045898	
3.290655150E-05	3940.193115	
3.292126712E-05	4368.331055	
3.293599002E-05	4845.708984	
3.295070928E-05	5374.972168	
3.296542127E-05	5957.671875	
3.298012234E-05	6595.382813	
3.300957178E-05	8033.617188	
3.303898848E-05	9664.441406	
3.312728950E-05	15004.26367	
3.316649963E-05	16990.34766	
3.318487870E-05	17703.3418	
3.320325050E-05	18237.66602	
3.321549957E-05	18484.00781	
3.324000136E-05	18694.29102	
3.326449951E-05	18518.81445	
3.327674858E-05	18289.76953	
3.329512037E-05	17781.16016	
3.331349944E-05	17093.1582	
3.332574852E-05	16548.29102	
3.336638838E-05	14376.92871	
3.343733988E-05	10111.41699	
3.347991151E-05	7798.106934	
3.349409963E-05	7113.777832	
3.352247950E-05	5891.809082	
3.353667125E-05	5355.184082	
3.356505840E-05	4424.494141	
3.357925016E-05	4025.837891	
3.359344191E-05	3668.026123	
3.360764094E-05	3347.317871	
3.362182906E-05	3060.940918	
3.363602082E-05	2805.572998	
3.365021257E-05	2577.755859	
3.367858881E-05	2193.611328	
3.370696868E-05	1887.259521	
3.373535219E-05	1641.199707	
3.376372842E-05	1441.766113	
3.379211194E-05	1278.212646	
3.382049908E-05	1142.51709	
3.384887896E-05	1028.685181	
3.387725883E-05	932.1765137	
3.390563870E-05	849.4801025	
3.393402221E-05	778.0273438	
3.396239845E-05	715.7906494	
3.399077832E-05	661.168396	
3.401916911E-05	612.9196777	
3.407593977E-05	531.8057861	
3.413270315E-05	466.5535889	
3.418946653E-05	413.1931152	
3.424622992E-05	368.9515991	
3.430298966E-05	331.8294983	
3.435976032E-05	300.3571167	
3.441653098E-05	273.4285889	
3.447329073E-05	250.2111969	
3.453004683E-05	230.0422058	
3.458681749E-05	212.3930969	
3.464358815E-05	196.8451843	
3.470035881E-05	183.0592194	
3.481388194E-05	159.7479401	
3.492740871E-05	140.8943787	
3.504093911E-05	125.4350128	
3.515446951E-05	112.598114	
3.526799992E-05	101.8115997	
3.538153032E-05	92.65432739	
3.549506073E-05	84.80708313	
3.560858750E-05	78.02654266	
3.572211790E-05	72.12409973	
3.583565194E-05	66.95330048	
3.594917871E-05	62.40428925	
3.606270911E-05	58.38781738	
3.628975901E-05	51.58332825	
3.651681254E-05	46.03821945	
3.674388063E-05	41.48077774	
3.697092689E-05	37.68632889	
3.719800225E-05	34.48897171	
3.742505942E-05	31.76626968	
3.765210931E-05	29.42589569	
3.787917012E-05	27.39706802	
3.810623093E-05	25.62500954	
3.833329174E-05	24.06666946	
3.856034891E-05	22.68839455	
3.878740972E-05	21.47254562	
3.924152043E-05	19.39712524	
3.969564204E-05	17.69384384	
4.014976003E-05	16.2845459	
4.060387073E-05	15.10238266	
4.105799235E-05	14.0986805	
4.151211033E-05	13.23743439	
4.196622103E-05	12.49141884	
4.242034265E-05	11.83974648	
4.287445699E-05	11.2661562	
4.332857861E-05	10.75779533	
4.378268932E-05	10.30444145	
4.423680730E-05	9.900014877	
4.514503235E-05	9.202863693	
4.605327922E-05	8.623319626	
4.696152246E-05	8.135741234	
4.786975114E-05	7.71968317	
4.877797983E-05	7.36016655	
4.968621215E-05	7.046004295	
5.059445175E-05	6.768682957	
5.150268771E-05	6.521615982	
5.241093822E-05	6.29961729	
5.331915963E-05	6.098580837	
5.422739196E-05	5.915177822	
5.513563883E-05	5.747094631	
5.695209984E-05	5.446699142	
5.876856812E-05	5.183247566	
6.058504005E-05	4.947391987	
6.240150105E-05	4.731830597	
6.421798025E-05	4.530991077	
6.603443762E-05	4.340543747	
6.785089499E-05	4.157078743	
6.966737419E-05	3.978004217	
7.148383884E-05	3.801582575	
7.239206025E-05	3.714145899	
7.330031076E-05	3.627353907	
7.420853944E-05	3.54147625	
7.511678268E-05	3.45704937	
7.602501864E-05	3.374978304	
7.693325460E-05	3.296713352	
7.784149784E-05	3.224503994	
7.874973380E-05	3.161858082	
7.965795521E-05	3.114225864	
8.056620572E-05	3.089234829	
8.102032007E-05	3.089075089	
8.147442713E-05	3.101037979	
8.192854148E-05	3.127629042	
8.238267037E-05	3.172866821	
8.283677016E-05	3.242032051	
8.329087723E-05	3.342129946	
8.374502067E-05	3.482560158	
8.419912047E-05	3.676105976	
8.465322026E-05	3.940373421	
8.510736370E-05	4.295780659	
8.533441724E-05	4.51815033	
8.556147804E-05	4.780613899	
8.578855341E-05	5.088757515	
8.601558511E-05	5.450699329	
8.624266775E-05	5.877020836	
8.646972128E-05	6.380802155	
8.669676754E-05	6.977757931	
8.692385018E-05	7.687299252	
8.703735512E-05	8.092780113	
8.715088188E-05	8.53808403	
8.726438682E-05	9.027766228	
8.737793542E-05	9.567358017	
8.749146218E-05	10.16232491	
8.760501078E-05	10.81982803	
8.771852299E-05	11.54773808	
8.783204976E-05	12.35544014	
8.794558380E-05	13.25419903	
8.805911784E-05	14.25683308	
8.817265916E-05	15.37857246	
8.828617865E-05	16.63728142	
8.839969087E-05	18.05439377	
8.851323219E-05	19.65639305	
8.862678078E-05	21.47402954	
8.874030755E-05	23.54483986	
8.885385614E-05	25.91584396	
8.896736836E-05	28.64312363	
8.908090967E-05	31.79928017	
8.919441461E-05	35.4731102	
8.930796321E-05	39.77986908	
8.942146815E-05	44.86535645	
8.953500947E-05	50.91909027	
8.964852168E-05	58.18965149	
8.976207755E-05	67.01934052	
8.981884457E-05	72.15789032	
8.987561159E-05	77.87610626	
8.993237134E-05	84.26448059	
8.998912381E-05	91.42919159	
9.004588355E-05	99.50593567	
9.010265057E-05	108.6522064	
9.015943942E-05	119.0642319	
9.021618462E-05	130.9857635	
9.027295891E-05	144.7235718	
9.032971866E-05	160.6687927	
9.038646385E-05	179.321106	
9.044323815E-05	201.3590393	
9.049999790E-05	227.6725006	
9.055676492E-05	259.4920044	
9.061353921E-05	298.5623169	
9.067028441E-05	347.3325806	
9.069866792E-05	376.4603882	
9.072705143E-05	409.4927979	
9.075543494E-05	447.1812134	
9.078381845E-05	490.4171143	
9.081220924E-05	540.2791748	
9.084060002E-05	598.0645752	
9.086896898E-05	665.2741089	
9.089733794E-05	743.7088623	
9.092575056E-05	835.6489258	
9.095410496E-05	943.2055054	
9.098248120E-05	1069.329712	
9.101088654E-05	1217.015991	
9.103926277E-05	1389.089111	
9.106764628E-05	1589.038086	
9.109602252E-05	1819.675903	
9.112439875E-05	2083.86084	
9.115277498E-05	2383.541016	
9.118115850E-05	2720.366943	
9.120954928E-05	3093.974121	
9.123793279E-05	3503.123047	
9.126632358E-05	3944.874023	
9.132309060E-05	4901.124023	
9.139404574E-05	6141.289063	
9.143660282E-05	6836.696289	
9.148188110E-05	7472.972656	
9.149875405E-05	7672.051758	
9.154937288E-05	8112.223145	
9.159999900E-05	8281.599609	
9.163375216E-05	8233.165039	
9.165061783E-05	8161.03125	
9.170124395E-05	7766.592773	
9.171811689E-05	7581.611328	
9.177011088E-05	6879.433105	
9.182279609E-05	6028.756836	
9.191058780E-05	4531.192871	
9.196325118E-05	3698.147949	
9.198082989E-05	3442.01709	
9.201592911E-05	2967.962891	
9.205107199E-05	2548.053955	
9.208615666E-05	2182.717773	
9.212129953E-05	1869.334351	
9.215643513E-05	1604.105957	
9.219151980E-05	1381.752441	
9.222664085E-05	1196.482544	
9.226174734E-05	1042.705933	
9.229689022E-05	915.211792	
9.233202582E-05	809.3582764	
9.236711776E-05	721.2358398	
9.240223153E-05	647.3901978	
9.243736713E-05	585.0582886	
9.247248818E-05	532.0965576	
9.250760922E-05	486.7297058	
9.254271572E-05	447.5316162	
9.257784404E-05	413.3980103	
9.261295781E-05	383.4691772	
9.264807886E-05	357.0331116	
9.271829913E-05	312.5539856	
9.278851940E-05	276.6737976	
9.285877604E-05	247.2120667	
9.292903269E-05	222.6640015	
9.299925296E-05	201.9668274	
9.306948050E-05	184.321991	
9.313971532E-05	169.1401062	
9.320995741E-05	155.9690857	
9.328019951E-05	144.4593353	
9.335043433E-05	134.3283386	
9.342066915E-05	125.3560715	
9.356114606E-05	110.2036438	
9.370160842E-05	97.9482193	
9.384210716E-05	87.881073	
9.398256225E-05	79.50398254	
9.412303916E-05	72.45089722	
9.426351608E-05	66.44876099	
9.440396389E-05	61.29463959	
9.454444807E-05	56.82860947	
9.468493226E-05	52.93186951	
9.482540918E-05	49.51078033	
9.496587882E-05	46.49188995	
9.510633390E-05	43.81336975	
9.538729500E-05	39.26279449	
9.566824156E-05	35.54216385	
9.594918811E-05	32.46495819	
9.623014193E-05	29.88930893	
9.651110304E-05	27.70791435	
9.679204959E-05	25.84100914	
9.707299614E-05	24.22841072	
9.735394269E-05	22.82388878	
9.763488924E-05	21.5914917	
9.791583579E-05	20.50283051	
9.819676779E-05	19.5364933	
9.847773617E-05	18.67942047	
9.903962928E-05	17.2083931	
9.960150783E-05	15.99121094	
1.001634009E-04	14.97663021	
1.007253013E-04	14.11954975	
1.012872017E-04	13.38708687	
1.018490948E-04	12.75466442	
1.024110024E-04	12.20366859	
1.029729028E-04	11.71973324	
1.035347959E-04	11.29159641	
1.040967036E-04	10.91036701	
1.046585967E-04	10.56890011	
1.052204971E-04	10.26338196	
1.063442978E-04	9.733641624	
1.074680040E-04	9.290360451	
1.085917975E-04	8.91570282	
1.097155982E-04	8.595013618	
1.108393990E-04	8.317462921	
1.119631997E-04	8.074910164	
1.130870005E-04	7.861118793	
1.142108013E-04	7.67124176	
1.153346020E-04	7.501450539	
1.175821963E-04	7.210503101	
1.187059024E-04	7.085274696	
1.209534021E-04	6.865600109	
1.232009963E-04	6.679019451	
1.254485978E-04	6.518775463	
1.276961993E-04	6.379536629	
1.299438009E-04	6.257321358	
1.344389020E-04	6.052550793	
1.366864890E-04	5.965798378	
1.411815902E-04	5.816119671	
1.434291917E-04	5.751032829	
1.501719962E-04	5.585673332	
1.546670974E-04	5.494616508	
1.636573870E-04	5.345677376	
1.726477058E-04	5.228619576	
1.861331984E-04	5.09295702	
1.996186911E-04	4.989439011	
2.175992995E-04	4.883984089	
2.341750951E-04	4.809224129	
2.344561071E-04	4.811907768	
2.345966059E-04	4.823881626	
2.346669062E-04	4.838731289	
2.347371046E-04	4.864962101	
2.348073031E-04	4.909250259	
2.348775888E-04	4.980764866	
2.349127026E-04	5.030209064	
2.349478018E-04	5.090988159	
2.349829010E-04	5.164814949	
2.350180002E-04	5.25366497	
2.350532013E-04	5.35963726	
2.350883005E-04	5.48404026	
2.351233998E-04	5.628695488	
2.351584990E-04	5.795207977	
2.351935982E-04	5.984978199	
2.352286974E-04	6.198375702	
2.352638985E-04	6.437163353	
2.352989977E-04	6.699519157	
2.353691962E-04	7.293791771	
2.354394965E-04	7.971129894	
2.355800971E-04	14.15999222	
2.427248983E-04	13.63689041	
2.502279822E-04	13.1455822	
2.581145964E-04	12.68449402	
2.664124186E-04	12.25210667	
2.823981922E-04	11.54481125	
2.909832983E-04	11.22134876	
2.999999851E-04	10.91670036	
3.291903122E-04	10.52722931	
3.610651765E-04	10.1599865	
3.945128992E-04	9.825824738	
4.308898060E-04	9.509400368	
4.689867783E-04	9.219776154	
5.102687865E-04	8.944477081	
5.534097436E-04	8.691241264	
6.000001449E-04	8.449700356	
6.868221099E-04	8.273435593	
7.821195177E-04	8.108696938	
8.863590192E-04	7.95428896	
1.000000047E-03	7.809200287	
1.206540037E-03	7.643576145	
1.440749969E-03	7.492753983	
1.704599941E-03	7.354620934	
2.000000095E-03	7.227499962	
2.465408994E-03	7.116122246	
3.000000026E-03	7.013899803	
3.438441781E-03	6.963864326	
3.916820977E-03	6.922189713	
4.436806310E-03	6.88748455	
4.999999888E-03	6.85863018	
5.944778677E-03	6.836649418	
6.999999750E-03	6.819139957	
8.413651027E-03	6.819969654	
9.999999776E-03	6.827559948	
1.209244039E-02	6.861018181	
1.444733981E-02	6.897981644	
1.707877032E-02	6.937353134	
1.999999955E-02	6.978330135	
2.191663161E-02	7.010284901	
2.400000021E-02	7.044039726	
2.684698999E-02	7.089046955	
2.999999933E-02	7.136390209	
3.439930081E-02	7.199059486	
3.918948025E-02	7.261071682	
4.438509047E-02	7.322306156	
5.000000075E-02	7.382679939	
5.946378782E-02	7.467708111	
7.000000030E-02	7.550970078	
8.414115757E-02	7.630056381	
9.999999404E-02	7.70678997	
1.143602952E-01	7.748304844	
1.299999952E-01	7.7885499	
1.599999964E-01	7.823729992	
2.000000030E-01	7.825380325	
2.399999946E-01	7.794820309	
3.000000119E-01	7.715010166	
3.700000048E-01	7.595809937	
4.380599856E-01	7.465509892	
4.499999881E-01	7.444911957	
4.968599975E-01	7.348279953	
5.268200040E-01	7.291616917	
5.337700248E-01	7.279014111	
5.500000119E-01	7.2501297	
6.215478778E-01	7.09439373	
6.999999881E-01	6.961373329	
8.500001431E-01	6.683738708	
9.398998618E-01	6.51837492	
9.399046302E-01	6.518357754	
1.000000000E+00	6.418587685	
1.058099985E+00	6.308419228	
1.062600017E+00	6.300134182	
1.062641978E+00	6.300031185	
1.299999952E+00	5.922844887	
1.326499939E+00	5.877273083	
1.348099947E+00	5.840996265	
1.454599977E+00	5.673387051	
1.554299951E+00	5.531074524	
1.600000024E+00	5.46997118	
1.625000000E+00	5.430949688	
1.625049949E+00	5.430853844	
1.781299949E+00	5.20564127	
1.787899971E+00	5.196780682	
2.000000000E+00	4.934630871	
2.191569090E+00	4.700688839	
2.400000095E+00	4.486488819	
2.683755875E+00	4.222215652	
3.000000000E+00	3.992887497	
3.201435089E+00	3.92463398	
3.420753956E+00	3.861062288	
3.646106005E+00	3.805538893	
3.891082048E+00	3.754646301	
4.142691135E+00	3.711033344	
4.415798187E+00	3.672070265	
4.696144104E+00	3.639756918	
5.000000000E+00	3.612176657	
5.216730118E+00	3.650356531	
5.448160172E+00	3.690511703	
5.695650101E+00	3.73275423	
5.960751057E+00	3.777216434	
6.197295189E+00	3.816215038	
6.448501110E+00	3.856955051	
6.715603828E+00	3.899532318	
7.000000954E+00	3.944055557	
7.319848061E+00	3.978292227	
7.663423061E+00	4.013962746	
8.033167839E+00	4.05113554	
8.431918144E+00	4.089895248	
8.785552979E+00	4.123177528	
9.163214684E+00	4.157651424	
9.567166328E+00	4.193369865	
1.000000000E+01	4.230391026	
1.200000000E+01	4.394066334	
1.500000000E+01	4.580761433	
1.737191963E+01	4.412178516	
2.000000000E+01	4.236642361
