E(MeV)	Hf-179
3.47016E-04	22.4338
3.47024E-04	21.6197
3.47029E-04	21.1849
3.47039E-04	20.3515
3.47043E-04	20.0312
3.47054E-04	19.1872
3.47057E-04	18.9659
3.47068E-04	18.1183
3.47070E-04	17.9826
3.47083E-04	17.1375
3.47084E-04	17.0755
3.47098E-04	16.2435
3.47103E-04	15.9586
3.47111E-04	15.4728
3.47122E-04	14.9097
3.47132E-04	14.4246
3.47142E-04	13.9673
3.47150E-04	13.6204
3.47161E-04	13.1276
3.47167E-04	12.8938
3.47181E-04	12.3771
3.47185E-04	12.2368
3.47200E-04	11.7053
3.47202E-04	11.6422
3.47220E-04	11.1032
3.47238E-04	10.6166
3.47239E-04	10.5651
3.47255E-04	10.1738
3.47259E-04	10.0807
3.47273E-04	9.77373
3.47288E-04	9.44349
3.47299E-04	9.23113
3.47316E-04	8.9277
3.47325E-04	8.75656
3.47343E-04	8.47629
3.47352E-04	8.33863
3.47370E-04	8.07894
3.47378E-04	7.96862
3.47397E-04	7.72717
3.47405E-04	7.64027
3.47427E-04	7.39514
3.47438E-04	7.27038
3.47453E-04	7.12787
3.47479E-04	6.88305
3.47492E-04	6.77339
3.47520E-04	6.54791
3.47531E-04	6.46545
3.47561E-04	6.25652
3.47570E-04	6.19602
3.47609E-04	5.9572
3.47615E-04	5.92235
3.47648E-04	5.74639
3.47670E-04	5.63809
3.47674E-04	5.61592
3.47724E-04	5.39403
3.47727E-04	5.38402
3.47779E-04	5.1828
3.47789E-04	5.14512
3.47831E-04	5.00589
3.47854E-04	4.93351
3.47893E-04	4.82253
3.47941E-04	4.69616
3.47956E-04	4.66163
3.48018E-04	4.52289
3.48028E-04	4.50164
3.48080E-04	4.40328
3.48115E-04	4.34209
3.48142E-04	4.29795
3.48202E-04	4.20932
3.48204E-04	4.20548
3.48287E-04	4.10384
3.48332E-04	4.05456
3.48370E-04	4.0176
3.48453E-04	3.9462
3.48476E-04	3.92891
3.48552E-04	3.87904
3.48588E-04	3.85803
3.48609E-04	3.84769
3.48724E-04	3.7997
3.48752E-04	3.78975
3.48838E-04	3.76908
3.48917E-04	3.75484
3.48952E-04	3.75169
3.49067E-04	3.74739
3.49081E-04	3.74747
3.49181E-04	3.75504
3.49191E-04	3.75612
3.49296E-04	3.77613
3.49410E-04	3.80253
3.49472E-04	3.82257
3.49601E-04	3.86955
3.49658E-04	3.89525
3.49792E-04	3.95996
3.49844E-04	3.98984
3.49982E-04	4.07274
3.50030E-04	4.10549
3.50173E-04	4.20741
3.50216E-04	4.24188
3.50364E-04	4.36393
3.50402E-04	4.39905
3.50554E-04	4.54272
3.50602E-04	4.59244
3.50745E-04	4.74436
3.50802E-04	4.81135
3.50936E-04	4.97005
3.51003E-04	5.05676
3.51104E-04	5.19019
3.51271E-04	5.43038
3.51303E-04	5.47918
3.51439E-04	5.69393
3.51603E-04	5.97336
3.51607E-04	5.97995
3.51775E-04	6.29326
3.51904E-04	6.55304
3.51943E-04	6.63284
3.52111E-04	7.003
3.52175E-04	7.15763
3.52278E-04	7.40552
3.52433E-04	7.81111
3.52484E-04	7.9475
3.52690E-04	8.54781
3.52896E-04	9.21452
3.52948E-04	9.39842
3.53102E-04	9.95441
3.53205E-04	10.357
3.53240E-04	10.4922
3.53438E-04	11.3403
3.53453E-04	11.412
3.53621E-04	12.2061
3.53682E-04	12.5227
3.53804E-04	13.16
3.53911E-04	13.7722
3.53987E-04	14.2124
3.54140E-04	15.1804
3.54170E-04	15.3754
3.54353E-04	16.6635
3.54369E-04	16.7812
3.54513E-04	17.9071
3.54597E-04	18.6188
3.54674E-04	19.2702
3.54826E-04	20.695
3.54834E-04	20.7668
3.54994E-04	22.4172
3.55055E-04	23.1075
3.55154E-04	24.2357
3.55208E-04	24.904
3.55314E-04	26.2468
3.55360E-04	26.8814
3.55475E-04	28.4752
3.55513E-04	29.0524
3.55581E-04	30.0963
3.55665E-04	31.4617
3.55688E-04	31.836
3.55795E-04	33.7069
3.55818E-04	34.137
3.55902E-04	35.7227
3.56001E-04	37.7355
3.56009E-04	37.8913
3.56108E-04	40.0635
3.56184E-04	41.8782
3.56245E-04	43.3373
3.56306E-04	44.9463
3.56382E-04	46.9659
3.56428E-04	48.2826
3.56474E-04	49.605
3.56550E-04	51.9641
3.56565E-04	52.4381
3.56657E-04	55.4854
3.56672E-04	56.0306
3.56749E-04	58.7682
3.56794E-04	60.556
3.56871E-04	63.5492
3.56920E-04	65.6907
3.56985E-04	68.5044
3.57046E-04	71.4179
3.57099E-04	73.9799
3.57172E-04	77.8157
3.57214E-04	80.0478
3.57298E-04	84.9865
3.57328E-04	86.7919
3.57424E-04	93.0408
3.57439E-04	94.0459
3.57542E-04	101.542
3.57645E-04	109.863
3.57656E-04	110.887
3.57748E-04	119.121
3.57771E-04	121.367
3.57816E-04	125.879
3.57847E-04	129.111
3.57885E-04	133.164
3.57923E-04	137.526
3.57954E-04	141.029
3.58000E-04	146.764
3.58045E-04	152.521
3.58076E-04	156.775
3.58137E-04	165.313
3.58145E-04	166.479
3.58198E-04	174.664
3.58213E-04	177.178
3.58259E-04	184.747
3.58282E-04	188.821
3.58320E-04	195.636
3.58350E-04	201.515
3.58381E-04	207.416
3.58419E-04	215.384
3.58442E-04	220.183
3.58488E-04	230.702
3.58522E-04	238.622
3.58556E-04	247.273
3.58576E-04	252.099
3.58625E-04	265.589
3.58629E-04	266.631
3.58682E-04	282.345
3.58705E-04	289.609
3.58736E-04	299.333
3.58759E-04	307.211
3.58789E-04	317.75
3.58812E-04	326.302
3.58842E-04	337.744
3.58865E-04	347.016
3.58892E-04	357.871
3.58919E-04	369.55
3.58938E-04	377.921
3.58972E-04	394.104
3.58984E-04	399.518
3.59026E-04	420.863
3.59029E-04	422.811
3.59075E-04	447.968
3.59121E-04	475.173
3.59167E-04	504.621
3.59212E-04	536.53
3.59254E-04	568.148
3.59258E-04	571.279
3.59304E-04	608.973
3.59312E-04	615.276
3.59350E-04	650.079
3.59369E-04	667.538
3.59396E-04	694.544
3.59426E-04	725.504
3.59438E-04	738.332
3.59483E-04	789.822
3.59495E-04	803.802
3.59521E-04	836.551
3.59552E-04	877.048
3.59575E-04	907.538
3.59609E-04	957.509
3.59626E-04	982.59
3.59666E-04	1046.29
3.59678E-04	1064.55
3.59724E-04	1143.85
3.59729E-04	1153.8
3.59775E-04	1239.82
3.59781E-04	1250.6
3.59815E-04	1319.43
3.59827E-04	1343.89
3.59876E-04	1450.16
3.59878E-04	1454.56
3.59930E-04	1573.68
3.59937E-04	1591.37
3.59998E-04	1742.15
3.59998E-04	1742.15
3.60091E-04	1985.05
3.60097E-04	2001.74
3.60261E-04	2450.72
3.60278E-04	2498.65
3.60329E-04	2630.85
3.60349E-04	2681.98
3.60398E-04	2797.79
3.60409E-04	2823.01
3.60444E-04	2896.64
3.60468E-04	2947.57
3.60505E-04	3011.67
3.60529E-04	3054.08
3.60550E-04	3083.77
3.60575E-04	3117.38
3.60596E-04	3140.2
3.60615E-04	3160.14
3.60642E-04	3179.19
3.60665E-04	3195.28
3.60694E-04	3203.43
3.60700E-04	3205.11
3.60718E-04	3210.01
3.60726E-04	3210.19
3.60737E-04	3207.89
3.60776E-04	3199.09
3.60785E-04	3193.66
3.60820E-04	3172.73
3.60840E-04	3153.28
3.60865E-04	3129.93
3.60871E-04	3122.45
3.60895E-04	3092.21
3.60932E-04	3035.95
3.60956E-04	2998.09
3.60991E-04	2930.85
3.61025E-04	2866.15
3.61051E-04	2808.31
3.61094E-04	2712.64
3.61122E-04	2643.19
3.61172E-04	2518.95
3.61247E-04	2324.96
3.61369E-04	2008.26
3.61375E-04	1993.02
3.61436E-04	1841.03
3.61444E-04	1823
3.61505E-04	1679.12
3.61512E-04	1662.31
3.61564E-04	1549.2
3.61573E-04	1528.3
3.61615E-04	1442.56
3.61625E-04	1423.12
3.61673E-04	1332.18
3.61676E-04	1324.93
3.61730E-04	1230.72
3.61734E-04	1224.01
3.61787E-04	1137.61
3.61791E-04	1131.46
3.61844E-04	1052.51
3.61848E-04	1046.89
3.61901E-04	974.929
3.61905E-04	969.805
3.61943E-04	923.006
3.61963E-04	899.672
3.61989E-04	869.496
3.62004E-04	852.305
3.62035E-04	820.249
3.62050E-04	804.269
3.62081E-04	774.559
3.62096E-04	759.75
3.62127E-04	732.203
3.62142E-04	718.47
3.62172E-04	692.912
3.62188E-04	680.17
3.62218E-04	656.842
3.62256E-04	627.769
3.62264E-04	622.529
3.62321E-04	583.369
3.62325E-04	580.767
3.62372E-04	550.984
3.62374E-04	549.796
3.62424E-04	521.14
3.62428E-04	518.942
3.62475E-04	493.474
3.62481E-04	490.427
3.62527E-04	467.785
3.62535E-04	464.024
3.62596E-04	436.499
3.62615E-04	427.932
3.62664E-04	407.834
3.62695E-04	395.518
3.62733E-04	381.556
3.62775E-04	366.265
3.62802E-04	357.301
3.62836E-04	345.826
3.62863E-04	337.613
3.62916E-04	321.258
3.62927E-04	317.769
3.62969E-04	306.118
3.63019E-04	292.419
3.63023E-04	291.452
3.63076E-04	278
3.63111E-04	269.41
3.63116E-04	268.087
3.63156E-04	258.901
3.63196E-04	249.797
3.63202E-04	248.511
3.63236E-04	241.28
3.63263E-04	235.725
3.63295E-04	229.669
3.63326E-04	223.722
3.63347E-04	219.828
3.63368E-04	216.345
3.63389E-04	212.936
3.63410E-04	209.609
3.63431E-04	206.374
3.63452E-04	203.627
3.63473E-04	200.995
3.63494E-04	198.489
3.63515E-04	196.485
3.63536E-04	194.636
3.63557E-04	193.324
3.63578E-04	192.197
3.63599E-04	191.683
3.63613E-04	191.482
3.63620E-04	191.554
3.63642E-04	192.015
3.63656E-04	192.498
3.63663E-04	192.924
3.63685E-04	194.482
3.63706E-04	196.846
3.63713E-04	197.738
3.63727E-04	199.901
3.63742E-04	202.28
3.63749E-04	203.679
3.63770E-04	208.212
3.63792E-04	213.776
3.63799E-04	215.747
3.63813E-04	220.183
3.63828E-04	224.867
3.63837E-04	228.34
3.63856E-04	235.664
3.63866E-04	239.696
3.63885E-04	248.156
3.63894E-04	252.77
3.63913E-04	262.369
3.63923E-04	267.558
3.63942E-04	278.273
3.63952E-04	284.022
3.63971E-04	295.854
3.63992E-04	309.969
3.63993E-04	310.651
3.64019E-04	328.99
3.64058E-04	358.092
3.64064E-04	362.756
3.64100E-04	391.133
3.64120E-04	407.574
3.64147E-04	429.868
3.64163E-04	443.327
3.64202E-04	474.493
3.64231E-04	496.908
3.64264E-04	520.631
3.64296E-04	541.738
3.64314E-04	552.511
3.64325E-04	558.798
3.64353E-04	572.945
3.64379E-04	583.448
3.64390E-04	587.236
3.64399E-04	589.945
3.64423E-04	596.338
3.64429E-04	597.443
3.64452E-04	600.7
3.64464E-04	601.772
3.64479E-04	602.128
3.64494E-04	601.767
3.64510E-04	600.196
3.64530E-04	597.471
3.64537E-04	596.048
3.64544E-04	594.338
3.64569E-04	587.287
3.64581E-04	583.03
3.64603E-04	574.603
3.64614E-04	569.67
3.64643E-04	555.187
3.64646E-04	553.483
3.64679E-04	534.655
3.64692E-04	526.416
3.64721E-04	507.426
3.64763E-04	477.922
3.64802E-04	449.075
3.64828E-04	430.233
3.64841E-04	420.555
3.64870E-04	399.262
3.64902E-04	376.198
3.64927E-04	359.36
3.64951E-04	342.946
3.64957E-04	338.685
3.64975E-04	327.385
3.64996E-04	314.885
3.65006E-04	308.538
3.65014E-04	304.099
3.65032E-04	293.834
3.65050E-04	283.816
3.65052E-04	282.73
3.65068E-04	274.507
3.65087E-04	265.492
3.65097E-04	260.414
3.65105E-04	256.936
3.65123E-04	248.916
3.65141E-04	241.105
3.65142E-04	240.767
3.65160E-04	234.018
3.65178E-04	227.145
3.65187E-04	223.716
3.65194E-04	221.382
3.65210E-04	216.021
3.65226E-04	210.785
3.65232E-04	208.993
3.65243E-04	205.96
3.65259E-04	201.401
3.65275E-04	196.946
3.65281E-04	195.31
3.65291E-04	192.821
3.65307E-04	188.927
3.65319E-04	186.162
3.65324E-04	185.213
3.65340E-04	181.835
3.65356E-04	178.528
3.65372E-04	175.284
3.65376E-04	174.488
3.65388E-04	172.374
3.65405E-04	169.61
3.65421E-04	166.895
3.65433E-04	164.831
3.65443E-04	163.413
3.65461E-04	160.81
3.65480E-04	158.252
3.65491E-04	156.741
3.65498E-04	155.842
3.65522E-04	152.902
3.65546E-04	150.017
3.65548E-04	149.875
3.65571E-04	147.443
3.65595E-04	144.923
3.65599E-04	144.509
3.65619E-04	142.637
3.65644E-04	140.421
3.65664E-04	138.601
3.65680E-04	137.316
3.65717E-04	134.471
3.65753E-04	131.664
3.65761E-04	131.047
3.65790E-04	129.156
3.65826E-04	126.75
3.65858E-04	124.63
3.65867E-04	124.158
3.65907E-04	121.817
3.65956E-04	119.033
3.65968E-04	118.414
3.66029E-04	115.349
3.66085E-04	112.511
3.66089E-04	112.331
3.66150E-04	109.642
3.66207E-04	107.151
3.66231E-04	106.186
3.66312E-04	102.993
3.66328E-04	102.359
3.66393E-04	100.078
3.66474E-04	97.2444
3.66490E-04	96.6806
3.66571E-04	94.1626
3.66652E-04	91.6583
3.66669E-04	91.2067
3.66766E-04	88.5108
3.66814E-04	87.1687
3.66863E-04	85.9498
3.66977E-04	83.119
3.66993E-04	82.7571
3.67122E-04	79.8765
3.67220E-04	77.7252
3.67252E-04	77.092
3.67382E-04	74.5696
3.67463E-04	72.9996
3.67562E-04	71.2939
3.67706E-04	68.8157
3.67712E-04	68.7159
3.67863E-04	66.4014
3.67949E-04	65.0862
3.68014E-04	64.1842
3.68154E-04	62.2356
3.68215E-04	61.4696
3.68402E-04	59.0974
3.68415E-04	58.9486
3.68616E-04	56.6496
3.68651E-04	56.2554
3.68817E-04	54.5206
3.68899E-04	53.6672
3.69018E-04	52.5557
3.69259E-04	50.3098
3.69272E-04	50.1896
3.69540E-04	47.9835
3.69645E-04	47.1238
3.69821E-04	45.8343
3.70017E-04	44.3993
3.70102E-04	43.8506
3.70382E-04	42.0274
3.70439E-04	41.6638
3.70663E-04	40.3665
3.70860E-04	39.2347
3.70944E-04	38.7992
3.71225E-04	37.3517
3.71281E-04	37.0631
3.71604E-04	35.5646
3.71702E-04	35.1101
3.71962E-04	34.0199
3.72124E-04	33.3446
3.72320E-04	32.5948
3.72545E-04	31.7411
3.72678E-04	31.2834
3.73036E-04	30.0601
3.73107E-04	29.8211
3.73275E-04	29.308
3.73542E-04	28.4985
3.73668E-04	28.1165
3.73809E-04	27.7352
3.74075E-04	27.0141
3.74230E-04	26.5986
3.74342E-04	26.3272
3.74609E-04	25.6864
3.74777E-04	25.2844
3.74876E-04	25.0742
3.75143E-04	24.5085
3.75311E-04	24.1547
3.75409E-04	23.9723
3.75620E-04	23.5858
3.75831E-04	23.2036
3.75845E-04	23.1785
3.76041E-04	22.8791
3.76252E-04	22.5639
3.76378E-04	22.3786
3.76462E-04	22.2791
3.76673E-04	22.0379
3.76785E-04	21.9134
3.76831E-04	21.8779
3.76989E-04	21.7608
3.77165E-04	21.6383
3.77207E-04	21.6109
3.77305E-04	21.5837
3.77445E-04	21.5515
3.77487E-04	21.5441
3.77586E-04	21.5691
3.77726E-04	21.6135
3.77796E-04	21.6408
3.77867E-04	21.7025
3.77999E-04	21.8294
3.78007E-04	21.8415
3.78112E-04	22.0013
3.78176E-04	22.1024
3.78218E-04	22.1932
3.78316E-04	22.4137
3.78352E-04	22.4992
3.78414E-04	22.6873
3.78513E-04	22.9974
3.78529E-04	23.0527
3.78611E-04	23.3935
3.78706E-04	23.8066
3.78709E-04	23.8214
3.78807E-04	24.3564
3.78824E-04	24.4513
3.78906E-04	24.9932
3.78959E-04	25.3598
3.79004E-04	25.7179
3.79049E-04	26.0875
3.79105E-04	26.6086
3.79139E-04	26.9298
3.79172E-04	27.2927
3.79229E-04	27.9103
3.79240E-04	28.0503
3.79307E-04	28.9077
3.79319E-04	29.0539
3.79375E-04	29.8831
3.79408E-04	30.3918
3.79442E-04	30.9714
3.79498E-04	31.9585
3.79509E-04	32.1817
3.79571E-04	33.4342
3.79627E-04	34.7459
3.79656E-04	35.4147
3.79684E-04	36.1622
3.79712E-04	36.9243
3.79740E-04	37.7602
3.79768E-04	38.6128
3.79796E-04	39.5506
3.79824E-04	40.5075
3.79852E-04	41.5632
3.79880E-04	42.641
3.79908E-04	43.8343
3.79936E-04	45.0531
3.79964E-04	46.4075
3.79993E-04	47.7903
3.80015E-04	49.018
3.80043E-04	50.5818
3.80060E-04	51.6219
3.80094E-04	53.7399
3.80105E-04	54.5151
3.80132E-04	56.3906
3.80150E-04	57.7848
3.80169E-04	59.3157
3.80195E-04	61.4596
3.80207E-04	62.5536
3.80240E-04	65.6067
3.80245E-04	66.1474
3.80273E-04	69.1093
3.80283E-04	70.1627
3.80307E-04	72.974
3.80321E-04	74.6552
3.80341E-04	77.2498
3.80359E-04	79.6959
3.80369E-04	81.153
3.80397E-04	85.3798
3.80403E-04	86.3125
3.80431E-04	91.0546
3.80436E-04	92.0977
3.80464E-04	97.4023
3.80470E-04	98.557
3.80490E-04	102.67
3.80504E-04	105.832
3.80515E-04	108.408
3.80537E-04	113.958
3.80540E-04	114.663
3.80563E-04	120.744
3.80565E-04	121.515
3.80588E-04	128.168
3.80591E-04	129.011
3.80613E-04	136.294
3.80616E-04	137.217
3.80636E-04	144.191
3.80641E-04	146.212
3.80664E-04	154.942
3.80667E-04	156.05
3.80692E-04	166.824
3.80692E-04	166.824
3.80717E-04	178.638
3.80720E-04	180.057
3.80742E-04	191.565
3.80748E-04	194.672
3.80768E-04	205.698
3.80776E-04	210.796
3.80793E-04	221.133
3.80804E-04	228.557
3.80818E-04	237.966
3.80832E-04	248.087
3.80843E-04	256.289
3.80858E-04	267.299
3.80869E-04	276.207
3.80880E-04	285.72
3.80891E-04	295.331
3.80902E-04	305.54
3.80914E-04	315.849
3.80925E-04	326.781
3.80936E-04	337.845
3.80959E-04	361.259
3.80959E-04	361.26
3.80981E-04	386.327
3.80992E-04	399.538
3.81004E-04	412.916
3.81026E-04	441.387
3.81037E-04	455.777
3.81053E-04	477.824
3.81065E-04	494.286
3.81090E-04	530.226
3.81099E-04	543.697
3.81117E-04	572.24
3.81133E-04	596.582
3.81154E-04	631.5
3.81166E-04	652.627
3.81200E-04	711.799
3.81211E-04	731.68
3.81268E-04	835.756
3.81270E-04	841.076
3.81369E-04	1027.63
3.81397E-04	1080.51
3.81421E-04	1123.76
3.81441E-04	1158.53
3.81469E-04	1205.83
3.81484E-04	1230.48
3.81505E-04	1260.07
3.81529E-04	1295.59
3.81538E-04	1306.91
3.81563E-04	1337.33
3.81572E-04	1346.76
3.81599E-04	1374.18
3.81606E-04	1379.64
3.81635E-04	1402.27
3.81639E-04	1404.79
3.81669E-04	1420.07
3.81673E-04	1421.4
3.81700E-04	1428.44
3.81705E-04	1429.66
3.81729E-04	1430.29
3.81736E-04	1429.25
3.81761E-04	1424.45
3.81770E-04	1420.81
3.81794E-04	1409.87
3.81808E-04	1401.08
3.81828E-04	1387.12
3.81846E-04	1371.2
3.81862E-04	1356.74
3.81880E-04	1336.9
3.81898E-04	1316.17
3.81925E-04	1281.37
3.81934E-04	1268.65
3.81963E-04	1226.73
3.81972E-04	1212.01
3.82000E-04	1166.45
3.82015E-04	1143.43
3.82068E-04	1049.93
3.82085E-04	1020.3
3.82169E-04	868.635
3.82204E-04	805.805
3.82215E-04	786.5
3.82246E-04	733.827
3.82262E-04	708.622
3.82288E-04	665.499
3.82301E-04	646.184
3.82330E-04	601.528
3.82360E-04	559.822
3.82364E-04	553.919
3.82389E-04	520.694
3.82402E-04	504.249
3.82419E-04	483.894
3.82440E-04	458.744
3.82453E-04	444.631
3.82465E-04	430.673
3.82475E-04	420.41
3.82491E-04	404.432
3.82498E-04	397.583
3.82516E-04	379.942
3.82520E-04	376.11
3.82541E-04	357.138
3.82543E-04	355.951
3.82565E-04	337.162
3.82568E-04	334.837
3.82587E-04	319.654
3.82596E-04	313.216
3.82613E-04	301.25
3.82624E-04	293.368
3.82641E-04	282.394
3.82652E-04	275.172
3.82669E-04	265.129
3.82680E-04	258.52
3.82697E-04	249.335
3.82708E-04	243.289
3.82725E-04	234.894
3.82736E-04	229.368
3.82753E-04	221.693
3.82764E-04	216.643
3.82781E-04	209.705
3.82801E-04	201.715
3.82809E-04	198.602
3.82835E-04	189.387
3.82840E-04	187.517
3.82865E-04	179.204
3.82868E-04	178.29
3.82891E-04	171.605
3.82902E-04	168.303
3.82924E-04	162.255
3.82936E-04	159.272
3.82958E-04	153.797
3.82969E-04	151.096
3.82992E-04	146.127
3.83003E-04	143.675
3.83026E-04	139.212
3.83048E-04	134.805
3.83059E-04	132.819
3.83093E-04	126.937
3.83093E-04	126.936
3.83127E-04	121.676
3.83138E-04	119.941
3.83160E-04	116.781
3.83180E-04	114.051
3.83205E-04	110.83
3.83222E-04	108.713
3.83250E-04	105.506
3.83278E-04	102.341
3.83295E-04	100.631
3.83334E-04	96.6909
3.83340E-04	96.181
3.83385E-04	92.1525
3.83391E-04	91.6544
3.83430E-04	88.4837
3.83447E-04	87.1402
3.83480E-04	84.6849
3.83503E-04	83.068
3.83537E-04	80.8428
3.83559E-04	79.3775
3.83593E-04	77.3922
3.83643E-04	74.4499
3.83649E-04	74.1587
3.83705E-04	71.2808
3.83728E-04	70.1416
3.83761E-04	68.6105
3.83812E-04	66.3378
3.83817E-04	66.11
3.83874E-04	63.8561
3.83896E-04	62.9635
3.83938E-04	61.4469
3.83980E-04	59.947
3.84011E-04	58.957
3.84084E-04	56.6437
3.84087E-04	56.5557
3.84157E-04	54.5821
3.84188E-04	53.7224
3.84230E-04	52.6618
3.84289E-04	51.1915
3.84303E-04	50.8731
3.84376E-04	49.233
3.84390E-04	48.9204
3.84449E-04	47.7458
3.84536E-04	46.0284
3.84542E-04	45.9186
3.84638E-04	44.2752
3.84694E-04	43.3187
3.84739E-04	42.6381
3.84840E-04	41.1229
3.84845E-04	41.0395
3.84941E-04	39.7645
3.84986E-04	39.1699
3.85042E-04	38.4942
3.85126E-04	37.4896
3.85143E-04	37.3095
3.85244E-04	36.2387
3.85337E-04	35.2658
3.85365E-04	35.0047
3.85505E-04	33.713
3.85547E-04	33.3293
3.85646E-04	32.5281
3.85758E-04	31.6216
3.85786E-04	31.4165
3.85927E-04	30.4012
3.85969E-04	30.0993
3.86067E-04	29.4643
3.86207E-04	28.5656
3.86250E-04	28.2983
3.86348E-04	27.7355
3.86502E-04	26.8595
3.86530E-04	26.7019
3.86671E-04	25.9779
3.86811E-04	25.2623
3.86839E-04	25.1298
3.86966E-04	24.5404
3.87071E-04	24.0537
3.87225E-04	23.3476
3.87359E-04	22.7768
3.87492E-04	22.2142
3.87626E-04	21.6608
3.87726E-04	21.2524
3.87826E-04	20.8507
3.87926E-04	20.4564
3.88026E-04	20.0707
3.88126E-04	19.695
3.88159E-04	19.573
3.88199E-04	19.4173
3.88279E-04	19.114
3.88358E-04	18.8202
3.88438E-04	18.5377
3.88477E-04	18.4029
3.88517E-04	18.2559
3.88577E-04	18.0455
3.88636E-04	17.8451
3.88696E-04	17.6563
3.88716E-04	17.5978
3.88756E-04	17.4697
3.88820E-04	17.2804
3.88869E-04	17.1506
3.88918E-04	17.0358
3.88967E-04	16.9387
3.89016E-04	16.8626
3.89053E-04	16.8219
3.89090E-04	16.7979
3.89127E-04	16.81
3.89163E-04	16.8454
3.89188E-04	16.8869
3.89198E-04	16.9124
3.89227E-04	17.0119
3.89256E-04	17.1363
3.89257E-04	17.1388
3.89286E-04	17.3242
3.89303E-04	17.4542
3.89315E-04	17.5654
3.89345E-04	17.8731
3.89349E-04	17.9252
3.89364E-04	18.1325
3.89384E-04	18.4205
3.89384E-04	18.4246
3.89404E-04	18.7849
3.89418E-04	19.0776
3.89423E-04	19.1888
3.89443E-04	19.6672
3.89453E-04	19.9317
3.89462E-04	20.2108
3.89476E-04	20.6336
3.89482E-04	20.8427
3.89499E-04	21.4608
3.89502E-04	21.5681
3.89522E-04	22.4341
3.89522E-04	22.4454
3.89543E-04	23.465
3.89545E-04	23.582
3.89563E-04	24.6316
3.89565E-04	24.7064
3.89581E-04	25.7558
3.89584E-04	25.9748
3.89597E-04	26.9245
3.89605E-04	27.5123
3.89613E-04	28.2175
3.89625E-04	29.2609
3.89629E-04	29.6452
3.89646E-04	31.2202
3.89646E-04	31.2453
3.89662E-04	32.9797
3.89666E-04	33.5149
3.89678E-04	34.914
3.89687E-04	36.0755
3.89694E-04	37.0362
3.89708E-04	38.9552
3.89710E-04	39.3592
3.89726E-04	41.9082
3.89727E-04	41.9486
3.89743E-04	44.7062
3.89743E-04	44.7506
3.89759E-04	47.7627
3.89759E-04	47.8114
3.89775E-04	51.0952
3.89775E-04	51.1479
3.89791E-04	54.7207
3.89791E-04	54.7781
3.89807E-04	58.6573
3.89808E-04	58.7193
3.89821E-04	62.329
3.89824E-04	63.0032
3.89839E-04	67.3201
3.89840E-04	67.6131
3.89856E-04	72.5978
3.89858E-04	73.0654
3.89872E-04	77.9751
3.89876E-04	79.3311
3.89894E-04	85.7284
3.89895E-04	86.0965
3.89912E-04	92.6448
3.89914E-04	93.4384
3.89929E-04	100.075
3.89932E-04	101.355
3.89947E-04	108.036
3.89951E-04	109.866
3.89964E-04	116.54
3.89969E-04	119
3.89988E-04	128.724
3.89991E-04	130.317
3.90006E-04	138.564
3.90017E-04	145.391
3.90023E-04	148.911
3.90041E-04	159.815
3.90042E-04	160.444
3.90067E-04	177.271
3.90069E-04	178.622
3.90090E-04	193.125
3.90094E-04	195.944
3.90117E-04	213.509
3.90120E-04	215.755
3.90149E-04	238.224
3.90155E-04	243.023
3.90178E-04	262.615
3.90204E-04	284.474
3.90217E-04	295.507
3.90278E-04	350.444
3.90302E-04	371.431
3.90349E-04	412.535
3.90355E-04	417.52
3.90384E-04	441.608
3.90396E-04	450.856
3.90423E-04	471.399
3.90433E-04	478.368
3.90453E-04	491.41
3.90467E-04	500.028
3.90482E-04	509.101
3.90496E-04	516.503
3.90509E-04	522.724
3.90523E-04	529.334
3.90534E-04	533.366
3.90551E-04	539.353
3.90560E-04	542.133
3.90580E-04	546.986
3.90592E-04	549.318
3.90599E-04	550.383
3.90608E-04	551.407
3.90628E-04	552.548
3.90636E-04	552.678
3.90647E-04	552.159
3.90663E-04	550.784
3.90678E-04	548.446
3.90689E-04	546.357
3.90705E-04	542.349
3.90718E-04	538.586
3.90733E-04	532.964
3.90748E-04	527.119
3.90764E-04	519.903
3.90780E-04	511.623
3.90796E-04	502.878
3.90816E-04	491.246
3.90837E-04	477.274
3.90851E-04	467.953
3.90882E-04	445.187
3.90890E-04	439.315
3.90929E-04	408.532
3.90953E-04	389.391
3.91008E-04	344.642
3.91028E-04	328.619
3.91063E-04	300.325
3.91067E-04	297.241
3.91094E-04	276.21
3.91116E-04	260.064
3.91126E-04	252.988
3.91149E-04	236.409
3.91155E-04	232.356
3.91173E-04	220.646
3.91184E-04	213.032
3.91196E-04	205.699
3.91214E-04	195.005
3.91222E-04	190.45
3.91241E-04	179.376
3.91243E-04	178.296
3.91261E-04	169.028
3.91273E-04	163.01
3.91281E-04	159.2
3.91300E-04	149.937
3.91302E-04	149.037
3.91320E-04	141.39
3.91334E-04	135.614
3.91339E-04	133.274
3.91357E-04	126.463
3.91359E-04	125.743
3.91375E-04	119.974
3.91381E-04	118.104
3.91394E-04	113.59
3.91404E-04	110.465
3.91413E-04	107.655
3.91428E-04	103.501
3.91433E-04	102.147
3.91451E-04	97.168
3.91452E-04	97.0442
3.91471E-04	92.3799
3.91475E-04	91.4536
3.91490E-04	88.0746
3.91498E-04	86.282
3.91509E-04	84.12
3.91528E-04	80.4151
3.91529E-04	80.2311
3.91547E-04	77.0908
