E(MeV)	Sr-86
3.25697E-09	5.71425E+00
3.43256E-09	5.63591E+00
3.59256E-09	5.56800E+00
3.96272E-09	5.43110E+00
4.37103E-09	5.29935E+00
4.80442E-09	5.17715E+00
4.82141E-09	5.17258E+00
5.31819E-09	5.05645E+00
5.86616E-09	4.94498E+00
6.47059E-09	4.83784E+00
7.13730E-09	4.73475E+00
7.16197E-09	4.73142E+00
7.87271E-09	4.64044E+00
8.68389E-09	4.55027E+00
9.57865E-09	4.46383E+00
1.05656E-08	4.38089E+00
1.16543E-08	4.30120E+00
1.17770E-08	4.29336E+00
1.28551E-08	4.22816E+00
1.41796E-08	4.15873E+00
1.56406E-08	4.09231E+00
1.72522E-08	4.02871E+00
1.90298E-08	3.96774E+00
2.09906E-08	3.90926E+00
2.29102E-08	3.85944E+00
2.31534E-08	3.85332E+00
2.52419E-08	3.80741E+00
2.52854E-08	3.80652E+00
2.53000E-08	3.80622E+00
2.79068E-08	3.75752E+00
3.07823E-08	3.71105E+00
3.39540E-08	3.66669E+00
3.74525E-08	3.62437E+00
4.13115E-08	3.58401E+00
4.55681E-08	3.54548E+00
5.02633E-08	3.50861E+00
5.54423E-08	3.47329E+00
6.11549E-08	3.43946E+00
6.74561E-08	3.40707E+00
7.33714E-08	3.38064E+00
7.44066E-08	3.37624E+00
8.20732E-08	3.34813E+00
9.05297E-08	3.32143E+00
9.98577E-08	3.29597E+00
1.10147E-07	3.27165E+00
1.21496E-07	3.24846E+00
1.34014E-07	3.22638E+00
1.47823E-07	3.20534E+00
1.63054E-07	3.18532E+00
1.79855E-07	3.16633E+00
1.99786E-07	3.14687E+00
2.20371E-07	3.12954E+00
2.43077E-07	3.11303E+00
2.68123E-07	3.09728E+00
2.95750E-07	3.08226E+00
3.26223E-07	3.06792E+00
3.59836E-07	3.05429E+00
3.99693E-07	3.04036E+00
4.40876E-07	3.02789E+00
4.86303E-07	3.01596E+00
5.36410E-07	3.00456E+00
5.91680E-07	2.99363E+00
6.52645E-07	2.98316E+00
7.14884E-07	2.97390E+00
7.94067E-07	2.96354E+00
8.33993E-07	2.95901E+00
8.75885E-07	2.95452E+00
9.66133E-07	2.94616E+00
1.06568E-06	2.93816E+00
1.17549E-06	2.93053E+00
1.29660E-06	2.92322E+00
1.42025E-06	2.91681E+00
1.55562E-06	2.91053E+00
1.71590E-06	2.90407E+00
1.87954E-06	2.89830E+00
2.05868E-06	2.89274E+00
2.27080E-06	2.88696E+00
2.50478E-06	2.88141E+00
2.76286E-06	2.87604E+00
3.04754E-06	2.87087E+00
3.38526E-06	2.86550E+00
3.70791E-06	2.86097E+00
4.06151E-06	2.85654E+00
4.48000E-06	2.85185E+00
4.94161E-06	2.84728E+00
5.45077E-06	2.84277E+00
6.01240E-06	2.83832E+00
6.72547E-06	2.83329E+00
7.36648E-06	2.82920E+00
8.01245E-06	2.82541E+00
8.77655E-06	2.82128E+00
9.74868E-06	2.81646E+00
1.07531E-05	2.81188E+00
1.21133E-05	2.80619E+00
1.34550E-05	2.80099E+00
1.47382E-05	2.79632E+00
1.60306E-05	2.79185E+00
1.74363E-05	2.78721E+00
1.92329E-05	2.78153E+00
2.12146E-05	2.77556E+00
2.32366E-05	2.76969E+00
2.56308E-05	2.76297E+00
2.84711E-05	2.75527E+00
3.22971E-05	2.74524E+00
3.56249E-05	2.73675E+00
3.90203E-05	2.72827E+00
4.27415E-05	2.71913E+00
4.71454E-05	2.70848E+00
5.23674E-05	2.69607E+00
5.81706E-05	2.68246E+00
5.94045E-05	2.67960E+00
6.46138E-05	2.66542E+00
7.12714E-05	2.64745E+00
7.80682E-05	2.62924E+00
8.55089E-05	2.60942E+00
9.49848E-05	2.58433E+00
1.06250E-04	2.55469E+00
1.07749E-04	2.55077E+00
1.20350E-04	2.51216E+00
1.34623E-04	2.46864E+00
1.48495E-04	2.42651E+00
1.48714E-04	2.42585E+00
1.61516E-04	2.38107E+00
1.74458E-04	2.33593E+00
1.84675E-04	2.30040E+00
1.87116E-04	2.29063E+00
2.00423E-04	2.23751E+00
2.13459E-04	2.18561E+00
2.16743E-04	2.17258E+00
2.27355E-04	2.12470E+00
2.38776E-04	2.07332E+00
2.43687E-04	2.05127E+00
2.49025E-04	2.02418E+00
2.61188E-04	1.96260E+00
2.68796E-04	1.92422E+00
2.73937E-04	1.89522E+00
2.86809E-04	1.82284E+00
2.91125E-04	1.79867E+00
2.97025E-04	1.76190E+00
3.07620E-04	1.69611E+00
3.10077E-04	1.68091E+00
3.18577E-04	1.62281E+00
3.27303E-04	1.56340E+00
3.29075E-04	1.55139E+00
3.35400E-04	1.50429E+00
3.44136E-04	1.43955E+00
3.44931E-04	1.43317E+00
3.54375E-04	1.35774E+00
3.58547E-04	1.32460E+00
3.61910E-04	1.29584E+00
3.69586E-04	1.23050E+00
3.70949E-04	1.21896E+00
3.75984E-04	1.17347E+00
3.81288E-04	1.12574E+00
3.82353E-04	1.11620E+00
3.86667E-04	1.07525E+00
3.92123E-04	1.02374E+00
3.93218E-04	1.01346E+00
3.98650E-04	9.59520E-01
4.04274E-04	9.04054E-01
4.04391E-04	9.02906E-01
4.09978E-04	8.45430E-01
4.14201E-04	8.02331E-01
4.17228E-04	7.70293E-01
4.24370E-04	6.95546E-01
4.25050E-04	6.88514E-01
4.30125E-04	6.34470E-01
4.34666E-04	5.86649E-01
4.39249E-04	5.38877E-01
4.44487E-04	4.85025E-01
4.47612E-04	4.53379E-01
4.49174E-04	4.38009E-01
4.53135E-04	3.99766E-01
4.53927E-04	3.92406E-01
4.57108E-04	3.63449E-01
4.58705E-04	3.49417E-01
4.59504E-04	3.42579E-01
4.62493E-04	3.17995E-01
4.63086E-04	3.13388E-01
4.64865E-04	2.99963E-01
4.66644E-04	2.87246E-01
4.68620E-04	2.74391E-01
4.70350E-04	2.63891E-01
4.70597E-04	2.62495E-01
4.71585E-04	2.57192E-01
4.72821E-04	2.51024E-01
4.73809E-04	2.46443E-01
4.74550E-04	2.43253E-01
4.74748E-04	2.42466E-01
4.75736E-04	2.38877E-01
4.76527E-04	2.36277E-01
4.77317E-04	2.33927E-01
4.77960E-04	2.32208E-01
4.78503E-04	2.30908E-01
4.78577E-04	2.30758E-01
4.79195E-04	2.29683E-01
4.79689E-04	2.28954E-01
4.80282E-04	2.28239E-01
4.80776E-04	2.27780E-01
4.81171E-04	2.27504E-01
4.81616E-04	2.27294E-01
4.81962E-04	2.27206E-01
4.82259E-04	2.27188E-01
4.82308E-04	2.27205E-01
4.82654E-04	2.27391E-01
4.82963E-04	2.27617E-01
4.83272E-04	2.27901E-01
4.83519E-04	2.28170E-01
4.83741E-04	2.28444E-01
4.83988E-04	2.28785E-01
4.84235E-04	2.29165E-01
4.84433E-04	2.29497E-01
4.84649E-04	2.29890E-01
4.84822E-04	2.30226E-01
4.84995E-04	2.30582E-01
4.85125E-04	2.30863E-01
4.85248E-04	2.31141E-01
4.85403E-04	2.31503E-01
4.85526E-04	2.31804E-01
4.85650E-04	2.32116E-01
4.85773E-04	2.32439E-01
4.85897E-04	2.32773E-01
4.85940E-04	2.32893E-01
4.85989E-04	2.33052E-01
4.86082E-04	2.33356E-01
4.86156E-04	2.33604E-01
4.86243E-04	2.33899E-01
4.86329E-04	2.34198E-01
4.86416E-04	2.34503E-01
4.86496E-04	2.34792E-01
4.86570E-04	2.35062E-01
4.86644E-04	2.35336E-01
4.86718E-04	2.35615E-01
4.86786E-04	2.35874E-01
4.86848E-04	2.36112E-01
4.86910E-04	2.36353E-01
4.86971E-04	2.36597E-01
4.87027E-04	2.36820E-01
4.87076E-04	2.37019E-01
4.87126E-04	2.37221E-01
4.87175E-04	2.37424E-01
4.87225E-04	2.37629E-01
4.87274E-04	2.37836E-01
4.87311E-04	2.37992E-01
4.87348E-04	2.38150E-01
4.87385E-04	2.38309E-01
4.87429E-04	2.38495E-01
4.87475E-04	2.38696E-01
4.87521E-04	2.38899E-01
4.87552E-04	2.39036E-01
4.87583E-04	2.39173E-01
4.87614E-04	2.39311E-01
4.87645E-04	2.39449E-01
4.87676E-04	2.39589E-01
4.87706E-04	2.39729E-01
4.87737E-04	2.39869E-01
4.87768E-04	2.40011E-01
4.87815E-04	2.40225E-01
4.87861E-04	2.40440E-01
4.87904E-04	2.40643E-01
4.87941E-04	2.40818E-01
4.87978E-04	2.40994E-01
4.88015E-04	2.41171E-01
4.88065E-04	2.41409E-01
4.88114E-04	2.41649E-01
4.88164E-04	2.41891E-01
4.88213E-04	2.42135E-01
4.88262E-04	2.42381E-01
4.88312E-04	2.42629E-01
4.88361E-04	2.42879E-01
4.88411E-04	2.43131E-01
4.88460E-04	2.43385E-01
4.88516E-04	2.43673E-01
4.88577E-04	2.43996E-01
4.88639E-04	2.44322E-01
4.88701E-04	2.44652E-01
4.88769E-04	2.45018E-01
4.88843E-04	2.45422E-01
4.88917E-04	2.45831E-01
4.88991E-04	2.46244E-01
4.89072E-04	2.46697E-01
4.89158E-04	2.47192E-01
4.89245E-04	2.47692E-01
4.89331E-04	2.48200E-01
4.89374E-04	2.48457E-01
4.89436E-04	2.48853E-01
4.89529E-04	2.49455E-01
4.89652E-04	2.50270E-01
4.89776E-04	2.51099E-01
4.89905E-04	2.51984E-01
4.90017E-04	2.52754E-01
4.90165E-04	2.53799E-01
4.90313E-04	2.54864E-01
4.90461E-04	2.55950E-01
4.90634E-04	2.57242E-01
4.90807E-04	2.58563E-01
4.90980E-04	2.59913E-01
4.91153E-04	2.61291E-01
4.91351E-04	2.62902E-01
4.91548E-04	2.64551E-01
4.91746E-04	2.66240E-01
4.91944E-04	2.67967E-01
4.92191E-04	2.70183E-01
4.92438E-04	2.72462E-01
4.92537E-04	2.73400E-01
4.92685E-04	2.74878E-01
4.92932E-04	2.77407E-01
4.93228E-04	2.80530E-01
4.93525E-04	2.83750E-01
4.93821E-04	2.87068E-01
4.94118E-04	2.90488E-01
4.94464E-04	2.94608E-01
4.94810E-04	2.98872E-01
4.95156E-04	3.03280E-01
4.95452E-04	3.07185E-01
4.95502E-04	3.07861E-01
4.95872E-04	3.13102E-01
4.96243E-04	3.18520E-01
4.96613E-04	3.24120E-01
4.96984E-04	3.29905E-01
4.97478E-04	3.37915E-01
4.97972E-04	3.46273E-01
4.98269E-04	3.51503E-01
4.98466E-04	3.55107E-01
4.98961E-04	3.64487E-01
4.99455E-04	3.74249E-01
5.00048E-04	3.86481E-01
5.00641E-04	3.99299E-01
5.01234E-04	4.12725E-01
5.01827E-04	4.27193E-01
5.02518E-04	4.44901E-01
5.03210E-04	4.63537E-01
5.03902E-04	4.83142E-01
5.04198E-04	4.91980E-01
5.04594E-04	5.04081E-01
5.05187E-04	5.23094E-01
5.05977E-04	5.49715E-01
5.06768E-04	5.77807E-01
5.07163E-04	5.92639E-01
5.07559E-04	6.07833E-01
5.08250E-04	6.35784E-01
5.08992E-04	6.67210E-01
5.09733E-04	7.00237E-01
5.10128E-04	7.18747E-01
5.10474E-04	7.35313E-01
5.11215E-04	7.72574E-01
5.11956E-04	8.11685E-01
5.12698E-04	8.52737E-01
5.13093E-04	8.75719E-01
5.13439E-04	8.96180E-01
5.14427E-04	9.57990E-01
5.15070E-04	1.00081E+00
5.15415E-04	1.02418E+00
5.16404E-04	1.09532E+00
5.17046E-04	1.14418E+00
5.17145E-04	1.15180E+00
5.18133E-04	1.23229E+00
5.19023E-04	1.30943E+00
5.19121E-04	1.31812E+00
5.20110E-04	1.41058E+00
5.20999E-04	1.49919E+00
5.21098E-04	1.50917E+00
5.22086E-04	1.61534E+00
5.22976E-04	1.71712E+00
5.23075E-04	1.72857E+00
5.24063E-04	1.85052E+00
5.24952E-04	1.96746E+00
5.25051E-04	1.98062E+00
5.26039E-04	2.12084E+00
5.27028E-04	2.27031E+00
5.27127E-04	2.28630E+00
5.28115E-04	2.44810E+00
5.28905E-04	2.58616E+00
5.29004E-04	2.60360E+00
5.29894E-04	2.77000E+00
5.30684E-04	2.92687E+00
5.30783E-04	2.94669E+00
5.31673E-04	3.13589E+00
5.32463E-04	3.31440E+00
5.32562E-04	3.33695E+00
5.33452E-04	3.55241E+00
5.34242E-04	3.75588E+00
5.34341E-04	3.78158E+00
5.35230E-04	4.02741E+00
5.36021E-04	4.25979E+00
5.36120E-04	4.28915E+00
5.37009E-04	4.57022E+00
5.37800E-04	4.83623E+00
5.37899E-04	4.86983E+00
5.38788E-04	5.19199E+00
5.39579E-04	5.49728E+00
5.39678E-04	5.53585E+00
5.40567E-04	5.90606E+00
5.41318E-04	6.23985E+00
5.41457E-04	6.30199E+00
5.42326E-04	6.71888E+00
5.43038E-04	7.08295E+00
5.43186E-04	7.15960E+00
5.44046E-04	7.63388E+00
5.44758E-04	8.05366E+00
5.44906E-04	8.14205E+00
5.45766E-04	8.69155E+00
5.46339E-04	9.07886E+00
5.46418E-04	9.13572E+00
5.47367E-04	9.82342E+00
5.47525E-04	9.94676E+00
5.48137E-04	1.04280E+01
5.48632E-04	1.08422E+01
5.48908E-04	1.10758E+01
5.49679E-04	1.17703E+01
5.49738E-04	1.18274E+01
5.50450E-04	1.25169E+01
5.50845E-04	1.29275E+01
5.51280E-04	1.33824E+01
5.51952E-04	1.41389E+01
5.52110E-04	1.43182E+01
5.52940E-04	1.53321E+01
5.53059E-04	1.54885E+01
5.53771E-04	1.64330E+01
5.54166E-04	1.70000E+01
5.54601E-04	1.76283E+01
5.55273E-04	1.86789E+01
5.55431E-04	1.89281E+01
5.56261E-04	2.03453E+01
5.56380E-04	2.05651E+01
5.57091E-04	2.18940E+01
5.57487E-04	2.26971E+01
5.57921E-04	2.35873E+01
5.58593E-04	2.50864E+01
5.58752E-04	2.54416E+01
5.59424E-04	2.70897E+01
5.59582E-04	2.74799E+01
5.60254E-04	2.92941E+01
5.60412E-04	2.97237E+01
5.61084E-04	3.17254E+01
5.61242E-04	3.21994E+01
5.61914E-04	3.44136E+01
5.62072E-04	3.49380E+01
5.62626E-04	3.69269E+01
5.62744E-04	3.73822E+01
5.63179E-04	3.90623E+01
5.63574E-04	4.07204E+01
5.63970E-04	4.23894E+01
5.64405E-04	4.44054E+01
5.64681E-04	4.56971E+01
5.65235E-04	4.85266E+01
5.65393E-04	4.93408E+01
5.66065E-04	5.31395E+01
5.66104E-04	5.33646E+01
5.66816E-04	5.78239E+01
5.66895E-04	5.83617E+01
5.67290E-04	6.10693E+01
5.67666E-04	6.38589E+01
5.67962E-04	6.60766E+01
5.68437E-04	6.99771E+01
5.68615E-04	7.14503E+01
5.69208E-04	7.68599E+01
5.69267E-04	7.74043E+01
5.69702E-04	8.17466E+01
5.69722E-04	8.19581E+01
5.70137E-04	8.64219E+01
5.70235E-04	8.75619E+01
5.70571E-04	9.14573E+01
5.70749E-04	9.36719E+01
5.71006E-04	9.68897E+01
5.71394E-04	1.02152E+02
5.71540E-04	1.04151E+02
5.71975E-04	1.10666E+02
5.72074E-04	1.12156E+02
5.72556E-04	1.20144E+02
5.72607E-04	1.21001E+02
5.73137E-04	1.30729E+02
5.73141E-04	1.30802E+02
5.73675E-04	1.41698E+02
5.73718E-04	1.42672E+02
5.74106E-04	1.51398E+02
5.74485E-04	1.60705E+02
5.74580E-04	1.63218E+02
5.74865E-04	1.70799E+02
5.75054E-04	1.76265E+02
5.75244E-04	1.81763E+02
5.75529E-04	1.90697E+02
5.75623E-04	1.93694E+02
5.76003E-04	2.06752E+02
5.76035E-04	2.07847E+02
5.76351E-04	2.19718E+02
5.76477E-04	2.24821E+02
5.76667E-04	2.32525E+02
5.76952E-04	2.44962E+02
5.76983E-04	2.46352E+02
5.77268E-04	2.59831E+02
5.77300E-04	2.61335E+02
5.77584E-04	2.75954E+02
5.77616E-04	2.77586E+02
5.77901E-04	2.93469E+02
5.77932E-04	2.95242E+02
5.78217E-04	3.12531E+02
5.78248E-04	3.14462E+02
5.78533E-04	3.33319E+02
5.78565E-04	3.35424E+02
5.78849E-04	3.56032E+02
5.78881E-04	3.58334E+02
5.79166E-04	3.80903E+02
5.79197E-04	3.83424E+02
5.79482E-04	4.08195E+02
5.79513E-04	4.10962E+02
5.79798E-04	4.38210E+02
5.79830E-04	4.41254E+02
5.80114E-04	4.71297E+02
5.80146E-04	4.74653E+02
5.80430E-04	5.07855E+02
5.80462E-04	5.11565E+02
5.80699E-04	5.41835E+02
5.80747E-04	5.48356E+02
5.80936E-04	5.74578E+02
5.81063E-04	5.93429E+02
5.81174E-04	6.10017E+02
5.81379E-04	6.43275E+02
5.81411E-04	6.48418E+02
5.81616E-04	6.84555E+02
5.81648E-04	6.90139E+02
5.81854E-04	7.29428E+02
5.81885E-04	7.35500E+02
5.82091E-04	7.78272E+02
5.82122E-04	7.84883E+02
5.82328E-04	8.31506E+02
5.82360E-04	8.38713E+02
5.82565E-04	8.89593E+02
5.82597E-04	8.97458E+02
5.82802E-04	9.53042E+02
5.82834E-04	9.61634E+02
5.83040E-04	1.02241E+03
5.83071E-04	1.03181E+03
5.83277E-04	1.09831E+03
5.83308E-04	1.10859E+03
5.83514E-04	1.18139E+03
5.83546E-04	1.19265E+03
5.83751E-04	1.27235E+03
5.83783E-04	1.28467E+03
5.83988E-04	1.37190E+03
5.84020E-04	1.38538E+03
5.84226E-04	1.48076E+03
5.84257E-04	1.49551E+03
5.84463E-04	1.59966E+03
5.84494E-04	1.61575E+03
5.84700E-04	1.72921E+03
5.84732E-04	1.74673E+03
5.84937E-04	1.86992E+03
5.84969E-04	1.88894E+03
5.85174E-04	2.02209E+03
5.85206E-04	2.04264E+03
5.85411E-04	2.18569E+03
5.85443E-04	2.20777E+03
5.85649E-04	2.36167E+03
5.85759E-04	2.44479E+03
5.85965E-04	2.60991E+03
5.86123E-04	2.73720E+03
5.86835E-04	3.33318E+03
5.86882E-04	3.37276E+03
5.87151E-04	3.58401E+03
5.87167E-04	3.59637E+03
5.87388E-04	3.75364E+03
5.87404E-04	3.76479E+03
5.87625E-04	3.90048E+03
5.87641E-04	3.91007E+03
5.87862E-04	4.01851E+03
5.87878E-04	4.02616E+03
5.88020E-04	4.07546E+03
5.88115E-04	4.10781E+03
5.88179E-04	4.12016E+03
5.88334E-04	4.14940E+03
5.88387E-04	4.15270E+03
5.88495E-04	4.15848E+03
5.88598E-04	4.15142E+03
5.88696E-04	4.14389E+03
5.88811E-04	4.11997E+03
5.88898E-04	4.10117E+03
5.89048E-04	4.04956E+03
5.89112E-04	4.02739E+03
5.89286E-04	3.94503E+03
5.89349E-04	3.91471E+03
5.89523E-04	3.81251E+03
5.89586E-04	3.77506E+03
5.89760E-04	3.65598E+03
5.89886E-04	3.56895E+03
5.90060E-04	3.43620E+03
5.90329E-04	3.23053E+03
5.90772E-04	2.88216E+03
5.90867E-04	2.80769E+03
5.91136E-04	2.60494E+03
5.91183E-04	2.56929E+03
5.91452E-04	2.37880E+03
5.91499E-04	2.34531E+03
5.91689E-04	2.22104E+03
5.91816E-04	2.13850E+03
5.91926E-04	2.07152E+03
5.92053E-04	1.99527E+03
5.92163E-04	1.93307E+03
5.92290E-04	1.86227E+03
5.92401E-04	1.80473E+03
5.92527E-04	1.73923E+03
5.92638E-04	1.68613E+03
5.92764E-04	1.62571E+03
5.92875E-04	1.57680E+03
5.93001E-04	1.52115E+03
5.93112E-04	1.47616E+03
5.93239E-04	1.42497E+03
5.93349E-04	1.38360E+03
5.93476E-04	1.33652E+03
5.93586E-04	1.29849E+03
5.93713E-04	1.25521E+03
5.93824E-04	1.22024E+03
5.93950E-04	1.18044E+03
5.94061E-04	1.14826E+03
5.94187E-04	1.11163E+03
5.94298E-04	1.08200E+03
5.94425E-04	1.04828E+03
5.94535E-04	1.02096E+03
5.94662E-04	9.89879E+02
5.94772E-04	9.64988E+02
5.94978E-04	9.18955E+02
5.95010E-04	9.12545E+02
5.95247E-04	8.64669E+02
5.95294E-04	8.55130E+02
5.95484E-04	8.20532E+02
5.95610E-04	7.97568E+02
5.95800E-04	7.66263E+02
5.95927E-04	7.45497E+02
5.96117E-04	7.17125E+02
5.96243E-04	6.98301E+02
5.96433E-04	6.72526E+02
5.96559E-04	6.55424E+02
5.96749E-04	6.31953E+02
5.96875E-04	6.16378E+02
5.97065E-04	5.94957E+02
5.97192E-04	5.80740E+02
5.97381E-04	5.61145E+02
5.97508E-04	5.48138E+02
5.97698E-04	5.30175E+02
5.97824E-04	5.18249E+02
5.98014E-04	5.01745E+02
5.98141E-04	4.90788E+02
5.98330E-04	4.75594E+02
5.98457E-04	4.65505E+02
5.98646E-04	4.51489E+02
5.98773E-04	4.42181E+02
5.98963E-04	4.29458E+02
5.99247E-04	4.10447E+02
5.99279E-04	4.08551E+02
5.99595E-04	3.89667E+02
5.99722E-04	3.82146E+02
6.00070E-04	3.63522E+02
6.00196E-04	3.56783E+02
6.00544E-04	3.40040E+02
6.00670E-04	3.33981E+02
6.01018E-04	3.18876E+02
6.01145E-04	3.13408E+02
6.01477E-04	3.00353E+02
6.01619E-04	2.94783E+02
6.01928E-04	2.83768E+02
6.02094E-04	2.77862E+02
6.02378E-04	2.68598E+02
6.02568E-04	2.62447E+02
6.02829E-04	2.54667E+02
6.03011E-04	2.49266E+02
6.03280E-04	2.42020E+02
6.03675E-04	2.31411E+02
6.03817E-04	2.27999E+02
6.04292E-04	2.16676E+02
6.04339E-04	2.15548E+02
6.04766E-04	2.06448E+02
6.05003E-04	2.01411E+02
6.05240E-04	1.96870E+02
6.05667E-04	1.88724E+02
6.05715E-04	1.87907E+02
6.06189E-04	1.79768E+02
6.06387E-04	1.76390E+02
6.06901E-04	1.68386E+02
6.06940E-04	1.67772E+02
6.07375E-04	1.61650E+02
6.07770E-04	1.56102E+02
6.07928E-04	1.54119E+02
6.08482E-04	1.47204E+02
6.08600E-04	1.45727E+02
6.09035E-04	1.40866E+02
6.09431E-04	1.36461E+02
6.09589E-04	1.34873E+02
6.10261E-04	1.28150E+02
6.10419E-04	1.26718E+02
6.11091E-04	1.20663E+02
6.11249E-04	1.19369E+02
6.11921E-04	1.13893E+02
6.12079E-04	1.12719E+02
6.12751E-04	1.07750E+02
6.12909E-04	1.06681E+02
6.13581E-04	1.02156E+02
6.13739E-04	1.01180E+02
6.14412E-04	9.70479E+01
6.14570E-04	9.61656E+01
6.15400E-04	9.15519E+01
6.15518E-04	9.08951E+01
6.16230E-04	8.73556E+01
6.16625E-04	8.53962E+01
6.17060E-04	8.34516E+01
6.17732E-04	8.04567E+01
6.17890E-04	7.98184E+01
6.18444E-04	7.75907E+01
6.18839E-04	7.60045E+01
6.19551E-04	7.34088E+01
6.19946E-04	7.19727E+01
6.20657E-04	6.96147E+01
6.21053E-04	6.83099E+01
6.21764E-04	6.61633E+01
6.22160E-04	6.49755E+01
6.22871E-04	6.30557E+01
6.23820E-04	6.05053E+01
6.23978E-04	6.01224E+01
6.25085E-04	5.74518E+01
6.26192E-04	5.50186E+01
6.26350E-04	5.46721E+01
6.27299E-04	5.27659E+01
6.27615E-04	5.21324E+01
6.28406E-04	5.06733E+01
6.28880E-04	4.98004E+01
6.29513E-04	4.87311E+01
6.30224E-04	4.75321E+01
6.30698E-04	4.68130E+01
6.31884E-04	4.50210E+01
6.32240E-04	4.44850E+01
6.33070E-04	4.33736E+01
6.34256E-04	4.17902E+01
6.36035E-04	3.96594E+01
6.37814E-04	3.77314E+01
6.39593E-04	3.60053E+01
6.40186E-04	3.54320E+01
6.41372E-04	3.44120E+01
6.42558E-04	3.33956E+01
6.43151E-04	3.29410E+01
6.44930E-04	3.15821E+01
6.46709E-04	3.03644E+01
6.47302E-04	2.99597E+01
6.48487E-04	2.92290E+01
6.49673E-04	2.85004E+01
6.50266E-04	2.81700E+01
6.52045E-04	2.71817E+01
6.53231E-04	2.65833E+01
6.54417E-04	2.59864E+01
6.55603E-04	2.54526E+01
6.57975E-04	2.43886E+01
6.60347E-04	2.34557E+01
6.61533E-04	2.29906E+01
6.62719E-04	2.25787E+01
6.65091E-04	2.17573E+01
6.67463E-04	2.10273E+01
6.68648E-04	2.06633E+01
6.69834E-04	2.03371E+01
6.72206E-04	1.96865E+01
6.74578E-04	1.91021E+01
6.75764E-04	1.88106E+01
6.76950E-04	1.85502E+01
6.80113E-04	1.78577E+01
6.83275E-04	1.72457E+01
6.84856E-04	1.69405E+01
6.86437E-04	1.66686E+01
6.89600E-04	1.61261E+01
6.92762E-04	1.56454E+01
6.94344E-04	1.54056E+01
6.95925E-04	1.51896E+01
6.99088E-04	1.47584E+01
7.02250E-04	1.43776E+01
