E(MeV)	"AL-27(N,TOT)"
4.21033E-01	5.67739
4.21078E-01	5.65007
4.21110E-01	5.6302
4.21126E-01	5.62307
4.21175E-01	5.60167
4.21224E-01	5.58029
4.21224E-01	5.58029
4.21289E-01	5.56108
4.21354E-01	5.54187
4.21419E-01	5.52268
4.21451E-01	5.51308
4.21484E-01	5.50731
4.21581E-01	5.49002
4.21679E-01	5.47273
4.21776E-01	5.45545
4.21841E-01	5.44393
4.21971E-01	5.43014
4.22101E-01	5.41634
4.22296E-01	5.39566
4.22459E-01	5.37843
4.22621E-01	5.3612
4.22751E-01	5.35168
4.23011E-01	5.33264
4.23401E-01	5.30409
4.23791E-01	5.27554
4.24311E-01	5.23747
4.24831E-01	5.20939
4.25351E-01	5.18131
4.26131E-01	5.1392
4.26391E-01	5.12516
4.26911E-01	5.10647
4.27690E-01	5.07844
4.28470E-01	5.0504
4.29406E-01	5.03158
4.30030E-01	5.01903
4.30810E-01	5.00335
4.31070E-01	4.99813
4.31590E-01	4.99283
4.32370E-01	4.98488
4.33149E-01	4.97694
4.34189E-01	4.96635
4.35229E-01	4.95576
4.36269E-01	4.94517
4.37309E-01	4.93459
4.38349E-01	4.924
4.39389E-01	4.91342
4.40428E-01	4.89388
4.41468E-01	4.87435
4.42768E-01	4.84993
4.43028E-01	4.84505
4.44068E-01	4.81689
4.45108E-01	4.78874
4.46147E-01	4.76059
4.47187E-01	4.73243
4.48227E-01	4.69672
4.49267E-01	4.661
4.50307E-01	4.62529
4.51347E-01	4.58957
4.52386E-01	4.55386
4.52906E-01	4.536
4.53946E-01	4.49605
4.55506E-01	4.43612
4.57066E-01	4.37619
4.58625E-01	4.31626
4.60185E-01	4.25634
4.61745E-01	4.19641
4.62785E-01	4.15646
4.63825E-01	4.11651
4.64864E-01	4.07656
4.65904E-01	4.03661
4.67074E-01	3.99166
4.67984E-01	3.95671
4.68504E-01	3.93674
4.69024E-01	3.91676
4.69544E-01	3.89679
4.70063E-01	3.87681
4.70323E-01	3.86683
4.70583E-01	3.85879
4.70973E-01	3.84673
4.71363E-01	3.83467
4.71623E-01	3.82663
4.71883E-01	3.81859
4.72143E-01	3.81055
4.72403E-01	3.80251
4.72663E-01	3.79448
4.72988E-01	3.78994
4.73183E-01	3.78722
4.73378E-01	3.7845
4.73573E-01	3.78178
4.73703E-01	3.77997
4.73768E-01	3.78078
4.73898E-01	3.7824
4.74028E-01	3.78402
4.74158E-01	3.78565
4.74288E-01	3.78727
4.74353E-01	3.78808
4.74418E-01	3.79157
4.74483E-01	3.79505
4.74613E-01	3.80203
4.74743E-01	3.80901
4.74840E-01	3.81424
4.74873E-01	3.81598
4.74938E-01	3.82363
4.75035E-01	3.83509
4.75133E-01	3.84656
4.75230E-01	3.85803
4.75263E-01	3.86185
4.75322E-01	3.87337
4.75410E-01	3.89065
4.75499E-01	3.90793
4.75587E-01	3.93357
4.75676E-01	3.95922
4.75735E-01	3.97632
4.75794E-01	4.00067
4.75853E-01	4.02503
4.75912E-01	4.04939
4.75971E-01	4.08288
4.76030E-01	4.11637
4.76089E-01	4.14987
4.76148E-01	4.19377
4.76208E-01	4.23767
4.76264E-01	4.29037
4.76321E-01	4.34308
4.76378E-01	4.40909
4.76435E-01	4.4751
4.76478E-01	4.53608
4.76521E-01	4.59706
4.76564E-01	4.66949
4.76607E-01	4.74192
4.76650E-01	4.82774
4.76693E-01	4.91356
4.76736E-01	5.01463
4.76779E-01	5.1157
4.76836E-01	5.27249
4.76865E-01	5.35088
4.76893E-01	5.43963
4.76941E-01	5.58756
4.76965E-01	5.66911
4.77037E-01	5.91378
4.77060E-01	5.99902
4.77148E-01	6.31159
4.77212E-01	6.52007
4.77244E-01	6.6243
4.77260E-01	6.66604
4.77307E-01	6.79124
4.77352E-01	6.87402
4.77365E-01	6.89766
4.77383E-01	6.91778
4.77406E-01	6.94313
4.77420E-01	6.94861
4.77438E-01	6.95601
4.77447E-01	6.95987
4.77478E-01	6.94771
4.77500E-01	6.93875
4.77518E-01	6.91708
4.77549E-01	6.87768
4.77597E-01	6.77992
4.77613E-01	6.74733
4.77645E-01	6.66027
4.77672E-01	6.58626
4.77699E-01	6.49894
4.77753E-01	6.32429
4.77780E-01	6.23134
4.77890E-01	5.85405
4.77919E-01	5.75563
4.77948E-01	5.66466
4.78005E-01	5.48273
4.78062E-01	5.31962
4.78091E-01	5.23807
4.78105E-01	5.20232
4.78148E-01	5.09506
4.78177E-01	5.02355
4.78191E-01	4.99259
4.78234E-01	4.89972
4.78263E-01	4.8378
4.78277E-01	4.81115
4.78320E-01	4.73121
4.78349E-01	4.67791
4.78363E-01	4.65501
4.78406E-01	4.58631
4.78435E-01	4.54051
4.78464E-01	4.50203
4.78521E-01	4.42508
4.78550E-01	4.38661
4.78578E-01	4.35494
4.78636E-01	4.29159
4.78664E-01	4.25993
4.78693E-01	4.23364
4.78750E-01	4.18108
4.78779E-01	4.15479
4.78808E-01	4.13365
4.78865E-01	4.09137
4.78922E-01	4.0491
4.78951E-01	4.02796
4.78980E-01	4.01139
4.79037E-01	3.97825
4.79094E-01	3.94511
4.79123E-01	3.92854
4.79152E-01	3.91568
4.79238E-01	3.87712
4.79324E-01	3.83855
4.79352E-01	3.8257
4.79410E-01	3.80583
4.79496E-01	3.77602
4.79582E-01	3.74622
4.79668E-01	3.72346
4.79754E-01	3.7007
4.79811E-01	3.68553
4.79926E-01	3.65519
4.80021E-01	3.63597
4.80117E-01	3.61674
4.80238E-01	3.59239
4.80295E-01	3.58085
4.80352E-01	3.57207
4.80473E-01	3.55353
4.80601E-01	3.53401
4.80728E-01	3.5145
4.80856E-01	3.49498
4.80919E-01	3.48522
4.80983E-01	3.47762
4.81174E-01	3.4548
4.81365E-01	3.43198
4.81556E-01	3.40916
4.81767E-01	3.38399
4.81851E-01	3.37403
4.82017E-01	3.35571
4.82214E-01	3.33413
4.82410E-01	3.31254
4.82644E-01	3.28689
4.82877E-01	3.26124
4.83111E-01	3.23559
4.83344E-01	3.20994
4.83578E-01	3.18429
4.83812E-01	3.15864
4.83928E-01	3.14582
4.84045E-01	3.13061
4.84279E-01	3.10021
4.84512E-01	3.0698
4.84746E-01	3.0394
4.84886E-01	3.02116
4.84956E-01	3.0101
4.85166E-01	2.97693
4.85306E-01	2.95482
4.85540E-01	2.91797
4.85657E-01	2.89955
4.85715E-01	2.88845
4.85890E-01	2.85516
4.86065E-01	2.82187
4.86240E-01	2.78858
4.86416E-01	2.74941
4.86591E-01	2.71025
4.86707E-01	2.68414
4.86766E-01	2.66898
4.86883E-01	2.63866
4.86999E-01	2.60834
4.87116E-01	2.57801
4.87175E-01	2.56285
4.87233E-01	2.54552
4.87350E-01	2.51087
4.87466E-01	2.47621
4.87583E-01	2.44156
4.87642E-01	2.42423
4.87700E-01	2.40617
4.87817E-01	2.37006
4.87904E-01	2.34298
4.87992E-01	2.3159
4.88079E-01	2.28882
4.88167E-01	2.26174
4.88225E-01	2.24369
4.88255E-01	2.23629
4.88342E-01	2.21409
4.88401E-01	2.19929
4.88430E-01	2.19375
4.88517E-01	2.17716
4.88605E-01	2.16755
4.88634E-01	2.16435
4.88693E-01	2.16258
4.88780E-01	2.16816
4.88789E-01	2.16872
4.88868E-01	2.18497
4.88885E-01	2.18858
4.88979E-01	2.22454
4.88984E-01	2.22801
4.89066E-01	2.27666
4.89101E-01	2.30448
4.89125E-01	2.32303
4.89183E-01	2.37989
4.89241E-01	2.44824
4.89300E-01	2.52897
4.89335E-01	2.58526
4.89358E-01	2.62278
4.89417E-01	2.73017
4.89452E-01	2.8028
4.89475E-01	2.85122
4.89533E-01	2.98544
4.89539E-01	3.00046
4.89621E-01	3.21073
4.89627E-01	3.22735
4.89708E-01	3.45997
4.89714E-01	3.47779
4.89781E-01	3.68273
4.89825E-01	3.81638
4.89857E-01	3.91535
4.89895E-01	4.03231
4.89961E-01	4.23473
4.89989E-01	4.32019
4.90027E-01	4.42803
4.90093E-01	4.61551
4.90094E-01	4.61882
4.90166E-01	4.80172
4.90168E-01	4.80692
4.90248E-01	4.98607
4.90250E-01	4.98866
4.90331E-01	5.13959
4.90331E-01	5.14013
4.90413E-01	5.26141
4.90442E-01	5.29306
4.90501E-01	5.35715
4.90588E-01	5.42233
4.90676E-01	5.46028
4.90734E-01	5.46818
4.90791E-01	5.47609
4.90849E-01	5.46902
4.90907E-01	5.46195
4.90965E-01	5.44205
4.91051E-01	5.41219
4.91087E-01	5.39975
4.91138E-01	5.37328
4.91235E-01	5.32222
4.91333E-01	5.27117
4.91398E-01	5.23714
4.91426E-01	5.22093
4.91513E-01	5.17231
4.91600E-01	5.12368
4.91686E-01	5.07505
4.91773E-01	5.02643
4.91859E-01	4.97781
4.91859E-01	4.97781
4.91946E-01	4.93556
4.92032E-01	4.89331
4.92119E-01	4.85106
4.92206E-01	4.80882
4.92206E-01	4.80882
4.92321E-01	4.76286
4.92408E-01	4.72839
4.92494E-01	4.69393
4.92552E-01	4.67095
4.92581E-01	4.66244
4.92667E-01	4.63691
4.92754E-01	4.61139
4.92783E-01	4.60288
4.92869E-01	4.57735
4.92898E-01	4.56884
4.92956E-01	4.55825
4.93043E-01	4.54236
4.93129E-01	4.52647
4.93129E-01	4.52647
4.93187E-01	4.52241
4.93245E-01	4.51835
4.93302E-01	4.5143
4.93302E-01	4.51429
4.93360E-01	4.51814
4.93417E-01	4.522
4.93462E-01	4.52498
4.93475E-01	4.52845
4.93525E-01	4.54168
4.93575E-01	4.55491
4.93615E-01	4.5655
4.93625E-01	4.57045
4.93675E-01	4.59517
4.93715E-01	4.61496
4.93725E-01	4.62238
4.93775E-01	4.65949
4.93815E-01	4.68917
4.93825E-01	4.69971
4.93875E-01	4.75237
4.93915E-01	4.7945
4.93925E-01	4.8086
4.93975E-01	4.87911
4.94015E-01	4.93552
4.94025E-01	4.95291
4.94115E-01	5.10942
4.94165E-01	5.20095
4.94220E-01	5.30162
4.94258E-01	5.37026
4.94265E-01	5.38399
4.94295E-01	5.42495
4.94332E-01	5.47478
4.94343E-01	5.48979
4.94359E-01	5.50221
4.94388E-01	5.5239
4.94403E-01	5.53527
4.94422E-01	5.53928
4.94445E-01	5.54436
4.94455E-01	5.54065
4.94493E-01	5.52675
4.94513E-01	5.51933
4.94530E-01	5.50174
4.94570E-01	5.46154
4.94585E-01	5.44646
4.94615E-01	5.40446
4.94635E-01	5.37645
4.94751E-01	5.1876
4.94801E-01	5.10549
4.94851E-01	5.02339
4.94886E-01	4.96592
4.94901E-01	4.94447
4.94938E-01	4.89086
4.94976E-01	4.83725
4.94986E-01	4.82296
4.95013E-01	4.78976
4.95051E-01	4.74449
4.95090E-01	4.69671
4.95095E-01	4.69047
4.95134E-01	4.65233
4.95178E-01	4.60909
4.95215E-01	4.57232
4.95222E-01	4.56705
4.95265E-01	4.53186
4.95309E-01	4.49667
4.95334E-01	4.47649
4.95356E-01	4.46294
4.95402E-01	4.43353
4.95464E-01	4.39431
4.95512E-01	4.36386
4.95526E-01	4.3573
4.95585E-01	4.32936
4.95641E-01	4.30282
4.95697E-01	4.27628
4.95737E-01	4.25771
4.95782E-01	4.24203
4.95866E-01	4.21262
4.95950E-01	4.18322
4.96006E-01	4.16362
4.96040E-01	4.1551
4.96141E-01	4.12953
4.96242E-01	4.10397
4.96343E-01	4.07841
4.96410E-01	4.06136
4.96545E-01	4.03617
4.96680E-01	4.01098
4.96814E-01	3.98579
4.96994E-01	3.95991
4.97173E-01	3.93403
4.97353E-01	3.90815
4.97533E-01	3.88873
4.97712E-01	3.86932
4.97982E-01	3.8402
4.98251E-01	3.81108
4.98610E-01	3.78248
4.98969E-01	3.75388
4.99328E-01	3.72528
4.99508E-01	3.71099
4.99688E-01	3.70018
5.00226E-01	3.66776
5.00765E-01	3.63535
5.01124E-01	3.61374
5.01304E-01	3.60545
5.01843E-01	3.5806
5.02561E-01	3.54745
5.03279E-01	3.51431
5.03998E-01	3.48843
5.04716E-01	3.46254
5.05434E-01	3.43665
5.06153E-01	3.41077
5.06871E-01	3.39006
5.07589E-01	3.36935
5.08308E-01	3.34864
5.09026E-01	3.32793
5.09744E-01	3.30723
5.10103E-01	3.29687
5.10463E-01	3.28853
5.11181E-01	3.27184
5.11720E-01	3.25932
5.12258E-01	3.24681
5.12797E-01	3.2343
5.13336E-01	3.22178
5.13515E-01	3.21761
5.13875E-01	3.21278
5.14234E-01	3.20795
5.14593E-01	3.20312
5.14952E-01	3.19829
5.15311E-01	3.19346
5.15491E-01	3.19294
5.15850E-01	3.19188
5.16209E-01	3.19589
5.16568E-01	3.1999
5.16927E-01	3.20392
5.17287E-01	3.21644
5.17646E-01	3.22897
5.18005E-01	3.25206
5.18364E-01	3.27515
5.18633E-01	3.30214
5.18903E-01	3.32914
5.19172E-01	3.36715
5.19442E-01	3.40516
5.19711E-01	3.45685
5.19980E-01	3.50855
5.20160E-01	3.5527
5.20339E-01	3.59685
5.20519E-01	3.64788
5.20699E-01	3.69891
5.20878E-01	3.75768
5.21130E-01	3.83996
5.21255E-01	3.8882
5.21668E-01	4.0467
5.22315E-01	4.31386
5.22674E-01	4.46229
5.23033E-01	4.59658
5.23161E-01	4.64435
5.23426E-01	4.72835
5.23721E-01	4.82207
5.23865E-01	4.86524
5.24297E-01	4.99476
5.24441E-01	5.04568
5.24585E-01	5.09661
5.24873E-01	5.22197
5.24994E-01	5.2869
5.25116E-01	5.35184
5.25373E-01	5.51683
5.25630E-01	5.7084
5.25759E-01	5.81526
5.25990E-01	6.00761
5.26206E-01	6.18713
5.26368E-01	6.32176
5.26376E-01	6.32818
5.26568E-01	6.46977
5.26633E-01	6.51697
5.26761E-01	6.59303
5.26890E-01	6.66909
5.26954E-01	6.69582
5.27147E-01	6.77601
5.27404E-01	6.83516
5.27533E-01	6.84304
5.27636E-01	6.84934
5.27944E-01	6.81971
5.27995E-01	6.80747
5.28253E-01	6.74629
5.28304E-01	6.72812
5.28535E-01	6.64637
5.28715E-01	6.58279
5.28767E-01	6.56077
5.28998E-01	6.46165
5.29230E-01	6.36253
5.29461E-01	6.26342
5.29692E-01	6.16431
5.29924E-01	6.0652
5.30155E-01	5.9661
5.30387E-01	5.867
5.30412E-01	5.85598
5.30618E-01	5.77877
5.30849E-01	5.69191
5.31081E-01	5.60505
5.31184E-01	5.56644
5.31235E-01	5.54982
5.31544E-01	5.45008
5.31852E-01	5.35035
5.31955E-01	5.3171
5.32161E-01	5.26025
5.32469E-01	5.17497
5.32726E-01	5.1039
5.32778E-01	5.09189
5.33086E-01	5.01983
5.33395E-01	4.94776
5.33652E-01	4.88771
5.33703E-01	4.87763
5.34166E-01	4.7869
5.34577E-01	4.70626
5.34629E-01	4.69781
5.35092E-01	4.62175
5.35554E-01	4.54568
5.35657E-01	4.52878
5.36017E-01	4.47937
5.36480E-01	4.41584
5.36789E-01	4.37349
5.36994E-01	4.35005
5.37611E-01	4.27972
5.38151E-01	4.21818
5.38280E-01	4.20606
5.38923E-01	4.14547
5.39565E-01	4.08488
5.40080E-01	4.04542
5.40594E-01	4.00596
5.41108E-01	3.9665
5.41365E-01	3.94676
5.41622E-01	3.93111
5.42136E-01	3.8998
5.42651E-01	3.86848
5.43036E-01	3.845
5.43293E-01	3.82935
5.43422E-01	3.82152
5.43743E-01	3.80682
5.43936E-01	3.798
5.44065E-01	3.79212
5.44193E-01	3.78624
5.44322E-01	3.78036
5.44450E-01	3.77448
5.44547E-01	3.77007
5.44643E-01	3.76566
5.44708E-01	3.76273
5.44794E-01	3.75878
5.44851E-01	3.75615
5.44909E-01	3.75352
5.44938E-01	3.75221
5.44967E-01	3.75169
5.45010E-01	3.75091
5.45053E-01	3.75013
5.45096E-01	3.74935
5.45139E-01	3.74857
5.45181E-01	3.74782
5.45206E-01	3.74736
5.45218E-01	3.74793
5.45243E-01	3.74912
5.45268E-01	3.75032
5.45294E-01	3.75152
5.45319E-01	3.75272
5.45344E-01	3.75392
5.45369E-01	3.75512
5.45387E-01	3.75597
5.45404E-01	3.75681
5.45422E-01	3.75766
5.45440E-01	3.75851
5.45451E-01	3.75905
5.45457E-01	3.76046
5.45475E-01	3.76428
5.45493E-01	3.76811
5.45506E-01	3.77098
5.45518E-01	3.77351
5.45532E-01	3.77666
5.45546E-01	3.77969
5.45546E-01	3.77997
5.45557E-01	3.78539
5.45568E-01	3.79082
5.45581E-01	3.79695
5.45593E-01	3.80308
5.45605E-01	3.80903
5.45616E-01	3.81461
5.45619E-01	3.8161
5.45627E-01	3.824
5.45634E-01	3.83119
5.45642E-01	3.83838
5.45649E-01	3.84558
5.45657E-01	3.85278
5.45663E-01	3.85926
5.45664E-01	3.86042
5.45672E-01	3.87202
5.45679E-01	3.88362
5.45686E-01	3.89523
5.45693E-01	3.90568
5.45694E-01	3.90745
5.45701E-01	3.92518
5.45709E-01	3.94292
5.45716E-01	3.96067
5.45723E-01	3.97665
5.45724E-01	3.97926
5.45729E-01	3.99879
5.45735E-01	4.01833
5.45740E-01	4.03788
5.45745E-01	4.05482
5.45746E-01	4.05843
5.45752E-01	4.08546
5.45757E-01	4.1125
5.45763E-01	4.13956
5.45767E-01	4.16301
5.45768E-01	4.1678
5.45776E-01	4.21567
5.45783E-01	4.26355
5.45790E-01	4.30666
5.45790E-01	4.31243
5.45798E-01	4.37015
5.45809E-01	4.45674
5.45827E-01	4.59386
5.45834E-01	4.6487
5.45839E-01	4.68765
5.45841E-01	4.70051
5.45848E-01	4.74336
5.45854E-01	4.77332
5.45854E-01	4.7746
5.45860E-01	4.79379
5.45865E-01	4.81167
5.45865E-01	4.8121
5.45870E-01	4.8182
5.45875E-01	4.82315
5.45875E-01	4.82244
5.45881E-01	4.81473
5.45886E-01	4.80771
5.45887E-01	4.80611
5.45891E-01	4.79031
5.45897E-01	4.76873
5.45898E-01	4.76297
5.45902E-01	4.73876
5.45909E-01	4.69692
5.45911E-01	4.6859
5.45915E-01	4.66087
5.45925E-01	4.58297
5.45928E-01	4.56071
5.45947E-01	4.40981
5.45955E-01	4.35179
5.45958E-01	4.32858
5.45962E-01	4.2998
5.45970E-01	4.25183
5.45977E-01	4.20388
5.45980E-01	4.18471
5.45985E-01	4.16314
5.45990E-01	4.13618
5.45996E-01	4.10924
5.46001E-01	4.08231
5.46002E-01	4.07693
5.46007E-01	4.06173
5.46012E-01	4.04274
5.46018E-01	4.02376
5.46022E-01	4.01111
5.46025E-01	4.00099
5.46029E-01	3.99077
5.46037E-01	3.97376
5.46044E-01	3.95676
5.46047E-01	3.94997
5.46051E-01	3.94411
5.46059E-01	3.93436
5.46066E-01	3.92463
5.46074E-01	3.9149
5.46075E-01	3.91296
5.46079E-01	3.91172
5.46086E-01	3.90926
5.46093E-01	3.9068
5.46098E-01	3.90497
5.46103E-01	3.90315
5.46109E-01	3.9062
5.46114E-01	3.90926
5.46119E-01	3.91233
5.46124E-01	3.9154
5.46129E-01	3.92346
5.46134E-01	3.93152
5.46138E-01	3.9396
5.46143E-01	3.94769
5.46148E-01	3.96196
5.46153E-01	3.97624
5.46158E-01	3.99053
5.46162E-01	4.0119
5.46167E-01	4.0333
5.46172E-01	4.0547
5.46177E-01	4.0846
5.46182E-01	4.11451
5.46186E-01	4.14446
5.46191E-01	4.18309
5.46198E-01	4.24107
5.46201E-01	4.2604
5.46206E-01	4.30537
5.46222E-01	4.46278
5.46230E-01	4.5302
5.46234E-01	4.57512
5.46239E-01	4.6113
5.46244E-01	4.64745
5.46249E-01	4.6727
5.46254E-01	4.6979
5.46259E-01	4.70844
5.46261E-01	4.71421
5.46265E-01	4.72174
5.46265E-01	4.72187
5.46266E-01	4.72097
5.46270E-01	4.71776
5.46272E-01	4.71618
5.46275E-01	4.70648
5.46280E-01	4.69027
5.46282E-01	4.68377
5.46284E-01	4.66618
5.46289E-01	4.63683
5.46293E-01	4.61332
5.46296E-01	4.5849
5.46304E-01	4.52398
5.46312E-01	4.45085
5.46321E-01	4.37964
5.46328E-01	4.31685
5.46333E-01	4.27499
5.46336E-01	4.24153
5.46337E-01	4.23461
5.46342E-01	4.20005
5.46347E-01	4.1655
5.46351E-01	4.13788
5.46352E-01	4.13236
5.46357E-01	4.10482
5.46361E-01	4.0773
5.46365E-01	4.05529
5.46366E-01	4.05104
5.46371E-01	4.02979
5.46376E-01	4.00856
5.46380E-01	3.99159
5.46381E-01	3.98847
5.46386E-01	3.97288
5.46389E-01	3.96045
5.46393E-01	3.94803
5.46399E-01	3.92996
5.46399E-01	3.92959
5.46405E-01	3.91725
5.46410E-01	3.90493
5.46416E-01	3.89261
5.46422E-01	3.87964
5.46427E-01	3.86955
5.46428E-01	3.86783
5.46434E-01	3.86011
5.46440E-01	3.85239
5.46447E-01	3.84467
5.46453E-01	3.83697
5.46459E-01	3.82926
5.46467E-01	3.81856
5.46467E-01	3.81814
5.46474E-01	3.81341
5.46481E-01	3.80844
5.46488E-01	3.80348
5.46498E-01	3.79687
5.46507E-01	3.79027
5.46517E-01	3.78366
5.46526E-01	3.77706
5.46527E-01	3.77659
5.46535E-01	3.77347
5.46547E-01	3.76939
5.46557E-01	3.76579
5.46567E-01	3.76219
5.46581E-01	3.7574
5.46594E-01	3.7526
5.46608E-01	3.74782
5.46621E-01	3.74303
5.46627E-01	3.74111
5.46635E-01	3.73971
5.46654E-01	3.73642
5.46670E-01	3.73361
5.46686E-01	3.7308
5.46702E-01	3.72799
5.46724E-01	3.72424
5.46745E-01	3.7205
5.46767E-01	3.71676
5.46783E-01	3.71395
5.46788E-01	3.71351
5.46810E-01	3.71174
5.46835E-01	3.70965
5.46865E-01	3.70722
5.46895E-01	3.70479
5.46924E-01	3.70236
5.46954E-01	3.69994
5.46999E-01	3.6963
5.47043E-01	3.69267
5.47090E-01	3.68881
5.47139E-01	3.68485
5.47144E-01	3.68441
5.47187E-01	3.68274
5.47252E-01	3.68024
5.47317E-01	3.67774
5.47392E-01	3.67482
5.47468E-01	3.67191
5.47543E-01	3.66899
5.47651E-01	3.66483
5.47748E-01	3.66108
5.47878E-01	3.65609
5.48007E-01	3.65109
5.48136E-01	3.6461
5.48309E-01	3.63944
5.48568E-01	3.6338
5.48827E-01	3.62815
5.49172E-01	3.62062
5.49517E-01	3.61309
5.50035E-01	3.6018
5.50207E-01	3.59804
5.50725E-01	3.59353
5.51415E-01	3.58753
5.52278E-01	3.58002
5.52451E-01	3.57983
5.53141E-01	3.58457
5.54004E-01	3.5905
5.54349E-01	3.59287
5.54867E-01	3.60477
5.55729E-01	3.62462
5.56075E-01	3.63256
5.56592E-01	3.65336
5.57455E-01	3.68804
5.58145E-01	3.72875
5.58836E-01	3.76947
5.59526E-01	3.82487
5.60044E-01	3.86642
5.60216E-01	3.88418
5.60906E-01	3.95523
5.61252E-01	3.99075
5.61597E-01	4.03455
5.62287E-01	4.12214
5.63150E-01	4.25335
5.63495E-01	4.30584
5.64013E-01	4.39829
5.64875E-01	4.55237
5.65221E-01	4.61972
5.66946E-01	4.95648
5.67464E-01	5.0575
5.67809E-01	5.11449
5.68499E-01	5.22846
5.69017E-01	5.29129
5.69310E-01	5.3269
5.69604E-01	5.34785
5.70052E-01	5.37989
5.70225E-01	5.38382
5.70613E-01	5.39266
5.70829E-01	5.38717
5.71260E-01	5.3762
5.71433E-01	5.36273
5.71951E-01	5.32234
5.72641E-01	5.23363
5.73331E-01	5.11163
5.73504E-01	5.08113
5.74367E-01	4.89347
5.75747E-01	4.55046
5.76610E-01	4.32697
5.77300E-01	4.14817
5.77818E-01	4.01408
5.78336E-01	3.87999
5.78508E-01	3.83529
5.78681E-01	3.79345
5.78853E-01	3.7516
5.79198E-01	3.6679
5.79544E-01	3.58421
5.79889E-01	3.50051
5.80234E-01	3.42331
5.80579E-01	3.3461
5.81010E-01	3.2496
5.81097E-01	3.2303
5.81269E-01	3.19591
5.81528E-01	3.14433
5.81787E-01	3.09276
5.81959E-01	3.05837
5.82046E-01	3.04365
5.82305E-01	2.9995
5.82477E-01	2.97006
5.82563E-01	2.95819
5.82790E-01	2.92706
5.82930E-01	2.9078
5.82999E-01	2.90145
5.83206E-01	2.8824
5.83344E-01	2.86971
5.83413E-01	2.86748
5.83619E-01	2.8608
5.83711E-01	2.85783
5.83826E-01	2.86159
5.83953E-01	2.86574
5.84033E-01	2.87337
5.84171E-01	2.88645
5.84240E-01	2.89784
5.84378E-01	2.9206
5.84447E-01	2.93761
5.84585E-01	2.97163
5.84654E-01	2.99524
5.84792E-01	3.04247
5.84861E-01	3.07366
5.84999E-01	3.13605
5.85068E-01	3.17565
5.85206E-01	3.25485
5.85275E-01	3.30388
5.85413E-01	3.40195
5.85516E-01	3.48796
5.85550E-01	3.51664
5.85619E-01	3.58124
5.85688E-01	3.64584
5.85751E-01	3.71399
5.85799E-01	3.7651
5.85846E-01	3.81622
5.85878E-01	3.85678
5.85910E-01	3.89734
5.85933E-01	3.92777
5.85941E-01	3.93791
5.85958E-01	3.96516
5.85976E-01	3.99241
5.85993E-01	4.01967
5.86010E-01	4.04693
5.86027E-01	4.08289
5.86040E-01	4.10987
5.86053E-01	4.13686
5.86062E-01	4.15486
5.86066E-01	4.16713
5.86079E-01	4.20395
5.86091E-01	4.23771
5.86095E-01	4.24897
5.86099E-01	4.26406
5.86107E-01	4.29424
5.86115E-01	4.32443
5.86119E-01	4.33954
5.86123E-01	4.35898
5.86130E-01	4.39788
5.86134E-01	4.41734
5.86136E-01	4.42951
5.86142E-01	4.466
5.86148E-01	4.5014
5.86149E-01	4.50583
5.86154E-01	4.54445
5.86160E-01	4.58861
5.86162E-01	4.60516
5.86165E-01	4.63952
5.86171E-01	4.69451
5.86175E-01	4.72889
5.86177E-01	4.75457
5.86183E-01	4.82305
5.86188E-01	4.88297
5.86188E-01	4.89343
5.86195E-01	4.98442
5.86200E-01	5.06078
5.86201E-01	5.07803
5.86207E-01	5.18521
5.86211E-01	5.2579
5.86213E-01	5.29759
5.86222E-01	5.46204
5.86228E-01	5.5982
5.86246E-01	5.95151
5.86249E-01	6.02216
5.86253E-01	6.09404
5.86258E-01	6.18641
5.86259E-01	6.19877
5.86265E-01	6.28515
5.86268E-01	6.31804
5.86271E-01	6.35384
5.86277E-01	6.40609
5.86277E-01	6.40844
5.86281E-01	6.42486
5.86285E-01	6.44163
5.86286E-01	6.44292
5.86286E-01	6.44347
5.86289E-01	6.43935
5.86294E-01	6.43173
5.86294E-01	6.43127
5.86299E-01	6.40102
5.86302E-01	6.38083
5.86304E-01	6.3578
5.86311E-01	6.28865
5.86311E-01	6.28287
5.86314E-01	6.23502
5.86322E-01	6.1233
5.86323E-01	6.10733
5.86330E-01	5.98357
5.86348E-01	5.65031
5.86354E-01	5.53607
5.86356E-01	5.51048
5.86361E-01	5.42522
5.86365E-01	5.36555
5.86367E-01	5.34339
5.86372E-01	5.26955
5.86376E-01	5.21788
5.86377E-01	5.19935
5.86382E-01	5.1376
5.86386E-01	5.09439
5.86388E-01	5.07929
5.86393E-01	5.02897
5.86397E-01	4.99376
5.86398E-01	4.98232
5.86404E-01	4.94423
5.86409E-01	4.90615
5.86413E-01	4.8795
5.86414E-01	4.87152
5.86420E-01	4.84491
5.86425E-01	4.81832
5.86429E-01	4.79971
5.86430E-01	4.79422
5.86438E-01	4.76679
5.86444E-01	4.74485
5.86446E-01	4.74135
5.86454E-01	4.72386
5.86462E-01	4.70639
5.86466E-01	4.69824
5.86470E-01	4.69293
5.86478E-01	4.68298
5.86486E-01	4.67304
5.86487E-01	4.67171
5.86495E-01	4.66787
5.86507E-01	4.6623
5.86519E-01	4.65674
5.86525E-01	4.6539
5.86531E-01	4.6551
5.86540E-01	4.65668
5.86558E-01	4.65986
5.86575E-01	4.66304
5.86582E-01	4.6643
5.86593E-01	4.67073
5.86612E-01	4.68279
5.86642E-01	4.70089
