E(MeV)	"AL-27(N,TOT)"
2.60778E-01	5.72707
2.60782E-01	5.73727
2.60784E-01	5.72948
2.60785E-01	5.72633
2.60788E-01	5.69902
2.60791E-01	5.67489
2.60793E-01	5.63864
2.60796E-01	5.58376
2.60796E-01	5.56491
2.60800E-01	5.47001
2.60801E-01	5.45727
2.60805E-01	5.33019
2.60807E-01	5.25841
2.60809E-01	5.17443
2.60815E-01	4.97788
2.60815E-01	4.96776
2.60833E-01	4.25792
2.60834E-01	4.21742
2.60838E-01	4.06649
2.60842E-01	3.93466
2.60843E-01	3.88343
2.60848E-01	3.71295
2.60849E-01	3.67895
2.60852E-01	3.59614
2.60856E-01	3.48342
2.60857E-01	3.45346
2.60860E-01	3.38169
2.60864E-01	3.28407
2.60865E-01	3.25809
2.60867E-01	3.19662
2.60871E-01	3.11297
2.60872E-01	3.09069
2.60875E-01	3.03834
2.60879E-01	2.9671
2.60880E-01	2.94815
2.60883E-01	2.90365
2.60886E-01	2.8431
2.60887E-01	2.82699
2.60890E-01	2.78914
2.60894E-01	2.73765
2.60895E-01	2.72394
2.60898E-01	2.69084
2.60900E-01	2.66383
2.60902E-01	2.64831
2.60907E-01	2.59676
2.60910E-01	2.56076
2.60912E-01	2.54806
2.60917E-01	2.50585
2.60921E-01	2.47638
2.60922E-01	2.46589
2.60927E-01	2.431
2.60931E-01	2.40664
2.60932E-01	2.39789
2.60937E-01	2.36878
2.60941E-01	2.34846
2.60943E-01	2.34136
2.60948E-01	2.31777
2.60953E-01	2.29424
2.60956E-01	2.27779
2.60958E-01	2.2722
2.60963E-01	2.2536
2.60968E-01	2.23505
2.60972E-01	2.22208
2.60976E-01	2.21031
2.60983E-01	2.18977
2.60989E-01	2.17074
2.60990E-01	2.16961
2.60997E-01	2.15379
2.61004E-01	2.13801
2.61012E-01	2.1203
2.61012E-01	2.12002
2.61020E-01	2.10673
2.61028E-01	2.09327
2.61036E-01	2.07983
2.61037E-01	2.07898
2.61044E-01	2.06918
2.61052E-01	2.0599
2.61061E-01	2.04832
2.61061E-01	2.04717
2.61069E-01	2.03936
2.61078E-01	2.03071
2.61087E-01	2.02208
2.61096E-01	2.01347
2.61103E-01	2.00671
2.61105E-01	2.0054
2.61119E-01	1.99625
2.61130E-01	1.98843
2.61141E-01	1.98063
2.61153E-01	1.97284
2.61154E-01	1.97197
2.61164E-01	1.96718
2.61176E-01	1.9618
2.61187E-01	1.95643
2.61199E-01	1.95107
2.61210E-01	1.94571
2.61226E-01	1.93858
2.61231E-01	1.93621
2.61241E-01	1.9329
2.61256E-01	1.92794
2.61272E-01	1.92299
2.61287E-01	1.91805
2.61302E-01	1.91311
2.61317E-01	1.90818
2.61323E-01	1.90654
2.61333E-01	1.90413
2.61353E-01	1.8993
2.61374E-01	1.89448
2.61394E-01	1.88967
2.61414E-01	1.88486
2.61435E-01	1.88006
2.61445E-01	1.87766
2.61455E-01	1.87591
2.61486E-01	1.87065
2.61518E-01	1.86508
2.61552E-01	1.85935
2.61585E-01	1.85363
2.61619E-01	1.84791
2.61652E-01	1.84219
2.61686E-01	1.83648
2.61713E-01	1.83186
2.61719E-01	1.83103
2.61764E-01	1.82526
2.61808E-01	1.81949
2.61853E-01	1.81372
2.61904E-01	1.80714
2.61955E-01	1.80055
2.62006E-01	1.79397
2.62057E-01	1.78739
2.62108E-01	1.78081
2.62185E-01	1.77095
2.62210E-01	1.76766
2.62261E-01	1.76222
2.62325E-01	1.75542
2.62420E-01	1.74522
2.62516E-01	1.73502
2.62618E-01	1.72415
2.62720E-01	1.71328
2.62822E-01	1.7024
2.62975E-01	1.6861
2.63026E-01	1.68067
2.63128E-01	1.67119
2.63281E-01	1.65697
2.63434E-01	1.64275
2.63638E-01	1.62379
2.63902E-01	1.5993
2.64141E-01	1.57703
2.64461E-01	1.55064
2.64781E-01	1.52426
2.65100E-01	1.49787
2.65340E-01	1.47808
2.65420E-01	1.4723
2.65739E-01	1.44917
2.65979E-01	1.43182
2.66219E-01	1.41448
2.66298E-01	1.4087
2.66458E-01	1.39915
2.66618E-01	1.38961
2.66778E-01	1.38007
2.66898E-01	1.37291
2.66937E-01	1.37053
2.67017E-01	1.36722
2.67137E-01	1.36228
2.67217E-01	1.35898
2.67297E-01	1.35568
2.67337E-01	1.35404
2.67417E-01	1.35275
2.67477E-01	1.35178
2.67537E-01	1.35082
2.67545E-01	1.35069
2.67597E-01	1.3519
2.67636E-01	1.35284
2.67676E-01	1.35377
2.67716E-01	1.35471
2.67744E-01	1.35537
2.67756E-01	1.35641
2.67796E-01	1.3599
2.67826E-01	1.36251
2.67856E-01	1.36513
2.67864E-01	1.36583
2.67886E-01	1.36941
2.67916E-01	1.37431
2.67944E-01	1.37888
2.67946E-01	1.37942
2.67966E-01	1.38484
2.67986E-01	1.39026
2.68006E-01	1.39568
2.68024E-01	1.40057
2.68026E-01	1.40139
2.68046E-01	1.40967
2.68063E-01	1.41687
2.68075E-01	1.42167
2.68078E-01	1.42356
2.68093E-01	1.4323
2.68108E-01	1.44105
2.68122E-01	1.4498
2.68126E-01	1.45181
2.68137E-01	1.46102
2.68152E-01	1.47299
2.68160E-01	1.47929
2.68167E-01	1.48654
2.68180E-01	1.50043
2.68188E-01	1.5083
2.68192E-01	1.51409
2.68204E-01	1.52987
2.68216E-01	1.54513
2.68216E-01	1.5458
2.68226E-01	1.56242
2.68238E-01	1.58239
2.68240E-01	1.58505
2.68250E-01	1.60684
2.68262E-01	1.632
2.68264E-01	1.63535
2.68274E-01	1.66204
2.68280E-01	1.67641
2.68282E-01	1.68372
2.68290E-01	1.70809
2.68296E-01	1.72516
2.68298E-01	1.73391
2.68306E-01	1.76307
2.68312E-01	1.7835
2.68314E-01	1.79405
2.68322E-01	1.82926
2.68328E-01	1.85391
2.68330E-01	1.86644
2.68338E-01	1.90823
2.68339E-01	1.91658
2.68346E-01	1.95553
2.68351E-01	1.98962
2.68354E-01	2.00672
2.68362E-01	2.06376
2.68363E-01	2.07518
2.68370E-01	2.12887
2.68375E-01	2.17588
2.68376E-01	2.17973
2.68382E-01	2.23755
2.68383E-01	2.25299
2.68388E-01	2.30047
2.68391E-01	2.33933
2.68394E-01	2.36837
2.68399E-01	2.43613
2.68400E-01	2.44157
2.68406E-01	2.52298
2.68407E-01	2.54469
2.68412E-01	2.61162
2.68415E-01	2.6664
2.68418E-01	2.70727
2.68423E-01	2.80264
2.68424E-01	2.81025
2.68430E-01	2.92426
2.68431E-01	2.95469
2.68436E-01	3.04754
2.68439E-01	3.12352
2.68442E-01	3.17935
2.68446E-01	3.27241
2.68447E-01	3.30966
2.68454E-01	3.47213
2.68455E-01	3.51277
2.68462E-01	3.69025
2.68467E-01	3.84558
2.68470E-01	3.91664
2.68492E-01	4.56803
2.68493E-01	4.59586
2.68498E-01	4.75714
2.68502E-01	4.83713
2.68506E-01	4.957
2.68508E-01	4.98249
2.68512E-01	5.08426
2.68514E-01	5.10485
2.68518E-01	5.18708
2.68520E-01	5.202
2.68524E-01	5.26153
2.68526E-01	5.27018
2.68530E-01	5.30465
2.68532E-01	5.30736
2.68535E-01	5.31538
2.68540E-01	5.30332
2.68541E-01	5.29957
2.68546E-01	5.26393
2.68547E-01	5.25126
2.68551E-01	5.19852
2.68553E-01	5.17205
2.68557E-01	5.09918
2.68559E-01	5.06603
2.68563E-01	4.97479
2.68565E-01	4.93587
2.68570E-01	4.80922
2.68572E-01	4.75985
2.68578E-01	4.57865
2.68581E-01	4.50774
2.68601E-01	3.91645
2.68606E-01	3.77455
2.68609E-01	3.6858
2.68613E-01	3.55267
2.68617E-01	3.4699
2.68621E-01	3.34577
2.68625E-01	3.26969
2.68629E-01	3.15559
2.68631E-01	3.12965
2.68637E-01	2.99997
2.68637E-01	2.9827
2.68643E-01	2.88128
2.68645E-01	2.82673
2.68649E-01	2.77072
2.68653E-01	2.68678
2.68655E-01	2.6679
2.68661E-01	2.5712
2.68662E-01	2.55844
2.68668E-01	2.46706
2.68669E-01	2.45292
2.68677E-01	2.35788
2.68678E-01	2.34411
2.68684E-01	2.27337
2.68688E-01	2.23712
2.68692E-01	2.19708
2.68697E-01	2.14957
2.68699E-01	2.12886
2.68704E-01	2.08861
2.68709E-01	2.04838
2.68711E-01	2.03271
2.68718E-01	1.98181
2.68719E-01	1.9779
2.68726E-01	1.93743
2.68732E-01	1.89698
2.68733E-01	1.89412
2.68740E-01	1.85696
2.68745E-01	1.82839
2.68747E-01	1.8212
2.68754E-01	1.79007
2.68762E-01	1.75656
2.68763E-01	1.75259
2.68772E-01	1.72084
2.68778E-01	1.69704
2.68781E-01	1.69021
2.68789E-01	1.66291
2.68798E-01	1.63985
2.68807E-01	1.6168
2.68811E-01	1.60528
2.68816E-01	1.59598
2.68825E-01	1.57739
2.68833E-01	1.55882
2.68836E-01	1.55502
2.68847E-01	1.53603
2.68855E-01	1.52085
2.68858E-01	1.51784
2.68869E-01	1.50279
2.68880E-01	1.48774
2.68888E-01	1.47572
2.68891E-01	1.4734
2.68907E-01	1.456
2.68921E-01	1.44093
2.68921E-01	1.4409
2.68930E-01	1.43376
2.68948E-01	1.41949
2.68963E-01	1.40703
2.68966E-01	1.40566
2.68983E-01	1.39479
2.69001E-01	1.38392
2.69005E-01	1.3812
2.69019E-01	1.37518
2.69036E-01	1.36715
2.69054E-01	1.35913
2.69069E-01	1.35259
2.69076E-01	1.35007
2.69098E-01	1.34286
2.69121E-01	1.33565
2.69134E-01	1.33133
2.69143E-01	1.32929
2.69176E-01	1.32164
2.69209E-01	1.314
2.69222E-01	1.31094
2.69242E-01	1.30792
2.69276E-01	1.30288
2.69309E-01	1.29784
2.69342E-01	1.29281
2.69355E-01	1.2908
2.69386E-01	1.288
2.69431E-01	1.284
2.69475E-01	1.28
2.69541E-01	1.27401
2.69550E-01	1.27321
2.69612E-01	1.27004
2.69692E-01	1.26597
2.69763E-01	1.26235
2.69772E-01	1.26213
2.69852E-01	1.26021
2.69958E-01	1.25766
2.70064E-01	1.2551
2.70082E-01	1.25468
2.70224E-01	1.25387
2.70295E-01	1.25346
2.70365E-01	1.25393
2.70507E-01	1.25487
2.70578E-01	1.25655
2.70791E-01	1.26157
2.70932E-01	1.26493
2.71216E-01	1.27701
2.71500E-01	1.29371
2.71783E-01	1.31538
2.71925E-01	1.3289
2.72067E-01	1.34243
2.72350E-01	1.37532
2.72634E-01	1.41456
2.72917E-01	1.4607
2.73201E-01	1.51429
2.73484E-01	1.57594
2.73768E-01	1.64624
2.74051E-01	1.72578
2.74193E-01	1.77046
2.74335E-01	1.81515
2.74618E-01	1.9149
2.74902E-01	2.02552
2.75185E-01	2.14744
2.75327E-01	2.21421
2.75469E-01	2.28097
2.75752E-01	2.42631
2.76036E-01	2.58349
2.76319E-01	2.75233
2.76745E-01	3.02642
2.76886E-01	3.12552
2.77170E-01	3.32371
2.77454E-01	3.53482
2.77595E-01	3.64038
2.77879E-01	3.86303
2.78304E-01	4.19701
2.78729E-01	4.53434
2.79155E-01	4.87167
2.79296E-01	4.98411
2.79722E-01	5.30008
2.79864E-01	5.4054
2.80147E-01	5.59799
2.80317E-01	5.71354
2.80572E-01	5.86938
2.80714E-01	5.95595
2.80998E-01	6.10814
2.81139E-01	6.18423
2.81423E-01	6.31315
2.81565E-01	6.37761
2.81990E-01	6.53542
2.82415E-01	6.6584
2.82699E-01	6.71839
2.82841E-01	6.74839
2.83408E-01	6.82175
2.84045E-01	6.84939
2.84400E-01	6.83617
2.84825E-01	6.8203
2.85109E-01	6.79074
2.85676E-01	6.73162
2.86243E-01	6.64373
2.86810E-01	6.55584
2.87377E-01	6.44961
2.87944E-01	6.34339
2.88511E-01	6.23716
2.89078E-01	6.13094
2.89645E-01	6.02472
2.90212E-01	5.9185
2.90779E-01	5.81229
2.91063E-01	5.75918
2.91346E-01	5.71185
2.91913E-01	5.61718
2.92480E-01	5.52251
2.92906E-01	5.45151
2.93047E-01	5.4309
2.93756E-01	5.32785
2.94465E-01	5.2248
2.94749E-01	5.18358
2.95174E-01	5.13072
2.95883E-01	5.04261
2.96592E-01	4.9545
2.97300E-01	4.88011
2.98009E-01	4.80573
2.98434E-01	4.7611
2.98718E-01	4.73657
2.99427E-01	4.67524
3.00136E-01	4.61392
3.00277E-01	4.60165
3.00844E-01	4.56299
3.01270E-01	4.53399
3.01978E-01	4.48567
3.02120E-01	4.476
3.02651E-01	4.45018
3.03304E-01	4.41845
3.03793E-01	4.39465
3.04282E-01	4.38138
3.04772E-01	4.36812
3.05261E-01	4.35485
3.05751E-01	4.351
3.05995E-01	4.34908
3.06240E-01	4.35207
3.06729E-01	4.35805
3.07056E-01	4.36204
3.07219E-01	4.36885
3.07545E-01	4.38247
3.07871E-01	4.39609
3.08035E-01	4.4029
3.08198E-01	4.41527
3.08524E-01	4.44
3.08850E-01	4.46474
3.09176E-01	4.50244
3.09503E-01	4.54015
3.09666E-01	4.559
3.09829E-01	4.58497
3.10155E-01	4.63692
3.10318E-01	4.66289
3.10481E-01	4.69615
3.10808E-01	4.76267
3.10971E-01	4.79593
3.11134E-01	4.83683
3.11460E-01	4.91862
3.11623E-01	4.95952
3.11950E-01	5.05589
3.12439E-01	5.20045
3.12602E-01	5.25045
3.13255E-01	5.45044
3.13418E-01	5.50044
3.13622E-01	5.55184
3.13866E-01	5.61351
3.13907E-01	5.62379
3.14111E-01	5.66079
3.14274E-01	5.69038
3.14356E-01	5.69861
3.14601E-01	5.72327
3.14641E-01	5.72738
3.14825E-01	5.73282
3.14845E-01	5.73343
3.14937E-01	5.72936
3.15123E-01	5.72114
3.15196E-01	5.71788
3.15375E-01	5.69384
3.15539E-01	5.67198
3.15620E-01	5.65426
3.15865E-01	5.60108
3.15906E-01	5.59222
3.16110E-01	5.53166
3.16395E-01	5.44687
3.16477E-01	5.4171
3.16966E-01	5.23845
3.17170E-01	5.16401
3.17822E-01	4.91856
3.18312E-01	4.73447
3.18638E-01	4.62524
3.18964E-01	4.516
3.19291E-01	4.42032
3.19617E-01	4.32464
3.19943E-01	4.24216
3.20269E-01	4.15967
3.20596E-01	4.09022
3.20922E-01	4.02078
3.21085E-01	3.98606
3.21248E-01	3.9573
3.21575E-01	3.8998
3.21901E-01	3.84229
3.22227E-01	3.79499
3.22553E-01	3.74769
3.22880E-01	3.70039
3.23369E-01	3.64291
3.23858E-01	3.58543
3.24021E-01	3.56627
3.24348E-01	3.53532
3.24837E-01	3.48889
3.25327E-01	3.44247
3.25816E-01	3.40468
3.26305E-01	3.3669
3.26795E-01	3.32912
3.27447E-01	3.28816
3.28100E-01	3.2472
3.28752E-01	3.20625
3.29405E-01	3.17295
3.30221E-01	3.13134
3.31036E-01	3.08973
3.31199E-01	3.08141
3.31852E-01	3.05387
3.32831E-01	3.01257
3.33809E-01	2.97126
3.34217E-01	2.95406
3.34829E-01	2.93218
3.35441E-01	2.9103
3.36256E-01	2.88113
3.37072E-01	2.85196
3.37888E-01	2.8228
3.38805E-01	2.79452
3.39519E-01	2.77254
3.40131E-01	2.75369
3.40539E-01	2.74112
3.40743E-01	2.73484
3.41252E-01	2.71914
3.41558E-01	2.70971
3.41864E-01	2.70029
3.42068E-01	2.69401
3.42170E-01	2.69087
3.42374E-01	2.68459
3.42629E-01	2.67823
3.42782E-01	2.67442
3.42935E-01	2.6706
3.43037E-01	2.66806
3.43139E-01	2.66552
3.43241E-01	2.66297
3.43343E-01	2.66043
3.43419E-01	2.65853
3.43495E-01	2.65662
3.43572E-01	2.65472
3.43648E-01	2.65282
3.43725E-01	2.65091
3.43776E-01	2.64965
3.43827E-01	2.64838
3.43878E-01	2.64711
3.43929E-01	2.64585
3.43980E-01	2.64459
3.44031E-01	2.64332
3.44069E-01	2.64238
3.44107E-01	2.64143
3.44145E-01	2.64114
3.44184E-01	2.64085
3.44222E-01	2.64056
3.44260E-01	2.64027
3.44298E-01	2.63998
3.44324E-01	2.6398
3.44337E-01	2.6397
3.44349E-01	2.64002
3.44375E-01	2.64065
3.44400E-01	2.64128
3.44424E-01	2.64186
3.44445E-01	2.64239
3.44466E-01	2.64292
3.44487E-01	2.64345
3.44508E-01	2.64399
3.44529E-01	2.64453
3.44550E-01	2.64507
3.44572E-01	2.64561
3.44582E-01	2.64589
3.44589E-01	2.64675
3.44604E-01	2.64849
3.44619E-01	2.65023
3.44633E-01	2.65198
3.44648E-01	2.65372
3.44663E-01	2.65547
3.44677E-01	2.65723
3.44692E-01	2.65899
3.44705E-01	2.66058
3.44717E-01	2.66201
3.44724E-01	2.66289
3.44729E-01	2.66419
3.44741E-01	2.6676
3.44752E-01	2.67101
3.44764E-01	2.67443
3.44776E-01	2.67785
3.44788E-01	2.68129
3.44797E-01	2.68404
3.44798E-01	2.68439
3.44808E-01	2.68936
3.44818E-01	2.69496
3.44829E-01	2.70057
3.44840E-01	2.7062
3.44848E-01	2.71059
3.44850E-01	2.71259
3.44859E-01	2.7201
3.44868E-01	2.72763
3.44877E-01	2.73518
3.44883E-01	2.74072
3.44886E-01	2.74388
3.44894E-01	2.75575
3.44900E-01	2.76367
3.44906E-01	2.77161
3.44912E-01	2.77956
3.44918E-01	2.78753
3.44919E-01	2.78833
3.44924E-01	2.79918
3.44930E-01	2.81126
3.44936E-01	2.82336
3.44942E-01	2.83549
3.44942E-01	2.8367
3.44947E-01	2.85177
3.44953E-01	2.86854
3.44959E-01	2.88535
3.44960E-01	2.88704
3.44965E-01	2.90746
3.44971E-01	2.9302
3.44977E-01	2.953
3.44977E-01	2.95528
3.44981E-01	2.97451
3.44986E-01	2.99674
3.44989E-01	3.01455
3.44990E-01	3.02007
3.44995E-01	3.04772
3.44999E-01	3.07541
3.45001E-01	3.08835
3.45003E-01	3.1067
3.45008E-01	3.14117
3.45012E-01	3.17568
3.45013E-01	3.18029
3.45017E-01	3.2172
3.45021E-01	3.25984
3.45025E-01	3.29401
3.45026E-01	3.30435
3.45030E-01	3.3561
3.45036E-01	3.42521
3.45036E-01	3.43212
3.45042E-01	3.50511
3.45048E-01	3.5863
3.45048E-01	3.59442
3.45057E-01	3.72167
3.45074E-01	3.99454
3.45080E-01	4.08312
3.45080E-01	4.08536
3.45086E-01	4.15833
3.45088E-01	4.19279
3.45091E-01	4.21918
3.45095E-01	4.26299
3.45097E-01	4.28044
3.45100E-01	4.29603
3.45104E-01	4.31872
3.45105E-01	4.32895
3.45109E-01	4.33466
3.45112E-01	4.34076
3.45115E-01	4.33706
3.45116E-01	4.33513
3.45119E-01	4.32301
3.45123E-01	4.30585
3.45124E-01	4.29613
3.45129E-01	4.25947
3.45132E-01	4.23246
3.45133E-01	4.21826
3.45138E-01	4.15415
3.45142E-01	4.11488
3.45144E-01	4.08389
3.45150E-01	3.98636
3.45157E-01	3.88872
3.45171E-01	3.66753
3.45174E-01	3.61229
3.45177E-01	3.57924
3.45183E-01	3.49673
3.45186E-01	3.44729
3.45189E-01	3.419
3.45193E-01	3.36601
3.45197E-01	3.3131
3.45198E-01	3.30605
3.45202E-01	3.26805
3.45206E-01	3.22427
3.45210E-01	3.18929
3.45211E-01	3.18216
3.45215E-01	3.14661
3.45219E-01	3.11111
3.45222E-01	3.09457
3.45224E-01	3.07929
3.45228E-01	3.05069
3.45233E-01	3.02213
3.45233E-01	3.01833
3.45237E-01	2.99835
3.45242E-01	2.97535
3.45245E-01	2.95697
3.45246E-01	2.95341
3.45250E-01	2.93565
3.45256E-01	2.91202
3.45262E-01	2.88844
3.45263E-01	2.88608
3.45268E-01	2.87029
3.45274E-01	2.85279
3.45280E-01	2.83531
3.45280E-01	2.83357
3.45286E-01	2.82163
3.45292E-01	2.80839
3.45298E-01	2.79517
3.45298E-01	2.79386
3.45303E-01	2.78498
3.45309E-01	2.77514
3.45315E-01	2.76531
3.45321E-01	2.7555
3.45322E-01	2.75452
3.45327E-01	2.74867
3.45336E-01	2.73893
3.45344E-01	2.72987
3.45352E-01	2.72082
3.45361E-01	2.71179
3.45364E-01	2.70792
3.45369E-01	2.70485
3.45377E-01	2.69987
3.45384E-01	2.69489
3.45392E-01	2.68993
3.45403E-01	2.6825
3.45415E-01	2.67508
3.45418E-01	2.6728
3.45426E-01	2.66999
3.45435E-01	2.66682
3.45446E-01	2.66319
3.45456E-01	2.65957
3.45466E-01	2.65596
3.45477E-01	2.65235
3.45487E-01	2.64874
3.45502E-01	2.64335
3.45507E-01	2.64181
3.45513E-01	2.64082
3.45526E-01	2.63859
3.45539E-01	2.63637
3.45553E-01	2.63415
3.45566E-01	2.63194
3.45579E-01	2.62973
3.45592E-01	2.62752
3.45612E-01	2.62421
3.45628E-01	2.62153
3.45648E-01	2.61835
3.45654E-01	2.61725
3.45667E-01	2.61632
3.45686E-01	2.6149
3.45705E-01	2.61348
3.45724E-01	2.61206
3.45743E-01	2.61064
3.45762E-01	2.60923
3.45784E-01	2.60763
3.45809E-01	2.60583
3.45833E-01	2.60405
3.45857E-01	2.60226
3.45881E-01	2.60047
3.45906E-01	2.59869
3.45934E-01	2.59661
3.45942E-01	2.59634
3.45980E-01	2.59507
3.46018E-01	2.59376
3.46057E-01	2.59245
3.46096E-01	2.59114
3.46134E-01	2.58983
3.46173E-01	2.58852
3.46217E-01	2.58703
3.46261E-01	2.58554
3.46291E-01	2.58454
3.46350E-01	2.58256
3.46409E-01	2.58057
3.46468E-01	2.57859
3.46527E-01	2.5766
3.46586E-01	2.57462
3.46674E-01	2.57165
3.46762E-01	2.56868
3.46851E-01	2.5657
3.46939E-01	2.56273
3.46998E-01	2.56134
3.47116E-01	2.55857
3.47234E-01	2.55579
3.47352E-01	2.55301
3.47529E-01	2.54884
3.47705E-01	2.54468
3.47823E-01	2.5419
3.48059E-01	2.53635
3.48295E-01	2.5308
3.48649E-01	2.52247
3.48914E-01	2.51623
3.49356E-01	2.50582
3.49740E-01	2.49679
3.50163E-01	2.48683
3.50438E-01	2.48196
3.51126E-01	2.46978
3.51676E-01	2.46005
3.52227E-01	2.45031
3.52777E-01	2.44057
3.53328E-01	2.43532
3.53740E-01	2.43138
3.54153E-01	2.42745
3.54566E-01	2.42351
3.54703E-01	2.4222
3.54979E-01	2.42155
3.55254E-01	2.42091
3.55391E-01	2.42172
3.55666E-01	2.42334
3.55942E-01	2.42496
3.56217E-01	2.42658
3.56492E-01	2.4282
3.56767E-01	2.4338
3.57042E-01	2.4394
3.57249E-01	2.4436
3.57455E-01	2.4478
3.57661E-01	2.4557
3.57799E-01	2.46096
3.57937E-01	2.46622
3.58074E-01	2.47149
3.58195E-01	2.4761
3.58246E-01	2.47807
3.58298E-01	2.48118
3.58401E-01	2.48741
3.58504E-01	2.49364
3.58604E-01	2.49966
3.58700E-01	2.50548
3.58776E-01	2.51005
3.58858E-01	2.51504
3.58941E-01	2.5223
3.58996E-01	2.52714
3.59051E-01	2.53199
3.59106E-01	2.53683
3.59161E-01	2.54168
3.59213E-01	2.54623
3.59261E-01	2.55048
3.59285E-01	2.5526
3.59309E-01	2.55563
3.59357E-01	2.56169
3.59393E-01	2.56623
3.59429E-01	2.57078
3.59466E-01	2.57534
3.59502E-01	2.57989
3.59538E-01	2.58445
3.59574E-01	2.58902
3.59604E-01	2.59463
3.59634E-01	2.60024
3.59664E-01	2.60586
3.59694E-01	2.61149
3.59724E-01	2.61712
3.59744E-01	2.62095
3.59764E-01	2.62485
3.59775E-01	2.6268
3.59785E-01	2.62977
3.59806E-01	2.63572
3.59823E-01	2.64068
3.59844E-01	2.64664
3.59864E-01	2.65261
3.59885E-01	2.6586
3.59899E-01	2.6626
3.59906E-01	2.66556
3.59919E-01	2.67148
3.59933E-01	2.67741
3.59947E-01	2.68336
3.59961E-01	2.68931
3.59974E-01	2.69528
3.59981E-01	2.69826
3.59988E-01	2.70245
3.60002E-01	2.71084
3.60016E-01	2.71924
3.60029E-01	2.72767
3.60036E-01	2.73189
3.60043E-01	2.73774
3.60057E-01	2.74947
3.60071E-01	2.76124
3.60081E-01	2.77008
3.60091E-01	2.77894
3.60102E-01	2.79115
3.60112E-01	2.80338
3.60122E-01	2.81563
3.60133E-01	2.82792
3.60143E-01	2.8444
3.60153E-01	2.86092
3.60163E-01	2.87748
3.60174E-01	2.89407
3.60184E-01	2.91602
3.60194E-01	2.93802
3.60205E-01	2.96006
3.60215E-01	2.98216
3.60229E-01	3.0182
3.60243E-01	3.05432
3.60283E-01	3.16105
3.60292E-01	3.18452
3.60296E-01	3.1916
3.60306E-01	3.21274
3.60313E-01	3.22677
3.60316E-01	3.23119
3.60325E-01	3.24274
3.60331E-01	3.24984
3.60334E-01	3.25106
3.60342E-01	3.25461
3.60346E-01	3.25628
3.60350E-01	3.25427
3.60357E-01	3.25031
3.60364E-01	3.24627
3.60368E-01	3.24379
3.60374E-01	3.23392
3.60384E-01	3.21732
3.60388E-01	3.21063
3.60395E-01	3.19588
3.60405E-01	3.17121
3.60416E-01	3.14481
3.60416E-01	3.14481
3.60438E-01	3.08663
3.60456E-01	3.03935
3.60470E-01	3.00304
3.60471E-01	2.99941
3.60483E-01	2.97244
3.60494E-01	2.95002
3.60498E-01	2.93957
3.60504E-01	2.93055
3.60514E-01	2.91369
3.60525E-01	2.89687
3.60535E-01	2.8801
3.60540E-01	2.87229
3.60545E-01	2.86628
3.60556E-01	2.85504
3.60566E-01	2.84384
3.60576E-01	2.83268
3.60581E-01	2.82748
3.60587E-01	2.82385
3.60597E-01	2.81707
3.60607E-01	2.81032
3.60617E-01	2.80358
3.60628E-01	2.79687
3.60636E-01	2.79153
3.60642E-01	2.78959
3.60655E-01	2.78479
3.60669E-01	2.78002
3.60684E-01	2.7748
3.60691E-01	2.77243
3.60699E-01	2.77142
3.60714E-01	2.76959
3.60730E-01	2.76778
3.60744E-01	2.76612
3.60758E-01	2.76447
3.60772E-01	2.76283
3.60786E-01	2.7612
3.60790E-01	2.76073
3.60807E-01	2.76049
3.60807E-01	2.76048
3.60828E-01	2.76181
3.60847E-01	2.7631
3.60865E-01	2.76424
3.60888E-01	2.76577
3.60911E-01	2.76732
3.60934E-01	2.76887
3.60957E-01	2.77043
3.60980E-01	2.77395
3.61003E-01	2.77749
3.61026E-01	2.78102
3.61061E-01	2.78634
3.61096E-01	2.79166
3.61130E-01	2.79699
3.61142E-01	2.79877
3.61165E-01	2.80372
3.61200E-01	2.81114
3.61234E-01	2.81857
3.61280E-01	2.82849
3.61327E-01	2.8384
3.61373E-01	2.84833
3.61419E-01	2.85825
3.61442E-01	2.86322
3.61465E-01	2.86939
3.61535E-01	2.88789
3.61604E-01	2.90641
3.61673E-01	2.92492
3.61719E-01	2.93727
3.61743E-01	2.94449
3.61852E-01	2.97881
3.61939E-01	3.0059
3.61950E-01	3.00951
3.61997E-01	3.02629
3.62112E-01	3.06823
3.62228E-01	3.11017
3.62366E-01	3.16925
3.62505E-01	3.22834
3.62644E-01	3.29778
3.62782E-01	3.36722
3.62921E-01	3.44896
3.63059E-01	3.53069
3.63267E-01	3.67226
3.63406E-01	3.77912
3.63475E-01	3.83256
3.63614E-01	3.95357
3.63683E-01	4.01407
3.63822E-01	4.15117
3.63891E-01	4.21972
3.63960E-01	4.29738
3.64099E-01	4.45269
3.64168E-01	4.54049
3.64307E-01	4.7161
3.64376E-01	4.81506
3.64515E-01	5.01298
3.64584E-01	5.12411
3.64723E-01	5.34636
3.64792E-01	5.47045
3.64931E-01	5.71862
3.65000E-01	5.85592
3.65139E-01	6.13052
3.65208E-01	6.28061
3.65347E-01	6.5808
3.65485E-01	6.90401
3.65554E-01	7.06562
3.65901E-01	7.92722
3.66017E-01	8.21746
3.66248E-01	8.79793
3.66421E-01	9.20309
3.66479E-01	9.33814
3.66594E-01	9.5798
3.66652E-01	9.70062
3.66774E-01	9.92016
3.66839E-01	10.0361
3.66934E-01	10.1696
3.67031E-01	10.3063
