E(MeV)	"ENDF/B-VIII.b5: SE-80(N,TOT)"
4.95516E+00	3.83912
4.96129E+00	3.84029
4.96575E+00	3.84114
4.97111E+00	3.84216
4.99046E+00	3.84586
5.00000E+00	3.84768
5.01562E+00	3.85127
5.03101E+00	3.85481
5.03527E+00	3.85579
5.04615E+00	3.85829
5.06105E+00	3.86171
5.07054E+00	3.86389
5.07572E+00	3.86522
5.09016E+00	3.86892
5.10438E+00	3.87256
5.11526E+00	3.87535
5.11837E+00	3.87614
5.13215E+00	3.87967
5.14571E+00	3.88315
5.15906E+00	3.88657
5.17866E+00	3.89159
5.19786E+00	3.89651
5.21657E+00	3.9013
5.21829E+00	3.90174
5.23318E+00	3.90562
5.23488E+00	3.90605
5.25272E+00	3.91051
5.26401E+00	3.91333
5.27019E+00	3.91488
5.28720E+00	3.91913
5.30387E+00	3.9233
5.32010E+00	3.92736
5.33599E+00	3.93134
5.35147E+00	3.93521
5.36663E+00	3.939
5.38140E+00	3.9427
5.39184E+00	3.94531
5.39586E+00	3.94631
5.40361E+00	3.94825
5.41459E+00	3.95104
5.41517E+00	3.95119
5.43289E+00	3.95582
5.45061E+00	3.96045
5.46778E+00	3.96493
5.48441E+00	3.96928
5.48503E+00	3.96944
5.50052E+00	3.97351
5.51613E+00	3.97762
5.53125E+00	3.9816
5.53784E+00	3.98333
5.54590E+00	3.98545
5.55580E+00	3.98805
5.56009E+00	3.98919
5.57384E+00	3.99282
5.58715E+00	3.99634
5.60349E+00	4.00066
5.60640E+00	4.00136
5.60948E+00	4.0021
5.62466E+00	4.00588
5.64216E+00	4.01023
5.65876E+00	4.01436
5.66367E+00	4.01558
5.67467E+00	4.01833
5.68976E+00	4.02211
5.69255E+00	4.02281
5.70423E+00	4.02573
5.72271E+00	4.03036
5.74004E+00	4.0347
5.74594E+00	4.03617
5.75629E+00	4.0388
5.77152E+00	4.04268
5.77363E+00	4.04322
5.77710E+00	4.0441
5.78580E+00	4.04634
5.80145E+00	4.05037
5.80547E+00	4.05141
5.82351E+00	4.05608
5.82941E+00	4.0576
5.83971E+00	4.06027
5.85457E+00	4.06413
5.86625E+00	4.06715
5.87275E+00	4.06884
5.88573E+00	4.0722
5.88866E+00	4.07297
5.90258E+00	4.07658
5.91409E+00	4.07958
5.92008E+00	4.08115
5.92476E+00	4.08239
5.93473E+00	4.08502
5.94259E+00	4.0871
5.94974E+00	4.08899
5.95105E+00	4.08934
5.96853E+00	4.09399
5.98427E+00	4.09817
6.00000E+00	4.10235
6.02332E+00	4.10876
6.04615E+00	4.11504
6.07572E+00	4.12318
6.08465E+00	4.12563
6.10461E+00	4.13053
6.11673E+00	4.1335
6.13259E+00	4.13739
6.15969E+00	4.14405
6.18595E+00	4.15049
6.21139E+00	4.15674
6.23574E+00	4.16271
6.23604E+00	4.16279
6.25000E+00	4.16629
6.25991E+00	4.16878
6.26679E+00	4.17051
6.28304E+00	4.17458
6.30544E+00	4.18021
6.32715E+00	4.18566
6.34817E+00	4.19094
6.37857E+00	4.19857
6.39521E+00	4.20274
6.40739E+00	4.2058
6.41860E+00	4.20862
6.43502E+00	4.21277
6.43750E+00	4.21339
6.46123E+00	4.21939
6.47266E+00	4.22228
6.47678E+00	4.22332
6.48074E+00	4.22433
6.48086E+00	4.22436
6.48492E+00	4.22533
6.48635E+00	4.22567
6.48855E+00	4.2262
6.48894E+00	4.2263
6.49294E+00	4.22727
6.49690E+00	4.22823
6.50083E+00	4.22919
6.50473E+00	4.23013
6.50860E+00	4.23107
6.51018E+00	4.23146
6.51244E+00	4.23201
6.51625E+00	4.23293
6.52002E+00	4.23385
6.52377E+00	4.23476
6.52749E+00	4.23567
6.53119E+00	4.23656
6.53302E+00	4.23701
6.53485E+00	4.23745
6.53848E+00	4.23834
6.54133E+00	4.23903
6.54209E+00	4.23921
6.54567E+00	4.24008
6.54922E+00	4.24095
6.55448E+00	4.24223
6.55970E+00	4.24349
6.56220E+00	4.2441
6.56485E+00	4.24474
6.56994E+00	4.24598
6.57496E+00	4.2472
6.57994E+00	4.24841
6.58485E+00	4.24961
6.58957E+00	4.25075
6.58971E+00	4.25079
6.59450E+00	4.25195
6.59925E+00	4.25311
6.60393E+00	4.25425
6.60857E+00	4.25537
6.61280E+00	4.2564
6.61314E+00	4.25648
6.61522E+00	4.25699
6.61767E+00	4.25759
6.62214E+00	4.25868
6.62656E+00	4.25977
6.63093E+00	4.26083
6.63525E+00	4.26189
6.63927E+00	4.26287
6.63951E+00	4.26293
6.64373E+00	4.26396
6.64789E+00	4.26498
6.65201E+00	4.26599
6.65608E+00	4.26698
6.66011E+00	4.26797
6.66181E+00	4.26839
6.66408E+00	4.26894
6.66677E+00	4.2696
6.66801E+00	4.2699
6.67189E+00	4.27086
6.67573E+00	4.27181
6.67826E+00	4.27243
6.68329E+00	4.27367
6.68824E+00	4.27489
6.69286E+00	4.27603
6.69311E+00	4.27609
6.69550E+00	4.27668
6.69791E+00	4.27728
6.70263E+00	4.27844
6.70727E+00	4.27959
6.71185E+00	4.28072
6.71635E+00	4.28183
6.72078E+00	4.28292
6.72134E+00	4.28306
6.72514E+00	4.284
6.72944E+00	4.28506
6.73367E+00	4.2861
6.73783E+00	4.28713
6.74192E+00	4.28814
6.74596E+00	4.28913
6.74692E+00	4.28937
6.74856E+00	4.28977
6.74993E+00	4.29011
6.75383E+00	4.29108
6.75768E+00	4.29204
6.76147E+00	4.29297
6.76519E+00	4.2939
6.76886E+00	4.29481
6.77039E+00	4.29519
6.77247E+00	4.2957
6.77603E+00	4.29659
6.78125E+00	4.29788
6.78636E+00	4.29915
6.79135E+00	4.30038
6.79622E+00	4.30159
6.79909E+00	4.30231
6.80097E+00	4.30277
6.80270E+00	4.3032
6.80563E+00	4.30393
6.81016E+00	4.30505
6.81460E+00	4.30615
6.81892E+00	4.30722
6.82315E+00	4.30827
6.82421E+00	4.30853
6.82727E+00	4.30929
6.83131E+00	4.3103
6.83136E+00	4.31031
6.83525E+00	4.31128
6.83910E+00	4.31224
6.84413E+00	4.3135
6.84618E+00	4.31401
6.84900E+00	4.31472
6.85372E+00	4.3159
6.85829E+00	4.31704
6.86271E+00	4.31815
6.86701E+00	4.31922
6.87116E+00	4.32026
6.87382E+00	4.32092
6.87519E+00	4.32126
6.87909E+00	4.32224
6.88287E+00	4.32318
6.88653E+00	4.3241
6.89179E+00	4.32541
6.89684E+00	4.32668
6.89695E+00	4.3267
6.90162E+00	4.32787
6.90621E+00	4.32902
6.91056E+00	4.33011
6.91473E+00	4.33115
6.91516E+00	4.33126
6.91868E+00	4.33214
6.92248E+00	4.33309
6.92272E+00	4.33315
6.92732E+00	4.33431
6.93186E+00	4.33545
6.93612E+00	4.33652
6.94011E+00	4.33752
6.94386E+00	4.33846
6.94906E+00	4.33977
6.95032E+00	4.34008
6.95374E+00	4.34094
6.95803E+00	4.34202
6.96065E+00	4.34268
6.96557E+00	4.34391
6.96680E+00	4.34422
6.96988E+00	4.34499
6.97364E+00	4.34594
6.97516E+00	4.34632
6.97838E+00	4.34713
6.98234E+00	4.34812
6.98676E+00	4.34923
6.99007E+00	4.35006
6.99503E+00	4.35131
7.00000E+00	4.35255
7.01441E+00	4.3546
7.02523E+00	4.35613
7.02883E+00	4.35664
7.04144E+00	4.35842
7.04938E+00	4.35955
7.05766E+00	4.36072
7.07963E+00	4.36383
7.10115E+00	4.36688
7.10137E+00	4.36691
7.11782E+00	4.36924
7.12210E+00	4.36984
7.14262E+00	4.37275
7.14327E+00	4.37284
7.16261E+00	4.37558
7.18219E+00	4.37835
7.18301E+00	4.37847
7.20775E+00	4.38197
7.22111E+00	4.38387
7.23250E+00	4.38548
7.23762E+00	4.3862
7.25649E+00	4.38891
7.25724E+00	4.38902
7.26884E+00	4.39068
7.27972E+00	4.39224
7.29187E+00	4.39399
7.30223E+00	4.39547
7.32404E+00	4.3986
7.33613E+00	4.40034
7.34516E+00	4.40163
7.36562E+00	4.40457
7.37762E+00	4.40629
7.38545E+00	4.40742
7.39769E+00	4.40917
7.40465E+00	4.41017
7.41652E+00	4.41188
7.42326E+00	4.41284
7.45001E+00	4.41668
7.45299E+00	4.41711
7.47566E+00	4.42036
7.48717E+00	4.42202
7.49113E+00	4.42259
7.49998E+00	4.42387
7.52329E+00	4.42725
7.53425E+00	4.42884
7.54388E+00	4.43024
7.54541E+00	4.43046
7.56660E+00	4.43354
7.57745E+00	4.43511
7.58671E+00	4.43645
7.60598E+00	4.43925
7.61623E+00	4.44074
7.63060E+00	4.44283
7.65183E+00	4.44591
7.65369E+00	4.44618
7.66904E+00	4.44841
7.67533E+00	4.44933
7.69535E+00	4.45226
7.69563E+00	4.4523
7.69766E+00	4.45259
7.71465E+00	4.45508
7.73343E+00	4.45783
7.74111E+00	4.45895
7.76488E+00	4.46243
7.76675E+00	4.46271
7.78668E+00	4.46563
7.80866E+00	4.46885
7.81252E+00	4.46941
7.83277E+00	4.47238
7.83595E+00	4.47285
7.84374E+00	4.47399
7.85646E+00	4.47587
7.86900E+00	4.47772
7.88277E+00	4.47975
7.88281E+00	4.47975
7.88812E+00	4.48054
7.89743E+00	4.48191
7.92307E+00	4.4857
7.92466E+00	4.48593
7.94951E+00	4.4896
7.96233E+00	4.49149
7.96755E+00	4.49226
7.98918E+00	4.49546
8.00000E+00	4.49706
8.04639E+00	4.49809
8.06250E+00	4.49844
8.09085E+00	4.49907
8.11865E+00	4.49969
8.12109E+00	4.49974
8.13302E+00	4.50001
8.17345E+00	4.50091
8.17603E+00	4.50097
8.21179E+00	4.50176
8.22752E+00	4.50212
8.23907E+00	4.50237
8.24854E+00	4.50259
8.29551E+00	4.50366
8.29844E+00	4.50373
8.29994E+00	4.50377
8.33954E+00	4.50467
8.36350E+00	4.50522
8.38082E+00	4.50562
8.41952E+00	4.50651
8.42193E+00	4.50657
8.45580E+00	4.50735
8.47554E+00	4.5078
8.48528E+00	4.50803
8.49309E+00	4.50821
8.50627E+00	4.50852
8.54110E+00	4.50934
8.55159E+00	4.50959
8.59318E+00	4.51058
8.59846E+00	4.5107
8.61860E+00	4.51118
8.64865E+00	4.5119
8.66628E+00	4.51232
8.67077E+00	4.51242
8.70799E+00	4.51332
8.71179E+00	4.51342
8.73885E+00	4.51407
8.74449E+00	4.51421
8.76462E+00	4.5147
8.79041E+00	4.51533
8.82347E+00	4.51614
8.82883E+00	4.51627
8.87162E+00	4.51732
8.88651E+00	4.51768
8.88889E+00	4.51774
8.91747E+00	4.51845
8.94326E+00	4.5191
8.95874E+00	4.51948
9.00000E+00	4.52052
9.06069E+00	4.51585
9.06936E+00	4.51518
9.11272E+00	4.51185
9.13873E+00	4.50985
9.21779E+00	4.50376
9.24021E+00	4.50203
9.24639E+00	4.50156
9.29033E+00	4.49818
9.34059E+00	4.49433
9.35548E+00	4.49319
9.41525E+00	4.4886
9.45908E+00	4.48525
9.48683E+00	4.48312
9.48835E+00	4.48301
9.49465E+00	4.48252
9.55230E+00	4.47812
9.55825E+00	4.47767
9.60827E+00	4.47386
9.66868E+00	4.46926
9.67213E+00	4.469
9.67866E+00	4.4685
9.73757E+00	4.46403
9.78257E+00	4.46062
9.80318E+00	4.45906
9.86023E+00	4.45474
9.87347E+00	4.45374
9.88949E+00	4.45253
9.93674E+00	4.44896
9.95341E+00	4.4477
1.00000E+01	4.4442
1.00420E+01	4.42334
1.01299E+01	4.41703
1.01411E+01	4.41624
1.01727E+01	4.41397
1.01837E+01	4.41318
1.02106E+01	4.40855
1.02141E+01	4.40795
1.03062E+01	4.39213
1.03163E+01	4.3904
1.03196E+01	4.38983
1.03273E+01	4.3885
1.03330E+01	4.38752
1.03582E+01	4.3832
1.03929E+01	4.37724
1.04652E+01	4.36485
1.04664E+01	4.36465
1.04688E+01	4.36427
1.04730E+01	4.36363
1.04856E+01	4.36172
1.05187E+01	4.35672
1.05210E+01	4.35636
1.05662E+01	4.34951
1.06203E+01	4.34132
1.06204E+01	4.3413
1.06208E+01	4.34124
1.06336E+01	4.33931
1.06390E+01	4.33849
1.06665E+01	4.33432
1.07153E+01	4.32694
1.07605E+01	4.32012
1.07706E+01	4.31858
1.08132E+01	4.31216
1.08170E+01	4.31158
1.08195E+01	4.3112
1.08303E+01	4.30957
1.08320E+01	4.30935
1.08799E+01	4.30291
1.08802E+01	4.30287
1.08952E+01	4.30086
1.09083E+01	4.2991
1.09226E+01	4.29719
1.09248E+01	4.29689
1.09287E+01	4.29637
1.09386E+01	4.29504
1.09401E+01	4.29484
1.09539E+01	4.29298
1.09600E+01	4.29218
1.09701E+01	4.29082
1.09704E+01	4.29078
1.09775E+01	4.28982
1.09832E+01	4.28907
1.09848E+01	4.28885
1.09852E+01	4.28879
1.09874E+01	4.2885
1.09917E+01	4.28792
1.09947E+01	4.28752
1.09982E+01	4.28705
1.10000E+01	4.28681
1.10075E+01	4.28569
1.10111E+01	4.28513
1.10221E+01	4.28349
1.10222E+01	4.28347
1.10327E+01	4.28189
1.10364E+01	4.28133
1.10431E+01	4.28032
1.10502E+01	4.27925
1.10567E+01	4.27828
1.10636E+01	4.27724
1.10699E+01	4.27629
1.10765E+01	4.27529
1.10826E+01	4.27437
1.10891E+01	4.2734
1.10950E+01	4.27251
1.11012E+01	4.27157
1.11069E+01	4.27071
1.11120E+01	4.26994
1.11130E+01	4.2698
1.11185E+01	4.26897
1.11203E+01	4.2687
1.11244E+01	4.26808
1.11298E+01	4.26728
1.11355E+01	4.26642
1.11406E+01	4.26564
1.11462E+01	4.26481
1.11512E+01	4.26405
1.11552E+01	4.26345
1.11614E+01	4.26252
1.11616E+01	4.26249
1.11713E+01	4.26103
1.11763E+01	4.26027
1.11855E+01	4.25889
1.11872E+01	4.25864
1.11903E+01	4.25817
1.11992E+01	4.25684
1.12035E+01	4.25618
1.12037E+01	4.25615
1.12091E+01	4.25534
1.12121E+01	4.2549
1.12164E+01	4.25424
1.12190E+01	4.25387
1.12245E+01	4.25311
1.12286E+01	4.25254
1.12363E+01	4.25151
1.12402E+01	4.25097
1.12475E+01	4.24997
1.12513E+01	4.24945
1.12582E+01	4.24851
1.12655E+01	4.24752
1.12685E+01	4.24711
1.12772E+01	4.24592
1.12788E+01	4.24571
1.12816E+01	4.24533
1.12912E+01	4.24401
1.12938E+01	4.24365
1.13016E+01	4.2426
1.13029E+01	4.24242
1.13032E+01	4.24238
1.13053E+01	4.24208
1.13126E+01	4.2411
1.13138E+01	4.24093
1.13161E+01	4.24061
1.13263E+01	4.23923
1.13291E+01	4.23885
1.13403E+01	4.23732
1.13427E+01	4.23699
1.13530E+01	4.23559
1.13553E+01	4.23528
1.13629E+01	4.23423
1.13646E+01	4.23401
1.13773E+01	4.23228
1.13783E+01	4.23214
1.13851E+01	4.23122
1.13884E+01	4.23077
1.13898E+01	4.23058
1.13899E+01	4.23056
1.13908E+01	4.23044
1.14009E+01	4.22906
1.14017E+01	4.22896
1.14148E+01	4.22718
1.14157E+01	4.22706
1.14235E+01	4.226
1.14264E+01	4.22561
1.14371E+01	4.22415
1.14393E+01	4.22385
1.14512E+01	4.22223
1.14531E+01	4.22197
1.14607E+01	4.22093
1.14627E+01	4.22067
1.14656E+01	4.22028
1.14722E+01	4.21938
1.14780E+01	4.21858
1.14891E+01	4.21563
1.14919E+01	4.21521
1.14943E+01	4.21488
1.15101E+01	4.21268
1.15254E+01	4.21056
1.15403E+01	4.20849
1.15546E+01	4.2065
1.15616E+01	4.20553
1.15685E+01	4.20457
1.15820E+01	4.20269
1.15886E+01	4.20179
1.16003E+01	4.20015
1.16010E+01	4.20006
1.16014E+01	4.2
1.16077E+01	4.19912
1.16085E+01	4.19902
1.16200E+01	4.19742
1.16259E+01	4.1966
1.16376E+01	4.19498
1.16434E+01	4.19418
1.16512E+01	4.1931
1.16545E+01	4.19264
1.16599E+01	4.19189
1.16705E+01	4.19042
1.16758E+01	4.18969
1.16859E+01	4.18829
1.16908E+01	4.18761
1.17003E+01	4.1863
1.17052E+01	4.18561
1.17055E+01	4.18557
1.17099E+01	4.18497
1.17237E+01	4.18306
1.17239E+01	4.18302
1.17409E+01	4.18067
1.17412E+01	4.18064
1.17571E+01	4.17843
1.17574E+01	4.1784
1.17723E+01	4.17633
1.17725E+01	4.1763
1.17739E+01	4.17611
1.17865E+01	4.17436
1.17936E+01	4.17338
1.18042E+01	4.17191
1.18063E+01	4.17162
1.18073E+01	4.17149
1.18126E+01	4.17076
1.18156E+01	4.17035
1.18241E+01	4.16917
1.18282E+01	4.16861
1.18300E+01	4.16838
1.18404E+01	4.16703
1.18504E+01	4.16575
1.18505E+01	4.16573
1.18691E+01	4.16335
1.18692E+01	4.16333
1.18751E+01	4.16258
1.18855E+01	4.16124
1.18856E+01	4.16123
1.18864E+01	4.16112
1.18998E+01	4.1594
1.19025E+01	4.15905
1.19037E+01	4.15891
1.19066E+01	4.15853
1.19178E+01	4.15709
1.19182E+01	4.15703
1.19242E+01	4.15627
1.19329E+01	4.15516
1.19387E+01	4.15441
1.19496E+01	4.153
1.19598E+01	4.1517
1.19620E+01	4.15141
1.19676E+01	4.15069
1.19741E+01	4.14986
1.19823E+01	4.14882
1.19838E+01	4.14862
1.19914E+01	4.14765
1.20000E+01	4.14654
1.20158E+01	4.14478
1.20230E+01	4.14398
1.20265E+01	4.14358
1.20394E+01	4.14214
1.20459E+01	4.14142
1.20681E+01	4.13719
1.20757E+01	4.13575
1.20899E+01	4.13305
1.21046E+01	4.13026
1.21111E+01	4.12902
1.21319E+01	4.12507
1.21326E+01	4.12495
1.21455E+01	4.12249
1.21597E+01	4.1198
1.21652E+01	4.11876
1.21693E+01	4.11797
1.21722E+01	4.11742
1.21859E+01	4.11481
1.21981E+01	4.11251
1.22173E+01	4.10885
1.22231E+01	4.10776
1.22237E+01	4.10765
1.22474E+01	4.10316
1.22599E+01	4.10079
1.22709E+01	4.0987
1.22777E+01	4.09742
1.22937E+01	4.09482
1.22942E+01	4.09474
1.23152E+01	4.09135
1.23158E+01	4.09125
1.23271E+01	4.08942
1.23370E+01	4.08782
1.23372E+01	4.0878
1.23410E+01	4.08718
1.23579E+01	4.08445
1.23584E+01	4.08437
1.23608E+01	4.08397
1.23779E+01	4.08121
1.23883E+01	4.07955
1.23974E+01	4.07808
1.24166E+01	4.07497
1.24253E+01	4.07357
1.24407E+01	4.07108
1.24438E+01	4.07058
1.24509E+01	4.06945
1.24521E+01	4.06925
1.24715E+01	4.06613
1.24775E+01	4.06519
1.24786E+01	4.06503
1.24900E+01	4.06327
1.25019E+01	4.06144
1.25112E+01	4.06
1.25206E+01	4.05855
1.25250E+01	4.05787
1.25417E+01	4.0553
1.25472E+01	4.05446
1.25682E+01	4.05123
1.25704E+01	4.05089
1.25805E+01	4.04932
1.25883E+01	4.04813
1.25972E+01	4.04676
1.26140E+01	4.04418
1.26264E+01	4.04228
1.26265E+01	4.04226
1.26346E+01	4.04102
1.26382E+01	4.04047
1.26608E+01	4.03699
1.26662E+01	4.03616
1.26681E+01	4.03586
1.26820E+01	4.03374
1.26918E+01	4.03222
1.26989E+01	4.03113
1.27018E+01	4.03068
1.27177E+01	4.02825
1.27247E+01	4.02717
1.27295E+01	4.02644
1.27530E+01	4.02284
1.27543E+01	4.02264
1.27771E+01	4.01915
1.27839E+01	4.01812
1.27910E+01	4.01702
1.28047E+01	4.01494
1.28109E+01	4.01398
1.28172E+01	4.01302
1.28230E+01	4.01212
1.28400E+01	4.00953
1.28449E+01	4.00879
1.28459E+01	4.00863
1.28600E+01	4.00648
1.28733E+01	4.00445
1.28852E+01	4.00264
1.29050E+01	3.99962
1.29062E+01	3.99943
1.29287E+01	3.99599
1.29297E+01	3.99585
1.29410E+01	3.99412
1.29548E+01	3.99202
1.29566E+01	3.99174
1.29644E+01	3.99056
1.29771E+01	3.98862
1.29774E+01	3.98858
1.29853E+01	3.98742
1.30000E+01	3.98526
1.30012E+01	3.98508
1.30023E+01	3.98491
1.30034E+01	3.98476
1.30049E+01	3.98454
1.30062E+01	3.98434
1.30074E+01	3.98416
1.30085E+01	3.984
1.30099E+01	3.9838
1.30111E+01	3.98362
1.30121E+01	3.98347
1.30134E+01	3.98327
1.30145E+01	3.98311
1.30157E+01	3.98293
1.30171E+01	3.98274
1.30182E+01	3.98256
1.30194E+01	3.98239
1.30309E+01	3.98067
1.30422E+01	3.97897
1.30500E+01	3.9778
1.30534E+01	3.9773
1.30645E+01	3.97564
1.30754E+01	3.974
1.30797E+01	3.97335
1.30862E+01	3.97238
1.30941E+01	3.9712
1.30969E+01	3.97078
1.31075E+01	3.96919
1.31085E+01	3.96904
1.31179E+01	3.96763
1.31282E+01	3.96608
1.31363E+01	3.96487
1.31384E+01	3.96455
1.31485E+01	3.96304
1.31618E+01	3.96106
1.31633E+01	3.96082
1.31749E+01	3.9591
1.31764E+01	3.95886
1.31834E+01	3.95782
1.31878E+01	3.95716
1.31956E+01	3.95599
1.32004E+01	3.95527
1.32021E+01	3.95501
1.32031E+01	3.95487
1.32099E+01	3.95385
1.32129E+01	3.9534
1.32148E+01	3.95312
1.32252E+01	3.95157
1.32373E+01	3.94976
1.32393E+01	3.94946
1.32493E+01	3.94799
1.32512E+01	3.94769
1.32610E+01	3.94624
1.32725E+01	3.94451
1.32746E+01	3.9442
1.32839E+01	3.94282
1.32861E+01	3.94249
1.32951E+01	3.94115
1.33061E+01	3.93951
1.33085E+01	3.93916
1.33169E+01	3.93789
1.33276E+01	3.9363
1.33301E+01	3.93594
1.33335E+01	3.93542
1.33381E+01	3.93475
1.33405E+01	3.9344
1.33431E+01	3.93404
1.33485E+01	3.93326
1.33587E+01	3.93179
1.33687E+01	3.93035
1.33694E+01	3.93024
1.33713E+01	3.92997
1.33719E+01	3.92988
1.33785E+01	3.92892
1.33882E+01	3.92752
1.33894E+01	3.92736
1.33978E+01	3.92615
1.34004E+01	3.92576
1.34072E+01	3.92479
1.34112E+01	3.92422
1.34211E+01	3.92279
1.34284E+01	3.92173
1.34346E+01	3.92085
1.34478E+01	3.91894
1.34480E+01	3.91891
1.34607E+01	3.91708
1.34641E+01	3.91658
1.34733E+01	3.91527
1.34825E+01	3.91394
1.34856E+01	3.91349
1.34868E+01	3.91331
1.34976E+01	3.91176
1.35073E+01	3.91036
1.35093E+01	3.91007
1.35148E+01	3.90928
1.35208E+01	3.90843
1.35290E+01	3.90725
1.35319E+01	3.90683
1.35429E+01	3.90526
1.35535E+01	3.90373
1.35580E+01	3.90309
1.35585E+01	3.90303
1.35598E+01	3.90283
1.35640E+01	3.90224
1.35741E+01	3.90078
1.35783E+01	3.90019
1.35841E+01	3.89935
1.35861E+01	3.89907
1.35971E+01	3.89749
1.36002E+01	3.89704
1.36097E+01	3.89569
1.36219E+01	3.89394
1.36244E+01	3.89357
1.36337E+01	3.89225
1.36373E+01	3.89173
1.36451E+01	3.8906
1.36562E+01	3.88902
1.36589E+01	3.88863
1.36627E+01	3.88809
1.36670E+01	3.88749
1.36767E+01	3.88614
1.36774E+01	3.88604
1.36812E+01	3.88551
1.36875E+01	3.88465
1.36905E+01	3.88422
1.36972E+01	3.88329
1.37067E+01	3.88198
1.37090E+01	3.88166
1.37099E+01	3.88154
1.37204E+01	3.88009
1.37211E+01	3.87999
1.37333E+01	3.87829
1.37458E+01	3.87657
1.37462E+01	3.87652
1.37493E+01	3.87608
1.37559E+01	3.87516
1.37576E+01	3.87493
1.37689E+01	3.87337
1.37698E+01	3.87324
1.37779E+01	3.87212
1.37796E+01	3.87188
1.37899E+01	3.87046
1.37921E+01	3.87015
1.38007E+01	3.86897
1.38030E+01	3.86865
1.38056E+01	3.86828
1.38153E+01	3.86694
1.38256E+01	3.86552
1.38269E+01	3.86535
1.38377E+01	3.86385
1.38406E+01	3.86346
1.38478E+01	3.86245
1.38537E+01	3.86164
1.38573E+01	3.86114
1.38614E+01	3.86057
1.38692E+01	3.8595
1.38698E+01	3.85942
1.38704E+01	3.85933
1.38824E+01	3.85768
1.38932E+01	3.8562
1.39024E+01	3.85494
1.39031E+01	3.85483
1.39142E+01	3.85332
1.39152E+01	3.85317
1.39258E+01	3.85171
1.39268E+01	3.85158
1.39307E+01	3.85104
1.39394E+01	3.84984
1.39433E+01	3.84931
1.39448E+01	3.8491
1.39470E+01	3.8488
1.39511E+01	3.84824
1.39603E+01	3.84698
1.39634E+01	3.84655
1.39641E+01	3.84645
1.39739E+01	3.8451
1.39816E+01	3.84405
1.39832E+01	3.84382
1.39944E+01	3.84229
1.40000E+01	3.84152
1.40078E+01	3.84055
1.40155E+01	3.83959
1.40232E+01	3.83863
1.40268E+01	3.83818
1.40312E+01	3.83762
1.40379E+01	3.8368
1.40454E+01	3.83585
1.40459E+01	3.83579
1.40486E+01	3.83545
1.40592E+01	3.83413
1.40605E+01	3.83396
1.40665E+01	3.83322
1.40695E+01	3.83285
1.40795E+01	3.83159
1.40867E+01	3.8307
1.40880E+01	3.83054
1.40893E+01	3.83037
1.40989E+01	3.82917
1.41083E+01	3.82801
1.41126E+01	3.82747
1.41138E+01	3.82732
1.41174E+01	3.82686
1.41250E+01	3.82592
1.41258E+01	3.82582
1.41264E+01	3.82575
1.41351E+01	3.82467
1.41368E+01	3.82446
1.41436E+01	3.82361
1.41492E+01	3.82292
1.41519E+01	3.82258
1.41595E+01	3.82165
1.41605E+01	3.82151
1.41627E+01	3.82124
1.41733E+01	3.81994
1.41808E+01	3.81901
1.41818E+01	3.81888
1.41835E+01	3.81867
1.41934E+01	3.81744
1.41975E+01	3.81693
1.42007E+01	3.81653
1.42030E+01	3.81626
1.42110E+01	3.81526
1.42122E+01	3.81511
1.42212E+01	3.81399
1.42282E+01	3.81313
1.42299E+01	3.81291
1.42378E+01	3.81194
1.42384E+01	3.81187
1.42401E+01	3.81165
1.42466E+01	3.81085
1.42534E+01	3.81001
1.42545E+01	3.80987
1.42621E+01	3.80892
1.42705E+01	3.80788
1.42732E+01	3.80755
1.42760E+01	3.8072
1.42838E+01	3.80624
1.42877E+01	3.80575
1.42938E+01	3.80499
1.42968E+01	3.80463
1.42992E+01	3.80433
1.43034E+01	3.80381
1.43125E+01	3.80268
1.43126E+01	3.80267
1.43213E+01	3.8016
1.43222E+01	3.80149
1.43243E+01	3.80123
1.43259E+01	3.80104
1.43296E+01	3.80058
1.43360E+01	3.7998
1.43402E+01	3.79927
1.43444E+01	3.79876
1.43502E+01	3.79805
1.43565E+01	3.79727
1.43578E+01	3.79712
1.43596E+01	3.7969
1.43639E+01	3.79637
1.43684E+01	3.79582
1.43766E+01	3.79481
1.43879E+01	3.79342
1.43883E+01	3.79337
1.43902E+01	3.79315
1.43934E+01	3.79275
1.43978E+01	3.79221
1.43983E+01	3.79214
1.44077E+01	3.791
1.44088E+01	3.79086
1.44162E+01	3.78995
1.44176E+01	3.78978
1.44267E+01	3.78866
1.44314E+01	3.78808
1.44316E+01	3.78806
1.44359E+01	3.78754
1.44439E+01	3.78655
1.44470E+01	3.78616
1.44540E+01	3.78531
1.44560E+01	3.78506
1.44624E+01	3.78428
1.44718E+01	3.78312
1.44771E+01	3.78247
1.44780E+01	3.78236
1.44819E+01	3.78189
1.44823E+01	3.78183
1.44909E+01	3.78078
1.44914E+01	3.78072
1.45000E+01	3.77968
1.45121E+01	3.77821
1.45239E+01	3.77679
1.45352E+01	3.77541
1.45356E+01	3.77536
1.45463E+01	3.77407
1.45485E+01	3.7738
1.45570E+01	3.77278
1.45683E+01	3.77141
1.45697E+01	3.77124
1.45723E+01	3.77092
1.45870E+01	3.76914
1.45883E+01	3.76899
1.45909E+01	3.76867
1.45976E+01	3.76785
1.46009E+01	3.76746
1.46010E+01	3.76745
1.46144E+01	3.76583
1.46246E+01	3.7646
1.46257E+01	3.76445
1.46271E+01	3.76429
1.46392E+01	3.76282
1.46443E+01	3.76221
