E(MeV)	"ENDF/B-VIII.b5: SE-80(N,TOT)"
4.95907E-03	3.47191
4.96102E-03	3.7781
4.96297E-03	4.10668
4.96362E-03	4.22413
4.96492E-03	4.45923
4.96687E-03	4.83717
4.96863E-03	5.20345
4.96882E-03	5.24204
4.97076E-03	5.67584
4.97271E-03	6.14013
4.97364E-03	6.3767
4.97466E-03	6.63711
4.97661E-03	7.16891
4.97856E-03	7.73766
4.97865E-03	7.76662
4.98051E-03	8.34627
4.98245E-03	8.99704
4.98366E-03	9.42776
4.98440E-03	9.69302
4.98644E-03	10.4742
4.98867E-03	11.3912
4.99090E-03	12.3818
4.99201E-03	12.9166
4.99312E-03	13.4516
4.99535E-03	14.6074
4.99758E-03	15.8564
4.99869E-03	16.5314
4.99980E-03	17.2066
5.00203E-03	18.6664
5.00426E-03	20.2458
5.00537E-03	21.1002
5.00648E-03	21.955
5.00871E-03	23.8055
5.01094E-03	25.8104
5.01205E-03	26.8966
5.01316E-03	27.9833
5.01539E-03	30.3397
5.01762E-03	32.8972
5.01873E-03	34.2853
5.01984E-03	35.674
5.02207E-03	38.6907
5.02430E-03	41.9711
5.02541E-03	43.7551
5.02652E-03	45.5398
5.02875E-03	49.4245
5.03098E-03	53.657
5.03209E-03	55.9632
5.03320E-03	58.2704
5.03543E-03	63.302
5.03766E-03	68.7937
5.03793E-03	69.543
5.03988E-03	74.7901
5.04044E-03	76.4273
5.04211E-03	81.3404
5.04294E-03	84.0242
5.04434E-03	88.4985
5.04545E-03	92.4098
5.04656E-03	96.3223
5.04795E-03	101.667
5.04879E-03	104.875
5.05046E-03	111.885
5.05101E-03	114.222
5.05296E-03	123.159
5.05324E-03	124.436
5.05547E-03	135.588
5.05769E-03	147.756
5.05797E-03	149.413
5.05992E-03	161.012
5.06048E-03	164.616
5.06215E-03	175.429
5.06437E-03	191.071
5.06549E-03	199.529
5.06660E-03	207.989
5.06883E-03	226.218
5.07147E-03	249.593
5.07235E-03	258.001
5.07412E-03	274.821
5.07676E-03	301.655
5.08029E-03	339.465
5.08293E-03	368.709
5.08627E-03	405.643
5.08794E-03	424.106
5.08877E-03	432.739
5.09128E-03	458.629
5.09378E-03	481.817
5.09629E-03	501.814
5.09800E-03	512.857
5.09870E-03	517.416
5.09970E-03	522.424
5.10051E-03	526.456
5.10157E-03	530.311
5.10232E-03	533.047
5.10343E-03	535.569
5.10413E-03	537.143
5.10468E-03	537.625
5.10594E-03	538.73
5.10716E-03	538.167
5.10779E-03	537.875
5.10965E-03	534.676
5.11178E-03	527.842
5.11243E-03	525.76
5.11392E-03	518.739
5.11522E-03	512.591
5.11707E-03	501.992
5.11818E-03	494.694
5.12078E-03	477.661
5.12765E-03	426.986
5.12820E-03	422.878
5.13136E-03	399.43
5.13377E-03	381.503
5.13414E-03	378.888
5.13692E-03	359.28
5.13748E-03	355.359
5.13971E-03	340.657
5.14119E-03	330.859
5.14249E-03	322.918
5.14490E-03	308.174
5.14527E-03	306.09
5.14806E-03	290.465
5.14861E-03	287.341
5.15084E-03	275.922
5.15233E-03	268.311
5.15362E-03	262.245
5.15604E-03	250.982
5.15641E-03	249.407
5.15919E-03	237.593
5.15975E-03	235.231
5.16197E-03	226.644
5.16346E-03	220.921
5.16476E-03	216.368
5.16717E-03	207.917
5.16754E-03	206.734
5.17032E-03	197.863
5.17088E-03	196.09
5.17311E-03	189.628
5.17459E-03	185.32
5.17589E-03	181.882
5.17830E-03	175.498
5.17867E-03	174.601
5.18146E-03	167.87
5.18201E-03	166.525
5.18424E-03	161.596
5.18572E-03	158.311
5.18795E-03	153.79
5.18944E-03	150.777
5.19166E-03	146.706
5.19500E-03	140.602
5.19537E-03	140.001
5.19816E-03	135.499
5.20057E-03	131.598
5.20094E-03	131.064
5.20428E-03	126.263
5.20613E-03	123.596
5.20678E-03	122.759
5.20929E-03	119.533
5.21142E-03	116.785
5.21179E-03	116.353
5.21346E-03	114.409
5.21504E-03	112.574
5.21615E-03	111.28
5.21699E-03	110.408
5.21820E-03	109.149
5.21940E-03	107.89
5.22061E-03	106.633
5.22181E-03	105.377
5.22246E-03	104.701
5.22272E-03	104.467
5.22362E-03	103.639
5.22453E-03	102.811
5.22513E-03	102.261
5.22571E-03	101.732
5.22627E-03	101.226
5.22682E-03	100.72
5.22738E-03	100.216
5.22794E-03	99.7136
5.22835E-03	99.338
5.22840E-03	99.2964
5.22877E-03	99.0159
5.22919E-03	98.7019
5.22961E-03	98.3897
5.22989E-03	98.1828
5.23023E-03	97.9258
5.23058E-03	97.671
5.23084E-03	97.4816
5.23110E-03	97.294
5.23136E-03	97.1085
5.23162E-03	96.9257
5.23180E-03	96.8057
5.23197E-03	96.6873
5.23215E-03	96.5711
5.23232E-03	96.4573
5.23239E-03	96.4155
5.23249E-03	96.383
5.23267E-03	96.3344
5.23284E-03	96.2921
5.23295E-03	96.2666
5.23306E-03	96.2436
5.23317E-03	96.2235
5.23328E-03	96.2068
5.23339E-03	96.1938
5.23350E-03	96.1851
5.23361E-03	96.1814
5.23372E-03	96.1833
5.23377E-03	96.1865
5.23383E-03	96.2168
5.23387E-03	96.233
5.23392E-03	96.2807
5.23400E-03	96.3635
5.23408E-03	96.4512
5.23417E-03	96.5445
5.23425E-03	96.6438
5.23433E-03	96.7496
5.23442E-03	96.8627
5.23448E-03	96.9562
5.23456E-03	97.0695
5.23457E-03	97.0953
5.23463E-03	97.2443
5.23470E-03	97.4416
5.23478E-03	97.6473
5.23485E-03	97.8619
5.23493E-03	98.0861
5.23497E-03	98.2367
5.23500E-03	98.349
5.23508E-03	98.6742
5.23515E-03	99.0111
5.23522E-03	99.3604
5.23530E-03	99.7227
5.23537E-03	100.099
5.23538E-03	100.127
5.23545E-03	100.589
5.23552E-03	101.102
5.23560E-03	101.631
5.23569E-03	102.297
5.23576E-03	102.866
5.23584E-03	103.69
5.23592E-03	104.487
5.23600E-03	105.307
5.23611E-03	106.439
5.23614E-03	106.792
5.23622E-03	107.766
5.23632E-03	109.205
5.23643E-03	110.693
5.23648E-03	111.461
5.23653E-03	112.252
5.23662E-03	113.877
5.23672E-03	115.544
5.23681E-03	117.253
5.23682E-03	117.351
5.23696E-03	120.177
5.23710E-03	123.204
5.23714E-03	124.011
5.23724E-03	126.511
5.23738E-03	129.838
5.23746E-03	131.674
5.23759E-03	135.17
5.23785E-03	142.184
5.23790E-03	143.634
5.23841E-03	157.822
5.23856E-03	161.863
5.23868E-03	164.814
5.23890E-03	170.22
5.23894E-03	171.203
5.23905E-03	173.494
5.23920E-03	176.294
5.23925E-03	177.228
5.23938E-03	179.034
5.23953E-03	181.059
5.23956E-03	181.42
5.23967E-03	182.27
5.23977E-03	182.983
5.23979E-03	183.067
5.23993E-03	183.424
5.23996E-03	183.486
5.24000E-03	183.418
5.24016E-03	182.906
5.24025E-03	182.506
5.24029E-03	182.167
5.24046E-03	180.546
5.24048E-03	180.273
5.24062E-03	178.128
5.24077E-03	175.78
5.24079E-03	175.37
5.24095E-03	172.089
5.24111E-03	168.396
5.24113E-03	168.053
5.24133E-03	162.702
5.24151E-03	157.905
5.24156E-03	156.415
5.24227E-03	135.658
5.24229E-03	135.097
5.24249E-03	129.668
5.24265E-03	125.207
5.24273E-03	123.048
5.24282E-03	121.023
5.24294E-03	118.088
5.24307E-03	115.221
5.24310E-03	114.363
5.24320E-03	112.357
5.24330E-03	110.469
5.24339E-03	108.622
5.24341E-03	108.206
5.24349E-03	106.972
5.24358E-03	105.41
5.24368E-03	103.888
5.24377E-03	102.406
5.24379E-03	102.147
5.24387E-03	101.13
5.24397E-03	99.8587
5.24407E-03	98.6276
5.24417E-03	97.4851
5.24427E-03	96.4494
5.24437E-03	95.4915
5.24445E-03	94.7341
5.24447E-03	94.5887
5.24457E-03	93.8188
5.24467E-03	93.0771
5.24474E-03	92.5972
5.24478E-03	92.3272
5.24481E-03	92.1645
5.24487E-03	91.7914
5.24494E-03	91.4283
5.24502E-03	91.0005
5.24510E-03	90.5856
5.24518E-03	90.1826
5.24527E-03	89.7907
5.24535E-03	89.4976
5.24543E-03	89.2141
5.24551E-03	88.9393
5.24559E-03	88.6726
5.24567E-03	88.4133
5.24575E-03	88.1609
5.24580E-03	88.0132
5.24583E-03	87.938
5.24592E-03	87.7559
5.24600E-03	87.579
5.24608E-03	87.4069
5.24616E-03	87.2391
5.24627E-03	87.0108
5.24637E-03	86.8206
5.24643E-03	86.6967
5.24647E-03	86.6489
5.24656E-03	86.5095
5.24666E-03	86.3737
5.24676E-03	86.241
5.24689E-03	86.0683
5.24702E-03	85.8998
5.24715E-03	85.735
5.24728E-03	85.5732
5.24741E-03	85.4506
5.24754E-03	85.3302
5.24773E-03	85.1533
5.24793E-03	84.9798
5.24813E-03	84.8093
5.24832E-03	84.6412
5.24856E-03	84.4336
5.24881E-03	84.2286
5.24905E-03	84.0256
5.24929E-03	83.8243
5.24962E-03	83.558
5.24988E-03	83.3466
5.24994E-03	83.3017
5.25027E-03	83.0788
5.25060E-03	82.8573
5.25092E-03	82.637
5.25141E-03	82.3085
5.25190E-03	81.982
5.25238E-03	81.6571
5.25287E-03	81.3334
5.25336E-03	81.0109
5.25385E-03	80.6894
5.25404E-03	80.5611
5.25449E-03	80.2943
5.25515E-03	79.9142
5.25580E-03	79.5352
5.25640E-03	79.1852
5.25723E-03	78.7039
5.25805E-03	78.2234
5.25888E-03	77.7437
5.25999E-03	77.1049
5.26080E-03	76.636
5.26109E-03	76.4843
5.26220E-03	75.912
5.26330E-03	75.3403
5.26496E-03	74.4836
5.26669E-03	73.5922
5.26768E-03	73.0786
5.26841E-03	72.7364
5.27014E-03	71.9284
5.27273E-03	70.7172
5.27456E-03	69.8592
5.27532E-03	69.5448
5.27791E-03	68.4656
5.28046E-03	67.4019
5.28384E-03	65.9943
5.28515E-03	65.447
5.28722E-03	64.6932
5.29060E-03	63.4599
5.29409E-03	62.186
5.29590E-03	61.5286
5.29950E-03	60.3679
5.30491E-03	58.6273
5.30671E-03	58.0472
5.31032E-03	57.0163
5.31572E-03	55.4702
5.31753E-03	54.9549
5.32113E-03	54.047
5.32834E-03	52.2314
5.33104E-03	51.5507
5.33555E-03	50.5419
5.34276E-03	48.928
5.34997E-03	47.4933
5.35718E-03	46.0588
5.36439E-03	44.7863
5.37160E-03	43.5139
5.37881E-03	42.3744
5.38602E-03	41.2351
5.39684E-03	39.6907
5.40044E-03	39.1759
5.40765E-03	38.2369
5.41486E-03	37.298
5.41847E-03	36.8736
5.42928E-03	35.6008
5.43649E-03	34.7523
5.44010E-03	34.369
5.45091E-03	33.2194
5.45812E-03	32.453
5.46172E-03	32.1009
5.47254E-03	31.0445
5.48268E-03	30.0543
5.48696E-03	29.6363
5.49147E-03	29.2123
5.50003E-03	28.4067
5.50859E-03	27.6013
5.51580E-03	26.9231
5.52301E-03	26.2452
5.52842E-03	25.7368
5.53022E-03	25.5674
5.53383E-03	25.2086
5.53923E-03	24.6706
5.54464E-03	24.1327
5.55005E-03	23.5504
5.55546E-03	22.9684
5.55906E-03	22.5805
5.56266E-03	22.1508
5.56627E-03	21.7212
5.56987E-03	21.2919
5.57348E-03	20.8197
5.57709E-03	20.3477
5.57979E-03	19.959
5.58249E-03	19.5704
5.58429E-03	19.3116
5.58520E-03	19.1669
5.58790E-03	18.733
5.59060E-03	18.2993
5.59150E-03	18.1549
5.59331E-03	17.8321
5.59598E-03	17.3533
5.59686E-03	17.1972
5.59860E-03	16.8501
5.60035E-03	16.5032
5.60209E-03	16.1566
5.60384E-03	15.7754
5.60559E-03	15.3946
5.60733E-03	14.9807
5.60908E-03	14.5673
5.61106E-03	14.0571
5.61237E-03	13.7174
5.61244E-03	13.7014
5.61369E-03	13.3471
5.61501E-03	12.9757
5.61579E-03	12.7554
5.61633E-03	12.5916
5.61765E-03	12.1888
5.61831E-03	11.9859
5.61896E-03	11.771
5.62016E-03	11.3771
5.62083E-03	11.1592
5.62125E-03	11.0116
5.62233E-03	10.6292
5.62341E-03	10.2474
5.62449E-03	9.83953
5.62521E-03	9.56813
5.62557E-03	9.42463
5.62665E-03	8.99499
5.62701E-03	8.85211
5.62774E-03	8.54827
5.62868E-03	8.1504
5.62927E-03	7.90479
5.62990E-03	7.62423
5.63071E-03	7.26453
5.63116E-03	7.06521
5.63152E-03	6.89753
5.63233E-03	6.52129
5.63314E-03	6.14622
5.63332E-03	6.06316
5.63395E-03	5.7602
5.63477E-03	5.37217
5.63571E-03	4.92158
5.63616E-03	4.70806
5.63634E-03	4.62263
5.63697E-03	4.32494
5.63760E-03	4.0287
5.63796E-03	3.86035
5.63823E-03	3.73903
5.63887E-03	3.45777
5.63909E-03	3.35805
5.63950E-03	3.18881
5.63990E-03	3.02116
5.64022E-03	2.89908
5.64044E-03	2.81286
5.64083E-03	2.67697
5.64098E-03	2.62173
5.64138E-03	2.4943
5.64143E-03	2.4789
5.64176E-03	2.38493
5.64204E-03	2.31458
5.64214E-03	2.28937
5.64240E-03	2.23497
5.64265E-03	2.18856
5.64291E-03	2.1508
5.64316E-03	2.1226
5.64328E-03	2.11371
5.64338E-03	2.10701
5.64365E-03	2.0995
5.64373E-03	2.10053
5.64382E-03	2.10223
5.64405E-03	2.11509
5.64418E-03	2.12935
5.64427E-03	2.13908
5.64445E-03	2.16724
5.64463E-03	2.20322
5.64479E-03	2.2443
5.64493E-03	2.2873
5.64508E-03	2.33646
5.64515E-03	2.36429
5.64522E-03	2.39281
5.64536E-03	2.45672
5.64551E-03	2.5279
5.64558E-03	2.56732
5.64565E-03	2.60745
5.64580E-03	2.69581
5.64595E-03	2.79909
5.64601E-03	2.84597
5.64611E-03	2.92089
5.64627E-03	3.05571
5.64644E-03	3.20356
5.64655E-03	3.32037
5.64660E-03	3.36588
5.64676E-03	3.54452
5.64691E-03	3.72811
5.64692E-03	3.73902
5.64709E-03	3.95211
5.64723E-03	4.15651
5.64727E-03	4.22583
5.64742E-03	4.44954
5.64761E-03	4.77099
5.64763E-03	4.82119
5.64780E-03	5.1248
5.64799E-03	5.5114
5.64800E-03	5.53149
5.64818E-03	5.93588
5.64834E-03	6.32985
5.64836E-03	6.37693
5.64850E-03	6.75608
5.64866E-03	7.21436
5.64872E-03	7.37842
5.64882E-03	7.70874
5.64899E-03	8.24053
5.64908E-03	8.55755
5.64915E-03	8.8128
5.64931E-03	9.42873
5.64944E-03	9.94241
5.64947E-03	10.0901
5.64964E-03	10.8024
5.64980E-03	11.5658
5.64996E-03	12.3887
5.65012E-03	13.2704
5.65016E-03	13.4804
5.65028E-03	14.2192
5.65045E-03	15.2367
5.65052E-03	15.7211
5.65061E-03	16.3299
5.65077E-03	17.5034
5.65088E-03	18.3464
5.65096E-03	18.9819
5.65115E-03	20.5878
5.65124E-03	21.4162
5.65134E-03	22.3314
5.65151E-03	24.0434
5.65153E-03	24.2242
5.65172E-03	26.2807
5.65178E-03	27.0228
5.65191E-03	28.5126
5.65205E-03	30.3557
5.65210E-03	30.9336
5.65229E-03	33.5603
5.65232E-03	34.1018
5.65247E-03	36.4101
5.65259E-03	38.3192
5.65266E-03	39.4977
5.65285E-03	42.8418
5.65286E-03	43.014
5.65304E-03	46.4654
5.65313E-03	48.3288
5.65323E-03	50.3844
5.65340E-03	54.2145
5.65342E-03	54.6188
5.65361E-03	59.1942
5.65367E-03	60.8363
5.65380E-03	64.1285
5.65394E-03	68.1751
5.65399E-03	69.443
5.65418E-03	75.1602
5.65421E-03	76.328
5.65437E-03	81.3018
5.65448E-03	85.3729
5.65456E-03	87.8843
5.65475E-03	94.9274
5.65484E-03	98.8607
5.65494E-03	102.445
5.65512E-03	110.452
5.65521E-03	114.128
5.65538E-03	121.905
5.65557E-03	131.162
5.65563E-03	134.253
5.65582E-03	144.103
5.65593E-03	150.057
5.65607E-03	158.006
5.65632E-03	172.75
5.65647E-03	181.62
5.65658E-03	188.276
5.65697E-03	214.051
5.65737E-03	241.155
5.65740E-03	243.614
5.65781E-03	271.905
5.65820E-03	299.199
5.65832E-03	307.646
5.65859E-03	325.6
5.65867E-03	330.374
5.65886E-03	342.122
5.65901E-03	351.604
5.65912E-03	357.678
5.65935E-03	370.793
5.65938E-03	372.102
5.65964E-03	384.691
5.65973E-03	389.014
5.65991E-03	396.267
5.65998E-03	399.158
5.66000E-03	399.758
5.66023E-03	407.525
5.66030E-03	409.35
5.66048E-03	413.84
5.66061E-03	416.085
5.66083E-03	419.826
5.66092E-03	420.546
5.66111E-03	421.917
5.66124E-03	422.118
5.66126E-03	422.056
5.66157E-03	420.435
5.66159E-03	420.124
5.66185E-03	416.749
5.66193E-03	415.126
5.66212E-03	411.175
5.66237E-03	404.473
5.66247E-03	401.864
5.66279E-03	391.169
5.66303E-03	382.14
5.66328E-03	372.409
5.66389E-03	345.808
5.66393E-03	344.246
5.66433E-03	326.444
5.66476E-03	307.062
5.66508E-03	292.556
5.66541E-03	278.935
5.66562E-03	269.873
5.66573E-03	265.675
5.66606E-03	253.11
5.66616E-03	248.929
5.66631E-03	243.856
5.66656E-03	234.993
5.66670E-03	229.937
5.66681E-03	226.526
5.66707E-03	218.582
5.66725E-03	212.917
5.66732E-03	210.894
5.66757E-03	203.826
5.66779E-03	197.778
5.66782E-03	196.881
5.66808E-03	190.617
5.66833E-03	184.364
5.66836E-03	183.57
5.66865E-03	177.236
5.66887E-03	172.493
5.66894E-03	171.088
5.66923E-03	165.479
5.66941E-03	161.979
5.66952E-03	160.11
5.66981E-03	155.133
5.66995E-03	152.649
5.67009E-03	150.431
5.67038E-03	146.003
5.67049E-03	144.345
5.67074E-03	140.88
5.67103E-03	136.928
5.67110E-03	136.04
5.67146E-03	131.609
5.67157E-03	130.281
5.67182E-03	127.488
5.67211E-03	124.301
5.67219E-03	123.591
5.67255E-03	120.047
5.67283E-03	117.216
5.67291E-03	116.593
5.67327E-03	113.479
5.67355E-03	110.993
5.67373E-03	109.693
5.67419E-03	106.209
5.67436E-03	104.896
5.67465E-03	102.991
5.67510E-03	99.9341
5.67516E-03	99.545
5.67556E-03	97.1861
5.67597E-03	94.817
5.67602E-03	94.5222
5.67648E-03	92.1195
5.67677E-03	90.6137
5.67694E-03	89.8265
5.67753E-03	87.1367
5.67784E-03	85.6904
5.67812E-03	84.5946
5.67868E-03	82.3146
5.67870E-03	82.2342
5.67929E-03	80.147
5.67987E-03	78.0621
5.67993E-03	77.8619
5.68046E-03	76.2309
5.68104E-03	74.4284
5.68118E-03	74.0129
5.68163E-03	72.8018
5.68235E-03	70.8663
5.68243E-03	70.6549
5.68307E-03	69.1376
5.68368E-03	67.7019
5.68379E-03	67.4663
5.68451E-03	65.9601
5.68496E-03	65.0197
5.68523E-03	64.5187
5.68596E-03	63.1839
5.68632E-03	62.5171
5.68668E-03	61.9336
5.68740E-03	60.7675
5.68812E-03	59.6025
5.68830E-03	59.3501
5.68920E-03	58.0893
5.68992E-03	57.0816
5.69010E-03	56.8612
5.69100E-03	55.7602
5.69172E-03	54.8801
5.69190E-03	54.6883
5.69281E-03	53.7299
5.69371E-03	52.7722
5.69389E-03	52.5808
5.69461E-03	51.9154
5.69567E-03	50.9388
5.69605E-03	50.5858
5.69673E-03	50.0395
5.69778E-03	49.1841
5.69821E-03	48.8386
5.69884E-03	48.3876
5.70038E-03	47.2932
5.70043E-03	47.2583
5.70202E-03	46.2746
5.70308E-03	45.6193
5.70369E-03	45.243
5.70457E-03	44.7804
5.70605E-03	43.998
5.70700E-03	43.5005
5.70754E-03	43.2552
5.70903E-03	42.5812
5.71031E-03	41.9994
5.71052E-03	41.9192
5.71200E-03	41.3317
5.71349E-03	40.7445
5.71362E-03	40.6912
5.71498E-03	40.2246
5.71667E-03	39.6416
5.71734E-03	39.4085
5.71836E-03	39.1108
5.72005E-03	38.615
5.72258E-03	37.8716
5.72292E-03	37.7726
5.72512E-03	37.2324
5.72765E-03	36.6096
5.72850E-03	36.402
5.73030E-03	36.0321
5.73300E-03	35.4775
5.73571E-03	34.9232
5.73841E-03	34.461
5.74111E-03	33.9991
5.74291E-03	33.6912
5.74382E-03	33.5605
5.74652E-03	33.1686
5.75012E-03	32.6461
5.75373E-03	32.2078
5.75734E-03	31.7696
5.76094E-03	31.3316
5.76454E-03	30.9689
5.76815E-03	30.6062
5.77175E-03	30.2437
5.77536E-03	29.9362
5.78077E-03	29.4752
5.78257E-03	29.3215
5.78617E-03	29.0558
5.79158E-03	28.6572
5.79339E-03	28.5244
5.79699E-03	28.2977
5.80285E-03	27.9295
5.80961E-03	27.5046
5.81637E-03	27.1454
5.82223E-03	26.8341
5.82583E-03	26.6426
5.82943E-03	26.4802
5.83665E-03	26.1553
5.84385E-03	25.8305
5.84746E-03	25.6681
5.85106E-03	25.5303
5.85828E-03	25.2547
5.86548E-03	24.9791
5.86909E-03	24.8413
5.87630E-03	24.6071
5.88712E-03	24.2558
5.89793E-03	23.9046
5.90875E-03	23.6106
5.91956E-03	23.3166
5.93037E-03	23.0226
5.93398E-03	22.9246
5.94119E-03	22.759
5.95200E-03	22.5107
5.96282E-03	22.2623
5.97003E-03	22.0968
5.97364E-03	22.0262
5.98445E-03	21.8143
5.99166E-03	21.673
5.99887E-03	21.5318
6.00608E-03	21.3906
6.01329E-03	21.2495
6.01509E-03	21.2196
6.02050E-03	21.13
6.02591E-03	21.0403
6.03131E-03	20.9508
6.03672E-03	20.8612
6.04033E-03	20.8016
6.04393E-03	20.742
6.04754E-03	20.6824
6.05114E-03	20.6229
6.05385E-03	20.5783
6.05655E-03	20.5337
6.05925E-03	20.4892
6.06196E-03	20.4447
6.06376E-03	20.4151
6.06464E-03	20.4033
6.06728E-03	20.3679
6.06904E-03	20.3444
6.07080E-03	20.3209
6.07256E-03	20.2974
6.07432E-03	20.274
6.07609E-03	20.2507
6.07785E-03	20.2275
6.07913E-03	20.2107
6.08040E-03	20.194
6.08168E-03	20.1773
6.08296E-03	20.1607
6.08424E-03	20.1442
6.08552E-03	20.1278
6.08680E-03	20.1115
6.08808E-03	20.0953
6.08936E-03	20.0793
6.09022E-03	20.0687
6.09107E-03	20.0583
6.09193E-03	20.0479
6.09278E-03	20.0377
6.09364E-03	20.0276
6.09449E-03	20.0176
6.09524E-03	20.0091
6.09620E-03	19.9983
6.09663E-03	19.9937
6.09684E-03	19.993
6.09748E-03	19.9911
6.09813E-03	19.9893
6.09877E-03	19.9877
6.09941E-03	19.9864
6.10005E-03	19.9853
6.10080E-03	19.9844
6.10130E-03	19.9841
6.10180E-03	19.984
6.10229E-03	19.9841
6.10279E-03	19.9845
6.10329E-03	19.9853
6.10379E-03	19.9865
6.10424E-03	19.9878
6.10461E-03	19.9893
6.10463E-03	19.9897
6.10502E-03	19.9986
6.10541E-03	20.0079
6.10580E-03	20.0176
6.10620E-03	20.0278
6.10659E-03	20.0385
6.10698E-03	20.0498
6.10734E-03	20.0607
6.10766E-03	20.0711
6.10798E-03	20.0821
6.10830E-03	20.0938
6.10860E-03	20.1055
6.10862E-03	20.1069
6.10894E-03	20.1322
6.10926E-03	20.1585
6.10958E-03	20.186
6.10986E-03	20.2117
6.11011E-03	20.2353
6.11036E-03	20.26
6.11061E-03	20.2862
6.11067E-03	20.2922
6.11086E-03	20.3284
6.11105E-03	20.3642
6.11124E-03	20.4014
6.11142E-03	20.4402
6.11161E-03	20.4809
6.11178E-03	20.5208
6.11193E-03	20.5563
6.11195E-03	20.5609
6.11208E-03	20.6128
6.11222E-03	20.6742
6.11237E-03	20.7383
6.11252E-03	20.8056
6.11262E-03	20.8525
6.11271E-03	20.9013
6.11277E-03	20.929
6.11281E-03	20.9625
6.11291E-03	21.0384
6.11301E-03	21.117
6.11311E-03	21.1984
6.11320E-03	21.2831
6.11330E-03	21.3713
6.11338E-03	21.4688
6.11346E-03	21.5693
6.11354E-03	21.6729
6.11362E-03	21.7799
6.11366E-03	21.8292
6.11370E-03	21.9061
6.11378E-03	22.0485
6.11386E-03	22.1953
6.11394E-03	22.3469
6.11402E-03	22.4862
6.11410E-03	22.7029
6.11418E-03	22.9045
6.11426E-03	23.1125
6.11428E-03	23.1603
6.11434E-03	23.3566
6.11442E-03	23.6164
6.11450E-03	23.8841
6.11455E-03	24.0376
6.11458E-03	24.1812
6.11468E-03	24.5982
6.11479E-03	25.0304
6.11482E-03	25.1701
6.11489E-03	25.5198
6.11499E-03	26.0453
6.11509E-03	26.6396
6.11517E-03	27.1765
6.11519E-03	27.2673
6.11529E-03	27.9698
6.11535E-03	28.4373
6.11539E-03	28.7225
6.11549E-03	29.5491
6.11557E-03	30.2724
6.11559E-03	30.4147
6.11565E-03	31.0568
6.11576E-03	32.0925
6.11577E-03	32.201
6.11586E-03	33.2461
6.11597E-03	34.4222
6.11607E-03	35.7772
6.11616E-03	36.9599
6.11618E-03	37.1598
6.11628E-03	38.6707
6.11636E-03	39.8246
6.11639E-03	40.2412
6.11649E-03	41.9232
6.11654E-03	42.6142
6.11666E-03	44.7412
6.11669E-03	45.2459
6.11678E-03	47.0112
6.11688E-03	48.8874
6.11695E-03	50.2116
6.11707E-03	52.814
6.11711E-03	53.6155
6.11726E-03	57.0085
6.11729E-03	57.6573
6.11751E-03	62.6188
6.11755E-03	63.6287
6.11783E-03	70.5622
6.11827E-03	81.2234
6.11840E-03	84.4223
6.11855E-03	87.8136
6.11872E-03	91.4685
6.11878E-03	92.6638
6.11895E-03	95.9043
6.11897E-03	96.3579
6.11914E-03	99.1789
6.11918E-03	99.8113
6.11929E-03	101.378
6.11940E-03	102.686
6.11945E-03	103.292
6.11958E-03	104.5
6.11959E-03	104.584
6.11973E-03	105.455
6.11980E-03	105.82
6.11987E-03	106.028
6.12000E-03	106.259
6.12016E-03	105.994
6.12018E-03	105.926
6.12032E-03	105.204
6.12039E-03	104.78
6.12046E-03	104.205
6.12055E-03	103.345
6.12060E-03	102.689
6.12078E-03	100.538
6.12098E-03	97.2698
6.12100E-03	96.8832
6.12116E-03	93.8464
6.12123E-03	92.6055
6.12138E-03	89.4549
6.12153E-03	85.9236
6.12163E-03	83.7756
6.12191E-03	76.9617
6.12201E-03	74.5286
6.12243E-03	64.2402
6.12248E-03	63.0395
6.12266E-03	58.7364
6.12276E-03	56.4674
6.12288E-03	53.9911
6.12302E-03	50.987
6.12305E-03	50.3961
6.12318E-03	47.8741
6.12325E-03	46.5529
6.12331E-03	45.4718
6.12346E-03	42.7343
6.12347E-03	42.5347
6.12356E-03	41.0485
6.12364E-03	39.8125
6.12367E-03	39.4327
6.12377E-03	37.9216
6.12381E-03	37.3363
6.12387E-03	36.5078
6.12398E-03	35.1694
6.12403E-03	34.4775
6.12408E-03	33.917
6.12419E-03	32.6382
6.12425E-03	32.0064
6.12429E-03	31.6535
6.12438E-03	30.752
6.12447E-03	29.895
6.12448E-03	29.8761
6.12457E-03	29.1068
6.12466E-03	28.3592
6.12469E-03	28.1169
6.12476E-03	27.6833
6.12485E-03	27.0523
6.12491E-03	26.6295
6.12494E-03	26.462
6.12504E-03	25.9382
6.12513E-03	25.4309
6.12517E-03	25.243
6.12521E-03	25.0397
6.12529E-03	24.6843
6.12537E-03	24.339
6.12543E-03	24.0777
6.12545E-03	24.0137
6.12553E-03	23.7343
6.12561E-03	23.4632
6.12569E-03	23.1998
6.12570E-03	23.1714
6.12577E-03	22.9776
6.12585E-03	22.7663
6.12593E-03	22.5612
6.12597E-03	22.4727
6.12601E-03	22.3786
6.12609E-03	22.2146
6.12617E-03	22.0556
6.12623E-03	21.9356
6.12625E-03	21.9072
6.12633E-03	21.7839
6.12641E-03	21.6645
6.12651E-03	21.5234
6.12661E-03	21.3872
6.12671E-03	21.2829
6.12680E-03	21.1826
6.12690E-03	21.0858
6.12700E-03	20.9923
6.12710E-03	20.9234
6.12720E-03	20.8571
6.12729E-03	20.793
6.12739E-03	20.7311
