E(MeV)	JEFF-3.3:	"HF-176(N,TOT)"
4.35592E-05	4.45184	
4.35806E-05	4.49683	
4.36020E-05	4.54222	
4.36234E-05	4.58804	
4.36447E-05	4.6343	
4.36447E-05	4.6343	
4.36714E-05	4.69803	
4.36981E-05	4.76247	
4.37249E-05	4.82766	
4.37516E-05	4.89361	
4.37756E-05	4.95365	
4.38050E-05	5.02796	
4.38077E-05	5.03533	
4.38397E-05	5.12492	
4.38718E-05	5.21579	
4.38985E-05	5.29251	
4.39265E-05	5.37409	
4.39639E-05	5.48454	
4.39653E-05	5.48855	
4.40013E-05	5.60549	
4.40414E-05	5.73776	
4.40774E-05	5.85896	
4.40935E-05	5.91379	
4.41135E-05	5.9871	
4.41496E-05	6.1213	
4.41856E-05	6.25785	
4.42217E-05	6.39684	
4.42617E-05	6.56414	
4.43018E-05	6.73476	
4.43285E-05	6.85084	
4.43419E-05	6.91223	
4.43819E-05	7.10008	
4.44220E-05	7.29182	
4.44354E-05	7.3571	
4.44621E-05	7.49514	
4.45021E-05	7.70652	
4.45422E-05	7.92244	
4.45823E-05	8.15575	
4.46223E-05	8.39412	
4.46491E-05	8.55672	
4.46651E-05	8.65995	
4.47132E-05	8.97733	
4.47559E-05	9.26718	
4.47612E-05	9.30555	
4.48093E-05	9.66012	
4.48574E-05	10.0246	
4.48627E-05	10.0663	
4.49055E-05	10.4191	
4.49536E-05	10.8274	
4.49696E-05	10.9676	
4.50016E-05	11.2644	
4.50497E-05	11.7227	
4.50764E-05	11.9851	
4.50978E-05	12.2076	
4.51459E-05	12.7234	
4.51833E-05	13.1371	
4.51940E-05	13.2625	
4.52420E-05	13.8444	
4.52901E-05	14.4451	
4.53382E-05	15.0983	
4.53702E-05	15.5484	
4.53863E-05	15.7839	
4.54370E-05	16.5554	
4.54504E-05	16.7663	
4.54931E-05	17.4726	
4.55305E-05	18.1161	
4.55492E-05	18.4532	
4.56053E-05	19.5067	
4.56106E-05	19.6114	
4.56614E-05	20.6536	
4.56908E-05	21.2837	
4.57175E-05	21.8846	
4.57709E-05	23.1401	
4.57736E-05	23.2061	
4.58297E-05	24.654	
4.58510E-05	25.232	
4.58858E-05	26.2186	
4.59312E-05	27.5711	
4.59419E-05	27.9061	
4.59980E-05	29.7506	
4.60113E-05	30.2115	
4.60487E-05	31.5693	
4.60914E-05	33.1923	
4.60968E-05	33.4064	
4.61449E-05	35.419	
4.61716E-05	36.59	
4.61929E-05	37.5696	
4.62250E-05	39.1092	
4.62410E-05	39.908	
4.62784E-05	41.863	
4.62891E-05	42.4431	
4.63318E-05	44.8795	
4.63372E-05	45.1958	
4.63826E-05	48.0216	
4.63853E-05	48.1941	
4.64307E-05	51.2793	
4.64333E-05	51.4675	
4.64787E-05	54.8398	
4.64814E-05	55.0457	
4.65268E-05	58.7398	
4.65295E-05	58.9655	
4.65749E-05	63.0215	
4.65776E-05	63.2695	
4.66096E-05	66.3894	
4.66230E-05	67.7422	
4.66417E-05	69.7105	
4.66711E-05	72.9302	
4.66737E-05	73.2349	
4.67058E-05	77.0425	
4.67191E-05	78.6978	
4.67378E-05	81.1168	
4.67699E-05	85.4448	
4.67726E-05	85.8214	
4.67993E-05	89.7461	
4.68166E-05	92.4265	
4.68393E-05	96.0717	
4.68607E-05	99.7081	
4.68794E-05	103.021	
4.69048E-05	107.795	
4.69195E-05	110.677	
4.69489E-05	116.806	
4.69595E-05	119.132	
4.69863E-05	125.259	
4.69919E-05	126.617	
4.70242E-05	134.768	
4.70327E-05	137.066	
4.70610E-05	144.997	
4.70736E-05	148.706	
4.70856E-05	152.415	
4.71102E-05	160.333	
4.71145E-05	161.774	
4.71348E-05	168.929	
4.71553E-05	176.518	
4.71593E-05	178.055	
4.71826E-05	187.393	
4.71839E-05	187.95	
4.72069E-05	197.978	
4.72176E-05	202.913	
4.72389E-05	213.18	
4.72496E-05	218.607	
4.72603E-05	224.253	
4.72817E-05	236.068	
4.73030E-05	248.966	
4.73137E-05	255.735	
4.73244E-05	262.795	
4.73458E-05	277.625	
4.73672E-05	293.922	
4.73778E-05	302.487	
4.73864E-05	309.599	
4.73992E-05	320.793	
4.74056E-05	326.567	
4.74206E-05	340.719	
4.74249E-05	344.896	
4.74419E-05	362.464	
4.74441E-05	364.735	
4.74633E-05	386.254	
4.74633E-05	386.254	
4.74825E-05	409.744	
4.74847E-05	412.506	
4.75018E-05	435.361	
4.75061E-05	441.417	
4.75210E-05	463.372	
4.75274E-05	473.415	
4.75434E-05	499.405	
4.75467E-05	504.926	
4.75584E-05	525.825	
4.75637E-05	535.81	
4.75734E-05	554.354	
4.75808E-05	569.533	
4.75883E-05	585.215	
4.75979E-05	606.461	
4.76033E-05	618.673	
4.76150E-05	647.024	
4.76182E-05	655.034	
4.76321E-05	691.724	
4.76332E-05	694.653	
4.76471E-05	734.873	
4.76492E-05	741.404	
4.76599E-05	775.287	
4.76663E-05	796.727	
4.76727E-05	818.974	
4.76818E-05	852.255	
4.76855E-05	866.447	
4.76957E-05	907.185	
4.76984E-05	918.281	
4.77096E-05	967.654	
4.77112E-05	974.964	
4.77235E-05	1034.44	
4.77240E-05	1037.12	
4.77368E-05	1105.61	
4.77374E-05	1108.65	
4.77491E-05	1178.05	
4.77513E-05	1191.49	
4.77609E-05	1254.28	
4.77651E-05	1284.01	
4.77726E-05	1337.83	
4.77756E-05	1360.39	
4.77844E-05	1430.11	
4.77860E-05	1443.66	
4.77952E-05	1523.58	
4.77961E-05	1532.19	
4.78044E-05	1610.88	
4.78079E-05	1645.58	
4.78135E-05	1704.74	
4.78167E-05	1738.62	
4.78227E-05	1806.98	
4.78255E-05	1839.36	
4.78319E-05	1918.13	
4.78343E-05	1948.55	
4.78411E-05	2039.51	
4.78447E-05	2089.67	
4.78503E-05	2171.61	
4.78560E-05	2257.61	
4.78595E-05	2314.99	
4.78672E-05	2443.94	
4.78691E-05	2478.5	
4.78784E-05	2650.61	
4.78787E-05	2656.9	
4.78859E-05	2801.6	
4.78883E-05	2853.6	
4.78934E-05	2963.12	
4.78980E-05	3068.14	
4.79014E-05	3148.68	
4.79076E-05	3302.07	
4.79099E-05	3361.81	
4.79151E-05	3498.9	
4.79185E-05	3592.56	
4.79236E-05	3740.21	
4.79270E-05	3841.19	
4.79321E-05	4000.24	
4.79356E-05	4108.95	
4.79407E-05	4280	
4.79441E-05	4396.83	
4.79492E-05	4580.45	
4.79527E-05	4705.77	
4.79578E-05	4902.47	
4.79612E-05	5036.61	
4.79663E-05	5246.83	
4.79698E-05	5390.08	
4.79749E-05	5614.2	
4.79783E-05	5767.57	
4.79869E-05	6166.7	
4.79877E-05	6208.6	
4.79997E-05	6811.99	
4.80005E-05	6857.47	
4.80125E-05	7510.74	
4.80133E-05	7559.7	
4.80253E-05	8261.33	
4.80262E-05	8313.63	
4.80381E-05	9060.62	
4.80390E-05	9116.23	
4.80552E-05	10193.5	
4.80561E-05	10252.4	
4.80766E-05	11694.2	
4.80817E-05	12062.3	
4.81159E-05	14532.4	
4.81193E-05	14775.7	
4.81330E-05	15720.5	
4.81364E-05	15950.9	
4.81501E-05	16826.5	
4.81535E-05	17038.2	
4.81629E-05	17581.7	
4.81663E-05	17771.6	
4.81757E-05	18254.5	
4.81779E-05	18358.4	
4.81899E-05	18877.3	
4.81924E-05	18981.1	
4.82010E-05	19276.8	
4.82040E-05	19370.7	
4.82151E-05	19653.3	
4.82168E-05	19690.8	
4.82271E-05	19848.8	
4.82296E-05	19878.7	
4.82383E-05	19924.5	
4.82421E-05	19934.2	
4.82464E-05	19916.3	
4.82544E-05	19862.6	
4.82570E-05	19828.1	
4.82672E-05	19657.5	
4.82698E-05	19599.8	
4.82770E-05	19410	
4.82852E-05	19156	
4.82881E-05	19052.2	
4.82988E-05	18620	
4.83022E-05	18472.1	
4.83117E-05	18014.1	
4.83151E-05	17839.7	
4.83245E-05	17317.8	
4.83279E-05	17120.5	
4.83416E-05	16274.1	
4.83450E-05	16056.3	
4.83587E-05	15137.8	
4.83621E-05	14904.3	
4.84142E-05	11229.5	
4.84176E-05	10992.5	
4.84313E-05	10074.5	
4.84347E-05	9849	
4.84441E-05	9252.82	
4.84518E-05	8774.04	
4.84570E-05	8468.57	
4.84647E-05	8020.27	
4.84698E-05	7734.27	
4.84775E-05	7315.73	
4.84826E-05	7050.13	
4.84903E-05	6662.46	
4.84954E-05	6417.62	
4.85031E-05	6059.3	
4.85040E-05	6021.74	
4.85125E-05	5653.93	
4.85159E-05	5509.88	
4.85211E-05	5304.78	
4.85245E-05	5171.03	
4.85296E-05	4978.92	
4.85330E-05	4853.73	
4.85382E-05	4674.15	
4.85416E-05	4557.2	
4.85467E-05	4389.66	
4.85501E-05	4280.61	
4.85553E-05	4124.56	
4.85587E-05	4023.03	
4.85638E-05	3879.17	
4.85704E-05	3698.05	
4.85728E-05	3637.59	
4.85800E-05	3455.67	
4.85818E-05	3415.17	
4.85897E-05	3232.92	
4.85907E-05	3209.64	
4.85993E-05	3028.41	
4.85997E-05	3019.84	
4.86087E-05	2844.89	
4.86089E-05	2840.82	
4.86162E-05	2710.35	
4.86185E-05	2669.16	
4.86251E-05	2559.77	
4.86288E-05	2501.36	
4.86341E-05	2420.55	
4.86390E-05	2348.18	
4.86431E-05	2291.9	
4.86493E-05	2208.26	
4.86521E-05	2172.94	
4.86595E-05	2080.35	
4.86610E-05	2062.89	
4.86698E-05	1963.3	
4.86700E-05	1961.01	
4.86790E-05	1867.22	
4.86800E-05	1856.37	
4.86903E-05	1758.09	
4.86909E-05	1752.34	
4.87022E-05	1654.91	
4.87043E-05	1636.89	
4.87134E-05	1565.36	
4.87155E-05	1549.01	
4.87246E-05	1484.12	
4.87305E-05	1443.3	
4.87358E-05	1408.89	
4.87454E-05	1348.92	
4.87508E-05	1317.93	
4.87604E-05	1264.12	
4.87657E-05	1236.24	
4.87754E-05	1187.77	
4.87807E-05	1162.59	
4.87903E-05	1118.75	
4.87957E-05	1095.92	
4.88053E-05	1056.16	
4.88117E-05	1031.26	
4.88202E-05	999.156	
4.88288E-05	969.186	
4.88395E-05	932.947	
4.88459E-05	912.759	
4.88587E-05	873.659	
4.88630E-05	861.517	
4.88779E-05	820.318	
4.88801E-05	814.818	
4.88972E-05	772.12	
4.88972E-05	772.12	
4.89143E-05	733.254	
4.89164E-05	728.523	
4.89313E-05	697.46	
4.89356E-05	688.825	
4.89506E-05	660.408	
4.89549E-05	652.524	
4.89719E-05	622.817	
4.89741E-05	619.212	
4.89933E-05	588.689	
4.89955E-05	585.393	
4.90147E-05	557.514	
4.90168E-05	554.501	
4.90361E-05	528.96	
4.90382E-05	526.196	
4.90574E-05	503.048	
4.90702E-05	488.013	
4.90788E-05	478.781	
4.91002E-05	456.29	
4.91023E-05	454.097	
4.91247E-05	432.841	
4.91343E-05	423.987	
4.91525E-05	408.394	
4.91611E-05	401.268	
4.91803E-05	386.276	
4.91931E-05	376.56	
4.92081E-05	365.996	
4.92252E-05	354.252	
4.92359E-05	347.392	
4.92572E-05	334.035	
4.92636E-05	330.28	
4.92893E-05	315.649	
4.92914E-05	314.503	
4.93192E-05	299.99	
4.93213E-05	298.9	
4.93502E-05	285.079	
4.93534E-05	283.584	
4.93844E-05	270.162	
4.94015E-05	262.956	
4.94186E-05	256.332	
4.94485E-05	245.049	
4.94527E-05	243.56	
4.94869E-05	231.957	
4.94955E-05	229.126	
4.95211E-05	221.262	
4.95425E-05	214.864	
4.95553E-05	211.297	
4.95895E-05	202.007	
4.95895E-05	202.007	
4.96280E-05	192.501	
4.96365E-05	190.442	
4.96707E-05	182.752	
4.96835E-05	179.942	
4.97134E-05	173.807	
4.97305E-05	170.389	
4.97562E-05	165.58	
4.97776E-05	161.669	
4.97989E-05	158.008	
4.98310E-05	152.646	
4.98417E-05	150.976	
4.98844E-05	144.448	
4.98844E-05	144.448	
4.99271E-05	138.47	
4.99378E-05	137.009	
4.99752E-05	132.21	
4.99912E-05	130.204	
5.00286E-05	125.865	
5.00714E-05	121.031	
5.00821E-05	119.923	
5.01355E-05	114.523	
5.01515E-05	112.939	
5.01889E-05	109.553	
5.02370E-05	105.298	
5.02423E-05	104.866	
5.02957E-05	100.643	
5.03331E-05	97.7487	
5.03492E-05	96.6172	
5.04079E-05	92.56	
5.04293E-05	91.1173	
5.04720E-05	88.4768	
5.05255E-05	85.2521	
5.05361E-05	84.6588	
5.06002E-05	81.1802	
5.06216E-05	80.0447	
5.06644E-05	77.9488	
5.07178E-05	75.3828	
5.07285E-05	74.906	
5.08072E-05	71.4797	
5.08246E-05	70.7725	
5.08887E-05	68.2318	
5.08967E-05	67.924	
5.09742E-05	65.1549	
5.10308E-05	63.1812	
5.10597E-05	62.266	
5.11452E-05	59.6197	
5.11650E-05	59.0191	
5.12306E-05	57.2034	
5.12992E-05	55.3501	
5.13161E-05	54.9287	
5.14016E-05	52.8523	
5.14333E-05	52.0977	
5.14870E-05	50.9168	
5.15610E-05	49.3272	
5.15725E-05	49.0967	
5.16877E-05	46.8544	
5.16887E-05	46.8348	
5.18028E-05	44.8457	
5.18590E-05	43.8946	
5.18795E-05	43.573	
5.19563E-05	42.406	
5.20292E-05	41.3293	
5.20331E-05	41.2768	
5.21098E-05	40.2667	
5.21866E-05	39.2997	
5.22543E-05	38.4896	
5.22769E-05	38.2358	
5.23197E-05	37.7743	
5.23626E-05	37.3437	
5.24055E-05	36.9428	
5.24484E-05	36.578	
5.24913E-05	36.2578	
5.25234E-05	36.0536	
5.25556E-05	35.8876	
5.25703E-05	35.8332	
5.25878E-05	35.7506	
5.26199E-05	35.6576	
5.26425E-05	35.6362	
5.26651E-05	35.66	
5.26877E-05	35.7395	
5.27012E-05	35.8232	
5.27046E-05	35.838	
5.27215E-05	35.9594	
5.27384E-05	36.1386	
5.27554E-05	36.3895	
5.27667E-05	36.6051	
5.27779E-05	36.8669	
5.27834E-05	37.0186	
5.27892E-05	37.17	
5.28005E-05	37.5248	
5.28134E-05	38.0211	
5.28220E-05	38.4156	
5.28305E-05	38.8691	
5.28391E-05	39.3892	
5.28450E-05	39.7968	
5.28477E-05	39.9785	
5.28563E-05	40.6393	
5.28648E-05	41.3965	
5.28734E-05	42.2623	
5.28820E-05	43.2502	
5.28906E-05	44.375	
5.28992E-05	45.6531	
5.29077E-05	47.102	
5.29142E-05	48.312	
5.29206E-05	49.6372	
5.29270E-05	51.0864	
5.29335E-05	52.6688	
5.29400E-05	54.4256	
5.29468E-05	56.4094	
5.29536E-05	58.5741	
5.29603E-05	60.9314	
5.29671E-05	63.4933	
5.29739E-05	66.2716	
5.29806E-05	69.2779	
5.29829E-05	70.3598	
5.29874E-05	72.5431	
5.29942E-05	76.0681	
5.30009E-05	79.8532	
5.30077E-05	83.9077	
5.30100E-05	85.3705	
5.30172E-05	90.0847	
5.30244E-05	95.1751	
5.30280E-05	97.8862	
5.30316E-05	100.618	
5.30389E-05	106.416	
5.30497E-05	115.742	
5.30497E-05	115.742	
5.30605E-05	125.889	
5.30678E-05	133.165	
5.30730E-05	138.478	
5.30822E-05	148.417	
5.30835E-05	149.79	
5.30966E-05	164.962	
5.30992E-05	167.89	
5.31097E-05	180.661	
5.31151E-05	187.312	
5.31270E-05	202.351	
5.31414E-05	220.71	
5.31559E-05	239.185	
5.31602E-05	244.76	
5.31703E-05	257.089	
5.31747E-05	262.408	
5.31891E-05	278.895	
5.31920E-05	281.852	
5.32035E-05	293.779	
5.32166E-05	305.388	
5.32220E-05	309.465	
5.32274E-05	313.556	
5.32382E-05	320.209	
5.32505E-05	325.764	
5.32628E-05	329.1	
5.32688E-05	329.871	
5.32697E-05	329.97	
5.32823E-05	329.603	
5.32935E-05	327.282	
5.33032E-05	323.674	
5.33141E-05	318.133	
5.33148E-05	317.663	
5.33249E-05	310.96	
5.33321E-05	305.408	
5.33365E-05	301.591	
5.33466E-05	292.537	
5.33581E-05	280.746	
5.33610E-05	277.755	
5.33755E-05	261.446	
5.33798E-05	256.247	
5.33942E-05	238.746	
5.33971E-05	235.221	
5.34087E-05	220.915	
5.34289E-05	195.689	
5.34303E-05	193.969	
5.34470E-05	174.038	
5.34513E-05	169.127	
5.34601E-05	159.147	
5.34722E-05	146.082	
5.34727E-05	145.596	
5.34822E-05	135.995	
5.34917E-05	126.948	
5.35011E-05	118.469	
5.35093E-05	111.659	
5.35174E-05	105.27	
5.35255E-05	99.296	
5.35336E-05	93.7286	
5.35418E-05	88.5556	
5.35499E-05	83.7624	
5.35580E-05	79.3323	
5.35625E-05	77.0629	
5.35661E-05	75.2613	
5.35720E-05	72.5374	
5.35779E-05	69.976	
5.35837E-05	67.5694	
5.35896E-05	65.31	
5.35955E-05	63.1901	
5.35986E-05	62.1197	
5.36014E-05	61.2145	
5.36072E-05	59.3776	
5.36131E-05	57.658	
5.36190E-05	56.0483	
5.36278E-05	53.825	
5.36334E-05	52.5343	
5.36366E-05	51.8248	
5.36454E-05	50.0371	
5.36542E-05	48.4187	
5.36600E-05	47.4248	
5.36668E-05	46.3639	
5.36684E-05	46.1231	
5.36767E-05	44.9634	
5.36851E-05	43.9041	
5.36934E-05	42.9343	
5.37018E-05	42.0441	
5.37101E-05	41.2245	
5.37169E-05	40.6107	
5.37185E-05	40.4738	
5.37268E-05	39.8055	
5.37394E-05	38.8935	
5.37519E-05	38.074	
5.37644E-05	37.3317	
5.37715E-05	36.9472	
5.37770E-05	36.6701	
5.37895E-05	36.0839	
5.38061E-05	35.3769	
5.38247E-05	34.6602	
5.38352E-05	34.293	
5.38433E-05	34.0274	
5.38619E-05	33.4712	
5.38806E-05	32.9581	
5.38930E-05	32.6362	
5.39178E-05	32.033	
5.39201E-05	31.9823	
5.39426E-05	31.5182	
5.39675E-05	31.0448	
5.39923E-05	30.6022	
5.40261E-05	30.0393	
5.40419E-05	29.7945	
5.40600E-05	29.5396	
5.40939E-05	29.093	
5.41277E-05	28.6721	
5.41638E-05	28.2496	
5.41729E-05	28.1527	
5.42180E-05	27.6987	
5.42631E-05	27.2695	
5.43083E-05	26.8607	
5.43128E-05	26.8219	
5.43737E-05	26.3477	
5.44347E-05	25.8986	
5.44956E-05	25.4686	
5.45159E-05	25.3305	
5.45566E-05	25.0807	
5.46378E-05	24.6007	
5.47191E-05	24.139	
5.47191E-05	24.139	
5.48004E-05	23.7334	
5.48816E-05	23.3399	
5.49674E-05	22.9373	
5.50035E-05	22.7813	
5.51389E-05	22.2164	
5.51480E-05	22.1799	
5.52744E-05	21.7138	
5.54098E-05	21.2278	
5.55091E-05	20.8793	
5.55452E-05	20.7661	
5.57258E-05	20.2138	
5.58702E-05	19.7823	
5.59064E-05	19.6848	
5.60869E-05	19.2081	
5.62314E-05	18.8337	
5.62675E-05	18.7485	
5.64481E-05	18.3298	
5.65925E-05	18.0001	
5.66286E-05	17.9245	
5.68995E-05	17.3678	
5.69537E-05	17.2586	
5.71704E-05	16.8657	
5.74728E-05	16.3279	
5.75563E-05	16.1821	
5.77753E-05	15.8432	
5.80792E-05	15.3813	
5.81646E-05	15.2535	
5.83859E-05	14.9559	
5.86926E-05	14.5498	
5.87786E-05	14.4377	
5.90023E-05	14.1721	
5.93133E-05	13.8084	
5.93984E-05	13.7104	
5.96244E-05	13.4722	
5.99398E-05	13.1452	
6.02364E-05	12.8427	
6.02553E-05	12.825	
6.05940E-05	12.513	
6.08510E-05	12.2807	
6.09794E-05	12.166	
6.13021E-05	11.8825	
6.15171E-05	11.6975	
6.17322E-05	11.516	
6.19488E-05	11.337	
6.21669E-05	11.1612	
6.23850E-05	10.9906	
6.23850E-05	10.9906	
6.26031E-05	10.8141	
6.28044E-05	10.6572	
6.29887E-05	10.5197	
6.30962E-05	10.4435	
6.31731E-05	10.3814	
6.33113E-05	10.2749	
6.34496E-05	10.1735	
6.35686E-05	10.0915	
6.35983E-05	10.0675	
6.37470E-05	9.9551	
6.38957E-05	9.85207	
6.39650E-05	9.80821	
6.39948E-05	9.78529	
6.40939E-05	9.71443	
6.41930E-05	9.64981	
6.42624E-05	9.60941	
6.42872E-05	9.59092	
6.43764E-05	9.53104	
6.44656E-05	9.4785	
6.45548E-05	9.43429	
6.45598E-05	9.43236	
6.46441E-05	9.38455	
6.47333E-05	9.34479	
6.47580E-05	9.33722	
6.48225E-05	9.3058	
6.49117E-05	9.27671	
6.49563E-05	9.26976	
6.49860E-05	9.25878	
6.50752E-05	9.24343	
6.51347E-05	9.24543	
6.51942E-05	9.2436	
6.52537E-05	9.25438	
6.53132E-05	9.27938	
6.53726E-05	9.30521	
6.54321E-05	9.3493	
6.54817E-05	9.38805	
6.55312E-05	9.44296	
6.55808E-05	9.51605	
6.56303E-05	9.59473	
6.56799E-05	9.69662	
6.57295E-05	9.81105	
6.57790E-05	9.95566	
6.58286E-05	10.1193	
6.58757E-05	10.3139	
6.58806E-05	10.3326	
6.59153E-05	10.4921	
6.59500E-05	10.677	
6.59699E-05	10.7989	
6.59847E-05	10.8855	
6.60194E-05	11.1193	
6.60405E-05	11.2831	
6.60541E-05	11.3849	
6.60888E-05	11.6847	
6.61111E-05	11.9054	
6.61198E-05	11.9884	
6.61607E-05	12.444	
6.61817E-05	12.7143	
6.61879E-05	12.7918	
6.62152E-05	13.1751	
6.62424E-05	13.6054	
6.62499E-05	13.7372	
6.62697E-05	14.0832	
6.62970E-05	14.6189	
6.63168E-05	15.0579	
6.63242E-05	15.221	
6.63465E-05	15.7676	
6.63688E-05	16.3722	
6.63911E-05	17.042	
6.64134E-05	17.7852	
6.64357E-05	18.6117	
6.64506E-05	19.2259	
6.64580E-05	19.5346	
6.64803E-05	20.5698	
6.64878E-05	20.9567	
6.65026E-05	21.7354	
6.65126E-05	22.3135	
6.65212E-05	22.8227	
6.65324E-05	23.5469	
6.65398E-05	24.0327	
6.65473E-05	24.572	
6.65584E-05	25.3858	
6.65621E-05	25.6881	
6.65720E-05	26.4988	
6.65770E-05	26.9067	
6.65850E-05	27.6484	
6.65943E-05	28.5097	
6.65956E-05	28.6252	
6.66036E-05	29.4569	
6.66095E-05	30.0686	
6.66129E-05	30.4566	
6.66222E-05	31.5221	
6.66235E-05	31.6651	
6.66284E-05	32.2938	
6.66358E-05	33.2422	
6.66374E-05	33.441	
6.66424E-05	34.1433	
6.66489E-05	35.0706	
6.66513E-05	35.4262	
6.66554E-05	36.0653	
6.66619E-05	37.1044	
6.66647E-05	37.5624	
6.66662E-05	37.8272	
6.66724E-05	38.937	
6.66781E-05	39.9655	
6.66786E-05	40.0651	
6.66832E-05	41.0043	
6.66879E-05	41.949	
6.66915E-05	42.6846	
6.66932E-05	43.0756	
6.66977E-05	44.0878	
6.67015E-05	44.9649	
6.67021E-05	45.119	
6.67066E-05	46.2356	
6.67109E-05	47.3283	
6.67116E-05	47.4855	
6.67151E-05	48.4805	
6.67194E-05	49.6547	
6.67216E-05	50.2806	
6.67236E-05	50.8894	
6.67278E-05	52.1918	
6.67316E-05	53.3877	
6.67320E-05	53.5137	
6.67362E-05	54.9512	
6.67401E-05	56.2716	
6.67404E-05	56.4099	
6.67455E-05	58.3148	
6.67485E-05	59.4397	
6.67500E-05	60.0551	
6.67544E-05	61.9157	
6.67585E-05	63.6353	
6.67589E-05	63.7929	
6.67626E-05	65.5094	
6.67663E-05	67.2405	
6.67672E-05	67.6759	
6.67728E-05	70.5028	
6.67743E-05	71.2655	
6.67783E-05	73.5436	
6.67832E-05	76.2648	
6.67832E-05	76.2649	
6.67876E-05	79.0148	
6.67906E-05	80.8658	
6.67921E-05	81.8623	
6.67966E-05	84.8804	
6.67980E-05	85.8964	
6.68010E-05	88.0846	
6.68055E-05	91.4001	
6.68057E-05	91.5985	
6.68109E-05	95.8106	
6.68129E-05	97.4343	
6.68161E-05	100.28	
6.68206E-05	104.268	
6.68218E-05	105.467	
6.68258E-05	109.346	
6.68288E-05	112.288	
6.68318E-05	115.48	
6.68360E-05	120.053	
6.68370E-05	121.14	
6.68404E-05	125.254	
6.68446E-05	130.301	
6.68449E-05	130.62	
6.68493E-05	136.433	
6.68521E-05	140.024	
6.68541E-05	142.831	
6.68590E-05	149.926	
6.68595E-05	150.644	
6.68640E-05	157.581	
6.68669E-05	162.259	
6.68689E-05	165.605	
6.68744E-05	174.917	
6.68803E-05	185.95	
6.68818E-05	188.747	
6.68863E-05	197.728	
6.68892E-05	203.798	
6.68922E-05	210.289	
6.68967E-05	220.157	
6.68982E-05	223.671	
6.69041E-05	237.911	
6.69101E-05	253.301	
6.69115E-05	257.2	
6.69160E-05	269.655	
6.69190E-05	278.067	
6.69220E-05	287.013	
6.69264E-05	300.601	
6.69279E-05	305.411	
6.69338E-05	324.889	
6.69398E-05	345.791	
6.69413E-05	351.084	
6.69462E-05	369.747	
6.69487E-05	379.206	
6.69532E-05	397.185	
6.69561E-05	409.335	
6.69601E-05	426.411	
6.69636E-05	441.551	
6.69670E-05	457.613	
6.69735E-05	487.824	
6.69740E-05	490.303	
6.69809E-05	525.423	
6.69834E-05	538.121	
6.69879E-05	562.393	
6.69933E-05	592.405	
6.69948E-05	601.067	
6.70017E-05	641.932	
6.70032E-05	650.786	
6.70087E-05	684.985	
6.70131E-05	713.329	
6.70191E-05	752.977	
6.70231E-05	779.794	
6.70295E-05	825.311	
6.70330E-05	850.149	
6.70399E-05	902.243	
6.70476E-05	960.993	
6.70503E-05	982.313	
6.70622E-05	1078.21	
6.70636E-05	1089.87	
6.70800E-05	1229.06	
6.70827E-05	1252.94	
6.70978E-05	1385.77	
6.71323E-05	1691.94	
6.71434E-05	1786.45	
6.71482E-05	1826.59	
6.71593E-05	1915.1	
6.71640E-05	1952.49	
6.71751E-05	2032.67	
6.71799E-05	2066.27	
6.71910E-05	2137.05	
6.71918E-05	2141.95	
6.72037E-05	2207.32	
6.72060E-05	2218.61	
6.72156E-05	2261.61	
6.72203E-05	2279.25	
6.72275E-05	2304.02	
6.72334E-05	2319.56	
6.72394E-05	2333.61	
6.72473E-05	2345.28	
6.72512E-05	2350.11	
6.72556E-05	2352.74	
6.72592E-05	2352.52	
6.72687E-05	2349.74	
6.72703E-05	2347.9	
6.72742E-05	2342.7	
6.72786E-05	2336.22	
6.72877E-05	2314.74	
6.72925E-05	2302.34	
6.72996E-05	2277.34	
6.73044E-05	2259.61	
6.73115E-05	2227.52	
6.73163E-05	2205.13	
6.73234E-05	2166.55	
6.73282E-05	2139.91	
6.73353E-05	2095.52	
6.73401E-05	2064.98	
6.73512E-05	1986.96	
6.73559E-05	1952.6	
6.73670E-05	1866.45	
6.73718E-05	1828.81	
6.73829E-05	1736.28	
6.73956E-05	1628.96	
6.74067E-05	1533.55	
6.74352E-05	1286.63	
6.74498E-05	1164.88	
6.74513E-05	1152.58	
6.74673E-05	1025.16	
6.74721E-05	989.259	
6.74815E-05	919.143	
6.74870E-05	880.486	
6.74919E-05	845.825	
6.75018E-05	779.67	
6.75023E-05	776.414	
6.75127E-05	711.496	
6.75167E-05	688.09	
6.75231E-05	650.659	
6.75266E-05	631.662	
6.75335E-05	594.198	
6.75365E-05	579.051	
6.75425E-05	549.213	
6.75464E-05	530.415	
6.75514E-05	507.292	
6.75563E-05	485.498	
6.75603E-05	468.356	
6.75663E-05	444.18	
6.75692E-05	432.305	
6.75762E-05	406.313	
6.75782E-05	399.023	
6.75861E-05	371.73	
6.75871E-05	368.383	
6.75960E-05	340.249	
6.75960E-05	340.249	
6.76027E-05	320.796	
6.76059E-05	311.928	
6.76099E-05	301.245	
6.76158E-05	286.137	
6.76173E-05	282.441	
6.76248E-05	265.058	
6.76257E-05	262.878	
6.76322E-05	249.029	
6.76357E-05	242.02	
6.76396E-05	234.195	
6.76456E-05	223.174	
6.76471E-05	220.483	
6.76545E-05	207.857	
6.76555E-05	206.276	
6.76619E-05	196.286	
6.76681E-05	187.276	
