E(MeV)	JEFF-3.3:	"HF-176(N,TOT)"
1.26312E-03	116.963	
1.26312E-03	117.684	
1.26316E-03	128.196	
1.26317E-03	132.109	
1.26322E-03	144.77	
1.26324E-03	152.184	
1.26328E-03	162.165	
1.26338E-03	192.802	
1.26347E-03	221.244	
1.26352E-03	235.793	
1.26355E-03	245.55	
1.26358E-03	255.797	
1.26362E-03	265.897	
1.26365E-03	273.303	
1.26368E-03	281.948	
1.26371E-03	289.239	
1.26374E-03	295.391	
1.26377E-03	301.379	
1.26377E-03	303.173	
1.26381E-03	310.986	
1.26383E-03	313.28	
1.26386E-03	318.395	
1.26387E-03	320.285	
1.26390E-03	323.843	
1.26393E-03	326.744	
1.26395E-03	328.741	
1.26398E-03	330.712	
1.26400E-03	332.151	
1.26400E-03	332.38	
1.26404E-03	333.277	
1.26406E-03	333.543	
1.26408E-03	333.385	
1.26409E-03	333.111	
1.26414E-03	331.364	
1.26414E-03	330.747	
1.26418E-03	327.789	
1.26420E-03	326.133	
1.26424E-03	322.07	
1.26425E-03	320.473	
1.26429E-03	313.444	
1.26430E-03	312.641	
1.26436E-03	301.79	
1.26436E-03	300.927	
1.26442E-03	287.081	
1.26443E-03	285.683	
1.26449E-03	270.392	
1.26450E-03	267.421	
1.26457E-03	249.599	
1.26462E-03	235.081	
1.26469E-03	214.808	
1.26476E-03	197.215	
1.26481E-03	182.972	
1.26484E-03	175.31	
1.26489E-03	160.182	
1.26490E-03	158.366	
1.26495E-03	145.836	
1.26495E-03	145.492	
1.26500E-03	133.319	
1.26501E-03	132.319	
1.26504E-03	124.718	
1.26506E-03	119.707	
1.26507E-03	117.343	
1.26511E-03	110.338	
1.26512E-03	108.533	
1.26514E-03	103.733	
1.26517E-03	98.2582	
1.26518E-03	97.3887	
1.26521E-03	91.4949	
1.26522E-03	88.8909	
1.26524E-03	85.8811	
1.26526E-03	83.1356	
1.26528E-03	80.6423	
1.26530E-03	77.7651	
1.26531E-03	75.7403	
1.26533E-03	72.7664	
1.26534E-03	71.5788	
1.26537E-03	67.663	
1.26538E-03	67.1525	
1.26540E-03	64.0297	
1.26542E-03	62.6133	
1.26543E-03	60.6253	
1.26545E-03	58.4514	
1.26546E-03	57.4376	
1.26549E-03	54.6421	
1.26550E-03	54.4588	
1.26553E-03	51.718	
1.26553E-03	51.1755	
1.26556E-03	49.1754	
1.26557E-03	48.0204	
1.26559E-03	46.8056	
1.26561E-03	45.1523	
1.26562E-03	44.6022	
1.26565E-03	42.5497	
1.26565E-03	42.4252	
1.26568E-03	40.926	
1.26569E-03	40.1968	
1.26570E-03	39.5036	
1.26573E-03	38.1552	
1.26573E-03	38.0647	
1.26575E-03	36.9196	
1.26577E-03	36.1408	
1.26577E-03	35.7455	
1.26580E-03	34.6556	
1.26582E-03	33.868	
1.26582E-03	33.6091	
1.26585E-03	32.655	
1.26587E-03	31.8812	
1.26587E-03	31.7299	
1.26590E-03	30.894	
1.26592E-03	30.1423	
1.26592E-03	30.0761	
1.26596E-03	28.9796	
1.26597E-03	28.6206	
1.26600E-03	27.9737	
1.26602E-03	27.2816	
1.26603E-03	27.0463	
1.26607E-03	26.3204	
1.26608E-03	26.1017	
1.26610E-03	25.6591	
1.26613E-03	25.0307	
1.26614E-03	24.7378	
1.26616E-03	24.4498	
1.26619E-03	23.911	
1.26621E-03	23.5711	
1.26622E-03	23.4009	
1.26626E-03	22.9352	
1.26628E-03	22.5655	
1.26630E-03	22.2812	
1.26635E-03	21.6776	
1.26635E-03	21.6775	
1.26640E-03	21.1444	
1.26642E-03	20.8913	
1.26645E-03	20.6509	
1.26649E-03	20.1937	
1.26653E-03	19.8758	
1.26654E-03	19.7593	
1.26660E-03	19.2845	
1.26663E-03	19.0146	
1.26666E-03	18.839	
1.26672E-03	18.43	
1.26674E-03	18.2706	
1.26678E-03	18.0552	
1.26683E-03	17.7034	
1.26688E-03	17.4181	
1.26689E-03	17.3621	
1.26697E-03	16.9559	
1.26700E-03	16.7914	
1.26705E-03	16.5823	
1.26713E-03	16.232	
1.26718E-03	15.9795	
1.26721E-03	15.8561	
1.26731E-03	15.4759	
1.26736E-03	15.2876	
1.26741E-03	15.1218	
1.26751E-03	14.7933	
1.26754E-03	14.6885	
1.26761E-03	14.4919	
1.26771E-03	14.2044	
1.26772E-03	14.1636	
1.26781E-03	13.949	
1.26791E-03	13.7004	
1.26798E-03	13.5065	
1.26803E-03	13.4152	
1.26817E-03	13.1135	
1.26827E-03	12.904	
1.26831E-03	12.8259	
1.26845E-03	12.5676	
1.26855E-03	12.388	
1.26859E-03	12.3202	
1.26873E-03	12.0957	
1.26883E-03	11.9395	
1.26887E-03	11.8805	
1.26901E-03	11.685	
1.26917E-03	11.4713	
1.26919E-03	11.4458	
1.26935E-03	11.2558	
1.26951E-03	11.0668	
1.26957E-03	10.9999	
1.26967E-03	10.8933	
1.26983E-03	10.7288	
1.26996E-03	10.5905	
1.27004E-03	10.5207	
1.27025E-03	10.3315	
1.27046E-03	10.1433	
1.27055E-03	10.0621	
1.27067E-03	9.96942	
1.27092E-03	9.77959	
1.27106E-03	9.67153	
1.27112E-03	9.62846	
1.27134E-03	9.47697	
1.27163E-03	9.28856	
1.27191E-03	9.10102	
1.27197E-03	9.06366	
1.27219E-03	8.92957	
1.27247E-03	8.76268	
1.27276E-03	8.59646	
1.27281E-03	8.56335	
1.27304E-03	8.43797	
1.27327E-03	8.30899	
1.27356E-03	8.15199	
1.27384E-03	7.99564	
1.27413E-03	7.83993	
1.27441E-03	7.68492	
1.27470E-03	7.53064	
1.27498E-03	7.37715	
1.27510E-03	7.31532	
1.27527E-03	7.21665	
1.27548E-03	7.09289	
1.27567E-03	6.98633	
1.27587E-03	6.87232	
1.27589E-03	6.85453	
1.27612E-03	6.71308	
1.27635E-03	6.5726	
1.27638E-03	6.55518	
1.27658E-03	6.42123	
1.27675E-03	6.30725	
1.27689E-03	6.21294	
1.27692E-03	6.19209	
1.27709E-03	6.0679	
1.27726E-03	5.94476	
1.27729E-03	5.92444	
1.27744E-03	5.80006	
1.27759E-03	5.68807	
1.27771E-03	5.58823	
1.27773E-03	5.57592	
1.27787E-03	5.45415	
1.27800E-03	5.34579	
1.27801E-03	5.33259	
1.27815E-03	5.20226	
1.27828E-03	5.08658	
1.27830E-03	5.07239	
1.27844E-03	4.93261	
1.27857E-03	4.80885	
1.27868E-03	4.68846	
1.27879E-03	4.5701	
1.27885E-03	4.51209	
1.27891E-03	4.44806	
1.27902E-03	4.3227	
1.27906E-03	4.27686	
1.27913E-03	4.19355	
1.27922E-03	4.09596	
1.27928E-03	4.03247	
1.27930E-03	3.99793	
1.27939E-03	3.89701	
1.27946E-03	3.81929	
1.27950E-03	3.77567	
1.27954E-03	3.72912	
1.27961E-03	3.63946	
1.27969E-03	3.55381	
1.27977E-03	3.47294	
1.27983E-03	3.41599	
1.27989E-03	3.3628	
1.27993E-03	3.33026	
1.27995E-03	3.31623	
1.28000E-03	3.27933	
1.28006E-03	3.25893	
1.28009E-03	3.25009	
1.28011E-03	3.24926	
1.28014E-03	3.25137	
1.28015E-03	3.25468	
1.28019E-03	3.26975	
1.28020E-03	3.27693	
1.28024E-03	3.30955	
1.28025E-03	3.31962	
1.28028E-03	3.35718	
1.28030E-03	3.38796	
1.28030E-03	3.39758	
1.28034E-03	3.47581	
1.28035E-03	3.48924	
1.28038E-03	3.57657	
1.28038E-03	3.57658	
1.28040E-03	3.65943	
1.28041E-03	3.68573	
1.28043E-03	3.75533	
1.28044E-03	3.81757	
1.28046E-03	3.89142	
1.28047E-03	3.97386	
1.28049E-03	4.03169	
1.28051E-03	4.1593	
1.28051E-03	4.19278	
1.28054E-03	4.37708	
1.28054E-03	4.37716	
1.28056E-03	4.58847	
1.28057E-03	4.60389	
1.28059E-03	4.83005	
1.28060E-03	4.95378	
1.28062E-03	5.10219	
1.28064E-03	5.36542	
1.28064E-03	5.40755	
1.28066E-03	5.63346	
1.28067E-03	5.68128	
1.28068E-03	5.87835	
1.28069E-03	6.03467	
1.28070E-03	6.14188	
1.28072E-03	6.42512	
1.28072E-03	6.42517	
1.28073E-03	6.73271	
1.28074E-03	6.86268	
1.28075E-03	7.06288	
1.28077E-03	7.34439	
1.28077E-03	7.41671	
1.28079E-03	7.79748	
1.28079E-03	7.87779	
1.28080E-03	8.20698	
1.28082E-03	8.46711	
1.28082E-03	8.64476	
1.28084E-03	9.11216	
1.28086E-03	9.61556	
1.28087E-03	9.82879	
1.28088E-03	10.2921	
1.28089E-03	10.6102	
1.28090E-03	10.9502	
1.28091E-03	11.4651	
1.28092E-03	11.6565	
1.28094E-03	12.3973	
1.28094E-03	12.4151	
1.28096E-03	13.2343	
1.28097E-03	13.8129	
1.28098E-03	14.2891	
1.28101E-03	15.2976	
1.28101E-03	15.298	
1.28103E-03	16.3902	
1.28104E-03	16.9655	
1.28105E-03	17.5567	
1.28107E-03	18.8048	
1.28107E-03	18.9648	
1.28109E-03	20.2286	
1.28110E-03	20.8463	
1.28111E-03	21.5691	
1.28113E-03	22.9893	
1.28113E-03	23.0091	
1.28115E-03	24.5472	
1.28116E-03	25.1446	
1.28118E-03	26.6667	
1.28119E-03	27.4678	
1.28120E-03	28.5025	
1.28122E-03	30.3285	
1.28122E-03	30.5619	
1.28125E-03	33.2637	
1.28125E-03	33.7826	
1.28128E-03	36.0354	
1.28129E-03	37.6915	
1.28130E-03	38.9938	
1.28133E-03	41.9208	
1.28133E-03	42.7966	
1.28135E-03	45.4909	
1.28136E-03	46.9088	
1.28139E-03	50.6973	
1.28140E-03	51.326	
1.28142E-03	55.6104	
1.28143E-03	57.1901	
1.28145E-03	60.173	
1.28147E-03	64.0389	
1.28149E-03	66.0035	
1.28152E-03	71.4283	
1.28152E-03	71.6994	
1.28155E-03	78.3079	
1.28156E-03	80.0482	
1.28159E-03	86.5257	
1.28160E-03	88.5455	
1.28163E-03	95.9476	
1.28165E-03	100.757	
1.28168E-03	105.972	
1.28171E-03	114.452	
1.28173E-03	118.029	
1.28177E-03	129.281	
1.28178E-03	131.557	
1.28183E-03	145.78	
1.28184E-03	149.071	
1.28190E-03	165.649	
1.28200E-03	197.444	
1.28207E-03	219.765	
1.28214E-03	239.28	
1.28214E-03	240.599	
1.28220E-03	258.155	
1.28221E-03	260.01	
1.28227E-03	275.135	
1.28227E-03	276.261	
1.28233E-03	289.44	
1.28233E-03	289.442	
1.28237E-03	299.712	
1.28238E-03	300.184	
1.28243E-03	309.323	
1.28245E-03	312.511	
1.28247E-03	316.437	
1.28251E-03	321.088	
1.28252E-03	322.671	
1.28256E-03	326.041	
1.28257E-03	327.286	
1.28260E-03	328.924	
1.28261E-03	329.511	
1.28263E-03	330.191	
1.28266E-03	330.791	
1.28269E-03	330.678	
1.28269E-03	330.674	
1.28275E-03	328.647	
1.28275E-03	328.543	
1.28280E-03	324.542	
1.28280E-03	324.541	
1.28285E-03	319.105	
1.28286E-03	317.735	
1.28290E-03	311.513	
1.28293E-03	307.187	
1.28296E-03	301.185	
1.28300E-03	294.101	
1.28303E-03	287.172	
1.28305E-03	281.936	
1.28311E-03	268.25	
1.28312E-03	266.189	
1.28320E-03	244.449	
1.28323E-03	236.86	
1.28336E-03	199.812	
1.28344E-03	179.75	
1.28344E-03	178.262	
1.28351E-03	161.724	
1.28352E-03	157.736	
1.28356E-03	149.057	
1.28358E-03	143.924	
1.28361E-03	137.047	
1.28363E-03	130.912	
1.28365E-03	128.464	
1.28368E-03	121.199	
1.28369E-03	118.806	
1.28371E-03	114.303	
1.28375E-03	107.631	
1.28375E-03	107.63	
1.28378E-03	101.425	
1.28379E-03	99.8914	
1.28382E-03	95.5355	
1.28383E-03	93.2368	
1.28385E-03	90.0112	
1.28388E-03	85.3906	
1.28388E-03	84.75	
1.28392E-03	79.8906	
1.28393E-03	78.2653	
1.28395E-03	75.7506	
1.28398E-03	71.8136	
1.28398E-03	71.7937	
1.28401E-03	68.1619	
1.28402E-03	67.4104	
1.28404E-03	64.7587	
1.28406E-03	63.3515	
1.28407E-03	61.5724	
1.28409E-03	59.6176	
1.28410E-03	58.5947	
1.28413E-03	56.1916	
1.28413E-03	55.8113	
1.28416E-03	54.0735	
1.28417E-03	53.2639	
1.28420E-03	50.8716	
1.28421E-03	50.1958	
1.28423E-03	48.6668	
1.28425E-03	46.9869	
1.28426E-03	46.4617	
1.28429E-03	44.9355	
1.28430E-03	44.1281	
1.28431E-03	43.4907	
1.28433E-03	42.1355	
1.28435E-03	41.5855	
1.28436E-03	40.8677	
1.28438E-03	39.665	
1.28439E-03	39.3257	
1.28441E-03	38.5536	
1.28443E-03	37.4868	
1.28444E-03	37.3172	
1.28446E-03	36.5126	
1.28448E-03	35.5657	
1.28448E-03	35.5322	
1.28451E-03	34.6986	
1.28452E-03	34.4546	
1.28453E-03	33.8985	
1.28457E-03	32.7484	
1.28458E-03	32.533	
1.28461E-03	31.7237	
1.28464E-03	30.8815	
1.28465E-03	30.7572	
1.28468E-03	30.0214	
1.28470E-03	29.4572	
1.28471E-03	29.3146	
1.28474E-03	28.6822	
1.28477E-03	28.0581	
1.28477E-03	28.058	
1.28481E-03	27.515	
1.28484E-03	26.9787	
1.28484E-03	26.8608	
1.28487E-03	26.495	
1.28492E-03	25.8251	
1.28492E-03	25.8026	
1.28497E-03	25.2068	
1.28501E-03	24.6194	
1.28502E-03	24.5121	
1.28506E-03	24.1073	
1.28511E-03	23.6168	
1.28513E-03	23.4192	
1.28516E-03	23.1691	
1.28522E-03	22.6593	
1.28524E-03	22.4913	
1.28527E-03	22.1984	
1.28533E-03	21.7638	
1.28536E-03	21.5422	
1.28539E-03	21.3607	
1.28545E-03	20.9899	
1.28550E-03	20.6667	
1.28551E-03	20.6276	
1.28559E-03	20.2013	
1.28564E-03	19.9133	
1.28567E-03	19.796	
1.28574E-03	19.431	
1.28582E-03	19.0525	
1.28583E-03	19.024	
1.28593E-03	18.6281	
1.28601E-03	18.3198	
1.28603E-03	18.2465	
1.28613E-03	17.908	
1.28622E-03	17.596	
1.28623E-03	17.575	
1.28633E-03	17.2843	
1.28643E-03	16.9955	
1.28644E-03	16.975	
1.28653E-03	16.7447	
1.28664E-03	16.4632	
1.28672E-03	16.271	
1.28677E-03	16.1661	
1.28690E-03	15.8983	
1.28700E-03	15.6766	
1.28703E-03	15.638	
1.28715E-03	15.4084	
1.28728E-03	15.1801	
1.28729E-03	15.1675	
1.28741E-03	14.9849	
1.28754E-03	14.7925	
1.28769E-03	14.5692	
1.28771E-03	14.5269	
1.28786E-03	14.3497	
1.28803E-03	14.1383	
1.28814E-03	13.9981	
1.28820E-03	13.9381	
1.28837E-03	13.759	
1.28854E-03	13.5807	
1.28854E-03	13.5807	
1.28871E-03	13.4289	
1.28888E-03	13.2776	
1.28905E-03	13.127	
1.28906E-03	13.1163	
1.28926E-03	12.9672	
1.28946E-03	12.8187	
1.28956E-03	12.7448	
1.28966E-03	12.683	
1.28986E-03	12.5599	
1.29006E-03	12.4371	
1.29033E-03	12.2713	
1.29036E-03	12.257	
1.29056E-03	12.1578	
1.29081E-03	12.0307	
1.29107E-03	11.904	
1.29118E-03	11.8478	
1.29132E-03	11.7899	
1.29158E-03	11.686	
1.29183E-03	11.5823	
1.29203E-03	11.502	
1.29222E-03	11.4397	
1.29260E-03	11.3108	
1.29294E-03	11.1965	
1.29298E-03	11.1823	
1.29328E-03	11.0997	
1.29362E-03	11.0055	
1.29396E-03	10.9115	
1.29414E-03	10.8647	
1.29431E-03	10.8266	
1.29465E-03	10.7506	
1.29516E-03	10.6369	
1.29556E-03	10.5487	
1.29567E-03	10.5235	
1.29601E-03	10.4624	
1.29647E-03	10.3811	
1.29692E-03	10.3	
1.29725E-03	10.2418	
1.29737E-03	10.2229	
1.29783E-03	10.1558	
1.29851E-03	10.0553	
1.29882E-03	10.0093	
1.29897E-03	9.99207	
1.29953E-03	9.92311	
1.30010E-03	9.85427	
1.30067E-03	9.78552	
1.30101E-03	9.74433	
1.30124E-03	9.72173	
1.30209E-03	9.63712	
1.30294E-03	9.55266	
1.30328E-03	9.51893	
1.30380E-03	9.47722	
1.30468E-03	9.40706	
1.30555E-03	9.33699	
1.30642E-03	9.26701	
1.30681E-03	9.23632	
1.30730E-03	9.20351	
1.30817E-03	9.1451	
1.30911E-03	9.08247	
1.30919E-03	9.07678	
1.31005E-03	9.02883	
1.31130E-03	8.95858	
1.31255E-03	8.8884	
1.31378E-03	8.81949	
1.31414E-03	8.79919	
1.31498E-03	8.76076	
1.31619E-03	8.70591	
1.31740E-03	8.65111	
1.31917E-03	8.5708	
1.32092E-03	8.49149	
1.32174E-03	8.45413	
1.32267E-03	8.41756	
1.32407E-03	8.36227	
1.32547E-03	8.307	
1.32687E-03	8.25177	
1.32875E-03	8.17785	
1.32922E-03	8.15914	
1.33100E-03	8.08901	
1.33278E-03	8.01893	
1.33459E-03	7.94789	
1.33583E-03	7.89921	
1.33707E-03	7.85056	
1.33831E-03	7.80194	
1.33893E-03	7.77766	
1.33956E-03	7.74881	
1.34083E-03	7.69116	
1.34210E-03	7.63357	
1.34337E-03	7.57604	
1.34462E-03	7.51958	
1.34523E-03	7.49188	
1.34553E-03	7.47509	
1.34645E-03	7.42479	
1.34737E-03	7.37454	
1.34829E-03	7.32438	
1.34890E-03	7.29099	
1.34919E-03	7.27145	
1.35007E-03	7.21295	
1.35094E-03	7.15455	
1.35182E-03	7.09627	
1.35240E-03	7.0575	
1.35299E-03	7.00951	
1.35357E-03	6.96161	
1.35431E-03	6.90067	
1.35465E-03	6.87326	
1.35481E-03	6.85715	
1.35530E-03	6.80746	
1.35580E-03	6.75787	
1.35630E-03	6.70839	
1.35679E-03	6.65905	
1.35681E-03	6.6576	
1.35729E-03	6.59793	
1.35772E-03	6.54383	
1.35810E-03	6.49706	
1.35848E-03	6.45043	
1.35861E-03	6.43434	
1.35886E-03	6.3966	
1.35924E-03	6.33906	
1.35962E-03	6.2817	
1.36000E-03	6.22455	
1.36007E-03	6.21361	
1.36038E-03	6.15802	
1.36071E-03	6.09736	
1.36101E-03	6.04481	
1.36109E-03	6.02912	
1.36130E-03	5.98595	
1.36159E-03	5.92453	
1.36188E-03	5.86338	
1.36197E-03	5.84512	
1.36217E-03	5.79471	
1.36246E-03	5.72303	
1.36276E-03	5.65175	
1.36284E-03	5.63049	
1.36300E-03	5.58379	
1.36331E-03	5.49515	
1.36351E-03	5.43641	
1.36366E-03	5.39469	
1.36372E-03	5.37516	
1.36392E-03	5.30717	
1.36413E-03	5.23959	
1.36418E-03	5.22042	
1.36433E-03	5.16556	
1.36453E-03	5.08928	
1.36471E-03	5.02444	
1.36477E-03	4.99632	
1.36502E-03	4.89418	
1.36518E-03	4.82669	
1.36523E-03	4.80236	
1.36534E-03	4.75313	
1.36550E-03	4.6764	
1.36566E-03	4.60037	
1.36567E-03	4.59353	
1.36582E-03	4.51465	
1.36601E-03	4.40937	
1.36611E-03	4.3593	
1.36615E-03	4.33746	
1.36628E-03	4.25961	
1.36640E-03	4.1869	
1.36641E-03	4.18214	
1.36654E-03	4.09748	
1.36667E-03	4.01392	
1.36669E-03	4.00021	
1.36680E-03	3.92341	
1.36693E-03	3.83767	
1.36698E-03	3.79798	
1.36704E-03	3.75332	
1.36716E-03	3.66545	
1.36728E-03	3.57921	
1.36728E-03	3.5792	
1.36739E-03	3.48521	
1.36749E-03	3.40485	
1.36751E-03	3.39234	
1.36763E-03	3.29487	
1.36768E-03	3.25333	
1.36771E-03	3.22105	
1.36780E-03	3.14545	
1.36789E-03	3.07191	
1.36790E-03	3.06598	
1.36798E-03	2.99499	
1.36806E-03	2.92029	
1.36811E-03	2.87858	
1.36815E-03	2.84728	
1.36824E-03	2.77593	
1.36830E-03	2.72532	
1.36837E-03	2.67763	
1.36843E-03	2.63334	
1.36844E-03	2.62886	
1.36850E-03	2.5972	
1.36856E-03	2.56974	
1.36857E-03	2.56721	
1.36862E-03	2.55376	
1.36865E-03	2.5476	
1.36866E-03	2.54668	
1.36870E-03	2.54809	
1.36871E-03	2.54997	
1.36876E-03	2.56506	
1.36876E-03	2.56506	
1.36881E-03	2.59221	
1.36881E-03	2.59678	
1.36885E-03	2.63398	
1.36886E-03	2.64697	
1.36888E-03	2.67154	
1.36891E-03	2.71674	
1.36891E-03	2.72007	
1.36895E-03	2.78938	
1.36896E-03	2.82285	
1.36897E-03	2.85447	
1.36899E-03	2.9099	
1.36900E-03	2.93127	
1.36903E-03	3.01425	
1.36903E-03	3.02062	
1.36905E-03	3.12529	
1.36907E-03	3.18136	
1.36908E-03	3.24507	
1.36911E-03	3.3809	
1.36911E-03	3.3859	
1.36914E-03	3.53747	
1.36914E-03	3.54893	
1.36916E-03	3.71562	
1.36917E-03	3.73528	
1.36919E-03	3.9177	
1.36919E-03	3.94697	
1.36921E-03	4.08297	
1.36922E-03	4.18821	
1.36923E-03	4.28015	
1.36925E-03	4.45935	
1.36926E-03	4.49644	
1.36928E-03	4.73425	
1.36928E-03	4.76613	
1.36930E-03	4.99577	
1.36931E-03	5.11275	
1.36932E-03	5.28145	
1.36934E-03	5.50028	
1.36934E-03	5.59303	
1.36936E-03	5.93228	
1.36936E-03	5.9323	
1.36938E-03	6.27255	
1.36939E-03	6.41982	
1.36940E-03	6.60467	
1.36942E-03	6.95872	
1.36942E-03	6.95882	
1.36944E-03	7.34176	
1.36945E-03	7.56347	
1.36946E-03	7.7497	
1.36948E-03	8.18488	
1.36948E-03	8.23034	
1.36949E-03	8.65242	
1.36950E-03	8.91098	
1.36951E-03	9.15019	
1.36953E-03	9.65402	
1.36953E-03	9.73526	
1.36955E-03	10.4229	
1.36956E-03	10.4687	
1.36958E-03	11.1658	
1.36958E-03	11.3627	
1.36960E-03	11.9653	
1.36961E-03	12.3362	
1.36962E-03	12.7138	
1.36963E-03	13.3987	
1.36964E-03	13.7476	
1.36966E-03	14.5518	
1.36967E-03	14.8669	
1.36969E-03	15.7971	
1.36969E-03	15.7974	
1.36971E-03	16.9373	
1.36972E-03	17.4245	
1.36973E-03	18.0746	
1.36975E-03	19.2089	
1.36976E-03	19.788	
1.36978E-03	21.2935	
1.36978E-03	21.5567	
1.36981E-03	23.3434	
1.36982E-03	23.9101	
1.36983E-03	25.2614	
1.36985E-03	26.5849	
1.36986E-03	27.2599	
1.36988E-03	29.3985	
1.36989E-03	29.6093	
1.36991E-03	32.1038	
1.36992E-03	32.6644	
1.36994E-03	34.63	
1.36996E-03	36.3429	
1.36996E-03	37.273	
1.36998E-03	39.5542	
1.36999E-03	40.5484	
1.37002E-03	44.0473	
1.37003E-03	44.5075	
1.37005E-03	47.7936	
1.37007E-03	50.1738	
1.37009E-03	52.591	
1.37010E-03	54.2923	
1.37012E-03	57.0935	
1.37013E-03	59.5908	
1.37015E-03	62.8124	
1.37017E-03	65.2494	
1.37019E-03	69.7009	
1.37021E-03	72.8493	
1.37024E-03	77.638	
1.37026E-03	81.0192	
1.37028E-03	86.1564	
1.37030E-03	89.7779	
1.37033E-03	96.5061	
1.37036E-03	102.324	
1.37038E-03	108.216	
1.37042E-03	115.787	
1.37044E-03	120.659	
1.37049E-03	133.778	
1.37050E-03	135.988	
1.37056E-03	152.077	
1.37061E-03	164.775	
1.37066E-03	179.874	
1.37076E-03	206.927	
1.37080E-03	216.724	
1.37083E-03	225.68	
1.37086E-03	235.115	
1.37090E-03	243.593	
1.37093E-03	251.611	
1.37096E-03	259.135	
1.37099E-03	265.424	
1.37102E-03	271.219	
1.37105E-03	276.831	
1.37109E-03	283.595	
1.37110E-03	286.039	
1.37113E-03	290.964	
1.37116E-03	295.692	
1.37118E-03	297.382	
1.37121E-03	300.569	
1.37123E-03	303.15	
1.37126E-03	304.932	
1.37128E-03	306.512	
1.37130E-03	307.433	
1.37131E-03	307.95	
1.37134E-03	308.734	
1.37137E-03	309.05	
1.37138E-03	308.973	
1.37140E-03	308.574	
1.37143E-03	307.684	
1.37146E-03	306.299	
1.37148E-03	304.868	
1.37151E-03	302.051	
1.37154E-03	300.085	
1.37158E-03	294.754	
1.37160E-03	292.386	
1.37164E-03	286.619	
1.37167E-03	281.391	
1.37170E-03	275.304	
1.37175E-03	266.81	
1.37178E-03	260.259	
1.37180E-03	255.398	
1.37186E-03	240.717	
1.37189E-03	234.863	
1.37201E-03	205.74	
1.37208E-03	186.781	
1.37215E-03	169.448	
1.37216E-03	166.659	
1.37223E-03	151.153	
1.37224E-03	148.772	
1.37228E-03	139.312	
1.37230E-03	135.77	
1.37233E-03	128.067	
1.37236E-03	123.503	
1.37237E-03	120.04	
1.37241E-03	113.184	
1.37241E-03	112.053	
1.37244E-03	106.71	
1.37246E-03	102.945	
1.37248E-03	100.5	
1.37251E-03	95.8541	
1.37251E-03	94.6196	
1.37255E-03	89.2127	
1.37255E-03	89.0489	
1.37258E-03	83.8347	
1.37259E-03	83.0293	
1.37262E-03	78.9331	
1.37263E-03	77.2859	
1.37265E-03	74.3307	
1.37267E-03	71.9674	
1.37268E-03	70.4037	
1.37271E-03	67.0607	
1.37272E-03	66.7002	
1.37275E-03	63.2586	
1.37275E-03	62.5568	
1.37278E-03	60.0599	
1.37280E-03	57.7417	
1.37281E-03	57.0157	
1.37284E-03	54.1888	
1.37285E-03	53.9801	
1.37288E-03	51.5885	
1.37289E-03	50.5647	
1.37291E-03	49.1553	
1.37293E-03	47.4594	
1.37294E-03	46.8795	
1.37297E-03	44.766	
1.37297E-03	44.6459	
1.37300E-03	42.7038	
1.37301E-03	42.1051	
1.37303E-03	41.2527	
1.37306E-03	39.8664	
1.37306E-03	39.8078	
1.37308E-03	38.6009	
1.37310E-03	37.7381	
1.37311E-03	37.3862	
1.37313E-03	36.2547	
1.37314E-03	35.8716	
1.37316E-03	35.2051	
1.37318E-03	34.204	
1.37320E-03	33.6671	
1.37321E-03	33.2587	
1.37323E-03	32.3766	
1.37324E-03	32.0654	
1.37326E-03	31.5582	
1.37328E-03	30.7792	
1.37330E-03	30.3944	
1.37331E-03	30.0485	
1.37335E-03	29.0267	
1.37335E-03	28.9307	
1.37339E-03	28.1134	
1.37341E-03	27.6468	
1.37342E-03	27.4589	
1.37345E-03	26.7911	
1.37348E-03	26.169	
1.37348E-03	26.137	
1.37351E-03	25.5683	
1.37355E-03	25.0068	
1.37355E-03	24.9143	
1.37358E-03	24.5075	
1.37361E-03	24.0252	
1.37363E-03	23.8397	
1.37365E-03	23.5816	
1.37369E-03	22.9564	
1.37370E-03	22.9108	
1.37374E-03	22.4022	
1.37377E-03	22.1014	
1.37379E-03	21.8903	
1.37384E-03	21.4218	
1.37388E-03	21.0619	
1.37389E-03	20.9729	
1.37394E-03	20.548	
1.37399E-03	20.1861	
1.37400E-03	20.0845	
1.37406E-03	19.6702	
1.37410E-03	19.4343	
1.37413E-03	19.2825	
1.37419E-03	18.9285	
1.37425E-03	18.5778	
1.37425E-03	18.5778	
1.37433E-03	18.1753	
1.37439E-03	17.8494	
1.37441E-03	17.7871	
1.37449E-03	17.4478	
1.37457E-03	17.1115	
1.37460E-03	16.9748	
1.37464E-03	16.8197	
1.37472E-03	16.5503	
1.37481E-03	16.2448	
1.37482E-03	16.2008	
1.37492E-03	15.8951	
1.37501E-03	15.6243	
1.37503E-03	15.5958	
1.37513E-03	15.3323	
1.37522E-03	15.0893	
1.37523E-03	15.0731	
1.37533E-03	14.8476	
1.37545E-03	14.5917	
1.37550E-03	14.4805	
1.37558E-03	14.3306	
1.37571E-03	14.0873	
1.37579E-03	13.9396	
1.37584E-03	13.8583	
1.37597E-03	13.6506	
1.37608E-03	13.4786	
1.37610E-03	13.4494	
1.37624E-03	13.2754	
1.37637E-03	13.1024	
1.37651E-03	12.9206	
1.37652E-03	12.9016	
1.37665E-03	12.7604	
