E(MeV)	mcnp/Sm-147:1	
3.82591E-04	278.8206482	
3.82625E-04	256.7093506	
3.82659E-04	236.2635803	
3.82693E-04	217.4848633	
3.82727E-04	200.3117676	
3.82762E-04	184.723938	
3.82795E-04	170.6685181	
3.82829E-04	158.0452881	
3.82863E-04	146.7051697	
3.82897E-04	136.5660858	
3.82931E-04	127.5194778	
3.82965E-04	119.4722214	
3.82999E-04	112.2911758	
3.83033E-04	105.9059677	
3.83067E-04	100.2019348	
3.83101E-04	95.1085434	
3.83135E-04	90.55850983	
3.83169E-04	86.46005249	
3.83237E-04	79.46217346	
3.83305E-04	73.70330048	
3.83373E-04	68.87368774	
3.83441E-04	64.77600861	
3.83509E-04	61.24142456	
3.83577E-04	58.14201736	
3.83645E-04	55.40222931	
3.83781E-04	50.73797607	
3.83917E-04	46.88993835	
3.84052E-04	43.6473465	
3.84188E-04	40.86529922	
3.84324E-04	38.44578934	
3.84460E-04	36.31832886	
3.84596E-04	34.42802811	
3.84732E-04	32.73364258	
3.85004E-04	29.81304741	
3.85276E-04	27.37399864	
3.85547E-04	25.29764557	
3.85819E-04	23.50186348	
3.86091E-04	21.92584229	
3.86363E-04	20.52613258	
3.86635E-04	19.26992798	
3.86907E-04	18.13194084	
3.87178E-04	17.09416008	
3.87450E-04	16.1444397	
3.87722E-04	15.27674198	
3.87994E-04	14.49329281	
3.88130E-04	14.1373024	
3.88266E-04	13.80986023	
3.88402E-04	13.51733303	
3.88538E-04	13.26904106	
3.88673E-04	13.08022976	
3.88809E-04	12.97422123	
3.88945E-04	12.99181461	
3.89013E-04	13.06818676	
3.89081E-04	13.20822144	
3.89149E-04	13.43419743	
3.89217E-04	13.77884579	
3.89285E-04	14.29099751	
3.89353E-04	15.04531956	
3.89421E-04	16.15481758	
3.89455E-04	16.8902607	
3.89489E-04	17.77946663	
3.89523E-04	18.85595512	
3.89557E-04	20.16351128	
3.89591E-04	21.74095154	
3.89625E-04	23.64772034	
3.89659E-04	25.94311714	
3.89693E-04	28.69253731	
3.89727E-04	31.97320747	
3.89761E-04	35.88689423	
3.89795E-04	40.52657318	
3.89829E-04	45.99936676	
3.89863E-04	52.41953278	
3.89897E-04	59.9219017	
3.89931E-04	68.60060883	
3.89965E-04	78.59033966	
3.89999E-04	90.03099823	
3.90033E-04	102.9609833	
3.90067E-04	117.4834824	
3.90100E-04	133.7572937	
3.90134E-04	151.8110352	
3.90168E-04	171.5882568	
3.90203E-04	193.0939331	
3.90236E-04	216.3013916	
3.90305E-04	267.0136719	
3.90508E-04	435.6237488	
3.90610E-04	510.0159302	
3.90661E-04	539.4074707	
3.90712E-04	561.8222656	
3.90767E-04	577.0001831	
3.90811E-04	581.9597778	
3.90877E-04	577.1074829	
3.90941E-04	558.7296753	
3.90994E-04	534.3843384	
3.91037E-04	509.7689514	
3.91101E-04	466.3201294	
3.91356E-04	267.9182739	
3.91399E-04	238.1289215	
3.91441E-04	210.5491943	
3.91484E-04	185.4567719	
3.91526E-04	162.8286285	
3.91569E-04	142.6789246	
3.91611E-04	125.0194778	
3.91654E-04	109.6100998	
3.91697E-04	96.33258057	
3.91739E-04	85.0171814	
3.91782E-04	75.3824234	
3.91824E-04	67.26237488	
3.91867E-04	60.4262352	
3.91909E-04	54.71072388	
3.91952E-04	49.92030334	
3.91994E-04	45.89601135	
3.92037E-04	42.51195526	
3.92079E-04	39.65393066	
3.92122E-04	37.2294426	
3.92165E-04	35.15171432	
3.92207E-04	33.35705185	
3.92250E-04	31.79794884	
3.92292E-04	30.42893791	
3.92335E-04	29.2176857	
3.92420E-04	27.15760994	
3.92505E-04	25.45902443	
3.92590E-04	24.02362442	
3.92675E-04	22.78494644	
3.92761E-04	21.69582939	
3.92846E-04	20.72835732	
3.92931E-04	19.85808372	
3.93101E-04	18.344841	
3.93271E-04	17.06001663	
3.93441E-04	15.94269562	
3.93612E-04	14.95095158	
3.93782E-04	14.05619812	
3.93952E-04	13.23776817	
3.94123E-04	12.4821825	
3.94293E-04	11.78342247	
3.94463E-04	11.14297676	
3.94548E-04	10.8497839	
3.94633E-04	10.58186913	
3.94718E-04	10.35059071	
3.94804E-04	10.176301	
3.94889E-04	10.0967617	
3.94931E-04	10.11221218	
3.94974E-04	10.18040657	
3.95016E-04	10.31849098	
3.95059E-04	10.54859829	
3.95101E-04	10.8988018	
3.95144E-04	11.40589428	
3.95186E-04	12.11461926	
3.95229E-04	13.08413696	
3.95272E-04	14.38319683	
3.95314E-04	16.09829712	
3.95357E-04	18.32641029	
3.95399E-04	21.16653633	
3.95421E-04	22.85829353	
3.95442E-04	24.76569557	
3.95463E-04	26.89007759	
3.95484E-04	29.25517845	
3.95506E-04	31.87122726	
3.95527E-04	34.77298737	
3.95569E-04	41.49724579	
3.95612E-04	49.54641724	
3.95655E-04	59.07881546	
3.95697E-04	70.17573547	
3.95740E-04	82.94649506	
3.95783E-04	97.4041214	
3.95804E-04	105.2464981	
3.95846E-04	122.1022568	
3.95910E-04	150.0671997	
3.95985E-04	185.8369751	
3.96102E-04	244.0758667	
3.96155E-04	268.8760681	
3.96219E-04	295.4653625	
3.96272E-04	313.5432739	
3.96315E-04	324.770752	
3.96408E-04	337.5391541	
3.96456E-04	337.3056641	
3.96502E-04	332.7545776	
3.96540E-04	325.978363	
3.96616E-04	305.1433716	
3.96692E-04	276.5687561	
3.96829E-04	215.2572632	
3.96889E-04	187.4371338	
3.96980E-04	148.7012787	
3.97011E-04	136.9980316	
3.97072E-04	115.8623428	
3.97102E-04	106.5137634	
3.97132E-04	98.04453278	
3.97163E-04	90.40675354	
3.97193E-04	83.60611725	
3.97223E-04	77.6651535	
3.97254E-04	72.55776215	
3.97284E-04	68.27944946	
3.97314E-04	64.79257965	
3.97345E-04	62.11123657	
3.97375E-04	60.21982574	
3.97405E-04	59.11598969	
3.97436E-04	58.80345154	
3.97466E-04	59.2936821	
3.97496E-04	60.60219574	
3.97527E-04	62.74737167	
3.97557E-04	65.77606964	
3.97587E-04	69.69826508	
3.97618E-04	74.58798981	
3.97648E-04	80.46025085	
3.97678E-04	87.36855316	
3.97709E-04	95.35568237	
3.97739E-04	104.4399948	
3.97770E-04	114.6927567	
3.97800E-04	126.1187057	
3.97861E-04	152.5785217	
3.97891E-04	167.5279541	
3.97952E-04	200.6208496	
3.98043E-04	257.1588135	
3.98164E-04	338.7279663	
3.98255E-04	396.8356628	
3.98331E-04	437.6972656	
3.98419E-04	470.9179688	
3.98500E-04	485.0779419	
3.98581E-04	481.5524292	
3.98655E-04	463.5184631	
3.98717E-04	438.777771	
3.98816E-04	385.4528809	
3.99015E-04	259.4874268	
3.99089E-04	215.3104553	
3.99139E-04	188.489975	
3.99188E-04	164.2758942	
3.99238E-04	142.6908569	
3.99288E-04	123.8601837	
3.99337E-04	107.5876999	
3.99387E-04	93.78127289	
3.99437E-04	82.16624451	
3.99486E-04	72.48634338	
3.99536E-04	64.47819519	
3.99586E-04	57.87106323	
3.99635E-04	52.45637512	
3.99685E-04	48.01815033	
3.99735E-04	44.36156464	
3.99784E-04	41.34171295	
3.99834E-04	38.82284546	
3.99884E-04	36.70807648	
3.99933E-04	34.91122818	
3.99983E-04	33.36721039	
4.00032E-04	32.02515411	
4.00082E-04	30.84702682	
4.00181E-04	28.85968399	
4.00281E-04	27.23608971	
4.00380E-04	25.87181473	
4.00479E-04	24.70069122	
4.00578E-04	23.67993927	
4.00678E-04	22.77613831	
4.00777E-04	21.96980095	
4.00975E-04	20.57929802	
4.01174E-04	19.41418648	
4.01373E-04	18.4140892	
4.01571E-04	17.53867722	
4.01770E-04	16.76012039	
4.01968E-04	16.0565567	
4.02167E-04	15.41195679	
4.02365E-04	14.81499386	
4.02564E-04	14.25555325	
4.02763E-04	13.72765446	
4.02961E-04	13.22722721	
4.03060E-04	12.98810482	
4.03160E-04	12.75824928	
4.03259E-04	12.54173088	
4.03358E-04	12.34749889	
4.03457E-04	12.19474506	
4.03507E-04	12.14539051	
4.03557E-04	12.1240406	
4.03606E-04	12.14231682	
4.03656E-04	12.21620083	
4.03706E-04	12.36715794	
4.03755E-04	12.62416267	
4.03780E-04	12.80465031	
4.03805E-04	13.02633953	
4.03830E-04	13.29530239	
4.03855E-04	13.62013054	
4.03879E-04	14.00595951	
4.03904E-04	14.46696758	
4.03929E-04	15.00548458	
4.03954E-04	15.64060688	
4.03979E-04	16.37777328	
4.04004E-04	17.23071098	
4.04028E-04	18.21234512	
4.04053E-04	19.33312416	
4.04078E-04	20.60947037	
4.04103E-04	22.05985832	
4.04128E-04	23.6913166	
4.04152E-04	25.52716637	
4.04202E-04	29.85092735	
4.04252E-04	35.13812256	
4.04301E-04	41.48535538	
4.04351E-04	48.92157745	
4.04425E-04	62.17100525	
4.04500E-04	77.7354126	
4.04599E-04	101.0619125	
4.04711E-04	128.1044006	
4.04785E-04	144.4951477	
4.04841E-04	154.9398041	
4.04878E-04	160.6990662	
4.04947E-04	168.255249	
4.05007E-04	171.3034515	
4.05087E-04	169.8319092	
4.05121E-04	167.376709	
4.05188E-04	159.4929199	
4.05255E-04	148.2786865	
4.05349E-04	128.7200317	
4.05484E-04	98.03130341	
4.05565E-04	80.60297394	
4.05591E-04	75.22237396	
4.05645E-04	65.21234131	
4.05699E-04	56.3455925	
4.05753E-04	48.65380859	
4.05780E-04	45.23972702	
4.05807E-04	42.10740662	
4.05834E-04	39.246315	
4.05861E-04	36.64385605	
4.05887E-04	34.29131699	
4.05914E-04	32.16196442	
4.05941E-04	30.24588585	
4.05968E-04	28.52679634	
4.05995E-04	26.98843956	
4.06022E-04	25.62117767	
4.06049E-04	24.39903831	
4.06076E-04	23.30841637	
4.06103E-04	22.33851814	
4.06129E-04	21.47828865	
4.06156E-04	20.71326447	
4.06183E-04	20.03246117	
4.06210E-04	19.42447853	
4.06237E-04	18.88323975	
4.06264E-04	18.39907074	
4.06291E-04	17.96275902	
4.06345E-04	17.21847343	
4.06399E-04	16.60596848	
4.06453E-04	16.09433365	
4.06506E-04	15.65900898	
4.06560E-04	15.28143311	
4.06614E-04	14.9480648	
4.06668E-04	14.65009689	
4.06775E-04	14.13262272	
4.06883E-04	13.69089794	
4.06990E-04	13.30390167	
4.07098E-04	12.95821571	
4.07206E-04	12.64469242	
4.07421E-04	12.09002304	
4.07636E-04	11.60721111	
4.07851E-04	11.17520332	
4.08067E-04	10.78070354	
4.08282E-04	10.41500282	
4.08497E-04	10.07179451	
4.08712E-04	9.746098518	
4.08928E-04	9.435395241	
4.09143E-04	9.138179779	
4.09358E-04	8.854390144	
4.09573E-04	8.586968422	
4.09789E-04	8.342947006	
4.09896E-04	8.234272957	
4.10004E-04	8.138998032	
4.10112E-04	8.063247681	
4.10219E-04	8.01803875	
4.10327E-04	8.024001122	
4.10380E-04	8.05782795	
4.10434E-04	8.122761726	
4.10488E-04	8.230797768	
4.10542E-04	8.399541855	
4.10596E-04	8.65299511	
4.10650E-04	9.025822639	
4.10703E-04	9.562853813	
4.10730E-04	9.912408829	
4.10757E-04	10.32923889	
4.10784E-04	10.82221699	
4.10811E-04	11.40462208	
4.10838E-04	12.09033489	
4.10865E-04	12.89274693	
4.10892E-04	13.83297634	
4.10918E-04	14.93102932	
4.10945E-04	16.20224953	
4.10972E-04	17.67533302	
4.10999E-04	19.36705971	
4.11026E-04	21.31120872	
4.11053E-04	23.51911736	
4.11080E-04	26.03349686	
4.11107E-04	28.87721825	
4.11134E-04	32.07837677	
4.11161E-04	35.66453552	
4.11188E-04	39.6621933	
4.11215E-04	44.09604645	
4.11241E-04	48.98822784	
4.11295E-04	60.20342636	
4.11349E-04	73.42934418	
4.11376E-04	80.7956543	
4.11430E-04	96.95847321	
4.11484E-04	114.9250259	
4.11564E-04	144.3423767	
4.11672E-04	185.3837585	
4.11753E-04	214.2764893	
4.11820E-04	234.8771362	
4.11867E-04	246.5684662	
4.11941E-04	259.159668	
4.12007E-04	263.6377563	
4.12052E-04	262.8504639	
4.12090E-04	259.7120667	
4.12122E-04	255.5774536	
4.12196E-04	240.3610535	
4.12259E-04	222.8900299	
4.12384E-04	179.9337006	
4.12509E-04	134.4861603	
4.12584E-04	109.3928528	
4.12609E-04	101.6785736	
4.12659E-04	87.34427643	
4.12709E-04	74.59112549	
4.12759E-04	63.4682045	
4.12809E-04	53.91916656	
4.12859E-04	45.8398056	
4.12884E-04	42.3113327	
4.12909E-04	39.11056519	
4.12934E-04	36.20783615	
4.12959E-04	33.58278656	
4.12984E-04	31.21492577	
4.13009E-04	29.078619	
4.13034E-04	27.16522408	
4.13059E-04	25.44965553	
4.13084E-04	23.91358376	
4.13109E-04	22.5362072	
4.13134E-04	21.3084774	
4.13159E-04	20.2114048	
4.13184E-04	19.23097038	
4.13209E-04	18.35210609	
4.13259E-04	16.86649895	
4.13309E-04	15.66569042	
4.13359E-04	14.6899004	
4.13409E-04	13.88606262	
4.13459E-04	13.21436405	
4.13509E-04	12.64363289	
4.13559E-04	12.15169525	
4.13609E-04	11.72222042	
4.13659E-04	11.34043694	
4.13759E-04	10.68541813	
4.13859E-04	10.13539219	
4.13959E-04	9.659246445	
4.14059E-04	9.239201546	
4.14259E-04	8.519779205	
4.14459E-04	7.917630196	
4.14659E-04	7.400463581	
4.14859E-04	6.95040369	
4.15059E-04	6.559322834	
4.15259E-04	6.22541523	
4.15459E-04	5.953585625	
4.15659E-04	5.757146835	
4.15859E-04	5.659777641	
4.16059E-04	5.70254612	
4.16159E-04	5.796811104	
4.16259E-04	5.956048965	
4.16359E-04	6.197487354	
4.16459E-04	6.544720173	
4.16559E-04	7.030988216	
4.16609E-04	7.34081316	
4.16659E-04	7.704944134	
4.16709E-04	8.132456779	
4.16759E-04	8.636504173	
4.16810E-04	9.230794907	
4.16859E-04	9.934955597	
4.16909E-04	10.77199554	
4.16959E-04	11.77661228	
4.17010E-04	12.9868784	
4.17060E-04	14.45236683	
4.17110E-04	16.2382412	
4.17160E-04	18.43426323	
4.17185E-04	19.71275139	
4.17209E-04	21.14282227	
4.17235E-04	22.73172569	
4.17260E-04	24.5081768	
4.17285E-04	26.49085808	
4.17310E-04	28.69872856	
4.17335E-04	31.16445732	
4.17359E-04	33.9185257	
4.17385E-04	37.00306702	
4.17410E-04	40.43834686	
4.17435E-04	44.27185822	
4.17460E-04	48.54652405	
4.17485E-04	53.30849457	
4.17510E-04	58.62186432	
4.17535E-04	64.51074982	
4.17560E-04	71.04343414	
4.17585E-04	78.27718353	
4.17610E-04	86.2712326	
4.17635E-04	95.08621216	
4.17660E-04	104.7834778	
4.17710E-04	127.1014023	
4.17760E-04	153.6385498	
4.17810E-04	184.8426514	
4.17835E-04	202.3022003	
4.17859E-04	220.9900818	
4.17910E-04	262.4237671	
4.17985E-04	334.0872803	
4.18060E-04	416.4826355	
4.18185E-04	569.8526611	
4.18260E-04	664.5095825	
4.18335E-04	753.9872437	
4.18409E-04	831.9735718	
4.18495E-04	898.9787598	
4.18565E-04	932.0088501	
4.18618E-04	942.0993652	
4.18652E-04	941.5539551	
4.18723E-04	923.3388062	
4.18774E-04	896.1956177	
4.18826E-04	859.213623	
4.18911E-04	779.4240112	
4.19150E-04	505.8863525	
4.19253E-04	397.0040283	
4.19287E-04	364.2138367	
4.19355E-04	304.9951782	
4.19423E-04	254.5697937	
4.19458E-04	232.50737	
4.19492E-04	212.5868835	
4.19526E-04	194.5930939	
4.19560E-04	178.4892883	
4.19594E-04	164.0957184	
4.19629E-04	151.348053	
4.19663E-04	140.0760498	
4.19697E-04	130.2075806	
4.19731E-04	121.6108551	
4.19765E-04	114.1736679	
4.19799E-04	107.8263626	
4.19833E-04	102.5037766	
4.19868E-04	98.11660767	
4.19902E-04	94.65827179	
4.19936E-04	92.06786346	
4.19970E-04	90.32090759	
4.20004E-04	89.42305756	
4.20038E-04	89.37488556	
4.20072E-04	90.19513702	
4.20107E-04	91.89769745	
4.20141E-04	94.5104599	
4.20175E-04	98.06235504	
4.20209E-04	102.5819931	
4.20243E-04	108.1062927	
4.20277E-04	114.6182709	
4.20311E-04	122.1769943	
4.20380E-04	140.3246307	
4.20448E-04	162.2594604	
4.20517E-04	187.3098145	
4.20619E-04	228.4801025	
4.20722E-04	269.4082642	
4.20807E-04	298.9621582	
4.20867E-04	315.1957397	
4.20909E-04	323.8162842	
4.20982E-04	331.9356689	
4.21009E-04	332.7618408	
4.21064E-04	330.5421753	
4.21132E-04	320.9480591	
4.21190E-04	307.1314697	
4.21261E-04	284.9436646	
4.21378E-04	239.1014099	
4.21518E-04	180.1686401	
4.21588E-04	152.8508453	
4.21635E-04	136.1686096	
4.21682E-04	120.9345322	
4.21729E-04	107.2247772	
4.21776E-04	95.10172272	
4.21822E-04	84.52313232	
4.21869E-04	75.37771606	
4.21916E-04	67.57852173	
4.21963E-04	60.97021484	
4.22010E-04	55.42238617	
4.22056E-04	50.79209137	
4.22103E-04	46.94749451	
4.22150E-04	43.75142288	
4.22197E-04	41.10034943	
4.22244E-04	38.88834	
4.22290E-04	37.04048538	
4.22337E-04	35.47629166	
4.22384E-04	34.14401627	
4.22431E-04	32.99713135	
4.22478E-04	31.99987984	
4.22525E-04	31.12247276	
4.22571E-04	30.33845901	
4.22665E-04	28.99269867	
4.22759E-04	27.86222267	
4.22852E-04	26.88644218	
4.22946E-04	26.02557564	
4.23039E-04	25.25525284	
4.23133E-04	24.55864716	
4.23320E-04	23.33774185	
4.23508E-04	22.29536819	
4.23695E-04	21.38777733	
4.23882E-04	20.5868721	
4.24069E-04	19.87181473	
4.24257E-04	19.22771835	
4.24444E-04	18.64194489	
4.24819E-04	17.61065102	
4.25193E-04	16.72230339	
4.25568E-04	15.94359207	
4.25942E-04	15.25063705	
4.26317E-04	14.62530327	
4.26691E-04	14.05428123	
4.27066E-04	13.52678585	
4.27440E-04	13.03436279	
4.27815E-04	12.57011127	
4.28189E-04	12.12832832	
4.28564E-04	11.70396423	
4.28938E-04	11.29237461	
4.29313E-04	10.8895483	
4.29687E-04	10.49126911	
4.30062E-04	10.09349632	
4.30436E-04	9.691827774	
4.30624E-04	9.48819828	
4.30811E-04	9.28217411	
4.30998E-04	9.073461533	
4.31185E-04	8.863495827	
4.31279E-04	8.759422302	
4.31373E-04	8.658753395	
4.31466E-04	8.566142082	
4.31560E-04	8.491391182	
4.31607E-04	8.466304779	
4.31653E-04	8.454277992	
4.31700E-04	8.460625648	
4.31747E-04	8.492463112	
4.31794E-04	8.559362411	
4.31841E-04	8.673830032	
4.31888E-04	8.850964546	
4.31934E-04	9.110586166	
4.31981E-04	9.477249146	
4.32005E-04	9.70903492	
4.32028E-04	9.978538513	
4.32051E-04	10.29007816	
4.32075E-04	10.64935684	
4.32098E-04	11.06044292	
4.32122E-04	11.52704144	
4.32145E-04	12.05556011	
4.32168E-04	12.65144825	
4.32215E-04	14.06757641	
4.32262E-04	15.82259464	
4.32309E-04	17.95713615	
4.32356E-04	20.5043869	
4.32403E-04	23.49520302	
4.32449E-04	26.94479752	
4.32496E-04	30.85158348	
4.32543E-04	35.19355011	
4.32590E-04	39.92549896	
4.32660E-04	47.60207367	
4.32730E-04	55.63672638	
4.32836E-04	67.40364838	
4.32906E-04	74.27108765	
4.32929E-04	76.27011871	
4.32988E-04	80.48780823	
4.33020E-04	82.26478577	
4.33052E-04	83.61315155	
4.33111E-04	84.896698	
4.33174E-04	84.54524231	
4.33260E-04	81.31204987	
4.33313E-04	77.87023163	
4.33420E-04	68.54502106	
4.33526E-04	57.4239769	
4.33612E-04	48.44258881	
4.33655E-04	44.17405701	
4.33697E-04	40.15071487	
4.33740E-04	36.42332458	
4.33783E-04	33.03180313	
4.33826E-04	29.98528862	
4.33868E-04	27.29620743	
4.33911E-04	24.96374702	
4.33954E-04	22.97053719	
4.33996E-04	21.29265976	
4.34039E-04	19.91563225	
4.34082E-04	18.812994	
4.34125E-04	17.95726967	
4.34167E-04	17.32396507	
4.34210E-04	16.894104	
4.34253E-04	16.6491909	
4.34296E-04	16.57639122	
4.34338E-04	16.66828346	
4.34381E-04	16.92312241	
4.34424E-04	17.34375763	
4.34466E-04	17.94322014	
4.34509E-04	18.74170113	
4.34552E-04	19.76484108	
4.34595E-04	21.05631828	
4.34637E-04	22.65453911	
4.34680E-04	24.6300087	
4.34723E-04	27.05639839	
4.34766E-04	30.03023338	
4.34808E-04	33.64387512	
4.34851E-04	38.03822327	
4.34894E-04	43.35086441	
4.34936E-04	49.74130249	
4.34979E-04	57.38380432	
4.35022E-04	66.46411133	
4.35065E-04	77.15597534	
4.35107E-04	89.66344452	
4.35150E-04	104.1931076	
4.35193E-04	120.8613968	
4.35236E-04	139.8527374	
4.35278E-04	161.1934052	
4.35321E-04	184.9798889	
4.35364E-04	211.0937958	
4.35406E-04	239.4921265	
4.35492E-04	301.9944458	
4.35599E-04	386.7440796	
4.35727E-04	485.8780518	
4.35834E-04	553.1600952	
4.35892E-04	579.7310181	
4.35969E-04	601.0932617	
4.36000E-04	604.7923584	
4.36093E-04	598.7299194	
4.36145E-04	584.2676392	
4.36210E-04	556.7164917	
4.36318E-04	491.9215698	
4.36447E-04	396.6408691	
4.36555E-04	315.8387756	
4.36642E-04	256.480957	
4.36685E-04	229.5757599	
4.36728E-04	204.797287	
4.36771E-04	182.2427521	
4.36814E-04	161.9025269	
4.36857E-04	143.7970276	
4.36901E-04	127.821785	
4.36944E-04	113.794693	
4.36987E-04	101.6030807	
4.37030E-04	91.05223846	
4.37073E-04	81.9525528	
4.37116E-04	74.13549042	
4.37159E-04	67.45807648	
4.37203E-04	61.75970078	
4.37246E-04	56.88102722	
4.37289E-04	52.70554352	
4.37332E-04	49.11738586	
4.37375E-04	46.03664398	
4.37418E-04	43.37004089	
4.37462E-04	41.04572296	
4.37505E-04	39.01373672	
4.37548E-04	37.22537613	
4.37591E-04	35.633564	
4.37677E-04	32.93618011	
4.37764E-04	30.73241234	
4.37850E-04	28.89010048	
4.37936E-04	27.32108498	
4.38023E-04	25.96420288	
4.38109E-04	24.77503395	
4.38195E-04	23.72346687	
4.38368E-04	21.939394	
4.38541E-04	20.47675323	
4.38713E-04	19.24781418	
4.38886E-04	18.19600487	
4.39058E-04	17.28116989	
4.39231E-04	16.47312164	
4.39404E-04	15.75137615	
4.39576E-04	15.10086155	
4.39749E-04	14.51396275	
4.39835E-04	14.24502659	
4.39922E-04	13.99531555	
4.40008E-04	13.77207851	
4.40094E-04	13.5885191	
4.40138E-04	13.51871586	
4.40181E-04	13.46969032	
4.40224E-04	13.44775772	
4.40267E-04	13.46141529	
4.40310E-04	13.52175236	
4.40353E-04	13.64330959	
4.40397E-04	13.84428692	
4.40440E-04	14.14698696	
4.40483E-04	14.57971668	
4.40526E-04	15.17654228	
4.40569E-04	15.9780159	
4.40612E-04	17.03345108	
4.40655E-04	18.39626694	
4.40699E-04	20.12747192	
4.40742E-04	22.29350853	
4.40785E-04	24.95533752	
4.40828E-04	28.19568825	
4.40871E-04	32.0736351	
4.40914E-04	36.67312622	
4.40958E-04	42.01855469	
4.41001E-04	48.17171478	
4.41044E-04	55.14231491	
4.41087E-04	62.8961792	
4.41130E-04	71.44381714	
4.41217E-04	90.55374146	
4.41303E-04	111.3467026	
4.41411E-04	137.3395538	
4.41486E-04	153.6073151	
4.41540E-04	163.3933868	
4.41583E-04	169.7756195	
4.41643E-04	176.0618896	
4.41707E-04	179.2475433	
4.41746E-04	179.2915955	
4.41797E-04	177.1469574	
4.41842E-04	173.3115387	
4.41896E-04	166.4841156	
4.41986E-04	150.7274475	
4.42094E-04	127.1978836	
4.42256E-04	90.32765961	
4.42292E-04	82.78327179	
4.42364E-04	68.950737	
4.42400E-04	62.75828171	
4.42436E-04	57.07309723	
4.42472E-04	51.89084625	
4.42508E-04	47.22466278	
4.42544E-04	43.0331955	
4.42580E-04	39.32442474	
4.42616E-04	36.05221558	
4.42652E-04	33.18336487	
4.42688E-04	30.67800713	
4.42724E-04	28.50546646	
4.42760E-04	26.63614464	
4.42796E-04	25.02380371	
4.42832E-04	23.63459587	
4.42869E-04	22.44851112	
4.42905E-04	21.43218803	
4.42941E-04	20.5576725	
4.42977E-04	19.81084251	
4.43013E-04	19.16607666	
4.43049E-04	18.60827446	
4.43085E-04	18.12233925	
4.43121E-04	17.69804573	
4.43157E-04	17.32426834	
4.43193E-04	16.99256325	
4.43265E-04	16.42904854	
4.43337E-04	15.96447086	
4.43409E-04	15.57011318	
4.43481E-04	15.2274847	
4.43553E-04	14.92390156	
4.43625E-04	14.65071106	
4.43769E-04	14.17312145	
4.43913E-04	13.76386547	
4.44057E-04	13.40449429	
4.44201E-04	13.08278275	
4.44345E-04	12.79119778	
4.44489E-04	12.52380943	
4.44633E-04	12.27747917	
4.44777E-04	12.05353451	
4.44849E-04	11.95310211	
4.44922E-04	11.86459064	
4.44994E-04	11.79382038	
4.45066E-04	11.75077534	
4.45102E-04	11.74403572	
4.45138E-04	11.75030613	
4.45174E-04	11.77256584	
4.45210E-04	11.81433678	
4.45246E-04	11.8797369	
4.45282E-04	11.97348785	
4.45318E-04	12.10098171	
4.45354E-04	12.2682085	
4.45390E-04	12.48132229	
4.45426E-04	12.74826527	
4.45462E-04	13.07690716	
4.45498E-04	13.47295475	
4.45534E-04	13.946311	
4.45570E-04	14.50274181	
4.45606E-04	15.15141582	
4.45642E-04	15.8975296	
4.45678E-04	16.74429321	
4.45714E-04	17.69622993	
4.45750E-04	18.7566185	
4.45822E-04	21.18949699	
4.45930E-04	25.50045776	
4.46074E-04	31.85544777	
4.46164E-04	35.56963348	
4.46236E-04	38.05426407	
4.46317E-04	40.04654694	
4.46365E-04	40.73739624	
4.46419E-04	41.05282593	
4.46484E-04	40.74800491	
4.46565E-04	39.36972427	
4.46623E-04	37.79181671	
4.46716E-04	34.48997498	
4.46832E-04	29.62389755	
4.46901E-04	26.64411736	
4.46948E-04	24.72761726	
4.46994E-04	22.9119873	
4.47040E-04	21.22874641	
4.47087E-04	19.68593979	
4.47133E-04	18.3007679	
4.47180E-04	17.07196617	
4.47226E-04	16.00005913	
4.47272E-04	15.0753212	
4.47319E-04	14.28551388	
4.47365E-04	13.6196661	
4.47411E-04	13.06290531	
4.47458E-04	12.59906292	
4.47504E-04	12.21553326	
4.47550E-04	11.89776134	
4.47597E-04	11.63559532	
4.47643E-04	11.41825581	
4.47690E-04	11.23724747	
4.47736E-04	11.08469391	
4.47782E-04	10.95506001	
4.47829E-04	10.84309292	
4.47921E-04	10.65818024	
4.48014E-04	10.50833035	
4.48107E-04	10.38064384	
4.48200E-04	10.26753616	
4.48292E-04	10.16437054	
4.48478E-04	9.979067802	
4.48663E-04	9.812767982	
4.48849E-04	9.659825325	
4.49034E-04	9.516838074	
4.49405E-04	9.252030373	
4.49776E-04	9.007514	
4.50147E-04	8.777300835	
4.50889E-04	8.342385292	
4.51631E-04	7.925887108	
4.52002E-04	7.721016884	
4.52373E-04	7.517073154	
4.52744E-04	7.312879086	
4.53115E-04	7.10777235	
4.53486E-04	6.901464939	
4.53857E-04	6.694002151	
4.54228E-04	6.486430168	
4.54599E-04	6.281630039	
4.54784E-04	6.181946278	
4.54970E-04	6.085643291	
4.55155E-04	5.994759083	
4.55341E-04	5.912083149	
4.55526E-04	5.841812134	
4.55712E-04	5.790407658	
4.55897E-04	5.768052101	
4.56083E-04	5.791487217	
4.56175E-04	5.828732491	
4.56268E-04	5.889878273	
4.56361E-04	5.982936382	
4.56454E-04	6.119540691	
4.56546E-04	6.317464352	
4.56639E-04	6.605750084	
4.56732E-04	7.031467915	
4.56778E-04	7.31859827	
4.56824E-04	7.674586773	
4.56871E-04	8.11511898	
4.56917E-04	8.668082237	
4.56963E-04	9.360024452	
4.57010E-04	10.2323103	
4.57056E-04	11.33414745	
4.57103E-04	12.72198486	
