TOF,usX	Sigma,barn
189.56	6.36102
189.6	6.35415
189.64	6.34475
189.68	6.33309
189.72	6.31944
189.76	6.30413
189.8	6.28752
189.84	6.26995
189.88	6.25174
189.92	6.23314
189.96	6.21438
190	6.1957
190.04	6.17733
190.08	6.15949
190.12	6.14243
190.16	6.12636
190.2	6.11152
190.24	6.09799
190.28	6.08586
190.32	6.07522
190.36	6.06614
190.4	6.05869
190.44	6.05292
190.48	6.04888
190.52	6.04663
190.56	6.04621
190.6	6.04763
190.64	6.05088
190.68	6.05598
190.72	6.06294
190.76	6.07173
190.8	6.08233
190.84	6.09471
190.88	6.10883
190.92	6.12464
190.96	6.1421
191	6.16113
191.04	6.18169
191.08	6.20373
191.12	6.2272
191.16	6.25208
191.2	6.27832
191.24	6.30591
191.28	6.33479
191.32	6.36498
191.36	6.39648
191.4	6.42931
191.44	6.46353
191.48	6.49923
191.52	6.53661
191.56	6.57578
191.6	6.61693
191.64	6.66021
191.68	6.70583
191.72	6.75407
191.76	6.80511
191.8	6.85926
191.84	6.91675
191.88	6.97789
191.92	7.04298
191.96	7.11246
192	7.18669
192.04	7.26607
192.08	7.35097
192.12	7.44158
192.16	7.53829
192.2	7.6414
192.24	7.75141
192.28	7.86861
192.32	7.99337
192.36	8.12584
192.4	8.26641
192.44	8.41572
192.48	8.57422
192.52	8.74224
192.56	8.91964
192.6	9.10678
192.64	9.3046
192.68	9.51421
192.72	9.73632
192.76	9.9714
192.8	10.2204
192.84	10.484
192.88	10.7634
192.92	11.061
192.96	11.3798
193	11.7218
193.04	12.0893
193.08	12.4852
193.12	12.9123
193.16	13.3757
193.2	13.8799
193.24	14.4308
193.28	15.0335
193.32	15.6936
193.36	16.4168
193.4	17.213
193.44	18.0909
193.48	19.0578
193.52	20.1238
193.56	21.2978
193.6	22.5895
193.64	24.0076
193.68	25.565
193.72	27.2724
193.76	29.1323
193.8	31.1711
193.84	33.395
193.88	35.7991
193.92	38.3972
193.96	41.1837
194	44.1715
194.04	47.3939
194.08	50.8396
194.12	54.4729
194.16	58.305
194.2	62.3415
194.24	66.5738
194.28	70.9782
194.32	75.5388
194.36	80.2386
194.4	85.0559
194.44	89.957
194.48	94.9025
194.52	99.86
194.56	104.79
194.6	109.66
194.64	114.431
194.68	119.063
194.72	123.51
194.76	127.721
194.8	131.651
194.84	135.256
194.88	138.499
194.92	141.343
194.96	143.758
195	145.716
195.04	147.19
195.08	148.165
195.12	148.632
195.16	148.583
195.2	148.02
195.24	146.952
195.28	145.39
195.32	143.356
195.36	140.879
195.4	137.989
195.44	134.713
195.48	131.085
195.52	127.143
195.56	122.939
195.6	118.514
195.64	113.918
195.68	109.189
195.72	104.366
195.76	99.4894
195.8	94.59
195.84	89.7055
195.88	84.866
195.92	80.1094
195.96	75.4648
196	70.9552
196.04	66.5908
196.08	62.3834
196.12	58.3526
196.16	54.5122
196.2	50.876
196.24	47.4404
196.28	44.2065
196.32	41.1702
196.36	38.3324
196.4	35.6907
196.44	33.2441
196.48	30.989
196.52	28.9059
196.56	26.9816
196.6	25.2186
196.64	23.6104
196.68	22.1431
196.72	20.8072
196.76	19.587
196.8	18.4762
196.84	17.4765
196.88	16.5683
196.92	15.7423
196.96	14.9936
197	14.3155
197.04	13.699
197.08	13.1372
197.12	12.6253
197.16	12.1579
197.2	11.7307
197.24	11.3385
197.28	10.9769
197.32	10.6417
197.36	10.3302
197.4	10.0404
197.44	9.7707
197.48	9.51933
197.52	9.28397
197.56	9.06281
197.6	8.85441
197.64	8.65787
197.68	8.47211
197.72	8.29651
197.76	8.13089
197.8	7.97479
197.84	7.82775
197.88	7.68857
197.92	7.55673
197.96	7.43218
198	7.31498
198.04	7.20461
198.08	7.10061
198.12	7.00272
198.16	6.91061
198.2	6.82405
198.24	6.74271
198.28	6.66635
198.32	6.59465
198.36	6.52738
198.4	6.4643
198.44	6.40518
198.48	6.3499
198.52	6.29815
198.56	6.24972
198.6	6.20431
198.64	6.16172
198.68	6.12173
198.72	6.08412
198.76	6.04873
198.8	6.01535
198.84	5.98386
198.88	5.95408
198.92	5.92589
198.96	5.89914
199	5.87372
199.04	5.8495
199.08	5.82637
199.12	5.80423
199.16	5.78296
199.2	5.76246
199.24	5.74263
199.28	5.72345
199.32	5.70484
199.36	5.6868
199.4	5.66925
199.44	5.65217
199.48	5.63553
199.52	5.6193
199.56	5.60345
199.6	5.58797
199.64	5.57282
199.68	5.55797
199.72	5.54341
199.76	5.52913
199.8	5.51512
199.84	5.50138
199.88	5.48791
199.92	5.47469
199.96	5.46172
200	5.449
200.04	5.43653
200.08	5.42429
200.12	5.41228
200.16	5.4005
200.2	5.38896
200.24	5.37764
200.28	5.36654
200.32	5.35566
200.36	5.34501
200.4	5.33458
200.44	5.32437
200.48	5.31438
200.52	5.3046
200.56	5.29505
200.6	5.28571
200.64	5.27659
200.68	5.26769
200.72	5.25901
200.76	5.25056
200.8	5.24231
200.84	5.23429
200.88	5.22648
200.92	5.21889
200.96	5.2115
201	5.20433
201.04	5.19736
201.08	5.19058
201.12	5.18401
201.16	5.17763
201.2	5.17144
201.24	5.16543
201.28	5.15959
201.32	5.15392
201.36	5.14841
201.4	5.14304
201.44	5.13783
201.48	5.13274
201.52	5.12778
201.56	5.12294
201.6	5.11821
201.64	5.11359
201.68	5.10907
201.72	5.10464
201.76	5.10031
201.8	5.09606
201.84	5.0919
201.88	5.08782
201.92	5.0838
201.96	5.07986
202	5.07597
202.04	5.07215
202.08	5.06839
202.12	5.06468
202.16	5.06104
202.2	5.05744
202.24	5.05391
202.28	5.05042
202.32	5.04699
202.36	5.04361
202.4	5.04028
202.44	5.03701
202.48	5.03379
202.52	5.03063
202.56	5.02752
202.6	5.02446
202.64	5.02146
202.68	5.01852
202.72	5.01563
202.76	5.0128
202.8	5.01003
202.84	5.00731
202.88	5.00465
202.92	5.00204
202.96	4.99949
203	4.997
203.04	4.99457
203.08	4.9922
203.12	4.98988
203.16	4.98762
203.2	4.98542
203.24	4.98328
203.28	4.9812
203.32	4.97916
203.36	4.97718
203.4	4.97525
203.44	4.97337
203.48	4.97153
203.52	4.96973
203.56	4.96798
203.6	4.96627
203.64	4.96459
203.68	4.96295
203.72	4.96134
203.76	4.95976
203.8	4.95821
203.84	4.95669
203.88	4.95519
203.92	4.95372
203.96	4.95227
204	4.95083
204.04	4.94941
204.08	4.94801
204.12	4.94663
204.16	4.94526
204.2	4.94392
204.24	4.94259
204.28	4.94127
204.32	4.93998
204.36	4.9387
204.4	4.93745
204.44	4.9362
204.48	4.93498
204.52	4.93378
204.56	4.93259
204.6	4.93142
204.64	4.93027
204.68	4.92913
204.72	4.92802
204.76	4.92692
204.8	4.92584
204.84	4.92477
204.88	4.92373
204.92	4.92271
204.96	4.92171
205	4.92073
205.04	4.91977
205.08	4.91884
205.12	4.91793
205.16	4.91705
205.2	4.91619
205.24	4.91537
205.28	4.91456
205.32	4.91379
205.36	4.91305
205.4	4.91233
205.44	4.91164
205.48	4.91097
205.52	4.91032
205.56	4.9097
205.6	4.90909
205.64	4.90851
205.68	4.90794
205.72	4.90739
205.76	4.90686
205.8	4.90634
205.84	4.90584
205.88	4.90534
205.92	4.90486
205.96	4.90439
206	4.90393
206.04	4.90347
206.08	4.90303
206.12	4.90258
206.16	4.90214
206.2	4.90171
206.24	4.90128
206.28	4.90086
206.32	4.90044
206.36	4.90002
206.4	4.89961
206.44	4.89921
206.48	4.8988
206.52	4.8984
206.56	4.89801
206.6	4.89761
206.64	4.89722
206.68	4.89683
206.72	4.89645
206.76	4.89607
206.8	4.89569
206.84	4.89531
206.88	4.89493
206.92	4.89456
206.96	4.89419
207	4.89382
207.04	4.89345
207.08	4.89309
207.12	4.89273
207.16	4.89237
207.2	4.89201
207.24	4.89165
207.28	4.8913
207.32	4.89095
207.36	4.8906
207.4	4.89025
207.44	4.88991
207.48	4.88956
207.52	4.88922
207.56	4.88888
207.6	4.88855
207.64	4.88821
207.68	4.88788
207.72	4.88755
207.76	4.88722
207.8	4.88689
207.84	4.88657
207.88	4.88625
207.92	4.88593
207.96	4.88561
208	4.88529
208.04	4.88498
208.08	4.88466
208.12	4.88435
208.16	4.88405
208.2	4.88374
208.24	4.88343
208.28	4.88313
208.32	4.88283
208.36	4.88253
208.4	4.88224
208.44	4.88194
208.48	4.88165
208.52	4.88136
208.56	4.88107
208.6	4.88078
208.64	4.8805
208.68	4.88022
208.72	4.87994
208.76	4.87966
208.8	4.87938
208.84	4.8791
208.88	4.87883
208.92	4.87856
208.96	4.87829
209	4.87802
209.04	4.87776
209.08	4.87749
209.12	4.87723
209.16	4.87697
209.2	4.87672
209.24	4.87646
209.28	4.87621
209.32	4.87596
209.36	4.87571
209.4	4.87546
209.44	4.87521
209.48	4.87497
209.52	4.87472
209.56	4.87448
209.6	4.87425
209.64	4.87401
209.68	4.87377
209.72	4.87354
209.76	4.87331
209.8	4.87308
209.84	4.87285
209.88	4.87262
209.92	4.8724
209.96	4.87218
210	4.87195
210.04	4.87173
210.08	4.87152
210.12	4.8713
210.16	4.87109
210.2	4.87087
210.24	4.87066
210.28	4.87045
210.32	4.87024
210.36	4.87003
210.4	4.86983
210.44	4.86962
210.48	4.86942
210.52	4.86922
210.56	4.86902
210.6	4.86882
210.64	4.86862
210.68	4.86843
210.72	4.86824
210.76	4.86804
210.8	4.86785
210.84	4.86766
210.88	4.86747
210.92	4.86728
210.96	4.8671
211	4.86691
211.04	4.86673
211.08	4.86655
211.12	4.86637
211.16	4.86619
211.2	4.86601
211.24	4.86584
211.28	4.86566
211.32	4.86549
211.36	4.86531
211.4	4.86514
211.44	4.86497
211.48	4.86481
211.52	4.86464
211.56	4.86447
211.6	4.86431
211.64	4.86415
211.68	4.86399
211.72	4.86382
211.76	4.86367
211.8	4.86351
211.84	4.86335
211.88	4.8632
211.92	4.86304
211.96	4.86289
212	4.86274
212.04	4.86259
212.08	4.86244
212.12	4.8623
212.16	4.86215
212.2	4.86201
212.24	4.86186
212.28	4.86172
212.32	4.86158
212.36	4.86144
212.4	4.8613
212.44	4.86117
212.48	4.86103
212.52	4.8609
212.56	4.86076
212.6	4.86063
212.64	4.8605
212.68	4.86037
212.72	4.86024
212.76	4.86012
212.8	4.85999
212.84	4.85987
212.88	4.85975
212.92	4.85962
212.96	4.8595
213	4.85938
213.04	4.85927
213.08	4.85915
213.12	4.85903
213.16	4.85892
213.2	4.85881
213.24	4.85869
213.28	4.85858
213.32	4.85847
213.36	4.85837
213.4	4.85826
213.44	4.85815
213.48	4.85805
213.52	4.85794
213.56	4.85784
213.6	4.85774
213.64	4.85764
213.68	4.85754
213.72	4.85744
213.76	4.85735
213.8	4.85725
213.84	4.85716
213.88	4.85706
213.92	4.85697
213.96	4.85688
214	4.85679
214.04	4.8567
214.08	4.85661
214.12	4.85653
214.16	4.85644
214.2	4.85636
214.24	4.85628
214.28	4.85619
214.32	4.85611
214.36	4.85603
214.4	4.85595
214.44	4.85588
214.48	4.8558
214.52	4.85572
214.56	4.85565
214.6	4.85558
214.64	4.8555
214.68	4.85543
214.72	4.85536
214.76	4.85529
214.8	4.85522
214.84	4.85516
214.88	4.85509
214.92	4.85503
214.96	4.85497
215	4.85491
215.04	4.85485
215.08	4.85479
215.12	4.85473
215.16	4.85468
215.2	4.85463
215.24	4.85458
215.28	4.85453
215.32	4.85448
215.36	4.85444
215.4	4.85439
215.44	4.85435
215.48	4.85432
215.52	4.85428
215.56	4.85425
215.6	4.85422
215.64	4.85419
215.68	4.85417
215.72	4.85415
215.76	4.85413
215.8	4.85412
215.84	4.85411
215.88	4.85411
215.92	4.85411
215.96	4.85411
216	4.85412
216.04	4.85413
216.08	4.85415
216.12	4.85417
216.16	4.85419
216.2	4.85422
216.24	4.85425
216.28	4.85429
216.32	4.85432
216.36	4.85436
216.4	4.85441
216.44	4.85445
216.48	4.8545
216.52	4.85455
216.56	4.8546
216.6	4.85466
216.64	4.85471
216.68	4.85477
216.72	4.85483
216.76	4.85489
216.8	4.85495
216.84	4.85502
216.88	4.85508
216.92	4.85514
216.96	4.85521
217	4.85528
217.04	4.85534
217.08	4.85541
217.12	4.85547
217.16	4.85554
217.2	4.85561
217.24	4.85567
217.28	4.85574
217.32	4.85581
217.36	4.85588
217.4	4.85594
217.44	4.85601
217.48	4.85608
217.52	4.85615
217.56	4.85622
217.6	4.85628
217.64	4.85635
217.68	4.85642
217.72	4.85649
217.76	4.85656
217.8	4.85663
217.84	4.8567
217.88	4.85677
217.92	4.85684
217.96	4.8569
218	4.85697
218.04	4.85704
218.08	4.85711
218.12	4.85718
218.16	4.85725
218.2	4.85732
218.24	4.85739
218.28	4.85746
218.32	4.85753
218.36	4.85759
218.4	4.85766
218.44	4.85773
218.48	4.8578
218.52	4.85787
218.56	4.85794
218.6	4.85801
218.64	4.85807
218.68	4.85814
218.72	4.85821
218.76	4.85828
218.8	4.85834
218.84	4.85841
218.88	4.85848
218.92	4.85854
218.96	4.85861
219	4.85868
219.04	4.85874
219.08	4.85881
219.12	4.85887
219.16	4.85894
219.2	4.859
219.24	4.85907
219.28	4.85913
219.32	4.85919
219.36	4.85926
219.4	4.85932
219.44	4.85938
219.48	4.85945
219.52	4.85951
219.56	4.85957
219.6	4.85963
219.64	4.85969
219.68	4.85975
219.72	4.85981
219.76	4.85987
219.8	4.85993
219.84	4.85999
219.88	4.86004
219.92	4.8601
219.96	4.86016
220	4.86021
220.04	4.86027
220.08	4.86033
220.12	4.86038
220.16	4.86043
220.2	4.86049
220.24	4.86054
220.28	4.86059
220.32	4.86064
220.36	4.8607
220.4	4.86075
220.44	4.8608
220.48	4.86085
220.52	4.8609
220.56	4.86094
220.6	4.86099
220.64	4.86104
220.68	4.86109
220.72	4.86114
220.76	4.86118
220.8	4.86123
220.84	4.86128
220.88	4.86132
220.92	4.86137
220.96	4.86142
221	4.86146
221.04	4.86151
221.08	4.86156
221.12	4.8616
221.16	4.86165
221.2	4.86169
221.24	4.86174
221.28	4.86178
221.32	4.86183
221.36	4.86187
221.4	4.86192
221.44	4.86197
221.48	4.86201
221.52	4.86206
221.56	4.8621
221.6	4.86215
221.64	4.8622
221.68	4.86224
221.72	4.86229
221.76	4.86234
221.8	4.86239
221.84	4.86243
221.88	4.86248
221.92	4.86253
221.96	4.86258
222	4.86263
222.04	4.86268
222.08	4.86273
222.12	4.86278
222.16	4.86283
222.2	4.86288
222.24	4.86294
222.28	4.86299
222.32	4.86304
222.36	4.8631
222.4	4.86315
222.44	4.86321
222.48	4.86326
222.52	4.86332
222.56	4.86338
222.6	4.86343
222.64	4.86349
222.68	4.86355
222.72	4.86361
222.76	4.86367
222.8	4.86374
222.84	4.8638
222.88	4.86386
222.92	4.86393
222.96	4.86399
223	4.86406
223.04	4.86413
223.08	4.86419
223.12	4.86426
223.16	4.86433
223.2	4.86441
223.24	4.86448
223.28	4.86455
223.32	4.86463
223.36	4.8647
223.4	4.86478
223.44	4.86486
223.48	4.86494
223.52	4.86502
223.56	4.8651
223.6	4.86519
223.64	4.86527
223.68	4.86536
223.72	4.86544
223.76	4.86553
223.8	4.86562
223.84	4.86572
223.88	4.86581
223.92	4.8659
223.96	4.866
224	4.8661
224.04	4.8662
224.08	4.8663
224.12	4.8664
224.16	4.8665
224.2	4.86661
224.24	4.86671
224.28	4.86682
224.32	4.86693
224.36	4.86705
224.4	4.86716
224.44	4.86728
224.48	4.86739
224.52	4.86751
224.56	4.86763
224.6	4.86776
224.64	4.86788
224.68	4.86801
224.72	4.86814
224.76	4.86827
224.8	4.8684
224.84	4.86853
224.88	4.86867
224.92	4.8688
224.96	4.86894
225	4.86908
225.04	4.86923
225.08	4.86937
225.12	4.86951
225.16	4.86966
225.2	4.8698
225.24	4.86995
225.28	4.8701
225.32	4.87025
225.36	4.8704
225.4	4.87055
225.44	4.87071
225.48	4.87086
225.52	4.87101
225.56	4.87117
225.6	4.87132
225.64	4.87148
225.68	4.87164
225.72	4.87179
225.76	4.87195
225.8	4.87211
225.84	4.87227
225.88	4.87242
225.92	4.87258
225.96	4.87274
226	4.8729
226.04	4.87306
226.08	4.87322
226.12	4.87338
226.16	4.87354
226.2	4.8737
226.24	4.87387
226.28	4.87403
226.32	4.8742
226.36	4.87437
226.4	4.87454
226.44	4.87471
226.48	4.87488
226.52	4.87506
226.56	4.87524
226.6	4.87542
226.64	4.87561
226.68	4.87579
226.72	4.87598
226.76	4.87618
226.8	4.87638
226.84	4.87658
226.88	4.87678
226.92	4.87699
226.96	4.87721
227	4.87742
227.04	4.87764
227.08	4.87787
227.12	4.8781
227.16	4.87834
227.2	4.87858
227.24	4.87883
227.28	4.87908
227.32	4.87933
227.36	4.87959
227.4	4.87986
227.44	4.88013
227.48	4.8804
227.52	4.88068
227.56	4.88096
227.6	4.88125
227.64	4.88154
227.68	4.88184
227.72	4.88213
227.76	4.88243
227.8	4.88274
227.84	4.88305
227.88	4.88336
227.92	4.88367
227.96	4.88399
228	4.88431
228.04	4.88463
228.08	4.88496
228.12	4.88529
228.16	4.88562
228.2	4.88595
228.24	4.88628
228.28	4.88662
228.32	4.88696
228.36	4.8873
228.4	4.88764
228.44	4.88799
228.48	4.88833
228.52	4.88868
228.56	4.88903
228.6	4.88937
228.64	4.88972
228.68	4.89007
228.72	4.89043
228.76	4.89078
228.8	4.89113
228.84	4.89149
228.88	4.89184
228.92	4.8922
228.96	4.89256
229	4.89293
229.04	4.8933
229.08	4.89367
229.12	4.89405
229.16	4.89443
229.2	4.89482
229.24	4.89522
229.28	4.89562
229.32	4.89603
229.36	4.89644
229.4	4.89686
229.44	4.89729
229.48	4.89773
229.52	4.89818
229.56	4.89864
229.6	4.89911
229.64	4.8996
229.68	4.9001
229.72	4.90061
229.76	4.90114
229.8	4.90169
229.84	4.90225
229.88	4.90283
229.92	4.90343
229.96	4.90405
230	4.90468
230.04	4.90534
230.08	4.90601
230.12	4.90671
230.16	4.90742
230.2	4.90816
230.24	4.90892
230.28	4.90969
230.32	4.91049
230.36	4.9113
230.4	4.91213
230.44	4.91299
230.48	4.91386
230.52	4.91475
230.56	4.91565
230.6	4.91658
230.64	4.91752
230.68	4.91847
230.72	4.91945
230.76	4.92043
230.8	4.92143
230.84	4.92244
230.88	4.92347
230.92	4.92451
230.96	4.92556
231	4.92662
231.04	4.92769
231.08	4.92878
231.12	4.92987
231.16	4.93098
231.2	4.9321
231.24	4.93323
231.28	4.93436
231.32	4.93551
231.36	4.93667
231.4	4.93783
231.44	4.93901
231.48	4.94019
231.52	4.94138
231.56	4.94258
231.6	4.94379
231.64	4.94501
231.68	4.94623
231.72	4.94747
231.76	4.94871
231.8	4.94996
231.84	4.95122
231.88	4.95249
231.92	4.95377
231.96	4.95506
232	4.95636
232.04	4.95766
232.08	4.95898
232.12	4.96031
232.16	4.96165
232.2	4.96299
232.24	4.96435
232.28	4.96572
232.32	4.96709
232.36	4.96848
232.4	4.96988
232.44	4.97129
232.48	4.9727
232.52	4.97413
232.56	4.97557
232.6	4.97702
232.64	4.97848
232.68	4.97995
232.72	4.98143
232.76	4.98292
232.8	4.98443
232.84	4.98595
232.88	4.98749
232.92	4.98904
232.96	4.9906
233	4.99219
233.04	4.99379
233.08	4.99541
233.12	4.99705
233.16	4.99872
233.2	5.00041
233.24	5.00214
233.28	5.00389
233.32	5.00568
233.36	5.0075
233.4	5.00937
233.44	5.01127
233.48	5.01322
233.52	5.01522
233.56	5.01728
233.6	5.01941
233.64	5.0216
233.68	5.02387
233.72	5.02623
233.76	5.02868
233.8	5.03122
233.84	5.03386
233.88	5.03662
233.92	5.03949
233.96	5.04248
234	5.04561
234.04	5.04889
234.08	5.05232
234.12	5.0559
234.16	5.05966
234.2	5.06359
234.24	5.06771
234.28	5.07202
234.32	5.07653
234.36	5.08125
234.4	5.08619
234.44	5.09135
234.48	5.09674
234.52	5.10236
234.56	5.10822
234.6	5.11433
234.64	5.12068
234.68	5.12728
234.72	5.13413
234.76	5.14125
234.8	5.14864
234.84	5.15629
234.88	5.16423
234.92	5.17244
234.96	5.18094
235	5.18973
235.04	5.19881
235.08	5.2082
235.12	5.21789
235.16	5.2279
235.2	5.23823
235.24	5.24892
235.28	5.25997
235.32	5.27141
235.36	5.28325
235.4	5.29551
235.44	5.30823
235.48	5.32142
235.52	5.33512
235.56	5.34934
235.6	5.36414
235.64	5.37953
235.68	5.39556
235.72	5.4123
235.76	5.42979
235.8	5.44814
235.84	5.46738
235.88	5.48762
235.92	5.5089
235.96	5.53133
236	5.55498
236.04	5.57997
236.08	5.6064
236.12	5.63438
236.16	5.66404
236.2	5.69548
236.24	5.72884
236.28	5.76425
236.32	5.80186
236.36	5.84181
236.4	5.88427
236.44	5.9294
236.48	5.97731
236.52	6.02816
236.56	6.08207
236.6	6.13926
236.64	6.1999
236.68	6.26423
236.72	6.33243
236.76	6.40458
236.8	6.48083
236.84	6.56116
236.88	6.64567
236.92	6.73455
236.96	6.82817
237	6.92674
237.04	7.03047
237.08	7.13932
237.12	7.25315
237.16	7.37207
237.2	7.49609
237.24	7.62539
237.28	7.75995
237.32	7.89993
237.36	8.0452
237.4	8.19568
237.44	8.35134
237.48	8.51191
237.52	8.67741
237.56	8.84758
237.6	9.02243
237.64	9.20171
237.68	9.38535
237.72	9.57324
237.76	9.76472
237.8	9.95939
237.84	10.1565
237.88	10.3557
237.92	10.5562
237.96	10.7577
238	10.9594
238.04	11.1608
238.08	11.3614
238.12	11.5605
238.16	11.7577
238.2	11.9524
238.24	12.1439
238.28	12.3315
238.32	12.5144
238.36	12.6917
238.4	12.8627
238.44	13.0265
238.48	13.1823
238.52	13.3295
238.56	13.467
238.6	13.5946
238.64	13.7114
238.68	13.8172
238.72	13.9113
238.76	13.9932
238.8	14.0624
238.84	14.1185
238.88	14.1613
238.92	14.1906
238.96	14.2063
239	14.2082
239.04	14.1962
239.08	14.1706
239.12	14.1315
239.16	14.0792
239.2	14.0138
239.24	13.9356
239.28	13.8453
239.32	13.7431
239.36	13.6297
239.4	13.5055
239.44	13.3711
239.48	13.2273
239.52	13.0747
239.56	12.9142
239.6	12.7465
239.64	12.5725
239.68	12.393
239.72	12.2087
239.76	12.0205
239.8	11.8288
239.84	11.6343
239.88	11.4375
239.92	11.2391
239.96	11.0395
240	10.8395
240.04	10.6396
240.08	10.4403
240.12	10.2424
240.16	10.0463
240.2	9.85263
240.24	9.66197
240.28	9.47501
240.32	9.29202
240.36	9.11325
240.4	8.93873
240.44	8.76849
240.48	8.60275
240.52	8.44147
240.56	8.2849
240.6	8.13309
240.64	7.98634
240.68	7.84473
240.72	7.70829
240.76	7.57715
240.8	7.45126
240.84	7.33071
240.88	7.2152
240.92	7.10451
240.96	6.99836
241	6.89676
241.04	6.79965
241.08	6.70721
241.12	6.61994
241.16	6.53712
241.2	6.4581
241.24	6.38286
241.28	6.31159
241.32	6.24438
241.36	6.18104
241.4	6.12102
241.44	6.06408
241.48	6.01034
241.52	5.95982
241.56	5.91237
241.6	5.86762
241.64	5.82532
241.68	5.78537
241.72	5.74769
241.76	5.71224
241.8	5.67885
241.84	5.64742
241.88	5.61777
241.92	5.5898
241.96	5.56335
242	5.53832
242.04	5.51466
242.08	5.49235
242.12	5.4713
242.16	5.45134
242.2	5.43232
242.24	5.41419
242.28	5.39693
242.32	5.38048
242.36	5.3648
242.4	5.34982
242.44	5.33546
242.48	5.32169
242.52	5.30848
242.56	5.29579
242.6	5.2836
242.64	5.27188
242.68	5.26059
242.72	5.2497
242.76	5.23917
242.8	5.22897
242.84	5.21911
242.88	5.20956
242.92	5.20031
242.96	5.19135
243	5.18267
243.04	5.17426
243.08	5.16611
243.12	5.15822
243.16	5.15056
243.2	5.14315
243.24	5.13596
243.28	5.129
243.32	5.12227
243.36	5.11577
243.4	5.10949
243.44	5.10343
243.48	5.09758
243.52	5.09195
243.56	5.08652
243.6	5.08129
243.64	5.07625
243.68	5.07141
243.72	5.06675
243.76	5.06228
243.8	5.05798
243.84	5.05385
243.88	5.04989
243.92	5.0461
243.96	5.04247
244	5.03899
244.04	5.03566
244.08	5.03248
244.12	5.02944
244.16	5.02653
244.2	5.02375
244.24	5.02109
244.28	5.01855
244.32	5.01612
244.36	5.01379
244.4	5.01155
244.44	5.00941
244.48	5.00735
244.52	5.00537
244.56	5.00347
244.6	5.00163
244.64	4.99986
244.68	4.99815
244.72	4.9965
244.76	4.9949
244.8	4.99334
244.84	4.99184
244.88	4.99037
244.92	4.98894
244.96	4.98754
245	4.98618
245.04	4.98485
245.08	4.98354
245.12	4.98226
245.16	4.981
245.2	4.97976
245.24	4.97854
245.28	4.97734
245.32	4.97616
245.36	4.975
245.4	4.97385
245.44	4.97272
245.48	4.9716
245.52	4.97049
245.56	4.9694
245.6	4.96831
245.64	4.96724
245.68	4.96618
245.72	4.96513
245.76	4.96409
245.8	4.96306
245.84	4.96204
245.88	4.96103
245.92	4.96002
245.96	4.95903
246	4.95805
246.04	4.95708
246.08	4.95611
246.12	4.95515
246.16	4.9542
246.2	4.95326
246.24	4.95233
246.28	4.95141
246.32	4.95049
246.36	4.94958
246.4	4.94868
246.44	4.94779
246.48	4.9469
246.52	4.94602
246.56	4.94515
246.6	4.94429
246.64	4.94343
246.68	4.94259
246.72	4.94175
246.76	4.94091
246.8	4.94009
246.84	4.93927
246.88	4.93845
246.92	4.93765
246.96	4.93685
247	4.93606
247.04	4.93528
247.08	4.9345
247.12	4.93373
247.16	4.93297
247.2	4.93221
247.24	4.93146
247.28	4.93072
247.32	4.92999
247.36	4.92926
247.4	4.92854
247.44	4.92783
247.48	4.92712
247.52	4.92643
247.56	4.92574
247.6	4.92505
247.64	4.92438
247.68	4.92371
247.72	4.92304
247.76	4.92239
247.8	4.92174
247.84	4.9211
247.88	4.92046
247.92	4.91984
247.96	4.91922
248	4.91861
248.04	4.918
248.08	4.91741
248.12	4.91682
248.16	4.91624
248.2	4.91567
248.24	4.91511
248.28	4.91456
248.32	4.91402
248.36	4.91349
248.4	4.91297
248.44	4.91246
248.48	4.91196
248.52	4.91146
248.56	4.91098
248.6	4.91051
248.64	4.91005
248.68	4.9096
248.72	4.90916
248.76	4.90873
248.8	4.90832
248.84	4.90791
248.88	4.90751
248.92	4.90713
248.96	4.90675
249	4.90639
249.04	4.90604
249.08	4.9057
249.12	4.90537
249.16	4.90505
249.2	4.90474
249.24	4.90444
249.28	4.90415
249.32	4.90387
249.36	4.9036
249.4	4.90334
249.44	4.90308
249.48	4.90284
249.52	4.9026
249.56	4.90237
249.6	4.90215
249.64	4.90193
249.68	4.90172
249.72	4.90152
249.76	4.90132
249.8	4.90112
249.84	4.90093
249.88	4.90075
249.92	4.90056
249.96	4.90038
250	4.90021
250.04	4.90004
250.08	4.89987
250.12	4.8997
250.16	4.89954
250.2	4.89938
250.24	4.89922
250.28	4.89906
250.32	4.89891
250.36	4.89876
250.4	4.89861
250.44	4.89846
250.48	4.89831
250.52	4.89817
250.56	4.89803
250.6	4.89788
250.64	4.89774
250.68	4.89761
250.72	4.89747
250.76	4.89733
250.8	4.89719
250.84	4.89706
250.88	4.89692
250.92	4.89679
250.96	4.89665
251	4.89652
251.04	4.89639
251.08	4.89626
251.12	4.89613
251.16	4.896
251.2	4.89587
251.24	4.89574
251.28	4.89561
251.32	4.89548
251.36	4.89536
251.4	4.89523
251.44	4.89511
251.48	4.89498
251.52	4.89486
251.56	4.89474
251.6	4.89462
251.64	4.8945
251.68	4.89438
251.72	4.89427
251.76	4.89415
251.8	4.89404
251.84	4.89393
251.88	4.89381
251.92	4.8937
251.96	4.8936
252	4.89349
252.04	4.89338
252.08	4.89328
252.12	4.89318
252.16	4.89308
252.2	4.89298
252.24	4.89288
252.28	4.89279
252.32	4.89269
252.36	4.8926
252.4	4.89252
252.44	4.89243
252.48	4.89235
