E(MeV)	"HF-178(N,TOT)"
1.16604E-03	720.475
1.16606E-03	740.677
1.16618E-03	847.525
1.16618E-03	854.652
1.16637E-03	1033.56
1.16642E-03	1083.3
1.16646E-03	1121.64
1.16651E-03	1166.8
1.16655E-03	1197.72
1.16660E-03	1243.88
1.16663E-03	1264.33
1.16669E-03	1314.02
1.16671E-03	1323.72
1.16676E-03	1356.47
1.16677E-03	1361.35
1.16682E-03	1390.42
1.16683E-03	1393.02
1.16689E-03	1416.2
1.16689E-03	1418.08
1.16695E-03	1436.56
1.16695E-03	1437.29
1.16700E-03	1445.32
1.16702E-03	1448.82
1.16707E-03	1450.63
1.16709E-03	1451.49
1.16712E-03	1448.96
1.16715E-03	1446.83
1.16718E-03	1439.75
1.16721E-03	1434.9
1.16726E-03	1417.17
1.16727E-03	1416.23
1.16733E-03	1390.53
1.16734E-03	1385.34
1.16741E-03	1346.19
1.16749E-03	1293.52
1.16751E-03	1283.44
1.16759E-03	1219.29
1.16760E-03	1211.85
1.16769E-03	1137.24
1.16777E-03	1071.98
1.16794E-03	923.585
1.16799E-03	877.527
1.16805E-03	827.103
1.16810E-03	783.115
1.16813E-03	765.259
1.16818E-03	723.74
1.16820E-03	706.911
1.16826E-03	667.758
1.16827E-03	661.207
1.16833E-03	615.491
1.16834E-03	610.589
1.16839E-03	576.452
1.16841E-03	563.845
1.16845E-03	539.894
1.16849E-03	520.674
1.16851E-03	505.785
1.16854E-03	493.878
1.16857E-03	474.092
1.16859E-03	468.569
1.16863E-03	444.72
1.16869E-03	420.957
1.16870E-03	417.576
1.16874E-03	398.774
1.16876E-03	392.53
1.16879E-03	378.087
1.16882E-03	369.452
1.16885E-03	358.917
1.16889E-03	343.166
1.16890E-03	340.791
1.16895E-03	324.217
1.16897E-03	319.494
1.16901E-03	308.819
1.16904E-03	298.173
1.16906E-03	294.321
1.16912E-03	278.962
1.16913E-03	277.222
1.16919E-03	261.629
1.16926E-03	247.536
1.16927E-03	245.975
1.16933E-03	234.633
1.16935E-03	231.807
1.16940E-03	222.802
1.16942E-03	218.956
1.16947E-03	211.935
1.16950E-03	207.271
1.16954E-03	201.936
1.16957E-03	196.619
1.16960E-03	192.719
1.16965E-03	186.888
1.16969E-03	182.422
1.16972E-03	177.972
1.16977E-03	173.145
1.16984E-03	165.931
1.16985E-03	164.505
1.16994E-03	156.692
1.16995E-03	155.275
1.17002E-03	149.567
1.17006E-03	146.091
1.17010E-03	142.946
1.17016E-03	138.385
1.17019E-03	136.826
1.17027E-03	131.387
1.17027E-03	131.151
1.17037E-03	125.012
1.17038E-03	124.585
1.17048E-03	118.623
1.17050E-03	117.349
1.17059E-03	113.165
1.17064E-03	110.511
1.17069E-03	108.12
1.17078E-03	104.374
1.17080E-03	103.449
1.17091E-03	99.1488
1.17091E-03	98.8424
1.17101E-03	95.2247
1.17105E-03	93.8366
1.17112E-03	91.5645
1.17119E-03	89.0463
1.17124E-03	87.6736
1.17134E-03	84.479
1.17136E-03	84.064
1.17148E-03	80.7511
1.17150E-03	80.3379
1.17160E-03	77.6972
1.17165E-03	76.568
1.17172E-03	74.8792
1.17184E-03	72.1833
1.17187E-03	71.511
1.17203E-03	68.5424
1.17210E-03	67.0622
1.17216E-03	66.0093
1.17231E-03	63.3837
1.17233E-03	63.1219
1.17246E-03	61.0139
1.17256E-03	59.6119
1.17262E-03	58.7717
1.17277E-03	56.6761
1.17278E-03	56.4669
1.17292E-03	54.7668
1.17301E-03	53.6364
1.17315E-03	52.0978
1.17324E-03	51.0747
1.17330E-03	50.4622
1.17349E-03	48.4762
1.17354E-03	48.019
1.17369E-03	46.6576
1.17382E-03	45.5032
1.17389E-03	44.9517
1.17408E-03	43.362
1.17410E-03	43.24
1.17428E-03	41.9121
1.17438E-03	41.1942
1.17448E-03	40.5404
1.17466E-03	39.3362
1.17477E-03	38.6624
1.17500E-03	37.2957
1.17508E-03	36.8486
1.17527E-03	35.8629
1.17550E-03	34.6632
1.17553E-03	34.5068
1.17580E-03	33.2932
1.17597E-03	32.5146
1.17606E-03	32.1273
1.17633E-03	31.0452
1.17635E-03	30.968
1.17659E-03	30.0537
1.17673E-03	29.5623
1.17686E-03	29.1211
1.17718E-03	28.0517
1.17729E-03	27.675
1.17756E-03	26.8957
1.17786E-03	26.0071
1.17794E-03	25.8079
1.17832E-03	24.8144
1.17843E-03	24.5169
1.17869E-03	23.8881
1.17900E-03	23.171
1.17907E-03	23.0068
1.17945E-03	22.1877
1.17956E-03	21.9425
1.17983E-03	21.4188
1.18025E-03	20.5976
1.18032E-03	20.4487
1.18059E-03	19.9687
1.18093E-03	19.3529
1.18108E-03	19.0797
1.18127E-03	18.761
1.18161E-03	18.1885
1.18183E-03	17.8076
1.18214E-03	17.3007
1.18244E-03	16.8082
1.18274E-03	16.317
1.18305E-03	15.8271
1.18335E-03	15.339
1.18365E-03	14.8527
1.18388E-03	14.4894
1.18395E-03	14.3688
1.18411E-03	14.1108
1.18435E-03	13.6934
1.18454E-03	13.3739
1.18464E-03	13.2149
1.18473E-03	13.0421
1.18492E-03	12.6983
1.18511E-03	12.3565
1.18520E-03	12.1868
1.18530E-03	12.0015
1.18544E-03	11.7254
1.18558E-03	11.4512
1.18572E-03	11.1557
1.18584E-03	10.9163
1.18591E-03	10.7758
1.18598E-03	10.6234
1.18611E-03	10.3215
1.18618E-03	10.1723
1.18625E-03	10.01
1.18635E-03	9.76902
1.18646E-03	9.53071
1.18656E-03	9.27212
1.18666E-03	9.01702
1.18673E-03	8.84963
1.18676E-03	8.75804
1.18687E-03	8.48806
1.18695E-03	8.27449
1.18703E-03	8.04684
1.18712E-03	7.82411
1.18720E-03	7.60728
1.18726E-03	7.44095
1.18732E-03	7.27925
1.18738E-03	7.12292
1.18745E-03	6.97295
1.18751E-03	6.83055
1.18753E-03	6.78592
1.18756E-03	6.72049
1.18761E-03	6.62982
1.18762E-03	6.62071
1.18767E-03	6.56405
1.18771E-03	6.51632
1.18772E-03	6.51317
1.18777E-03	6.49678
1.18777E-03	6.49642
1.18780E-03	6.50876
1.18782E-03	6.51807
1.18783E-03	6.54035
1.18786E-03	6.5777
1.18787E-03	6.59373
1.18790E-03	6.67479
1.18791E-03	6.68492
1.18791E-03	6.70882
1.18794E-03	6.7914
1.18795E-03	6.85145
1.18797E-03	6.94183
1.18798E-03	7.00028
1.18800E-03	7.13607
1.18801E-03	7.18448
1.18804E-03	7.37833
1.18804E-03	7.39312
1.18807E-03	7.64267
1.18807E-03	7.6802
1.18810E-03	7.9379
1.18811E-03	8.07559
1.18812E-03	8.28177
1.18814E-03	8.55332
1.18815E-03	8.67973
1.18818E-03	9.12461
1.18818E-03	9.13752
1.18821E-03	9.6678
1.18822E-03	9.81354
1.18823E-03	10.0604
1.18824E-03	10.3406
1.18825E-03	10.4892
1.18826E-03	10.9264
1.18827E-03	10.9553
1.18828E-03	11.464
1.18829E-03	11.5827
1.18830E-03	12.0157
1.18831E-03	12.3118
1.18833E-03	12.7002
1.18834E-03	13.1177
1.18835E-03	13.5451
1.18836E-03	14.0057
1.18837E-03	14.477
1.18839E-03	14.984
1.18840E-03	15.5023
1.18841E-03	16.0591
1.18842E-03	16.628
1.18843E-03	17.2382
1.18845E-03	17.8612
1.18846E-03	18.5285
1.18847E-03	19.2116
1.18849E-03	20.3991
1.18849E-03	20.6797
1.18851E-03	21.9726
1.18852E-03	22.4988
1.18854E-03	23.5767
1.18855E-03	24.8354
1.18856E-03	25.3036
1.18858E-03	27.1661
1.18858E-03	27.4289
1.18860E-03	29.1761
1.18862E-03	30.3134
1.18863E-03	31.3297
1.18865E-03	33.489
1.18865E-03	34.1194
1.18868E-03	36.9712
1.18868E-03	37.1429
1.18871E-03	40.2336
1.18871E-03	40.8082
1.18873E-03	43.1576
1.18875E-03	45.6243
1.18875E-03	46.2541
1.18877E-03	49.1063
1.18878E-03	50.9435
1.18880E-03	52.8175
1.18882E-03	56.5015
1.18882E-03	57.2789
1.18885E-03	62.0202
1.18885E-03	62.5753
1.18887E-03	66.5228
1.18889E-03	69.1972
1.18891E-03	73.1178
1.18892E-03	76.2963
1.18893E-03	78.8816
1.18896E-03	85.6594
1.18897E-03	86.3761
1.18900E-03	94.3589
1.18901E-03	95.7024
1.18904E-03	103.664
1.18905E-03	106.937
1.18907E-03	113.562
1.18909E-03	119.645
1.18911E-03	124.036
1.18914E-03	133.249
1.18915E-03	136.977
1.18920E-03	152.631
1.18925E-03	169.202
1.18928E-03	181.062
1.18930E-03	188.668
1.18938E-03	216.899
1.18948E-03	255.147
1.18955E-03	282.738
1.18957E-03	291.808
1.18962E-03	309.166
1.18966E-03	321.937
1.18968E-03	329.933
1.18971E-03	339.691
1.18974E-03	348.807
1.18976E-03	354.108
1.18980E-03	365.466
1.18981E-03	367.027
1.18986E-03	378.536
1.18987E-03	381.025
1.18991E-03	388.238
1.18991E-03	388.658
1.18996E-03	395.555
1.19000E-03	399.504
1.19001E-03	400.659
1.19005E-03	402.517
1.19006E-03	402.813
1.19009E-03	403.023
1.19010E-03	403.005
1.19014E-03	401.622
1.19016E-03	400.655
1.19019E-03	397.799
1.19020E-03	396.657
1.19024E-03	392.372
1.19025E-03	389.892
1.19029E-03	383.863
1.19034E-03	372.839
1.19035E-03	370.725
1.19040E-03	359.816
1.19042E-03	353.332
1.19046E-03	343.38
1.19050E-03	330.774
1.19052E-03	325.29
1.19062E-03	292.951
1.19065E-03	282.262
1.19075E-03	249.223
1.19082E-03	225.071
1.19083E-03	221.094
1.19088E-03	205.872
1.19092E-03	192.716
1.19093E-03	190.933
1.19097E-03	178.592
1.19098E-03	175.11
1.19102E-03	166.035
1.19104E-03	158.718
1.19106E-03	154.138
1.19110E-03	143.613
1.19111E-03	142.91
1.19114E-03	135.963
1.19115E-03	132.186
1.19117E-03	129.271
1.19119E-03	123.831
1.19120E-03	122.013
1.19123E-03	116.183
1.19123E-03	116.036
1.19126E-03	110.738
1.19127E-03	108.811
1.19129E-03	105.571
1.19131E-03	102.117
1.19132E-03	100.677
1.19135E-03	96.0546
1.19135E-03	95.9381
1.19138E-03	91.7785
1.19139E-03	90.2668
1.19141E-03	87.745
1.19143E-03	85.0593
1.19144E-03	83.9566
1.19146E-03	80.4247
1.19148E-03	79.0841
1.19149E-03	77.1221
1.19152E-03	74.6188
1.19152E-03	74.219
1.19154E-03	72.3148
1.19156E-03	70.0695
1.19157E-03	69.8555
1.19159E-03	68.0193
1.19161E-03	66.009
1.19161E-03	65.9452
1.19163E-03	64.186
1.19166E-03	62.4471
1.19166E-03	62.3937
1.19168E-03	60.7708
1.19170E-03	59.3205
1.19170E-03	59.1786
1.19174E-03	57.0095
1.19175E-03	56.5287
1.19177E-03	55.0426
1.19181E-03	53.2562
1.19181E-03	53.1658
1.19184E-03	51.519
1.19187E-03	50.4353
1.19190E-03	49.2081
1.19193E-03	47.9968
1.19196E-03	46.9283
1.19198E-03	46.0046
1.19199E-03	45.8861
1.19202E-03	44.9481
1.19204E-03	44.2523
1.19205E-03	44.0468
1.19208E-03	43.2325
1.19211E-03	42.427
1.19212E-03	42.2277
1.19215E-03	41.3546
1.19219E-03	40.4936
1.19220E-03	40.3412
1.19224E-03	39.4392
1.19227E-03	38.9936
1.19229E-03	38.6064
1.19233E-03	37.841
1.19238E-03	37.0841
1.19239E-03	36.9759
1.19244E-03	36.1744
1.19249E-03	35.4874
1.19250E-03	35.3953
1.19256E-03	34.7115
1.19261E-03	34.1244
1.19261E-03	34.0461
1.19267E-03	33.4637
1.19273E-03	32.8857
1.19276E-03	32.58
1.19280E-03	32.1837
1.19288E-03	31.529
1.19291E-03	31.2691
1.19295E-03	30.9272
1.19303E-03	30.3755
1.19306E-03	30.1367
1.19310E-03	29.8695
1.19320E-03	29.2427
1.19328E-03	28.6923
1.19329E-03	28.6311
1.19339E-03	28.1041
1.19349E-03	27.5805
1.19351E-03	27.4803
1.19359E-03	27.1161
1.19369E-03	26.6678
1.19374E-03	26.4448
1.19380E-03	26.1794
1.19394E-03	25.6519
1.19404E-03	25.2732
1.19407E-03	25.1487
1.19421E-03	24.7032
1.19434E-03	24.2847
1.19435E-03	24.2633
1.19448E-03	23.8808
1.19462E-03	23.5002
1.19464E-03	23.437
1.19475E-03	23.1677
1.19491E-03	22.7923
1.19509E-03	22.3653
1.19527E-03	22.0079
1.19545E-03	21.652
1.19554E-03	21.4747
1.19563E-03	21.3249
1.19581E-03	21.0264
1.19599E-03	20.729
1.19609E-03	20.5808
1.19618E-03	20.4549
1.19639E-03	20.1623
1.19663E-03	19.8289
1.19687E-03	19.542
1.19711E-03	19.2559
1.19717E-03	19.1846
1.19735E-03	19.0032
1.19759E-03	18.762
1.19783E-03	18.5215
1.19801E-03	18.3416
1.19819E-03	18.1919
1.19850E-03	17.9433
1.19880E-03	17.6953
1.19892E-03	17.5963
1.19910E-03	17.4707
1.19940E-03	17.2617
1.19982E-03	16.9698
1.19985E-03	16.9522
1.20030E-03	16.6896
1.20060E-03	16.5148
1.20106E-03	16.2532
1.20110E-03	16.2314
1.20160E-03	15.992
1.20210E-03	15.7531
1.20246E-03	15.5796
1.20259E-03	15.5247
1.20309E-03	15.3237
1.20359E-03	15.123
1.20386E-03	15.0137
1.20408E-03	14.9361
1.20458E-03	14.7658
1.20511E-03	14.5854
1.20553E-03	14.4412
1.20590E-03	14.3331
1.20669E-03	14.1016
1.20720E-03	13.952
1.20748E-03	13.8825
1.20827E-03	13.6855
1.20906E-03	13.489
1.20949E-03	13.3828
1.20985E-03	13.3065
1.21090E-03	13.0846
1.21183E-03	12.8884
1.21195E-03	12.867
1.21301E-03	12.6797
1.21406E-03	12.4926
1.21511E-03	12.3057
1.21616E-03	12.1477
1.21721E-03	11.9898
1.21827E-03	11.832
1.21879E-03	11.7635
1.22037E-03	11.5582
1.22142E-03	11.4214
1.22195E-03	11.362
1.22352E-03	11.1839
1.22510E-03	11.006
1.22563E-03	10.9467
1.22692E-03	10.8216
1.22885E-03	10.634
1.23079E-03	10.4466
1.23272E-03	10.2827
1.23466E-03	10.119
1.23595E-03	10.0099
1.23659E-03	9.96177
1.23853E-03	9.81752
1.24111E-03	9.62528
1.24369E-03	9.43314
1.24627E-03	9.2606
1.24884E-03	9.08813
1.25142E-03	8.91575
1.25400E-03	8.74346
1.25658E-03	8.57507
1.25916E-03	8.40678
1.26174E-03	8.23857
1.26368E-03	8.1125
1.26556E-03	7.98999
1.26690E-03	7.90253
1.26741E-03	7.86615
1.26927E-03	7.73405
1.27104E-03	7.60779
1.27281E-03	7.48163
1.27399E-03	7.3976
1.27462E-03	7.34744
1.27588E-03	7.2472
1.27713E-03	7.14703
1.27839E-03	7.04695
1.27857E-03	7.03225
1.27957E-03	6.94338
1.28068E-03	6.84474
1.28179E-03	6.74619
1.28190E-03	6.73634
1.28290E-03	6.63647
1.28404E-03	6.52194
1.28522E-03	6.40388
1.28611E-03	6.30388
1.28700E-03	6.20401
1.28759E-03	6.13753
1.28788E-03	6.10003
1.28877E-03	5.9877
1.28966E-03	5.87557
1.28995E-03	5.83826
1.29054E-03	5.75418
1.29143E-03	5.62831
1.29172E-03	5.58646
1.29231E-03	5.49249
1.29291E-03	5.39871
1.29350E-03	5.30512
1.29409E-03	5.19904
1.29468E-03	5.09318
1.29523E-03	4.99419
1.29527E-03	4.9868
1.29586E-03	4.86889
1.29634E-03	4.77337
1.29645E-03	4.74913
1.29704E-03	4.62023
1.29745E-03	4.53193
1.29763E-03	4.48748
1.29819E-03	4.3546
1.29856E-03	4.26638
1.29874E-03	4.21758
1.29930E-03	4.07184
1.29948E-03	4.02346
1.29967E-03	3.9707
1.30003E-03	3.86556
1.30022E-03	3.81319
1.30040E-03	3.75642
1.30076E-03	3.64899
1.30096E-03	3.58706
1.30109E-03	3.5442
1.30142E-03	3.43447
1.30170E-03	3.34347
1.30175E-03	3.32366
1.30209E-03	3.20544
1.30240E-03	3.09441
1.30242E-03	3.08732
1.30275E-03	2.96049
1.30306E-03	2.84151
1.30308E-03	2.834
1.30337E-03	2.7184
1.30356E-03	2.64072
1.30373E-03	2.57001
1.30397E-03	2.46869
1.30406E-03	2.43001
1.30421E-03	2.36438
1.30445E-03	2.25857
1.30456E-03	2.21017
1.30469E-03	2.15048
1.30493E-03	2.04068
1.30506E-03	1.9822
1.30517E-03	1.92954
1.30545E-03	1.7996
1.30556E-03	1.74846
1.30572E-03	1.66863
1.30591E-03	1.58128
1.30609E-03	1.49512
1.30615E-03	1.46968
1.30628E-03	1.40979
1.30646E-03	1.32574
1.30665E-03	1.24338
1.30679E-03	1.17917
1.30687E-03	1.14834
1.30705E-03	1.07391
1.30709E-03	1.05978
1.30724E-03	1.00526
1.30739E-03	0.95584
1.30752E-03	0.914908
1.30753E-03	0.912436
1.30764E-03	0.885647
1.30768E-03	0.8763
1.30773E-03	0.865757
1.30781E-03	0.851501
1.30783E-03	0.848662
1.30789E-03	0.840085
1.30795E-03	0.834208
1.30799E-03	0.830344
1.30800E-03	0.830076
1.30805E-03	0.828411
1.30809E-03	0.827785
1.30814E-03	0.82827
1.30816E-03	0.82906
1.30818E-03	0.830071
1.30823E-03	0.834363
1.30827E-03	0.840144
1.30831E-03	0.84599
1.30835E-03	0.853042
1.30838E-03	0.860998
1.30842E-03	0.870539
1.30844E-03	0.875879
1.30846E-03	0.881807
1.30848E-03	0.89149
1.30852E-03	0.906425
1.30856E-03	0.920843
1.30859E-03	0.933268
1.30861E-03	0.946366
1.30864E-03	0.962779
1.30867E-03	0.977475
1.30870E-03	0.997309
1.30873E-03	1.01691
1.30873E-03	1.01851
1.30876E-03	1.03976
1.30879E-03	1.06591
1.30882E-03	1.08489
1.30884E-03	1.10872
1.30886E-03	1.12634
1.30888E-03	1.1395
1.30891E-03	1.16721
1.30894E-03	1.20021
1.30897E-03	1.23308
1.30897E-03	1.24054
1.30900E-03	1.27418
1.30903E-03	1.31296
1.30906E-03	1.35746
1.30907E-03	1.36529
1.30910E-03	1.40996
1.30913E-03	1.4548
1.30916E-03	1.50168
1.30919E-03	1.55168
1.30919E-03	1.55816
1.30922E-03	1.61935
1.30926E-03	1.69106
1.30929E-03	1.75137
1.30930E-03	1.76715
1.30932E-03	1.81593
1.30935E-03	1.88388
1.30938E-03	1.96398
1.30941E-03	2.02966
1.30942E-03	2.05866
1.30946E-03	2.1607
1.30949E-03	2.26847
1.30952E-03	2.34817
1.30953E-03	2.38332
1.30957E-03	2.50705
1.30961E-03	2.63775
1.30963E-03	2.73444
1.30964E-03	2.77709
1.30968E-03	2.94257
1.30972E-03	3.08568
1.30974E-03	3.20279
1.30975E-03	3.23697
1.30979E-03	3.45467
1.30982E-03	3.57119
1.30984E-03	3.68977
1.30988E-03	3.94381
1.30989E-03	3.98922
1.30993E-03	4.22009
1.30996E-03	4.46784
1.30997E-03	4.51829
1.31002E-03	4.84305
1.31004E-03	5.01691
1.31005E-03	5.14954
1.31009E-03	5.47947
1.31011E-03	5.64708
1.31013E-03	5.8348
1.31017E-03	6.21739
1.31019E-03	6.37336
1.31021E-03	6.63115
1.31025E-03	7.07678
1.31026E-03	7.21329
1.31029E-03	7.56061
1.31033E-03	8.08208
1.31033E-03	8.18888
1.31036E-03	8.64949
1.31039E-03	9.0282
1.31040E-03	9.26457
1.31044E-03	9.96548
1.31047E-03	10.5185
1.31050E-03	11.0315
1.31050E-03	11.1058
1.31053E-03	11.736
1.31055E-03	12.2379
1.31056E-03	12.4075
1.31059E-03	13.128
1.31061E-03	13.6069
1.31062E-03	13.8981
1.31065E-03	14.7242
1.31067E-03	15.1639
1.31068E-03	15.6098
1.31071E-03	16.5595
1.31072E-03	16.9392
1.31074E-03	17.5807
1.31077E-03	18.6753
1.31078E-03	18.9674
1.31080E-03	19.8554
1.31083E-03	21.1195
1.31083E-03	21.2881
1.31086E-03	22.4858
1.31089E-03	23.9482
1.31092E-03	25.5287
1.31092E-03	25.9513
1.31095E-03	27.2299
1.31096E-03	28.1412
1.31098E-03	29.0613
1.31100E-03	30.5365
1.31101E-03	31.0328
1.31103E-03	33.1552
1.31106E-03	35.4451
1.31107E-03	36.0576
1.31109E-03	37.9099
1.31111E-03	39.2301
1.31112E-03	40.5625
1.31115E-03	42.6978
1.31115E-03	43.4161
1.31118E-03	46.4848
1.31121E-03	49.7903
1.31122E-03	50.6731
1.31124E-03	53.3419
1.31126E-03	55.2403
1.31127E-03	57.1553
1.31129E-03	60.2176
1.31130E-03	61.247
1.31133E-03	65.6339
1.31136E-03	70.3427
1.31137E-03	71.5937
1.31139E-03	75.0574
1.31140E-03	78.0951
1.31143E-03	82.1768
1.31144E-03	85.1201
1.31147E-03	89.9407
1.31148E-03	92.7423
1.31150E-03	98.3883
1.31152E-03	100.997
1.31154E-03	107.562
1.31155E-03	109.917
1.31158E-03	117.503
1.31159E-03	119.541
1.31162E-03	128.251
1.31163E-03	129.898
1.31166E-03	139.84
1.31166E-03	141.019
1.31170E-03	152.312
1.31172E-03	158.649
1.31174E-03	165.67
1.31177E-03	176.531
1.31178E-03	179.95
1.31181E-03	193.679
1.31182E-03	195.974
1.31185E-03	212.137
1.31187E-03	217.045
1.31190E-03	231.839
1.31192E-03	239.66
1.31194E-03	252.763
1.31197E-03	263.798
1.31199E-03	274.891
1.31202E-03	292.323
1.31203E-03	298.164
1.31210E-03	335.08
1.31210E-03	338.323
1.31216E-03	371.929
1.31221E-03	399.169
1.31225E-03	428.748
1.31241E-03	527.245
1.31248E-03	573.931
1.31252E-03	593.92
1.31257E-03	626.994
1.31258E-03	633.079
1.31265E-03	668.096
1.31266E-03	675.275
1.31271E-03	698.96
1.31272E-03	703.214
1.31277E-03	724.732
1.31278E-03	727.848
1.31282E-03	745.216
1.31285E-03	752.969
1.31288E-03	762.874
1.31290E-03	767.704
1.31294E-03	776.14
1.31296E-03	779.627
1.31300E-03	784.569
1.31302E-03	786.912
1.31304E-03	787.821
1.31307E-03	788.714
1.31310E-03	787.657
1.31312E-03	786.777
1.31317E-03	781.902
1.31319E-03	778.765
1.31322E-03	771.997
1.31324E-03	767.9
1.31328E-03	757.201
1.31331E-03	750.393
1.31335E-03	736.227
1.31338E-03	726.285
1.31341E-03	710.798
1.31345E-03	695.132
1.31349E-03	677.421
1.31352E-03	659.568
1.31356E-03	640.152
1.31360E-03	620.615
1.31372E-03	554.04
1.31372E-03	552.998
1.31384E-03	481.888
1.31389E-03	452.284
1.31392E-03	437.997
1.31397E-03	411.575
1.31398E-03	407.688
1.31403E-03	376.7
1.31404E-03	372.845
1.31409E-03	347.38
1.31412E-03	336.525
1.31415E-03	319.503
1.31417E-03	311.04
1.31420E-03	298.272
1.31423E-03	287.166
1.31426E-03	275.271
1.31428E-03	264.932
1.31431E-03	253.918
1.31434E-03	244.342
1.31435E-03	240.534
1.31439E-03	227.903
1.31439E-03	225.389
1.31442E-03	216.105
1.31445E-03	208.027
1.31446E-03	204.818
1.31449E-03	194.46
1.31450E-03	193.225
1.31454E-03	181.945
1.31454E-03	181.492
1.31459E-03	170.654
1.31459E-03	170.431
1.31463E-03	160.682
1.31464E-03	159.857
1.31468E-03	151.486
1.31468E-03	150.162
1.31472E-03	143.02
1.31473E-03	141.288
1.31477E-03	135.23
1.31478E-03	133.171
1.31481E-03	128.071
1.31482E-03	125.753
1.31485E-03	122.554
1.31487E-03	118.977
1.31489E-03	116.42
1.31492E-03	112.788
1.31494E-03	110.788
1.31497E-03	106.815
1.31498E-03	105.607
1.31502E-03	100.807
1.31507E-03	96.4771
1.31508E-03	95.4005
1.31511E-03	92.4649
1.31514E-03	90.5202
1.31516E-03	88.7479
1.31519E-03	86.1052
1.31520E-03	85.3009
1.31525E-03	82.1035
1.31529E-03	79.2343
1.31532E-03	77.3328
1.31534E-03	76.2718
1.31539E-03	73.4247
1.31539E-03	73.1108
1.31544E-03	70.8545
1.31547E-03	69.3589
1.31549E-03	68.4321
1.31554E-03	66.1706
1.31554E-03	66.0042
1.31560E-03	63.4407
1.31562E-03	62.9912
1.31567E-03	60.9472
1.31569E-03	60.2704
1.31574E-03	58.6953
1.31580E-03	56.6484
1.31580E-03	56.5423
1.31588E-03	54.3269
1.31591E-03	53.4869
1.31593E-03	53.1138
1.31601E-03	50.8857
1.31602E-03	50.7011
1.31610E-03	48.8841
1.31613E-03	48.2272
1.31619E-03	47.0512
1.31626E-03	45.7355
1.31628E-03	45.343
1.31637E-03	43.7813
1.31638E-03	43.5222
1.31646E-03	42.356
1.31651E-03	41.5433
1.31655E-03	41.0177
1.31663E-03	39.7625
1.31666E-03	39.483
1.31677E-03	38.0939
1.31682E-03	37.4026
1.31688E-03	36.7968
1.31699E-03	35.5911
1.31701E-03	35.3509
1.31710E-03	34.4855
1.31714E-03	34.1265
1.31721E-03	33.4745
1.31732E-03	32.5006
1.31743E-03	31.6315
1.31751E-03	31.0544
1.31756E-03	30.6643
1.31769E-03	29.7581
1.31782E-03	28.9594
1.31795E-03	28.1637
1.31797E-03	28.0504
1.31808E-03	27.4586
1.31821E-03	26.7707
1.31825E-03	26.5749
1.31840E-03	25.8441
1.31852E-03	25.2875
1.31855E-03	25.1738
1.31872E-03	24.494
1.31880E-03	24.1553
1.31888E-03	23.8479
1.31898E-03	23.4734
1.31905E-03	23.2596
1.31921E-03	22.7117
1.31935E-03	22.2566
1.31938E-03	22.1772
1.31955E-03	21.7027
1.31972E-03	21.2035
1.31980E-03	21.0188
1.32002E-03	20.4666
1.32009E-03	20.2832
1.32024E-03	19.9591
1.32046E-03	19.4745
1.32048E-03	19.4342
1.32068E-03	19.0412
1.32087E-03	18.685
1.32090E-03	18.6224
1.32113E-03	18.248
1.32135E-03	17.8746
1.32138E-03	17.8125
1.32157E-03	17.5423
1.32183E-03	17.165
1.32190E-03	17.0574
1.32209E-03	16.8242
1.32235E-03	16.4985
1.32253E-03	16.2664
1.32260E-03	16.1838
1.32286E-03	15.8954
1.32290E-03	15.8543
1.32325E-03	15.5081
1.32364E-03	15.1265
1.32397E-03	14.8457
1.32430E-03	14.5656
1.32438E-03	14.5035
1.32464E-03	14.3142
1.32497E-03	14.0713
1.32512E-03	13.9635
1.32530E-03	13.845
1.32580E-03	13.5257
1.32585E-03	13.4903
1.32630E-03	13.2458
1.32678E-03	12.9814
1.32696E-03	12.88
1.32726E-03	12.7418
1.32774E-03	12.5177
1.32807E-03	12.3629
1.32822E-03	12.3035
1.32870E-03	12.1105
1.32918E-03	11.9179
1.32966E-03	11.749
1.33014E-03	11.5805
1.33029E-03	11.5287
1.33073E-03	11.3945
1.33132E-03	11.2158
1.33191E-03	11.0375
1.33195E-03	11.0263
1.33250E-03	10.884
1.33309E-03	10.7323
1.33369E-03	10.5809
1.33457E-03	10.3798
1.33487E-03	10.3129
1.33546E-03	10.1947
1.33634E-03	10.0177
1.33723E-03	9.84095
1.33812E-03	9.68716
1.33900E-03	9.53357
1.33959E-03	9.43129
1.33989E-03	9.3852
1.34078E-03	9.24709
1.34166E-03	9.10915
1.34196E-03	9.06322
1.34255E-03	8.97809
1.34344E-03	8.85056
1.34432E-03	8.72319
1.34477E-03	8.65957
1.34560E-03	8.54043
1.34643E-03	8.42148
1.34698E-03	8.34232
1.34754E-03	8.26328
1.34809E-03	8.18438
1.34853E-03	8.1214
1.34864E-03	8.10408
1.34920E-03	8.01773
1.34959E-03	7.95766
1.34997E-03	7.89774
1.35036E-03	7.83798
1.35053E-03	7.81163
1.35074E-03	7.77349
1.35113E-03	7.70533
1.35142E-03	7.65439
1.35171E-03	7.60363
1.35179E-03	7.58992
1.35200E-03	7.54592
1.35229E-03	7.48579
1.35259E-03	7.42295
1.35280E-03	7.38129
1.35300E-03	7.33983
1.35305E-03	7.32989
1.35320E-03	7.29166
1.35340E-03	7.24157
1.35361E-03	7.1918
