E(MeV)	"TA-181(N,TOT)"	
9.14758E-04	2.08784E+01	
9.14779E-04	2.10957E+01	
9.14800E-04	2.14035E+01	
9.14818E-04	2.17040E+01	
9.14831E-04	2.19469E+01	
9.14863E-04	2.26798E+01	
9.14870E-04	2.28665E+01	
9.14894E-04	2.35521E+01	
9.14909E-04	2.40154E+01	
9.14926E-04	2.45695E+01	
9.14948E-04	2.53895E+01	
9.14957E-04	2.57275E+01	
9.14978E-04	2.65764E+01	
9.14989E-04	2.70378E+01	
9.15007E-04	2.78886E+01	
9.15020E-04	2.84897E+01	
9.15037E-04	2.93231E+01	
9.15051E-04	3.00856E+01	
9.15081E-04	3.16955E+01	
9.15089E-04	3.21604E+01	
9.15125E-04	3.43122E+01	
9.15127E-04	3.44123E+01	
9.15169E-04	3.71702E+01	
9.15177E-04	3.76816E+01	
9.15206E-04	3.96636E+01	
9.15240E-04	4.21128E+01	
9.15248E-04	4.27407E+01	
9.15313E-04	4.76049E+01	
9.15407E-04	5.49502E+01	
9.15422E-04	5.61641E+01	
9.15474E-04	6.00976E+01	
9.15510E-04	6.27303E+01	
9.15536E-04	6.45707E+01	
9.15586E-04	6.79465E+01	
9.15590E-04	6.81704E+01	
9.15629E-04	7.05164E+01	
9.15659E-04	7.21309E+01	
9.15673E-04	7.28094E+01	
9.15710E-04	7.44934E+01	
9.15751E-04	7.59869E+01	
9.15764E-04	7.63900E+01	
9.15792E-04	7.71145E+01	
9.15813E-04	7.75148E+01	
9.15837E-04	7.78811E+01	
9.15848E-04	7.80120E+01	
9.15857E-04	7.80683E+01	
9.15895E-04	7.81428E+01	
9.15912E-04	7.80671E+01	
9.15932E-04	7.78890E+01	
9.15945E-04	7.77088E+01	
9.15974E-04	7.71892E+01	
9.15986E-04	7.69000E+01	
9.16007E-04	7.63406E+01	
9.16027E-04	7.56770E+01	
9.16048E-04	7.49299E+01	
9.16079E-04	7.36346E+01	
9.16097E-04	7.27733E+01	
9.16139E-04	7.06165E+01	
9.16144E-04	7.03591E+01	
9.16185E-04	6.78784E+01	
9.16200E-04	6.69012E+01	
9.16236E-04	6.44706E+01	
9.16267E-04	6.22885E+01	
9.16314E-04	5.88744E+01	
9.16363E-04	5.51340E+01	
9.16410E-04	5.14796E+01	
9.16471E-04	4.67805E+01	
9.16535E-04	4.19320E+01	
9.16578E-04	3.88405E+01	
9.16582E-04	3.85652E+01	
9.16628E-04	3.53826E+01	
9.16642E-04	3.44458E+01	
9.16663E-04	3.31177E+01	
9.16690E-04	3.13899E+01	
9.16707E-04	3.04181E+01	
9.16723E-04	2.94743E+01	
9.16755E-04	2.76582E+01	
9.16787E-04	2.59666E+01	
9.16803E-04	2.51566E+01	
9.16819E-04	2.43720E+01	
9.16845E-04	2.31730E+01	
9.16851E-04	2.28828E+01	
9.16876E-04	2.18396E+01	
9.16887E-04	2.13704E+01	
9.16900E-04	2.08531E+01	
9.16924E-04	1.99196E+01	
9.16929E-04	1.97398E+01	
9.16946E-04	1.91056E+01	
9.16968E-04	1.83556E+01	
9.16971E-04	1.82753E+01	
9.16990E-04	1.76588E+01	
9.17012E-04	1.69909E+01	
9.17033E-04	1.63747E+01	
9.17054E-04	1.58050E+01	
9.17055E-04	1.57840E+01	
9.17077E-04	1.52411E+01	
9.17096E-04	1.47774E+01	
9.17099E-04	1.47227E+01	
9.17120E-04	1.42501E+01	
9.17142E-04	1.37966E+01	
9.17154E-04	1.35472E+01	
9.17164E-04	1.33730E+01	
9.17186E-04	1.29823E+01	
9.17204E-04	1.26652E+01	
9.17207E-04	1.26110E+01	
9.17229E-04	1.22738E+01	
9.17251E-04	1.19505E+01	
9.17253E-04	1.19134E+01	
9.17272E-04	1.16577E+01	
9.17294E-04	1.13794E+01	
9.17303E-04	1.12745E+01	
9.17316E-04	1.11246E+01	
9.17338E-04	1.08880E+01	
9.17359E-04	1.06611E+01	
9.17369E-04	1.05687E+01	
9.17381E-04	1.04542E+01	
9.17407E-04	1.02267E+01	
9.17430E-04	1.00339E+01	
9.17434E-04	1.00007E+01	
9.17453E-04	9.86262E+00	
9.17477E-04	9.70157E+00	
9.17500E-04	9.54717E+00	
9.17523E-04	9.41216E+00	
9.17546E-04	9.28314E+00	
9.17566E-04	9.17609E+00	
9.17581E-04	9.10781E+00	
9.17615E-04	8.95485E+00	
9.17650E-04	8.81135E+00	
9.17665E-04	8.75351E+00	
9.17685E-04	8.68755E+00	
9.17720E-04	8.58011E+00	
9.17754E-04	8.48032E+00	
9.17758E-04	8.47121E+00	
9.17766E-04	8.45264E+00	
9.17798E-04	8.38423E+00	
9.17830E-04	8.32229E+00	
9.17850E-04	8.28832E+00	
9.17863E-04	8.27312E+00	
9.17895E-04	8.24070E+00	
9.17927E-04	8.21572E+00	
9.17943E-04	8.20755E+00	
9.17959E-04	8.20684E+00	
9.17992E-04	8.21432E+00	
9.18005E-04	8.22118E+00	
9.18024E-04	8.24089E+00	
9.18048E-04	8.27249E+00	
9.18066E-04	8.30106E+00	
9.18072E-04	8.31390E+00	
9.18097E-04	8.37176E+00	
9.18113E-04	8.41512E+00	
9.18121E-04	8.44189E+00	
9.18145E-04	8.52908E+00	
9.18159E-04	8.58435E+00	
9.18169E-04	8.63218E+00	
9.18193E-04	8.75424E+00	
9.18205E-04	8.81854E+00	
9.18218E-04	8.89680E+00	
9.18242E-04	9.06021E+00	
9.18251E-04	9.12962E+00	
9.18266E-04	9.24975E+00	
9.18291E-04	9.46961E+00	
9.18298E-04	9.53116E+00	
9.18318E-04	9.74356E+00	
9.18344E-04	1.00366E+01	
9.18345E-04	1.00456E+01	
9.18371E-04	1.03970E+01	
9.18378E-04	1.04984E+01	
9.18398E-04	1.07922E+01	
9.18413E-04	1.10353E+01	
9.18425E-04	1.12336E+01	
9.18448E-04	1.16541E+01	
9.18451E-04	1.17244E+01	
9.18478E-04	1.22735E+01	
9.18482E-04	1.23677E+01	
9.18505E-04	1.28849E+01	
9.18517E-04	1.31840E+01	
9.18532E-04	1.35554E+01	
9.18546E-04	1.39460E+01	
9.18558E-04	1.42960E+01	
9.18581E-04	1.49650E+01	
9.18584E-04	1.50715E+01	
9.18609E-04	1.59054E+01	
9.18615E-04	1.61126E+01	
9.18635E-04	1.68109E+01	
9.18650E-04	1.73927E+01	
9.18660E-04	1.77844E+01	
9.18685E-04	1.88068E+01	
9.18711E-04	1.99614E+01	
9.18720E-04	2.03754E+01	
9.18736E-04	2.11707E+01	
9.18754E-04	2.20950E+01	
9.18770E-04	2.29068E+01	
9.18789E-04	2.39646E+01	
9.18803E-04	2.47923E+01	
9.18828E-04	2.62943E+01	
9.18837E-04	2.68189E+01	
9.18862E-04	2.84266E+01	
9.18874E-04	2.92191E+01	
9.18896E-04	3.07013E+01	
9.18911E-04	3.17981E+01	
9.18940E-04	3.39471E+01	
9.18948E-04	3.45334E+01	
9.18985E-04	3.74355E+01	
9.18997E-04	3.84321E+01	
9.19025E-04	4.07420E+01	
9.19051E-04	4.29875E+01	
9.19085E-04	4.59712E+01	
9.19136E-04	5.05746E+01	
9.19161E-04	5.28265E+01	
9.19253E-04	6.13971E+01	
9.19299E-04	6.55082E+01	
9.19324E-04	6.77653E+01	
9.19359E-04	7.07155E+01	
9.19384E-04	7.28280E+01	
9.19424E-04	7.58656E+01	
9.19436E-04	7.67911E+01	
9.19479E-04	7.97086E+01	
9.19483E-04	7.99853E+01	
9.19515E-04	8.18925E+01	
9.19527E-04	8.25657E+01	
9.19557E-04	8.40287E+01	
9.19582E-04	8.50956E+01	
9.19606E-04	8.60094E+01	
9.19633E-04	8.68420E+01	
9.19646E-04	8.71479E+01	
9.19675E-04	8.76765E+01	
9.19694E-04	8.79156E+01	
9.19700E-04	8.79602E+01	
9.19726E-04	8.80608E+01	
9.19749E-04	8.80183E+01	
9.19759E-04	8.79315E+01	
9.19794E-04	8.74694E+01	
9.19833E-04	8.64814E+01	
9.19843E-04	8.61780E+01	
9.19882E-04	8.47274E+01	
9.19932E-04	8.23479E+01	
9.19975E-04	7.97937E+01	
9.19980E-04	7.95006E+01	
9.20024E-04	7.65299E+01	
9.20030E-04	7.60862E+01	
9.20079E-04	7.23189E+01	
9.20095E-04	7.10842E+01	
9.20138E-04	6.74810E+01	
9.20169E-04	6.48099E+01	
9.20230E-04	5.93799E+01	
9.20313E-04	5.19552E+01	
9.20378E-04	4.63053E+01	
9.20382E-04	4.59785E+01	
9.20432E-04	4.18332E+01	
9.20447E-04	4.06596E+01	
9.20478E-04	3.82054E+01	
9.20511E-04	3.57166E+01	
9.20520E-04	3.51022E+01	
9.20560E-04	3.23020E+01	
9.20561E-04	3.21982E+01	
9.20589E-04	3.03906E+01	
9.20609E-04	2.91706E+01	
9.20617E-04	2.86528E+01	
9.20644E-04	2.70545E+01	
9.20645E-04	2.70104E+01	
9.20672E-04	2.54725E+01	
9.20683E-04	2.49368E+01	
9.20706E-04	2.37489E+01	
9.20721E-04	2.29872E+01	
9.20734E-04	2.23483E+01	
9.20760E-04	2.12062E+01	
9.20763E-04	2.10381E+01	
9.20792E-04	1.98273E+01	
9.20798E-04	1.95946E+01	
9.20821E-04	1.87080E+01	
9.20837E-04	1.81411E+01	
9.20850E-04	1.76694E+01	
9.20875E-04	1.68307E+01	
9.20879E-04	1.67083E+01	
9.20908E-04	1.58303E+01	
9.20914E-04	1.56611E+01	
9.20927E-04	1.52897E+01	
9.20946E-04	1.47753E+01	
9.20960E-04	1.44260E+01	
9.20966E-04	1.42857E+01	
9.20985E-04	1.38328E+01	
9.21000E-04	1.34832E+01	
9.21010E-04	1.32780E+01	
9.21033E-04	1.28051E+01	
9.21041E-04	1.26534E+01	
9.21056E-04	1.23691E+01	
9.21079E-04	1.19590E+01	
9.21081E-04	1.19261E+01	
9.21102E-04	1.15878E+01	
9.21122E-04	1.12922E+01	
9.21126E-04	1.12375E+01	
9.21149E-04	1.09223E+01	
9.21172E-04	1.06193E+01	
9.21176E-04	1.05707E+01	
9.21195E-04	1.03492E+01	
9.21218E-04	1.00938E+01	
9.21230E-04	9.97083E+00	
9.21241E-04	9.85879E+00	
9.21264E-04	9.64343E+00	
9.21283E-04	9.47064E+00	
9.21287E-04	9.43911E+00	
9.21311E-04	9.25721E+00	
9.21334E-04	9.08198E+00	
9.21337E-04	9.05379E+00	
9.21357E-04	8.92648E+00	
9.21380E-04	8.77923E+00	
9.21403E-04	8.63777E+00	
9.21411E-04	8.59576E+00	
9.21441E-04	8.43553E+00	
9.21472E-04	8.28217E+00	
9.21480E-04	8.24541E+00	
9.21507E-04	8.13156E+00	
9.21536E-04	8.01461E+00	
9.21557E-04	7.93176E+00	
9.21565E-04	7.90542E+00	
9.21603E-04	7.77906E+00	
9.21642E-04	7.65795E+00	
9.21673E-04	7.56461E+00	
9.21680E-04	7.54439E+00	
9.21719E-04	7.44701E+00	
9.21757E-04	7.35279E+00	
9.21788E-04	7.28001E+00	
9.21815E-04	7.22361E+00	
9.21873E-04	7.10749E+00	
9.21904E-04	7.04757E+00	
9.21931E-04	7.00171E+00	
9.21989E-04	6.90646E+00	
9.22066E-04	6.78328E+00	
9.22113E-04	6.70962E+00	
9.22138E-04	6.67560E+00	
9.22238E-04	6.54094E+00	
9.22245E-04	6.53166E+00	
9.22338E-04	6.42247E+00	
9.22439E-04	6.30827E+00	
9.22509E-04	6.23003E+00	
9.22539E-04	6.20064E+00	
9.22640E-04	6.10429E+00	
9.22695E-04	6.05209E+00	
9.22774E-04	5.97986E+00	
9.22806E-04	5.95274E+00	
9.22917E-04	5.86316E+00	
9.23029E-04	5.77668E+00	
9.23038E-04	5.76950E+00	
9.23140E-04	5.70163E+00	
9.23251E-04	5.63100E+00	
9.23334E-04	5.58073E+00	
9.23388E-04	5.54970E+00	
9.23417E-04	5.53577E+00	
9.23501E-04	5.49887E+00	
9.23570E-04	5.47098E+00	
9.23632E-04	5.44850E+00	
9.23651E-04	5.44269E+00	
9.23695E-04	5.43407E+00	
9.23757E-04	5.42540E+00	
9.23817E-04	5.42137E+00	
9.23820E-04	5.42157E+00	
9.23882E-04	5.43269E+00	
9.23924E-04	5.44399E+00	
9.23936E-04	5.44837E+00	
9.23965E-04	5.46618E+00	
9.24007E-04	5.49577E+00	
9.24048E-04	5.53075E+00	
9.24054E-04	5.53620E+00	
9.24090E-04	5.58416E+00	
9.24121E-04	5.63056E+00	
9.24133E-04	5.64949E+00	
9.24152E-04	5.68879E+00	
9.24183E-04	5.75671E+00	
9.24192E-04	5.77607E+00	
9.24207E-04	5.81844E+00	
9.24233E-04	5.89592E+00	
9.24251E-04	5.95137E+00	
9.24260E-04	5.98377E+00	
9.24286E-04	6.08733E+00	
9.24310E-04	6.18876E+00	
9.24312E-04	6.19922E+00	
9.24338E-04	6.33252E+00	
9.24349E-04	6.39171E+00	
9.24365E-04	6.48311E+00	
9.24390E-04	6.64257E+00	
9.24391E-04	6.65024E+00	
9.24417E-04	6.84516E+00	
9.24431E-04	6.95719E+00	
9.24443E-04	7.06170E+00	
9.24470E-04	7.30286E+00	
9.24473E-04	7.33480E+00	
9.24496E-04	7.58024E+00	
9.24515E-04	7.79011E+00	
9.24522E-04	7.88387E+00	
9.24546E-04	8.18728E+00	
9.24548E-04	8.22510E+00	
9.24575E-04	8.60699E+00	
9.24577E-04	8.64051E+00	
9.24601E-04	9.03417E+00	
9.24608E-04	9.15612E+00	
9.24624E-04	9.44623E+00	
9.24639E-04	9.73760E+00	
9.24644E-04	9.82635E+00	
9.24663E-04	1.02399E+01	
9.24670E-04	1.03946E+01	
9.24683E-04	1.06858E+01	
9.24702E-04	1.11310E+01	
9.24703E-04	1.11589E+01	
9.24722E-04	1.16766E+01	
9.24733E-04	1.19591E+01	
9.24742E-04	1.22270E+01	
9.24762E-04	1.28127E+01	
9.24764E-04	1.28805E+01	
9.24791E-04	1.37757E+01	
9.24795E-04	1.39070E+01	
9.24821E-04	1.48371E+01	
9.24826E-04	1.50441E+01	
9.24851E-04	1.60032E+01	
9.24858E-04	1.62990E+01	
9.24880E-04	1.72799E+01	
9.24889E-04	1.76788E+01	
9.24910E-04	1.86729E+01	
9.24920E-04	1.91865E+01	
9.24929E-04	1.96679E+01	
9.24951E-04	2.08368E+01	
9.24959E-04	2.12771E+01	
9.24982E-04	2.26267E+01	
9.24989E-04	2.30170E+01	
9.25014E-04	2.45635E+01	
9.25019E-04	2.48924E+01	
9.25048E-04	2.69006E+01	
9.25050E-04	2.69920E+01	
9.25078E-04	2.90532E+01	
9.25080E-04	2.92165E+01	
9.25108E-04	3.13454E+01	
9.25111E-04	3.15886E+01	
9.25138E-04	3.37761E+01	
9.25142E-04	3.41085E+01	
9.25178E-04	3.72897E+01	
9.25188E-04	3.81590E+01	
9.25220E-04	4.12024E+01	
9.25234E-04	4.25159E+01	
9.25273E-04	4.64191E+01	
9.25280E-04	4.71412E+01	
9.25332E-04	5.27242E+01	
9.25336E-04	5.31071E+01	
9.25402E-04	6.05511E+01	
9.25423E-04	6.29411E+01	
9.25532E-04	7.53521E+01	
9.25560E-04	7.84797E+01	
9.25608E-04	8.37208E+01	
9.25633E-04	8.62911E+01	
9.25669E-04	8.98845E+01	
9.25692E-04	9.20966E+01	
9.25717E-04	9.43200E+01	
9.25728E-04	9.52082E+01	
9.25759E-04	9.76375E+01	
9.25784E-04	9.94847E+01	
9.25806E-04	1.00964E+02	
9.25829E-04	1.02305E+02	
9.25848E-04	1.03327E+02	
9.25879E-04	1.04753E+02	
9.25885E-04	1.04965E+02	
9.25924E-04	1.06186E+02	
9.25935E-04	1.06444E+02	
9.25968E-04	1.06939E+02	
9.25981E-04	1.07038E+02	
9.26004E-04	1.07051E+02	
9.26023E-04	1.06928E+02	
9.26042E-04	1.06686E+02	
9.26058E-04	1.06358E+02	
9.26075E-04	1.05915E+02	
9.26109E-04	1.04805E+02	
9.26115E-04	1.04582E+02	
9.26148E-04	1.02997E+02	
9.26159E-04	1.02403E+02	
9.26193E-04	1.00379E+02	
9.26201E-04	9.98266E+01	
9.26235E-04	9.73943E+01	
9.26248E-04	9.64192E+01	
9.26283E-04	9.34692E+01	
9.26306E-04	9.13501E+01	
9.26337E-04	8.84212E+01	
9.26360E-04	8.61987E+01	
9.26400E-04	8.19821E+01	
9.26421E-04	7.97365E+01	
9.26484E-04	7.27606E+01	
9.26526E-04	6.80820E+01	
9.26600E-04	5.98562E+01	
9.26631E-04	5.63991E+01	
9.26665E-04	5.28372E+01	
9.26699E-04	4.92693E+01	
9.26714E-04	4.77591E+01	
9.26747E-04	4.44322E+01	
9.26763E-04	4.29678E+01	
9.26796E-04	3.98778E+01	
9.26799E-04	3.95648E+01	
9.26836E-04	3.63688E+01	
9.26845E-04	3.56661E+01	
9.26869E-04	3.37061E+01	
9.26877E-04	3.30474E+01	
9.26899E-04	3.13700E+01	
9.26909E-04	3.05874E+01	
9.26929E-04	2.91754E+01	
9.26948E-04	2.78969E+01	
9.26959E-04	2.71082E+01	
9.26980E-04	2.57506E+01	
9.26989E-04	2.51803E+01	
9.27013E-04	2.37627E+01	
9.27020E-04	2.33853E+01	
9.27046E-04	2.19290E+01	
9.27050E-04	2.17201E+01	
9.27079E-04	2.02445E+01	
9.27080E-04	2.01805E+01	
9.27110E-04	1.87646E+01	
9.27112E-04	1.87054E+01	
9.27141E-04	1.74668E+01	
9.27144E-04	1.73045E+01	
9.27171E-04	1.62782E+01	
9.27177E-04	1.60306E+01	
9.27193E-04	1.54834E+01	
9.27210E-04	1.48773E+01	
9.27215E-04	1.47339E+01	
9.27236E-04	1.40398E+01	
9.27243E-04	1.38381E+01	
9.27258E-04	1.33939E+01	
9.27276E-04	1.29029E+01	
9.27280E-04	1.27868E+01	
9.27302E-04	1.22264E+01	
9.27306E-04	1.21190E+01	
9.27324E-04	1.17085E+01	
9.27337E-04	1.14138E+01	
9.27346E-04	1.12253E+01	
9.27368E-04	1.07775E+01	
9.27390E-04	1.03655E+01	
9.27398E-04	1.02106E+01	
9.27412E-04	9.98681E+00	
9.27433E-04	9.63206E+00	
9.27439E-04	9.54437E+00	
9.27455E-04	9.31037E+00	
9.27477E-04	9.00739E+00	
9.27480E-04	8.97226E+00	
9.27499E-04	8.73668E+00	
9.27521E-04	8.48298E+00	
9.27550E-04	8.18370E+00	
9.27561E-04	8.06817E+00	
9.27578E-04	7.91711E+00	
9.27602E-04	7.71413E+00	
9.27607E-04	7.67768E+00	
9.27636E-04	7.46992E+00	
9.27652E-04	7.35609E+00	
9.27664E-04	7.28239E+00	
9.27693E-04	7.11756E+00	
9.27702E-04	7.06745E+00	
9.27722E-04	6.97467E+00	
9.27750E-04	6.84594E+00	
9.27752E-04	6.83814E+00	
9.27786E-04	6.71746E+00	
9.27802E-04	6.66173E+00	
9.27821E-04	6.60952E+00	
9.27852E-04	6.52865E+00	
9.27856E-04	6.52091E+00	
9.27900E-04	6.44028E+00	
9.27902E-04	6.43646E+00	
9.27917E-04	6.41823E+00	
9.27952E-04	6.38286E+00	
9.27961E-04	6.37757E+00	
9.28002E-04	6.36507E+00	
9.28014E-04	6.36692E+00	
9.28052E-04	6.38349E+00	
9.28067E-04	6.39726E+00	
9.28102E-04	6.43842E+00	
9.28137E-04	6.50711E+00	
9.28158E-04	6.55121E+00	
9.28173E-04	6.59263E+00	
9.28202E-04	6.68225E+00	
9.28208E-04	6.70268E+00	
9.28243E-04	6.84081E+00	
9.28247E-04	6.85637E+00	
9.28278E-04	7.01252E+00	
9.28291E-04	7.08077E+00	
9.28313E-04	7.21604E+00	
9.28329E-04	7.31814E+00	
9.28345E-04	7.43301E+00	
9.28361E-04	7.55334E+00	
9.28377E-04	7.68687E+00	
9.28393E-04	7.82648E+00	
9.28409E-04	7.98099E+00	
9.28425E-04	8.14227E+00	
9.28441E-04	8.32035E+00	
9.28457E-04	8.50598E+00	
9.28472E-04	8.71056E+00	
9.28488E-04	8.92356E+00	
9.28504E-04	9.15788E+00	
9.28520E-04	9.40158E+00	
9.28536E-04	9.66925E+00	
9.28552E-04	9.94734E+00	
9.28568E-04	1.02487E+01	
9.28576E-04	1.04052E+01	
9.28600E-04	1.09076E+01	
9.28624E-04	1.14651E+01	
9.28632E-04	1.16638E+01	
9.28648E-04	1.20755E+01	
9.28664E-04	1.25152E+01	
9.28672E-04	1.27418E+01	
9.28687E-04	1.32254E+01	
9.28695E-04	1.34735E+01	
9.28711E-04	1.40023E+01	
9.28719E-04	1.42735E+01	
9.28735E-04	1.48510E+01	
9.28743E-04	1.51470E+01	
9.28759E-04	1.57767E+01	
9.28767E-04	1.60993E+01	
9.28783E-04	1.67850E+01	
9.28791E-04	1.71361E+01	
9.28807E-04	1.78815E+01	
9.28815E-04	1.82632E+01	
9.28832E-04	1.91217E+01	
9.28841E-04	1.95858E+01	
9.28858E-04	2.05744E+01	
9.28867E-04	2.10811E+01	
9.28885E-04	2.21601E+01	
9.28894E-04	2.27127E+01	
9.28912E-04	2.38879E+01	
9.28921E-04	2.44895E+01	
9.28938E-04	2.57666E+01	
9.28947E-04	2.64198E+01	
9.28965E-04	2.78045E+01	
9.28974E-04	2.85124E+01	
9.28992E-04	3.00104E+01	
9.29001E-04	3.07755E+01	
9.29018E-04	3.23922E+01	
9.29027E-04	3.32173E+01	
9.29045E-04	3.49579E+01	
9.29054E-04	3.58455E+01	
9.29072E-04	3.77147E+01	
9.29081E-04	3.86673E+01	
9.29098E-04	4.06695E+01	
9.29107E-04	4.16880E+01	
9.29122E-04	4.34689E+01	
9.29134E-04	4.49188E+01	
9.29152E-04	4.71960E+01	
9.29161E-04	4.83558E+01	
9.29181E-04	5.11841E+01	
9.29187E-04	5.20065E+01	
9.29211E-04	5.54372E+01	
9.29214E-04	5.58732E+01	
9.29241E-04	5.99971E+01	
9.29254E-04	6.20991E+01	
9.29285E-04	6.72822E+01	
9.29294E-04	6.87944E+01	
9.29321E-04	7.35262E+01	
9.29329E-04	7.51652E+01	
9.29359E-04	8.07174E+01	
9.29365E-04	8.18740E+01	
9.29398E-04	8.83226E+01	
9.29406E-04	9.01597E+01	
9.29455E-04	1.00417E+02	
9.29469E-04	1.03341E+02	
9.29523E-04	1.15431E+02	
9.29541E-04	1.19561E+02	
9.29654E-04	1.45796E+02	
9.29708E-04	1.58169E+02	
9.29747E-04	1.66996E+02	
9.29776E-04	1.73116E+02	
9.29809E-04	1.80088E+02	
9.29837E-04	1.85683E+02	
9.29866E-04	1.91098E+02	
9.29894E-04	1.96064E+02	
9.29915E-04	1.99640E+02	
9.29944E-04	2.03930E+02	
9.29960E-04	2.06315E+02	
9.29989E-04	2.09847E+02	
9.30012E-04	2.12619E+02	
9.30031E-04	2.14418E+02	
9.30060E-04	2.16905E+02	
9.30074E-04	2.17823E+02	
9.30109E-04	2.19783E+02	
9.30115E-04	2.20004E+02	
9.30152E-04	2.20987E+02	
9.30154E-04	2.21018E+02	
9.30172E-04	2.21069E+02	
9.30200E-04	2.20658E+02	
9.30222E-04	2.20156E+02	
9.30245E-04	2.19102E+02	
9.30268E-04	2.17813E+02	
9.30287E-04	2.16380E+02	
9.30311E-04	2.14425E+02	
9.30330E-04	2.12469E+02	
9.30361E-04	2.09090E+02	
9.30375E-04	2.07231E+02	
9.30415E-04	2.01712E+02	
9.30425E-04	2.00227E+02	
9.30475E-04	1.92141E+02	
9.30482E-04	1.90865E+02	
9.30539E-04	1.80383E+02	
9.30548E-04	1.78513E+02	
9.30613E-04	1.65469E+02	
9.30719E-04	1.43698E+02	
9.30766E-04	1.34061E+02	
9.30814E-04	1.24944E+02	
9.30828E-04	1.22161E+02	
9.30861E-04	1.16322E+02	
9.30870E-04	1.14770E+02	
9.30897E-04	1.10352E+02	
9.30911E-04	1.07968E+02	
9.30938E-04	1.03951E+02	
9.30953E-04	1.01791E+02	
9.30968E-04	9.97994E+01	
9.30994E-04	9.63276E+01	
9.30997E-04	9.59738E+01	
9.31025E-04	9.27354E+01	
9.31027E-04	9.25794E+01	
9.31057E-04	8.95914E+01	
9.31086E-04	8.70359E+01	
9.31088E-04	8.69158E+01	
9.31118E-04	8.47324E+01	
9.31123E-04	8.44449E+01	
9.31131E-04	8.40216E+01	
9.31149E-04	8.30292E+01	
9.31169E-04	8.21624E+01	
9.31180E-04	8.17608E+01	
9.31205E-04	8.10658E+01	
9.31210E-04	8.09475E+01	
9.31241E-04	8.05789E+01	
9.31242E-04	8.05772E+01	
9.31271E-04	8.06650E+01	
9.31279E-04	8.07600E+01	
9.31306E-04	8.12542E+01	
9.31315E-04	8.15179E+01	
9.31340E-04	8.23054E+01	
9.31341E-04	8.23383E+01	
9.31371E-04	8.36865E+01	
9.31389E-04	8.46643E+01	
9.31401E-04	8.53274E+01	
9.31438E-04	8.78150E+01	
9.31448E-04	8.85432E+01	
9.31473E-04	9.05375E+01	
9.31506E-04	9.34260E+01	
9.31526E-04	9.51724E+01	
9.31577E-04	1.00120E+02	
9.31641E-04	1.06796E+02	
9.31656E-04	1.08418E+02	
9.31719E-04	1.14904E+02	
9.31780E-04	1.20956E+02	
9.31792E-04	1.22128E+02	
9.31830E-04	1.25414E+02	
9.31858E-04	1.27708E+02	
9.31880E-04	1.29318E+02	
9.31914E-04	1.31618E+02	
9.31927E-04	1.32342E+02	
9.31964E-04	1.34250E+02	
9.31974E-04	1.34642E+02	
9.32007E-04	1.35791E+02	
9.32013E-04	1.35951E+02	
9.32052E-04	1.36685E+02	
9.32057E-04	1.36738E+02	
9.32087E-04	1.36830E+02	
9.32093E-04	1.36801E+02	
9.32124E-04	1.36451E+02	
9.32130E-04	1.36315E+02	
9.32168E-04	1.35282E+02	
9.32175E-04	1.35018E+02	
9.32211E-04	1.33414E+02	
9.32218E-04	1.33092E+02	
9.32264E-04	1.30212E+02	
9.32311E-04	1.26638E+02	
9.32364E-04	1.21636E+02	
9.32370E-04	1.21100E+02	
9.32425E-04	1.15232E+02	
9.32430E-04	1.14601E+02	
9.32491E-04	1.07334E+02	
9.32507E-04	1.05363E+02	
9.32569E-04	9.73868E+01	
9.32649E-04	8.68422E+01	
9.32715E-04	7.83705E+01	
9.32765E-04	7.20573E+01	
9.32766E-04	7.19371E+01	
9.32804E-04	6.73545E+01	
9.32842E-04	6.28660E+01	
9.32845E-04	6.24723E+01	
9.32880E-04	5.86508E+01	
9.32910E-04	5.54538E+01	
9.32921E-04	5.42505E+01	
9.32954E-04	5.10301E+01	
9.32958E-04	5.06016E+01	
9.32986E-04	4.80084E+01	
9.33006E-04	4.61470E+01	
9.33018E-04	4.51313E+01	
9.33046E-04	4.27849E+01	
9.33050E-04	4.24323E+01	
9.33083E-04	3.99209E+01	
9.33093E-04	3.91420E+01	
9.33107E-04	3.81456E+01	
9.33131E-04	3.64544E+01	
9.33140E-04	3.58534E+01	
9.33155E-04	3.48665E+01	
9.33185E-04	3.29910E+01	
9.33187E-04	3.29018E+01	
9.33207E-04	3.17358E+01	
9.33229E-04	3.05143E+01	
9.33234E-04	3.02753E+01	
9.33251E-04	2.93860E+01	
9.33273E-04	2.82999E+01	
9.33280E-04	2.79459E+01	
9.33295E-04	2.72894E+01	
9.33317E-04	2.63277E+01	
9.33327E-04	2.58890E+01	
9.33339E-04	2.54255E+01	
9.33361E-04	2.45770E+01	
9.33374E-04	2.40796E+01	
9.33383E-04	2.37745E+01	
9.33405E-04	2.30301E+01	
9.33425E-04	2.23837E+01	
9.33427E-04	2.23082E+01	
9.33449E-04	2.16450E+01	
9.33451E-04	2.15730E+01	
9.33471E-04	2.10369E+01	
9.33493E-04	2.04478E+01	
9.33505E-04	2.01278E+01	
9.33515E-04	1.98955E+01	
9.33541E-04	1.93011E+01	
9.33559E-04	1.88873E+01	
9.33566E-04	1.87372E+01	
9.33592E-04	1.82256E+01	
9.33613E-04	1.78216E+01	
9.33618E-04	1.77353E+01	
