MeV	"I-127(N,TOT)"	
2.21257E-03	4.5839	
2.21264E-03	4.586	
2.21270E-03	4.58924	
2.21276E-03	4.59372	
2.21283E-03	4.59953	
2.21289E-03	4.60676	
2.21295E-03	4.6155	
2.21297E-03	4.61823	
2.21302E-03	4.62728	
2.21306E-03	4.63694	
2.21311E-03	4.64751	
2.21318E-03	4.6651	
2.21325E-03	4.68482	
2.21332E-03	4.70668	
2.21339E-03	4.73064	
2.21345E-03	4.75666	
2.21352E-03	4.78464	
2.21362E-03	4.82474	
2.21373E-03	4.87867	
2.21388E-03	4.95217	
2.21412E-03	5.07638	
2.21426E-03	5.14126	
2.21435E-03	5.17668	
2.21442E-03	5.2052	
2.21445E-03	5.2141	
2.21451E-03	5.23359	
2.21460E-03	5.25536	
2.21469E-03	5.27127	
2.21477E-03	5.27898	
2.21485E-03	5.28054	
2.21489E-03	5.27907	
2.21497E-03	5.27108	
2.21506E-03	5.2547	
2.21513E-03	5.23744	
2.21519E-03	5.2174	
2.21527E-03	5.18594	
2.21535E-03	5.15092	
2.21545E-03	5.1008	
2.21554E-03	5.04807	
2.21564E-03	4.99148	
2.21581E-03	4.88219	
2.21602E-03	4.74262	
2.21612E-03	4.6832	
2.21622E-03	4.62628	
2.21628E-03	4.59003	
2.21634E-03	4.55531	
2.21640E-03	4.52303	
2.21646E-03	4.49315	
2.21652E-03	4.46487	
2.21659E-03	4.43819	
2.21665E-03	4.41313	
2.21671E-03	4.38967	
2.21677E-03	4.36777	
2.21681E-03	4.35235	
2.21686E-03	4.33775	
2.21690E-03	4.32396	
2.21695E-03	4.31093	
2.21699E-03	4.29865	
2.21703E-03	4.28789	
2.21704E-03	4.28711	
2.21708E-03	4.27661	
2.21713E-03	4.26675	
2.21717E-03	4.25749	
2.21722E-03	4.24879	
2.21726E-03	4.24063	
2.21731E-03	4.23296	
2.21734E-03	4.22811	
2.21739E-03	4.22038	
2.21744E-03	4.21315	
2.21749E-03	4.20639	
2.21754E-03	4.20005	
2.21759E-03	4.19409	
2.21764E-03	4.18848	
2.21770E-03	4.18319	
2.21775E-03	4.17817	
2.21780E-03	4.17341	
2.21785E-03	4.16887	
2.21792E-03	4.16243	
2.21800E-03	4.15636	
2.21808E-03	4.15061	
2.21815E-03	4.14511	
2.21823E-03	4.13983	
2.21831E-03	4.13471	
2.21841E-03	4.12811	
2.21851E-03	4.1217	
2.21866E-03	4.11234	
2.21876E-03	4.10622	
2.21897E-03	4.09419	
2.21917E-03	4.08237	
2.21927E-03	4.07689	
2.21958E-03	4.06066	
2.21998E-03	4.03923	
2.22039E-03	4.01798	
2.22089E-03	3.99194	
2.22119E-03	3.97654	
2.22179E-03	3.9459	
2.22238E-03	3.91549	
2.22298E-03	3.88528	
2.22342E-03	3.86325	
2.22386E-03	3.84135	
2.22429E-03	3.81959	
2.22473E-03	3.79799	
2.22487E-03	3.79139	
2.22517E-03	3.77363	
2.22550E-03	3.75452	
2.22583E-03	3.73556	
2.22616E-03	3.71678	
2.22649E-03	3.69823	
2.22676E-03	3.68317	
2.22703E-03	3.66379	
2.22723E-03	3.64944	
2.22743E-03	3.63527	
2.22763E-03	3.62132	
2.22784E-03	3.60766	
2.22797E-03	3.59874	
2.22802E-03	3.59546	
2.22811E-03	3.58801	
2.22824E-03	3.57633	
2.22838E-03	3.56495	
2.22848E-03	3.55666	
2.22858E-03	3.54864	
2.22868E-03	3.54082	
2.22875E-03	3.53566	
2.22878E-03	3.53379	
2.22883E-03	3.52963	
2.22890E-03	3.52321	
2.22897E-03	3.51719	
2.22904E-03	3.51165	
2.22910E-03	3.50787	
2.22915E-03	3.50447	
2.22920E-03	3.5015	
2.22926E-03	3.49904	
2.22931E-03	3.49717	
2.22936E-03	3.49596	
2.22942E-03	3.49553	
2.22945E-03	3.49573	
2.22949E-03	3.49637	
2.22953E-03	3.49748	
2.22956E-03	3.49911	
2.22960E-03	3.50131	
2.22963E-03	3.50413	
2.22967E-03	3.50763	
2.22971E-03	3.51186	
2.22974E-03	3.51689	
2.22978E-03	3.52279	
2.22982E-03	3.53029	
2.22986E-03	3.53976	
2.22990E-03	3.5508	
2.22994E-03	3.56355	
2.22995E-03	3.56501	
2.22999E-03	3.58058	
2.23003E-03	3.59991	
2.23007E-03	3.62144	
2.23011E-03	3.64536	
2.23015E-03	3.67186	
2.23020E-03	3.70114	
2.23022E-03	3.72051	
2.23024E-03	3.73432	
2.23028E-03	3.77448	
2.23032E-03	3.81835	
2.23037E-03	3.86588	
2.23041E-03	3.91733	
2.23045E-03	3.97292	
2.23049E-03	4.03118	
2.23052E-03	4.08662	
2.23056E-03	4.14511	
2.23061E-03	4.23886	
2.23066E-03	4.34708	
2.23071E-03	4.46385	
2.23075E-03	4.57851	
2.23076E-03	4.58957	
2.23081E-03	4.73095	
2.23086E-03	4.88129	
2.23091E-03	5.04805	
2.23096E-03	5.22449	
2.23097E-03	5.2555	
2.23101E-03	5.41742	
2.23107E-03	5.6738	
2.23108E-03	5.68288	
2.23114E-03	5.95667	
2.23120E-03	6.2347	
2.23126E-03	6.58112	
2.23132E-03	6.89956	
2.23135E-03	7.04159	
2.23145E-03	7.63791	
2.23155E-03	8.27919	
2.23156E-03	8.3414	
2.23167E-03	9.08486	
2.23176E-03	9.69549	
2.23186E-03	10.4101	
2.23193E-03	10.851	
2.23204E-03	11.6285	
2.23215E-03	12.2653	
2.23219E-03	12.5025	
2.23223E-03	12.7332	
2.23230E-03	13.1234	
2.23237E-03	13.4676	
2.23239E-03	13.5174	
2.23245E-03	13.7728	
2.23252E-03	13.9975	
2.23253E-03	14.0309	
2.23261E-03	14.2233	
2.23265E-03	14.2955	
2.23269E-03	14.3585	
2.23270E-03	14.3689	
2.23277E-03	14.4145	
2.23278E-03	14.4172	
2.23285E-03	14.3976	
2.23287E-03	14.3749	
2.23291E-03	14.3265	
2.23299E-03	14.1815	
2.23300E-03	14.1698	
2.23303E-03	14.0785	
2.23308E-03	13.951	
2.23316E-03	13.6698	
2.23317E-03	13.6178	
2.23326E-03	13.219	
2.23329E-03	13.0727	
2.23336E-03	12.7245	
2.23343E-03	12.3512	
2.23348E-03	12.0625	
2.23355E-03	11.6051	
2.23368E-03	10.82	
2.23369E-03	10.7382	
2.23385E-03	9.71735	
2.23397E-03	8.99398	
2.23398E-03	8.89298	
2.23405E-03	8.48867	
2.23414E-03	8.00471	
2.23420E-03	7.65727	
2.23424E-03	7.45769	
2.23427E-03	7.30089	
2.23433E-03	6.99172	
2.23439E-03	6.69745	
2.23440E-03	6.68342	
2.23444E-03	6.49296	
2.23449E-03	6.29723	
2.23454E-03	6.10978	
2.23455E-03	6.06193	
2.23458E-03	5.93579	
2.23463E-03	5.77167	
2.23468E-03	5.61524	
2.23470E-03	5.54566	
2.23473E-03	5.47017	
2.23477E-03	5.35026	
2.23481E-03	5.23576	
2.23485E-03	5.12644	
2.23490E-03	5.02846	
2.23494E-03	4.93519	
2.23498E-03	4.84641	
2.23501E-03	4.77879	
2.23502E-03	4.76306	
2.23506E-03	4.68849	
2.23511E-03	4.61768	
2.23515E-03	4.55042	
2.23518E-03	4.49927	
2.23519E-03	4.48751	
2.23523E-03	4.4318	
2.23528E-03	4.379	
2.23532E-03	4.32892	
2.23535E-03	4.29088	
2.23536E-03	4.28234	
2.23540E-03	4.24203	
2.23544E-03	4.2051	
2.23548E-03	4.17008	
2.23552E-03	4.13683	
2.23557E-03	4.10524	
2.23560E-03	4.07635	
2.23561E-03	4.07534	
2.23565E-03	4.05068	
2.23569E-03	4.02736	
2.23573E-03	4.00533	
2.23577E-03	3.9845	
2.23581E-03	3.96482	
2.23585E-03	3.94624	
2.23589E-03	3.93144	
2.23593E-03	3.9179	
2.23597E-03	3.90537	
2.23599E-03	3.89948	
2.23604E-03	3.88846	
2.23607E-03	3.87991	
2.23611E-03	3.87043	
2.23615E-03	3.86207	
2.23620E-03	3.85486	
2.23623E-03	3.85026	
2.23624E-03	3.84943	
2.23628E-03	3.84717	
2.23632E-03	3.84624	
2.23637E-03	3.84672	
2.23641E-03	3.84872	
2.23645E-03	3.85232	
2.23649E-03	3.85764	
2.23654E-03	3.86481	
2.23658E-03	3.87396	
2.23660E-03	3.88085	
2.23662E-03	3.88634	
2.23666E-03	3.90273	
2.23671E-03	3.92156	
2.23675E-03	3.943	
2.23679E-03	3.96723	
2.23683E-03	3.99444	
2.23687E-03	4.02481	
2.23692E-03	4.05855	
2.23693E-03	4.06978	
2.23696E-03	4.09862	
2.23700E-03	4.13775	
2.23703E-03	4.17989	
2.23707E-03	4.22518	
2.23711E-03	4.27375	
2.23714E-03	4.32573	
2.23717E-03	4.37013	
2.23718E-03	4.38213	
2.23722E-03	4.44571	
2.23726E-03	4.51305	
2.23731E-03	4.6214	
2.23737E-03	4.73881	
2.23740E-03	4.80643	
2.23742E-03	4.86873	
2.23748E-03	5.01181	
2.23753E-03	5.16459	
2.23754E-03	5.17535	
2.23758E-03	5.29838	
2.23763E-03	5.46283	
2.23768E-03	5.62329	
2.23776E-03	5.92016	
2.23782E-03	6.14986	
2.23784E-03	6.22409	
2.23791E-03	6.55178	
2.23797E-03	6.77992	
2.23800E-03	6.93099	
2.23811E-03	7.47326	
2.23813E-03	7.56316	
2.23829E-03	8.35398	
2.23839E-03	8.84434	
2.23852E-03	9.47655	
2.23857E-03	9.72188	
2.23862E-03	9.96825	
2.23871E-03	10.3468	
2.23879E-03	10.6568	
2.23886E-03	10.8944	
2.23887E-03	10.9286	
2.23893E-03	11.1118	
2.23902E-03	11.3122	
2.23908E-03	11.4306	
2.23909E-03	11.4552	
2.23917E-03	11.546	
2.23921E-03	11.5792	
2.23925E-03	11.5929	
2.23930E-03	11.597	
2.23938E-03	11.5539	
2.23942E-03	11.5137	
2.23946E-03	11.4622	
2.23953E-03	11.3406	
2.23958E-03	11.2282	
2.23961E-03	11.1579	
2.23969E-03	10.9165	
2.23975E-03	10.6993	
2.23978E-03	10.6154	
2.23988E-03	10.2065	
2.23992E-03	10.0589	
2.24002E-03	9.62594	
2.24008E-03	9.32174	
2.24028E-03	8.36875	
2.24033E-03	8.10549	
2.24045E-03	7.56928	
2.24055E-03	7.10732	
2.24063E-03	6.75613	
2.24069E-03	6.5048	
2.24076E-03	6.21496	
2.24081E-03	6.04992	
2.24082E-03	6.00942	
2.24088E-03	5.81666	
2.24093E-03	5.63364	
2.24099E-03	5.46034	
2.24104E-03	5.2966	
2.24110E-03	5.14223	
2.24111E-03	5.12287	
2.24115E-03	5.00211	
2.24121E-03	4.87158	
2.24125E-03	4.78925	
2.24130E-03	4.68386	
2.24133E-03	4.62103	
2.24137E-03	4.53718	
2.24141E-03	4.47083	
2.24145E-03	4.40782	
2.24149E-03	4.34801	
2.24153E-03	4.29123	
2.24157E-03	4.23733	
2.24160E-03	4.1921	
2.24161E-03	4.18659	
2.24165E-03	4.14191	
2.24168E-03	4.09963	
2.24172E-03	4.05964	
2.24176E-03	4.02176	
2.24180E-03	3.98589	
2.24184E-03	3.95187	
2.24188E-03	3.91959	
2.24190E-03	3.90007	
2.24192E-03	3.88996	
2.24196E-03	3.86364	
2.24200E-03	3.83871	
2.24203E-03	3.81507	
2.24207E-03	3.79263	
2.24211E-03	3.7713	
2.24215E-03	3.75175	
2.24219E-03	3.73058	
2.24220E-03	3.72444	
2.24223E-03	3.71201	
2.24228E-03	3.6951	
2.24231E-03	3.68431	
2.24236E-03	3.66382	
2.24242E-03	3.64466	
2.24248E-03	3.62669	
2.24253E-03	3.6098	
2.24259E-03	3.59392	
2.24265E-03	3.57897	
2.24270E-03	3.56491	
2.24276E-03	3.5517	
2.24282E-03	3.53934	
2.24287E-03	3.52783	
2.24290E-03	3.52211	
2.24293E-03	3.51765	
2.24299E-03	3.50891	
2.24304E-03	3.50118	
2.24310E-03	3.49438	
2.24316E-03	3.48885	
2.24322E-03	3.48475	
2.24327E-03	3.48225	
2.24332E-03	3.48157	
2.24336E-03	3.48201	
2.24337E-03	3.48224	
2.24341E-03	3.485	
2.24345E-03	3.48956	
2.24349E-03	3.49565	
2.24354E-03	3.50341	
2.24358E-03	3.51304	
2.24362E-03	3.52472	
2.24367E-03	3.53866	
2.24371E-03	3.55508	
2.24372E-03	3.55764	
2.24375E-03	3.57702	
2.24380E-03	3.60239	
2.24384E-03	3.63105	
2.24389E-03	3.6633	
2.24393E-03	3.70259	
2.24397E-03	3.74662	
2.24401E-03	3.78852	
2.24402E-03	3.80258	
2.24405E-03	3.83666	
2.24409E-03	3.88992	
2.24412E-03	3.94745	
2.24414E-03	3.96656	
2.24416E-03	4.01307	
2.24420E-03	4.0851	
2.24424E-03	4.1623	
2.24427E-03	4.24496	
2.24431E-03	4.33975	
2.24435E-03	4.44065	
2.24438E-03	4.52323	
2.24439E-03	4.54956	
2.24443E-03	4.67045	
2.24446E-03	4.79844	
2.24448E-03	4.87133	
2.24450E-03	4.9376	
2.24454E-03	5.08887	
2.24459E-03	5.29908	
2.24463E-03	5.49229	
2.24468E-03	5.75596	
2.24473E-03	6.04998	
2.24477E-03	6.25811	
2.24479E-03	6.36672	
2.24484E-03	6.71138	
2.24486E-03	6.83259	
2.24489E-03	7.0851	
2.24494E-03	7.48331	
2.24500E-03	7.9171	
2.24503E-03	8.22066	
2.24506E-03	8.45516	
2.24509E-03	8.75571	
2.24512E-03	9.03729	
2.24518E-03	9.65441	
2.24526E-03	10.5436	
2.24527E-03	10.709	
2.24532E-03	11.2545	
2.24537E-03	11.8208	
2.24542E-03	12.5045	
2.24546E-03	13.002	
2.24552E-03	13.8364	
2.24557E-03	14.407	
2.24570E-03	16.3556	
2.24588E-03	18.8445	
2.24593E-03	19.4814	
2.24600E-03	20.5007	
2.24611E-03	21.9407	
2.24614E-03	22.2758	
2.24619E-03	22.9059	
2.24627E-03	23.695	
2.24629E-03	23.8888	
2.24635E-03	24.4793	
2.24640E-03	24.8806	
2.24642E-03	25.0249	
2.24651E-03	25.6128	
2.24658E-03	25.9628	
2.24663E-03	26.1235	
2.24666E-03	26.2089	
2.24667E-03	26.229	
2.24673E-03	26.3043	
2.24674E-03	26.3133	
2.24681E-03	26.2764	
2.24682E-03	26.2577	
2.24689E-03	26.1071	
2.24693E-03	25.955	
2.24695E-03	25.8977	
2.24702E-03	25.5084	
2.24706E-03	25.2787	
2.24711E-03	24.9211	
2.24715E-03	24.603	
2.24720E-03	24.1588	
2.24727E-03	23.5103	
2.24729E-03	23.226	
2.24736E-03	22.5109	
2.24740E-03	22.0292	
2.24750E-03	20.8404	
2.24755E-03	20.1345	
2.24764E-03	19.054	
2.24782E-03	16.6816	
2.24787E-03	15.9783	
2.24792E-03	15.3772	
2.24802E-03	14.1157	
2.24805E-03	13.7679	
2.24810E-03	13.1505	
2.24816E-03	12.4575	
2.24820E-03	12.0758	
2.24822E-03	11.7964	
2.24828E-03	11.1704	
2.24834E-03	10.5711	
2.24840E-03	10.0938	
2.24845E-03	9.6364	
2.24846E-03	9.53906	
2.24850E-03	9.20978	
2.24855E-03	8.8057	
2.24858E-03	8.63447	
2.24861E-03	8.42863	
2.24866E-03	8.07646	
2.24869E-03	7.85338	
2.24871E-03	7.74674	
2.24875E-03	7.51787	
2.24880E-03	7.23471	
2.24881E-03	7.18836	
2.24884E-03	7.04177	
2.24888E-03	6.85896	
2.24891E-03	6.68355	
2.24893E-03	6.60583	
2.24895E-03	6.52045	
2.24899E-03	6.36859	
2.24903E-03	6.22315	
2.24905E-03	6.12669	
2.24907E-03	6.08647	
2.24910E-03	5.96156	
2.24914E-03	5.84211	
2.24918E-03	5.7366	
2.24922E-03	5.62648	
2.24925E-03	5.52912	
2.24929E-03	5.43602	
2.24930E-03	5.42232	
2.24933E-03	5.35318	
2.24937E-03	5.27523	
2.24940E-03	5.20632	
2.24944E-03	5.1402	
2.24946E-03	5.09785	
2.24947E-03	5.07883	
2.24951E-03	5.02419	
2.24954E-03	4.97179	
2.24958E-03	4.9215	
2.24961E-03	4.87315	
2.24964E-03	4.8421	
2.24965E-03	4.8283	
2.24968E-03	4.78854	
2.24972E-03	4.75034	
2.24976E-03	4.7016	
2.24981E-03	4.65515	
2.24986E-03	4.61651	
2.24990E-03	4.57971	
2.24995E-03	4.54456	
2.25000E-03	4.51088	
2.25004E-03	4.47851	
2.25009E-03	4.45186	
2.25014E-03	4.42311	
2.25020E-03	4.39252	
2.25026E-03	4.36316	
2.25027E-03	4.35467	
2.25032E-03	4.33818	
2.25037E-03	4.31553	
2.25043E-03	4.29368	
2.25049E-03	4.2725	
2.25055E-03	4.25192	
2.25064E-03	4.22199	
2.25067E-03	4.21039	
2.25072E-03	4.19583	
2.25081E-03	4.17234	
2.25090E-03	4.14947	
2.25095E-03	4.13606	
2.25098E-03	4.1285	
2.25109E-03	4.10579	
2.25119E-03	4.0854	
2.25134E-03	4.0555	
2.25149E-03	4.02629	
2.25151E-03	4.02236	
2.25164E-03	4.00235	
2.25178E-03	3.97963	
2.25193E-03	3.95728	
2.25213E-03	3.928	
2.25224E-03	3.9119	
2.25233E-03	3.90137	
2.25252E-03	3.87791	
2.25276E-03	3.85008	
2.25297E-03	3.82598	
2.25318E-03	3.80622	
2.25346E-03	3.78024	
2.25374E-03	3.75461	
2.25402E-03	3.72928	
2.25420E-03	3.71277	
2.25430E-03	3.70564	
2.25458E-03	3.68495	
2.25486E-03	3.66446	
2.25517E-03	3.64144	
2.25549E-03	3.61861	
2.25569E-03	3.60445	
2.25580E-03	3.59725	
2.25612E-03	3.57821	
2.25644E-03	3.55931	
2.25675E-03	3.54057	
2.25715E-03	3.51734	
2.25727E-03	3.51042	
2.25754E-03	3.4948	
2.25784E-03	3.47747	
2.25814E-03	3.46038	
2.25837E-03	3.44779	
2.25852E-03	3.43958	
2.25867E-03	3.43158	
2.25878E-03	3.42578	
2.25889E-03	3.42023	
2.25897E-03	3.4167	
2.25905E-03	3.41335	
2.25912E-03	3.41023	
2.25918E-03	3.40814	
2.25920E-03	3.40755	
2.25927E-03	3.40569	
2.25933E-03	3.40456	
2.25938E-03	3.40368	
2.25944E-03	3.40311	
2.25950E-03	3.40288	
2.25955E-03	3.40304	
2.25961E-03	3.40365	
2.25967E-03	3.40477	
2.25970E-03	3.40583	
2.25974E-03	3.40717	
2.25978E-03	3.40881	
2.25983E-03	3.41147	
2.25988E-03	3.4145	
2.25992E-03	3.41811	
2.25997E-03	3.42236	
2.26001E-03	3.42731	
2.26006E-03	3.433	
2.26011E-03	3.4395	
2.26015E-03	3.44687	
2.26020E-03	3.45517	
2.26025E-03	3.46447	
2.26029E-03	3.47482	
2.26034E-03	3.48629	
2.26039E-03	3.49895	
2.26043E-03	3.51285	
2.26048E-03	3.52805	
2.26052E-03	3.54462	
2.26053E-03	3.54557	
2.26057E-03	3.56354	
2.26062E-03	3.58397	
2.26066E-03	3.6059	
2.26071E-03	3.62938	
2.26077E-03	3.66312	
2.26083E-03	3.70119	
2.26090E-03	3.74287	
2.26096E-03	3.78767	
2.26101E-03	3.82327	
2.26108E-03	3.87332	
2.26114E-03	3.92613	
2.26124E-03	4.01005	
2.26134E-03	4.10471	
2.26154E-03	4.29074	
2.26172E-03	4.46389	
2.26182E-03	4.55733	
2.26194E-03	4.65353	
2.26203E-03	4.71953	
2.26213E-03	4.77747	
2.26220E-03	4.81603	
2.26224E-03	4.83004	
2.26229E-03	4.84854	
2.26237E-03	4.86585	
2.26245E-03	4.87262	
2.26250E-03	4.87151	
2.26258E-03	4.86032	
2.26266E-03	4.8404	
2.26273E-03	4.81477	
2.26279E-03	4.78526	
2.26284E-03	4.75232	
2.26286E-03	4.73956	
2.26296E-03	4.67147	
2.26305E-03	4.59715	
2.26316E-03	4.49372	
2.26326E-03	4.39284	
2.26343E-03	4.21003	
2.26364E-03	3.97901	
2.26374E-03	3.8779	
2.26384E-03	3.78127	
2.26390E-03	3.71987	
2.26397E-03	3.66118	
2.26403E-03	3.60541	
2.26410E-03	3.55266	
2.26416E-03	3.50302	
2.26421E-03	3.46576	
2.26422E-03	3.45917	
2.26428E-03	3.41909	
2.26433E-03	3.39085	
2.26438E-03	3.36413	
2.26442E-03	3.3389	
2.26447E-03	3.31513	
2.26451E-03	3.29276	
2.26456E-03	3.27175	
2.26461E-03	3.25203	
2.26465E-03	3.23356	
2.26470E-03	3.21626	
2.26475E-03	3.20009	
2.26479E-03	3.18497	
2.26484E-03	3.17085	
2.26488E-03	3.15766	
2.26493E-03	3.14535	
2.26498E-03	3.13384	
2.26502E-03	3.12309	
2.26507E-03	3.11304	
2.26511E-03	3.10363	
2.26516E-03	3.09447	
2.26521E-03	3.08526	
2.26526E-03	3.07666	
2.26529E-03	3.0719	
2.26532E-03	3.06867	
2.26537E-03	3.06125	
2.26542E-03	3.05428	
2.26547E-03	3.0477	
2.26552E-03	3.04147	
2.26556E-03	3.0375	
2.26562E-03	3.02992	
2.26569E-03	3.02278	
2.26577E-03	3.0149	
2.26585E-03	3.00742	
2.26593E-03	3.00028	
2.26601E-03	2.9934	
2.26614E-03	2.98348	
2.26626E-03	2.97392	
2.26642E-03	2.96156	
2.26650E-03	2.9555	
2.26674E-03	2.93766	
2.26698E-03	2.92016	
2.26711E-03	2.91081	
2.26730E-03	2.8952	
2.26762E-03	2.86918	
2.26794E-03	2.84344	
2.26826E-03	2.81796	
2.26840E-03	2.80718	
2.26861E-03	2.78843	
2.26895E-03	2.7575	
2.26929E-03	2.72692	
2.26964E-03	2.69671	
2.26977E-03	2.6848	
2.26998E-03	2.664	
2.27032E-03	2.62981	
2.27067E-03	2.59615	
2.27081E-03	2.58294	
2.27101E-03	2.56009	
2.27137E-03	2.52087	
2.27161E-03	2.49523	
2.27184E-03	2.47186	
2.27185E-03	2.46978	
2.27209E-03	2.44119	
2.27233E-03	2.4132	
2.27257E-03	2.38587	
2.27281E-03	2.35931	
2.27287E-03	2.3538	
2.27303E-03	2.33398	
2.27322E-03	2.3117	
2.27341E-03	2.29011	
2.27360E-03	2.26932	
2.27379E-03	2.24943	
2.27397E-03	2.23056	
2.27416E-03	2.21288	
2.27435E-03	2.19657	
2.27452E-03	2.18312	
2.27468E-03	2.17232	
2.27475E-03	2.16816	
2.27483E-03	2.16482	
2.27499E-03	2.16046	
2.27507E-03	2.15911	
2.27514E-03	2.15996	
2.27526E-03	2.16286	
2.27532E-03	2.16512	
2.27537E-03	2.16958	
2.27549E-03	2.18052	
2.27556E-03	2.18865	
2.27561E-03	2.1955	
2.27568E-03	2.20909	
2.27569E-03	2.2095	
2.27580E-03	2.23661	
2.27581E-03	2.23913	
2.27591E-03	2.27354	
2.27593E-03	2.27922	
2.27600E-03	2.30945	
2.27605E-03	2.33243	
2.27609E-03	2.35262	
2.27617E-03	2.40249	
2.27625E-03	2.46154	
2.27626E-03	2.46824	
2.27633E-03	2.53241	
2.27634E-03	2.54659	
2.27641E-03	2.61736	
2.27643E-03	2.64178	
2.27649E-03	2.71912	
2.27652E-03	2.75677	
2.27656E-03	2.81583	
2.27657E-03	2.84699	
2.27663E-03	2.94653	
2.27665E-03	2.97481	
2.27671E-03	3.10054	
2.27676E-03	3.21899	
2.27677E-03	3.25861	
2.27681E-03	3.35101	
2.27684E-03	3.4335	
2.27686E-03	3.49807	
2.27690E-03	3.63326	
2.27691E-03	3.66174	
2.27696E-03	3.84431	
2.27701E-03	4.04827	
2.27702E-03	4.12696	
2.27706E-03	4.27484	
2.27709E-03	4.42794	
2.27711E-03	4.52625	
2.27715E-03	4.76993	
2.27716E-03	4.80489	
2.27721E-03	5.11457	
2.27726E-03	5.45824	
2.27728E-03	5.6082	
2.27731E-03	5.83732	
2.27733E-03	6.01486	
2.27735E-03	6.18803	
2.27738E-03	6.46742	
2.27740E-03	6.65761	
2.27743E-03	6.96641	
2.27745E-03	7.17645	
2.27748E-03	7.51694	
2.27750E-03	7.74849	
2.27753E-03	8.1235	
2.27756E-03	8.3783	
2.27759E-03	8.79026	
2.27761E-03	9.07012	
2.27764E-03	9.52208	
2.27766E-03	9.82885	
2.27769E-03	10.3234	
2.27771E-03	10.6589	
2.27774E-03	11.1992	
2.27776E-03	11.5655	
2.27779E-03	12.154	
2.27781E-03	12.5537	
2.27785E-03	13.4084	
2.27786E-03	13.6261	
2.27791E-03	14.628	
2.27796E-03	15.961	
2.27802E-03	17.4072	
2.27807E-03	18.9716	
2.27813E-03	20.6588	
2.27818E-03	22.4728	
2.27824E-03	24.4171	
2.27829E-03	26.4967	
2.27830E-03	26.9088	
2.27836E-03	28.9974	
2.27838E-03	30.0302	
2.27842E-03	31.9745	
2.27846E-03	33.3991	
2.27849E-03	35.1615	
2.27853E-03	37.0185	
2.27856E-03	38.5544	
2.27861E-03	40.9514	
2.27863E-03	42.0715	
2.27869E-03	45.1968	
2.27870E-03	45.6917	
2.27879E-03	51.4175	
2.27880E-03	52.0014	
2.27891E-03	58.6519	
2.27897E-03	62.2428	
2.27907E-03	68.6518	
2.27921E-03	77.879	
2.27932E-03	84.9076	
2.27935E-03	86.9175	
2.27946E-03	93.5056	
2.27949E-03	94.7372	
2.27956E-03	98.801	
2.27959E-03	100.471	
2.27965E-03	103.318	
2.27968E-03	104.793	
2.27973E-03	106.941	
2.27977E-03	108.32	
2.27981E-03	109.851	
2.27986E-03	111.431	
2.27989E-03	112.303	
2.27996E-03	114.106	
2.27998E-03	114.386	
2.28004E-03	115.421	
2.28005E-03	115.652	
2.28008E-03	115.889	
2.28013E-03	116.313	
2.28015E-03	116.351	
2.28020E-03	116.387	
2.28024E-03	116.218	
2.28027E-03	115.984	
2.28031E-03	115.516	
2.28035E-03	114.99	
2.28041E-03	113.809	
2.28043E-03	113.461	
2.28050E-03	111.409	
2.28051E-03	111.232	
2.28059E-03	108.653	
2.28062E-03	107.375	
2.28067E-03	105.171	
2.28074E-03	102.197	
2.28077E-03	100.673	
2.28087E-03	95.6475	
2.28088E-03	95.0801	
2.28099E-03	89.0048	
2.28104E-03	86.4438	
2.28120E-03	76.799	
2.28130E-03	70.8896	
2.28142E-03	64.1857	
2.28153E-03	57.9535	
2.28154E-03	57.1023	
2.28162E-03	53.2088	
2.28165E-03	51.6889	
2.28171E-03	48.717	
2.28175E-03	46.6224	
2.28178E-03	45.0473	
2.28185E-03	41.9408	
2.28187E-03	41.355	
2.28192E-03	39.042	
2.28198E-03	36.8694	
2.28199E-03	36.3322	
2.28203E-03	34.8079	
2.28206E-03	33.8035	
2.28209E-03	32.8567	
2.28213E-03	31.4537	
2.28214E-03	31.0142	
2.28220E-03	29.2799	
2.28225E-03	27.574	
2.28226E-03	27.2773	
2.28231E-03	26.1685	
2.28233E-03	25.4386	
2.28236E-03	24.8436	
2.28240E-03	23.7534	
2.28241E-03	23.5975	
2.28246E-03	22.4438	
2.28247E-03	22.2163	
2.28251E-03	21.3722	
2.28254E-03	20.8171	
2.28256E-03	20.3676	
2.28261E-03	19.5448	
2.28262E-03	19.428	
2.28267E-03	18.5645	
2.28268E-03	18.3586	
2.28272E-03	17.7652	
2.28275E-03	17.2895	
2.28277E-03	17.0061	
2.28282E-03	16.3259	
2.28288E-03	15.6589	
2.28289E-03	15.4626	
2.28293E-03	15.065	
2.28296E-03	14.6879	
2.28298E-03	14.5131	
2.28303E-03	14.0023	
2.28308E-03	13.5744	
2.28314E-03	13.1223	
2.28318E-03	12.8272	
2.28319E-03	12.7265	
2.28324E-03	12.3732	
2.28327E-03	12.192	
2.28329E-03	12.0479	
2.28335E-03	11.7526	
2.28336E-03	11.6585	
2.28340E-03	11.4895	
2.28345E-03	11.2582	
2.28350E-03	11.044	
2.28353E-03	10.932	
2.28356E-03	10.8612	
2.28361E-03	10.7116	
2.28362E-03	10.6751	
2.28366E-03	10.59	
2.28370E-03	10.4878	
2.28371E-03	10.4851	
2.28376E-03	10.4144	
