E(MeV)	Sr-88
6.55254E-05	7.25356E+00
7.07757E-05	7.25319E+00
7.69821E-05	7.25275E+00
8.43193E-05	7.25223E+00
9.10754E-05	7.25175E+00
9.90620E-05	7.25118E+00
1.07749E-04	7.25057E+00
1.18851E-04	7.24979E+00
1.31097E-04	7.24893E+00
1.41594E-04	7.24819E+00
1.54011E-04	7.24731E+00
1.67516E-04	7.24636E+00
1.82206E-04	7.24533E+00
1.98184E-04	7.24421E+00
2.15563E-04	7.24299E+00
2.37774E-04	7.24143E+00
2.62274E-04	7.23971E+00
2.83289E-04	7.23824E+00
3.08131E-04	7.23650E+00
3.35151E-04	7.23461E+00
3.64479E-04	7.23255E+00
3.96440E-04	7.23031E+00
4.34225E-04	7.22766E+00
4.77762E-04	7.22462E+00
5.12428E-04	7.22219E+00
5.56795E-04	7.21908E+00
6.12472E-04	7.21518E+00
6.70880E-04	7.21110E+00
7.28931E-04	7.20703E+00
7.92853E-04	7.20256E+00
8.68420E-04	7.19727E+00
9.62237E-04	7.19070E+00
1.04523E-03	7.18490E+00
1.11356E-03	7.18011E+00
1.22492E-03	7.17232E+00
1.34173E-03	7.16415E+00
1.46805E-03	7.15531E+00
1.59678E-03	7.14630E+00
1.75690E-03	7.13510E+00
1.95160E-03	7.12147E+00
2.21382E-03	7.10313E+00
2.42989E-03	7.08801E+00
2.66162E-03	7.07180E+00
2.89768E-03	7.05528E+00
3.02206E-03	7.04658E+00
3.17161E-03	7.03263E+00
3.46140E-03	7.00560E+00
3.56793E-03	6.99566E+00
3.93556E-03	6.96138E+00
4.20518E-03	6.93623E+00
4.49118E-03	6.90955E+00
4.80664E-03	6.88013E+00
5.01296E-03	6.86089E+00
5.08368E-03	6.85206E+00
5.33930E-03	6.82015E+00
5.63146E-03	6.78369E+00
5.90426E-03	6.74964E+00
6.17162E-03	6.71627E+00
6.43653E-03	6.68320E+00
6.48194E-03	6.67754E+00
6.70420E-03	6.64096E+00
6.91885E-03	6.60563E+00
7.13032E-03	6.57083E+00
7.34339E-03	6.53577E+00
7.56255E-03	6.49970E+00
7.74607E-03	6.46061E+00
7.93570E-03	6.42022E+00
8.09549E-03	6.38619E+00
8.25316E-03	6.35261E+00
8.41402E-03	6.31834E+00
8.57488E-03	6.27454E+00
8.69586E-03	6.24160E+00
8.85293E-03	6.19883E+00
9.00101E-03	6.15851E+00
9.10754E-03	6.12950E+00
9.19703E-03	6.09869E+00
9.28651E-03	6.06788E+00
9.37600E-03	6.03707E+00
9.46548E-03	6.00626E+00
9.55284E-03	5.97619E+00
9.64019E-03	5.94611E+00
9.68281E-03	5.93144E+00
9.75525E-03	5.90042E+00
9.84047E-03	5.86392E+00
9.89587E-03	5.84020E+00
9.98109E-03	5.80370E+00
1.00706E-02	5.76538E+00
1.01515E-02	5.73071E+00
1.02368E-02	5.68578E+00
1.03220E-02	5.64086E+00
1.04072E-02	5.59594E+00
1.04711E-02	5.56225E+00
1.05351E-02	5.52856E+00
1.05564E-02	5.51733E+00
1.05990E-02	5.49002E+00
1.06629E-02	5.44906E+00
1.07268E-02	5.40810E+00
1.07907E-02	5.36714E+00
1.08333E-02	5.33984E+00
1.08760E-02	5.31253E+00
1.08973E-02	5.29888E+00
1.09186E-02	5.28255E+00
1.09612E-02	5.24990E+00
1.10038E-02	5.21725E+00
1.10464E-02	5.18460E+00
1.10890E-02	5.15195E+00
1.11370E-02	5.11522E+00
1.11849E-02	5.07849E+00
1.12169E-02	5.04954E+00
1.12488E-02	5.02059E+00
1.12808E-02	4.99164E+00
1.13127E-02	4.96269E+00
1.13553E-02	4.92410E+00
1.13873E-02	4.89515E+00
1.14193E-02	4.86621E+00
1.14512E-02	4.83728E+00
1.14832E-02	4.80363E+00
1.15151E-02	4.76998E+00
1.15471E-02	4.73634E+00
1.15791E-02	4.70271E+00
1.16004E-02	4.68029E+00
1.16217E-02	4.65787E+00
1.16430E-02	4.63546E+00
1.16643E-02	4.61305E+00
1.16856E-02	4.59064E+00
1.16962E-02	4.57944E+00
1.17069E-02	4.56741E+00
1.17282E-02	4.54335E+00
1.17495E-02	4.51929E+00
1.17708E-02	4.49525E+00
1.17921E-02	4.47121E+00
1.18134E-02	4.44718E+00
1.18347E-02	4.42316E+00
1.18614E-02	4.39315E+00
1.18773E-02	4.37516E+00
1.18933E-02	4.35718E+00
1.19093E-02	4.33921E+00
1.19253E-02	4.32125E+00
1.19413E-02	4.30330E+00
1.19572E-02	4.28537E+00
1.19732E-02	4.26746E+00
1.19839E-02	4.25553E+00
1.19892E-02	4.25093E+00
1.19999E-02	4.24176E+00
1.20105E-02	4.23260E+00
1.20212E-02	4.22345E+00
1.20318E-02	4.21432E+00
1.20425E-02	4.20520E+00
1.20531E-02	4.19610E+00
1.20584E-02	4.19156E+00
1.20638E-02	4.18946E+00
1.20744E-02	4.18528E+00
1.20851E-02	4.18113E+00
1.20957E-02	4.17701E+00
1.21011E-02	4.17496E+00
1.21117E-02	4.17090E+00
1.21144E-02	4.16989E+00
1.21170E-02	4.16984E+00
1.21197E-02	4.17069E+00
1.21277E-02	4.17327E+00
1.21357E-02	4.17587E+00
1.21437E-02	4.17851E+00
1.21490E-02	4.18029E+00
1.21517E-02	4.18355E+00
1.21597E-02	4.19337E+00
1.21676E-02	4.20324E+00
1.21756E-02	4.21316E+00
1.21810E-02	4.21981E+00
1.21836E-02	4.22633E+00
1.21916E-02	4.24596E+00
1.21996E-02	4.26567E+00
1.22023E-02	4.27228E+00
1.22076E-02	4.29230E+00
1.22129E-02	4.31240E+00
1.22182E-02	4.33254E+00
1.22236E-02	4.36114E+00
1.22289E-02	4.38981E+00
1.22342E-02	4.41856E+00
1.22396E-02	4.45695E+00
1.22449E-02	4.49543E+00
1.22502E-02	4.54395E+00
1.22550E-02	4.58773E+00
1.22555E-02	4.59383E+00
1.22609E-02	4.65497E+00
1.22651E-02	4.70401E+00
1.22662E-02	4.71918E+00
1.22702E-02	4.77617E+00
1.22731E-02	4.81805E+00
1.22742E-02	4.83658E+00
1.22782E-02	4.90619E+00
1.22811E-02	4.95734E+00
1.22822E-02	4.97998E+00
1.22858E-02	5.05654E+00
1.22888E-02	5.12188E+00
1.22894E-02	5.13566E+00
1.22929E-02	5.22886E+00
1.22960E-02	5.30841E+00
1.22965E-02	5.32530E+00
1.23001E-02	5.43954E+00
1.23032E-02	5.53707E+00
1.23037E-02	5.55724E+00
1.23073E-02	5.69367E+00
1.23080E-02	5.71899E+00
1.23109E-02	5.84772E+00
1.23128E-02	5.92984E+00
1.23145E-02	6.01846E+00
1.23176E-02	6.17563E+00
1.23181E-02	6.20762E+00
1.23216E-02	6.41601E+00
1.23224E-02	6.46422E+00
1.23248E-02	6.63104E+00
1.23260E-02	6.71465E+00
1.23280E-02	6.87301E+00
1.23296E-02	6.99995E+00
1.23301E-02	7.04829E+00
1.23322E-02	7.24194E+00
1.23332E-02	7.32682E+00
1.23344E-02	7.45214E+00
1.23365E-02	7.67533E+00
1.23368E-02	7.70329E+00
1.23385E-02	7.91320E+00
1.23404E-02	8.13964E+00
1.23422E-02	8.39662E+00
1.23428E-02	8.47018E+00
1.23441E-02	8.67793E+00
1.23459E-02	8.96931E+00
1.23478E-02	9.30508E+00
1.23489E-02	9.50934E+00
1.23497E-02	9.65784E+00
1.23509E-02	9.91481E+00
1.23515E-02	1.00489E+01
1.23529E-02	1.03622E+01
1.23531E-02	1.04050E+01
1.23549E-02	1.08575E+01
1.23550E-02	1.08831E+01
1.23569E-02	1.14081E+01
1.23589E-02	1.20022E+01
1.23608E-02	1.26595E+01
1.23609E-02	1.26870E+01
1.23627E-02	1.33936E+01
1.23643E-02	1.40802E+01
1.23646E-02	1.42066E+01
1.23659E-02	1.48378E+01
1.23665E-02	1.51088E+01
1.23675E-02	1.56683E+01
1.23679E-02	1.58983E+01
1.23691E-02	1.65977E+01
1.23695E-02	1.68526E+01
1.23707E-02	1.76339E+01
1.23711E-02	1.79186E+01
1.23723E-02	1.87944E+01
1.23727E-02	1.91136E+01
1.23734E-02	1.96510E+01
1.23743E-02	2.04585E+01
1.23744E-02	2.05596E+01
1.23755E-02	2.15727E+01
1.23759E-02	2.19787E+01
1.23765E-02	2.26534E+01
1.23770E-02	2.31041E+01
1.23776E-02	2.38398E+01
1.23780E-02	2.43312E+01
1.23787E-02	2.51351E+01
1.23791E-02	2.56720E+01
1.23797E-02	2.65524E+01
1.23802E-02	2.71404E+01
1.23808E-02	2.81067E+01
1.23812E-02	2.87522E+01
1.23819E-02	2.98150E+01
1.23823E-02	3.05252E+01
1.23829E-02	3.16974E+01
1.23834E-02	3.24804E+01
1.23840E-02	3.37760E+01
1.23844E-02	3.46415E+01
1.23851E-02	3.60771E+01
1.23855E-02	3.70362E+01
1.23861E-02	3.86306E+01
1.23866E-02	3.96956E+01
1.23869E-02	4.07308E+01
1.23876E-02	4.26564E+01
1.23877E-02	4.29819E+01
1.23884E-02	4.50998E+01
1.23885E-02	4.54536E+01
1.23892E-02	4.77557E+01
1.23893E-02	4.81403E+01
1.23900E-02	5.06457E+01
1.23901E-02	5.10646E+01
1.23908E-02	5.37929E+01
1.23909E-02	5.42500E+01
1.23916E-02	5.72238E+01
1.23917E-02	5.77223E+01
1.23924E-02	6.09655E+01
1.23925E-02	6.15087E+01
1.23932E-02	6.50471E+01
1.23933E-02	6.56396E+01
1.23940E-02	6.94989E+01
1.23941E-02	7.01447E+01
1.23948E-02	7.43515E+01
1.23949E-02	7.50547E+01
1.23956E-02	7.96349E+01
1.23957E-02	8.03991E+01
1.23964E-02	8.53764E+01
1.23965E-02	8.62046E+01
1.23972E-02	9.15980E+01
1.23973E-02	9.24931E+01
1.23980E-02	9.83161E+01
1.23981E-02	9.92778E+01
1.23988E-02	1.05533E+02
1.23989E-02	1.06569E+02
1.23999E-02	1.15909E+02
1.24000E-02	1.17022E+02
1.24009E-02	1.27057E+02
1.24011E-02	1.28242E+02
1.24028E-02	1.48131E+02
1.24032E-02	1.51986E+02
1.24046E-02	1.67410E+02
1.24056E-02	1.78105E+02
1.24064E-02	1.85660E+02
1.24065E-02	1.86074E+02
1.24072E-02	1.91864E+02
1.24073E-02	1.92192E+02
1.24080E-02	1.96751E+02
1.24081E-02	1.96977E+02
1.24087E-02	1.99739E+02
1.24088E-02	2.00118E+02
1.24094E-02	2.01445E+02
1.24100E-02	2.02005E+02
1.24105E-02	2.01605E+02
1.24107E-02	2.01413E+02
1.24112E-02	2.00096E+02
1.24114E-02	1.99385E+02
1.24118E-02	1.97745E+02
1.24121E-02	1.96005E+02
1.24126E-02	1.93280E+02
1.24129E-02	1.90882E+02
1.24134E-02	1.87477E+02
1.24137E-02	1.84487E+02
1.24142E-02	1.80006E+02
1.24146E-02	1.76014E+02
1.24148E-02	1.74341E+02
1.24158E-02	1.64289E+02
1.24160E-02	1.61915E+02
1.24186E-02	1.32197E+02
1.24188E-02	1.29823E+02
1.24197E-02	1.20820E+02
1.24199E-02	1.18573E+02
1.24208E-02	1.10159E+02
1.24210E-02	1.08060E+02
1.24216E-02	1.02678E+02
1.24218E-02	1.00725E+02
1.24224E-02	9.57069E+01
1.24226E-02	9.38845E+01
1.24232E-02	8.92288E+01
1.24234E-02	8.75381E+01
1.24240E-02	8.32362E+01
1.24242E-02	8.16742E+01
1.24248E-02	7.77110E+01
1.24250E-02	7.62720E+01
1.24256E-02	7.26284E+01
1.24258E-02	7.13061E+01
1.24264E-02	6.79604E+01
1.24266E-02	6.67464E+01
1.24272E-02	6.36769E+01
1.24274E-02	6.25632E+01
1.24280E-02	5.97479E+01
1.24282E-02	5.87263E+01
1.24287E-02	5.61441E+01
1.24290E-02	5.52070E+01
1.24295E-02	5.28367E+01
1.24298E-02	5.19766E+01
1.24303E-02	4.97996E+01
1.24306E-02	4.90097E+01
1.24311E-02	4.70085E+01
1.24314E-02	4.62820E+01
1.24319E-02	4.44410E+01
1.24322E-02	4.37725E+01
1.24327E-02	4.20980E+01
1.24332E-02	4.07302E+01
1.24335E-02	3.99090E+01
1.24343E-02	3.79968E+01
1.24346E-02	3.72571E+01
1.24354E-02	3.55350E+01
1.24357E-02	3.48672E+01
1.24364E-02	3.33125E+01
1.24367E-02	3.27082E+01
1.24375E-02	3.13013E+01
1.24378E-02	3.07531E+01
1.24386E-02	2.94768E+01
1.24389E-02	2.89782E+01
1.24396E-02	2.78178E+01
1.24399E-02	2.73634E+01
1.24407E-02	2.63057E+01
1.24410E-02	2.58906E+01
1.24417E-02	2.49243E+01
1.24421E-02	2.45443E+01
1.24428E-02	2.36597E+01
1.24431E-02	2.33110E+01
1.24439E-02	2.24992E+01
1.24442E-02	2.21850E+01
1.24453E-02	2.11396E+01
1.24455E-02	2.09308E+01
1.24463E-02	2.01897E+01
1.24471E-02	1.95422E+01
1.24474E-02	1.92947E+01
1.24485E-02	1.84714E+01
1.24487E-02	1.83071E+01
1.24501E-02	1.73511E+01
1.24503E-02	1.72044E+01
1.24513E-02	1.65338E+01
1.24514E-02	1.64723E+01
1.24528E-02	1.56745E+01
1.24529E-02	1.56132E+01
1.24542E-02	1.49491E+01
1.24545E-02	1.47833E+01
1.24556E-02	1.42825E+01
1.24561E-02	1.40325E+01
1.24572E-02	1.35609E+01
1.24577E-02	1.33511E+01
1.24589E-02	1.29143E+01
1.24600E-02	1.24986E+01
1.24605E-02	1.23150E+01
1.24621E-02	1.17653E+01
1.24622E-02	1.17474E+01
1.24638E-02	1.12764E+01
1.24644E-02	1.10828E+01
1.24652E-02	1.08820E+01
1.24667E-02	1.04916E+01
1.24669E-02	1.04317E+01
1.24687E-02	1.00225E+01
1.24689E-02	9.96282E+00
1.24704E-02	9.64674E+00
1.24709E-02	9.54724E+00
1.24721E-02	9.30259E+00
1.24733E-02	9.08402E+00
1.24739E-02	8.97996E+00
1.24756E-02	8.67981E+00
1.24780E-02	8.29380E+00
1.24782E-02	8.27497E+00
1.24803E-02	7.97400E+00
1.24804E-02	7.95521E+00
1.24824E-02	7.70491E+00
1.24840E-02	7.50500E+00
1.24846E-02	7.44684E+00
1.24867E-02	7.21458E+00
1.24876E-02	7.11311E+00
1.24888E-02	6.99851E+00
1.24910E-02	6.79510E+00
1.24912E-02	6.76971E+00
1.24942E-02	6.52296E+00
1.24948E-02	6.46698E+00
1.24964E-02	6.34758E+00
1.24984E-02	6.19856E+00
1.24988E-02	6.17240E+00
1.25012E-02	6.01569E+00
1.25032E-02	5.88533E+00
1.25048E-02	5.79483E+00
1.25080E-02	5.61425E+00
1.25084E-02	5.59463E+00
1.25120E-02	5.41855E+00
1.25133E-02	5.35347E+00
1.25156E-02	5.25729E+00
1.25187E-02	5.12742E+00
1.25192E-02	5.10765E+00
1.25228E-02	4.97448E+00
1.25240E-02	4.93017E+00
1.25264E-02	4.85396E+00
1.25300E-02	4.73985E+00
1.25317E-02	4.68499E+00
1.25336E-02	4.63458E+00
1.25376E-02	4.52673E+00
1.25389E-02	4.49085E+00
1.25416E-02	4.42861E+00
1.25456E-02	4.33541E+00
1.25461E-02	4.32301E+00
1.25496E-02	4.25282E+00
1.25536E-02	4.17195E+00
1.25538E-02	4.16657E+00
1.25574E-02	4.10445E+00
1.25625E-02	4.01716E+00
1.25645E-02	3.98276E+00
1.25675E-02	3.93786E+00
1.25726E-02	3.86382E+00
1.25751E-02	3.82685E+00
1.25778E-02	3.79323E+00
1.25831E-02	3.72611E+00
1.25858E-02	3.69260E+00
1.25884E-02	3.66404E+00
1.25938E-02	3.60701E+00
1.25991E-02	3.55005E+00
1.26018E-02	3.52160E+00
1.26044E-02	3.49751E+00
1.26097E-02	3.44940E+00
1.26177E-02	3.37732E+00
1.26257E-02	3.31473E+00
1.26337E-02	3.25224E+00
1.26417E-02	3.19761E+00
1.26497E-02	3.14305E+00
1.26550E-02	3.10671E+00
1.26577E-02	3.09063E+00
1.26657E-02	3.04243E+00
1.26737E-02	2.99427E+00
1.26763E-02	2.97823E+00
1.26817E-02	2.94957E+00
1.26916E-02	2.89589E+00
1.27016E-02	2.84225E+00
1.27083E-02	2.80652E+00
1.27189E-02	2.75501E+00
1.27296E-02	2.70353E+00
1.27402E-02	2.65209E+00
1.27509E-02	2.60068E+00
1.27616E-02	2.55306E+00
1.27722E-02	2.50546E+00
1.27829E-02	2.45789E+00
1.27935E-02	2.41033E+00
1.28042E-02	2.36279E+00
1.28148E-02	2.31526E+00
1.28201E-02	2.29200E+00
1.28361E-02	2.22226E+00
1.28521E-02	2.15253E+00
1.28628E-02	2.10607E+00
1.28734E-02	2.05962E+00
1.28804E-02	2.02916E+00
1.28854E-02	2.00741E+00
1.28889E-02	1.99220E+00
1.28915E-02	1.98082E+00
1.28933E-02	1.97324E+00
1.28950E-02	1.96568E+00
1.28963E-02	1.96003E+00
1.28972E-02	1.95628E+00
1.28978E-02	1.95348E+00
1.28983E-02	1.95163E+00
1.28987E-02	1.94980E+00
1.28990E-02	1.94845E+00
1.28994E-02	1.94712E+00
1.28997E-02	1.94599E+00
1.28999E-02	1.94517E+00
1.29001E-02	1.94437E+00
1.29003E-02	1.94359E+00
1.29005E-02	1.94285E+00
1.29006E-02	1.94242E+00
1.29008E-02	1.94193E+00
1.29009E-02	1.94150E+00
1.29011E-02	1.94109E+00
1.29012E-02	1.94072E+00
1.29014E-02	1.94038E+00
1.29015E-02	1.94008E+00
1.29016E-02	1.93982E+00
1.29018E-02	1.93961E+00
1.29019E-02	1.93948E+00
1.29020E-02	1.93939E+00
1.29021E-02	1.93933E+00
1.29022E-02	1.93931E+00
1.29023E-02	1.93933E+00
1.29024E-02	1.93940E+00
1.29025E-02	1.93951E+00
1.29026E-02	1.93968E+00
1.29027E-02	1.93990E+00
1.29028E-02	1.94017E+00
1.29029E-02	1.94051E+00
1.29030E-02	1.94092E+00
1.29032E-02	1.94139E+00
1.29033E-02	1.94194E+00
1.29034E-02	1.94257E+00
1.29035E-02	1.94328E+00
1.29036E-02	1.94408E+00
1.29037E-02	1.94497E+00
1.29038E-02	1.94595E+00
1.29039E-02	1.94704E+00
1.29040E-02	1.94850E+00
1.29041E-02	1.95013E+00
1.29043E-02	1.95193E+00
1.29044E-02	1.95390E+00
1.29045E-02	1.95606E+00
1.29047E-02	1.95841E+00
1.29048E-02	1.96095E+00
1.29049E-02	1.96369E+00
1.29051E-02	1.96663E+00
1.29052E-02	1.96978E+00
1.29054E-02	1.97488E+00
1.29056E-02	1.98043E+00
1.29058E-02	1.98644E+00
1.29060E-02	1.99287E+00
1.29062E-02	2.00034E+00
1.29064E-02	2.01096E+00
1.29068E-02	2.02508E+00
1.29073E-02	2.04626E+00
1.29077E-02	2.06454E+00
1.29081E-02	2.07889E+00
1.29083E-02	2.08863E+00
1.29086E-02	2.09854E+00
1.29088E-02	2.10543E+00
1.29091E-02	2.11134E+00
1.29093E-02	2.11518E+00
1.29095E-02	2.11895E+00
1.29098E-02	2.12082E+00
1.29100E-02	2.12112E+00
1.29102E-02	2.11987E+00
1.29105E-02	2.11708E+00
1.29107E-02	2.11277E+00
1.29109E-02	2.10856E+00
1.29111E-02	2.10205E+00
1.29113E-02	2.09492E+00
1.29116E-02	2.08519E+00
1.29119E-02	2.07099E+00
1.29122E-02	2.05877E+00
1.29125E-02	2.04632E+00
1.29127E-02	2.03575E+00
1.29132E-02	2.00688E+00
1.29136E-02	1.99020E+00
1.29138E-02	1.97796E+00
1.29141E-02	1.96638E+00
1.29143E-02	1.95906E+00
1.29144E-02	1.95209E+00
1.29146E-02	1.94548E+00
1.29148E-02	1.93923E+00
1.29150E-02	1.93336E+00
1.29151E-02	1.92919E+00
1.29152E-02	1.92523E+00
1.29153E-02	1.92146E+00
1.29155E-02	1.91790E+00
1.29156E-02	1.91452E+00
1.29157E-02	1.91133E+00
1.29159E-02	1.90832E+00
1.29160E-02	1.90549E+00
1.29161E-02	1.90281E+00
1.29163E-02	1.90030E+00
1.29164E-02	1.89793E+00
1.29165E-02	1.89570E+00
1.29166E-02	1.89361E+00
1.29168E-02	1.89164E+00
1.29169E-02	1.88979E+00
1.29170E-02	1.88804E+00
1.29172E-02	1.88640E+00
1.29173E-02	1.88485E+00
1.29174E-02	1.88339E+00
1.29176E-02	1.88200E+00
1.29177E-02	1.88069E+00
1.29178E-02	1.87969E+00
1.29179E-02	1.87858E+00
1.29180E-02	1.87751E+00
1.29181E-02	1.87649E+00
1.29183E-02	1.87551E+00
1.29184E-02	1.87457E+00
1.29185E-02	1.87367E+00
1.29186E-02	1.87279E+00
1.29188E-02	1.87194E+00
1.29189E-02	1.87112E+00
1.29190E-02	1.87032E+00
1.29192E-02	1.86916E+00
1.29194E-02	1.86804E+00
1.29195E-02	1.86696E+00
1.29197E-02	1.86590E+00
1.29199E-02	1.86486E+00
1.29201E-02	1.86384E+00
1.29203E-02	1.86285E+00
1.29205E-02	1.86153E+00
1.29208E-02	1.86024E+00
1.29211E-02	1.85833E+00
1.29215E-02	1.85644E+00
1.29218E-02	1.85457E+00
1.29223E-02	1.85208E+00
1.29231E-02	1.84839E+00
1.29238E-02	1.84453E+00
1.29240E-02	1.84359E+00
1.29255E-02	1.83701E+00
1.29275E-02	1.82811E+00
1.29294E-02	1.81924E+00
1.29321E-02	1.80742E+00
