E(MeV)	Sm-154
2.58279E-04	10.0149
2.58298E-04	9.91071
2.58321E-04	9.77812
2.58338E-04	9.76548
2.58349E-04	9.66355
2.58355E-04	9.55562
2.58371E-04	9.45225
2.58390E-04	9.40273
2.58408E-04	9.35798
2.58423E-04	9.2554
2.58427E-04	9.14092
2.58445E-04	9.05572
2.58467E-04	9.03381
2.58489E-04	8.93974
2.58497E-04	8.84901
2.58511E-04	8.76112
2.58534E-04	8.69625
2.58559E-04	8.64111
2.58570E-04	8.5327
2.58585E-04	8.42706
2.58611E-04	8.32444
2.58637E-04	8.27303
2.58644E-04	8.22921
2.58659E-04	8.11242
2.58688E-04	7.99783
2.58718E-04	7.9258
2.58740E-04	7.88822
2.58763E-04	7.73629
2.58786E-04	7.63717
2.58788E-04	7.49691
2.58813E-04	7.35898
2.58838E-04	7.33086
2.58849E-04	7.17127
2.58863E-04	6.98796
2.58888E-04	6.80472
2.58911E-04	6.62416
2.58915E-04	6.44365
2.58943E-04	6.41752
2.58970E-04	6.25744
2.58974E-04	6.06991
2.58998E-04	5.88521
2.59026E-04	5.85836
2.59042E-04	5.68892
2.59053E-04	5.49396
2.59081E-04	5.36867
2.59098E-04	5.29465
2.59109E-04	5.08967
2.59136E-04	4.95806
2.59153E-04	4.93542
2.59164E-04	4.77498
2.59194E-04	4.63946
2.59208E-04	4.61586
2.59227E-04	4.45012
2.59260E-04	4.31107
2.59264E-04	4.28743
2.59293E-04	4.11848
2.59316E-04	3.97745
2.59326E-04	3.95343
2.59359E-04	3.786
2.59362E-04	3.70084
2.59392E-04	3.62011
2.59409E-04	3.51153
2.59424E-04	3.42918
2.59455E-04	3.40675
2.59456E-04	3.30232
2.59488E-04	3.20354
2.59502E-04	3.15378
2.59520E-04	3.11092
2.59542E-04	3.02522
2.59548E-04	2.9483
2.59564E-04	2.8817
2.59586E-04	2.87013
2.59591E-04	2.83113
2.59608E-04	2.8157
2.59630E-04	2.79862
2.59635E-04	2.79252
2.59652E-04	2.7887
2.59674E-04	2.78972
2.59678E-04	2.7957
2.59697E-04	2.79852
2.59718E-04	2.81553
2.59721E-04	2.81753
2.59739E-04	2.83571
2.59750E-04	2.85702
2.59759E-04	2.85973
2.59778E-04	2.88605
2.59780E-04	2.91063
2.59801E-04	2.92334
2.59808E-04	2.93992
2.59821E-04	2.96693
2.59837E-04	2.99615
2.59842E-04	3.02241
2.59862E-04	3.02677
2.59867E-04	3.0475
2.59883E-04	3.07412
2.59896E-04	3.10149
2.59904E-04	3.12394
2.59924E-04	3.14691
2.59926E-04	3.16894
2.59945E-04	3.17044
2.59948E-04	3.19442
2.59966E-04	3.21533
2.59970E-04	3.23658
2.59986E-04	3.25455
2.59992E-04	3.27643
2.60002E-04	3.29121
2.60014E-04	3.30616
2.60017E-04	3.31749
2.60033E-04	3.31961
2.60034E-04	3.33459
2.60047E-04	3.34971
2.60054E-04	3.36495
2.60065E-04	3.37813
2.60074E-04	3.39141
2.60082E-04	3.40478
2.60094E-04	3.41826
2.60100E-04	3.42958
2.60114E-04	3.44097
2.60118E-04	3.45243
2.60134E-04	3.46397
2.60135E-04	3.47616
2.60153E-04	3.48844
2.60154E-04	3.50022
2.60171E-04	3.51088
2.60174E-04	3.52161
2.60188E-04	3.53241
2.60194E-04	3.53724
2.60206E-04	3.54398
2.60214E-04	3.55619
2.60224E-04	3.56984
2.60227E-04	3.57841
2.60242E-04	3.59116
2.60247E-04	3.60467
2.60259E-04	3.61652
2.60268E-04	3.63089
2.60277E-04	3.64359
2.60289E-04	3.65635
2.60295E-04	3.6692
2.60309E-04	3.68211
2.60312E-04	3.6951
2.60329E-04	3.70816
2.60330E-04	3.7213
2.60343E-04	3.73599
2.60351E-04	3.75152
2.60358E-04	3.76715
2.60371E-04	3.78515
2.60373E-04	3.8033
2.60388E-04	3.82518
2.60392E-04	3.84213
2.60402E-04	3.86776
2.60414E-04	3.88497
2.60417E-04	3.90577
2.60432E-04	3.92672
2.60436E-04	3.94783
2.60452E-04	3.9691
2.60458E-04	3.99412
2.60472E-04	4.01936
2.60481E-04	4.04484
2.60492E-04	4.07054
2.60503E-04	4.1002
2.60512E-04	4.12268
2.60522E-04	4.13083
2.60532E-04	4.16375
2.60545E-04	4.20744
2.60556E-04	4.239
2.60569E-04	4.28155
2.60576E-04	4.32463
2.60593E-04	4.36827
2.60597E-04	4.42139
2.60618E-04	4.43937
2.60619E-04	4.47793
2.60640E-04	4.53662
2.60647E-04	4.59621
2.60663E-04	4.66688
2.60685E-04	4.73883
2.60699E-04	4.78071
2.60732E-04	4.81448
2.60746E-04	4.89465
2.60826E-04	4.98801
2.60840E-04	5.0833
2.60873E-04	5.18058
2.60888E-04	5.27994
2.60909E-04	5.38139
2.60923E-04	5.48481
2.60944E-04	5.62589
2.60958E-04	5.69833
2.60980E-04	5.77476
2.60994E-04	5.89993
2.61003E-04	6.04392
2.61026E-04	6.17503
2.61027E-04	6.19232
2.61050E-04	6.35158
2.61058E-04	6.51467
2.61074E-04	6.68179
2.61081E-04	6.71986
2.61099E-04	6.86017
2.61111E-04	7.10759
2.61119E-04	7.34201
2.61131E-04	7.36446
2.61140E-04	7.64272
2.61157E-04	7.88175
2.61171E-04	8.05401
2.61183E-04	8.14466
2.61201E-04	8.42464
2.61206E-04	8.71307
2.61225E-04	8.86884
2.61230E-04	9.01781
2.61260E-04	9.35571
2.61265E-04	9.73691
2.61296E-04	9.80277
2.61301E-04	10.1489
2.61331E-04	10.5793
2.61336E-04	10.8768
2.61367E-04	11.0334
2.61383E-04	11.52
2.61426E-04	12.0249
2.61489E-04	12.1123
2.61508E-04	12.5718
2.61525E-04	13.1441
2.61544E-04	13.5406
2.61557E-04	13.7493
2.61577E-04	14.3994
2.61581E-04	15.1331
2.61605E-04	15.1922
2.61606E-04	15.961
2.61627E-04	16.4438
2.61633E-04	16.8435
2.61652E-04	17.7849
2.61663E-04	17.8214
2.61676E-04	18.8046
2.61684E-04	19.36
2.61695E-04	19.8939
2.61705E-04	21.0573
2.61714E-04	22.3231
2.61725E-04	22.964
2.61734E-04	23.6791
2.61746E-04	25.0762
2.61755E-04	25.132
2.61767E-04	26.716
2.61776E-04	27.4586
2.61787E-04	28.4212
2.61796E-04	30.1141
2.61808E-04	30.2548
2.61817E-04	32.2594
2.61830E-04	33.1239
2.61838E-04	34.4291
2.61852E-04	36.5026
2.61858E-04	36.7721
2.61874E-04	39.1468
2.61879E-04	40.3511
2.61897E-04	41.5967
2.61914E-04	43.5697
2.61919E-04	44.2475
2.61932E-04	47.1128
2.61941E-04	50.2396
2.61950E-04	51.0683
2.61963E-04	53.574
2.61967E-04	55.4446
2.61985E-04	57.0637
2.62003E-04	60.2966
2.62007E-04	60.842
2.62020E-04	64.9629
2.62029E-04	65.7318
2.62038E-04	69.4574
2.62051E-04	71.1878
2.62056E-04	74.3621
2.62073E-04	77.232
2.62075E-04	79.428
2.62096E-04	83.949
2.62097E-04	84.9456
2.62118E-04	90.9813
2.62119E-04	91.4592
2.62141E-04	97.624
2.62147E-04	99.934
2.62163E-04	104.906
2.62177E-04	108.704
2.62186E-04	112.922
2.62206E-04	118.101
2.62208E-04	121.775
2.62230E-04	128.165
2.62236E-04	128.538
2.62252E-04	135.091
2.62265E-04	140.368
2.62274E-04	142.467
2.62302E-04	150.425
2.62304E-04	153.693
2.62332E-04	158.972
2.62335E-04	163.531
2.62361E-04	167.677
2.62368E-04	174.227
2.62390E-04	176.463
2.62413E-04	185.877
2.62419E-04	196.042
2.62447E-04	198.725
2.62457E-04	206.974
2.62476E-04	212.786
2.62501E-04	218.748
2.62515E-04	228.211
2.62546E-04	231.45
2.62553E-04	245.175
2.62590E-04	259.18
2.62591E-04	264.116
2.62634E-04	273.249
2.62651E-04	285.042
2.62681E-04	288.342
2.62700E-04	303.469
2.62728E-04	304.661
2.62767E-04	322.334
2.62776E-04	323.674
2.62823E-04	341.517
2.62833E-04	345.898
2.62870E-04	362.355
2.62899E-04	370.327
2.62917E-04	385.043
2.62964E-04	397.233
2.62966E-04	407.96
2.63017E-04	426.941
2.63032E-04	430.844
2.63077E-04	455.677
2.63099E-04	460.08
2.63136E-04	482.708
2.63165E-04	497.172
2.63194E-04	512.005
2.63239E-04	527.835
2.63254E-04	544.026
2.63313E-04	561.34
2.63349E-04	579.06
2.63372E-04	598.053
2.63430E-04	617.504
2.63460E-04	638.336
2.63497E-04	656.129
2.63571E-04	682.696
2.63644E-04	694.377
2.63681E-04	731.697
2.63718E-04	735.956
2.63792E-04	781.376
2.63796E-04	786.236
2.63866E-04	831.128
2.63917E-04	847.164
2.63939E-04	885.636
2.64013E-04	918.662
2.64039E-04	945.396
2.64094E-04	998.924
2.64161E-04	1010.98
2.64183E-04	1058.32
2.64271E-04	1074.43
2.64323E-04	1122.7
2.64360E-04	1133.83
2.64448E-04	1192.78
2.64478E-04	1197.94
2.64537E-04	1267.24
2.64625E-04	1269.17
2.64758E-04	1342.28
2.64846E-04	1352.77
2.64861E-04	1423.48
2.64965E-04	1443.96
2.65068E-04	1511.36
2.65171E-04	1543.47
2.65289E-04	1606.52
2.65326E-04	1652.11
2.65481E-04	1712.39
2.65510E-04	1770.73
2.65584E-04	1830.34
2.65717E-04	1900.19
2.65732E-04	1958.44
2.65849E-04	2013.6
2.65982E-04	2097.87
2.66027E-04	2157.67
2.66115E-04	2249.16
2.66248E-04	2314.04
2.66321E-04	2413.26
2.66447E-04	2483.56
2.66616E-04	2591.01
2.66646E-04	2667.06
2.66808E-04	2783.26
2.66970E-04	2865.39
2.67133E-04	2990.8
2.67295E-04	3079.3
2.67384E-04	3214.38
2.67457E-04	3309.53
2.67701E-04	3454.66
2.67797E-04	3556.7
2.67944E-04	3712.22
2.68150E-04	3821.32
2.68209E-04	3987.5
2.68357E-04	4103.79
2.68564E-04	4281.41
2.68681E-04	4560.33
2.68770E-04	4591.95
2.68976E-04	5058.75
2.69183E-04	5092.69
2.69212E-04	5596.02
2.69493E-04	5632.53
2.69729E-04	6169.81
2.69743E-04	6208.75
2.69994E-04	6984.46
2.70260E-04	7025.82
2.70274E-04	8104.46
2.70525E-04	8279.46
2.70791E-04	9813.35
2.71056E-04	10072.8
2.71071E-04	10650.4
2.71322E-04	10892.7
2.71720E-04	11423.8
2.71867E-04	11460.7
2.72000E-04	11938.8
2.72421E-04	12342.5
2.72664E-04	12382
2.72841E-04	12684.4
2.73261E-04	12923
2.73549E-04	12978.6
2.73682E-04	13143.6
2.74102E-04	13180.5
2.74434E-04	13250.1
2.74522E-04	13278.1
2.74943E-04	13285.9
2.75363E-04	13294.6
2.75673E-04	13288
2.75784E-04	13240.8
2.76204E-04	13231.8
2.76647E-04	13085.3
2.76971E-04	13070.5
2.77089E-04	12891.9
2.77679E-04	12871.7
2.78255E-04	12591.5
2.78269E-04	12488.1
2.78845E-04	12134.8
2.79406E-04	12072.8
2.79967E-04	11655.7
2.80159E-04	11585.6
2.80529E-04	11118.6
2.81134E-04	11041.5
2.81785E-04	10334.4
2.82110E-04	10251.4
2.82436E-04	9074.88
2.83086E-04	7717.29
2.83737E-04	7591.45
2.84062E-04	6901.79
2.84387E-04	6781.65
2.85038E-04	6319.74
2.86014E-04	6205.87
2.86664E-04	5769.83
2.86990E-04	5662.59
2.87966E-04	5255.15
2.88941E-04	5155.15
2.89917E-04	4777.92
2.90568E-04	4685.19
2.90893E-04	4482.39
2.91869E-04	4253.97
2.92845E-04	4200.09
2.93821E-04	3987.86
2.94797E-04	3937.33
2.95122E-04	3738.45
2.96423E-04	3691.19
2.97724E-04	3505.29
2.99026E-04	3461.2
3.00327E-04	3287.85
3.01628E-04	3246.8
3.02929E-04	3085.47
3.04230E-04	3047.32
3.05531E-04	2897.45
3.06833E-04	2862.05
3.08134E-04	2723.03
3.09435E-04	2690.22
3.10736E-04	2561.43
3.12037E-04	2531.07
3.13339E-04	2411.87
3.14640E-04	2384.08
3.15941E-04	2241.05
3.17242E-04	2224.34
3.18543E-04	2109.72
3.19844E-04	2085.41
3.21146E-04	1988.89
3.22138E-04	1958.26
3.23130E-04	1877.61
3.24123E-04	1841.89
3.25115E-04	1775.1
3.25777E-04	1735.27
3.26438E-04	1695.82
3.26880E-04	1637.68
3.27100E-04	1607.68
3.27762E-04	1527.25
3.28423E-04	1525.44
3.28920E-04	1450.87
3.29416E-04	1428.21
3.29912E-04	1381.52
3.30408E-04	1338.84
3.30849E-04	1316.89
3.30904E-04	1258.23
3.31401E-04	1229.05
3.31869E-04	1185.07
3.32283E-04	1154.44
3.32696E-04	1118.6
3.32972E-04	1094.55
3.33248E-04	1058.11
3.33275E-04	1039.83
3.33523E-04	988.994
3.33799E-04	984.252
3.34049E-04	931.869
3.34275E-04	927.838
3.34500E-04	872.796
3.34726E-04	868.951
3.34884E-04	823.243
3.34951E-04	812.92
3.35176E-04	778.17
3.35402E-04	762.701
3.35627E-04	737.041
3.35820E-04	717.497
3.35980E-04	696.842
3.36140E-04	676.629
3.36160E-04	657.88
3.36300E-04	639.528
3.36460E-04	622.458
3.36620E-04	605.735
3.36780E-04	590.268
3.36900E-04	567.526
3.36940E-04	560.551
3.37080E-04	533.188
3.37200E-04	508.393
3.37320E-04	502.301
3.37440E-04	485.386
3.37560E-04	474.311
3.37650E-04	461.459
3.37680E-04	448.856
3.37800E-04	437.125
3.37920E-04	425.624
3.38025E-04	414.892
3.38100E-04	404.364
3.38115E-04	394.518
3.38205E-04	384.851
3.38295E-04	375.848
3.38385E-04	363.466
3.38475E-04	358.542
3.38500E-04	344.026
3.38565E-04	342.526
3.38655E-04	327.771
3.38735E-04	326.32
3.38805E-04	312.121
3.38875E-04	310.13
3.38880E-04	296.098
3.38945E-04	288.316
3.39015E-04	281.253
3.39085E-04	268.99
3.39150E-04	267.509
3.39155E-04	257.333
3.39225E-04	255.091
3.39288E-04	243.635
3.39342E-04	240.167
3.39397E-04	233.058
3.39420E-04	224.898
3.39453E-04	223.12
3.39508E-04	212.982
3.39563E-04	211.263
3.39617E-04	202.749
3.39620E-04	199.031
3.39672E-04	193.325
3.39722E-04	187.997
3.39767E-04	184.628
3.39770E-04	178.003
3.39813E-04	176.586
3.39858E-04	169.15
3.39903E-04	168.922
3.39910E-04	162.332
3.39936E-04	160.656
3.39970E-04	156.019
3.40004E-04	151.072
3.40038E-04	149.328
3.40045E-04	142.469
3.40069E-04	136.268
3.40095E-04	134.742
3.40121E-04	130.52
3.40147E-04	127.749
3.40174E-04	125.186
3.40180E-04	121.398
3.40200E-04	120.227
3.40217E-04	115.611
3.40235E-04	111.45
3.40253E-04	107.859
3.40270E-04	107.165
3.40288E-04	103.062
3.40300E-04	101.039
3.40305E-04	99.2066
3.40322E-04	95.5921
3.40340E-04	94.9991
3.40354E-04	90.6851
3.40360E-04	89.6263
3.40367E-04	86.2421
3.40381E-04	84.8172
3.40395E-04	82.2049
3.40400E-04	80.4924
3.40409E-04	78.6715
3.40422E-04	75.728
3.40436E-04	75.3786
3.40440E-04	72.3977
3.40450E-04	71.8324
3.40464E-04	69.6551
3.40465E-04	68.3256
3.40478E-04	67.1009
3.40491E-04	65.1487
3.40500E-04	64.727
3.40505E-04	62.5635
3.40519E-04	60.9194
3.40525E-04	60.4787
3.40533E-04	58.1607
3.40546E-04	57.2318
3.40550E-04	56.0125
3.40560E-04	53.9869
3.40575E-04	52.1924
3.40577E-04	50.7708
3.40594E-04	50.4562
3.40600E-04	48.8861
3.40611E-04	47.9483
3.40619E-04	47.3942
3.40628E-04	46.0103
3.40638E-04	45.4544
3.40644E-04	44.5631
3.40656E-04	43.2354
3.40661E-04	43.1887
3.40675E-04	41.9474
3.40678E-04	41.2538
3.40694E-04	40.7647
3.40695E-04	39.4981
3.40712E-04	39.1376
3.40712E-04	37.6505
3.40729E-04	37.4271
3.40731E-04	36.2695
3.40745E-04	35.6017
3.40750E-04	34.9235
3.40760E-04	33.9786
3.40769E-04	33.689
3.40775E-04	32.5583
3.40788E-04	32.4947
3.40790E-04	31.5357
3.40805E-04	31.1336
3.40806E-04	30.5935
3.40825E-04	29.691
3.40844E-04	29.3385
3.40845E-04	28.863
3.40860E-04	28.0855
3.40862E-04	27.7848
3.40880E-04	27.3688
3.40881E-04	26.6927
3.40900E-04	26.4215
3.40922E-04	26.06
3.40945E-04	25.2596
3.40967E-04	25.226
3.40990E-04	24.5455
3.41013E-04	24.1611
3.41020E-04	23.8776
3.41038E-04	23.2566
3.41056E-04	22.9149
3.41065E-04	22.6722
3.41092E-04	22.1336
3.41128E-04	21.8301
3.41172E-04	21.6253
3.41214E-04	21.1589
3.41259E-04	20.8768
3.41286E-04	20.718
3.41294E-04	20.3096
3.41330E-04	20.0632
3.41330E-04	19.7443
3.41362E-04	19.1858
3.41366E-04	19.0373
3.41394E-04	18.6854
3.41402E-04	18.2064
3.41426E-04	18.0754
3.41436E-04	17.771
3.41450E-04	17.3553
3.41468E-04	17.2573
3.41481E-04	16.9761
3.41500E-04	16.6093
3.41502E-04	16.5385
3.41524E-04	16.2765
3.41534E-04	15.8869
3.41548E-04	15.8789
3.41566E-04	15.5297
3.41580E-04	15.1449
3.41582E-04	15.12
3.41612E-04	14.8047
3.41614E-04	14.5092
3.41644E-04	14.4695
3.41646E-04	14.1687
3.41674E-04	13.9051
3.41677E-04	13.8701
3.41708E-04	13.6044
3.41740E-04	13.3361
3.41750E-04	13.1303
3.41776E-04	13.0768
3.41796E-04	12.8653
3.41816E-04	12.6546
3.41876E-04	12.4496
3.41908E-04	12.4213
3.41947E-04	12.1049
3.41973E-04	11.8143
3.41980E-04	11.7898
3.42005E-04	11.501
3.42028E-04	11.2109
3.42052E-04	11.0938
3.42069E-04	10.944
3.42076E-04	10.7046
3.42100E-04	10.4359
3.42105E-04	10.2002
3.42124E-04	10.1663
3.42140E-04	9.9024
3.42142E-04	9.64882
3.42160E-04	9.41657
3.42179E-04	9.26297
3.42180E-04	9.11007
3.42195E-04	8.95795
3.42210E-04	8.80669
3.42216E-04	8.64422
3.42225E-04	8.48284
3.42240E-04	8.32272
3.42252E-04	8.32272
3.42255E-04	8.1519
3.42270E-04	7.98279
3.42285E-04	7.96409
3.42290E-04	7.81301
3.42300E-04	7.65441
3.42313E-04	7.54705
3.42325E-04	7.48721
3.42328E-04	7.36893
3.42338E-04	7.20839
3.42350E-04	7.19404
3.42363E-04	7.04144
3.42365E-04	6.93065
3.42375E-04	6.82922
3.42388E-04	6.81619
3.42400E-04	6.68781
3.42402E-04	6.57427
3.42413E-04	6.56038
3.42425E-04	6.42397
3.42438E-04	6.30381
3.42440E-04	6.28893
3.42450E-04	6.14346
3.42463E-04	6.03694
3.42473E-04	6.01614
3.42475E-04	5.92215
3.42487E-04	5.80746
3.42500E-04	5.73058
3.42505E-04	5.69726
3.42515E-04	5.58377
3.42530E-04	5.50524
3.42545E-04	5.47027
3.42554E-04	5.35188
3.42560E-04	5.27058
3.42575E-04	5.23399
3.42590E-04	5.11115
3.42603E-04	5.02772
3.42605E-04	4.99052
3.42620E-04	4.86731
3.42635E-04	4.86183
3.42650E-04	4.74093
3.42651E-04	4.69555
3.42665E-04	4.65782
3.42680E-04	4.57453
3.42695E-04	4.52995
3.42700E-04	4.49256
3.42710E-04	4.38917
3.42725E-04	4.36871
3.42740E-04	4.28739
3.42760E-04	4.22485
3.42775E-04	4.21553
3.42780E-04	4.16234
3.42800E-04	4.10603
3.42820E-04	4.10203
3.42840E-04	4.05161
3.42850E-04	4.00795
3.42860E-04	4.00578
3.42880E-04	3.97042
3.42910E-04	3.94328
3.42940E-04	3.93969
3.42950E-04	3.92157
3.42970E-04	3.90919
3.43000E-04	3.90876
3.43030E-04	3.90687
3.43050E-04	3.91606
3.43060E-04	3.93994
3.43094E-04	3.98047
3.43127E-04	4.04046
3.43172E-04	4.04363
3.43200E-04	4.13426
3.43217E-04	4.14554
3.43263E-04	4.23905
3.43300E-04	4.2573
3.43308E-04	4.35286
3.43352E-04	4.36048
3.43397E-04	4.457
3.43450E-04	4.48404
3.43500E-04	4.53553
3.43510E-04	4.63037
3.43570E-04	4.72319
3.43630E-04	4.81807
3.43690E-04	4.83747
3.43740E-04	4.90741
3.43750E-04	4.9823
3.43810E-04	5.05079
3.43870E-04	5.05934
3.43940E-04	5.12434
3.43980E-04	5.20339
3.44020E-04	5.28363
3.44100E-04	5.3017
3.44180E-04	5.34223
3.44260E-04	5.41907
3.44340E-04	5.47085
3.44420E-04	5.52307
3.44500E-04	5.57048
3.44590E-04	5.61303
3.44690E-04	5.63688
3.44740E-04	5.68499
3.44790E-04	5.75169
3.44890E-04	5.80675
3.44990E-04	5.86227
3.45090E-04	5.91201
3.45170E-04	5.95899
3.45190E-04	5.98108
3.45290E-04	6.00917
3.45402E-04	6.06574
3.45527E-04	6.12273
3.45652E-04	6.17294
3.45777E-04	6.22349
3.45860E-04	6.2489
3.45902E-04	6.29997
3.46027E-04	6.35324
3.46152E-04	6.38101
3.46340E-04	6.41163
3.46515E-04	6.463
3.46560E-04	6.51572
3.46690E-04	6.56668
3.46865E-04	6.61691
3.47040E-04	6.66743
3.47215E-04	6.71826
3.47390E-04	6.76942
3.47565E-04	6.82092
3.47678E-04	6.83025
3.47740E-04	6.89596
3.47953E-04	6.97164
3.48166E-04	7.04795
3.48380E-04	7.12007
3.48593E-04	7.19278
3.48806E-04	7.20255
3.48934E-04	7.276
3.49126E-04	7.37128
3.49446E-04	7.46748
3.49787E-04	7.57548
3.50128E-04	7.63011
3.50469E-04	7.69446
3.50810E-04	7.81872
3.50853E-04	7.92638
3.51151E-04	8.03514
3.51492E-04	8.08398
3.51834E-04	8.15021
3.52175E-04	8.27059
3.52687E-04	8.40579
3.52857E-04	8.54255
3.53198E-04	8.68093
3.53710E-04	8.821
3.54222E-04	9.00579
3.54733E-04	9.1932
3.55288E-04	9.38339
3.55863E-04	9.44776
3.56439E-04	9.58577
3.57207E-04	9.76941
3.57292E-04	10.018
3.57974E-04	10.1537
3.58656E-04	10.2798
3.59680E-04	10.5561
3.60703E-04	10.7667
3.61982E-04	10.9502
3.63262E-04	11.0596
3.64115E-04	11.3715
3.64115E-04	11.6893
3.65479E-04	11.8516
3.66844E-04	12.0765
3.68208E-04	12.4207
3.69573E-04	12.7715
3.71705E-04	13.0101
3.73837E-04	13.1393
3.75969E-04	13.5344
3.78101E-04	13.9524
3.80233E-04	14.3492
3.82365E-04	14.4151
3.84497E-04	14.9204
3.87696E-04	15.4374
3.89828E-04	15.7198
3.91960E-04	15.983
3.94092E-04	16.5604
3.96224E-04	16.876
3.98356E-04	17.1678
3.99422E-04	17.8083
4.00488E-04	18.1587
4.02620E-04	18.4829
4.04752E-04	19.1952
4.05818E-04	19.5852
4.07951E-04	19.9463
4.10083E-04	20.7403
4.11682E-04	21.1755
4.13281E-04	21.5787
4.14880E-04	22.4663
4.16479E-04	22.9532
4.18078E-04	23.4032
4.19677E-04	24.3948
4.20876E-04	24.6945
4.22076E-04	25.4979
4.22875E-04	26.6234
4.23275E-04	26.7484
4.24474E-04	28.1049
4.25674E-04	28.7739
4.26873E-04	29.5504
4.27673E-04	31.0857
4.28072E-04	31.1616
4.29272E-04	32.7635
4.30471E-04	33.8443
4.30871E-04	34.5462
4.31270E-04	36.4592
4.32070E-04	36.554
4.32870E-04	38.5472
4.33669E-04	39.4294
4.34069E-04	40.7938
4.34469E-04	42.6137
4.35268E-04	43.213
4.36059E-04	45.8373
4.36451E-04	46.164
4.36842E-04	48.7113
4.37430E-04	50.1522
4.38017E-04	51.8269
4.38604E-04	54.6972
4.38800E-04	55.2048
4.39175E-04	58.9291
4.39737E-04	60.0387
4.40300E-04	61.5944
4.40862E-04	64.0084
4.41425E-04	64.4282
4.41800E-04	67.469
4.41987E-04	68.3699
4.42550E-04	70.7204
4.43112E-04	73.1588
4.43300E-04	74.1786
4.43487E-04	77.8838
4.43862E-04	78.4344
4.44237E-04	81.8903
4.44425E-04	84.2891
4.44612E-04	86.175
4.44956E-04	90.7593
4.45425E-04	95.0401
4.45737E-04	97.2634
4.46050E-04	99.5891
4.46362E-04	104.423
4.46675E-04	109.695
4.46987E-04	112.442
4.47300E-04	115.325
4.47675E-04	121.34
4.47925E-04	127.945
4.48175E-04	131.402
4.48425E-04	135.042
4.48550E-04	142.666
4.48675E-04	151.046
4.48925E-04	152.148
4.49175E-04	160.176
4.49394E-04	162.591
4.49644E-04	170.089
4.49675E-04	181.036
4.49956E-04	183.926
4.50003E-04	193.023
4.50144E-04	199.433
4.50331E-04	206.127
4.50409E-04	212.324
4.50519E-04	220.598
4.50706E-04	226.428
4.50816E-04	235.177
4.50878E-04	241.923
4.51112E-04	251.152
4.51222E-04	258.949
4.51269E-04	268.677
4.51425E-04	277.675
4.51581E-04	287.923
4.51737E-04	298.291
4.51894E-04	309.076
4.52050E-04	321.003
4.52206E-04	332.335
4.52237E-04	345.937
4.52425E-04	351.235
4.52519E-04	370.266
4.52550E-04	371.538
4.52675E-04	396.866
4.52800E-04	398.249
4.52831E-04	424.344
4.52925E-04	425.863
4.53050E-04	452.588
4.53159E-04	457.527
4.53183E-04	483.083
4.53269E-04	492.005
4.53378E-04	515.992
4.53487E-04	529.51
4.53581E-04	551.476
4.53597E-04	570.272
4.53706E-04	589.701
4.53737E-04	614.516
4.53816E-04	630.894
4.53831E-04	672.378
4.53925E-04	673.904
4.54003E-04	714.537
4.54034E-04	739.751
4.54073E-04	759.095
4.54120E-04	806.318
4.54144E-04	811.882
4.54167E-04	882.956
4.54214E-04	891.063
4.54226E-04	966.515
4.54253E-04	977.55
4.54284E-04	1047.91
4.54308E-04	1057.23
4.54316E-04	1131.82
4.54347E-04	1135.14
4.54374E-04	1218.03
4.54398E-04	1221.61
4.54405E-04	1305.95
4.54421E-04	1317.42
4.54445E-04	1438.94
4.54472E-04	1447.12
4.54491E-04	1565.03
4.54495E-04	1617.46
4.54519E-04	1698.36
4.54542E-04	1801.14
4.54566E-04	1887.34
4.54570E-04	1996.83
4.54577E-04	2088.26
4.54595E-04	2204.08
4.54612E-04	2354.29
4.54636E-04	2531.48
4.54646E-04	2688.33
4.54653E-04	3325.42
4.54669E-04	3481.3
4.54687E-04	3652.77
4.54706E-04	3798.41
4.54727E-04	3857.76
4.54728E-04	3991.42
4.54748E-04	4045.4
4.54770E-04	4165.48
4.54788E-04	4212.96
4.54810E-04	4316.89
4.54823E-04	4356.82
4.54843E-04	4442.32
4.54861E-04	4473.82
4.54880E-04	4539.74
4.54882E-04	4549.19
4.54902E-04	4600.04
4.54925E-04	4605.57
4.54945E-04	4631
4.54956E-04	4640.12
4.54964E-04	4640.32
4.54982E-04	4641.71
4.54999E-04	4640.15
4.55015E-04	4615.39
4.55018E-04	4610.77
4.55038E-04	4564.21
4.55059E-04	4556.78
4.55066E-04	4497.62
4.55081E-04	4487.64
4.55105E-04	4399.8
4.55128E-04	4374.7
4.55148E-04	4266.24
4.55167E-04	4236.17
4.55179E-04	4108.92
4.55187E-04	4074.58
4.55206E-04	3931.4
4.55230E-04	3893.12
4.55237E-04	3635.44
4.55253E-04	3593.76
4.55277E-04	3315.54
4.55296E-04	3053.1
4.55300E-04	2616.04
4.55323E-04	2551.77
4.55347E-04	2301.57
4.55355E-04	2240.45
4.55370E-04	2102.39
4.55394E-04	2044.58
4.55413E-04	1914.15
4.55414E-04	1859.74
4.55435E-04	1737.73
4.55452E-04	1686.8
4.55455E-04	1613.77
4.55476E-04	1526.49
4.55495E-04	1518.92
4.55496E-04	1415.38
4.55518E-04	1393.75
4.55539E-04	1318.04
4.55541E-04	1284.53
4.55561E-04	1226.97
4.55583E-04	1183.36
4.55587E-04	1152.21
4.55604E-04	1090.28
4.55622E-04	1062.94
4.55627E-04	1000.86
4.55652E-04	980.75
4.55656E-04	936.471
