E(MeV)	Sm-154
2.10570E-03	351.114
2.10587E-03	367.95
2.10604E-03	403.241
2.10606E-03	459.063
2.10619E-03	478.53
2.10621E-03	537.11
2.10632E-03	636.506
2.10634E-03	676.01
2.10640E-03	694.982
2.10648E-03	732.581
2.10653E-03	750.239
2.10660E-03	785.074
2.10665E-03	800.947
2.10673E-03	829.072
2.10676E-03	831.82
2.10685E-03	858.847
2.10689E-03	866.804
2.10690E-03	882.74
2.10696E-03	889.407
2.10702E-03	902.473
2.10709E-03	908.806
2.10710E-03	918.028
2.10711E-03	923.433
2.10719E-03	931.337
2.10723E-03	934.115
2.10731E-03	934.444
2.10736E-03	937.161
2.10743E-03	938.072
2.10748E-03	938.004
2.10755E-03	937.27
2.10761E-03	932.738
2.10766E-03	931.352
2.10773E-03	921.491
2.10783E-03	920.452
2.10792E-03	907.302
2.10800E-03	905.792
2.10825E-03	889.045
2.10841E-03	887.13
2.10860E-03	854.766
2.10862E-03	852.4
2.10872E-03	813.549
2.10881E-03	810.734
2.10885E-03	766.757
2.10897E-03	763.584
2.10899E-03	694.832
2.10909E-03	680.458
2.10912E-03	572.466
2.10922E-03	518.775
2.10924E-03	515.22
2.10934E-03	467.563
2.10937E-03	464.185
2.10947E-03	433.504
2.10949E-03	423.886
2.10959E-03	400.984
2.10961E-03	389.623
2.10968E-03	372.758
2.10974E-03	357.46
2.10978E-03	343.763
2.10986E-03	325.546
2.10990E-03	323.08
2.10999E-03	303.814
2.11002E-03	296.229
2.11011E-03	285.573
2.11015E-03	273.88
2.11023E-03	269.458
2.11027E-03	255.551
2.11036E-03	253.001
2.11040E-03	238.578
2.11048E-03	237.626
2.11052E-03	223.305
2.11061E-03	222.888
2.11064E-03	208.47
2.11073E-03	206.432
2.11077E-03	195.153
2.11085E-03	192.359
2.11089E-03	185.909
2.11102E-03	179.513
2.11104E-03	177.153
2.11114E-03	168.966
2.11123E-03	167.805
2.11126E-03	161.4
2.11139E-03	157.167
2.11141E-03	153.276
2.11151E-03	147.495
2.11160E-03	145.725
2.11166E-03	138.714
2.11178E-03	132.34
2.11181E-03	130.761
2.11196E-03	126.416
2.11197E-03	123.545
2.11211E-03	120.911
2.11214E-03	116.997
2.11229E-03	115.799
2.11238E-03	111.051
2.11248E-03	106.786
2.11261E-03	103.968
2.11266E-03	102.707
2.11285E-03	98.6461
2.11304E-03	97.718
2.11310E-03	94.388
2.11319E-03	92.1909
2.11335E-03	90.4606
2.11338E-03	87.2803
2.11356E-03	86.8382
2.11359E-03	83.5569
2.11375E-03	82.9066
2.11384E-03	80.5497
2.11393E-03	78.9924
2.11409E-03	77.7528
2.11412E-03	75.4708
2.11440E-03	75.1551
2.11446E-03	72.0304
2.11458E-03	71.1796
2.11483E-03	69.166
2.11508E-03	68.0648
2.11514E-03	67.0123
2.11533E-03	64.6182
2.11545E-03	64.3746
2.11558E-03	62.474
2.11582E-03	61.1273
2.11592E-03	60.4496
2.11607E-03	59.1992
2.11632E-03	58.2442
2.11638E-03	56.8623
2.11657E-03	55.6642
2.11685E-03	54.73
2.11713E-03	53.3409
2.11731E-03	52.788
2.11740E-03	51.006
2.11768E-03	50.2577
2.11778E-03	49.3463
2.11810E-03	48.0806
2.11824E-03	47.4816
2.11852E-03	45.8078
2.11880E-03	45.7592
2.11886E-03	44.2135
2.11917E-03	43.7819
2.11948E-03	42.782
2.11954E-03	41.9617
2.11991E-03	41.4613
2.12004E-03	40.2379
2.12029E-03	39.5539
2.12066E-03	39.0867
2.12078E-03	38.0255
2.12103E-03	37.4653
2.12153E-03	36.7941
2.12159E-03	35.6349
2.12201E-03	34.618
2.12227E-03	33.7335
2.12247E-03	33.6222
2.12294E-03	32.7373
2.12301E-03	32.0772
2.12340E-03	31.882
2.12376E-03	31.1051
2.12387E-03	30.6219
2.12433E-03	30.3628
2.12452E-03	29.5039
2.12480E-03	29.333
2.12549E-03	28.7288
2.12566E-03	27.9775
2.12603E-03	27.828
2.12658E-03	27.304
2.12679E-03	26.6523
2.12712E-03	26.5225
2.12766E-03	26.0638
2.12793E-03	25.493
2.12848E-03	25.3793
2.12907E-03	24.9744
2.12929E-03	24.3698
2.12983E-03	23.8437
2.13053E-03	23.3199
2.13123E-03	23.0591
2.13138E-03	22.8346
2.13192E-03	22.3876
2.13262E-03	21.9426
2.13293E-03	21.7488
2.13332E-03	21.1707
2.13436E-03	20.9788
2.13448E-03	20.6977
2.13541E-03	20.2496
2.13603E-03	20.1381
2.13618E-03	19.8465
2.13735E-03	19.4592
2.13773E-03	19.1698
2.13851E-03	19.0863
2.13944E-03	18.7538
2.13967E-03	18.3398
2.14083E-03	18.2673
2.14199E-03	17.9424
2.14316E-03	17.6186
2.14432E-03	17.5868
2.14439E-03	17.2694
2.14548E-03	16.9847
2.14664E-03	16.9571
2.14749E-03	16.6824
2.14780E-03	16.4084
2.14935E-03	16.1626
2.15059E-03	16.0227
2.15090E-03	15.6802
2.15245E-03	15.3735
2.15369E-03	15.3535
2.15400E-03	15.0692
2.15555E-03	14.7856
2.15679E-03	14.6963
2.15710E-03	14.5255
2.15865E-03	14.2766
2.16020E-03	14.1023
2.16144E-03	14.0373
2.16175E-03	13.8198
2.16330E-03	13.5305
2.16562E-03	13.3103
2.16609E-03	13.2499
2.16733E-03	13.0356
2.16918E-03	12.775
2.17073E-03	12.5884
2.17104E-03	12.522
2.17383E-03	12.287
2.17662E-03	12.0526
2.17755E-03	11.8187
2.17941E-03	11.6343
2.18220E-03	11.4503
2.18499E-03	11.352
2.18778E-03	11.2672
2.19057E-03	11.085
2.19243E-03	10.9033
2.19336E-03	10.7221
2.19614E-03	10.6195
2.19893E-03	10.5354
2.20172E-03	10.3416
2.20358E-03	10.1302
2.20451E-03	9.98977
2.20730E-03	9.94779
2.20916E-03	9.8393
2.21102E-03	9.68488
2.21334E-03	9.53108
2.21489E-03	9.48515
2.21644E-03	9.36522
2.21799E-03	9.19471
2.21954E-03	9.04205
2.22031E-03	8.97456
2.22070E-03	8.89753
2.22186E-03	8.74426
2.22303E-03	8.59187
2.22380E-03	8.4878
2.22458E-03	8.43438
2.22535E-03	8.2646
2.22612E-03	8.12774
2.22651E-03	8.09239
2.22690E-03	7.90545
2.22767E-03	7.75488
2.22825E-03	7.73195
2.22884E-03	7.56483
2.22942E-03	7.43746
2.22961E-03	7.38694
2.22997E-03	7.30157
2.23051E-03	7.1605
2.23105E-03	7.02078
2.23159E-03	6.96551
2.23195E-03	6.87255
2.23231E-03	6.71936
2.23249E-03	6.65896
2.23267E-03	6.52554
2.23301E-03	6.39394
2.23335E-03	6.32897
2.23369E-03	6.25673
2.23404E-03	6.11412
2.23438E-03	5.97362
2.23455E-03	5.82105
2.23464E-03	5.68993
2.23489E-03	5.66947
2.23515E-03	5.52382
2.23544E-03	5.39568
2.23564E-03	5.39085
2.23584E-03	5.25838
2.23604E-03	5.12356
2.23624E-03	5.07806
2.23645E-03	4.98356
2.23665E-03	4.84287
2.23685E-03	4.75374
2.23702E-03	4.70198
2.23719E-03	4.5575
2.23736E-03	4.43454
2.23752E-03	4.42428
2.23760E-03	4.32379
2.23769E-03	4.21666
2.23786E-03	4.1147
2.23799E-03	4.1051
2.23812E-03	4.015
2.23816E-03	3.9218
2.23826E-03	3.83669
2.23838E-03	3.79827
2.23850E-03	3.78063
2.23861E-03	3.73391
2.23863E-03	3.71294
2.23875E-03	3.69641
2.23884E-03	3.67734
2.23893E-03	3.67495
2.23901E-03	3.67402
2.23902E-03	3.67749
2.23911E-03	3.69038
2.23920E-03	3.69745
2.23927E-03	3.72225
2.23934E-03	3.73908
2.23940E-03	3.77963
2.23941E-03	3.80467
2.23948E-03	3.83373
2.23953E-03	3.90107
2.23957E-03	3.9434
2.23962E-03	4.03705
2.23967E-03	4.15549
2.23971E-03	4.22159
2.23976E-03	4.25777
2.23977E-03	4.37636
2.23981E-03	4.44236
2.23985E-03	4.5109
2.23990E-03	4.66286
2.23994E-03	4.66839
2.23998E-03	4.83845
2.24002E-03	4.94541
2.24006E-03	5.03499
2.24009E-03	5.19846
2.24013E-03	5.27584
2.24017E-03	5.37788
2.24021E-03	5.57306
2.24024E-03	5.67225
2.24028E-03	5.78635
2.24032E-03	6.01828
2.24036E-03	6.14509
2.24039E-03	6.33033
2.24043E-03	6.57666
2.24047E-03	6.7033
2.24051E-03	6.84281
2.24054E-03	7.12936
2.24057E-03	7.3633
2.24057E-03	7.43438
2.24060E-03	7.76663
2.24063E-03	8.11627
2.24066E-03	8.13927
2.24067E-03	8.49934
2.24069E-03	8.92383
2.24072E-03	9.05172
2.24075E-03	9.38254
2.24076E-03	9.74258
2.24078E-03	9.87388
2.24081E-03	10.4015
2.24085E-03	10.5073
2.24085E-03	10.9702
2.24088E-03	11.5182
2.24091E-03	11.7562
2.24093E-03	12.3851
2.24094E-03	12.649
2.24097E-03	13.0567
2.24100E-03	13.918
2.24100E-03	14.0289
2.24104E-03	14.849
2.24107E-03	15.3408
2.24108E-03	15.7209
2.24111E-03	16.9245
2.24114E-03	17.1126
2.24116E-03	17.8877
2.24119E-03	19.1126
2.24121E-03	19.27
2.24123E-03	20.7716
2.24126E-03	20.9488
2.24127E-03	22.4585
2.24131E-03	22.8441
2.24132E-03	24.4232
2.24136E-03	25.3951
2.24138E-03	25.8937
2.24141E-03	27.9141
2.24145E-03	28.2296
2.24146E-03	29.8466
2.24152E-03	31.5507
2.24152E-03	32.2488
2.24157E-03	34.7357
2.24159E-03	34.833
2.24163E-03	37.6128
2.24166E-03	38.033
2.24170E-03	40.8184
2.24173E-03	41.9516
2.24177E-03	44.2667
2.24179E-03	46.6988
2.24185E-03	47.1959
2.24186E-03	50.3091
2.24194E-03	51.9389
2.24195E-03	54.1573
2.24202E-03	57.6485
2.24213E-03	58.2415
2.24214E-03	63.2297
2.24228E-03	68.591
2.24231E-03	71.4069
2.24239E-03	73.9245
2.24246E-03	79.5727
2.24250E-03	80.3604
2.24255E-03	85.571
2.24263E-03	87.6789
2.24264E-03	94.0984
2.24272E-03	96.363
2.24274E-03	103.718
2.24279E-03	105.654
2.24284E-03	112.523
2.24287E-03	115.603
2.24292E-03	121.863
2.24294E-03	131.731
2.24300E-03	135.079
2.24301E-03	149.195
2.24307E-03	164.245
2.24310E-03	168.199
2.24315E-03	184.221
2.24319E-03	188.408
2.24322E-03	201.12
2.24327E-03	217.319
2.24330E-03	227.749
2.24334E-03	255.665
2.24338E-03	263.695
2.24344E-03	305.246
2.24346E-03	342.204
2.24354E-03	372.907
2.24355E-03	380.241
2.24364E-03	404.277
2.24366E-03	408.997
2.24375E-03	426.758
2.24377E-03	431.092
2.24388E-03	447.233
2.24405E-03	451.146
2.24409E-03	465.357
2.24413E-03	468.774
2.24422E-03	480.869
2.24429E-03	482.307
2.24432E-03	493.394
2.24435E-03	502.952
2.24441E-03	507.662
2.24446E-03	508.716
2.24453E-03	510.204
2.24456E-03	510.598
2.24457E-03	510.402
2.24461E-03	510.387
2.24465E-03	508.577
2.24465E-03	507.11
2.24469E-03	503.162
2.24474E-03	500.697
2.24474E-03	494.456
2.24478E-03	491.057
2.24481E-03	482.683
2.24484E-03	478.432
2.24486E-03	468.124
2.24490E-03	463.118
2.24494E-03	451.112
2.24494E-03	445.461
2.24498E-03	431.964
2.24503E-03	415.204
2.24505E-03	400.269
2.24507E-03	363.738
2.24511E-03	356.872
2.24515E-03	314.652
2.24515E-03	284.14
2.24519E-03	276.965
2.24524E-03	254.888
2.24526E-03	242.658
2.24527E-03	231.011
2.24530E-03	216.976
2.24533E-03	215.761
2.24536E-03	201.366
2.24540E-03	198.999
2.24543E-03	187.735
2.24546E-03	182.183
2.24549E-03	174.832
2.24550E-03	166.561
2.24553E-03	162.67
2.24556E-03	153.092
2.24559E-03	152.147
2.24563E-03	144.198
2.24563E-03	138.976
2.24566E-03	135.736
2.24569E-03	127.761
2.24573E-03	126.975
2.24576E-03	120.432
2.24577E-03	116.139
2.24580E-03	113.473
2.24583E-03	108.72
2.24586E-03	107.028
2.24589E-03	101.885
2.24592E-03	101.035
2.24596E-03	96.0168
2.24596E-03	95.6051
2.24601E-03	91.3716
2.24605E-03	89.856
2.24609E-03	87.0276
2.24613E-03	84.5921
2.24615E-03	82.9709
2.24618E-03	79.7812
2.24622E-03	79.1872
2.24626E-03	75.6831
2.24630E-03	75.3956
2.24634E-03	72.4582
2.24639E-03	71.4071
2.24643E-03	69.4788
2.24645E-03	66.6338
2.24651E-03	64.101
2.24656E-03	62.4408
2.24662E-03	61.4422
2.24668E-03	59.4778
2.24671E-03	58.5696
2.24676E-03	57.6437
2.24684E-03	55.9256
2.24693E-03	55.184
2.24701E-03	54.3257
2.24707E-03	52.8212
2.24710E-03	52.2179
2.24718E-03	51.4234
2.24729E-03	50.1032
2.24739E-03	49.6143
2.24750E-03	48.8789
2.24757E-03	47.3226
2.24761E-03	47.1587
2.24773E-03	45.6155
2.24788E-03	45.2994
2.24802E-03	44.2266
2.24817E-03	42.95
2.24825E-03	42.9009
2.24832E-03	41.7428
2.24848E-03	40.9339
2.24864E-03	40.8069
2.24883E-03	39.971
2.24900E-03	39.1884
2.24902E-03	38.7845
2.24921E-03	37.7017
2.24939E-03	37.5239
2.24958E-03	36.7337
2.24975E-03	35.9547
2.24977E-03	35.8155
2.24996E-03	34.9921
2.25018E-03	34.5853
2.25043E-03	34.2276
2.25068E-03	33.7555
2.25094E-03	32.8212
2.25116E-03	32.0204
2.25119E-03	31.3279
2.25144E-03	31.2843
2.25170E-03	30.6378
2.25195E-03	30.2104
2.25226E-03	30.0409
2.25262E-03	29.448
2.25298E-03	28.7155
2.25301E-03	28.5704
2.25335E-03	28.0662
2.25371E-03	27.4421
2.25407E-03	27.3184
2.25444E-03	26.8831
2.25480E-03	26.3438
2.25528E-03	26.2368
2.25547E-03	25.7619
2.25574E-03	25.2913
2.25619E-03	25.2091
2.25679E-03	24.7205
2.25739E-03	24.2357
2.25800E-03	24.0753
2.25860E-03	23.7995
2.25867E-03	23.3889
2.25920E-03	23.049
2.25980E-03	22.9899
2.26058E-03	22.6372
2.26136E-03	22.1703
2.26214E-03	21.7708
2.26292E-03	21.3742
2.26335E-03	21.1772
2.26409E-03	21.0087
2.26526E-03	20.6739
2.26646E-03	20.3412
2.26774E-03	20.0545
2.26831E-03	19.7694
2.26902E-03	19.6277
2.27029E-03	19.4415
2.27199E-03	19.133
2.27369E-03	19.0103
2.27540E-03	18.8521
2.27795E-03	18.5899
2.27965E-03	18.329
2.28050E-03	18.2251
2.28305E-03	18.0915
2.28560E-03	17.87
2.28815E-03	17.6715
2.29155E-03	17.6523
2.29496E-03	17.4042
2.30006E-03	17.1574
2.30573E-03	17.1006
2.30970E-03	16.9415
2.31367E-03	16.7355
2.31820E-03	16.5304
2.32274E-03	16.3889
2.32702E-03	16.3372
2.33130E-03	16.1697
2.33532E-03	16.0028
2.33934E-03	15.7726
2.34336E-03	15.7472
2.34739E-03	15.5801
2.35141E-03	15.393
2.35241E-03	15.2065
2.35543E-03	15.1239
2.35845E-03	15.0386
2.36146E-03	14.8855
2.36347E-03	14.7329
2.36448E-03	14.6146
2.36749E-03	14.5862
2.36951E-03	14.4239
2.37152E-03	14.2621
2.37328E-03	14.1358
2.37504E-03	14.1055
2.37680E-03	13.9662
2.37856E-03	13.8454
2.37906E-03	13.8298
2.37987E-03	13.7109
2.38119E-03	13.5331
2.38251E-03	13.3891
2.38383E-03	13.3506
2.38421E-03	13.2418
2.38471E-03	13.1014
2.38559E-03	12.9613
2.38663E-03	12.9168
2.38732E-03	12.8356
2.38748E-03	12.7167
2.38801E-03	12.598
2.38870E-03	12.5495
2.38939E-03	12.4386
2.38991E-03	12.2874
2.39007E-03	12.1372
2.39043E-03	12.1366
2.39095E-03	12.0094
2.39148E-03	11.8824
2.39200E-03	11.7556
2.39201E-03	11.6257
2.39236E-03	11.6164
2.39272E-03	11.4911
2.39307E-03	11.3661
2.39342E-03	11.2411
2.39350E-03	11.1163
2.39378E-03	11.0333
2.39408E-03	10.9735
2.39434E-03	10.8541
2.39460E-03	10.7349
2.39460E-03	10.6158
2.39486E-03	10.5563
2.39511E-03	10.4334
2.39537E-03	10.3106
2.39557E-03	10.188
2.39563E-03	10.0655
2.39582E-03	9.94426
2.39601E-03	9.82322
2.39618E-03	9.72301
2.39635E-03	9.69962
2.39640E-03	9.59697
2.39651E-03	9.49117
2.39668E-03	9.3839
2.39685E-03	9.27687
2.39701E-03	9.26768
2.39715E-03	9.15513
2.39718E-03	9.0323
2.39730E-03	8.95062
2.39741E-03	8.92959
2.39754E-03	8.86537
2.39764E-03	8.77688
2.39768E-03	8.68859
2.39778E-03	8.60054
2.39788E-03	8.57633
2.39798E-03	8.50245
2.39808E-03	8.40075
2.39814E-03	8.3029
2.39821E-03	8.29885
2.39828E-03	8.18202
2.39834E-03	8.06168
2.39841E-03	7.98978
2.39848E-03	7.98049
2.39852E-03	7.88793
2.39857E-03	7.79572
2.39858E-03	7.71308
2.39861E-03	7.70241
2.39866E-03	7.59615
2.39871E-03	7.49039
2.39875E-03	7.3957
2.39880E-03	7.29673
2.39884E-03	7.19823
2.39889E-03	7.10026
2.39892E-03	7.0455
2.39896E-03	6.99626
2.39899E-03	6.88442
2.39903E-03	6.80805
2.39906E-03	6.76895
2.39909E-03	6.6447
2.39909E-03	6.54452
2.39913E-03	6.54013
2.39916E-03	6.39657
2.39920E-03	6.30165
2.39923E-03	6.25027
2.39926E-03	6.20169
2.39927E-03	6.09562
2.39931E-03	5.99045
2.39935E-03	5.87199
2.39938E-03	5.75469
2.39942E-03	5.67044
2.39942E-03	5.60514
2.39946E-03	5.49954
2.39949E-03	5.43571
2.39950E-03	5.39072
2.39953E-03	5.27631
2.39957E-03	5.18218
2.39959E-03	5.16121
2.39961E-03	5.03707
2.39965E-03	4.91478
2.39967E-03	4.90809
2.39968E-03	4.79568
2.39972E-03	4.69229
2.39975E-03	4.61231
2.39975E-03	4.58811
2.39978E-03	4.477
2.39982E-03	4.3757
2.39983E-03	4.36716
2.39987E-03	4.24989
2.39990E-03	4.13517
2.39991E-03	4.12718
2.39996E-03	4.0127
2.39997E-03	3.90541
2.40000E-03	3.85106
2.40004E-03	3.80967
2.40005E-03	3.71107
2.40009E-03	3.61536
2.40012E-03	3.58595
2.40013E-03	3.51727
2.40018E-03	3.42022
2.40018E-03	3.32739
2.40023E-03	3.3234
2.40023E-03	3.23395
2.40027E-03	3.15357
2.40029E-03	3.08571
2.40031E-03	3.02272
2.40035E-03	2.96532
2.40035E-03	2.93985
2.40039E-03	2.91717
2.40042E-03	2.87936
2.40045E-03	2.87776
2.40048E-03	2.85863
2.40052E-03	2.85617
2.40054E-03	2.85579
2.40057E-03	2.85838
2.40060E-03	2.86702
2.40063E-03	2.87387
2.40067E-03	2.90053
2.40071E-03	2.90364
2.40073E-03	2.93437
2.40078E-03	2.94462
2.40081E-03	2.97469
2.40087E-03	3.00808
2.40089E-03	3.02521
2.40098E-03	3.08788
2.40100E-03	3.09451
2.40112E-03	3.1456
2.40126E-03	3.20981
2.40133E-03	3.28689
2.40136E-03	3.36075
2.40146E-03	3.37221
2.40151E-03	3.47225
2.40155E-03	3.55415
2.40164E-03	3.58363
2.40173E-03	3.71181
2.40175E-03	3.79823
2.40181E-03	3.81675
2.40185E-03	3.96238
2.40189E-03	4.07555
2.40194E-03	4.10551
2.40196E-03	4.20021
2.40200E-03	4.33363
2.40204E-03	4.35131
2.40207E-03	4.48102
2.40213E-03	4.63747
2.40215E-03	4.75741
2.40222E-03	4.80514
2.40223E-03	4.98853
2.40225E-03	5.16404
2.40230E-03	5.23544
2.40234E-03	5.50763
2.40238E-03	5.64159
2.40243E-03	5.8057
2.40245E-03	6.13003
2.40253E-03	6.19882
2.40263E-03	6.39951
2.40264E-03	6.68545
2.40273E-03	6.8516
2.40274E-03	6.99149
2.40287E-03	7.31987
2.40290E-03	7.61178
2.40300E-03	7.7352
2.40306E-03	8.18631
2.40316E-03	8.44414
2.40323E-03	8.50399
2.40331E-03	9.05369
2.40333E-03	9.40641
2.40337E-03	9.64558
2.40343E-03	10.1231
2.40345E-03	10.5015
2.40350E-03	10.8633
2.40356E-03	11.6019
2.40358E-03	11.7323
2.40362E-03	12.3029
2.40366E-03	13.0443
2.40370E-03	13.1187
2.40371E-03	14.0028
2.40376E-03	14.6152
2.40380E-03	15.0764
2.40381E-03	15.9153
2.40385E-03	15.9611
2.40389E-03	17.0534
2.40390E-03	17.4544
2.40392E-03	18.2752
2.40396E-03	19.0347
2.40400E-03	19.7006
2.40400E-03	20.9886
2.40404E-03	22.5011
2.40408E-03	23.1633
2.40409E-03	23.838
2.40411E-03	25.2649
2.40414E-03	25.9919
2.40418E-03	27.5415
2.40419E-03	28.331
2.40421E-03	30.0025
2.40424E-03	30.3437
2.40428E-03	32.4949
2.40431E-03	33.6297
2.40432E-03	35.1747
2.40434E-03	36.9107
2.40438E-03	38.056
2.40441E-03	40.6878
2.40444E-03	41.1505
2.40448E-03	44.4596
2.40451E-03	45.8352
2.40454E-03	48.0013
2.40457E-03	50.1513
2.40458E-03	52.067
2.40461E-03	55.8215
2.40465E-03	56.4101
2.40468E-03	61.0652
2.40469E-03	62.0453
2.40471E-03	66.0351
2.40474E-03	68.8358
2.40477E-03	71.6858
2.40480E-03	76.2004
2.40483E-03	78.4937
2.40486E-03	84.1535
2.40486E-03	85.7975
2.40489E-03	92.7271
2.40493E-03	93.6058
2.40497E-03	101.931
2.40501E-03	110.795
2.40502E-03	111.833
2.40505E-03	121.8
2.40509E-03	122.351
2.40513E-03	133.557
2.40518E-03	139.432
2.40518E-03	145.999
2.40522E-03	157.853
2.40526E-03	159.117
2.40531E-03	177.674
2.40535E-03	197.394
2.40540E-03	206.237
2.40540E-03	223.391
2.40545E-03	244.35
2.40549E-03	250.596
2.40554E-03	300.711
2.40560E-03	326.753
2.40566E-03	357.686
2.40572E-03	365.12
2.40573E-03	389.538
2.40579E-03	394.342
2.40585E-03	412.46
2.40594E-03	416.891
2.40604E-03	433.411
2.40605E-03	437.426
2.40613E-03	452.014
2.40622E-03	455.531
2.40635E-03	467.935
2.40649E-03	470.154
2.40655E-03	480.855
2.40662E-03	481.45
2.40676E-03	488.945
2.40690E-03	491.107
2.40699E-03	495.477
2.40704E-03	496.256
2.40718E-03	496.809
2.40736E-03	498.745
2.40754E-03	498.765
2.40768E-03	498.656
2.40773E-03	498.135
2.40792E-03	497.117
2.40811E-03	494.179
2.40837E-03	491.93
2.40863E-03	486.934
2.40876E-03	483.335
2.40889E-03	476.415
2.40915E-03	471.562
2.40941E-03	462.894
2.40967E-03	456.908
2.40992E-03	446.701
2.41003E-03	439.725
2.41039E-03	428.212
2.41074E-03	420.378
2.41122E-03	396.952
2.41169E-03	388.307
2.41186E-03	343.817
2.41217E-03	301.917
2.41264E-03	275.284
2.41335E-03	273.835
2.41389E-03	255.647
2.41449E-03	240.438
2.41479E-03	231.866
2.41523E-03	214.315
2.41551E-03	213.695
2.41622E-03	198.431
2.41693E-03	196.024
2.41799E-03	182.86
2.41906E-03	178.918
2.41979E-03	168.281
2.42013E-03	163.034
2.42091E-03	159.097
2.42178E-03	150.344
2.42238E-03	148.423
2.42264E-03	142.148
2.42350E-03	135.069
2.42436E-03	134.248
2.42496E-03	126.151
2.42522E-03	122.961
2.42609E-03	118.484
2.42669E-03	115.546
2.42695E-03	111.375
2.42772E-03	108.639
2.42841E-03	104.765
2.42910E-03	102.224
2.42979E-03	98.6315
2.43014E-03	96.2764
2.43048E-03	92.9945
2.43117E-03	88.6918
2.43143E-03	87.7
2.43186E-03	84.0412
2.43255E-03	82.8383
2.43272E-03	80.0559
2.43315E-03	77.538
2.43367E-03	76.0707
2.43401E-03	72.7397
2.43419E-03	72.3719
2.43470E-03	68.9887
2.43498E-03	68.4137
2.43522E-03	65.8803
2.43574E-03	64.5147
2.43608E-03	62.9981
2.43626E-03	60.9988
2.43677E-03	60.3291
2.43705E-03	57.8621
2.43722E-03	57.8304
2.43761E-03	55.8998
2.43800E-03	55.6215
2.43802E-03	53.5736
2.43839E-03	52.4183
2.43878E-03	51.6487
2.43916E-03	50.1325
2.43955E-03	49.384
2.43994E-03	48.7188
2.44028E-03	47.4062
2.44052E-03	46.3728
2.44074E-03	46.1404
2.44104E-03	45.0093
2.44104E-03	43.7905
2.44134E-03	43.3891
2.44144E-03	41.9333
2.44164E-03	41.5598
2.44171E-03	40.6172
2.44192E-03	39.6236
2.44194E-03	39.3898
2.44209E-03	38.2841
2.44225E-03	37.9319
2.44229E-03	37.2681
2.44245E-03	36.4418
2.44255E-03	36.3162
2.44259E-03	35.3251
2.44274E-03	34.7145
2.44283E-03	34.329
2.44293E-03	33.4175
2.44300E-03	33.2224
2.44308E-03	32.5936
2.44312E-03	31.9195
2.44316E-03	31.8151
2.44324E-03	31.1271
2.44331E-03	30.4465
2.44339E-03	30.222
2.44346E-03	29.6393
2.44353E-03	28.8717
2.44359E-03	28.7767
2.44365E-03	28.1937
2.44365E-03	27.5752
2.44371E-03	27.5344
2.44376E-03	27.0266
2.44381E-03	26.452
2.44386E-03	26.3233
2.44390E-03	25.6868
2.44392E-03	25.4976
2.44396E-03	25.1093
2.44401E-03	24.5597
2.44406E-03	24.2327
2.44412E-03	24.0383
2.44417E-03	23.6045
2.44421E-03	23.5615
2.44422E-03	23.0708
2.44426E-03	22.5208
2.44431E-03	22.4999
2.44435E-03	22.0452
2.44439E-03	21.5763
2.44443E-03	21.5584
2.44446E-03	21.1661
2.44448E-03	20.7611
2.44453E-03	20.7457
2.44457E-03	20.4065
2.44462E-03	20.0561
2.44467E-03	19.9355
2.44468E-03	19.7006
2.44472E-03	19.3274
2.44477E-03	19.2347
2.44482E-03	18.9932
2.44487E-03	18.6733
2.44492E-03	18.4348
2.44493E-03	18.3663
2.44498E-03	18.0942
2.44504E-03	17.8235
2.44510E-03	17.7561
2.44515E-03	17.5803
2.44517E-03	17.3178
2.44522E-03	17.1728
2.44527E-03	17.049
2.44532E-03	16.8027
2.44532E-03	16.5577
2.44537E-03	16.4358
2.44543E-03	16.3334
2.44549E-03	16.1296
2.44555E-03	15.9267
2.44562E-03	15.8257
2.44567E-03	15.6517
2.44567E-03	15.4096
2.44575E-03	15.3752
2.44583E-03	15.1958
2.44583E-03	14.9876
2.44589E-03	14.8987
2.44595E-03	14.7992
2.44600E-03	14.6259
2.44601E-03	14.4534
2.44608E-03	14.3059
2.44614E-03	14.2858
2.44616E-03	14.145
2.44621E-03	13.9648
2.44627E-03	13.7852
2.44633E-03	13.6379
2.44634E-03	13.4912
2.44640E-03	13.345
2.44644E-03	13.2964
2.44649E-03	13.2155
2.44653E-03	13.0945
2.44661E-03	12.9739
2.44667E-03	12.8937
2.44669E-03	12.8429
2.44677E-03	12.7247
2.44684E-03	12.6068
2.44685E-03	12.5228
2.44693E-03	12.4948
2.44700E-03	12.3481
2.44701E-03	12.202
2.44708E-03	12.1048
2.44714E-03	12.0955
2.44716E-03	11.9773
2.44724E-03	11.8517
2.44727E-03	11.7265
2.44731E-03	11.6849
2.44739E-03	11.6149
2.44740E-03	11.5101
2.44747E-03	11.4056
2.44753E-03	11.3013
2.44755E-03	11.2918
2.44762E-03	11.2105
2.44766E-03	11.116
2.44770E-03	11.0216
2.44778E-03	10.9275
2.44779E-03	10.8335
2.44786E-03	10.774
2.44792E-03	10.7407
2.44793E-03	10.7104
2.44801E-03	10.6332
2.44805E-03	10.5561
2.44809E-03	10.4793
2.44817E-03	10.4027
2.44818E-03	10.3454
2.44824E-03	10.2883
2.44826E-03	10.2314
2.44832E-03	10.2039
2.44835E-03	10.1694
2.44840E-03	10.1026
2.44843E-03	10.039
2.44848E-03	9.99769
2.44852E-03	9.9566
