MeV	"I-127(N,EL)I-127-L0"
1.58386E-03	10.6231
1.58396E-03	10.5901
1.58405E-03	10.5
1.58417E-03	10.3028
1.58429E-03	10.0306
1.58444E-03	9.61284
1.58489E-03	8.18516
1.58504E-03	7.76556
1.58518E-03	7.39399
1.58529E-03	7.16262
1.58540E-03	6.94675
1.58550E-03	6.7599
1.58567E-03	6.52894
1.58582E-03	6.36289
1.58597E-03	6.23061
1.58617E-03	6.09426
1.58636E-03	5.99071
1.58666E-03	5.87476
1.58706E-03	5.7624
1.58766E-03	5.63962
1.58845E-03	5.51918
1.58937E-03	5.41367
1.59092E-03	5.27771
1.59341E-03	5.11374
1.59751E-03	4.8795
1.59860E-03	4.7976
1.59937E-03	4.7133
1.60011E-03	4.61289
1.60042E-03	4.59535
1.60066E-03	4.61283
1.60087E-03	4.65758
1.60108E-03	4.7382
1.60130E-03	4.85291
1.60186E-03	5.19781
1.60207E-03	5.29837
1.60229E-03	5.36078
1.60248E-03	5.37963
1.60271E-03	5.36113
1.60299E-03	5.29456
1.60371E-03	5.0702
1.60419E-03	4.96719
1.60476E-03	4.88933
1.60545E-03	4.82679
1.60666E-03	4.75139
1.60828E-03	4.66915
1.61131E-03	4.46786
1.61243E-03	4.37933
1.61326E-03	4.29956
1.61402E-03	4.20847
1.61472E-03	4.10186
1.61529E-03	3.98958
1.61573E-03	3.88011
1.61647E-03	3.66166
1.61662E-03	3.63023
1.61674E-03	3.62089
1.61683E-03	3.62703
1.61694E-03	3.65571
1.61703E-03	3.69711
1.61711E-03	3.76003
1.61719E-03	3.849
1.61727E-03	3.95985
1.61734E-03	4.0962
1.61741E-03	4.26535
1.61749E-03	4.4712
1.61754E-03	4.63059
1.61759E-03	4.8089
1.61766E-03	5.08967
1.61772E-03	5.3972
1.61779E-03	5.74324
1.61785E-03	6.12878
1.61792E-03	6.55377
1.61799E-03	7.09872
1.61806E-03	7.60617
1.61813E-03	8.14817
1.61822E-03	9.01803
1.61836E-03	10.2587
1.61861E-03	12.7331
1.61873E-03	13.7919
1.61883E-03	14.6356
1.61891E-03	15.2736
1.61901E-03	15.8307
1.61909E-03	16.2423
1.61918E-03	16.5345
1.61923E-03	16.6579
1.61932E-03	16.7425
1.61934E-03	16.7436
1.61941E-03	16.6963
1.61950E-03	16.5155
1.61956E-03	16.3411
1.61964E-03	15.9814
1.61973E-03	15.5282
1.61982E-03	14.9976
1.61996E-03	14.0321
1.62032E-03	11.3573
1.62044E-03	10.516
1.62054E-03	9.84141
1.62064E-03	9.22761
1.62075E-03	8.6788
1.62085E-03	8.1958
1.62093E-03	7.85954
1.62102E-03	7.56107
1.62107E-03	7.38182
1.62118E-03	7.06669
1.62129E-03	6.80332
1.62142E-03	6.54501
1.62155E-03	6.33824
1.62168E-03	6.17212
1.62181E-03	6.03753
1.62199E-03	5.8946
1.62221E-03	5.75701
1.62254E-03	5.60397
1.62286E-03	5.48895
1.62329E-03	5.37286
1.62372E-03	5.28092
1.62444E-03	5.15992
1.62532E-03	5.04926
1.62637E-03	4.94702
1.62821E-03	4.81095
1.63137E-03	4.62934
1.63500E-03	4.42816
1.63681E-03	4.30576
1.63789E-03	4.21593
1.63886E-03	4.11899
1.63965E-03	4.02245
1.64025E-03	3.93261
1.64084E-03	3.82735
1.64177E-03	3.63281
1.64200E-03	3.60627
1.64206E-03	3.60517
1.64219E-03	3.61683
1.64230E-03	3.64927
1.64238E-03	3.68698
1.64245E-03	3.74134
1.64253E-03	3.81626
1.64261E-03	3.91626
1.64266E-03	4.01085
1.64272E-03	4.12484
1.64278E-03	4.26091
1.64283E-03	4.42183
1.64289E-03	4.61063
1.64294E-03	4.79458
1.64299E-03	5.05029
1.64305E-03	5.34513
1.64310E-03	5.59412
1.64314E-03	5.86856
1.64318E-03	6.17019
1.64323E-03	6.50016
1.64327E-03	6.85995
1.64331E-03	7.25073
1.64337E-03	7.82196
1.64343E-03	8.39728
1.64348E-03	9.02358
1.64353E-03	9.70188
1.64359E-03	10.4323
1.64364E-03	11.2147
1.64371E-03	12.405
1.64377E-03	13.3791
1.64386E-03	14.937
1.64395E-03	16.6552
1.64407E-03	19.1112
1.64428E-03	23.5828
1.64439E-03	25.8364
1.64450E-03	27.7663
1.64458E-03	29.1146
1.64465E-03	30.0947
1.64473E-03	31.0488
1.64480E-03	31.7655
1.64488E-03	32.3667
1.64495E-03	32.6674
1.64503E-03	32.7756
1.64510E-03	32.6747
1.64517E-03	32.43
1.64524E-03	31.9741
1.64531E-03	31.3437
1.64540E-03	30.3349
1.64547E-03	29.4584
1.64557E-03	27.9173
1.64567E-03	26.2056
1.64588E-03	22.4131
1.64604E-03	19.7087
1.64616E-03	17.6625
1.64626E-03	16.0721
1.64633E-03	14.9669
1.64641E-03	13.9432
1.64648E-03	13.0035
1.64656E-03	12.1486
1.64662E-03	11.4904
1.64669E-03	10.8901
1.64675E-03	10.3452
1.64682E-03	9.85289
1.64688E-03	9.40972
1.64695E-03	9.01237
1.64701E-03	8.65712
1.64707E-03	8.34041
1.64715E-03	8.01212
1.64722E-03	7.72654
1.64730E-03	7.47829
1.64741E-03	7.16539
1.64753E-03	6.91101
1.64764E-03	6.70285
1.64777E-03	6.5103
1.64786E-03	6.3961
1.64804E-03	6.20795
1.64822E-03	6.05872
1.64840E-03	5.93632
1.64870E-03	5.77219
1.64901E-03	5.64129
1.64946E-03	5.48494
1.64991E-03	5.36052
1.65052E-03	5.22709
1.65139E-03	5.07513
1.65254E-03	4.91854
1.65643E-03	4.48464
1.65749E-03	4.34148
1.65829E-03	4.20723
1.65882E-03	4.09665
1.65970E-03	3.88642
1.65986E-03	3.86343
1.65994E-03	3.85922
1.66006E-03	3.86698
1.66018E-03	3.89878
1.66026E-03	3.93834
1.66036E-03	4.01498
1.66042E-03	4.08674
1.66049E-03	4.17835
1.66056E-03	4.29295
1.66062E-03	4.43392
1.66069E-03	4.60481
1.66076E-03	4.80931
1.66082E-03	5.02521
1.66087E-03	5.24477
1.66092E-03	5.49226
1.66098E-03	5.76946
1.66103E-03	6.07804
1.66108E-03	6.41948
1.66114E-03	6.795
1.66119E-03	7.20558
1.66126E-03	7.76916
1.66132E-03	8.32458
1.66138E-03	8.9251
1.66144E-03	9.56994
1.66150E-03	10.2568
1.66158E-03	11.3514
1.66168E-03	12.6459
1.66184E-03	14.7787
1.66203E-03	17.4772
1.66211E-03	18.6525
1.66223E-03	20.0561
1.66230E-03	20.9187
1.66239E-03	21.7384
1.66247E-03	22.435
1.66256E-03	22.9744
1.66261E-03	23.2306
1.66268E-03	23.4247
1.66275E-03	23.521
1.66277E-03	23.5221
1.66285E-03	23.4369
1.66293E-03	23.1744
1.66300E-03	22.8309
1.66309E-03	22.2869
1.66317E-03	21.5866
1.66326E-03	20.7696
1.66337E-03	19.644
1.66353E-03	17.7987
1.66377E-03	14.9171
1.66390E-03	13.516
1.66398E-03	12.6466
1.66408E-03	11.7229
1.66416E-03	11.0084
1.66424E-03	10.3587
1.66433E-03	9.77343
1.66441E-03	9.25103
1.66450E-03	8.75773
1.66456E-03	8.4278
1.66466E-03	7.99554
1.66476E-03	7.63061
1.66486E-03	7.3242
1.66496E-03	7.06772
1.66507E-03	6.84027
1.66518E-03	6.64666
1.66529E-03	6.48659
1.66543E-03	6.31369
1.66558E-03	6.17567
1.66578E-03	6.02703
1.66598E-03	5.90974
1.66625E-03	5.78513
1.66664E-03	5.64088
1.66718E-03	5.49625
1.66771E-03	5.38498
1.66843E-03	5.26757
1.66915E-03	5.17423
1.67017E-03	5.06624
1.67352E-03	4.77901
1.67447E-03	4.67212
1.67530E-03	4.55652
1.67558E-03	4.543
1.67572E-03	4.55202
1.67590E-03	4.58574
1.67607E-03	4.65159
1.67623E-03	4.74359
1.67639E-03	4.86918
1.67652E-03	4.99717
1.67672E-03	5.23164
1.67719E-03	5.85972
1.67737E-03	6.05602
1.67751E-03	6.17088
1.67765E-03	6.25231
1.67780E-03	6.29385
1.67785E-03	6.29672
1.67797E-03	6.28184
1.67813E-03	6.22458
1.67827E-03	6.1371
1.67847E-03	5.99228
1.67888E-03	5.64266
1.67915E-03	5.45382
1.67938E-03	5.31899
1.67962E-03	5.21658
1.67977E-03	5.16352
1.68012E-03	5.07748
1.68047E-03	5.01985
1.68103E-03	4.95739
1.68159E-03	4.91282
1.68299E-03	4.83547
1.68529E-03	4.75204
1.68843E-03	4.67164
1.69421E-03	4.55965
1.71039E-03	4.28463
1.71508E-03	4.19632
1.71648E-03	4.15587
1.71962E-03	4.04685
1.72085E-03	3.98939
1.72181E-03	3.92581
1.72236E-03	3.87364
1.72326E-03	3.77027
1.72352E-03	3.75932
1.72376E-03	3.77384
1.72398E-03	3.81562
1.72411E-03	3.85795
1.72433E-03	3.94944
1.72459E-03	4.08996
1.72501E-03	4.33732
1.72523E-03	4.43557
1.72541E-03	4.48932
1.72561E-03	4.51511
1.72567E-03	4.51644
1.72585E-03	4.50267
1.72605E-03	4.46224
1.72635E-03	4.37135
1.72682E-03	4.21816
1.72713E-03	4.13382
1.72748E-03	4.057
1.72783E-03	3.99598
1.72915E-03	3.8023
1.72957E-03	3.74918
1.72990E-03	3.73237
1.73012E-03	3.7414
1.73030E-03	3.76511
1.73056E-03	3.82075
1.73127E-03	4.03479
1.73148E-03	4.08015
1.73167E-03	4.10181
1.73183E-03	4.10601
1.73206E-03	4.09037
1.73236E-03	4.04178
1.73330E-03	3.84089
1.73374E-03	3.76753
1.73483E-03	3.62565
1.73606E-03	3.4703
1.73689E-03	3.35473
1.73771E-03	3.22224
1.73832E-03	3.10987
1.73891E-03	2.98658
1.73950E-03	2.84721
1.74021E-03	2.66671
1.74041E-03	2.62209
1.74061E-03	2.5941
1.74070E-03	2.58975
1.74080E-03	2.59418
1.74089E-03	2.61057
1.74098E-03	2.64298
1.74105E-03	2.6809
1.74112E-03	2.73343
1.74119E-03	2.80377
1.74126E-03	2.8956
1.74132E-03	2.99031
1.74137E-03	3.10519
1.74143E-03	3.24332
1.74149E-03	3.40803
1.74153E-03	3.53443
1.74157E-03	3.67544
1.74160E-03	3.83239
1.74164E-03	4.00647
1.74168E-03	4.19911
1.74172E-03	4.41167
1.74176E-03	4.64574
1.74179E-03	4.9027
1.74183E-03	5.18422
1.74187E-03	5.49178
1.74191E-03	5.87477
1.74196E-03	6.29578
1.74200E-03	6.74593
1.74204E-03	7.21199
1.74208E-03	7.717
1.74212E-03	8.26258
1.74216E-03	8.85062
1.74220E-03	9.48249
1.74224E-03	10.1603
1.74228E-03	10.8849
1.74233E-03	11.9261
1.74239E-03	13.0552
1.74244E-03	14.1285
1.74250E-03	15.6344
1.74256E-03	17.26
1.74262E-03	19.0026
1.74268E-03	20.8582
1.74275E-03	22.8195
1.74284E-03	25.9417
1.74293E-03	29.2417
1.74308E-03	34.7888
1.74326E-03	41.5647
1.74335E-03	44.5662
1.74344E-03	47.8679
1.74353E-03	50.4548
1.74361E-03	52.4786
1.74368E-03	54.0752
1.74374E-03	55.291
1.74380E-03	56.2962
1.74387E-03	57.0582
1.74394E-03	57.5631
1.74402E-03	57.7353
1.74409E-03	57.5489
1.74416E-03	57.0557
1.74423E-03	56.1795
1.74432E-03	54.7363
1.74442E-03	52.6685
1.74453E-03	49.9309
1.74461E-03	47.8024
1.74473E-03	44.0269
1.74498E-03	36.3003
1.74510E-03	32.7071
1.74519E-03	30.4982
1.74526E-03	28.6666
1.74534E-03	27
1.74541E-03	25.5086
1.74548E-03	24.1981
1.74554E-03	23.3047
1.74560E-03	22.5196
1.74566E-03	21.8394
1.74571E-03	21.2599
1.74579E-03	20.634
1.74586E-03	20.22
1.74592E-03	19.9069
1.74601E-03	19.6246
1.74610E-03	19.4676
1.74622E-03	19.3972
1.74624E-03	19.3965
1.74652E-03	19.4664
1.74666E-03	19.3982
1.74679E-03	19.1983
1.74690E-03	18.9116
1.74698E-03	18.5871
1.74708E-03	18.1584
1.74720E-03	17.4767
1.74733E-03	16.6142
1.74750E-03	15.3961
1.74778E-03	13.2392
1.74794E-03	12.0882
1.74804E-03	11.3968
1.74815E-03	10.7604
1.74825E-03	10.1834
1.74836E-03	9.66711
1.74847E-03	9.16566
1.74859E-03	8.73286
1.74870E-03	8.36253
1.74882E-03	8.04756
1.74893E-03	7.7804
1.74908E-03	7.49545
1.74925E-03	7.24027
1.74941E-03	7.03414
1.74963E-03	6.814
1.74985E-03	6.63725
1.75013E-03	6.4527
1.75055E-03	6.23291
1.75098E-03	6.0591
1.75138E-03	5.92508
1.75179E-03	5.82099
1.75240E-03	5.71248
1.75324E-03	5.57969
1.75468E-03	5.2638
1.75524E-03	5.17329
1.75612E-03	5.06823
1.75786E-03	4.91873
1.75997E-03	4.73547
1.76381E-03	4.44987
1.76532E-03	4.31409
1.76620E-03	4.21405
1.76687E-03	4.11852
1.76757E-03	3.99167
1.76815E-03	3.87224
1.76838E-03	3.84185
1.76847E-03	3.83875
1.76862E-03	3.85249
1.76875E-03	3.89015
1.76885E-03	3.93998
1.76894E-03	4.01344
1.76903E-03	4.11214
1.76912E-03	4.2338
1.76921E-03	4.3881
1.76930E-03	4.57937
1.76935E-03	4.72949
1.76941E-03	4.89903
1.76949E-03	5.16777
1.76956E-03	5.42342
1.76963E-03	5.70875
1.76969E-03	6.02412
1.76974E-03	6.25106
1.76983E-03	6.74422
1.76993E-03	7.3502
1.77002E-03	8.01069
1.77014E-03	8.81318
1.77045E-03	11.1634
1.77056E-03	11.9679
1.77067E-03	12.6364
1.77077E-03	13.2399
1.77086E-03	13.6545
1.77094E-03	13.9866
1.77103E-03	14.2545
1.77111E-03	14.395
1.77120E-03	14.4579
1.77122E-03	14.4591
1.77129E-03	14.4201
1.77138E-03	14.2904
1.77146E-03	14.0733
1.77158E-03	13.6717
1.77167E-03	13.2591
1.77181E-03	12.5322
1.77195E-03	11.7214
1.77224E-03	9.94724
1.77238E-03	9.14202
1.77248E-03	8.64743
1.77258E-03	8.19248
1.77268E-03	7.73856
1.77277E-03	7.40488
1.77286E-03	7.10622
1.77294E-03	6.84099
1.77303E-03	6.60726
1.77312E-03	6.38351
1.77324E-03	6.15935
1.77335E-03	5.97298
1.77346E-03	5.81848
1.77361E-03	5.65263
1.77375E-03	5.53598
1.77392E-03	5.41538
1.77415E-03	5.29344
1.77439E-03	5.20049
1.77475E-03	5.09066
1.77513E-03	5.00086
1.77564E-03	4.90667
1.77643E-03	4.79493
1.77752E-03	4.6781
1.77844E-03	4.60461
1.77904E-03	4.58359
1.77937E-03	4.59199
1.77972E-03	4.62155
1.78045E-03	4.71265
1.78073E-03	4.72513
1.78103E-03	4.70685
1.78134E-03	4.65283
1.78222E-03	4.42054
1.78256E-03	4.34817
1.78305E-03	4.2741
1.78483E-03	4.08667
1.78553E-03	3.99596
1.78604E-03	3.91536
1.78655E-03	3.81578
1.78739E-03	3.61488
1.78760E-03	3.58361
1.78769E-03	3.58012
1.78781E-03	3.59009
1.78794E-03	3.62522
1.78803E-03	3.66718
1.78812E-03	3.73663
1.78820E-03	3.8159
1.78828E-03	3.91775
1.78836E-03	4.04526
1.78844E-03	4.20136
1.78852E-03	4.38212
1.78859E-03	4.5788
1.78866E-03	4.80448
1.78873E-03	5.06026
1.78880E-03	5.34685
1.78887E-03	5.66431
1.78895E-03	6.04731
1.78903E-03	6.46511
1.78911E-03	6.91498
1.78923E-03	7.66125
1.78940E-03	8.78184
1.78959E-03	10.0461
1.78971E-03	10.8528
1.78983E-03	11.5151
1.78992E-03	11.9854
1.79003E-03	12.4023
1.79012E-03	12.6855
1.79019E-03	12.8646
1.79029E-03	12.9857
1.79036E-03	13.0103
1.79045E-03	12.9604
1.79053E-03	12.8471
1.79061E-03	12.6653
1.79069E-03	12.4244
1.79078E-03	12.1194
1.79091E-03	11.5584
1.79105E-03	10.8802
1.79136E-03	9.28116
1.79151E-03	8.57025
1.79160E-03	8.13207
1.79170E-03	7.72819
1.79180E-03	7.34712
1.79191E-03	6.99454
1.79202E-03	6.68531
1.79212E-03	6.41712
1.79222E-03	6.20271
1.79235E-03	5.95435
1.79249E-03	5.7528
1.79262E-03	5.58964
1.79271E-03	5.49836
1.79289E-03	5.3488
1.79310E-03	5.21454
1.79332E-03	5.11063
1.79363E-03	4.98993
1.79399E-03	4.883
1.79450E-03	4.76037
1.79593E-03	4.47037
1.79628E-03	4.41279
1.79651E-03	4.39138
1.79657E-03	4.38975
1.79675E-03	4.39836
1.79694E-03	4.43256
1.79710E-03	4.49086
1.79727E-03	4.57853
1.79746E-03	4.7147
1.79762E-03	4.86676
1.79801E-03	5.27172
1.79824E-03	5.5061
1.79842E-03	5.65042
1.79859E-03	5.74275
1.79872E-03	5.78296
1.79883E-03	5.79499
1.79897E-03	5.7803
1.79914E-03	5.72541
1.79923E-03	5.67817
1.79949E-03	5.51405
1.79992E-03	5.19709
1.80021E-03	5.01639
1.80047E-03	4.88726
1.80073E-03	4.7901
1.80101E-03	4.71419
1.80133E-03	4.65225
1.80174E-03	4.59251
1.80259E-03	4.50867
1.80359E-03	4.44176
1.80542E-03	4.37229
1.80723E-03	4.246
1.81244E-03	3.98927
1.81423E-03	3.88601
1.81601E-03	3.76258
1.81723E-03	3.66028
1.81845E-03	3.53499
1.81938E-03	3.41509
1.82009E-03	3.3053
1.82062E-03	3.2048
1.82108E-03	3.10463
1.82154E-03	2.98772
1.82212E-03	2.82607
1.82230E-03	2.78834
1.82247E-03	2.76867
1.82251E-03	2.76806
1.82262E-03	2.77701
1.82274E-03	2.80661
1.82282E-03	2.84106
1.82289E-03	2.88986
1.82297E-03	2.95544
1.82304E-03	3.04037
1.82311E-03	3.12933
1.82319E-03	3.26248
1.82324E-03	3.36731
1.82329E-03	3.48598
1.82334E-03	3.61932
1.82340E-03	3.76805
1.82345E-03	3.93285
1.82352E-03	4.19379
1.82359E-03	4.44982
1.82365E-03	4.7324
1.82372E-03	5.04141
1.82376E-03	5.26188
1.82385E-03	5.73628
1.82392E-03	6.13748
1.82402E-03	6.78169
1.82412E-03	7.46667
1.82444E-03	9.71338
1.82456E-03	10.5201
1.82465E-03	11.0554
1.82475E-03	11.5749
1.82484E-03	11.9378
1.82492E-03	12.2412
1.82501E-03	12.4714
1.82510E-03	12.6002
1.82517E-03	12.6289
1.82524E-03	12.6025
1.82531E-03	12.5101
1.82541E-03	12.3082
1.82551E-03	11.9989
1.82559E-03	11.6609
1.82573E-03	11.0319
1.82601E-03	9.63451
1.82612E-03	9.13466
1.82620E-03	8.80518
1.82627E-03	8.60393
1.82633E-03	8.45015
1.82640E-03	8.35101
1.82646E-03	8.31347
1.82651E-03	8.32719
1.82655E-03	8.37597
1.82660E-03	8.4619
1.82664E-03	8.58692
1.82669E-03	8.75296
1.82673E-03	8.96169
1.82678E-03	9.21477
1.82682E-03	9.51354
1.82687E-03	9.91276
1.82692E-03	10.3748
1.82697E-03	10.9011
1.82703E-03	11.4921
1.82708E-03	12.1482
1.82713E-03	12.8691
1.82718E-03	13.654
1.82723E-03	14.5012
1.82729E-03	15.5919
1.82735E-03	16.7638
1.82741E-03	18.0107
1.82749E-03	19.5952
1.82758E-03	21.795
1.82778E-03	26.5787
1.82795E-03	30.6678
1.82805E-03	32.9346
1.82813E-03	34.5535
1.82823E-03	36.2367
1.82830E-03	37.446
1.82837E-03	38.3272
1.82845E-03	39.1045
1.82851E-03	39.5654
1.82859E-03	39.8903
1.82866E-03	39.9806
1.82873E-03	39.841
1.82881E-03	39.4808
1.82888E-03	38.909
1.82896E-03	38.0486
1.82906E-03	36.7459
1.82916E-03	35.1252
1.82926E-03	33.2855
1.82938E-03	30.8195
1.82972E-03	23.706
1.82984E-03	21.167
1.82994E-03	19.3694
1.83004E-03	17.7084
1.83011E-03	16.5596
1.83020E-03	15.295
1.83026E-03	14.459
1.83032E-03	13.6867
1.83039E-03	12.9766
1.83045E-03	12.3263
1.83051E-03	11.7331
1.83057E-03	11.1938
1.83064E-03	10.705
1.83071E-03	10.1751
1.83079E-03	9.70778
1.83087E-03	9.29661
1.83094E-03	8.93548
1.83102E-03	8.61843
1.83110E-03	8.34012
1.83121E-03	7.9844
1.83130E-03	7.75379
1.83140E-03	7.52921
1.83155E-03	7.24979
1.83169E-03	7.02307
1.83184E-03	6.83527
1.83204E-03	6.62867
1.83227E-03	6.43412
1.83250E-03	6.27238
1.83281E-03	6.09254
1.83326E-03	5.87573
1.83372E-03	5.70253
1.83418E-03	5.55981
1.83478E-03	5.40685
1.83565E-03	5.22916
1.83652E-03	5.08824
1.83742E-03	4.96857
1.83864E-03	4.83522
1.84026E-03	4.692
1.84227E-03	4.5456
1.84571E-03	4.33596
1.85018E-03	4.07704
1.85222E-03	3.94486
1.85385E-03	3.82348
1.85549E-03	3.67887
1.85667E-03	3.5506
1.85756E-03	3.43469
1.85823E-03	3.3314
1.85879E-03	3.22991
1.85934E-03	3.1082
1.85973E-03	3.00689
1.86047E-03	2.78961
1.86066E-03	2.74647
1.86080E-03	2.72577
1.86090E-03	2.72013
1.86103E-03	2.72875
1.86112E-03	2.74843
1.86123E-03	2.79014
1.86132E-03	2.83634
1.86140E-03	2.89685
1.86148E-03	2.97289
1.86157E-03	3.06542
1.86164E-03	3.16859
1.86172E-03	3.28731
1.86180E-03	3.42149
1.86192E-03	3.64091
1.86202E-03	3.867
1.86216E-03	4.19811
1.86255E-03	5.19799
1.86270E-03	5.53662
1.86283E-03	5.78957
1.86294E-03	5.97093
1.86302E-03	6.08184
1.86311E-03	6.16728
1.86322E-03	6.22983
1.86334E-03	6.25838
1.86336E-03	6.25855
1.86346E-03	6.2424
1.86366E-03	6.16009
1.86383E-03	6.08889
1.86392E-03	6.07683
1.86400E-03	6.09286
1.86407E-03	6.13744
1.86414E-03	6.21864
1.86420E-03	6.30605
1.86425E-03	6.43267
1.86431E-03	6.59677
1.86437E-03	6.80337
1.86443E-03	7.0578
1.86448E-03	7.36563
1.86453E-03	7.63502
1.86457E-03	7.94015
1.86461E-03	8.2837
1.86465E-03	8.64097
1.86470E-03	9.15595
1.86475E-03	9.73791
1.86480E-03	10.3914
1.86486E-03	11.121
1.86491E-03	11.9311
1.86496E-03	12.8257
1.86501E-03	13.8089
1.86506E-03	14.8843
1.86511E-03	16.0551
1.86516E-03	17.3238
1.86521E-03	18.6923
1.86527E-03	20.1623
1.86532E-03	21.734
1.86537E-03	23.4072
1.86542E-03	25.1804
1.86549E-03	27.6802
1.86555E-03	30.1625
1.86564E-03	33.6757
1.86574E-03	38.3489
1.86589E-03	45.2594
1.86611E-03	55.5711
1.86624E-03	61.6968
1.86633E-03	65.4576
1.86643E-03	69.2875
1.86652E-03	72.055
1.86661E-03	74.3446
1.86668E-03	75.7934
1.86675E-03	76.9115
1.86681E-03	77.6115
1.86689E-03	77.9556
1.86691E-03	77.9678
1.86700E-03	77.6233
1.86709E-03	76.6945
1.86718E-03	75.1281
1.86728E-03	72.786
1.86736E-03	70.3875
1.86744E-03	67.6432
1.86756E-03	63.0115
1.86767E-03	58.6458
1.86800E-03	44.7623
1.86812E-03	39.5607
1.86823E-03	35.6656
1.86830E-03	32.9314
1.86838E-03	30.373
1.86846E-03	27.9982
1.86853E-03	25.811
1.86861E-03	23.8103
1.86869E-03	21.9928
1.86875E-03	20.6654
1.86881E-03	19.4464
1.86887E-03	18.3304
1.86893E-03	17.3117
1.86900E-03	16.3842
1.86906E-03	15.5418
1.86912E-03	14.778
1.86918E-03	14.0869
1.86925E-03	13.379
1.86932E-03	12.7488
1.86939E-03	12.1881
1.86946E-03	11.6892
1.86955E-03	11.1077
1.86965E-03	10.6083
1.86974E-03	10.1779
1.86984E-03	9.80515
1.86993E-03	9.48051
1.87005E-03	9.11695
1.87017E-03	8.80709
1.87029E-03	8.53979
1.87048E-03	8.20047
1.87066E-03	7.91711
1.87090E-03	7.60261
1.87116E-03	7.32854
1.87142E-03	7.09752
1.87180E-03	6.81022
1.87216E-03	6.58957
1.87262E-03	6.35486
1.87308E-03	6.16096
1.87355E-03	5.9975
1.87429E-03	5.78106
1.87506E-03	5.60093
1.87583E-03	5.45219
1.87691E-03	5.28084
1.87798E-03	5.13907
1.87870E-03	5.05589
1.88219E-03	4.70027
1.88325E-03	4.56157
1.88388E-03	4.47867
1.88415E-03	4.46435
1.88439E-03	4.47587
1.88461E-03	4.51083
1.88485E-03	4.58098
1.88515E-03	4.70767
1.88566E-03	4.94929
1.88591E-03	5.03672
1.88609E-03	5.07472
1.88630E-03	5.0904
1.88653E-03	5.07355
1.88682E-03	5.01516
1.88763E-03	4.79366
1.88801E-03	4.7107
1.88846E-03	4.63949
1.88933E-03	4.54517
1.89260E-03	4.28334
1.89359E-03	4.18564
1.89494E-03	4.01124
1.89518E-03	3.99968
1.89537E-03	4.01073
1.89556E-03	4.04832
1.89571E-03	4.10407
1.89584E-03	4.1755
1.89598E-03	4.26967
1.89611E-03	4.38286
1.89624E-03	4.51687
1.89641E-03	4.72001
1.89691E-03	5.37646
1.89709E-03	5.57509
1.89724E-03	5.70853
1.89737E-03	5.78841
1.89749E-03	5.82797
1.89759E-03	5.83867
1.89773E-03	5.81759
1.89788E-03	5.75688
1.89803E-03	5.65326
1.89822E-03	5.49373
1.89871E-03	5.00217
1.89896E-03	4.77469
1.89915E-03	4.63004
1.89937E-03	4.4956
1.89952E-03	4.42168
1.89967E-03	4.36616
1.89983E-03	4.32967
1.89999E-03	4.31257
1.90015E-03	4.31858
1.90036E-03	4.35807
1.90054E-03	4.42015
1.90078E-03	4.5372
1.90131E-03	4.83749
1.90153E-03	4.92821
1.90169E-03	4.97446
1.90189E-03	4.99667
1.90192E-03	4.997
1.90206E-03	4.98772
1.90231E-03	4.93676
1.90261E-03	4.83513
1.90319E-03	4.6139
1.90351E-03	4.51516
1.90387E-03	4.42985
1.90438E-03	4.34429
1.90503E-03	4.2656
1.90630E-03	4.14917
1.90870E-03	3.94646
1.90994E-03	3.81706
1.91070E-03	3.71374
1.91139E-03	3.59132
1.91180E-03	3.50647
1.91209E-03	3.46045
1.91228E-03	3.44851
1.91243E-03	3.45889
1.91254E-03	3.48337
1.91266E-03	3.52633
1.91277E-03	3.59173
1.91288E-03	3.6748
1.91297E-03	3.77198
1.91307E-03	3.89164
1.91316E-03	4.03517
1.91325E-03	4.18536
1.91336E-03	4.41658
1.91347E-03	4.68167
1.91357E-03	4.9259
1.91368E-03	5.24217
1.91410E-03	6.48874
1.91425E-03	6.88634
1.91438E-03	7.17631
1.91449E-03	7.38647
1.91458E-03	7.52532
1.91467E-03	7.62285
1.91476E-03	7.68139
1.91485E-03	7.70058
1.91496E-03	7.67461
1.91507E-03	7.59522
1.91518E-03	7.46443
1.91531E-03	7.27237
1.91549E-03	6.92976
1.91589E-03	6.06955
1.91608E-03	5.70473
1.91622E-03	5.44968
1.91636E-03	5.22461
1.91650E-03	5.03929
1.91663E-03	4.88067
1.91672E-03	4.78862
1.91690E-03	4.63347
1.91708E-03	4.51058
1.91727E-03	4.408
1.91756E-03	4.29019
1.91784E-03	4.19995
1.91822E-03	4.10448
1.91897E-03	3.94957
1.92035E-03	3.68716
1.92095E-03	3.55434
1.92159E-03	3.38486
1.92201E-03	3.27189
1.92221E-03	3.23326
1.92236E-03	3.22289
1.92247E-03	3.23007
1.92257E-03	3.2527
1.92267E-03	3.29645
1.92275E-03	3.34747
1.92283E-03	3.41637
1.92291E-03	3.50585
1.92299E-03	3.61861
1.92307E-03	3.7523
1.92314E-03	3.90064
1.92321E-03	4.07378
1.92329E-03	4.27317
1.92336E-03	4.50001
1.92343E-03	4.75502
1.92351E-03	5.06749
1.92359E-03	5.4139
1.92367E-03	5.79312
1.92375E-03	6.20295
1.92383E-03	6.68305
1.92395E-03	7.36463
1.92428E-03	9.40422
1.92441E-03	10.16
