MeV	"I-127(N,EL)I-127-L0"
5.34351E-04	35.7571
5.34391E-04	32.898
5.34430E-04	30.264
5.34470E-04	27.8531
5.34510E-04	25.6602
5.34549E-04	23.6767
5.34589E-04	21.8919
5.34629E-04	20.2934
5.34666E-04	18.9351
5.34703E-04	17.7509
5.34740E-04	16.6918
5.34776E-04	15.7465
5.34813E-04	14.9043
5.34850E-04	14.1546
5.34886E-04	13.4876
5.34923E-04	12.8943
5.34960E-04	12.3661
5.35008E-04	11.7501
5.35049E-04	11.3008
5.35099E-04	10.8263
5.35149E-04	10.4153
5.35198E-04	10.0571
5.35264E-04	9.64671
5.35330E-04	9.29767
5.35396E-04	8.99704
5.35495E-04	8.61584
5.35595E-04	8.2978
5.35694E-04	8.0269
5.35826E-04	7.72079
5.35958E-04	7.4624
5.36090E-04	7.24054
5.36288E-04	6.96
5.36487E-04	6.72706
5.36685E-04	6.53007
5.36883E-04	6.36098
5.37147E-04	6.16917
5.37412E-04	6.00714
5.37808E-04	5.80572
5.38257E-04	5.62147
5.38575E-04	5.51215
5.39209E-04	5.33065
5.40002E-04	5.15244
5.40795E-04	5.01018
5.41905E-04	4.85019
5.43068E-04	4.71429
5.44811E-04	4.5469
5.46963E-04	4.37325
5.49439E-04	4.19629
5.50521E-04	4.14949
5.51667E-04	4.03157
5.54031E-04	3.83848
5.55926E-04	3.65942
5.57325E-04	3.50159
5.58374E-04	3.36239
5.59424E-04	3.19905
5.60123E-04	3.07332
5.60823E-04	2.9321
5.61767E-04	2.71859
5.62257E-04	2.60496
5.62677E-04	2.51878
5.62939E-04	2.48059
5.63114E-04	2.46842
5.63202E-04	2.46838
5.63359E-04	2.48277
5.63455E-04	2.5039
5.63543E-04	2.53414
5.63630E-04	2.57806
5.63718E-04	2.6399
5.63783E-04	2.70157
5.63849E-04	2.78009
5.63914E-04	2.88006
5.63958E-04	2.96156
5.64002E-04	3.05757
5.64045E-04	3.17092
5.64089E-04	3.30501
5.64125E-04	3.43167
5.64165E-04	3.60065
5.64206E-04	3.79937
5.64233E-04	3.95109
5.64260E-04	4.1204
5.64287E-04	4.30944
5.64314E-04	4.5206
5.64341E-04	4.75654
5.64369E-04	5.02019
5.64396E-04	5.31482
5.64423E-04	5.64402
5.64450E-04	6.01175
5.64477E-04	6.42232
5.64504E-04	6.88047
5.64531E-04	7.39133
5.64554E-04	7.85498
5.64580E-04	8.45543
5.64606E-04	9.12081
5.64632E-04	9.85721
5.64658E-04	10.6712
5.64685E-04	11.5695
5.64711E-04	12.5596
5.64737E-04	13.6488
5.64763E-04	14.845
5.64790E-04	16.1562
5.64816E-04	17.5906
5.64839E-04	18.94
5.64860E-04	20.278
5.64881E-04	21.709
5.64909E-04	23.7694
5.64937E-04	26.0126
5.64965E-04	28.4481
5.64993E-04	31.0847
5.65021E-04	33.9304
5.65049E-04	36.9922
5.65080E-04	40.7028
5.65112E-04	44.7008
5.65143E-04	48.9902
5.65175E-04	53.5718
5.65206E-04	58.4434
5.65234E-04	62.983
5.65268E-04	68.9358
5.65303E-04	75.2032
5.65355E-04	85.1383
5.65414E-04	97.1665
5.65524E-04	120.458
5.65614E-04	139.387
5.65673E-04	151.161
5.65731E-04	162.002
5.65778E-04	169.638
5.65821E-04	175.948
5.65864E-04	181.304
5.65910E-04	185.841
5.65959E-04	189.202
5.66004E-04	191.014
5.66036E-04	191.468
5.66082E-04	190.961
5.66117E-04	189.661
5.66168E-04	186.394
5.66221E-04	181.372
5.66260E-04	176.709
5.66305E-04	170.496
5.66355E-04	162.539
5.66409E-04	153.251
5.66492E-04	137.335
5.66632E-04	109.74
5.66710E-04	95.0339
5.66762E-04	85.7938
5.66814E-04	77.1244
5.66857E-04	70.3508
5.66892E-04	65.2326
5.66927E-04	60.4301
5.66962E-04	55.9455
5.66997E-04	51.7765
5.67032E-04	47.9175
5.67067E-04	44.3594
5.67102E-04	41.091
5.67137E-04	38.0984
5.67172E-04	35.3667
5.67207E-04	32.88
5.67242E-04	30.6214
5.67277E-04	28.574
5.67312E-04	26.721
5.67347E-04	25.0459
5.67382E-04	23.5328
5.67412E-04	22.3297
5.67452E-04	20.9324
5.67491E-04	19.6858
5.67530E-04	18.5722
5.67570E-04	17.5758
5.67609E-04	16.6821
5.67648E-04	15.8785
5.67688E-04	15.1537
5.67740E-04	14.293
5.67793E-04	13.5356
5.67842E-04	12.9065
5.67887E-04	12.3804
5.67956E-04	11.6849
5.68025E-04	11.0882
5.68093E-04	10.5816
5.68162E-04	10.1614
5.68224E-04	9.85582
5.68283E-04	9.63588
5.68342E-04	9.48905
5.68401E-04	9.42078
5.68421E-04	9.41647
5.68460E-04	9.43676
5.68513E-04	9.52653
5.68553E-04	9.64451
5.68593E-04	9.8063
5.68634E-04	10.0122
5.68687E-04	10.3543
5.68732E-04	10.6966
5.68785E-04	11.1712
5.68839E-04	11.7078
5.68917E-04	12.5757
5.69128E-04	15.1113
5.69200E-04	15.8855
5.69262E-04	16.4693
5.69322E-04	16.9306
5.69374E-04	17.2363
5.69431E-04	17.4604
5.69489E-04	17.5632
5.69517E-04	17.5689
5.69574E-04	17.4908
5.69639E-04	17.2657
5.69696E-04	16.9636
5.69765E-04	16.4759
5.69836E-04	15.8811
5.69943E-04	14.8568
5.70104E-04	13.2542
5.70198E-04	12.379
5.70278E-04	11.6969
5.70359E-04	11.0887
5.70439E-04	10.5568
5.70504E-04	10.182
5.70577E-04	9.80945
5.70651E-04	9.48817
5.70725E-04	9.21135
5.70823E-04	8.89976
5.70917E-04	8.65145
5.71051E-04	8.35909
5.71185E-04	8.11974
5.71319E-04	7.91772
5.71497E-04	7.68941
5.71694E-04	7.47698
5.72016E-04	7.19
5.72337E-04	6.95577
5.72623E-04	6.77937
5.72980E-04	6.5904
5.73516E-04	6.35568
5.74138E-04	6.1358
5.74932E-04	5.91161
5.75726E-04	5.73126
5.76763E-04	5.54056
5.77817E-04	5.38319
5.79685E-04	5.15796
5.81339E-04	4.9807
5.82219E-04	4.86721
5.82710E-04	4.77318
5.83048E-04	4.70406
5.83226E-04	4.68857
5.83349E-04	4.69735
5.83460E-04	4.72351
5.83582E-04	4.77499
5.83758E-04	4.88568
5.84093E-04	5.13713
5.84241E-04	5.21749
5.84370E-04	5.25687
5.84476E-04	5.26624
5.84633E-04	5.24751
5.84848E-04	5.18167
5.85136E-04	5.0772
5.85413E-04	4.99782
5.85781E-04	4.92802
5.86463E-04	4.85034
5.87629E-04	4.76506
5.90045E-04	4.63804
5.93838E-04	4.48511
6.04020E-04	4.12714
6.06708E-04	4.01617
6.09302E-04	3.88456
6.11000E-04	3.77428
6.12415E-04	3.65635
6.13311E-04	3.56203
6.14160E-04	3.45109
6.14820E-04	3.34366
6.15291E-04	3.25097
6.15763E-04	3.1403
6.16117E-04	3.04211
6.16470E-04	2.92773
6.16777E-04	2.81387
6.17201E-04	2.64605
6.17319E-04	2.61057
6.17408E-04	2.59656
6.17437E-04	2.59576
6.17496E-04	2.60233
6.17555E-04	2.6233
6.17599E-04	2.65164
6.17643E-04	2.69385
6.17688E-04	2.75331
6.17732E-04	2.83402
6.17761E-04	2.90193
6.17791E-04	2.98295
6.17820E-04	3.07881
6.17850E-04	3.19141
6.17879E-04	3.32285
6.17909E-04	3.47534
6.17938E-04	3.65132
6.17968E-04	3.85334
6.17997E-04	4.08417
6.18027E-04	4.34665
6.18055E-04	4.63126
6.18083E-04	4.95058
6.18112E-04	5.30748
6.18140E-04	5.70481
6.18168E-04	6.14553
6.18196E-04	6.63248
6.18225E-04	7.16853
6.18253E-04	7.7564
6.18275E-04	8.26033
6.18298E-04	8.79959
6.18320E-04	9.37533
6.18354E-04	10.3095
6.18387E-04	11.331
6.18421E-04	12.4418
6.18456E-04	13.6872
6.18491E-04	15.0536
6.18527E-04	16.5195
6.18562E-04	18.0825
6.18597E-04	19.7381
6.18641E-04	21.8983
6.18701E-04	25.0624
6.18761E-04	28.3934
6.18935E-04	38.2815
6.18983E-04	40.8813
6.19040E-04	43.7409
6.19089E-04	45.9861
6.19132E-04	47.7502
6.19172E-04	49.1517
6.19225E-04	50.6739
6.19264E-04	51.5347
6.19308E-04	52.1962
6.19354E-04	52.5348
6.19369E-04	52.5687
6.19411E-04	52.4636
6.19451E-04	52.0973
6.19496E-04	51.3733
6.19549E-04	50.1434
6.19606E-04	48.4111
6.19662E-04	46.3117
6.19712E-04	44.2086
6.19785E-04	40.8599
6.19989E-04	30.7458
6.20059E-04	27.3988
6.20106E-04	25.2926
6.20154E-04	23.3075
6.20201E-04	21.4558
6.20248E-04	19.7452
6.20295E-04	18.179
6.20340E-04	16.8077
6.20384E-04	15.6129
6.20428E-04	14.5342
6.20471E-04	13.5657
6.20515E-04	12.7004
6.20559E-04	11.9306
6.20602E-04	11.2484
6.20646E-04	10.6456
6.20682E-04	10.1959
6.20727E-04	9.71231
6.20771E-04	9.28775
6.20815E-04	8.91507
6.20844E-04	8.69217
6.20903E-04	8.2997
6.20962E-04	7.96784
6.21021E-04	7.68568
6.21080E-04	7.44409
6.21169E-04	7.14173
6.21257E-04	6.89435
6.21346E-04	6.68776
6.21434E-04	6.51187
6.21552E-04	6.31302
6.21679E-04	6.13287
6.21815E-04	5.96881
6.22018E-04	5.7637
6.22244E-04	5.57849
6.22512E-04	5.39849
6.22780E-04	5.25079
6.23141E-04	5.09144
6.23413E-04	4.9983
6.23842E-04	4.89086
6.24380E-04	4.76748
6.25158E-04	4.53885
6.25587E-04	4.4382
6.26446E-04	4.27701
6.27989E-04	3.99215
6.28501E-04	3.88197
6.28958E-04	3.7685
6.29361E-04	3.65045
6.29738E-04	3.51671
6.29915E-04	3.44402
6.30267E-04	3.27717
6.30506E-04	3.16467
6.30602E-04	3.13382
6.30687E-04	3.12372
6.30750E-04	3.13318
6.30800E-04	3.15525
6.30851E-04	3.19408
6.30901E-04	3.2539
6.30939E-04	3.31546
6.30976E-04	3.39387
6.31014E-04	3.49166
6.31052E-04	3.61152
6.31091E-04	3.76269
6.31121E-04	3.89581
6.31150E-04	4.04748
6.31179E-04	4.2192
6.31209E-04	4.41245
6.31238E-04	4.62874
6.31268E-04	4.86948
6.31297E-04	5.13606
6.31327E-04	5.42975
6.31356E-04	5.75175
6.31390E-04	6.15978
6.31426E-04	6.63949
6.31463E-04	7.16614
6.31499E-04	7.74031
6.31535E-04	8.36183
6.31579E-04	9.18451
6.31620E-04	9.99009
6.31660E-04	10.8468
6.31720E-04	12.2164
6.31786E-04	13.7903
6.31962E-04	18.1819
6.32029E-04	19.7769
6.32081E-04	20.9
6.32137E-04	22.0035
6.32184E-04	22.7978
6.32228E-04	23.4251
6.32273E-04	23.9501
6.32311E-04	24.2919
6.32345E-04	24.5058
6.32397E-04	24.6757
6.32422E-04	24.6897
6.32464E-04	24.6129
6.32513E-04	24.3757
6.32561E-04	23.9882
6.32617E-04	23.363
6.32658E-04	22.8152
6.32712E-04	21.9553
6.32767E-04	20.9882
6.32848E-04	19.4318
6.33029E-04	15.7587
6.33089E-04	14.5913
6.33147E-04	13.5258
6.33206E-04	12.5358
6.33264E-04	11.6296
6.33323E-04	10.8115
6.33366E-04	10.2621
6.33409E-04	9.76063
6.33452E-04	9.30535
6.33496E-04	8.89411
6.33539E-04	8.52426
6.33582E-04	8.19293
6.33626E-04	7.89701
6.33669E-04	7.63338
6.33719E-04	7.36331
6.33769E-04	7.12796
6.33845E-04	6.83045
6.33920E-04	6.58772
6.33996E-04	6.38838
6.34071E-04	6.22306
6.34162E-04	6.05914
6.34253E-04	5.92363
6.34373E-04	5.77503
6.34555E-04	5.59901
6.34756E-04	5.44619
6.34957E-04	5.32284
6.35259E-04	5.17466
6.35561E-04	5.05667
6.35964E-04	4.93072
6.36527E-04	4.79366
6.37252E-04	4.65864
6.38014E-04	4.54637
6.39212E-04	4.40277
6.41470E-04	4.15921
6.42320E-04	4.04539
6.42869E-04	3.94619
6.43202E-04	3.86584
6.43785E-04	3.68534
6.43910E-04	3.6601
6.43982E-04	3.6557
6.44076E-04	3.66746
6.44159E-04	3.70036
6.44233E-04	3.75189
6.44296E-04	3.81679
6.44359E-04	3.90318
6.44422E-04	4.01309
6.44491E-04	4.15962
6.44564E-04	4.34965
6.44634E-04	4.56156
6.44700E-04	4.78829
6.44799E-04	5.15755
6.45023E-04	6.04618
6.45115E-04	6.37215
6.45191E-04	6.60226
6.45253E-04	6.75394
6.45307E-04	6.85561
6.45360E-04	6.92915
6.45413E-04	6.97377
6.45466E-04	6.98961
6.45526E-04	6.97426
6.45580E-04	6.9331
6.45646E-04	6.84921
6.45746E-04	6.66827
6.45813E-04	6.52075
6.46102E-04	5.80123
6.46232E-04	5.51058
6.46357E-04	5.27517
6.46482E-04	5.08553
6.46611E-04	4.93308
6.46748E-04	4.81024
6.46886E-04	4.71782
6.47098E-04	4.61479
6.47265E-04	4.55526
6.47598E-04	4.46711
6.48097E-04	4.37496
6.48597E-04	4.30726
6.49596E-04	4.20739
6.51094E-04	4.09704
6.54599E-04	3.88233
6.55910E-04	3.78861
6.56810E-04	3.70278
6.57284E-04	3.63981
6.57710E-04	3.56081
6.58137E-04	3.46632
6.58313E-04	3.44515
6.58351E-04	3.44467
6.58446E-04	3.45266
6.58560E-04	3.48417
6.58647E-04	3.52812
6.58745E-04	3.60121
6.58825E-04	3.68084
6.58920E-04	3.79613
6.59046E-04	3.9798
6.59319E-04	4.4145
6.59429E-04	4.56404
6.59511E-04	4.65314
6.59587E-04	4.71428
6.59670E-04	4.75603
6.59754E-04	4.77074
6.59849E-04	4.75664
6.59943E-04	4.71436
6.60055E-04	4.63686
6.60430E-04	4.30366
6.60584E-04	4.18267
6.60742E-04	4.08266
6.60947E-04	3.98549
6.61200E-04	3.90251
6.61466E-04	3.84029
6.61887E-04	3.7675
6.63025E-04	3.62062
6.64555E-04	3.42317
6.65331E-04	3.30399
6.65900E-04	3.19802
6.66399E-04	3.08462
6.66722E-04	2.99698
6.67045E-04	2.89415
6.67368E-04	2.77224
6.67798E-04	2.58881
6.67933E-04	2.54485
6.68027E-04	2.53151
6.68040E-04	2.53148
6.68094E-04	2.53765
6.68148E-04	2.55633
6.68202E-04	2.59135
6.68242E-04	2.63112
6.68282E-04	2.68499
6.68323E-04	2.75558
6.68363E-04	2.84579
6.68404E-04	2.95889
6.68430E-04	3.04875
6.68457E-04	3.15149
6.68484E-04	3.26828
6.68511E-04	3.40037
6.68538E-04	3.54905
6.68571E-04	3.75841
6.68601E-04	3.97129
6.68631E-04	4.21015
6.68661E-04	4.47689
6.68691E-04	4.77335
6.68721E-04	5.10134
6.68751E-04	5.46259
6.68781E-04	5.85873
6.68810E-04	6.29124
6.68840E-04	6.76141
6.68870E-04	7.27031
6.68902E-04	7.86509
6.68935E-04	8.50678
6.68967E-04	9.19566
6.68999E-04	9.93142
6.69042E-04	10.9839
6.69081E-04	11.9982
6.69124E-04	13.1948
6.69167E-04	14.4573
6.69232E-04	16.4532
6.69349E-04	20.2459
6.69445E-04	23.3742
6.69511E-04	25.3689
6.69559E-04	26.73
6.69619E-04	28.2578
6.69673E-04	29.4153
6.69721E-04	30.2784
6.69774E-04	31.0113
6.69827E-04	31.4889
6.69870E-04	31.6938
6.69896E-04	31.7356
6.69945E-04	31.6469
6.69991E-04	31.3662
6.70041E-04	30.8617
6.70093E-04	30.1356
6.70144E-04	29.2238
6.70196E-04	28.1526
6.70269E-04	26.4185
6.70355E-04	24.1589
6.70528E-04	19.4417
6.70592E-04	17.7509
6.70644E-04	16.4677
6.70695E-04	15.26
6.70747E-04	14.1365
6.70799E-04	13.1024
6.70841E-04	12.3298
6.70883E-04	11.6176
6.70925E-04	10.9649
6.70967E-04	10.3698
6.71009E-04	9.82982
6.71051E-04	9.34188
6.71093E-04	8.90263
6.71135E-04	8.50852
6.71188E-04	8.06336
6.71242E-04	7.6786
6.71296E-04	7.34673
6.71350E-04	7.06073
6.71404E-04	6.81411
6.71457E-04	6.60106
6.71538E-04	6.33336
6.71619E-04	6.11517
6.71700E-04	5.93499
6.71780E-04	5.78394
6.71888E-04	5.61649
6.71996E-04	5.47767
6.72149E-04	5.31478
6.72302E-04	5.18092
6.72507E-04	5.03383
6.72711E-04	4.91245
6.73029E-04	4.75961
6.73244E-04	4.67395
6.73675E-04	4.53312
6.74159E-04	4.40862
6.74643E-04	4.30818
6.75396E-04	4.18328
6.76258E-04	4.07059
6.77463E-04	3.94498
6.79013E-04	3.81434
6.81294E-04	3.65288
6.86820E-04	3.29427
6.89772E-04	3.08665
6.90690E-04	3.03128
6.91342E-04	2.96334
6.92322E-04	2.86182
6.93522E-04	2.74175
6.94695E-04	2.61116
6.95868E-04	2.46407
6.96888E-04	2.32031
6.97908E-04	2.16132
6.99055E-04	1.97639
6.99438E-04	1.92449
6.99693E-04	1.89995
6.99900E-04	1.89161
6.99916E-04	1.8916
7.00024E-04	1.89491
7.00139E-04	1.90655
7.00254E-04	1.93042
7.00350E-04	1.9642
7.00413E-04	1.99668
7.00477E-04	2.03991
7.00541E-04	2.09718
7.00589E-04	2.15191
7.00636E-04	2.21927
7.00684E-04	2.30209
7.00732E-04	2.40379
7.00764E-04	2.48409
7.00796E-04	2.57605
7.00828E-04	2.68123
7.00860E-04	2.80144
7.00891E-04	2.93866
7.00923E-04	3.0951
7.00955E-04	3.27319
7.00987E-04	3.47562
7.01011E-04	3.64516
7.01035E-04	3.83135
7.01059E-04	4.03562
7.01083E-04	4.25943
7.01107E-04	4.50438
7.01131E-04	4.77211
7.01154E-04	5.06435
7.01178E-04	5.38291
7.01202E-04	5.72966
7.01226E-04	6.10651
7.01250E-04	6.51548
7.01274E-04	6.95856
7.01305E-04	7.57889
7.01335E-04	8.26291
7.01366E-04	9.01508
7.01396E-04	9.83974
7.01427E-04	10.7412
7.01458E-04	11.7235
7.01488E-04	12.7907
7.01519E-04	13.9461
7.01549E-04	15.1931
7.01580E-04	16.5342
7.01613E-04	18.0957
7.01651E-04	20.04
7.01690E-04	22.138
7.01728E-04	24.3884
7.01766E-04	26.7877
7.01804E-04	29.3295
7.01845E-04	32.188
7.01906E-04	36.7279
7.01984E-04	42.8375
7.02146E-04	55.9814
7.02212E-04	61.1366
7.02274E-04	65.5648
7.02323E-04	68.7879
7.02367E-04	71.4328
7.02420E-04	74.1132
7.02469E-04	76.1051
7.02514E-04	77.487
7.02558E-04	78.4025
7.02603E-04	78.8784
7.02625E-04	78.9388
7.02664E-04	78.7641
7.02714E-04	78.0233
7.02767E-04	76.6236
7.02812E-04	74.9744
7.02861E-04	72.7291
7.02922E-04	69.3437
7.02990E-04	65.0054
7.03037E-04	61.6867
7.03121E-04	55.3335
7.03286E-04	42.4574
7.03355E-04	37.3347
7.03406E-04	33.7373
7.03457E-04	30.3455
7.03495E-04	27.9511
7.03533E-04	25.693
7.03578E-04	23.2362
7.03616E-04	21.285
7.03654E-04	19.4762
7.03693E-04	17.8077
7.03731E-04	16.2757
7.03760E-04	15.2134
7.03788E-04	14.2227
7.03817E-04	13.3008
7.03846E-04	12.4448
7.03879E-04	11.5169
7.03909E-04	10.778
7.03938E-04	10.0972
7.03967E-04	9.47094
7.03997E-04	8.89572
7.04026E-04	8.36806
7.04055E-04	7.88459
7.04085E-04	7.44202
7.04114E-04	7.0372
7.04143E-04	6.66711
7.04173E-04	6.32889
7.04202E-04	6.01984
7.04231E-04	5.73742
7.04261E-04	5.47924
7.04305E-04	5.13266
7.04350E-04	4.8207
7.04398E-04	4.53327
7.04446E-04	4.28256
7.04493E-04	4.06286
7.04541E-04	3.8693
7.04589E-04	3.69779
7.04637E-04	3.54486
7.04685E-04	3.40765
7.04748E-04	3.2451
7.04812E-04	3.10176
7.04873E-04	2.97989
7.04959E-04	2.82631
7.05046E-04	2.69194
7.05132E-04	2.57324
7.05219E-04	2.46776
7.05305E-04	2.37378
7.05421E-04	2.26441
7.05536E-04	2.17177
7.05652E-04	2.09516
7.05767E-04	2.03467
7.05863E-04	1.99732
7.05958E-04	1.97256
7.06054E-04	1.96171
7.06086E-04	1.9615
7.06150E-04	1.96665
7.06213E-04	1.97992
7.06277E-04	2.00223
7.06341E-04	2.03472
7.06405E-04	2.07878
7.06469E-04	2.13607
7.06532E-04	2.20865
7.06580E-04	2.27462
7.06628E-04	2.35189
7.06676E-04	2.44198
7.06724E-04	2.54667
7.06772E-04	2.6681
7.06813E-04	2.78883
7.06851E-04	2.91481
7.06890E-04	3.05657
7.06928E-04	3.21617
7.06966E-04	3.396
7.07004E-04	3.5988
7.07043E-04	3.82778
7.07081E-04	4.08663
7.07119E-04	4.37959
7.07145E-04	4.59624
7.07170E-04	4.83186
7.07196E-04	5.08822
7.07227E-04	5.43413
7.07258E-04	5.81827
7.07290E-04	6.24511
7.07321E-04	6.71962
7.07352E-04	7.24732
7.07384E-04	7.8343
7.07415E-04	8.48728
7.07446E-04	9.21362
7.07467E-04	9.74261
7.07488E-04	10.3103
7.07509E-04	10.9196
7.07538E-04	11.84
7.07562E-04	12.6854
7.07587E-04	13.6022
7.07611E-04	14.5958
7.07635E-04	15.6721
7.07660E-04	16.8372
7.07684E-04	18.0974
7.07708E-04	19.4594
7.07733E-04	20.93
7.07757E-04	22.5165
7.07782E-04	24.2261
7.07802E-04	25.7954
7.07828E-04	27.8509
7.07853E-04	30.0663
7.07879E-04	32.4506
7.07904E-04	35.0131
7.07930E-04	37.7629
7.07956E-04	40.7092
7.07981E-04	43.8607
7.08005E-04	47.0684
7.08040E-04	52.0033
7.08075E-04	57.3704
7.08110E-04	63.187
7.08145E-04	69.4682
7.08179E-04	76.2252
7.08210E-04	82.6464
7.08252E-04	91.8083
7.08293E-04	101.654
7.08334E-04	112.17
7.08380E-04	124.657
7.08434E-04	140.126
7.08487E-04	156.485
7.08562E-04	180.311
7.08762E-04	246.832
7.08834E-04	269.497
7.08896E-04	287.163
7.08951E-04	301.593
7.09011E-04	314.886
7.09071E-04	325.808
7.09129E-04	333.628
7.09180E-04	338.044
7.09230E-04	340.158
7.09248E-04	340.381
7.09285E-04	339.9
7.09332E-04	337.578
7.09378E-04	333.4
7.09423E-04	327.729
7.09467E-04	320.538
7.09519E-04	310.403
7.09571E-04	298.616
7.09638E-04	281.457
7.09705E-04	262.599
7.09835E-04	223.321
7.09946E-04	189.468
7.10016E-04	169.231
7.10073E-04	153.378
7.10125E-04	140
7.10176E-04	127.473
7.10228E-04	115.848
7.10279E-04	105.15
7.10313E-04	98.5348
7.10360E-04	90.242
7.10395E-04	84.4997
7.10429E-04	79.1533
7.10464E-04	74.1884
7.10499E-04	69.589
7.10534E-04	65.3369
7.10569E-04	61.414
7.10603E-04	57.8008
7.10638E-04	54.478
7.10673E-04	51.4257
7.10708E-04	48.625
7.10743E-04	46.057
7.10777E-04	43.7035
7.10824E-04	40.8693
7.10870E-04	38.3469
7.10917E-04	36.1004
7.10963E-04	34.0974
7.11009E-04	32.3082
7.11056E-04	30.7066
7.11108E-04	29.0997
7.11160E-04	27.6713
7.11212E-04	26.3962
7.11264E-04	25.2529
7.11334E-04	23.9021
7.11404E-04	22.7172
7.11473E-04	21.6693
7.11543E-04	20.7354
7.11639E-04	19.6046
7.11717E-04	18.7881
7.11821E-04	17.8237
7.11926E-04	16.9758
7.12030E-04	16.2237
7.12134E-04	15.5514
7.12291E-04	14.6658
7.12448E-04	13.9003
7.12621E-04	13.1626
7.12795E-04	12.5208
7.12969E-04	11.9573
7.13143E-04	11.4585
7.13375E-04	10.8759
7.13601E-04	10.3822
7.13828E-04	9.94827
7.13978E-04	9.68695
7.14280E-04	9.22036
7.14582E-04	8.81571
7.14929E-04	8.41034
7.15277E-04	8.05803
7.15509E-04	7.84751
7.15973E-04	7.47433
7.16437E-04	7.15298
7.16901E-04	6.87249
7.17365E-04	6.62471
7.18061E-04	6.30127
7.18734E-04	6.03113
7.19615E-04	5.72346
7.20497E-04	5.45399
7.21819E-04	5.09729
7.25285E-04	4.25515
7.26129E-04	4.03443
7.27002E-04	3.78176
7.27593E-04	3.59033
7.28393E-04	3.30292
7.28807E-04	3.15236
7.29029E-04	3.08632
7.29177E-04	3.06072
7.29232E-04	3.05829
7.29325E-04	3.06793
7.29399E-04	3.09314
7.29454E-04	3.12634
7.29510E-04	3.17576
7.29565E-04	3.24593
7.29602E-04	3.30702
7.29639E-04	3.38185
7.29676E-04	3.47275
7.29713E-04	3.58235
7.29750E-04	3.71366
7.29787E-04	3.87006
7.29824E-04	4.05537
7.29855E-04	4.23646
7.29880E-04	4.40209
7.29906E-04	4.58643
7.29931E-04	4.79118
7.29956E-04	5.01813
7.29981E-04	5.26917
7.30006E-04	5.5463
7.30031E-04	5.8516
7.30056E-04	6.18727
7.30082E-04	6.55559
7.30107E-04	6.95891
7.30132E-04	7.39966
7.30157E-04	7.88034
7.30182E-04	8.40349
7.30207E-04	8.97167
7.30233E-04	9.58747
7.30260E-04	10.3148
7.30290E-04	11.1717
7.30319E-04	12.1062
7.30349E-04	13.1219
7.30378E-04	14.2228
7.30408E-04	15.4122
7.30438E-04	16.6933
7.30467E-04	18.0686
7.30497E-04	19.5403
7.30526E-04	21.1102
7.30556E-04	22.7791
7.30585E-04	24.5471
7.30630E-04	27.3838
7.30674E-04	30.4367
7.30719E-04	33.6952
7.30776E-04	38.213
7.30834E-04	43.0038
7.30918E-04	50.3098
7.31061E-04	63.0582
7.31121E-04	68.2354
7.31192E-04	73.9194
7.31254E-04	78.3356
7.31308E-04	81.739
7.31358E-04	84.3631
7.31408E-04	86.4729
7.31459E-04	88.0576
7.31507E-04	88.9986
7.31554E-04	89.3659
7.31606E-04	89.1454
7.31656E-04	88.3173
7.31708E-04	86.8486
7.31765E-04	84.5859
7.31812E-04	82.2232
7.31860E-04	79.4784
7.31931E-04	74.7644
7.32017E-04	68.3191
7.32249E-04	49.8078
7.32320E-04	44.4118
7.32379E-04	40.1792
7.32423E-04	37.1921
7.32468E-04	34.3803
7.32512E-04	31.7527
7.32557E-04	29.3136
7.32601E-04	27.0639
7.32645E-04	25.001
7.32690E-04	23.12
7.32734E-04	21.4135
7.32779E-04	19.8727
7.32820E-04	18.586
7.32861E-04	17.4235
7.32902E-04	16.3764
7.32943E-04	15.4353
7.32984E-04	14.5912
7.33025E-04	13.8353
7.33066E-04	13.1591
7.33107E-04	12.5545
7.33148E-04	12.0139
7.33189E-04	11.5304
7.33235E-04	11.0499
7.33291E-04	10.5415
7.33346E-04	10.101
7.33402E-04	9.71764
7.33475E-04	9.27945
7.33549E-04	8.90844
7.33623E-04	8.5905
7.33697E-04	8.31468
7.33808E-04	7.96201
7.33919E-04	7.66522
7.34030E-04	7.40996
7.34178E-04	7.1182
7.34326E-04	6.86855
7.34492E-04	6.6264
7.34676E-04	6.39406
7.34860E-04	6.19133
7.35136E-04	5.92961
7.35431E-04	5.69213
7.35726E-04	5.48707
7.36164E-04	5.2248
7.36701E-04	4.9475
7.37271E-04	4.68686
7.38156E-04	4.32364
7.39452E-04	3.81299
7.40119E-04	3.53399
7.40619E-04	3.30853
7.41057E-04	3.09593
7.41600E-04	2.81152
7.42031E-04	2.57676
7.42270E-04	2.45441
7.42430E-04	2.38598
7.42549E-04	2.34953
7.42629E-04	2.33724
7.42669E-04	2.33622
7.42729E-04	2.34309
7.42789E-04	2.36281
7.42849E-04	2.39937
7.42889E-04	2.43562
7.42929E-04	2.48354
7.42969E-04	2.54539
7.43009E-04	2.62379
7.43038E-04	2.69533
7.43068E-04	2.77941
7.43098E-04	2.87773
7.43128E-04	2.99216
7.43162E-04	3.14398
7.43190E-04	3.28895
7.43218E-04	3.45419
7.43246E-04	3.64201
7.43271E-04	3.83322
7.43294E-04	4.02298
7.43316E-04	4.23224
7.43339E-04	4.46261
7.43361E-04	4.71585
7.43384E-04	4.99381
7.43406E-04	5.29843
