E(MeV)	Gd-160
6.489220E-03	22.1321
6.489610E-03	23.8853
6.489720E-03	24.3787
6.490000E-03	25.79
6.490290E-03	27.3237
6.490400E-03	27.861
6.490790E-03	30.1154
6.490870E-03	30.6608
6.491180E-03	32.572
6.491450E-03	34.4564
6.491570E-03	35.2507
6.491890E-03	37.6333
6.491960E-03	38.1753
6.492320E-03	41.1341
6.492350E-03	41.371
6.492740E-03	44.8665
6.492760E-03	45.0081
6.493130E-03	48.6932
6.493190E-03	49.3139
6.493520E-03	52.8858
6.493630E-03	54.0768
6.493920E-03	57.4823
6.494060E-03	59.3489
6.494310E-03	62.5247
6.494500E-03	65.1881
6.494700E-03	68.0586
6.494930E-03	71.6385
6.495050E-03	73.4299
6.495360E-03	78.7786
6.495390E-03	79.2652
6.495740E-03	85.6041
6.495800E-03	86.7505
6.496090E-03	92.4865
6.496230E-03	95.5963
6.496440E-03	99.9531
6.496670E-03	105.346
6.496780E-03	108.045
6.497100E-03	116.07
6.497130E-03	116.8
6.497480E-03	126.257
6.497540E-03	127.955
6.497830E-03	136.446
6.497970E-03	141.005
6.498170E-03	147.39
6.498410E-03	155.196
6.498520E-03	159.101
6.498870E-03	171.576
6.498990E-03	176.021
6.499330E-03	189.361
6.499560E-03	198.857
6.499800E-03	208.355
6.500460E-03	237.355
6.501070E-03	264.797
6.501590E-03	288.309
6.501680E-03	292.225
6.502110E-03	310.933
6.502170E-03	313.425
6.502550E-03	328.443
6.502610E-03	330.751
6.502980E-03	344.164
6.503040E-03	346.226
6.503270E-03	353.292
6.503440E-03	358.275
6.503700E-03	364.692
6.503830E-03	368.055
6.504010E-03	371.406
6.504180E-03	374.429
6.504210E-03	375.071
6.504440E-03	377.858
6.504570E-03	379.423
6.504780E-03	380.577
6.504980E-03	381.652
6.505090E-03	381.744
6.505200E-03	381.442
6.505400E-03	380.888
6.505570E-03	379.436
6.505820E-03	377.218
6.505940E-03	375.468
6.506260E-03	370.645
6.506370E-03	368.242
6.506690E-03	361.624
6.506810E-03	358.625
6.507240E-03	347.37
6.507370E-03	343.463
6.507760E-03	331.738
6.508810E-03	297.26
6.509020E-03	290.01
6.509590E-03	271.168
6.509940E-03	259.58
6.510170E-03	252.29
6.510520E-03	241.363
6.510600E-03	238.798
6.511040E-03	225.98
6.511090E-03	224.272
6.511470E-03	213.974
6.511670E-03	208.432
6.511910E-03	202.607
6.512250E-03	193.876
6.512340E-03	191.881
6.512780E-03	181.909
6.512830E-03	180.581
6.513210E-03	172.715
6.513410E-03	168.482
6.513640E-03	164.086
6.513990E-03	157.495
6.514080E-03	156
6.514510E-03	148.525
6.514570E-03	147.529
6.514950E-03	141.651
6.515150E-03	138.488
6.515380E-03	135.204
6.515730E-03	130.281
6.515820E-03	129.161
6.516250E-03	123.568
6.516310E-03	122.822
6.516690E-03	118.409
6.516890E-03	116.034
6.517120E-03	113.558
6.517470E-03	109.845
6.517700E-03	107.583
6.518050E-03	104.192
6.518280E-03	102.122
6.518630E-03	99.0177
6.518860E-03	97.1188
6.519210E-03	94.2722
6.519440E-03	92.5619
6.520020E-03	88.2887
6.520080E-03	87.8616
6.520600E-03	84.4567
6.520940E-03	82.1879
6.521180E-03	80.8421
6.521760E-03	77.4792
6.521810E-03	77.143
6.522340E-03	74.4395
6.522680E-03	72.6381
6.522910E-03	71.5603
6.523490E-03	68.8671
6.523550E-03	68.5979
6.524070E-03	66.415
6.524420E-03	64.9604
6.524650E-03	64.0834
6.525290E-03	61.6728
6.525520E-03	60.8773
6.526160E-03	58.6907
6.526800E-03	56.7004
6.527030E-03	55.9769
6.527430E-03	54.8351
6.528160E-03	52.7971
6.528350E-03	52.3046
6.529200E-03	50.1716
6.529260E-03	50.0258
6.530050E-03	48.2372
6.530360E-03	47.532
6.530900E-03	46.4346
6.531460E-03	45.2785
6.531740E-03	44.7545
6.532590E-03	43.1831
6.533530E-03	41.5994
6.533750E-03	41.2341
6.534470E-03	40.1505
6.535420E-03	38.7423
6.535490E-03	38.634
6.536360E-03	37.4955
6.537230E-03	36.3574
6.537300E-03	36.2738
6.538240E-03	35.1865
6.538960E-03	34.3504
6.539180E-03	34.1279
6.540120E-03	33.1638
6.540700E-03	32.5707
6.541280E-03	32.0437
6.542440E-03	30.9901
6.542590E-03	30.8585
6.543600E-03	30.0402
6.544540E-03	29.2807
6.544760E-03	29.1244
6.545920E-03	28.2914
6.546500E-03	27.875
6.547080E-03	27.5017
6.548450E-03	26.6154
6.548810E-03	26.4052
6.550040E-03	25.6908
6.550410E-03	25.4807
6.551350E-03	24.9937
6.552650E-03	24.3196
6.553010E-03	24.1324
6.554610E-03	23.4051
6.555620E-03	22.9424
6.556560E-03	22.5603
6.558230E-03	21.8845
6.558520E-03	21.7793
6.560550E-03	21.0431
6.560840E-03	20.9379
6.562720E-03	20.3248
6.563590E-03	20.042
6.564890E-03	19.6614
6.566490E-03	19.1964
6.567070E-03	19.0473
6.569240E-03	18.4881
6.570830E-03	18.0782
6.571410E-03	17.9491
6.573580E-03	17.465
6.575180E-03	17.1101
6.575760E-03	16.9969
6.577930E-03	16.5728
6.579520E-03	16.2619
6.580100E-03	16.1621
6.583000E-03	15.6635
6.583870E-03	15.5139
6.585750E-03	15.2249
6.588210E-03	14.847
6.588500E-03	14.8076
6.591250E-03	14.4333
6.594010E-03	14.059
6.596900E-03	13.7125
6.599800E-03	13.366
6.602700E-03	13.0576
6.605600E-03	12.7492
6.609940E-03	12.3326
6.611390E-03	12.1938
6.614290E-03	11.9466
6.618630E-03	11.5757
6.620080E-03	11.4521
6.622980E-03	11.2329
6.625000E-03	26.1375334
6.627320E-03	10.9041
6.628770E-03	10.7946
6.631670E-03	10.5962
6.636010E-03	10.2987
6.637460E-03	10.1996
6.640360E-03	10.0185
6.644700E-03	9.74689
6.649050E-03	9.47533
6.654300E-03	9.17356
6.659010E-03	8.90306
6.661360E-03	8.76783
6.666430E-03	8.4766
6.666790E-03	8.45636
6.670870E-03	8.22868
6.675120E-03	7.99093
6.679470E-03	7.74817
6.683810E-03	7.50547
6.688490E-03	7.24444
6.689610E-03	7.18196
6.693160E-03	6.9731
6.696280E-03	6.79008
6.699400E-03	6.60673
6.699470E-03	6.60226
6.702670E-03	6.40154
6.705860E-03	6.20087
6.709060E-03	6.00026
6.711850E-03	5.81102
6.714650E-03	5.62183
6.715440E-03	5.5678
6.717440E-03	5.42299
6.720230E-03	5.22034
6.721030E-03	5.16247
6.723030E-03	5.00642
6.725130E-03	4.84265
6.726620E-03	4.72572
6.727220E-03	4.67541
6.729320E-03	4.49941
6.730810E-03	4.37376
6.731410E-03	4.31997
6.733510E-03	4.13178
6.735010E-03	3.99745
6.735610E-03	3.9397
6.737700E-03	3.73772
6.739160E-03	3.59742
6.739800E-03	3.53201
6.741870E-03	3.3196
6.741890E-03	3.31744
6.743290E-03	3.16636
6.744690E-03	3.01538
6.745270E-03	2.95289
6.746090E-03	2.8595
6.747480E-03	2.70019
6.747980E-03	2.64336
6.748880E-03	2.53612
6.750280E-03	2.3695
6.750580E-03	2.33384
6.751680E-03	2.19709
6.753070E-03	2.02328
6.753450E-03	1.97617
6.754250E-03	1.873
6.755690E-03	1.6876
6.756610E-03	1.56939
6.757130E-03	1.50127
6.758080E-03	1.37575
6.759040E-03	1.25045
6.760000E-03	1.1254
6.760960E-03	1.00063
6.761120E-03	0.979894
6.762080E-03	0.858719
6.762560E-03	0.798328
6.763030E-03	0.740055
6.763590E-03	0.672311
6.763990E-03	0.625921
6.764430E-03	0.575107
6.764950E-03	0.517665
6.765030E-03	0.508873
6.765590E-03	0.450113
6.765910E-03	0.418217
6.766070E-03	0.402369
6.766470E-03	0.364795
6.766790E-03	0.336237
6.767150E-03	0.306097
6.767450E-03	0.282545
6.767510E-03	0.278124
6.767710E-03	0.263511
6.767960E-03	0.246425
6.768150E-03	0.233644
6.768220E-03	0.229426
6.768300E-03	0.224662
6.768510E-03	0.212985
6.768650E-03	0.205762
6.768790E-03	0.199008
6.768940E-03	0.192352
6.768960E-03	0.191481
6.769110E-03	0.185569
6.769260E-03	0.180268
6.769380E-03	0.176483
6.769500E-03	0.173117
6.769620E-03	0.170298
6.769680E-03	0.168926
6.769720E-03	0.168121
6.769830E-03	0.16636
6.769910E-03	0.165199
6.770010E-03	0.164144
6.770100E-03	0.163489
6.770180E-03	0.163147
6.770260E-03	0.163035
6.770330E-03	0.163118
6.770420E-03	0.163525
6.770500E-03	0.164145
6.770510E-03	0.164189
6.770530E-03	0.164465
6.770610E-03	0.165441
6.770680E-03	0.166644
6.770750E-03	0.168079
6.770810E-03	0.169282
6.770900E-03	0.17153
6.770970E-03	0.173673
6.771050E-03	0.176068
6.771120E-03	0.178719
6.771200E-03	0.181631
6.771240E-03	0.18334
6.771290E-03	0.185532
6.771390E-03	0.190377
6.771460E-03	0.194065
6.771540E-03	0.198585
6.771620E-03	0.203438
6.771720E-03	0.209983
6.771820E-03	0.217073
6.771910E-03	0.224032
6.772000E-03	0.231456
6.772100E-03	0.240265
6.772220E-03	0.251635
6.772340E-03	0.263906
6.772420E-03	0.272627
6.772430E-03	0.273729
6.772530E-03	0.285386
6.772630E-03	0.297722
6.772730E-03	0.310756
6.772830E-03	0.32451
6.772930E-03	0.339003
6.773020E-03	0.352902
6.773080E-03	0.362254
6.773180E-03	0.378825
6.773300E-03	0.399787
6.773420E-03	0.421959
6.773530E-03	0.445384
6.773610E-03	0.461864
6.773650E-03	0.470161
6.773790E-03	0.5009
6.773930E-03	0.533535
6.774070E-03	0.568142
6.774110E-03	0.578615
6.774210E-03	0.604963
6.774370E-03	0.64974
6.774530E-03	0.697434
6.774690E-03	0.748184
6.774710E-03	0.75493
6.774850E-03	0.802391
6.775000E-03	0.856289
6.775150E-03	0.913255
6.775210E-03	0.93755
6.775350E-03	0.994532
6.775550E-03	1.08199
6.775710E-03	1.15656
6.775810E-03	1.20604
6.775890E-03	1.24584
6.776070E-03	1.34113
6.776250E-03	1.44251
6.776410E-03	1.53833
6.776430E-03	1.55036
6.776610E-03	1.66547
6.776780E-03	1.78355
6.776970E-03	1.91865
6.777010E-03	1.95221
6.777250E-03	2.13498
6.777480E-03	2.33228
6.777510E-03	2.35961
6.777660E-03	2.50228
6.777860E-03	2.68908
6.778050E-03	2.888
6.778240E-03	3.10056
6.778430E-03	3.32686
6.778530E-03	3.44749
6.778630E-03	3.57862
6.778840E-03	3.87006
6.779000E-03	4.10175
6.779060E-03	4.18312
6.779280E-03	4.51991
6.779480E-03	4.86807
6.779490E-03	4.88151
6.779710E-03	5.27096
6.779920E-03	5.68925
6.779960E-03	5.77247
6.780140E-03	6.13981
6.780350E-03	6.62434
6.780440E-03	6.83658
6.780570E-03	7.14611
6.780760E-03	7.64552
6.780790E-03	7.70809
6.781000E-03	8.31399
6.781080E-03	8.55564
6.781220E-03	8.96729
6.781400E-03	9.5673
6.781430E-03	9.67187
6.781650E-03	10.4328
6.781720E-03	10.7064
6.781860E-03	11.2547
6.782040E-03	11.9781
6.782080E-03	12.1429
6.782290E-03	13.1039
6.782360E-03	13.4118
6.782510E-03	14.1444
6.782680E-03	15.0203
6.782730E-03	15.2711
6.782940E-03	16.4931
6.783000E-03	16.8363
6.783160E-03	17.8191
6.783320E-03	18.885
6.783370E-03	19.2588
6.783590E-03	20.8238
6.783640E-03	21.2016
6.783800E-03	22.5267
6.783960E-03	23.8301
6.784020E-03	24.38
6.784230E-03	26.3997
6.784270E-03	26.8069
6.784450E-03	28.6026
6.784590E-03	30.2039
6.784670E-03	31.0059
6.784830E-03	33.0468
6.784880E-03	33.6307
6.785070E-03	36.1798
6.785100E-03	36.499
6.785310E-03	39.6344
6.785530E-03	43.0642
6.785550E-03	43.4804
6.785740E-03	46.8156
6.785790E-03	47.7266
6.785960E-03	50.9194
6.786030E-03	52.4139
6.786180E-03	55.4071
6.786270E-03	57.5858
6.786390E-03	60.3128
6.786510E-03	63.2877
6.786610E-03	65.6707
6.786750E-03	69.5476
6.786800E-03	70.8415
6.786990E-03	76.4219
6.787180E-03	82.4373
6.787230E-03	84.0538
6.787370E-03	88.9084
6.787470E-03	92.3799
6.787560E-03	95.8556
6.787760E-03	103.294
6.787790E-03	104.617
6.787950E-03	111.239
6.788110E-03	118.354
6.788200E-03	122.627
6.788390E-03	131.764
6.788430E-03	133.382
6.788650E-03	144.72
6.788750E-03	149.889
6.788910E-03	158.51
6.789160E-03	173.042
6.789390E-03	186.399
6.789550E-03	195.94
6.789950E-03	221.013
6.790360E-03	246.065
6.790440E-03	250.972
6.790630E-03	262.184
6.790690E-03	265.916
6.790950E-03	279.82
6.791010E-03	283.29
6.791190E-03	291.745
6.791330E-03	298.648
6.791430E-03	302.599
6.791570E-03	308.51
6.791670E-03	311.802
6.791810E-03	316.725
6.791910E-03	319.231
6.792090E-03	323.89
6.792280E-03	327.26
6.792350E-03	328.447
6.792540E-03	329.964
6.792620E-03	330.55
6.792690E-03	330.695
6.792750E-03	330.515
6.792910E-03	330.072
6.792990E-03	329.197
6.793120E-03	327.912
6.793230E-03	326.007
6.793360E-03	323.817
6.793520E-03	320.003
6.793600E-03	318.09
6.793830E-03	310.955
6.793920E-03	308.243
6.794140E-03	299.91
6.794240E-03	296.333
6.794560E-03	282.891
6.794780E-03	272.67
6.795040E-03	260.99
6.795420E-03	242.982
6.795740E-03	227.988
6.795840E-03	223.494
6.796060E-03	213.543
6.796320E-03	202.182
6.796380E-03	199.52
6.796640E-03	188.886
6.796700E-03	186.394
6.796940E-03	177.058
6.796960E-03	176.436
6.797180E-03	168.343
6.797270E-03	164.878
6.797420E-03	160.076
6.797590E-03	154.212
6.797660E-03	152.252
6.797900E-03	144.906
6.797910E-03	144.417
6.798140E-03	138.137
6.798230E-03	135.449
6.798380E-03	131.759
6.798550E-03	127.254
6.798620E-03	125.756
6.798860E-03	120.146
6.798870E-03	119.772
6.799090E-03	114.991
6.799190E-03	112.944
6.799330E-03	110.136
6.799510E-03	106.707
6.799570E-03	105.566
6.799830E-03	101.006
6.799890E-03	99.9609
6.800150E-03	95.7867
6.800210E-03	94.8288
6.800470E-03	91.0017
6.800530E-03	90.1219
6.800790E-03	86.6065
6.800850E-03	85.8127
6.801170E-03	81.848
6.801270E-03	80.6597
6.801490E-03	78.1974
6.801750E-03	75.386
6.801810E-03	74.759
6.802130E-03	71.6269
6.802230E-03	70.688
6.802450E-03	68.7251
6.802700E-03	66.4838
6.802770E-03	65.9795
6.803090E-03	63.4601
6.803180E-03	62.7048
6.803410E-03	61.1122
6.803660E-03	59.2934
6.803730E-03	58.8821
6.804170E-03	56.0053
6.804210E-03	55.8203
6.804600E-03	53.5102
6.804750E-03	52.6793
6.805080E-03	50.9359
6.805320E-03	49.6918
6.805560E-03	48.5613
6.805830E-03	47.2813
6.806040E-03	46.3923
6.806470E-03	44.5476
6.806510E-03	44.3933
6.806980E-03	42.6053
6.807110E-03	42.0816
6.807440E-03	40.9346
6.807750E-03	39.8445
6.807900E-03	39.3608
6.808370E-03	37.8856
6.808430E-03	37.6822
6.808830E-03	36.5245
6.809150E-03	35.599
6.809290E-03	35.2183
6.809870E-03	33.6967
6.809990E-03	33.4051
6.810590E-03	31.9487
6.811180E-03	30.6265
6.811660E-03	29.5695
6.811780E-03	29.3313
6.812380E-03	28.1412
6.812740E-03	27.4277
6.812980E-03	26.9932
6.813580E-03	25.9077
6.813820E-03	25.4738
6.814180E-03	24.8745
6.814780E-03	23.8766
6.815100E-03	23.3448
6.815380E-03	22.911
6.815980E-03	21.9823
6.816370E-03	21.3637
6.816610E-03	21.0134
6.817170E-03	20.197
6.817650E-03	19.4979
6.818130E-03	18.7993
6.818610E-03	18.1014
6.819090E-03	17.4116
6.819570E-03	16.7227
6.820050E-03	16.0347
6.820530E-03	15.3478
6.820930E-03	14.7527
6.821330E-03	14.1587
6.821720E-03	13.5659
6.822120E-03	12.9404
6.822420E-03	12.4724
6.822710E-03	12.0216
6.822720E-03	12.0044
6.823020E-03	11.5105
6.823320E-03	11.0181
6.823450E-03	10.8109
6.823620E-03	10.5106
6.823910E-03	10.0029
6.824180E-03	9.54019
6.824210E-03	9.50027
6.824400E-03	9.14909
6.824590E-03	8.79925
6.824790E-03	8.45089
6.824970E-03	8.1167
6.824980E-03	8.10406
6.825170E-03	7.75335
6.825370E-03	7.40084
6.825570E-03	7.04702
6.825720E-03	6.78384
6.825770E-03	6.69685
6.825870E-03	6.53353
6.826020E-03	6.29104
6.826070E-03	6.21118
6.826170E-03	6.06674
6.826300E-03	5.86759
6.826310E-03	5.85528
6.826460E-03	5.67442
6.826480E-03	5.65089
6.826600E-03	5.53235
6.826610E-03	5.52439
6.826720E-03	5.44051
6.826760E-03	5.41932
6.826840E-03	5.37989
6.826890E-03	5.36824
6.826960E-03	5.35675
6.827000E-03	5.3619
6.827060E-03	5.37167
6.827100E-03	5.38701
6.827180E-03	5.43729
6.827210E-03	5.46544
6.827260E-03	5.5144
6.827310E-03	5.58711
6.827340E-03	5.62128
6.827420E-03	5.76114
6.827490E-03	5.93876
6.827520E-03	6.00596
6.827570E-03	6.15673
6.827620E-03	6.3162
6.827630E-03	6.34866
6.827690E-03	6.56843
6.827730E-03	6.71223
6.827750E-03	6.81652
6.827810E-03	7.09545
6.827830E-03	7.19862
6.827870E-03	7.40773
6.827930E-03	7.75403
6.827940E-03	7.78609
6.828000E-03	8.2069
6.828030E-03	8.44986
6.828060E-03	8.63764
6.828120E-03	9.11058
6.828130E-03	9.19637
6.828180E-03	9.62947
6.828230E-03	10.0605
6.828310E-03	10.9183
6.828320E-03	11.0544
6.828380E-03	11.7746
6.828420E-03	12.1844
6.828440E-03	12.5099
6.828510E-03	13.4283
6.828530E-03	13.748
6.828570E-03	14.2752
6.828630E-03	15.3467
6.828640E-03	15.4101
6.828700E-03	16.4331
6.828740E-03	17.2393
6.828770E-03	17.8298
6.828850E-03	19.4283
6.828870E-03	19.7736
6.828930E-03	21.0771
6.829000E-03	22.7156
6.829010E-03	22.9747
6.829090E-03	25.0805
6.829120E-03	25.9495
6.829160E-03	27.0415
6.829240E-03	29.3696
6.829250E-03	29.7445
6.829340E-03	32.3809
6.829380E-03	33.9924
6.829420E-03	35.0716
6.829510E-03	38.5226
6.829540E-03	39.7462
6.829590E-03	41.7432
6.829690E-03	45.4826
6.829720E-03	46.8627
6.829790E-03	49.9784
6.829890E-03	54.7678
6.829910E-03	55.5067
6.830030E-03	61.392
6.830130E-03	66.7727
6.830150E-03	67.6014
6.830270E-03	74.5561
6.830460E-03	85.525
6.830610E-03	94.1439
6.830700E-03	99.8738
6.830850E-03	108.619
6.831000E-03	118.301
6.831130E-03	126.016
6.831160E-03	127.86
6.831320E-03	137.03
6.831350E-03	138.398
6.831480E-03	145.433
6.831510E-03	147.338
6.831630E-03	152.979
6.831670E-03	155.101
6.831780E-03	159.959
6.831810E-03	161.333
6.831940E-03	166.115
6.831970E-03	167.299
6.832030E-03	168.987
6.832150E-03	172.567
6.832160E-03	172.858
6.832290E-03	175.801
6.832410E-03	177.719
6.832430E-03	178.022
6.832540E-03	178.924
6.832590E-03	179.294
6.832700E-03	179.43
6.832710E-03	179.437
6.832830E-03	178.889
6.832860E-03	178.549
6.832990E-03	177.15
6.833020E-03	176.593
6.833150E-03	174.334
6.833180E-03	173.582
6.833310E-03	170.545
6.833420E-03	167.315
6.833470E-03	165.922
6.833700E-03	157.707
6.833940E-03	148.4
6.834050E-03	143.711
6.834290E-03	133.691
6.834450E-03	127.036
6.834610E-03	120.405
6.834740E-03	115.121
6.834770E-03	113.872
6.834890E-03	109.208
6.834970E-03	105.8
6.835010E-03	104.633
6.835140E-03	99.8365
6.835150E-03	99.402
6.835240E-03	96.2828
6.835340E-03	92.9038
6.835450E-03	89.5297
6.835510E-03	87.4127
6.835540E-03	86.5468
6.835640E-03	83.9004
6.835670E-03	82.8108
6.835730E-03	81.3778
6.835820E-03	78.9443
6.835830E-03	78.5752
6.835910E-03	76.6803
6.835990E-03	74.6945
6.836000E-03	74.4733
6.836090E-03	72.445
6.836170E-03	70.7307
6.836180E-03	70.4535
6.836300E-03	68.1655
6.836370E-03	66.7898
6.836400E-03	66.1753
6.836510E-03	64.3382
6.836570E-03	63.2917
6.836610E-03	62.5912
6.836720E-03	60.9624
6.836760E-03	60.1891
6.836820E-03	59.4298
6.836920E-03	57.9848
6.836960E-03	57.4358
6.837030E-03	56.6383
6.837130E-03	55.3539
6.837160E-03	54.9877
6.837200E-03	54.5502
6.837340E-03	53.023
6.837360E-03	52.8055
6.837470E-03	51.7094
6.837610E-03	50.4266
6.837660E-03	49.9528
6.837740E-03	49.2602
6.837880E-03	48.1635
6.837960E-03	47.5152
6.838010E-03	47.1283
6.838140E-03	46.1809
6.838230E-03	45.5506
6.838250E-03	45.4108
6.838410E-03	44.4308
6.838550E-03	43.5756
6.838590E-03	43.3594
6.838770E-03	42.3893
6.838850E-03	41.959
6.838950E-03	41.4877
6.839130E-03	40.6412
6.839250E-03	40.0779
6.839310E-03	39.8347
6.839480E-03	39.1068
6.839690E-03	38.2592
6.839720E-03	38.1542
6.839960E-03	37.3158
6.840140E-03	36.6882
6.840200E-03	36.5008
6.840440E-03	35.7525
6.840680E-03	35.0903
6.840910E-03	34.4291
6.841030E-03	34.099
6.841150E-03	33.8145
6.841470E-03	33.0572
6.841630E-03	32.6792
6.841790E-03	32.3492
6.842100E-03	31.6903
6.842220E-03	31.4436
6.842420E-03	31.0807
6.842740E-03	30.5008
6.842820E-03	30.356
6.843060E-03	29.9758
6.843410E-03	29.4063
6.843610E-03	29.0904
6.843810E-03	28.8156
6.844210E-03	28.267
6.844410E-03	27.9929
6.844610E-03	27.7536
6.845000E-03	27.2755
6.845300E-03	26.9172
6.845400E-03	26.8132
6.845800E-03	26.3974
6.846290E-03	25.8784
6.846390E-03	25.7874
6.846890E-03	25.3333
6.847290E-03	24.9704
6.847380E-03	24.8922
6.847880E-03	24.5016
6.848380E-03	24.1114
6.848770E-03	23.7994
6.848870E-03	23.7334
6.849620E-03	23.2385
6.850360E-03	22.7441
6.851160E-03	22.2917
6.851950E-03	21.8396
6.852740E-03	21.4452
6.853540E-03	21.0511
6.854330E-03	20.7027
6.855130E-03	20.3544
6.855920E-03	20.047
6.856710E-03	19.7397
6.857110E-03	19.5862
6.857710E-03	19.3882
6.858700E-03	19.0585
6.859690E-03	18.729
6.860090E-03	18.5972
6.860680E-03	18.4283
6.861680E-03	18.147
6.863070E-03	17.7533
6.863170E-03	17.7291
6.864650E-03	17.3661
6.865940E-03	17.0517
6.866940E-03	16.81
6.867230E-03	16.7465
6.868520E-03	16.4714
6.869810E-03	16.1964
6.870810E-03	15.985
6.871110E-03	15.9279
6.872400E-03	15.6805
6.873690E-03	15.4333
6.874980E-03	15.1863
6.876370E-03	14.9203
6.876560E-03	14.8823
6.877440E-03	14.7163
6.878520E-03	14.513
6.879600E-03	14.3098
6.880680E-03	14.1068
6.881760E-03	13.9039
6.882480E-03	13.7684
6.883090E-03	13.654
6.883210E-03	13.6301
6.883930E-03	13.4781
6.884660E-03	13.3263
6.885380E-03	13.1746
6.885610E-03	13.1264
6.885920E-03	13.0524
6.886460E-03	12.9241
6.887010E-03	12.7958
6.887420E-03	12.6976
6.887550E-03	12.6635
6.888110E-03	12.5127
6.888510E-03	12.406
6.888890E-03	12.3037
6.888900E-03	12.2989
6.889300E-03	12.1741
6.889700E-03	12.0495
6.890090E-03	11.9253
6.890350E-03	11.8442
6.890390E-03	11.8298
6.890690E-03	11.7177
6.890980E-03	11.6059
6.891220E-03	11.5172
6.891500E-03	11.4144
6.891570E-03	11.386
6.891770E-03	11.2968
6.892050E-03	11.1736
6.892320E-03	11.0509
6.892490E-03	10.9762
6.892530E-03	10.9559
6.892730E-03	10.8464
6.892940E-03	10.7373
6.893140E-03	10.6286
6.893280E-03	10.5565
6.893480E-03	10.4314
6.893680E-03	10.3069
6.893830E-03	10.214
6.893970E-03	10.1217
6.894010E-03	10.0981
6.894120E-03	10.018
6.894270E-03	9.91101
6.894420E-03	9.80483
6.894500E-03	9.74812
6.894520E-03	9.73282
6.894620E-03	9.65385
6.894720E-03	9.57547
6.894820E-03	9.4978
6.894900E-03	9.42974
6.895020E-03	9.34204
6.895050E-03	9.31897
6.895090E-03	9.28241
6.895170E-03	9.22218
6.895250E-03	9.16274
6.895320E-03	9.10417
6.895400E-03	9.04658
6.895480E-03	8.99007
6.895550E-03	8.93478
6.895630E-03	8.88084
6.895660E-03	8.85987
6.895700E-03	8.8333
6.895780E-03	8.79069
6.895860E-03	8.74993
6.895930E-03	8.71121
6.895960E-03	8.69662
6.896010E-03	8.68377
6.896090E-03	8.66484
6.896150E-03	8.65166
6.896190E-03	8.64319
6.896210E-03	8.64392
6.896270E-03	8.6489
6.896330E-03	8.65607
6.896350E-03	8.65844
6.896390E-03	8.67668
6.896450E-03	8.70351
6.896480E-03	8.71642
6.896510E-03	8.74292
6.896570E-03	8.79289
6.896610E-03	8.82603
6.896630E-03	8.85341
6.896700E-03	8.92966
6.896730E-03	8.96951
6.896760E-03	9.02038
6.896820E-03	9.12575
6.896840E-03	9.16671
6.896880E-03	9.25106
6.896940E-03	9.3901
6.896950E-03	9.42592
6.897000E-03	9.55574
6.897070E-03	9.75645
6.897080E-03	9.80692
6.897150E-03	10.0443
6.897180E-03	10.1673
6.897220E-03	10.3073
6.897280E-03	10.5966
6.897290E-03	10.6169
6.897330E-03	10.8181
6.897390E-03	11.1497
6.897420E-03	11.2931
6.897500E-03	11.77
6.897590E-03	12.444
6.897600E-03	12.4871
6.897680E-03	13.0926
6.897750E-03	13.7598
6.897770E-03	13.9012
6.897830E-03	14.4912
6.897870E-03	14.8781
6.897910E-03	15.2875
6.897970E-03	15.9702
6.898010E-03	16.4557
6.898070E-03	17.1704
6.898110E-03	17.5901
6.898170E-03	18.4918
6.898200E-03	18.8238
6.898270E-03	19.9335
6.898290E-03	20.1584
6.898380E-03	21.5951
6.898420E-03	22.2047
6.898470E-03	23.1311
6.898580E-03	25.1009
6.898590E-03	25.2115
6.898720E-03	27.6893
6.898750E-03	28.3157
6.898840E-03	30.3353
6.898970E-03	32.9889
6.899160E-03	37.4546
6.899320E-03	41.2618
6.899450E-03	44.3805
6.899530E-03	46.3786
6.899700E-03	50.3495
6.899800E-03	52.7279
6.899860E-03	53.9052
6.900010E-03	57.0532
6.900150E-03	59.8858
6.900200E-03	60.8895
6.900300E-03	62.4207
6.900380E-03	63.6658
6.900440E-03	64.5928
6.900530E-03	65.736
6.900570E-03	66.1616
6.900590E-03	66.3282
6.900690E-03	67.3477
6.900710E-03	67.4841
6.900840E-03	68.3361
6.900850E-03	68.3939
6.900990E-03	68.8164
6.901000E-03	68.8413
6.901140E-03	68.8186
6.901150E-03	68.8122
6.901280E-03	68.3577
6.901290E-03	68.3211
6.901430E-03	67.4594
6.901440E-03	67.3942
6.901580E-03	66.134
6.901610E-03	65.8083
6.901750E-03	64.1553
6.901800E-03	63.4917
6.901980E-03	60.9017
6.901990E-03	60.8029
6.902160E-03	57.9186
6.902410E-03	53.6208
6.902560E-03	50.7486
6.902730E-03	47.7951
6.902840E-03	45.8465
6.902960E-03	43.703
6.902970E-03	43.4909
6.903060E-03	42.0344
6.903160E-03	40.3944
6.903210E-03	39.6079
6.903260E-03	38.8319
6.903360E-03	37.3437
6.903430E-03	36.3614
6.903450E-03	36.096
6.903520E-03	35.1664
6.903610E-03	34.0075
6.903650E-03	33.4544
6.903700E-03	32.9147
6.903780E-03	31.8838
6.903830E-03	31.3209
6.903850E-03	31.1378
6.903920E-03	30.452
6.903980E-03	29.7725
6.904020E-03	29.4397
6.904050E-03	29.1345
6.904120E-03	28.5369
6.904190E-03	27.8635
6.904200E-03	27.7963
