E(MeV)	"GA-69(N,TOT)"
3.25904E-04	5.19747
3.26113E-04	5.18575
3.26322E-04	5.17738
3.26531E-04	5.17275
3.26647E-04	5.17252
3.26740E-04	5.16927
3.26925E-04	5.16673
3.27111E-04	5.16838
3.27274E-04	5.17392
3.27297E-04	5.174
3.27483E-04	5.17989
3.27669E-04	5.19171
3.27854E-04	5.21021
3.27878E-04	5.21347
3.28040E-04	5.23073
3.28226E-04	5.25911
3.28365E-04	5.28682
3.28505E-04	5.32072
3.28644E-04	5.36153
3.28667E-04	5.36962
3.28783E-04	5.40786
3.28923E-04	5.46243
3.29062E-04	5.52677
3.29201E-04	5.60219
3.29341E-04	5.69016
3.29498E-04	5.80636
3.29602E-04	5.89536
3.29707E-04	5.99479
3.29759E-04	6.05033
3.29811E-04	6.10878
3.29916E-04	6.2387
3.30020E-04	6.38323
3.30096E-04	6.49952
3.30125E-04	6.54644
3.30223E-04	6.72304
3.30305E-04	6.88345
3.30316E-04	6.90734
3.30409E-04	7.11716
3.30461E-04	7.24709
3.30502E-04	7.35195
3.30592E-04	7.60741
3.30595E-04	7.61599
3.30688E-04	7.91779
3.30723E-04	8.04274
3.30781E-04	8.25888
3.30827E-04	8.44992
3.30874E-04	8.64771
3.30920E-04	8.86528
3.30956E-04	9.04004
3.31013E-04	9.34081
3.31028E-04	9.42383
3.31100E-04	9.85284
3.31106E-04	9.89049
3.31172E-04	10.3349
3.31176E-04	10.3604
3.31244E-04	10.8784
3.31245E-04	10.888
3.31315E-04	11.484
3.31316E-04	11.4943
3.31385E-04	12.1609
3.31388E-04	12.1963
3.31442E-04	12.7901
3.31454E-04	12.9344
3.31496E-04	13.4471
3.31501E-04	13.5086
3.31547E-04	14.1425
3.31552E-04	14.2082
3.31598E-04	14.9188
3.31608E-04	15.0661
3.31640E-04	15.6253
3.31663E-04	16.0384
3.31682E-04	16.3942
3.31705E-04	16.8548
3.31724E-04	17.2481
3.31747E-04	17.7582
3.31766E-04	18.1946
3.31789E-04	18.7615
3.31807E-04	19.2474
3.31831E-04	19.8798
3.31849E-04	20.4227
3.31872E-04	21.1252
3.31877E-04	21.2763
3.31905E-04	22.2089
3.31914E-04	22.5294
3.31933E-04	23.2174
3.31954E-04	24.0155
3.31961E-04	24.2999
3.31988E-04	25.4731
3.31988E-04	25.4732
3.32016E-04	26.7635
3.32023E-04	27.0979
3.32048E-04	28.3443
3.32058E-04	28.8992
3.32079E-04	30.0826
3.32093E-04	30.9026
3.32110E-04	31.9961
3.32128E-04	33.1332
3.32142E-04	34.1044
3.32163E-04	35.6197
3.32173E-04	36.4288
3.32197E-04	38.3931
3.32204E-04	38.9926
3.32225E-04	40.8513
3.32232E-04	41.4882
3.32246E-04	42.8475
3.32267E-04	44.9422
3.32267E-04	44.9422
3.32288E-04	47.2393
3.32302E-04	48.8133
3.32309E-04	49.6482
3.32330E-04	52.2214
3.32331E-04	52.3692
3.32357E-04	55.8635
3.32358E-04	56.0264
3.32381E-04	59.3092
3.32383E-04	59.6561
3.32404E-04	62.836
3.32409E-04	63.7719
3.32426E-04	66.6135
3.32436E-04	68.228
3.32449E-04	70.657
3.32462E-04	73.0485
3.32472E-04	74.9814
3.32488E-04	78.2576
3.32494E-04	79.6032
3.32514E-04	83.8804
3.32517E-04	84.5376
3.32539E-04	89.807
3.32540E-04	89.9459
3.32562E-04	95.4535
3.32566E-04	96.4968
3.32585E-04	101.466
3.32592E-04	103.55
3.32616E-04	110.272
3.32627E-04	113.742
3.32639E-04	117.396
3.32662E-04	124.901
3.32685E-04	132.999
3.32697E-04	137.153
3.32708E-04	141.512
3.32732E-04	150.447
3.32766E-04	164.908
3.32799E-04	179.395
3.32803E-04	181.222
3.32830E-04	194.289
3.32840E-04	199.195
3.32861E-04	210.13
3.32877E-04	218.528
3.32892E-04	226.926
3.32914E-04	239.225
3.32923E-04	244.672
3.32950E-04	261.317
3.32961E-04	268.121
3.32995E-04	289.375
3.32997E-04	291.073
3.33033E-04	315.393
3.33053E-04	329.496
3.33087E-04	353.646
3.33112E-04	372.259
3.33146E-04	398.503
3.33198E-04	439.148
3.33218E-04	455.3
3.33324E-04	540.041
3.33388E-04	589.242
3.33410E-04	606.199
3.33454E-04	638.634
3.33462E-04	643.849
3.33514E-04	678.26
3.33525E-04	685.273
3.33570E-04	710.93
3.33584E-04	718.991
3.33610E-04	731.703
3.33629E-04	740.188
3.33651E-04	749.22
3.33675E-04	757.832
3.33690E-04	762.796
3.33721E-04	771.33
3.33729E-04	773.136
3.33771E-04	780.373
3.33780E-04	781.427
3.33799E-04	782.769
3.33830E-04	783.499
3.33841E-04	783.377
3.33848E-04	782.865
3.33887E-04	778.798
3.33899E-04	776.899
3.33934E-04	769.606
3.33939E-04	768.132
3.33978E-04	756.282
3.33980E-04	755.789
3.34019E-04	740.365
3.34023E-04	738.768
3.34068E-04	717.58
3.34071E-04	715.666
3.34112E-04	692.932
3.34127E-04	684.123
3.34164E-04	660.728
3.34186E-04	645.998
3.34216E-04	625.425
3.34253E-04	598.693
3.34305E-04	560.044
3.34328E-04	543.244
3.34452E-04	448.035
3.34495E-04	416.118
3.34512E-04	403.848
3.34563E-04	367.497
3.34576E-04	358.439
3.34612E-04	334.066
3.34618E-04	329.793
3.34661E-04	302.659
3.34665E-04	300.364
3.34703E-04	277.963
3.34710E-04	273.424
3.34740E-04	256.858
3.34755E-04	249.132
3.34778E-04	237.071
3.34799E-04	226.65
3.34815E-04	218.603
3.34840E-04	206.96
3.34843E-04	205.917
3.34873E-04	192.884
3.34887E-04	187.104
3.34906E-04	179.708
3.34931E-04	169.954
3.34938E-04	167.393
3.34964E-04	158.195
3.34971E-04	156.021
3.34997E-04	147.326
3.35003E-04	145.5
3.35030E-04	137.305
3.35036E-04	135.79
3.35063E-04	128.085
3.35068E-04	126.847
3.35098E-04	119.184
3.35101E-04	118.618
3.35132E-04	111.325
3.35133E-04	111.068
3.35163E-04	104.638
3.35168E-04	103.694
3.35195E-04	98.4914
3.35203E-04	96.9812
3.35226E-04	92.8477
3.35238E-04	90.8768
3.35257E-04	87.6687
3.35272E-04	85.3299
3.35289E-04	82.9353
3.35319E-04	78.6977
3.35320E-04	78.5437
3.35351E-04	74.5867
3.35365E-04	72.9083
3.35383E-04	70.9301
3.35412E-04	67.7856
3.35414E-04	67.548
3.35447E-04	64.3794
3.35458E-04	63.3013
3.35482E-04	61.2673
3.35505E-04	59.3324
3.35516E-04	58.4182
3.35551E-04	55.8086
3.35586E-04	53.4565
3.35598E-04	52.7077
3.35621E-04	51.2907
3.35644E-04	49.9363
3.35656E-04	49.3019
3.35691E-04	47.4827
3.35714E-04	46.3272
3.35737E-04	45.2572
3.35783E-04	43.2312
3.35821E-04	41.7798
3.35850E-04	40.712
3.35864E-04	40.222
3.35893E-04	39.2448
3.35906E-04	38.8122
3.35949E-04	37.5157
3.35979E-04	36.6557
3.36006E-04	35.9222
3.36063E-04	34.4679
3.36064E-04	34.4253
3.36120E-04	33.1739
3.36150E-04	32.5055
3.36177E-04	31.9753
3.36233E-04	30.8685
3.36236E-04	30.8143
3.36300E-04	29.7079
