E(MeV)	Cr-nat			
6.24358E-01	6.37487			
6.24385E-01	6.25157			
6.24395E-01	6.21421			
6.24431E-01	6.07415			
6.24434E-01	6.06482			
6.24468E-01	5.95612			
6.24483E-01	5.90954			
6.24517E-01	5.82266			
6.24556E-01	5.72339			
6.24566E-01	5.70424			
6.24614E-01	5.60852			
6.24629E-01	5.5798			
6.24687E-01	5.48983			
6.24702E-01	5.46734			
6.24761E-01	5.39691			
6.24790E-01	5.3617			
6.24848E-01	5.30604			
6.24887E-01	5.26894			
6.24946E-01	5.22543			
6.24985E-01	5.19643			
6.25092E-01	5.13824			
6.25170E-01	5.09594			
6.25268E-01	5.05958			
6.25365E-01	5.02323			
6.25463E-01	4.99857			
6.25658E-01	4.94926			
6.25755E-01	4.93361			
6.26145E-01	4.87104			
6.26755E-01	4.80848			
6.26926E-01	4.79096			
6.27425E-01	4.739			
6.27885E-01	4.69129			
6.28219E-01	4.64673			
6.28514E-01	4.60752			
6.28723E-01	4.56625			
6.28870E-01	4.53714			
6.29018E-01	4.50804			
6.29116E-01	4.4861			
6.29189E-01	4.46965			
6.29260E-01	4.45391			
6.29329E-01	4.43853			
6.29375E-01	4.4283			
6.29398E-01	4.4232			
6.29420E-01	4.42124			
6.29460E-01	4.4176			
6.29463E-01	4.41794			
6.29499E-01	4.42248			
6.29528E-01	4.4262			
6.29533E-01	4.42682			
6.29555E-01	4.43656			
6.29580E-01	4.4474			
6.29582E-01	4.44826			
6.29603E-01	4.46811			
6.29625E-01	4.48865			
6.29629E-01	4.49159			
6.29649E-01	4.52361			
6.29664E-01	4.54702			
6.29667E-01	4.55535			
6.29686E-01	4.59706			
6.29688E-01	4.60263			
6.29703E-01	4.64802			
6.29711E-01	4.67358			
6.29720E-01	4.71016			
6.29734E-01	4.76358			
6.29738E-01	4.78731			
6.29750E-01	4.85143			
6.29757E-01	4.89102			
6.29761E-01	4.92291			
6.29773E-01	5.00623			
6.29775E-01	5.02176			
6.29785E-01	5.10417			
6.29794E-01	5.18661			
6.29796E-01	5.20723			
6.29807E-01	5.33095			
6.29810E-01	5.3722			
6.29818E-01	5.47435			
6.29827E-01	5.60207			
6.29829E-01	5.64263			
6.29838E-01	5.78463			
6.29842E-01	5.85444			
6.29849E-01	5.99411			
6.29854E-01	6.10053			
6.29860E-01	6.23359			
6.29866E-01	6.38492			
6.29871E-01	6.50601			
6.29878E-01	6.6941			
6.29882E-01	6.81382			
6.29889E-01	7.02435			
6.29893E-01	7.15835			
6.29904E-01	7.53907			
6.29905E-01	7.58585			
6.29921E-01	8.1706			
6.29936E-01	8.81774			
6.29948E-01	9.31253			
6.29958E-01	9.69305			
6.29960E-01	9.76914			
6.29967E-01	10.0507			
6.29972E-01	10.2384			
6.29976E-01	10.3826			
6.29983E-01	10.6132			
6.29985E-01	10.678			
6.29993E-01	10.8925			
6.29995E-01	10.923			
6.29998E-01	10.9867			
6.30004E-01	11.1192			
6.30005E-01	11.1328			
6.30012E-01	11.2265			
6.30014E-01	11.2453			
6.30020E-01	11.2921			
6.30023E-01	11.3006			
6.30025E-01	11.3039			
6.30033E-01	11.2814			
6.30036E-01	11.2727			
6.30042E-01	11.2109			
6.30047E-01	11.1614			
6.30054E-01	11.0388			
6.30060E-01	10.9366			
6.30074E-01	10.6414			
6.30077E-01	10.55			
6.30096E-01	10.0794			
6.30096E-01	10.0767			
6.30112E-01	9.65858			
6.30122E-01	9.37805			
6.30129E-01	9.20556			
6.30134E-01	9.0885			
6.30146E-01	8.79593			
6.30151E-01	8.67893			
6.30158E-01	8.52461			
6.30171E-01	8.26747			
6.30173E-01	8.21606			
6.30182E-01	8.04994			
6.30193E-01	7.85065			
6.30195E-01	7.81745			
6.30204E-01	7.67637			
6.30216E-01	7.50712			
6.30219E-01	7.46011			
6.30227E-01	7.35301			
6.30239E-01	7.20203			
6.30243E-01	7.14425			
6.30250E-01	7.06565			
6.30266E-01	6.89121			
6.30268E-01	6.87704			
6.30285E-01	6.71543			
6.30289E-01	6.68577			
6.30303E-01	6.57201			
6.30312E-01	6.49882			
6.30320E-01	6.44174			
6.30339E-01	6.31947			
6.30349E-01	6.25427			
6.30357E-01	6.20797			
6.30375E-01	6.11539			
6.30383E-01	6.07152			
6.30397E-01	6.00843			
6.30415E-01	5.92699			
6.30422E-01	5.8994			
6.30450E-01	5.79149			
6.30456E-01	5.77055			
6.30479E-01	5.70093			
6.30514E-01	5.59413			
6.30522E-01	5.57543			
6.30552E-01	5.50064			
6.30558E-01	5.48714			
6.30595E-01	5.41192			
6.30627E-01	5.34637			
6.30644E-01	5.3189			
6.30693E-01	5.23957			
6.30717E-01	5.19991			
6.30762E-01	5.14077			
6.30807E-01	5.08164			
6.30830E-01	5.05704			
6.30897E-01	4.98323			
6.30987E-01	4.88485			
6.31077E-01	4.80087			
6.31213E-01	4.67492			
6.31258E-01	4.63295			
6.31303E-01	4.58768			
6.31348E-01	4.54242			
6.31370E-01	4.51215			
6.31483E-01	4.36083			
6.31528E-01	4.30032			
6.31618E-01	4.16948			
6.31753E-01	3.97326			
6.31821E-01	3.86767			
6.31855E-01	3.79973			
6.31866E-01	3.77709			
6.31889E-01	3.71917			
6.31934E-01	3.57911			
6.31956E-01	3.50909			
6.32024E-01	3.29052			
6.32114E-01	2.99911			
6.32204E-01	2.70775			
6.32215E-01	2.67133			
6.32238E-01	2.59062			
6.32249E-01	2.54388			
6.32272E-01	2.4504			
6.32339E-01	2.1505			
6.32362E-01	2.05054			
6.32418E-01	1.81181			
6.32452E-01	1.67606			
6.32474E-01	1.59313			
6.32486E-01	1.55689			
6.32497E-01	1.52062			
6.32519E-01	1.45795			
6.32553E-01	1.37484			
6.32587E-01	1.30062			
6.32615E-01	1.24695			
6.32616E-01	1.24584			
6.32632E-01	1.22122			
6.32648E-01	1.20457			
6.32649E-01	1.20362			
6.32663E-01	1.19653			
6.32665E-01	1.19629			
6.32671E-01	1.19569			
6.32684E-01	1.19908			
6.32690E-01	1.20302			
6.32697E-01	1.20772			
6.32714E-01	1.2266			
6.32731E-01	1.2523			
6.32732E-01	1.25451			
6.32756E-01	1.2996			
6.32781E-01	1.3547			
6.32793E-01	1.38491			
6.32807E-01	1.41743			
6.32832E-01	1.48915			
6.32844E-01	1.52826			
6.32857E-01	1.57036			
6.32891E-01	1.6908			
6.32895E-01	1.70542			
6.32925E-01	1.82234			
6.32999E-01	2.128			
6.33002E-01	2.14048			
6.33041E-01	2.28307			
6.33057E-01	2.3434			
6.33094E-01	2.47528			
6.33150E-01	2.67709			
6.33199E-01	2.85195			
6.33206E-01	2.87708			
6.33255E-01	3.04038			
6.33259E-01	3.05188			
6.33306E-01	3.19559			
6.33335E-01	3.27501			
6.33357E-01	3.33397			
6.33361E-01	3.34273			
6.33394E-01	3.42162			
6.33413E-01	3.46546			
6.33458E-01	3.55398			
6.33496E-01	3.61642			
6.33541E-01	3.69137			
6.33593E-01	3.77884			
6.33631E-01	3.8269			
6.33661E-01	3.86535			
6.33721E-01	3.91897			
6.33751E-01	3.94578			
6.33789E-01	3.97523			
6.33856E-01	4.02825			
6.33886E-01	4.05183			
6.33946E-01	4.08659			
6.34021E-01	4.13006			
6.34036E-01	4.13579			
6.34202E-01	4.19885			
6.34217E-01	4.20214			
6.34307E-01	4.22192			
6.34382E-01	4.23842			
6.34397E-01	4.23998			
6.34517E-01	4.25249			
6.34592E-01	4.26033			
6.34617E-01	4.26288			
6.34652E-01	4.2666			
6.34712E-01	4.26702			
6.34802E-01	4.26767			
6.34832E-01	4.26789			
6.34893E-01	4.2652			
6.34983E-01	4.26117			
6.35073E-01	4.25717			
6.35140E-01	4.25419			
6.35163E-01	4.2532			
6.35208E-01	4.25779			
6.35255E-01	4.26256			
6.35271E-01	4.26819			
6.35325E-01	4.28666			
6.35346E-01	4.29387			
6.35379E-01	4.31642			
6.35410E-01	4.33749			
6.35418E-01	4.34718			
6.35461E-01	4.39566			
6.35473E-01	4.41021			
6.35492E-01	4.44103			
6.35516E-01	4.48274			
6.35520E-01	4.49266			
6.35549E-01	4.55964			
6.35554E-01	4.57205			
6.35580E-01	4.65183			
6.35592E-01	4.69174			
6.35611E-01	4.76942			
6.35624E-01	4.82123			
6.35633E-01	4.86531			
6.35653E-01	4.97002			
6.35656E-01	4.98656			
6.35672E-01	5.08927			
6.35677E-01	5.12351			
6.35691E-01	5.22931			
6.35696E-01	5.27			
6.35710E-01	5.39371			
6.35715E-01	5.44129			
6.35730E-01	5.59527			
6.35735E-01	5.63927			
6.35752E-01	5.84153			
6.35754E-01	5.86682			
6.35773E-01	6.1286			
6.35792E-01	6.42988			
6.35794E-01	6.4681			
6.35811E-01	6.77395			
6.35814E-01	6.83851			
6.35830E-01	7.16129			
6.35843E-01	7.44585			
6.35847E-01	7.54071			
6.35873E-01	8.16449			
6.35881E-01	8.38574			
6.35902E-01	8.93883			
6.35924E-01	9.49184			
6.35936E-01	9.82359			
6.35939E-01	9.89939			
6.35955E-01	10.2783			
6.35958E-01	10.3288			
6.35971E-01	10.6189			
6.35973E-01	10.6635			
6.35987E-01	10.9088			
6.35989E-01	10.9315			
6.36003E-01	11.1285			
6.36003E-01	11.1328			
6.36016E-01	11.266			
6.36019E-01	11.2802			
6.36030E-01	11.3488			
6.36034E-01	11.3584			
6.36042E-01	11.3774			
6.36050E-01	11.3664			
6.36057E-01	11.3561			
6.36066E-01	11.3105			
6.36071E-01	11.2837			
6.36087E-01	11.146			
6.36092E-01	11.1001			
6.36116E-01	10.8244			
6.36138E-01	10.5066			
6.36166E-01	10.1132			
6.36167E-01	10.0976			
6.36186E-01	9.81684			
6.36204E-01	9.55171			
6.36206E-01	9.52291			
6.36227E-01	9.23492			
6.36246E-01	8.97577			
6.36248E-01	8.95033			
6.36270E-01	8.696			
6.36278E-01	8.59428			
6.36290E-01	8.46999			
6.36308E-01	8.27795			
6.36309E-01	8.26798			
6.36338E-01	7.99901			
6.36346E-01	7.91932			
6.36357E-01	7.83428			
6.36378E-01	7.66422			
6.36386E-01	7.59621			
6.36399E-01	7.5112			
6.36429E-01	7.3129			
6.36431E-01	7.30096			
6.36461E-01	7.13378			
6.36469E-01	7.08603			
6.36499E-01	6.94533			
6.36527E-01	6.8147			
6.36537E-01	6.77359			
6.36575E-01	6.62563			
6.36584E-01	6.59275			
6.36616E-01	6.4918			
6.36642E-01	6.40845			
6.36658E-01	6.36712			
6.36718E-01	6.21517			
6.36723E-01	6.20222			
6.36777E-01	6.09197			
6.36807E-01	6.03172			
6.36841E-01	5.97686			
6.36886E-01	5.90315			
6.36909E-01	5.87476			
6.36977E-01	5.78827			
6.36998E-01	5.76124			
6.37083E-01	5.67766			
6.37141E-01	5.62021			
6.37189E-01	5.58492			
6.37295E-01	5.50651			
6.37348E-01	5.47769			
6.37507E-01	5.39123			
6.37741E-01	5.29718			
6.37996E-01	5.22169			
6.38172E-01	5.18525			
6.38201E-01	5.17921			
6.38266E-01	5.16572			
6.38505E-01	5.11651			
6.38845E-01	5.07128			
6.39073E-01	5.04096			
6.39078E-01	5.04019			
6.39173E-01	5.03138			
6.39229E-01	5.02614			
6.39821E-01	4.9706			
6.39928E-01	4.96065			
6.40661E-01	4.91874			
6.41732E-01	4.85752			
6.42826E-01	4.81294			
6.42848E-01	4.79701			
6.42858E-01	4.7897			
6.42923E-01	4.68787			
6.43278E-01	4.07437			
6.43310E-01	4.03149			
6.43348E-01	4.00819			
6.44110E-01	3.81226			
6.44910E-01	3.65176			
6.46510E-01	3.42071			
6.48000E-01	3.26536			
6.48310E-01	3.23304			
6.49906E-01	3.11757			
6.49922E-01	3.11645			
6.49930E-01	3.11591			
6.49936E-01	3.11553			
6.49939E-01	3.11529			
6.49943E-01	3.11507			
6.49947E-01	3.11488			
6.49950E-01	3.11476			
6.49953E-01	3.11466			
6.49956E-01	3.11459			
6.49959E-01	3.11455			
6.49962E-01	3.11455			
6.49965E-01	3.11458			
6.49968E-01	3.11466			
6.49971E-01	3.11479			
6.49974E-01	3.11496			
6.49974E-01	3.11496			
6.49977E-01	3.11466			
6.49979E-01	3.11441			
6.49982E-01	3.11421			
6.49985E-01	3.11406			
6.49989E-01	3.11391			
6.49994E-01	3.11381			
6.50007E-01	3.11368			
6.50011E-01	3.11358			
6.50016E-01	3.1134			
6.50020E-01	3.11312			
6.50025E-01	3.11273			
6.50029E-01	3.11222			
6.50034E-01	3.11161			
6.50038E-01	3.11088			
6.50042E-01	3.11009			
6.50043E-01	3.11009			
6.50049E-01	3.11014			
6.50054E-01	3.1101			
6.50063E-01	3.10991			
6.50072E-01	3.10962			
6.50143E-01	3.10685			
6.51357E-01	3.05935			
6.55430E-01	2.9099			
6.61700E-01	2.32789			
6.62734E-01	2.35682			
6.65010E-01	2.48156			
6.66540E-01	2.52025			
6.67395E-01	2.48905			
6.68250E-01	2.39082			
6.69460E-01	2.16091			
6.70070E-01	2.08415			
6.70675E-01	2.08902			
6.71129E-01	2.18414			
6.71280E-01	2.21915			
6.71890E-01	2.49288			
6.73110E-01	3.1839			
6.73710E-01	3.42238			
6.74320E-01	3.47178			
6.74635E-01	3.40054			
6.74950E-01	3.27065			
6.75900E-01	2.77047			
6.76770E-01	2.45172			
6.77640E-01	2.29433			
6.78510E-01	2.23234			
6.79380E-01	2.19894			
6.80250E-01	2.12769			
6.81240E-01	1.9702			
6.81730E-01	1.91214			
6.82230E-01	1.90625			
6.82713E-01	1.97749			
6.82799E-01	2.00206			
6.83140E-01	2.11643			
6.83970E-01	2.46787			
6.84390E-01	2.60908			
6.84800E-01	2.67786			
6.85209E-01	2.65602			
6.88070E-01	2.159			
6.89370E-01	1.94653			
6.90670E-01	1.76982			
6.91960E-01	1.64782			
6.93090E-01	1.59214			
6.95100E-01	1.51636			
6.96340E-01	1.45567			
6.97300E-01	1.43313			
6.97780E-01	1.41305			
6.98260E-01	1.37343			
6.98750E-01	1.30403			
6.99580E-01	1.1258			
7.00000E-01	1.05209			
7.00315E-01	1.02721			
7.00420E-01	1.02096			
7.00777E-01	1.04986			
7.00817E-01	1.05475			
7.00857E-01	1.06527			
7.01670E-01	1.38194			
7.01717E-01	1.40879			
7.02443E-01	1.93686			
7.02550E-01	2.01764			
7.02873E-01	2.3255			
7.03410E-01	2.84413			
7.05260E-01	4.87729			
7.05530E-01	5.10506			
7.05670E-01	5.16019			
7.05705E-01	5.16302			
7.05810E-01	5.15479			
7.05950E-01	5.08031			
7.06081E-01	4.95366			
7.06265E-01	4.6973			
7.06370E-01	4.54371			
7.07060E-01	3.35801			
7.07340E-01	2.91851			
7.07550E-01	2.63048			
7.07620E-01	2.53796			
7.07823E-01	2.31283			
7.07890E-01	2.24199			
7.08003E-01	2.15069			
7.08040E-01	2.12307			
7.08190E-01	2.03277			
7.08331E-01	1.96911			
7.08528E-01	1.91034			
7.08640E-01	1.87953			
7.08900E-01	1.83685			
7.09183E-01	1.81441			
7.09205E-01	1.81425			
7.09610E-01	1.81515			
7.09700E-01	1.81785			
7.10600E-01	1.89126			
7.11260E-01	1.97461			
7.11470E-01	2.02598			
7.11620E-01	2.09107			
7.11670E-01	2.11609			
7.11828E-01	2.22434			
7.11880E-01	2.26506			
7.11985E-01	2.3736			
7.12090E-01	2.49001			
7.12197E-01	2.64134			
7.12304E-01	2.80822			
7.12660E-01	3.38101			
7.12791E-01	3.56578			
7.12870E-01	3.64788			
7.13080E-01	3.84212			
7.13290E-01	3.93648			
7.13360E-01	3.96194			
7.13650E-01	3.9718			
7.13886E-01	3.92075			
7.13965E-01	3.89751			
7.14910E-01	3.53926			
7.15480E-01	3.23616			
7.16610E-01	2.50396			
7.17180E-01	2.16475			
7.17750E-01	1.90289			
7.18140E-01	1.78577			
7.18540E-01	1.71402			
7.18930E-01	1.67452			
7.20260E-01	1.60486			
7.21900E-01	1.46827			
7.23810E-01	1.3556			
7.24500E-01	1.30192			
7.25180E-01	1.21177			
7.25870E-01	1.06644			
7.26810E-01	0.794053			
7.27251E-01	0.691141			
7.27280E-01	0.685453			
7.27339E-01	0.678056			
7.27721E-01	0.639217			
7.27750E-01	0.637952			
7.27793E-01	0.640033			
7.28196E-01	0.67903			
7.28239E-01	0.686528			
7.28345E-01	0.714431			
7.28430E-01	0.738233			
7.28588E-01	0.793732			
7.28640E-01	0.813518			
7.28971E-01	0.962231			
7.29809E-01	1.33951			
7.30570E-01	1.6752			
7.31010E-01	1.88164			
7.31760E-01	2.26849			
7.31910E-01	2.31497			
7.31972E-01	2.32741			
7.31996E-01	2.32803			
7.32150E-01	2.31956			
7.32292E-01	2.27897			
7.32340E-01	2.26264			
7.32530E-01	2.17088			
7.33060E-01	1.86419			
7.33350E-01	1.73585			
7.33463E-01	1.70456			
7.33500E-01	1.69611			
7.33650E-01	1.67818			
7.33795E-01	1.68312			
7.33940E-01	1.71013			
7.34078E-01	1.75213			
7.34160E-01	1.78875			
7.34380E-01	1.89683			
7.34820E-01	2.19171			
7.35260E-01	2.53173			
7.35710E-01	2.85597			
7.36150E-01	3.10127			
7.36480E-01	3.18458			
7.36590E-01	3.20746			
7.36885E-01	3.17761			
7.37180E-01	3.07267			
7.37630E-01	2.81725			
7.38380E-01	2.25774			
7.38489E-01	2.18788			
7.38525E-01	2.16802			
7.38634E-01	2.12616			
7.38670E-01	2.11582			
7.38764E-01	2.10716			
7.38783E-01	2.10651			
7.38820E-01	2.10954			
7.38876E-01	2.1307			
7.39101E-01	2.24005			
7.39138E-01	2.268			
7.39338E-01	2.47391			
7.39410E-01	2.55255			
7.40000E-01	3.32506			
7.40225E-01	3.56912			
7.40300E-01	3.64503			
7.40525E-01	3.79524			
7.40600E-01	3.83944			
7.40900E-01	3.91289			
7.41200E-01	3.89394			
7.41500E-01	3.81183			
7.42250E-01	3.51847			
7.42700E-01	3.39986			
7.42756E-01	3.39779			
7.43034E-01	3.40241			
7.43145E-01	3.41016			
7.43479E-01	3.55784			
7.43590E-01	3.61466			
7.43815E-01	3.8431			
7.44040E-01	4.08421			
7.44190E-01	4.3223			
7.44340E-01	4.57079			
7.44950E-01	5.79307			
7.45250E-01	6.42124			
7.45700E-01	7.24322			
7.46000E-01	7.63686			
7.46300E-01	7.85389			
7.46562E-01	7.87113			
7.46600E-01	7.86702			
7.46881E-01	7.72129			
7.46975E-01	7.63649			
7.47350E-01	7.24937			
7.47810E-01	6.62657			
7.48560E-01	5.51214			
7.48860E-01	5.13119			
7.49320E-01	4.7017			
7.49620E-01	4.52405			
7.50080E-01	4.39806			
7.51150E-01	4.37572			
7.52060E-01	4.22916			
7.53130E-01	4.00449			
7.53740E-01	3.98165			
7.54045E-01	4.02175			
7.54350E-01	4.10573			
7.54660E-01	4.23539			
7.54970E-01	4.41355			
7.56500E-01	5.58814			
7.56960E-01	5.83267			
7.57270E-01	5.89193			
7.57580E-01	5.84871			
7.57890E-01	5.69437			
7.58200E-01	5.41945			
7.58510E-01	5.01563			
7.59130E-01	3.98065			
7.59280E-01	3.7568			
7.59392E-01	3.61741			
7.59430E-01	3.57591			
7.59663E-01	3.38511			
7.59740E-01	3.32711			
7.59973E-01	3.22453			
7.60050E-01	3.19458			
7.60520E-01	3.11743			
7.61140E-01	3.03578			
7.62230E-01	2.76358			
7.62850E-01	2.5561			
7.64250E-01	1.9973			
7.64880E-01	1.7802			
7.65190E-01	1.71308			
7.65310E-01	1.70579			
7.65350E-01	1.70548			
7.65497E-01	1.72105			
7.65556E-01	1.73787			
7.65820E-01	1.83734			
7.66052E-01	1.978			
7.66130E-01	2.02704			
7.66760E-01	2.48466			
7.67070E-01	2.67438			
7.67390E-01	2.795			
7.67700E-01	2.83518			
7.68015E-01	2.79543			
7.68251E-01	2.70557			
7.68330E-01	2.67172			
7.68650E-01	2.46691			
7.68970E-01	2.19321			
7.69125E-01	2.04717			
7.69280E-01	1.91659			
7.69440E-01	1.80082			
7.69560E-01	1.73187			
7.69600E-01	1.71107			
7.69755E-01	1.64849			
7.69871E-01	1.61521			
7.69910E-01	1.60606			
7.70070E-01	1.58478			
7.70190E-01	1.58099			
7.70230E-01	1.58185			
7.70586E-01	1.63478			
7.70705E-01	1.65601			
7.71061E-01	1.78574			
7.71180E-01	1.83158			
7.71650E-01	2.08867			
7.72130E-01	2.40265			
7.73400E-01	3.33086			
7.73870E-01	3.62132			
7.74190E-01	3.76742			
7.74510E-01	3.86434			
7.74830E-01	3.91542			
7.75470E-01	3.92034			
7.76595E-01	3.78898			
7.77720E-01	3.5553			
7.78840E-01	3.24125			
7.81090E-01	2.5159			
7.82540E-01	2.08696			
7.83030E-01	1.96631			
7.84330E-01	1.71725			
7.85640E-01	1.55446			
7.86940E-01	1.44596			
7.89550E-01	1.26392			
7.90210E-01	1.21418			
7.90700E-01	1.20688			
7.91278E-01	1.23752			
7.91855E-01	1.28293			
7.93010E-01	1.37858			
7.94000E-01	1.47601			
7.95000E-01	1.63776			
7.95990E-01	1.91006			
7.96980E-01	2.33852			
7.97480E-01	2.62716			
7.98291E-01	3.16534			
7.98320E-01	3.18458			
7.99000E-01	3.66486			
7.99820E-01	4.21817			
8.00320E-01	4.50979			
8.00990E-01	4.8159			
8.01660E-01	5.00184			
8.02340E-01	5.04799			
8.03515E-01	4.91631			
8.04690E-01	4.655			
8.05880E-01	4.32784			
8.06890E-01	4.14278			
8.07400E-01	4.103			
8.08335E-01	4.14035			
8.09270E-01	4.21611			
8.09791E-01	4.17485			
8.10460E-01	3.9985			
8.11490E-01	3.61942			
8.11830E-01	3.51594			
8.12170E-01	3.44668			
8.12510E-01	3.42167			
8.12835E-01	3.43651			
8.13290E-01	3.52044			
8.13550E-01	3.57241			
8.14580E-01	3.92685			
8.16130E-01	4.60097			
8.16470E-01	4.65734			
8.16811E-01	4.59611			
8.18030E-01	4.0757			
8.18202E-01	4.02191			
8.18720E-01	3.93343			
8.19240E-01	3.92307			
8.20280E-01	3.99132			
8.20970E-01	3.98335			
8.21670E-01	3.86804			
8.22720E-01	3.55087			
8.23770E-01	3.18545			
8.24540E-01	2.96802			
8.25290E-01	2.84322			
8.25980E-01	2.80859			
8.27750E-01	2.84212			
8.28280E-01	2.80702			
8.29330E-01	2.66502			
8.30380E-01	2.50608			
8.31280E-01	2.41511			
8.32170E-01	2.36511			
8.34860E-01	2.30988			
8.35670E-01	2.27775			
8.36480E-01	2.22125			
8.37300E-01	2.1317			
8.38110E-01	2.00093			
8.39460E-01	1.69448			
8.39730E-01	1.66378			
8.39933E-01	1.67174			
8.40000E-01	1.6776			
8.40169E-01	1.7215			
8.40236E-01	1.74062			
8.40270E-01	1.7529			
8.40450E-01	1.85405			
8.40630E-01	1.96151			
8.40900E-01	2.18175			
8.40990E-01	2.25704			
8.41710E-01	2.90747			
8.42070E-01	3.15997			
8.42430E-01	3.30943			
8.42790E-01	3.36605			
8.43131E-01	3.3566			
8.43245E-01	3.34106			
8.44610E-01	3.10158			
8.46790E-01	2.78901			
8.47520E-01	2.66565			
8.48980E-01	2.36287			
8.49710E-01	2.22873			
8.50440E-01	2.14084			
8.50994E-01	2.12862			
8.51000E-01	2.12849			
8.51170E-01	2.12475			
8.51885E-01	2.18516			
8.52600E-01	2.26054			
8.52960E-01	2.27781			
8.53725E-01	2.237			
8.54490E-01	2.11683			
8.56020E-01	1.81332			
8.56780E-01	1.71608			
8.57580E-01	1.70206			
8.58385E-01	1.76135			
8.59190E-01	1.86622			
8.60790E-01	2.09228			
8.61360E-01	2.16869			
8.61650E-01	2.23982			
8.61930E-01	2.35476			
8.62148E-01	2.48391			
8.62220E-01	2.53115			
8.62513E-01	2.79148			
8.62610E-01	2.88249			
8.63400E-01	3.80226			
8.63790E-01	4.26425			
8.64180E-01	4.65792			
8.64560E-01	4.92668			
8.64745E-01	5.01178			
8.64930E-01	5.05494			
8.65072E-01	5.0596			
8.65215E-01	5.03995			
8.65310E-01	5.01691			
8.65500E-01	4.93404			
8.65870E-01	4.66553			
8.66087E-01	4.45838			
8.66450E-01	4.05725			
8.66830E-01	3.60297			
8.67220E-01	3.19457			
8.67553E-01	2.93821			
8.67600E-01	2.90771			
8.67697E-01	2.87785			
8.67966E-01	2.81428			
8.67990E-01	2.81343			
8.68059E-01	2.83191			
8.68267E-01	2.90853			
8.68360E-01	2.94817			
8.68545E-01	3.0993			
8.68730E-01	3.25944			
8.69100E-01	3.67936			
8.69840E-01	4.57465			
8.70220E-01	4.93347			
8.70600E-01	5.18445			
8.70814E-01	5.2731			
8.71170E-01	5.34255			
8.71555E-01	5.31305			
8.71940E-01	5.19555			
8.72320E-01	5.00294			
8.73080E-01	4.46561			
8.73650E-01	4.02485			
8.74150E-01	3.68628			
8.74660E-01	3.41782			
8.75160E-01	3.22857			
8.75670E-01	3.12586			
8.76170E-01	3.11734			
8.76435E-01	3.15198			
8.76700E-01	3.21918			
8.76960E-01	3.3184			
8.77220E-01	3.45398			
8.77670E-01	3.77706			
8.78250E-01	4.23471			
8.78440E-01	4.34836			
8.78630E-01	4.42385			
8.78830E-01	4.45939			
8.79220E-01	4.42311			
8.79365E-01	4.37422			
8.79510E-01	4.30238			
8.79800E-01	4.13759			
8.80180E-01	3.842			
8.80950E-01	3.16997			
8.81340E-01	2.87159			
8.81730E-01	2.63874			
8.82120E-01	2.46987			
8.82510E-01	2.34991			
8.82900E-01	2.26382			
8.83900E-01	2.10463			
8.84510E-01	2.0405			
8.85110E-01	2.02381			
8.85715E-01	2.07398			
8.86320E-01	2.21303			
8.86830E-01	2.41003			
8.87370E-01	2.6972			
8.87950E-01	3.04364			
8.88171E-01	3.14894			
8.88540E-01	3.27713			
8.88930E-01	3.34256			
8.89255E-01	3.34539			
8.89330E-01	3.3439			
8.89720E-01	3.28894			
8.90110E-01	3.18576			
8.90540E-01	3.0307			
8.91390E-01	2.68175			
8.91820E-01	2.53939			
8.92240E-01	2.45322			
8.92640E-01	2.43853			
8.93035E-01	2.47561			
8.94220E-01	2.69572			
8.95340E-01	2.84203			
8.95900E-01	2.96896			
8.96460E-01	3.2032			
8.96880E-01	3.49538			
8.97020E-01	3.59731			
8.97420E-01	3.99241			
8.98620E-01	5.36037			
8.99020E-01	5.72146			
8.99420E-01	5.9639			
8.99810E-01	6.08588			
9.00000E-01	6.10225			
9.00203E-01	6.08972			
9.00810E-01	5.89618			
9.00998E-01	5.79731			
9.01810E-01	5.21123			
9.03420E-01	3.79707			
9.04028E-01	3.37593			
9.04230E-01	3.24047			
9.04830E-01	3.03312			
9.05030E-01	2.96903			
9.05230E-01	2.96039			
9.05430E-01	2.9805			
9.05630E-01	3.02762			
9.05830E-01	3.10203			
9.06030E-01	3.20403			
9.06221E-01	3.32845			
9.06640E-01	3.67762			
9.07040E-01	4.11511			
9.07650E-01	4.91565			
9.08260E-01	5.77959			
9.08860E-01	6.57733			
9.09470E-01	7.18045			
9.10080E-01	7.46005			
9.10490E-01	7.40261			
9.10900E-01	7.10868			
9.11100E-01	6.86464			
9.11300E-01	6.55359			
9.11710E-01	5.78207			
9.12310E-01	4.47557			
9.12720E-01	3.64875			
9.13104E-01	2.99397			
9.13130E-01	2.95541			
9.13206E-01	2.86268			
9.13702E-01	2.30481			
9.13740E-01	2.26793			
9.13796E-01	2.23047			
9.14321E-01	1.94558			
9.14359E-01	1.93328			
9.14797E-01	1.88482			
9.14950E-01	1.87196			
9.15462E-01	1.95448			
9.15591E-01	1.97986			
9.17000E-01	2.38422			
9.17420E-01	2.53046			
9.17840E-01	2.71747			
9.18260E-01	2.96231			
9.19080E-01	3.54079			
9.19274E-01	3.64363			
9.19545E-01	3.73108			
9.19700E-01	3.77542			
9.20110E-01	3.80298			
9.20744E-01	3.74735			
9.21560E-01	3.59294			
9.24270E-01	2.95274			
9.26150E-01	2.57817			
9.28020E-01	2.27805			
9.29900E-01	2.0623			
9.31780E-01	1.94094			
