E(MeV)	mcnp/Sm-148:1
8.50598E-05	2.672510
8.51738E-05	2.794610
8.53145E-05	2.953550
8.53279E-05	2.969510
8.54553E-05	3.124100
8.55961E-05	3.304260
8.55961E-05	3.304260
8.57368E-05	3.498020
8.58642E-05	3.683500
8.58910E-05	3.723330
8.60519E-05	3.977110
8.61323E-05	4.112230
8.62128E-05	4.249970
8.63736E-05	4.543350
8.64004E-05	4.595490
8.65345E-05	4.861180
8.66686E-05	5.144570
8.66954E-05	5.202380
8.68562E-05	5.572440
8.69367E-05	5.770170
8.70171E-05	5.971760
8.71780E-05	6.402770
8.72048E-05	6.479690
8.73389E-05	6.871690
8.74729E-05	7.291650
8.74997E-05	7.377340
8.76606E-05	7.928440
8.77411E-05	8.224360
8.78215E-05	8.525380
8.79422E-05	9.010690
8.79824E-05	9.174940
8.81432E-05	9.881790
8.81432E-05	9.881790
8.83041E-05	10.655100
8.83443E-05	10.863100
8.84516E-05	11.426300
8.85454E-05	11.954400
8.85924E-05	12.222700
8.87331E-05	13.084700
8.87465E-05	13.172800
8.88739E-05	14.022700
8.89476E-05	14.551400
8.90147E-05	15.039800
8.91487E-05	16.090200
8.91554E-05	16.143600
8.92962E-05	17.351300
8.93498E-05	17.847900
8.94370E-05	18.668100
8.95509E-05	19.827200
8.95777E-05	20.104700
8.97185E-05	21.681200
8.97520E-05	22.088500
8.98593E-05	23.412900
8.99330E-05	24.402600
9.00000E-05	25.316600
9.01140E-05	27.008700
9.01408E-05	27.413500
9.02346E-05	28.936200
9.02950E-05	29.975200
9.03285E-05	30.560400
9.04156E-05	32.176400
9.04223E-05	32.302200
9.05162E-05	34.174100
9.05363E-05	34.601300
9.06100E-05	36.185500
9.06569E-05	37.270700
9.07307E-05	38.994900
9.07675E-05	39.933100
9.08513E-05	42.093000
9.09183E-05	43.977800
9.09720E-05	45.508900
9.10692E-05	48.542200
9.10926E-05	49.284100
9.11697E-05	51.913200
9.11731E-05	52.028700
9.12535E-05	54.978900
9.12703E-05	55.642000
9.13641E-05	59.394400
9.13708E-05	59.687700
9.14714E-05	64.134500
9.14747E-05	64.284800
9.15484E-05	67.851800
9.15954E-05	70.270900
9.16222E-05	71.672300
9.16959E-05	75.783900
9.17060E-05	76.383200
9.17696E-05	80.228200
9.18166E-05	83.259900
9.18434E-05	85.016100
9.19272E-05	90.942900
9.19339E-05	91.423900
9.20244E-05	98.504200
9.20378E-05	99.651900
9.21149E-05	106.340000
9.21410E-05	108.828000
9.22053E-05	115.031000
9.22295E-05	117.548000
9.22657E-05	121.370000
9.23180E-05	127.261000
9.23260E-05	128.179000
9.24064E-05	138.103000
9.24064E-05	138.103000
9.24869E-05	149.122000
9.24949E-05	150.334000
9.25673E-05	161.382000
9.25834E-05	164.045000
9.26209E-05	170.340000
9.26638E-05	178.031000
9.26746E-05	179.979000
9.27282E-05	190.404000
9.27443E-05	193.753000
9.27791E-05	201.106000
9.28247E-05	211.379000
9.28274E-05	211.990000
9.28757E-05	223.741000
9.28783E-05	224.440000
9.29239E-05	236.426000
9.29320E-05	238.693000
9.29722E-05	250.137000
9.29856E-05	254.232000
9.30204E-05	264.982000
9.30365E-05	270.319000
9.30687E-05	281.091000
9.30848E-05	286.896000
9.31170E-05	298.612000
9.31331E-05	304.911000
9.31599E-05	315.508000
9.31813E-05	324.705000
9.32162E-05	339.795000
9.32296E-05	346.178000
9.32725E-05	366.806000
9.32778E-05	369.603000
9.33100E-05	386.559000
9.33261E-05	395.626000
9.33476E-05	407.845000
9.33744E-05	424.204000
9.33851E-05	430.816000
9.34173E-05	452.099000
9.34226E-05	455.680000
9.34548E-05	478.713000
9.34575E-05	480.650000
9.34923E-05	507.995000
9.35058E-05	518.611000
9.35299E-05	539.345000
9.35379E-05	546.323000
9.35674E-05	573.691000
9.35701E-05	576.204000
9.36023E-05	608.513000
9.36050E-05	611.404000
9.36345E-05	643.521000
9.36425E-05	652.946000
9.36666E-05	681.507000
9.36800E-05	698.613000
9.36988E-05	722.795000
9.37122E-05	741.646000
9.37390E-05	779.743000
9.37524E-05	800.438000
9.37658E-05	821.386000
9.37926E-05	866.244000
9.38195E-05	914.869000
9.38463E-05	967.581000
9.38731E-05	1024.850000
9.38999E-05	1087.220000
9.39305E-05	1165.320000
9.39562E-05	1237.640000
9.39819E-05	1316.720000
9.40077E-05	1403.420000
9.40334E-05	1498.720000
9.40613E-05	1612.990000
9.40828E-05	1709.710000
9.41042E-05	1815.060000
9.41257E-05	1930.020000
9.41471E-05	2055.690000
9.41686E-05	2193.300000
9.41900E-05	2344.220000
9.42115E-05	2509.980000
9.42329E-05	2692.230000
9.42544E-05	2892.810000
9.42758E-05	3113.680000
9.42973E-05	3356.950000
9.43187E-05	3624.810000
9.43402E-05	3919.550000
9.43616E-05	4243.480000
9.43831E-05	4598.830000
9.44045E-05	4987.750000
9.44260E-05	5412.120000
9.44474E-05	5873.500000
9.44689E-05	6372.960000
9.44903E-05	6910.930000
9.45118E-05	7487.090000
9.45332E-05	8100.160000
9.45654E-05	9083.590000
9.45976E-05	10131.600000
9.46941E-05	13426.600000
9.47048E-05	13790.500000
9.47263E-05	14473.600000
9.47370E-05	14812.100000
9.47541E-05	15310.400000
9.47627E-05	15556.600000
9.47799E-05	15997.200000
9.47885E-05	16214.100000
9.48056E-05	16581.700000
9.48163E-05	16806.800000
9.48271E-05	16988.200000
9.48378E-05	17165.000000
9.48485E-05	17299.900000
9.48592E-05	17429.700000
9.48700E-05	17515.200000
9.48807E-05	17595.400000
9.48914E-05	17629.100000
9.48996E-05	17651.900000
9.49026E-05	17659.200000
9.49234E-05	17610.400000
9.49279E-05	17597.700000
9.49429E-05	17484.900000
9.49493E-05	17433.700000
9.49644E-05	17252.500000
9.49708E-05	17172.000000
9.49858E-05	16926.100000
9.49922E-05	16818.100000
9.50083E-05	16492.400000
9.50126E-05	16404.000000
9.50308E-05	15963.100000
9.50416E-05	15700.000000
9.50566E-05	15280.200000
9.50705E-05	14885.800000
9.50888E-05	14322.200000
9.51016E-05	13921.100000
9.51317E-05	12924.700000
9.51553E-05	12139.800000
9.51960E-05	10776.300000
9.52089E-05	10347.500000
9.52282E-05	9730.880000
9.52411E-05	9322.210000
9.52604E-05	8742.380000
9.52732E-05	8358.290000
9.52818E-05	8116.830000
9.52947E-05	7756.810000
9.53033E-05	7529.500000
9.53161E-05	7190.790000
9.53247E-05	6978.130000
9.53376E-05	6661.450000
9.53462E-05	6463.600000
9.53590E-05	6169.120000
9.53676E-05	5985.930000
9.53805E-05	5713.400000
9.53891E-05	5544.490000
9.54019E-05	5293.290000
9.54105E-05	5138.070000
9.54234E-05	4907.320000
9.54320E-05	4765.090000
9.54448E-05	4553.710000
9.54534E-05	4423.670000
9.54663E-05	4230.440000
9.54749E-05	4111.740000
9.54877E-05	3935.380000
9.54963E-05	3827.160000
9.55092E-05	3666.360000
9.55178E-05	3567.740000
9.55306E-05	3421.210000
9.55392E-05	3331.350000
9.55521E-05	3197.840000
9.55607E-05	3115.940000
9.55735E-05	2994.250000
9.55821E-05	2919.560000
9.55950E-05	2808.570000
9.56036E-05	2740.390000
9.56164E-05	2639.070000
9.56250E-05	2576.750000
9.56379E-05	2484.140000
9.56465E-05	2427.110000
9.56593E-05	2342.330000
9.56679E-05	2290.060000
9.56808E-05	2212.330000
9.56894E-05	2164.330000
9.57022E-05	2092.950000
9.57108E-05	2048.800000
9.57237E-05	1983.140000
9.57323E-05	1942.450000
9.57451E-05	1881.960000
9.57564E-05	1833.490000
9.57768E-05	1746.570000
9.57805E-05	1732.090000
9.58047E-05	1639.820000
9.58073E-05	1629.650000
9.58288E-05	1555.730000
9.58379E-05	1524.600000
9.58610E-05	1452.830000
9.58685E-05	1429.700000
9.58910E-05	1366.230000
9.58990E-05	1343.780000
9.59210E-05	1287.480000
9.59296E-05	1265.710000
9.59511E-05	1216.110000
9.59671E-05	1179.230000
9.59811E-05	1150.270000
9.60047E-05	1101.690000
9.60111E-05	1089.640000
9.60411E-05	1033.880000
9.60422E-05	1031.900000
9.60712E-05	983.228000
9.60797E-05	968.916000
9.61012E-05	936.163000
9.61173E-05	911.804000
9.61387E-05	881.983000
9.61548E-05	859.819000
9.61763E-05	832.609000
9.61924E-05	812.379000
9.62138E-05	787.478000
9.62299E-05	768.960000
9.62514E-05	746.230000
9.62728E-05	723.687000
9.62889E-05	708.164000
9.63157E-05	682.501000
9.63264E-05	673.049000
9.63586E-05	644.917000
9.63640E-05	640.589000
9.64015E-05	610.521000
9.64015E-05	610.521000
9.64444E-05	578.972000
9.64873E-05	549.949000
9.64873E-05	549.949000
9.65302E-05	523.650000
9.65517E-05	510.598000
9.65731E-05	498.701000
9.65999E-05	483.941000
9.66160E-05	475.769000
9.66535E-05	456.874000
9.66803E-05	444.442000
9.67072E-05	432.138000
9.67447E-05	416.232000
9.67608E-05	409.476000
9.67983E-05	394.887000
9.68144E-05	388.683000
9.68520E-05	375.255000
9.68680E-05	369.544000
9.69056E-05	357.369000
9.69485E-05	343.560000
9.69592E-05	340.398000
9.70021E-05	327.845000
9.70128E-05	324.941000
9.70718E-05	309.113000
9.70933E-05	303.827000
9.71415E-05	292.057000
9.71737E-05	284.831000
9.72112E-05	276.476000
9.72381E-05	270.966000
9.72810E-05	262.216000
9.73024E-05	258.166000
9.73507E-05	249.120000
9.73668E-05	246.370000
9.74311E-05	235.454000
9.74552E-05	231.393000
9.75276E-05	220.455000
9.75598E-05	215.640000
9.76241E-05	206.923000
9.76563E-05	202.599000
9.76885E-05	198.655000
9.77529E-05	190.823000
9.77689E-05	189.032000
9.78494E-05	180.142000
9.78494E-05	180.142000
9.79298E-05	172.043000
9.79459E-05	170.434000
9.80103E-05	164.510000
9.80424E-05	161.572000
9.81309E-05	154.114000
9.81389E-05	153.442000
9.82355E-05	145.983000
9.82516E-05	144.829000
9.83320E-05	139.108000
9.84392E-05	132.160000
9.84661E-05	130.436000
9.85465E-05	125.746000
9.86001E-05	122.642000
9.86537E-05	119.815000
9.87342E-05	115.607000
9.87610E-05	114.325000
9.88683E-05	109.234000
9.88683E-05	109.234000
9.89755E-05	104.599000
9.90023E-05	103.448000
9.90827E-05	100.273000
9.91364E-05	98.169900
9.91900E-05	96.230800
9.92704E-05	93.341300
9.93107E-05	92.030400
9.94313E-05	88.125000
9.94715E-05	86.831400
9.95520E-05	84.519800
9.96726E-05	81.079500
9.97330E-05	79.534500
9.98737E-05	75.962600
9.99139E-05	75.041600
1.00075E-04	71.390400
1.00095E-04	70.976800
1.00229E-04	68.240100
1.00276E-04	67.288000
1.00376E-04	65.433500
1.00477E-04	63.590800
1.00524E-04	62.817600
1.00671E-04	60.403200
1.00743E-04	59.242500
1.00893E-04	57.069800
1.01009E-04	55.401300
1.01114E-04	54.042300
1.01274E-04	51.985000
1.01335E-04	51.285100
1.01514E-04	49.236800
1.01540E-04	48.935300
1.01692E-04	47.366000
1.01806E-04	46.202300
1.01871E-04	45.594900
1.02066E-04	43.792000
1.02139E-04	43.163100
1.02237E-04	42.327700
1.02407E-04	40.999500
1.02580E-04	39.659400
1.02675E-04	38.997700
1.02923E-04	37.291400
1.02935E-04	37.218500
1.03189E-04	35.647900
1.03266E-04	35.181100
1.03444E-04	34.194800
1.03630E-04	33.175800
1.03699E-04	32.833100
1.03954E-04	31.577700
1.03994E-04	31.380200
1.04215E-04	30.396500
1.04358E-04	29.765200
1.04491E-04	29.231700
1.04722E-04	28.304700
1.04766E-04	28.144600
1.05042E-04	27.142900
1.05092E-04	26.961700
1.05409E-04	25.911200
1.05461E-04	25.739200
1.05779E-04	24.797100
1.06015E-04	24.100000
1.06151E-04	23.745200
1.06524E-04	22.779500
1.06574E-04	22.648400
1.06896E-04	21.907100
1.07136E-04	21.356100
1.07271E-04	21.078200
1.07649E-04	20.303700
1.07698E-04	20.203000
1.08026E-04	19.598900
1.08268E-04	19.156800
1.08404E-04	18.930900
1.08784E-04	18.303100
1.08838E-04	18.215600
1.09167E-04	17.714800
1.09218E-04	17.639100
1.09550E-04	17.179200
1.09988E-04	16.578000
1.10125E-04	16.410300
1.10690E-04	15.723000
1.10758E-04	15.639900
1.11254E-04	15.101600
1.11540E-04	14.793700
1.11828E-04	14.513200
1.12321E-04	14.035600
1.12418E-04	13.949700
1.13009E-04	13.431700
1.13049E-04	13.397300
1.13563E-04	12.984900
1.13776E-04	12.814900
1.14277E-04	12.447900
1.14579E-04	12.227800
1.14836E-04	12.058500
1.15443E-04	11.661300
1.15788E-04	11.435900
1.16049E-04	11.284300
1.16661E-04	10.930000
1.17009E-04	10.729500
1.17481E-04	10.483500
1.18123E-04	10.150600
1.18257E-04	10.087500
1.18988E-04	9.743040
1.19331E-04	9.581840
1.19774E-04	9.394090
1.20616E-04	9.038730
1.21014E-04	8.871140
1.21464E-04	8.700000
1.22318E-04	8.376090
1.22722E-04	8.223330
1.23177E-04	8.064420
1.24043E-04	7.763680
1.24344E-04	7.659500
1.24915E-04	7.475690
1.25793E-04	7.194200
1.26479E-04	6.975010
1.26871E-04	6.850440
1.27259E-04	6.730860
1.27928E-04	6.525820
1.28572E-04	6.329230
1.29205E-04	6.137490
1.29837E-04	5.947040
1.30429E-04	5.770540
1.30468E-04	5.758870
1.30823E-04	5.646640
1.31217E-04	5.522870
1.31611E-04	5.400180
1.32006E-04	5.278760
1.32045E-04	5.266770
1.32400E-04	5.149260
1.32695E-04	5.052530
1.32902E-04	4.985740
1.32991E-04	4.954240
1.33305E-04	4.844620
1.33619E-04	4.736880
1.33759E-04	4.689670
1.33933E-04	4.624730
1.34142E-04	4.547840
1.34351E-04	4.472340
1.34384E-04	4.460640
1.34560E-04	4.390490
1.34751E-04	4.316140
1.34923E-04	4.250530
1.35009E-04	4.218520
1.35095E-04	4.182260
1.35268E-04	4.111600
1.35426E-04	4.048500
1.35440E-04	4.042450
1.35612E-04	3.968390
1.35773E-04	3.901860
1.35784E-04	3.896580
1.35956E-04	3.819760
1.36090E-04	3.762570
1.36119E-04	3.750870
1.36234E-04	3.696960
1.36379E-04	3.633190
1.36446E-04	3.605400
1.36523E-04	3.568380
1.36668E-04	3.503910
1.36735E-04	3.476530
1.36812E-04	3.440390
1.36908E-04	3.398970
1.36928E-04	3.391370
1.37005E-04	3.356520
1.37101E-04	3.316830
1.37120E-04	3.309770
1.37197E-04	3.276510
1.37293E-04	3.239930
1.37312E-04	3.233760
1.37389E-04	3.203420
1.37486E-04	3.172060
1.37505E-04	3.167310
1.37582E-04	3.142830
1.37649E-04	3.127740
1.37683E-04	3.117980
1.37750E-04	3.104680
1.37794E-04	3.099780
1.37818E-04	3.095350
1.37885E-04	3.089340
1.37943E-04	3.090340
1.37953E-04	3.089840
1.38020E-04	3.094450
1.38075E-04	3.105840
1.38087E-04	3.107550
1.38147E-04	3.124970
1.38200E-04	3.148150
1.38208E-04	3.152430
1.38253E-04	3.176920
1.38306E-04	3.214540
1.38347E-04	3.251670
1.38359E-04	3.262130
1.38412E-04	3.319910
1.38465E-04	3.391100
1.38518E-04	3.477570
1.38565E-04	3.568770
1.38602E-04	3.652790
1.38606E-04	3.661080
1.38647E-04	3.768320
1.38679E-04	3.865320
1.38688E-04	3.890990
1.38727E-04	4.028320
1.38729E-04	4.032560
1.38766E-04	4.181400
1.38769E-04	4.196050
1.38795E-04	4.311980
1.38810E-04	4.384870
1.38824E-04	4.454600
1.38851E-04	4.602790
1.38852E-04	4.610030
1.38872E-04	4.727620
1.38889E-04	4.831830
1.38891E-04	4.848390
1.38910E-04	4.982570
1.38922E-04	5.067640
1.38930E-04	5.124110
1.38944E-04	5.238500
1.38956E-04	5.334940
1.38958E-04	5.356300
1.38973E-04	5.485980
1.38987E-04	5.617270
1.38990E-04	5.639460
1.39002E-04	5.762130
1.39013E-04	5.873820
1.39022E-04	5.974260
1.39026E-04	6.015860
1.39037E-04	6.142140
1.39047E-04	6.269820
1.39053E-04	6.341580
1.39058E-04	6.397280
1.39067E-04	6.517850
1.39076E-04	6.639650
1.39087E-04	6.795800
1.39087E-04	6.795810
1.39096E-04	6.924850
1.39106E-04	7.092730
1.39116E-04	7.243940
1.39117E-04	7.253530
1.39126E-04	7.422370
1.39134E-04	7.561250
1.39141E-04	7.690820
1.39145E-04	7.756310
1.39148E-04	7.828430
1.39159E-04	8.035350
1.39168E-04	8.220680
1.39172E-04	8.308510
1.39177E-04	8.432320
1.39185E-04	8.599690
1.39192E-04	8.769140
1.39196E-04	8.869530
1.39201E-04	9.009610
1.39210E-04	9.247070
1.39216E-04	9.391660
1.39217E-04	9.426360
1.39224E-04	9.637230
1.39232E-04	9.869110
1.39235E-04	9.959850
1.39241E-04	10.137300
1.39247E-04	10.367600
1.39256E-04	10.642500
1.39257E-04	10.684000
1.39264E-04	10.943300
1.39272E-04	11.276600
1.39275E-04	11.370600
1.39281E-04	11.650200
