E(MeV)	pendfb7/Cs133:1
1.45337E-03	21.9215758
1.45340E-03	23.5238229
1.45341E-03	23.9451714
1.45345E-03	25.6764859
1.45345E-03	26.1309538
1.45349E-03	27.996609
1.45350E-03	28.4847055
1.45353E-03	30.4882789
1.45354E-03	31.0114508
1.45357E-03	33.1562804
1.45358E-03	33.7152348
1.45361E-03	36.008837
1.45363E-03	37.2061788
1.45366E-03	39.4307752
1.45368E-03	40.9517245
1.45371E-03	43.0820105
1.45373E-03	44.958177
1.45376E-03	46.968257
1.45380E-03	50.6877487
1.45380E-03	51.0595601
1.45387E-03	56.8679412
1.45387E-03	57.2711024
1.45393E-03	63.0514832
1.45396E-03	65.6177921
1.45399E-03	69.5497237
1.45406E-03	76.773464
1.45407E-03	78.1473947
1.45419E-03	90.9111679
1.45432E-03	105.29138
1.45441E-03	116.140487
1.45443E-03	117.514431
1.45449E-03	124.184223
1.45452E-03	127.164859
1.45458E-03	132.910014
1.45459E-03	134.444514
1.45466E-03	139.965267
1.45466E-03	139.966085
1.45473E-03	145.332484
1.45476E-03	147.601735
1.45480E-03	149.655704
1.45484E-03	151.788603
1.45486E-03	153.063147
1.45491E-03	154.596758
1.45494E-03	155.653794
1.45500E-03	156.932945
1.45501E-03	157.115288
1.45507E-03	157.267804
1.45510E-03	157.20142
1.45512E-03	157.004726
1.45517E-03	156.144847
1.45518E-03	155.658663
1.45522E-03	154.408902
1.45526E-03	153.067005
1.45529E-03	151.753626
1.45532E-03	150.089396
1.45535E-03	148.293998
1.45539E-03	145.874025
1.45541E-03	144.723727
1.45547E-03	139.683965
1.45548E-03	139.340987
1.45555E-03	133.209981
1.45557E-03	130.891735
1.45563E-03	125.294659
1.45568E-03	120.209841
1.45576E-03	112.448234
1.45594E-03	93.7341815
1.45603E-03	83.6402917
1.45604E-03	82.7893942
1.45613E-03	74.0518954
1.45615E-03	72.4273273
1.45621E-03	67.1639019
1.45623E-03	64.6908581
1.45627E-03	61.5821158
1.45630E-03	59.2614939
1.45633E-03	56.858597
1.45636E-03	54.1806401
1.45638E-03	52.4194052
1.45642E-03	49.4591987
1.45644E-03	48.2722394
1.45648E-03	45.6657784
1.45649E-03	45.0974328
1.45652E-03	43.2138175
1.45655E-03	41.1115682
1.45657E-03	40.1203087
1.45661E-03	37.9452586
1.45661E-03	37.4714583
1.45664E-03	35.9165693
1.45668E-03	34.178511
1.45668E-03	33.9752618
1.45672E-03	32.1872997
1.45674E-03	31.2171245
1.45676E-03	30.4933113
1.45680E-03	28.9036225
1.45680E-03	28.5587048
1.45683E-03	27.4349091
1.45686E-03	26.2997046
1.45687E-03	26.0443991
1.45691E-03	24.7651425
1.45692E-03	24.3316551
1.45695E-03	23.5743436
1.45698E-03	22.5711002
1.45699E-03	22.3090849
1.45704E-03	21.0033743
1.45705E-03	20.7039046
1.45710E-03	19.6069849
1.45711E-03	19.2834199
1.45714E-03	18.6355593
1.45716E-03	18.3634871
1.45719E-03	17.7397346
1.45722E-03	17.2624593
1.45724E-03	16.9202236
1.45727E-03	16.2839217
1.45728E-03	16.1739009
1.45733E-03	15.5127695
1.45737E-03	14.8939587
1.45737E-03	14.8743676
1.45742E-03	14.3230908
1.45745E-03	13.9649016
1.45749E-03	13.5841716
1.45752E-03	13.2125753
1.45753E-03	13.1606669
1.45756E-03	12.8802194
1.45760E-03	12.5605381
1.45761E-03	12.4711538
1.45763E-03	12.2693252
1.45769E-03	11.8765312
1.45769E-03	11.8587708
1.45775E-03	11.4965287
1.45777E-03	11.3624769
1.45780E-03	11.1672268
1.45786E-03	10.8609367
1.45787E-03	10.7756809
1.45791E-03	10.5864187
1.45797E-03	10.328297
1.45798E-03	10.2802176
1.45802E-03	10.0975682
1.45808E-03	9.85651017
1.45809E-03	9.83799069
1.45816E-03	9.5949492
1.45823E-03	9.35803635
1.45824E-03	9.32370785
1.45830E-03	9.15181794
1.45837E-03	8.95449999
1.45840E-03	8.88282973
1.45845E-03	8.77511214
1.45852E-03	8.60736508
1.45856E-03	8.50991819
1.45861E-03	8.40094901
1.45871E-03	8.20911427
1.45872E-03	8.18820785
1.45880E-03	8.03951843
1.45891E-03	7.85734531
1.45893E-03	7.82158961
1.45901E-03	7.6950639
1.45912E-03	7.53983965
1.45914E-03	7.50931922
1.45922E-03	7.40273041
1.45933E-03	7.27182148
1.45944E-03	7.14305839
1.45946E-03	7.11769068
1.45954E-03	7.03004483
1.45965E-03	6.92238144
1.45976E-03	6.80895596
1.45977E-03	6.79576353
1.45987E-03	6.70789137
1.45998E-03	6.61227072
1.45999E-03	6.61079628
1.46007E-03	6.54737953
1.46016E-03	6.48581021
1.46023E-03	6.43130312
1.46030E-03	6.38834601
1.46035E-03	6.35162297
1.46041E-03	6.31650331
1.46043E-03	6.30774912
1.46047E-03	6.28713417
1.46052E-03	6.2613243
1.46057E-03	6.24141049
1.46063E-03	6.21977557
1.46067E-03	6.20734282
1.46071E-03	6.19670673
1.46075E-03	6.18805099
1.46079E-03	6.18158467
1.46083E-03	6.17752512
1.46087E-03	6.17611095
1.46090E-03	6.18051745
1.46094E-03	6.18742733
1.46097E-03	6.19704167
1.46101E-03	6.20956964
1.46104E-03	6.22523365
1.46108E-03	6.24424985
1.46111E-03	6.26685373
1.46115E-03	6.29328196
1.46118E-03	6.32284818
1.46118E-03	6.32391007
1.46122E-03	6.36280825
1.46125E-03	6.40625688
1.46129E-03	6.45449707
1.46133E-03	6.5077658
1.46136E-03	6.56629347
1.46140E-03	6.63030111
1.46142E-03	6.67887867
1.46143E-03	6.70148223
1.46147E-03	6.79724793
1.46151E-03	6.90151617
1.46156E-03	7.01452924
1.46160E-03	7.13647794
1.46160E-03	7.14990091
1.46164E-03	7.27357217
1.46168E-03	7.42049136
1.46174E-03	7.63055703
1.46178E-03	7.81311252
1.46179E-03	7.85871427
1.46185E-03	8.11128065
1.46191E-03	8.39735588
1.46197E-03	8.72487871
1.46198E-03	8.80467128
1.46206E-03	9.24807718
1.46215E-03	9.77993337
1.46232E-03	10.7748321
1.46237E-03	11.0733734
1.46247E-03	11.6808378
1.46255E-03	12.1300339
1.46262E-03	12.4864906
1.46270E-03	12.8289824
1.46276E-03	13.0567977
1.46284E-03	13.2820433
1.46290E-03	13.416051
1.46291E-03	13.4365196
1.46300E-03	13.5298394
1.46306E-03	13.5403593
1.46308E-03	13.5264787
1.46312E-03	13.496542
1.46318E-03	13.4097635
1.46323E-03	13.3103128
1.46325E-03	13.2379007
1.46329E-03	13.1404063
1.46335E-03	12.9325489
1.46335E-03	12.9012795
1.46343E-03	12.5957424
1.46349E-03	12.2832988
1.46351E-03	12.1802957
1.46361E-03	11.61426
1.46363E-03	11.4930007
1.46383E-03	10.2815605
1.46393E-03	9.68037401
1.46401E-03	9.16651054
1.46409E-03	8.72338259
1.46415E-03	8.40730415
1.46420E-03	8.10672686
1.46426E-03	7.82263482
1.46432E-03	7.56521786
1.46436E-03	7.38273358
1.46440E-03	7.20933787
1.46444E-03	7.04496805
1.46448E-03	6.88953036
1.46453E-03	6.74276037
1.46454E-03	6.7108617
1.46457E-03	6.60831568
1.46461E-03	6.48320792
1.46465E-03	6.36595839
1.46469E-03	6.25621677
1.46473E-03	6.16895467
1.46476E-03	6.09386531
1.46477E-03	6.06062805
1.46479E-03	6.02461049
1.46482E-03	5.96073939
1.46486E-03	5.9003712
1.46489E-03	5.84328553
1.46492E-03	5.78933713
1.46495E-03	5.73832934
1.46498E-03	5.69007268
1.46501E-03	5.64442672
1.46503E-03	5.62426449
1.46505E-03	5.60295545
1.46508E-03	5.56526836
1.46511E-03	5.52970857
1.46514E-03	5.49610582
1.46517E-03	5.46433971
1.46521E-03	5.43426482
1.46524E-03	5.4057447
1.46527E-03	5.37867629
1.46529E-03	5.36666758
1.46530E-03	5.35437195
1.46533E-03	5.33254445
1.46537E-03	5.31183791
1.46541E-03	5.28770007
1.46544E-03	5.26675836
1.46548E-03	5.24688292
1.46551E-03	5.22796739
1.46555E-03	5.20991454
1.46559E-03	5.19263573
1.46562E-03	5.1760504
1.46563E-03	5.17466227
1.46568E-03	5.15587599
1.46573E-03	5.13709543
1.46579E-03	5.11931279
1.46584E-03	5.10236666
1.46590E-03	5.08612355
1.46597E-03	5.06536904
1.46604E-03	5.04544659
1.46611E-03	5.02618843
1.46614E-03	5.01958094
1.46619E-03	5.00972292
1.46629E-03	4.98765119
1.46640E-03	4.96628807
1.46651E-03	4.94545536
1.46665E-03	4.91949013
1.46680E-03	4.89130665
1.46682E-03	4.88823075
1.46696E-03	4.86819568
1.46716E-03	4.83871177
1.46737E-03	4.8097426
1.46757E-03	4.78118268
1.46778E-03	4.75296256
1.46778E-03	4.75296146
1.46808E-03	4.71964944
1.46839E-03	4.6868368
1.46870E-03	4.65442618
1.46900E-03	4.62234627
1.46921E-03	4.60114464
1.46931E-03	4.59262666
1.46962E-03	4.56731128
1.47003E-03	4.53386688
1.47044E-03	4.50072134
1.47064E-03	4.484276
1.47085E-03	4.47089627
1.47126E-03	4.44435613
1.47174E-03	4.41353683
1.47228E-03	4.37850756
1.47255E-03	4.36148195
1.47283E-03	4.34700754
1.47338E-03	4.31887592
1.47393E-03	4.29095139
1.47448E-03	4.26322153
1.47458E-03	4.25791194
1.47503E-03	4.24007748
1.47558E-03	4.21818009
1.47611E-03	4.1972445
1.47674E-03	4.17232686
1.47714E-03	4.15696682
1.47755E-03	4.14151745
1.47777E-03	4.13346054
1.47782E-03	4.13182516
1.47809E-03	4.12403668
1.47836E-03	4.11644204
1.47857E-03	4.11090566
1.47877E-03	4.10554225
1.47897E-03	4.10039752
1.47912E-03	4.09684005
1.47928E-03	4.09320913
1.47940E-03	4.09067545
1.47952E-03	4.0883559
1.47964E-03	4.08632133
1.47972E-03	4.08517449
1.47980E-03	4.08424546
1.47988E-03	4.08359375
1.47994E-03	4.08333322
1.48000E-03	4.08331442
1.48006E-03	4.08358908
1.48012E-03	4.08422056
1.48016E-03	4.08487705
1.48020E-03	4.08575303
1.48024E-03	4.08687874
1.48028E-03	4.08828859
1.48032E-03	4.0900209
1.48036E-03	4.0921202
1.48040E-03	4.09463507
1.48044E-03	4.09762027
1.48048E-03	4.10113587
1.48052E-03	4.1052514
1.48054E-03	4.10807115
1.48055E-03	4.10888598
1.48058E-03	4.11336948
1.48061E-03	4.11830506
1.48064E-03	4.12372715
1.48067E-03	4.12968537
1.48070E-03	4.13621917
1.48073E-03	4.14338099
1.48076E-03	4.15121705
1.48079E-03	4.15978356
1.48082E-03	4.16913748
1.48085E-03	4.1793423
1.48088E-03	4.19045414
1.48091E-03	4.20254633
1.48094E-03	4.21567951
1.48097E-03	4.23291729
1.48101E-03	4.24969757
1.48104E-03	4.26794338
1.48107E-03	4.28775102
1.48110E-03	4.30921921
1.48113E-03	4.33244866
1.48116E-03	4.35754157
1.48118E-03	4.37106286
1.48120E-03	4.38520558
1.48123E-03	4.41553355
1.48126E-03	4.44804383
1.48129E-03	4.48282916
1.48132E-03	4.51998954
1.48136E-03	4.55960924
1.48139E-03	4.60180641
1.48142E-03	4.64665749
1.48145E-03	4.69424511
1.48149E-03	4.75112973
1.48153E-03	4.81864143
1.48157E-03	4.89077296
1.48161E-03	4.96760648
1.48163E-03	5.00837944
1.48165E-03	5.05007355
1.48169E-03	5.13823321
1.48173E-03	5.23114582
1.48179E-03	5.37925873
1.48185E-03	5.54845861
1.48191E-03	5.72841781
1.48199E-03	5.96686333
1.48209E-03	6.26877702
1.48235E-03	7.11524056
1.48245E-03	7.43311842
1.48254E-03	7.68861527
1.48262E-03	7.88403119
1.48269E-03	8.05255794
1.48276E-03	8.16920937
1.48283E-03	8.27370075
1.48289E-03	8.33515799
1.48290E-03	8.34192975
1.48300E-03	8.36960286
1.48307E-03	8.34949493
1.48313E-03	8.30541342
1.48319E-03	8.2331071
1.48325E-03	8.15701168
1.48325E-03	8.15119451
1.48331E-03	8.03573565
1.48337E-03	7.90778497
1.48343E-03	7.73888187
1.48351E-03	7.52385078
1.48360E-03	7.25006618
1.48391E-03	6.21234657
1.48400E-03	5.94347294
1.48407E-03	5.71736218
1.48414E-03	5.50938668
1.48420E-03	5.36225309
1.48425E-03	5.2231779
1.48430E-03	5.09257421
1.48435E-03	4.98373613
1.48440E-03	4.88173502
1.48445E-03	4.78655638
1.48448E-03	4.71958806
1.48452E-03	4.6563317
1.48453E-03	4.63648867
1.48456E-03	4.5982968
1.48459E-03	4.5445622
1.48463E-03	4.49426013
1.48466E-03	4.44724132
1.48470E-03	4.40339049
1.48472E-03	4.37586068
1.48476E-03	4.33698337
1.48480E-03	4.30090016
1.48483E-03	4.26746506
1.48487E-03	4.23653115
1.48490E-03	4.20795191
1.48494E-03	4.18158232
1.48497E-03	4.15727984
1.48501E-03	4.13491127
1.48504E-03	4.11930958
1.48506E-03	4.10466682
1.48509E-03	4.09092335
1.48511E-03	4.08376417
1.48512E-03	4.07841582
1.48515E-03	4.0671904
1.48517E-03	4.05671393
1.48520E-03	4.04694
1.48523E-03	4.03782419
1.48525E-03	4.02932095
1.48528E-03	4.02139891
1.48531E-03	4.01269724
1.48534E-03	4.00565389
1.48537E-03	3.99910289
1.48540E-03	3.99300814
1.48542E-03	3.98733559
1.48545E-03	3.9820533
1.48548E-03	3.9771313
1.48552E-03	3.97036529
1.48556E-03	3.96425708
1.48561E-03	3.9587331
1.48565E-03	3.95372181
1.48569E-03	3.94916072
1.48573E-03	3.94499427
1.48577E-03	3.94117323
1.48581E-03	3.93765332
1.48586E-03	3.93439792
1.48591E-03	3.9304096
1.48597E-03	3.92676314
1.48602E-03	3.92340032
1.48608E-03	3.92027508
1.48614E-03	3.9173472
1.48621E-03	3.91353948
1.48628E-03	3.91051746
1.48637E-03	3.9067144
1.48646E-03	3.90311643
1.48654E-03	3.8996811
1.48667E-03	3.89476417
1.48681E-03	3.89006698
1.48694E-03	3.88553923
1.48707E-03	3.88114673
1.48709E-03	3.88062996
1.48725E-03	3.87635475
1.48742E-03	3.87180847
1.48760E-03	3.86738895
1.48778E-03	3.86287951
1.48806E-03	3.85628773
1.48833E-03	3.84986109
1.48861E-03	3.84356419
1.48888E-03	3.83737179
1.48925E-03	3.82924475
1.48962E-03	3.8212349
1.48998E-03	3.81331782
1.49053E-03	3.80157796
1.49110E-03	3.78968371
1.49166E-03	3.7778902
1.49241E-03	3.76228492
1.49316E-03	3.74678608
1.49392E-03	3.73136979
1.49467E-03	3.71602077
1.49580E-03	3.69310151
1.49691E-03	3.6706315
1.49798E-03	3.64893683
1.49909E-03	3.62675785
1.50019E-03	3.60465711
1.50130E-03	3.58263342
1.50240E-03	3.56069523
1.50291E-03	3.55075383
1.50351E-03	3.53747624
1.50458E-03	3.51391727
1.50564E-03	3.49082166
1.50669E-03	3.4678526
1.50720E-03	3.45689251
1.50740E-03	3.45165413
1.50810E-03	3.43304828
1.50881E-03	3.41452754
1.50951E-03	3.39610493
1.51031E-03	3.37536895
1.51084E-03	3.3616408
1.51135E-03	3.34855377
1.51137E-03	3.34782897
1.51191E-03	3.33005637
1.51244E-03	3.31239745
1.51297E-03	3.29487025
1.51350E-03	3.27749565
1.51396E-03	3.26261155
1.51420E-03	3.25500904
1.51435E-03	3.24882608
1.51474E-03	3.2330506
1.51513E-03	3.21741347
1.51552E-03	3.20193329
1.51581E-03	3.19031624
1.51590E-03	3.18578216
1.51629E-03	3.16715622
1.51668E-03	3.14876937
1.51702E-03	3.13299115
1.51713E-03	3.12769508
1.51731E-03	3.11775728
1.51759E-03	3.10139079
1.51788E-03	3.08524695
1.51817E-03	3.06935605
1.51837E-03	3.05843437
1.51846E-03	3.05240033
1.51874E-03	3.03261749
1.51903E-03	3.01321635
1.51928E-03	2.99707086
1.51952E-03	2.98133595
1.51958E-03	2.97645238
1.51978E-03	2.95971535
1.51998E-03	2.94330667
1.52018E-03	2.92726643
1.52038E-03	2.91164432
1.52050E-03	2.902989
1.52059E-03	2.89432761
1.52079E-03	2.87466183
1.52095E-03	2.85964268
1.52110E-03	2.84505633
1.52126E-03	2.83095544
1.52130E-03	2.82725962
1.52142E-03	2.8147233
1.52158E-03	2.7981066
1.52171E-03	2.78509215
1.52174E-03	2.7814795
1.52189E-03	2.76243041
1.52205E-03	2.74431267
1.52218E-03	2.73028347
1.52228E-03	2.72000973
1.52231E-03	2.71613566
1.52244E-03	2.6996443
1.52257E-03	2.68422387
1.52270E-03	2.67003851
1.52271E-03	2.66862373
1.52283E-03	2.65332789
1.52293E-03	2.6415208
1.52302E-03	2.63080268
1.52313E-03	2.62043085
1.52314E-03	2.61942668
1.52324E-03	2.60708398
1.52334E-03	2.5966621
1.52342E-03	2.59033856
1.52349E-03	2.58552781
1.52357E-03	2.5824923
1.52364E-03	2.58156273
1.52372E-03	2.58315343
1.52379E-03	2.58778676
1.52384E-03	2.59288595
1.52391E-03	2.60286144
1.52395E-03	2.61077044
1.52397E-03	2.61441755
1.52402E-03	2.63111864
1.52407E-03	2.65133067
1.52413E-03	2.67563546
1.52413E-03	2.67757625
1.52418E-03	2.70939837
1.52422E-03	2.73516939
1.52424E-03	2.75226647
1.52425E-03	2.76505104
1.52429E-03	2.80004444
1.52431E-03	2.82303998
1.52432E-03	2.83990971
1.52436E-03	2.88579023
1.52438E-03	2.91575769
1.52440E-03	2.93774364
1.52443E-03	2.99722322
1.52445E-03	3.03587467
1.52447E-03	3.06422259
1.52450E-03	3.13266362
1.52453E-03	3.18963883
1.52453E-03	3.20731736
1.52457E-03	3.29211307
1.52458E-03	3.33234628
1.52460E-03	3.38621844
1.52463E-03	3.48939102
1.52463E-03	3.50161112
1.52466E-03	3.60607339
1.52469E-03	3.7031091
1.52470E-03	3.73282661
1.52473E-03	3.87436876
1.52474E-03	3.94100004
1.52476E-03	4.03011767
1.52479E-03	4.19955221
1.52480E-03	4.21948242
1.52482E-03	4.38941752
1.52485E-03	4.54624569
1.52486E-03	4.59356493
1.52489E-03	4.79275687
1.52489E-03	4.81880845
1.52492E-03	5.06490361
1.52495E-03	5.33464565
1.52496E-03	5.36607129
1.52499E-03	5.62837022
1.52499E-03	5.69751053
1.52502E-03	6.0030912
1.52503E-03	6.05997477
1.52506E-03	6.41532554
1.52507E-03	6.4569855
1.52510E-03	6.86799722
1.52510E-03	6.8906592
1.52514E-03	7.36578467
1.52515E-03	7.48055902
1.52518E-03	7.90906797
1.52519E-03	8.13368677
1.52521E-03	8.50064597
1.52523E-03	8.85476326
1.52525E-03	9.14337271
1.52528E-03	9.6478437
1.52529E-03	9.8393674
1.52532E-03	10.5173978
1.52533E-03	10.5919631
1.52536E-03	11.4057023
1.52537E-03	11.4705577
1.52541E-03	12.4645486
1.52541E-03	12.5085734
1.52545E-03	13.486377
1.52546E-03	13.6382401
1.52549E-03	14.5845306
1.52550E-03	14.8605679
1.52553E-03	15.7611134
1.52554E-03	16.1777353
1.52557E-03	17.0189247
1.52559E-03	17.6997312
1.52561E-03	18.3583521
1.52565E-03	19.5737085
1.52567E-03	20.5208595
1.52570E-03	21.5888746
1.52573E-03	22.6950603
1.52575E-03	23.7548244
1.52579E-03	25.3363637
1.52581E-03	26.0606016
1.52585E-03	28.1696164
1.52586E-03	28.504958
1.52592E-03	31.1249052
1.52593E-03	31.9728265
1.52597E-03	33.8659127
1.52602E-03	36.2585747
1.52605E-03	38.1825182
1.52615E-03	43.7194725
1.52632E-03	53.1724783
1.52644E-03	59.4781642
1.52644E-03	59.7805215
1.52652E-03	63.8984388
1.52653E-03	64.4571755
1.52660E-03	67.4187308
1.52661E-03	67.9222028
1.52667E-03	70.6605607
1.52670E-03	71.6506083
1.52674E-03	72.8687924
1.52678E-03	74.1702184
1.52679E-03	74.6768955
1.52684E-03	76.0401808
1.52685E-03	76.1075201
1.52691E-03	77.2533619
1.52692E-03	77.5183432
1.52698E-03	78.2068246
1.52700E-03	78.3756699
1.52706E-03	78.5986855
1.52706E-03	78.5999899
1.52712E-03	78.3739167
1.52713E-03	78.3231485
1.52718E-03	77.7979993
1.52721E-03	77.3943424
1.52724E-03	76.7743034
1.52728E-03	76.0488245
1.52730E-03	75.421145
1.52734E-03	74.4732336
1.52738E-03	73.165969
1.52740E-03	72.3885046
1.52747E-03	70.0765579
1.52748E-03	69.6186251
1.52756E-03	66.2067162
1.52756E-03	65.9496273
1.52762E-03	63.2461531
1.52768E-03	60.5678244
1.52774E-03	57.5193392
1.52795E-03	46.3751678
1.52803E-03	42.390256
1.52808E-03	39.6537625
1.52810E-03	38.5294434
1.52817E-03	35.255862
1.52819E-03	34.3321335
1.52824E-03	32.1564644
1.52827E-03	31.0417051
1.52829E-03	29.961465
1.52834E-03	27.9841774
1.52835E-03	27.8715634
1.52840E-03	25.7561248
1.52841E-03	25.4941809
1.52845E-03	24.228423
1.52847E-03	23.4925783
1.52849E-03	22.7820453
1.52852E-03	21.6369108
1.52853E-03	21.4165756
1.52857E-03	20.1387763
1.52858E-03	19.9333811
1.52862E-03	18.9474175
1.52864E-03	18.3774133
1.52866E-03	17.8316297
1.52870E-03	16.956766
1.52870E-03	16.789761
1.52874E-03	16.0238245
1.52875E-03	15.6728948
1.52878E-03	15.2275243
1.52881E-03	14.5116323
1.52881E-03	14.4776314
1.52885E-03	13.7914617
1.52888E-03	13.3509573
1.52889E-03	13.1422448
1.52893E-03	12.5406833
1.52893E-03	12.4854631
1.52896E-03	11.9880953
1.52898E-03	11.7113923
1.52900E-03	11.4747389
1.52904E-03	10.9976608
1.52906E-03	10.8013193
1.52908E-03	10.5578474
1.52912E-03	10.1492207
1.52913E-03	10.0177821
1.52914E-03	9.86105189
1.52918E-03	9.55805094
1.52920E-03	9.34671763
1.52921E-03	9.27143063
1.52924E-03	9.01010116
1.52927E-03	8.77180752
1.52927E-03	8.75881951
1.52931E-03	8.53368604
1.52934E-03	8.31630919
1.52934E-03	8.28129861
1.52937E-03	8.11968755
1.52940E-03	7.93242073
1.52942E-03	7.86200479
1.52944E-03	7.75984119
1.52947E-03	7.59835723
1.52949E-03	7.50288189
1.52950E-03	7.44775357
1.52953E-03	7.31084714
1.52957E-03	7.17834055
1.52960E-03	7.05701744
1.52960E-03	7.05065692
1.52963E-03	6.94001029
1.52967E-03	6.81519734
1.52970E-03	6.7005607
1.52971E-03	6.68005433
1.52975E-03	6.56198332
1.52980E-03	6.44821524
1.52981E-03	6.41155495
1.52984E-03	6.34584703
1.52988E-03	6.25067234
1.52992E-03	6.17383324
1.52993E-03	6.16010211
1.52997E-03	6.08045676
1.53001E-03	6.00311953
1.53006E-03	5.92834437
1.53008E-03	5.89582237
1.53014E-03	5.80216792
1.53021E-03	5.71176708
1.53025E-03	5.65333446
1.53027E-03	5.62811987
1.53034E-03	5.554827
1.53040E-03	5.48349356
1.53044E-03	5.43705964
1.53047E-03	5.41664671
1.53056E-03	5.32744292
1.53064E-03	5.26013377
1.53066E-03	5.24322297
1.53076E-03	5.16931517
1.53085E-03	5.09726384
1.53090E-03	5.06592884
1.53095E-03	5.03167438
1.53105E-03	4.97136519
1.53117E-03	4.89715307
1.53118E-03	4.8933827
1.53131E-03	4.82732348
1.53144E-03	4.75976516
1.53159E-03	4.69071897
1.53160E-03	4.68256031
1.53173E-03	4.63162439
1.53187E-03	4.57506827
1.53201E-03	4.51981036
1.53203E-03	4.51118937
1.53215E-03	4.47176484
1.53229E-03	4.42613732
1.53240E-03	4.39281528
1.53254E-03	4.34980087
1.53265E-03	4.31885104
1.53274E-03	4.29359398
1.53276E-03	4.28956343
1.53285E-03	4.26787646
1.53293E-03	4.24934299
1.53301E-03	4.23229836
1.53306E-03	4.22194861
1.53312E-03	4.2125746
1.53317E-03	4.20434754
1.53323E-03	4.19747014
1.53328E-03	4.19218108
1.53332E-03	4.18942272
1.53336E-03	4.18784946
1.53341E-03	4.18761098
1.53345E-03	4.18887483
1.53348E-03	4.19149904
1.53349E-03	4.19201376
1.53353E-03	4.19852905
1.53357E-03	4.20716451
1.53361E-03	4.21816838
1.53365E-03	4.23181182
1.53369E-03	4.2458996
1.53372E-03	4.26094899
1.53375E-03	4.27817161
1.53378E-03	4.29775566
1.53382E-03	4.31987639
1.53385E-03	4.34342755
1.53385E-03	4.3449412
1.53388E-03	4.3766372
1.53391E-03	4.41150557
1.53395E-03	4.44974913
1.53398E-03	4.49161048
1.53401E-03	4.53732943
1.53404E-03	4.58716842
1.53408E-03	4.64136625
1.53411E-03	4.70016084
1.53414E-03	4.76382785
1.53416E-03	4.79763551
1.53417E-03	4.83530004
1.53421E-03	4.91470348
1.53424E-03	4.99976163
1.53427E-03	5.09073017
1.53429E-03	5.13163948
1.53430E-03	5.19053058
1.53434E-03	5.298623
1.53438E-03	5.44889192
1.53441E-03	5.5800787
1.53442E-03	5.60751567
1.53446E-03	5.78351739
1.53450E-03	5.97127571
1.53454E-03	6.15996478
1.53454E-03	6.17153325
1.53458E-03	6.39200839
1.53463E-03	6.62479394
1.53466E-03	6.85635173
1.53467E-03	6.87049205
1.53472E-03	7.24436437
1.53478E-03	7.62516319
1.53479E-03	7.69199876
1.53483E-03	8.03720749
1.53490E-03	8.61212585
1.53491E-03	8.6195885
1.53498E-03	9.247943
1.53501E-03	9.54277324
1.53507E-03	10.046497
1.53515E-03	10.8788296
1.53530E-03	12.2615207
1.53533E-03	12.6205411
1.53544E-03	13.6200113
1.53553E-03	14.4236414
1.53561E-03	15.040568
1.53566E-03	15.4592044
1.53569E-03	15.611475
1.53575E-03	16.0060877
1.53581E-03	16.3166554
1.53582E-03	16.3681176
1.53588E-03	16.5832278
1.53595E-03	16.7559259
1.53600E-03	16.8268436
1.53606E-03	16.8521317
1.53607E-03	16.8497969
1.53613E-03	16.7839965
1.53616E-03	16.7302805
1.53620E-03	16.6303496
1.53625E-03	16.4574432
1.53630E-03	16.2419006
1.53631E-03	16.1742658
1.53639E-03	15.7263371
1.53641E-03	15.6438206
1.53647E-03	15.2106419
1.53651E-03	14.9079853
1.53656E-03	14.5080566
1.53662E-03	14.0140103
1.53667E-03	13.5965651
1.53685E-03	11.9538802
1.53694E-03	11.0599794
1.53703E-03	10.2717286
1.53710E-03	9.65075244
1.53717E-03	9.05876378
1.53722E-03	8.63609191
1.53728E-03	8.2329892
1.53731E-03	7.97018813
1.53732E-03	7.90591386
1.53737E-03	7.59976664
1.53741E-03	7.30889015
1.53746E-03	7.03325004
1.53750E-03	6.82480084
1.53750E-03	6.7743866
1.53755E-03	6.53714118
1.53760E-03	6.31426692
1.53763E-03	6.15621738
1.53766E-03	6.03035322
1.53767E-03	5.96780203
1.53769E-03	5.88976075
1.53773E-03	5.7591798
1.53776E-03	5.63538059
1.53780E-03	5.51814458
1.53783E-03	5.40710492
1.53785E-03	5.34059565
1.53786E-03	5.30390462
1.53790E-03	5.20956805
1.53793E-03	5.12054834
1.53797E-03	5.03652008
1.53797E-03	5.02863564
1.53800E-03	4.96124583
1.53803E-03	4.89084118
1.53807E-03	4.82457936
1.53810E-03	4.7621673
1.53814E-03	4.70337563
1.53815E-03	4.67935844
1.53817E-03	4.65039632
1.53820E-03	4.61019911
1.53823E-03	4.56459934
1.53827E-03	4.52168457
1.53830E-03	4.48125477
1.53833E-03	4.44564219
1.53834E-03	4.44335381
1.53837E-03	4.41112334
1.53840E-03	4.38079385
1.53844E-03	4.35221895
1.53847E-03	4.32523667
1.53851E-03	4.29970509
1.53854E-03	4.27548588
1.53858E-03	4.25247181
1.53861E-03	4.23199984
1.53861E-03	4.23075423
1.53864E-03	4.21305901
1.53869E-03	4.19083196
1.53874E-03	4.16998587
1.53878E-03	4.15034304
1.53883E-03	4.13174704
1.53887E-03	4.11406065
1.53892E-03	4.09716395
1.53897E-03	4.0778346
1.53898E-03	4.07586267
1.53904E-03	4.05915318
1.53910E-03	4.0432937
1.53916E-03	4.02813991
