E(MeV)	"HF-177(N,TOT)"	
5.76328E-04	38.9982	
5.76340E-04	40.5072	
5.76350E-04	41.9182	
5.76362E-04	43.5716	
5.76373E-04	45.1157	
5.76385E-04	46.9229	
5.76395E-04	48.488	
5.76407E-04	50.5799	
5.76415E-04	51.8896	
5.76430E-04	54.5632	
5.76435E-04	55.5577	
5.76453E-04	58.8908	
5.76456E-04	59.5048	
5.76474E-04	63.2716	
5.76483E-04	65.2571	
5.76494E-04	67.8015	
5.76510E-04	71.5469	
5.76514E-04	72.6429	
5.76535E-04	77.8206	
5.76537E-04	78.4239	
5.76555E-04	83.3595	
5.76564E-04	85.9632	
5.76582E-04	91.2817	
5.76591E-04	94.1006	
5.76609E-04	99.8446	
5.76615E-04	101.616	
5.76636E-04	109.087	
5.76644E-04	111.802	
5.76664E-04	118.997	
5.76673E-04	122.785	
5.76694E-04	130.792	
5.76703E-04	134.545	
5.76727E-04	144.711	
5.76732E-04	147.05	
5.76760E-04	159.591	
5.76761E-04	160.301	
5.76793E-04	175.431	
5.76807E-04	182.215	
5.76837E-04	197.524	
5.76852E-04	205.496	
5.76877E-04	219.227	
5.76923E-04	244.338	
5.76942E-04	255.264	
5.77033E-04	306.524	
5.77069E-04	326.728	
5.77093E-04	339.664	
5.77120E-04	353.871	
5.77147E-04	367.283	
5.77167E-04	376.665	
5.77192E-04	388.024	
5.77207E-04	394.451	
5.77234E-04	404.985	
5.77243E-04	408.331	
5.77274E-04	418.537	
5.77280E-04	420.122	
5.77304E-04	426.671	
5.77313E-04	428.867	
5.77345E-04	435.387	
5.77350E-04	436.124	
5.77381E-04	440.302	
5.77386E-04	440.682	
5.77400E-04	441.619	
5.77418E-04	442.524	
5.77439E-04	442.62	
5.77441E-04	442.586	
5.77469E-04	441.062	
5.77472E-04	440.804	
5.77500E-04	437.549	
5.77505E-04	436.85	
5.77539E-04	430.494	
5.77545E-04	429.245	
5.77579E-04	420.086	
5.77590E-04	417.109	
5.77623E-04	405.934	
5.77635E-04	401.67	
5.77665E-04	389.796	
5.77671E-04	387.208	
5.77713E-04	368.481	
5.77725E-04	362.714	
5.77762E-04	345.01	
5.77789E-04	330.963	
5.77837E-04	305.741	
5.77918E-04	262.292	
5.77957E-04	241.59	
5.77968E-04	236.202	
5.78016E-04	211.929	
5.78018E-04	211.201	
5.78057E-04	192.599	
5.78061E-04	190.542	
5.78093E-04	176.398	
5.78097E-04	174.409	
5.78125E-04	163.075	
5.78138E-04	157.507	
5.78156E-04	150.507	
5.78179E-04	141.924	
5.78188E-04	138.672	
5.78206E-04	132.301	
5.78219E-04	127.747	
5.78235E-04	122.789	
5.78247E-04	119.03	
5.78265E-04	113.502	
5.78274E-04	110.894	
5.78295E-04	104.934	
5.78301E-04	103.332	
5.78325E-04	97.06	
5.78328E-04	96.3247	
5.78355E-04	89.8514	
5.78375E-04	85.3991	
5.78385E-04	83.2912	
5.78396E-04	81.1732	
5.78415E-04	77.3086	
5.78416E-04	77.1701	
5.78436E-04	73.4991	
5.78445E-04	71.8989	
5.78461E-04	69.3067	
5.78479E-04	66.53	
5.78486E-04	65.4098	
5.78506E-04	62.5627	
5.78511E-04	61.8468	
5.78533E-04	58.9482	
5.78536E-04	58.575	
5.78560E-04	55.6583	
5.78561E-04	55.5733	
5.78585E-04	52.8324	
5.78587E-04	52.6699	
5.78610E-04	50.3513	
5.78623E-04	49.108	
5.78635E-04	48.0433	
5.78659E-04	45.9618	
5.78660E-04	45.9025	
5.78685E-04	43.9923	
5.78696E-04	43.1965	
5.78701E-04	42.7823	
5.78726E-04	41.1555	
5.78732E-04	40.7568	
5.78750E-04	39.6621	
5.78764E-04	38.8128	
5.78774E-04	38.2838	
5.78798E-04	37.0081	
5.78807E-04	36.5386	
5.78822E-04	35.8344	
5.78846E-04	34.7291	
5.78850E-04	34.5595	
5.78870E-04	33.7322	
5.78893E-04	32.8292	
5.78894E-04	32.7746	
5.78930E-04	31.4918	
5.78936E-04	31.3091	
5.78967E-04	30.3348	
5.78979E-04	29.9632	
5.79003E-04	29.2921	
5.79036E-04	28.3896	
5.79039E-04	28.316	
5.79075E-04	27.4514	
5.79093E-04	27.0268	
5.79106E-04	26.7547	
5.79144E-04	25.969	
5.79150E-04	25.83	
5.79181E-04	25.2533	
5.79208E-04	24.7694	
5.79219E-04	24.5812	
5.79275E-04	23.6596	
5.79283E-04	23.5393	
5.79332E-04	22.8335	
5.79358E-04	22.4611	
5.79388E-04	22.0727	
5.79434E-04	21.5015	
5.79445E-04	21.3723	
5.79501E-04	20.739	
5.79546E-04	20.241	
5.79558E-04	20.1291	
5.79614E-04	19.5796	
5.79659E-04	19.1473	
5.79671E-04	19.0487	
5.79735E-04	18.5002	
5.79772E-04	18.1839	
5.79803E-04	17.9498	
5.79870E-04	17.4346	
5.79883E-04	17.3407	
5.79938E-04	16.9602	
5.79978E-04	16.6932	
5.80029E-04	16.3565	
5.80029E-04	16.3548	
5.80084E-04	16.0215	
5.80134E-04	15.7324	
5.80175E-04	15.5054	
5.80184E-04	15.4578	
5.80233E-04	15.2127	
5.80267E-04	15.058	
5.80300E-04	14.9115	
5.80320E-04	14.8265	
5.80333E-04	14.7821	
5.80366E-04	14.6761	
5.80399E-04	14.5835	
5.80424E-04	14.5242	
5.80440E-04	14.492	
5.80449E-04	14.482	
5.80474E-04	14.4644	
5.80499E-04	14.4598	
5.80511E-04	14.4647	
5.80524E-04	14.4832	
5.80548E-04	14.5361	
5.80573E-04	14.6077	
5.80582E-04	14.6376	
5.80591E-04	14.6858	
5.80611E-04	14.7961	
5.80629E-04	14.9096	
5.80631E-04	14.925	
5.80650E-04	15.0967	
5.80670E-04	15.2873	
5.80676E-04	15.3506	
5.80690E-04	15.5206	
5.80709E-04	15.786	
5.80711E-04	15.815	
5.80729E-04	16.1059	
5.80746E-04	16.4207	
5.80748E-04	16.4596	
5.80768E-04	16.8765	
5.80779E-04	17.1318	
5.80788E-04	17.3415	
5.80807E-04	17.8522	
5.80807E-04	17.8635	
5.80827E-04	18.4622	
5.80835E-04	18.7108	
5.80847E-04	19.1281	
5.80862E-04	19.7084	
5.80866E-04	19.864	
5.80886E-04	20.6858	
5.80890E-04	20.8678	
5.80903E-04	21.5058	
5.80917E-04	22.209	
5.80927E-04	22.7088	
5.80945E-04	23.736	
5.80950E-04	24.0533	
5.80973E-04	25.4699	
5.80974E-04	25.5491	
5.80998E-04	27.2184	
5.81000E-04	27.4382	
5.81021E-04	29.0653	
5.81028E-04	29.6513	
5.81045E-04	31.0945	
5.81056E-04	32.1201	
5.81068E-04	33.3082	
5.81078E-04	34.2929	
5.81092E-04	35.7333	
5.81104E-04	37.0625	
5.81115E-04	38.3633	
5.81130E-04	40.0881	
5.81139E-04	41.2076	
5.81156E-04	43.385	
5.81167E-04	44.9151	
5.81182E-04	46.9499	
5.81198E-04	49.2938	
5.81208E-04	50.7803	
5.81228E-04	54.0487	
5.81233E-04	54.8793	
5.81259E-04	59.1764	
5.81259E-04	59.2444	
5.81288E-04	64.3931	
5.81289E-04	64.6852	
5.81319E-04	70.3951	
5.81326E-04	71.637	
5.81351E-04	76.7493	
5.81373E-04	81.3521	
5.81382E-04	83.3765	
5.81429E-04	93.8049	
5.81436E-04	95.2377	
5.81486E-04	106.808	
5.81536E-04	118.585	
5.81588E-04	130.478	
5.81624E-04	138.479	
5.81636E-04	141.186	
5.81674E-04	148.916	
5.81680E-04	149.992	
5.81715E-04	156.518	
5.81727E-04	158.701	
5.81746E-04	161.749	
5.81771E-04	165.526	
5.81778E-04	166.393	
5.81808E-04	170.148	
5.81809E-04	170.324	
5.81850E-04	174.279	
5.81851E-04	174.381	
5.81884E-04	176.498	
5.81890E-04	176.836	
5.81900E-04	177.205	
5.81926E-04	177.928	
5.81935E-04	178.039	
5.81958E-04	177.954	
5.81974E-04	177.679	
5.81988E-04	177.244	
5.82004E-04	176.509	
5.82030E-04	174.914	
5.82038E-04	174.323	
5.82063E-04	172.076	
5.82079E-04	170.474	
5.82095E-04	168.672	
5.82114E-04	166.242	
5.82142E-04	162.298	
5.82151E-04	160.84	
5.82189E-04	154.626	
5.82198E-04	152.957	
5.82233E-04	146.533	
5.82252E-04	142.851	
5.82277E-04	137.791	
5.82340E-04	124.642	
5.82406E-04	110.533	
5.82453E-04	100.673	
5.82484E-04	94.2498	
5.82497E-04	91.7492	
5.82526E-04	86.1301	
5.82554E-04	80.834	
5.82556E-04	80.4078	
5.82587E-04	75.0361	
5.82606E-04	71.8393	
5.82617E-04	69.9155	
5.82645E-04	65.6504	
5.82648E-04	65.1147	
5.82668E-04	62.1207	
5.82683E-04	59.9941	
5.82691E-04	58.9759	
5.82715E-04	55.7611	
5.82722E-04	54.8596	
5.82739E-04	52.7513	
5.82754E-04	51.088	
5.82764E-04	49.9408	
5.82788E-04	47.3077	
5.82790E-04	47.0612	
5.82806E-04	45.4855	
5.82825E-04	43.7299	
5.82827E-04	43.4732	
5.82843E-04	42.1071	
5.82861E-04	40.5481	
5.82864E-04	40.2885	
5.82882E-04	38.9007	
5.82900E-04	37.5737	
5.82901E-04	37.4735	
5.82917E-04	36.361	
5.82935E-04	35.1921	
5.82938E-04	35.0032	
5.82953E-04	34.1206	
5.82970E-04	33.095	
5.82975E-04	32.841	
5.82988E-04	32.1511	
5.83006E-04	31.254	
5.83012E-04	30.9546	
5.83023E-04	30.425	
5.83041E-04	29.6431	
5.83050E-04	29.2643	
5.83059E-04	28.9136	
5.83076E-04	28.2349	
5.83089E-04	27.7598	
5.83094E-04	27.591	
5.83112E-04	27.0029	
5.83128E-04	26.4645	
5.83129E-04	26.4358	
5.83147E-04	25.9358	
5.83168E-04	25.3718	
5.83185E-04	24.9036	
5.83187E-04	24.8531	
5.83203E-04	24.4952	
5.83221E-04	24.1044	
5.83238E-04	23.7246	
5.83246E-04	23.5609	
5.83262E-04	23.2706	
5.83285E-04	22.8511	
5.83305E-04	22.5131	
5.83309E-04	22.4536	
5.83332E-04	22.1093	
5.83356E-04	21.7759	
5.83380E-04	21.4523	
5.83380E-04	21.4523	
5.83403E-04	21.1775	
5.83427E-04	20.9103	
5.83450E-04	20.6498	
5.83450E-04	20.6497	
5.83485E-04	20.3225	
5.83521E-04	20.0063	
5.83548E-04	19.7668	
5.83556E-04	19.6998	
5.83580E-04	19.5285	
5.83611E-04	19.3055	
5.83658E-04	18.9794	
5.83662E-04	18.9529	
5.83705E-04	18.6992	
5.83752E-04	18.4291	
5.83768E-04	18.3409	
5.83799E-04	18.187	
5.83846E-04	17.9608	
5.83909E-04	17.665	
5.83909E-04	17.665	
5.83972E-04	17.4137	
5.84035E-04	17.167	
5.84066E-04	17.0457	
5.84113E-04	16.8907	
5.84192E-04	16.6374	
5.84270E-04	16.3881	
5.84302E-04	16.2897	
5.84349E-04	16.1649	
5.84427E-04	15.9599	
5.84506E-04	15.7574	
5.84537E-04	15.6773	
5.84584E-04	15.5746	
5.84698E-04	15.3298	
5.84804E-04	15.1049	
5.84820E-04	15.0719	
5.84910E-04	14.9087	
5.85016E-04	14.7192	
5.85102E-04	14.5666	
5.85157E-04	14.4834	
5.85298E-04	14.2724	
5.85440E-04	14.0637	
5.85526E-04	13.9374	
5.85581E-04	13.8691	
5.85722E-04	13.6952	
5.85871E-04	13.5133	
5.85981E-04	13.3804	
5.86028E-04	13.3317	
5.86185E-04	13.1709	
5.86342E-04	13.0114	
5.86499E-04	12.8531	
5.86609E-04	12.743	
5.86656E-04	12.7024	
5.86813E-04	12.5682	
5.86970E-04	12.435	
5.87181E-04	12.2579	
5.87379E-04	12.0929	
5.87472E-04	12.0153	
5.87527E-04	11.9729	
5.87723E-04	11.8217	
5.87870E-04	11.7099	
5.88017E-04	11.5994	
5.88164E-04	11.4902	
5.88311E-04	11.3828	
5.88421E-04	11.3035	
5.88531E-04	11.2256	
5.88641E-04	11.1493	
5.88751E-04	11.075	
5.88842E-04	11.0052	
5.88933E-04	10.9376	
5.89002E-04	10.8884	
5.89070E-04	10.8411	
5.89138E-04	10.7959	
5.89146E-04	10.7911	
5.89207E-04	10.7443	
5.89252E-04	10.7112	
5.89298E-04	10.68	
5.89343E-04	10.6514	
5.89377E-04	10.6319	
5.89412E-04	10.6146	
5.89446E-04	10.5999	
5.89450E-04	10.5986	
5.89480E-04	10.5851	
5.89505E-04	10.5762	
5.89531E-04	10.5698	
5.89556E-04	10.5662	
5.89581E-04	10.5659	
5.89607E-04	10.5693	
5.89632E-04	10.5771	
5.89651E-04	10.5862	
5.89670E-04	10.5985	
5.89689E-04	10.6144	
5.89708E-04	10.6342	
5.89727E-04	10.6583	
5.89746E-04	10.6873	
5.89765E-04	10.7216	
5.89784E-04	10.7619	
5.89803E-04	10.8087	
5.89822E-04	10.8628	
5.89841E-04	10.9248	
5.89855E-04	10.9767	
5.89860E-04	10.9978	
5.89879E-04	11.0866	
5.89894E-04	11.1651	
5.89912E-04	11.2658	
5.89929E-04	11.3771	
5.89947E-04	11.4999	
5.89956E-04	11.5674	
5.89965E-04	11.6392	
5.89982E-04	11.796	
5.90000E-04	11.9671	
5.90006E-04	12.0336	
5.90018E-04	12.1594	
5.90036E-04	12.3715	
5.90053E-04	12.601	
5.90067E-04	12.7959	
5.90071E-04	12.8521	
5.90089E-04	13.1335	
5.90107E-04	13.4359	
5.90124E-04	13.7602	
5.90128E-04	13.8347	
5.90142E-04	14.1219	
5.90160E-04	14.5117	
5.90181E-04	15.0195	
5.90189E-04	15.2118	
5.90200E-04	15.5128	
5.90219E-04	16.0466	
5.90234E-04	16.5003	
5.90238E-04	16.6177	
5.90257E-04	17.2392	
5.90275E-04	17.8526	
5.90276E-04	17.898	
5.90295E-04	18.6155	
5.90320E-04	19.6304	
5.90325E-04	19.847	
5.90346E-04	20.7444	
5.90371E-04	21.935	
5.90376E-04	22.1884	
5.90401E-04	23.4973	
5.90427E-04	24.8881	
5.90432E-04	25.1747	
5.90462E-04	26.9897	
5.90472E-04	27.625	
5.90493E-04	28.9262	
5.90513E-04	30.292	
5.90533E-04	31.6862	
5.90553E-04	33.1453	
5.90576E-04	34.787	
5.90614E-04	37.7306	
5.90632E-04	39.1543	
5.90667E-04	41.8834	
5.90754E-04	48.9109	
5.90760E-04	49.3785	
5.90808E-04	53.1384	
5.90851E-04	56.2229	
5.90881E-04	58.2652	
5.90887E-04	58.6642	
5.90930E-04	61.1817	
5.90950E-04	62.2294	
5.90966E-04	63.0331	
5.90996E-04	64.2875	
5.91005E-04	64.6125	
5.91029E-04	65.4195	
5.91057E-04	66.1316	
5.91064E-04	66.2852	
5.91100E-04	66.7702	
5.91109E-04	66.8176	
5.91132E-04	66.8765	
5.91155E-04	66.744	
5.91169E-04	66.6172	
5.91201E-04	66.064	
5.91203E-04	66.0156	
5.91230E-04	65.3211	
5.91232E-04	65.2546	
5.91262E-04	64.1827	
5.91282E-04	63.3256	
5.91302E-04	62.4038	
5.91339E-04	60.5066	
5.91383E-04	57.7996	
5.91396E-04	56.9986	
5.91436E-04	54.2234	
5.91456E-04	52.7574	
5.91510E-04	48.7629	
5.91517E-04	48.2314	
5.91602E-04	41.721	
5.91612E-04	40.9734	
5.91649E-04	38.2304	
5.91681E-04	35.985	
5.91720E-04	33.2938	
5.91738E-04	32.1175	
5.91748E-04	31.465	
5.91778E-04	29.5968	
5.91809E-04	27.8249	
5.91814E-04	27.5461	
5.91839E-04	26.1867	
5.91859E-04	25.1542	
5.91880E-04	24.1657	
5.91890E-04	23.6945	
5.91902E-04	23.1258	
5.91921E-04	22.314	
5.91940E-04	21.5389	
5.91959E-04	20.7994	
5.91966E-04	20.5645	
5.91978E-04	20.1154	
5.91997E-04	19.4752	
5.92016E-04	18.8674	
5.92035E-04	18.2904	
5.92042E-04	18.108	
5.92054E-04	17.7623	
5.92073E-04	17.2721	
5.92092E-04	16.8086	
5.92111E-04	16.3704	
5.92116E-04	16.26	
5.92130E-04	15.9744	
5.92149E-04	15.6075	
5.92168E-04	15.2616	
5.92187E-04	14.9355	
5.92188E-04	14.9149	
5.92206E-04	14.6469	
5.92225E-04	14.3768	
5.92244E-04	14.1226	
5.92261E-04	13.915	
5.92263E-04	13.8853	
5.92282E-04	13.676	
5.92301E-04	13.4792	
5.92320E-04	13.2938	
5.92333E-04	13.1773	
5.92339E-04	13.124	
5.92358E-04	12.9737	
5.92377E-04	12.8322	
5.92396E-04	12.6987	
5.92415E-04	12.5725	
5.92429E-04	12.4848	
5.92434E-04	12.4563	
5.92453E-04	12.3557	
5.92472E-04	12.2604	
5.92491E-04	12.1701	
5.92510E-04	12.0841	
5.92529E-04	12.0021	
5.92538E-04	11.9655	
5.92548E-04	11.9288	
5.92573E-04	11.8419	
5.92599E-04	11.7599	
5.92624E-04	11.6822	
5.92649E-04	11.6082	
5.92659E-04	11.5799	
5.92674E-04	11.5434	
5.92700E-04	11.4852	
5.92725E-04	11.4294	
5.92763E-04	11.3494	
5.92801E-04	11.2731	
5.92839E-04	11.1999	
5.92841E-04	11.1952	
5.92877E-04	11.1391	
5.92928E-04	11.0619	
5.92978E-04	10.9876	
5.93029E-04	10.9154	
5.93064E-04	10.8662	
5.93079E-04	10.8479	
5.93155E-04	10.7589	
5.93231E-04	10.6725	
5.93307E-04	10.5882	
5.93368E-04	10.5221	
5.93383E-04	10.5077	
5.93459E-04	10.4367	
5.93560E-04	10.344	
5.93656E-04	10.2586	
5.93745E-04	10.1801	
5.93834E-04	10.1027	
5.93923E-04	10.0265	
5.93995E-04	9.96623	
5.94075E-04	9.89894	
5.94183E-04	9.81063	
5.94291E-04	9.72396	
5.94399E-04	9.63905	
5.94506E-04	9.55611	
5.94587E-04	9.49535	
5.94664E-04	9.43903	
5.94668E-04	9.43552	
5.94749E-04	9.36779	
5.94829E-04	9.30206	
5.94907E-04	9.24121	
5.94965E-04	9.19746	
5.95016E-04	9.1613	
5.95024E-04	9.15442	
5.95082E-04	9.10534	
5.95121E-04	9.07444	
5.95159E-04	9.04536	
5.95198E-04	9.0185	
5.95237E-04	8.99439	
5.95266E-04	8.97849	
5.95280E-04	8.97212	
5.95295E-04	8.96256	
5.95324E-04	8.94729	
5.95354E-04	8.93516	
5.95383E-04	8.92675	
5.95412E-04	8.92273	
5.95431E-04	8.92288	
5.95457E-04	8.92714	
5.95476E-04	8.93376	
5.95496E-04	8.9437	
5.95515E-04	8.95732	
5.95535E-04	8.97505	
5.95554E-04	8.99732	
5.95574E-04	9.02464	
5.95593E-04	9.05753	
5.95612E-04	9.09657	
5.95627E-04	9.13018	
5.95632E-04	9.14375	
5.95651E-04	9.20209	
5.95671E-04	9.26863	
5.95690E-04	9.34413	
5.95709E-04	9.42943	
5.95729E-04	9.52542	
5.95730E-04	9.53259	
5.95748E-04	9.64172	
5.95768E-04	9.77126	
5.95787E-04	9.91445	
5.95807E-04	10.0724	
5.95816E-04	10.1535	
5.95826E-04	10.2511	
5.95845E-04	10.4513	
5.95849E-04	10.4949	
5.95865E-04	10.6785	
5.95886E-04	10.9534	
5.95907E-04	11.2535	
5.95917E-04	11.3922	
5.95929E-04	11.5909	
5.95950E-04	11.9644	
5.95967E-04	12.2825	
5.95971E-04	12.3723	
5.95993E-04	12.8274	
5.96014E-04	13.3158	
5.96017E-04	13.395	
5.96036E-04	13.8552	
5.96051E-04	14.2759	
5.96057E-04	14.4393	
5.96078E-04	15.076	
5.96098E-04	15.6936	
5.96104E-04	15.9076	
5.96127E-04	16.7276	
5.96144E-04	17.3544	
5.96151E-04	17.6044	
5.96174E-04	18.5528	
5.96191E-04	19.2725	
5.96197E-04	19.559	
5.96221E-04	20.638	
5.96237E-04	21.4592	
5.96256E-04	22.3703	
5.96279E-04	23.6055	
5.96288E-04	24.0844	
5.96320E-04	25.9418	
5.96323E-04	26.0928	
5.96362E-04	28.4578	
5.96367E-04	28.7799	
5.96403E-04	31.1299	
5.96432E-04	33.0506	
5.96461E-04	35.0062	
5.96519E-04	38.9936	
5.96538E-04	40.2918	
5.96594E-04	44.0531	
5.96643E-04	47.201	
5.96685E-04	49.6241	
5.96726E-04	51.7706	
5.96744E-04	52.6057	
5.96759E-04	53.2705	
5.96788E-04	54.4008	
5.96805E-04	54.9526	
5.96821E-04	55.4654	
5.96859E-04	56.3604	
5.96860E-04	56.3959	
5.96897E-04	56.9032	
5.96900E-04	56.9373	
5.96910E-04	56.9903	
5.96938E-04	57.0732	
5.96956E-04	56.9932	
5.96975E-04	56.8567	
5.97006E-04	56.4022	
5.97014E-04	56.2589	
5.97045E-04	55.5222	
5.97082E-04	54.3352	
5.97087E-04	54.181	
5.97117E-04	52.9937	
5.97126E-04	52.58	
5.97157E-04	51.1229	
5.97182E-04	49.8398	
5.97207E-04	48.4895	
5.97244E-04	46.3173	
5.97265E-04	45.0613	
5.97314E-04	41.9428	
5.97400E-04	36.3923	
5.97403E-04	36.1987	
5.97451E-04	33.198	
5.97488E-04	30.9447	
5.97525E-04	28.7909	
5.97553E-04	27.2488	
5.97573E-04	26.2063	
5.97576E-04	26.0719	
5.97602E-04	24.7848	
5.97627E-04	23.5596	
5.97651E-04	22.5137	
5.97653E-04	22.4003	
5.97679E-04	21.33	
5.97703E-04	20.424	
5.97705E-04	20.326	
5.97724E-04	19.6329	
5.97744E-04	18.9749	
5.97759E-04	18.4763	
5.97763E-04	18.3563	
5.97779E-04	17.9089	
5.97796E-04	17.4193	
5.97814E-04	16.9571	
5.97822E-04	16.7633	
5.97831E-04	16.534	
5.97849E-04	16.147	
5.97866E-04	15.7861	
5.97884E-04	15.4576	
5.97884E-04	15.4511	
5.97902E-04	15.162	
5.97919E-04	14.8977	
5.97937E-04	14.6576	
5.97946E-04	14.5468	
5.97954E-04	14.4507	
5.97972E-04	14.2771	
5.97989E-04	14.1269	
5.97998E-04	14.0692	
5.98007E-04	14.0098	
5.98020E-04	13.9432	
5.98033E-04	13.8896	
5.98051E-04	13.8383	
5.98060E-04	13.825	
5.98069E-04	13.8199	
5.98088E-04	13.8357	
5.98106E-04	13.8769	
5.98121E-04	13.9322	
5.98125E-04	13.9467	
5.98143E-04	14.0583	
5.98161E-04	14.1958	
5.98180E-04	14.3593	
5.98183E-04	14.3978	
5.98198E-04	14.5648	
5.98216E-04	14.8009	
5.98235E-04	15.0639	
5.98245E-04	15.2307	
5.98253E-04	15.3612	
5.98272E-04	15.6956	
5.98287E-04	15.9932	
5.98290E-04	16.0606	
5.98308E-04	16.4679	
5.98336E-04	17.1308	
5.98350E-04	17.4923	
5.98356E-04	17.6527	
5.98377E-04	18.2659	
5.98398E-04	18.9153	
5.98414E-04	19.4165	
5.98430E-04	19.9768	
5.98462E-04	21.1344	
5.98477E-04	21.7266	
5.98494E-04	22.384	
5.98533E-04	24.0532	
5.98535E-04	24.1371	
5.98579E-04	26.146	
5.98593E-04	26.8093	
5.98644E-04	29.2673	
5.98660E-04	30.0844	
5.98736E-04	33.893	
5.98745E-04	34.351	
5.98794E-04	36.7577	
5.98843E-04	39.0028	
5.98889E-04	40.8856	
5.98917E-04	41.9252	
5.98930E-04	42.399	
5.98964E-04	43.451	
5.98987E-04	44.0286	
5.99006E-04	44.4867	
5.99044E-04	45.1834	
5.99057E-04	45.3274	
5.99082E-04	45.5851	
5.99100E-04	45.6841	
5.99120E-04	45.7112	
5.99132E-04	45.7072	
5.99166E-04	45.506	
5.99179E-04	45.357	
5.99198E-04	45.1137	
5.99225E-04	44.6524	
5.99232E-04	44.4871	
5.99259E-04	43.8666	
5.99289E-04	43.0113	
5.99296E-04	42.7862	
5.99336E-04	41.4218	
5.99340E-04	41.2757	
5.99383E-04	39.537	
5.99394E-04	39.0413	
5.99436E-04	37.1718	
5.99455E-04	36.269	
5.99520E-04	33.083	
5.99523E-04	32.9435	
5.99602E-04	28.9678	
5.99630E-04	27.5995	
5.99652E-04	26.5679	
5.99691E-04	24.7263	
5.99721E-04	23.4049	
5.99751E-04	22.1406	
5.99761E-04	21.7371	
5.99773E-04	21.2155	
5.99799E-04	20.2176	
5.99825E-04	19.269	
5.99851E-04	18.3704	
5.99855E-04	18.2547	
5.99877E-04	17.5374	
5.99903E-04	16.7563	
5.99923E-04	16.2022	
5.99930E-04	15.9945	
5.99942E-04	15.6834	
5.99962E-04	15.1959	
5.99980E-04	14.7609	
5.99998E-04	14.3605	
6.00006E-04	14.1828	
6.00015E-04	13.9864	
6.00033E-04	13.6369	
6.00051E-04	13.3054	
6.00068E-04	12.9912	
6.00081E-04	12.7729	
6.00086E-04	12.6966	
6.00104E-04	12.4261	
6.00121E-04	12.1706	
6.00139E-04	11.9291	
6.00157E-04	11.7009	
6.00157E-04	11.7009	
6.00175E-04	11.496	
6.00192E-04	11.3028	
6.00210E-04	11.1206	
6.00228E-04	10.9487	
6.00242E-04	10.8189	
6.00245E-04	10.7882	
6.00263E-04	10.6442	
6.00281E-04	10.5084	
6.00298E-04	10.3803	
6.00316E-04	10.2594	
6.00327E-04	10.1907	
6.00334E-04	10.1482	
6.00355E-04	10.0265	
6.00375E-04	9.92293	
6.00395E-04	9.82553	
6.00414E-04	9.73372	
6.00434E-04	9.64696	
6.00440E-04	9.62233	
6.00454E-04	9.57058	
6.00473E-04	9.5008	
6.00493E-04	9.43474	
6.00513E-04	9.37202	
6.00542E-04	9.28347	
6.00572E-04	9.20067	
6.00601E-04	9.12273	
6.00610E-04	9.10112	
6.00631E-04	9.05556	
6.00660E-04	8.99462	
6.00699E-04	8.91787	
6.00739E-04	8.84532	
6.00778E-04	8.77614	
6.00817E-04	8.70968	
6.00863E-04	8.63636	
6.00876E-04	8.61654	
6.00935E-04	8.53539	
6.00992E-04	8.45965	
6.01064E-04	8.36714	
6.01100E-04	8.32197	
6.01184E-04	8.21901	
6.01281E-04	8.105	
6.01377E-04	7.99452	
6.01473E-04	7.88739	
6.01483E-04	7.87654	
6.01569E-04	7.78318	
6.01665E-04	7.68236	
6.01761E-04	7.58518	
6.01860E-04	7.48884	
6.01880E-04	7.47051	
6.01959E-04	7.39044	
6.02034E-04	7.31884	
6.02108E-04	7.25057	
6.02183E-04	7.18604	
6.02257E-04	7.12577	
6.02332E-04	7.07036	
6.02406E-04	7.02059	
6.02436E-04	7.00332	
6.02481E-04	6.97752	
6.02555E-04	6.94236	
6.02615E-04	6.92096	
6.02674E-04	6.9067	
6.02704E-04	6.90326	
6.02719E-04	6.90468	
6.02764E-04	6.9145	
6.02808E-04	6.9308	
6.02843E-04	6.94941	
6.02853E-04	6.95788	
6.02898E-04	7.00509	
6.02918E-04	7.03093	
6.02942E-04	7.07355	
6.02972E-04	7.13191	
6.02992E-04	7.17531	
6.03002E-04	7.20231	
6.03032E-04	7.29104	
6.03042E-04	7.32378	
6.03065E-04	7.41614	
6.03091E-04	7.5285	
6.03099E-04	7.56598	
6.03129E-04	7.7297	
6.03132E-04	7.75314	
6.03166E-04	7.98243	
6.03166E-04	7.98244	
6.03188E-04	8.16903	
6.03202E-04	8.2896	
6.03211E-04	8.37636	
6.03233E-04	8.61138	
6.03235E-04	8.63897	
6.03255E-04	8.8867	
6.03269E-04	9.06609	
6.03278E-04	9.19189	
6.03291E-04	9.39968	
6.03300E-04	9.54265	
6.03314E-04	9.77862	
6.03322E-04	9.9409	
6.03336E-04	10.2085	
6.03345E-04	10.3924	
6.03358E-04	10.6953	
6.03367E-04	10.9035	
6.03381E-04	11.246	
6.03389E-04	11.4811	
6.03403E-04	11.8683	
6.03413E-04	12.1795	
6.03425E-04	12.5694	
6.03437E-04	12.9722	
6.03448E-04	13.3583	
6.03461E-04	13.8702	
6.03470E-04	14.2442	
6.03485E-04	14.8852	
6.03492E-04	15.2373	
6.03508E-04	16.0228	
6.03509E-04	16.0543	
6.03526E-04	16.9522	
6.03532E-04	17.3168	
6.03543E-04	17.9237	
6.03556E-04	18.7602	
