E (MeV)	Na-23	
8.85000E-01	4.10808	
8.86570E-01	4.17007	
8.90000E-01	4.35665	
8.92280E-01	4.48068	
8.93390E-01	4.5855	
8.96640E-01	4.89235	
8.97290E-01	4.952	
8.99160E-01	5.12351	
9.00000E-01	5.21423	
9.02290E-01	5.46153	
9.02490E-01	5.47756	
9.04560E-01	5.64615	
9.05700E-01	5.73285	
9.07520E-01	5.9003	
9.11390E-01	5.87699	
9.11590E-01	5.86962	
9.12500E-01	5.83497	
9.13210E-01	5.80794	
9.15030E-01	5.68648	
9.17300E-01	5.47851	
9.22760E-01	4.98161	
9.26540E-01	4.66434	
9.27500E-01	4.5837	
9.28680E-01	4.48458	
9.30000E-01	4.39478	
9.33690E-01	4.14376	
9.35000E-01	4.05469	
9.36410E-01	3.95883	
9.40000E-01	3.78572	
9.43240E-01	3.62948	
9.44100E-01	3.60139	
9.45000E-01	3.57194	
9.46420E-01	3.52548	
9.49610E-01	3.3579	
9.50000E-01	3.34877	
9.52570E-01	3.28864	
9.53200E-01	3.27981	
9.59050E-01	3.19837	
9.62120E-01	3.15571	
9.64250E-01	3.15078	
9.64630E-01	3.14991	
9.65760E-01	3.2365	
9.66450E-01	3.72753	
9.66670E-01	4.6118	
9.67130E-01	4.98726	
9.67810E-01	4.73319	
9.68270E-01	4.21315	
9.68490E-01	3.46772	
9.69180E-01	3.21336	
9.71220E-01	3.20195	
9.73350E-01	3.27677	
9.74180E-01	3.30592	
9.76460E-01	3.46769	
9.79190E-01	3.75655	
9.80000E-01	3.85981	
9.80550E-01	3.92992	
9.81920E-01	3.99931	
9.82450E-01	4.00053	
9.84420E-01	4.00519	
9.85790E-01	3.91265	
9.87000E-01	3.81588	
9.88970E-01	3.65855	
9.92200E-01	3.43251	
9.92610E-01	3.40408	
9.96100E-01	3.2552	
9.97620E-01	3.19027	
9.99440E-01	3.20187	
1.00000E+00	3.17168	
1.00190E+00	3.16629	
1.00560E+00	3.06902	
1.00730E+00	3.09795	
1.00900E+00	3.095	
1.01260E+00	3.09211	
1.01320E+00	3.16137	
1.01760E+00	3.1822	
1.02360E+00	3.33479	
1.02510E+00	3.6526	
1.02900E+00	3.71031	
1.03170E+00	3.86058	
1.03350E+00	3.91257	
1.03540E+00	3.921	
1.03820E+00	3.92986	
1.03930E+00	3.88007	
1.04400E+00	3.86065	
1.04664E+00	3.88034	
1.04900E+00	3.91892	
1.05110E+00	3.95309	
1.05610E+00	4.15535	
1.05970E+00	4.39062	
1.06220E+00	4.55397	
1.06450E+00	4.65124	
1.06630E+00	4.72729	
1.06950E+00	4.76776	
1.07280E+00	4.70435	
1.07340E+00	4.69272	
1.07840E+00	4.48458	
1.08000E+00	4.40645	
1.08290E+00	4.26513	
1.08520E+00	4.10913	
1.08660E+00	3.97619	
1.08770E+00	4.06862	
1.08830E+00	4.1999	
1.08910E+00	4.37492	
1.09000E+00	4.44421	
1.09420E+00	4.28242	
1.09840E+00	4.14374	
1.10420E+00	3.96748	
1.10800E+00	3.84619	
1.10960E+00	3.80282	
1.11090E+00	3.96141	
1.11120E+00	3.99777	
1.11310E+00	3.7335	
1.11990E+00	3.63378	
1.12070E+00	3.62102	
1.12410E+00	3.56651	
1.12990E+00	3.47354	
1.13360E+00	3.43955	
1.13950E+00	3.43881	
1.14150E+00	3.43229	
1.14560E+00	3.43008	
1.14890E+00	3.54707	
1.15510E+00	3.4128	
1.15740E+00	3.2654	
1.15920E+00	3.24354	
1.16380E+00	3.22641	
1.16780E+00	3.27413	
1.17080E+00	3.3434	
1.17170E+00	3.46478	
1.17350E+00	3.48356	
1.17620E+00	3.52108	
1.18010E+00	3.48641	
1.18330E+00	3.35552	
1.18680E+00	3.24809	
1.19220E+00	3.14844	
1.19630E+00	3.06605	
1.19910E+00	3.05307	
1.20000E+00	3.07918	
1.20060E+00	3.08339	
1.20490E+00	3.2004	
1.20630E+00	3.25255	
1.21060E+00	3.41276	
1.21280E+00	3.70306	
1.21470E+00	3.61652	
1.21980E+00	3.77665	
1.22420E+00	3.86514	
1.22520E+00	3.88523	
1.22930E+00	3.91124	
1.23370E+00	3.86531	
1.23390E+00	3.86344	
1.23770E+00	3.78113	
1.24200E+00	3.5861	
1.24440E+00	3.50128	
1.25450E+00	3.14412	
1.25500E+00	3.13067	
1.26156E+00	2.95424	
1.26320E+00	2.91009	
1.26610E+00	2.86476	
1.26830E+00	2.83042	
1.27180E+00	2.77566	
1.27890E+00	2.71506	
1.28294E+00	2.69969	
1.28460E+00	2.69337	
1.28970E+00	2.73265	
1.29020E+00	2.73669	
1.29590E+00	2.80624	
1.29810E+00	2.92309	
1.30000E+00	3.00543	
1.30120E+00	3.05744	
1.30480E+00	3.41283	
1.30650E+00	3.49084	
1.30760E+00	3.59231	
1.30960E+00	3.77675	
1.31220E+00	3.99783	
1.31410E+00	4.08466	
1.31620E+00	4.1322	
1.31790E+00	4.08872	
1.31930E+00	4.02832	
1.32100E+00	3.91123	
1.32200E+00	4.1928	
1.32340E+00	3.8158	
1.32431E+00	3.72242	
1.32530E+00	3.62083	
1.32900E+00	3.38558	
1.32980E+00	3.33478	
1.33320E+00	3.18742	
1.33700E+00	2.97512	
1.34340E+00	2.79306	
1.34907E+00	2.6748	
1.35130E+00	2.62841	
1.35480E+00	2.60234	
1.35530E+00	2.60117	
1.36163E+00	2.58572	
1.36370E+00	2.58066	
1.36600E+00	2.55083	
1.36870E+00	2.51566	
1.37220E+00	2.48105	
1.37650E+00	2.49838	
1.38060E+00	2.55901	
1.38340E+00	2.62409	
1.38500E+00	2.6312	
1.38730E+00	2.64136	
1.38890E+00	2.94912	
1.39060E+00	3.55587	
1.39110E+00	3.9026	
1.39200E+00	4.12756	
1.39300E+00	3.86351	
1.39420E+00	3.45174	
1.39560E+00	3.17443	
1.39750E+00	3.01855	
1.39930E+00	2.98298	
1.40000E+00	2.96924	
1.40302E+00	2.90993	
1.40390E+00	2.8927	
1.40596E+00	2.88522	
1.40880E+00	2.87485	
1.41130E+00	2.86576	
1.41157E+00	2.86479	
1.41694E+00	2.84535	
1.41940E+00	2.83643	
1.42199E+00	2.77874	
1.42560E+00	2.69843	
1.42675E+00	2.67303	
1.42940E+00	2.67183	
1.43110E+00	2.96213	
1.43350E+00	2.63273	
1.43542E+00	2.57551	
1.43870E+00	2.56663	
1.43938E+00	2.5648	
1.44309E+00	2.55472	
1.44659E+00	2.54525	
1.44914E+00	2.53833	
1.44987E+00	2.53636	
1.45110E+00	2.53302	
1.45295E+00	2.53366	
1.45540E+00	2.53452	
1.45585E+00	2.53467	
1.46130E+00	2.53647	
1.46400E+00	2.53736	
1.46608E+00	2.55004	
1.47028E+00	2.57565	
1.47280E+00	2.5764	
1.47320E+00	2.67169	
1.47396E+00	2.6451	
1.47719E+00	2.57125	
1.47830E+00	2.54585	
1.48286E+00	2.48705	
1.48500E+00	2.45943	
1.48713E+00	2.42224	
1.49020E+00	2.36845	
1.49310E+00	2.32486	
1.49516E+00	2.32843	
1.49570E+00	2.32937	
1.49760E+00	2.48966	
1.49830E+00	2.50818	
1.50000E+00	2.55344	
1.50080E+00	2.57474	
1.50430E+00	2.51675	
1.50870E+00	2.41566	
1.51540E+00	2.30731	
1.52590E+00	2.24945	
1.53700E+00	2.21341	
1.53760E+00	2.21604	
1.54030E+00	2.22799	
1.54380E+00	2.32896	
1.54550E+00	2.26402	
1.54990E+00	2.19174	
1.55070E+00	2.19756	
1.55690E+00	2.24227	
1.56020E+00	2.55285	
1.56250E+00	2.28574	
1.56950E+00	2.30007	
1.57510E+00	2.40124	
1.57930E+00	2.54674	
1.58240E+00	2.65399	
1.58790E+00	2.96451	
1.59230E+00	3.37628	
1.59580E+00	3.80251	
1.59910E+00	4.30814	
1.60000E+00	4.47383	
1.60110E+00	4.67634	
1.60170E+00	4.81371	
1.60320E+00	4.93643	
1.60430E+00	4.82807	
1.60550E+00	4.68841	
1.60610E+00	4.61874	
1.60780E+00	4.39464	
1.61050E+00	3.97565	
1.61310E+00	3.70869	
1.61570E+00	3.39793	
1.61630E+00	3.35585	
1.61950E+00	3.13074	
1.62600E+00	2.90682	
1.63090E+00	2.75521	
1.63210E+00	2.86351	
1.63390E+00	2.9213	
1.63620E+00	2.80569	
1.63880E+00	2.58179	
1.64150E+00	2.48068	
1.65050E+00	2.35795	
1.65080E+00	2.35585	
1.66280E+00	2.27119	
1.66510E+00	2.2421	
1.67480E+00	2.11951	
1.67750E+00	1.85951	
1.67980E+00	1.72952	
1.68100E+00	1.91726	
1.68390E+00	2.4735	
1.68540E+00	2.53195	
1.68890E+00	2.66854	
1.69380E+00	2.82738	
1.69650E+00	2.87794	
1.70000E+00	2.82299	
1.70110E+00	2.80572	
1.70560E+00	2.78725	
1.70640E+00	2.78398	
1.71140E+00	2.98628	
1.71640E+00	3.37629	
1.71960E+00	3.5929	
1.72070E+00	3.47023	
1.72340E+00	3.41961	
1.72447E+00	3.42776	
1.73570E+00	3.51354	
1.73900E+00	3.51352	
1.74150E+00	3.51353	
1.74650E+00	3.37626	
1.75640E+00	3.0578	
1.75820E+00	3.05268	
1.76000E+00	3.17833	
1.76030E+00	3.19927	
1.76183E+00	3.03769	
1.76250E+00	2.96677	
1.76790E+00	2.67862	
1.76980E+00	2.8505	
1.77240E+00	2.60102	
1.77370E+00	2.47625	
1.77500E+00	2.46595	
1.77692E+00	2.4507	
1.78070E+00	2.4207	
1.78340E+00	2.40545	
1.78520E+00	2.46604	
1.78700E+00	2.64304	
1.78920E+00	2.55723	
1.79130E+00	2.69394	
1.79344E+00	2.72541	
1.79478E+00	2.74502	
1.79556E+00	2.75653	
1.79610E+00	2.7645	
1.79694E+00	2.82269	
1.79775E+00	2.87799	
1.79830E+00	2.91618	
1.79918E+00	3.05712	
1.79950E+00	3.10815	
1.80000E+00	3.29784	
1.80070E+00	3.56341	
1.80190E+00	3.96278	
1.80280E+00	3.76083	
1.80340E+00	3.29526	
1.80400E+00	3.06279	
1.80570E+00	3.01052	
1.80692E+00	2.97293	
1.80860E+00	2.92125	
1.81300E+00	2.83487	
1.82392E+00	2.62051	
1.82600E+00	2.57966	
1.83437E+00	2.41533	
1.83590E+00	2.38527	
1.84030E+00	2.34036	
1.84830E+00	2.25885	
1.84932E+00	2.2435	
1.85288E+00	2.19022	
1.86290E+00	2.03988	
1.86690E+00	1.97993	
1.87559E+00	1.84951	
1.87930E+00	1.79384	
1.88399E+00	1.75198	
1.88440E+00	1.74832	
1.88960E+00	1.8039	
1.89212E+00	1.86127	
1.89560E+00	1.94039	
1.90000E+00	1.94809	
1.90140E+00	1.95054	
1.90350E+00	2.28932	
1.90690E+00	2.00106	
1.91060E+00	1.93884	
1.91170E+00	1.92024	
1.91410E+00	2.04155	
1.91840E+00	1.96065	
1.92260E+00	1.94535	
1.92452E+00	2.06547	
1.92810E+00	2.28926	
1.93140E+00	2.63786	
1.93240E+00	3.02226	
1.93330E+00	3.54296	
1.93360E+00	3.82126	
1.93480E+00	3.51786	
1.93600E+00	2.93136	
1.93750E+00	2.71906	
1.93930E+00	2.66847	
1.94880E+00	2.80527	
1.95300E+00	2.86571	
1.95690E+00	3.16398	
1.96150E+00	3.32572	
1.96190E+00	3.32376	
1.96660E+00	3.30054	
1.96940E+00	3.64932	
1.97330E+00	3.2145	
1.97380E+00	3.18196	
1.97820E+00	2.89604	
1.98820E+00	2.77975	
1.99000E+00	2.77599	
1.99640E+00	2.77598	
1.99790E+00	2.76261	
2.00000E+00	2.77872	
2.01170E+00	2.88576	
2.01500E+00	2.91599	
2.01820E+00	3.17298	
2.02000E+00	3.29427	
2.02454E+00	3.13148	
2.02500E+00	3.11514	
2.02690E+00	3.04008	
2.03010E+00	3.04456	
2.03320E+00	3.04877	
2.04140E+00	3.1412	
2.04460E+00	3.22206	
2.04730E+00	3.12955	
2.05190E+00	3.16429	
2.05550E+00	3.29138	
2.06193E+00	3.3132	
2.06830E+00	3.33484	
2.07970E+00	3.30883	
2.08320E+00	3.33116	
2.08420E+00	3.33771	
2.08970E+00	3.46768	
2.09650E+00	3.47921	
2.10000E+00	3.52393	
2.10600E+00	3.60058	
2.10920E+00	3.67873	
2.11380E+00	3.59775	
2.12240E+00	3.33178	
2.12560E+00	3.10653	
2.12870E+00	3.0771	
2.13200E+00	3.04587	
2.13650E+00	2.79449	
2.13850E+00	2.80445	
2.14290E+00	2.82626	
2.14790E+00	2.95906	
2.14942E+00	3.02051	
2.15040E+00	3.06026	
2.15290E+00	3.16139	
2.15660E+00	3.22792	
2.16000E+00	3.25616	
2.16110E+00	3.26542	
2.16790E+00	3.13829	
2.16920E+00	3.11162	
2.17500E+00	2.99268	
2.17790E+00	2.93321	
2.18400E+00	2.93754	
2.19020E+00	2.94193	
2.19610E+00	3.10076	
2.20000E+00	3.51482	
2.20070E+00	3.58914	
2.20250E+00	3.69028	
2.20390E+00	3.57745	
2.20930E+00	2.95079	
2.21000E+00	2.93922	
2.21430E+00	2.86929	
2.21660E+00	2.8321	
2.21930E+00	3.14119	
2.22000E+00	3.22418	
2.22120E+00	3.36645	
2.22530E+00	2.991	
2.23250E+00	2.81469	
2.23380E+00	2.80469	
2.23850E+00	2.76852	
2.24000E+00	2.80106	
2.24210E+00	2.84649	
2.24530E+00	3.14122	
2.25120E+00	2.76851	
2.25580E+00	2.81466	
2.25980E+00	2.75237	
2.26080E+00	2.73666	
2.26530E+00	2.98233	
2.26850E+00	3.06595	
2.27080E+00	3.30589	
2.27440E+00	3.12099	
2.28000E+00	3.05007	
2.28580E+00	2.97669	
2.28900E+00	2.93607	
2.29000E+00	2.93021	
2.29530E+00	2.8985	
2.30000E+00	2.89221	
2.31040E+00	2.87828	
2.31350E+00	3.13255	
2.31900E+00	2.88702	
2.32000E+00	2.85549	
2.32450E+00	2.71359	
2.33000E+00	2.66262	
2.33540E+00	2.61248	
2.33670E+00	2.62456	
2.34220E+00	2.67603	
2.34630E+00	2.7858	
2.36000E+00	2.80582	
2.36200E+00	2.8087	
2.37570E+00	2.80899	
2.38000E+00	2.92585	
2.38680E+00	2.96316	
2.39880E+00	3.02197	
2.40000E+00	3.15886	
2.40580E+00	3.29646	
2.41000E+00	3.41792	
2.41130E+00	3.45543	
2.41530E+00	3.53491	
2.41870E+00	3.45543	
2.42270E+00	3.25681	
2.42620E+00	3.37209	
2.42670E+00	3.3696	
2.43620E+00	3.31819	
2.43870E+00	3.25678	
2.44320E+00	3.32899	
2.45410E+00	3.23511	
2.45560E+00	3.40848	
2.45960E+00	3.74794	
2.46210E+00	3.52043	
2.46660E+00	3.10874	
2.47660E+00	3.00399	
2.48950E+00	2.99763	
2.49150E+00	2.99672	
2.49800E+00	2.96135	
2.50000E+00	2.95057	
2.50350E+00	2.93173	
2.51000E+00	2.96717	
2.51540E+00	2.99667	
2.52000E+00	3.28069	
2.52090E+00	3.33622	
2.52490E+00	3.75152	
2.52690E+00	3.50597	
2.52940E+00	3.37587	
2.53000E+00	3.29793	
2.53340E+00	2.85587	
2.53840E+00	3.09795	
2.54230E+00	2.87764	
2.54830E+00	2.6392	
2.55040E+00	2.62848	
2.56000E+00	2.57941	
2.56030E+00	2.57782	
2.56330E+00	2.99312	
2.56580E+00	3.30374	
2.56830E+00	3.65036	
2.57020E+00	3.14836	
2.57320E+00	2.65006	
2.57970E+00	2.45864	
2.58500E+00	2.40989	
2.59420E+00	2.40812	
2.59970E+00	2.54173	
2.60000E+00	2.92937	
2.60110E+00	2.72228	
2.60610E+00	2.48032	
2.60890E+00	2.46299	
2.61000E+00	2.45597	
2.61540E+00	2.42242	
2.62060E+00	2.38996	
2.63000E+00	2.38585	
2.63700E+00	2.38279	
2.64953E+00	2.6383	
2.65400E+00	2.72951	
2.67190E+00	2.42995	
2.67640E+00	2.53812	
2.68000E+00	2.52827	
2.68440E+00	2.51642	
2.69730E+00	2.20222	
2.69990E+00	2.36335	
2.70330E+00	2.57424	
2.71000E+00	2.67987	
2.71430E+00	2.74764	
2.71880E+00	2.697	
2.72000E+00	2.72999	
2.72100E+00	2.75751	
2.72720E+00	2.92814	
2.73170E+00	2.93896	
2.74054E+00	2.69781	
2.75020E+00	2.69339	
2.75580E+00	2.57058	
2.76000E+00	2.54841	
2.77011E+00	2.49213	
2.77300E+00	2.48073	
2.78500E+00	2.4334	
2.79090E+00	2.49309	
2.79750E+00	2.55978	
2.80000E+00	2.58515	
2.80422E+00	2.62785	
2.81180E+00	2.70457	
2.81231E+00	2.70663	
2.81470E+00	2.71632	
2.81990E+00	2.73665	
2.82370E+00	2.7364	
2.82800E+00	2.70835	
2.83000E+00	2.67572	
2.83398E+00	2.576	
2.84000E+00	2.47569	
2.84100E+00	2.45897	
2.84590E+00	2.58178	
2.85034E+00	2.54656	
2.85171E+00	2.53575	
2.86000E+00	2.47001	
2.86050E+00	2.46618	
2.86268E+00	2.47102	
2.88000E+00	2.5095	
2.88128E+00	2.51232	
2.88330E+00	2.51677	
2.89460E+00	2.4373	
2.90000E+00	2.4597	
2.90680E+00	2.4879	
2.90740E+00	2.49568	
2.91270E+00	2.56414	
2.92000E+00	2.65825	
2.92470E+00	2.71899	
2.94180E+00	2.22792	
2.94370E+00	2.25474	
2.94958E+00	2.33754	
2.95000E+00	2.34352	
2.95230E+00	2.37588	
2.97260E+00	2.43015	
2.98030E+00	2.30961	
2.98160E+00	2.28931	
2.99460E+00	2.30643	
3.00000E+00	2.31364	
3.00350E+00	2.3182	
3.02000E+00	2.1148	
3.03280E+00	1.95698	
3.04330E+00	1.94259	
3.06450E+00	1.66814	
3.06610E+00	1.65959	
3.07000E+00	1.6388	
3.07670E+00	1.60311	
3.08340E+00	1.6094	
3.09210E+00	1.61759	
3.09300E+00	1.62863	
3.09839E+00	1.69472	
3.09970E+00	1.69733	
3.11240E+00	1.7145	
3.11390E+00	1.86671	
3.11941E+00	1.92655	
3.12000E+00	1.93158	
3.14410E+00	2.1376	
3.15380E+00	2.38038	
3.15550E+00	2.42288	
3.15750E+00	2.38517	
3.15945E+00	2.34843	
3.16680E+00	2.20978	
3.17000E+00	2.31116	
3.17660E+00	2.52025	
3.18000E+00	2.55694	
3.18230E+00	2.58182	
3.18500E+00	2.50591	
3.18543E+00	2.49373	
3.19450E+00	2.23869	
3.19720E+00	2.21535	
3.20000E+00	2.1912	
3.20150E+00	2.17826	
3.20830E+00	2.11946	
3.21340E+00	2.18764	
3.21560E+00	2.21707	
3.22434E+00	2.33408	
3.23000E+00	2.33619	
3.24320E+00	2.32857	
3.25300E+00	2.31015	
3.25400E+00	2.31192	
3.26190E+00	2.43369	
3.26739E+00	2.43717	
3.27000E+00	2.43731	
3.27900E+00	2.39624	
3.29230E+00	2.24235	
3.29630E+00	2.14072	
3.29848E+00	2.09354	
3.30005E+00	2.08161	
3.30170E+00	2.06898	
3.31230E+00	2.01484	
3.32000E+00	2.06829	
3.32476E+00	2.10134	
3.32530E+00	2.10512	
3.33260E+00	2.25773	
3.33670E+00	2.34355	
3.34720E+00	2.54933	
3.36020E+00	2.48069	
3.36217E+00	2.5262	
3.37160E+00	2.74431	
3.37680E+00	2.73741	
3.37970E+00	2.73347	
3.38980E+00	2.46737	
3.39110E+00	2.43304	
3.39190E+00	2.41206	
3.39330E+00	2.39549	
3.39730E+00	2.34803	
3.40000E+00	2.31615	
3.40410E+00	2.26759	
3.41630E+00	2.31818	
3.44640E+00	2.16647	
3.44893E+00	2.1883	
3.48370E+00	2.48791	
3.49000E+00	2.4686	
3.49430E+00	2.45543	
3.49580E+00	2.45647	
3.49710E+00	2.45764	
3.49857E+00	2.45883	
3.50000E+00	2.45998	
3.50600E+00	2.46473	
3.51700E+00	2.47349	
3.52366E+00	2.53937	
3.53540E+00	2.65558	
3.54520E+00	2.73934	
3.55600E+00	2.75077	
3.56860E+00	2.54402	
3.57660E+00	2.41281	
3.58850E+00	2.28282	
3.60000E+00	2.31125	
3.61700E+00	2.35351	
3.63620E+00	2.40144	
3.63660E+00	2.40672	
3.63850E+00	2.43325	
3.65030E+00	2.59767	
3.66220E+00	2.38388	
3.67740E+00	2.45609	
3.68460E+00	2.57051	
3.68690E+00	2.60704	
3.69140E+00	2.67865	
3.69865E+00	2.71277	
3.70550E+00	2.74502	
3.71200E+00	2.49659	
3.71720E+00	2.54053	
3.73150E+00	2.66123	
3.74380E+00	2.2907	
3.74560E+00	2.23654	
3.75000E+00	2.2182	
3.75320E+00	2.20477	
3.75480E+00	2.22646	
3.76200E+00	2.22671	
3.76380E+00	2.3237	
3.76730E+00	2.34796	
3.77000E+00	2.39541	
3.77410E+00	2.37058	
3.78460E+00	2.33299	
3.78660E+00	2.23678	
3.78960E+00	2.23951	
3.79650E+00	2.24383	
3.80000E+00	2.21501	
3.80070E+00	2.20723	
3.80950E+00	2.10935	
3.81000E+00	2.10979	
3.83880E+00	2.13528	
3.84000E+00	2.09595	
3.84150E+00	2.04661	
3.84750E+00	1.84938	
3.85000E+00	1.85285	
3.85610E+00	1.86106	
3.87130E+00	2.12377	
3.88860E+00	1.75981	
3.89872E+00	1.81696	
3.90000E+00	1.8242	
3.90140E+00	1.83211	
3.90600E+00	1.85819	
3.90700E+00	1.86381	
3.91460E+00	2.14991	
3.93090E+00	1.99965	
3.96340E+00	2.31169	
3.98610E+00	2.27408	
4.00000E+00	2.30298	
4.00100E+00	2.30503	
4.00560E+00	2.31456	
4.00760E+00	2.28633	
4.01540E+00	2.17591	
4.02510E+00	2.25975	
4.03560E+00	2.16142	
4.04000E+00	2.16122	
4.05000E+00	2.12031	
4.05660E+00	2.02445	
4.06200E+00	1.965	
4.06520E+00	1.95231	
4.08800E+00	1.94466	
4.09770E+00	2.36667	
4.10000E+00	2.39275	
4.10400E+00	2.36363	
4.12520E+00	2.31074	
4.15300E+00	2.04645	
4.17360E+00	1.6963	
4.17500E+00	1.84275	
4.18760E+00	2.04303	
4.20000E+00	2.33934	
4.20248E+00	2.39863	
4.20610E+00	2.48499	
4.21260E+00	2.52835	
4.23200E+00	2.23867	
4.23290E+00	2.22523	
4.23640E+00	2.17298	
4.25102E+00	2.21202	
4.25480E+00	2.22214	
4.27220E+00	2.1701	
4.28410E+00	2.35501	
4.28730E+00	2.35885	
4.29400E+00	2.36703	
4.29820E+00	2.37215	
4.30000E+00	2.39175	
4.31660E+00	2.57169	
4.32487E+00	2.45686	
4.33111E+00	2.37015	
4.34260E+00	2.21051	
4.35230E+00	2.19028	
4.36100E+00	2.32609	
4.37070E+00	2.22206	
4.39570E+00	2.22211	
4.39682E+00	2.21441	
4.40000E+00	2.19254	
4.42510E+00	2.01992	
4.44917E+00	1.92154	
4.45690E+00	1.88994	
4.48630E+00	1.87245	
4.49726E+00	1.83047	
4.50000E+00	1.81999	
4.52396E+00	1.7282	
4.53040E+00	1.70351	
4.53530E+00	1.68471	
4.54285E+00	1.75719	
4.57080E+00	2.02561	
4.58300E+00	2.1643	
4.59400E+00	2.14412	
4.60000E+00	2.09371	
4.60260E+00	2.07189	
4.62440E+00	2.07439	
4.62830E+00	2.07479	
4.64060E+00	2.2221	
4.66779E+00	2.11868	
4.66870E+00	2.11523	
4.69810E+00	1.87832	
4.70000E+00	1.87718	
4.70050E+00	1.87688	
4.70790E+00	1.87248	
4.72260E+00	1.97067	
4.72518E+00	1.97162	
4.75000E+00	1.98072	
4.75440E+00	1.98229	
4.76244E+00	2.02119	
4.77770E+00	2.09498	
4.80000E+00	2.08483	
4.80950E+00	2.0805	
4.84780E+00	2.01584	
4.85460E+00	2.00433	
4.85860E+00	1.99761	
4.86150E+00	1.99266	
4.88300E+00	1.95615	
4.89898E+00	1.94756	
4.95280E+00	1.91866	
4.97110E+00	1.80901	
4.97930E+00	1.79636	
4.98000E+00	1.7952	
5.00000E+00	1.76432	
5.00290E+00	1.75981	
5.01640E+00	1.8292	
5.05680E+00	1.8465	
5.07400E+00	1.93611	
5.10460E+00	1.89849	
5.11970E+00	1.91501	
5.12348E+00	1.91912	
5.13000E+00	1.92622	
5.13640E+00	1.93321	
5.16090E+00	2.10938	
5.17190E+00	2.08344	
5.18290E+00	1.98521	
5.20000E+00	2.04583	
5.24410E+00	2.20206	
5.25000E+00	2.2038	
5.27000E+00	2.21021	
5.27110E+00	2.21048	
5.27800E+00	2.12303	
5.29070E+00	1.96206	
5.30000E+00	1.93733	
5.31020E+00	1.91009	
5.32980E+00	2.02284	
5.33265E+00	2.01783	
5.34940E+00	1.98829	
5.36290E+00	1.99125	
5.37100E+00	2.06415	
5.39800E+00	2.07682	
5.39960E+00	2.07798	
5.40470E+00	2.0748	
5.41568E+00	1.96362	
5.42160E+00	1.92163	
5.43512E+00	1.8969	
5.44370E+00	1.8812	
5.45960E+00	2.24515	
5.46570E+00	2.34919	
5.48410E+00	1.9592	
5.49630E+00	1.97937	
5.50000E+00	1.9293	
5.51380E+00	1.7425	
5.52890E+00	1.84071	
5.53065E+00	1.8646	
5.54240E+00	2.02558	
5.55760E+00	1.99944	
5.56420E+00	1.98809	
5.57230E+00	2.03542	
5.58600E+00	2.11524	
5.60000E+00	2.13116	
5.60509E+00	2.13703	
5.60620E+00	2.13831	
5.61600E+00	2.0781	
5.62361E+00	2.03128	
5.63000E+00	1.99199	
5.63300E+00	1.97371	
5.64097E+00	1.95315	
5.65990E+00	1.9043	
5.69522E+00	1.89239	
5.72160E+00	1.8835	
5.73720E+00	1.8783	
5.75000E+00	1.8755	
5.77000E+00	1.87121	
5.77260E+00	1.8706	
5.80000E+00	1.87059	
5.85000E+00	1.86481	
5.87367E+00	1.84898	
5.88000E+00	1.8476	
5.90500E+00	1.84211	
5.90560E+00	1.84208	
5.90810E+00	1.84158	
5.91280E+00	1.84061	
5.93000E+00	1.8368	
5.95210E+00	1.83208	
5.95500E+00	1.8441	
5.96890E+00	1.90141	
5.98740E+00	1.7425	
6.00000E+00	1.73581	
6.00920E+00	1.73581	
6.01270E+00	1.73093	
6.02500E+00	1.7485	
6.04780E+00	1.8101	
6.05000E+00	1.92452	
6.06460E+00	1.92574	
6.07810E+00	1.93319	
6.10000E+00	1.7512	
6.12500E+00	1.82292	
6.12840E+00	1.90478	
6.14020E+00	1.9159	
6.15000E+00	2.1123	
6.15870E+00	2.13525	
6.17500E+00	2.15574	
6.17710E+00	2.10448	
6.20000E+00	2.09788	
6.20570E+00	1.9244	
6.21630E+00	1.88119	
6.22920E+00	1.92292	
6.24100E+00	1.97746	
6.25000E+00	1.98041	
6.26450E+00	1.98521	
6.26534E+00	1.98232	
6.27360E+00	1.95388	
6.27975E+00	1.93269	
6.30000E+00	1.86299	
6.30480E+00	1.8465	
6.30687E+00	1.85532	
6.32945E+00	1.95145	
6.33070E+00	1.95676	
6.33330E+00	1.96789	
6.34520E+00	1.87839	
6.35000E+00	1.84231	
6.35162E+00	1.83008	
6.36000E+00	1.76659	
6.36998E+00	1.73578	
6.38000E+00	1.73571	
6.38200E+00	1.70532	
6.38609E+00	1.6992	
6.40000E+00	1.6992	
6.40550E+00	1.69919	
6.41280E+00	1.7554	
6.41416E+00	1.76586	
6.41820E+00	1.79699	
6.41900E+00	1.80321	
6.42510E+00	1.80402	
6.42690E+00	1.80422	
6.43000E+00	1.8046	
6.43568E+00	1.80531	
6.44200E+00	1.8061	
6.44910E+00	1.80701	
6.45170E+00	1.80735	
6.46430E+00	1.80899	
6.47580E+00	1.76372	
6.48780E+00	1.7165	
6.50000E+00	1.7976	
6.51300E+00	1.8841	
6.53000E+00	1.9688	
6.54490E+00	2.04315	
6.55130E+00	2.04749	
6.56162E+00	2.05489	
6.56510E+00	2.05738	
6.58000E+00	1.9528	
6.59020E+00	1.88121	
6.60000E+00	1.87331	
6.62000E+00	1.8572	
6.62382E+00	1.85413	
6.65000E+00	1.8331	
6.65514E+00	1.82895	
6.66920E+00	1.81761	
