E(MeV)	TB-159(N,TOT)
1.07524E-03	39.1725
1.07526E-03	41.1765
1.07528E-03	42.2798
1.07530E-03	44.7214
1.07531E-03	45.6376
1.07534E-03	48.5715
1.07535E-03	49.2568
1.07538E-03	52.7364
1.07538E-03	53.1483
1.07542E-03	57.324
1.07542E-03	57.6115
1.07545E-03	61.6187
1.07545E-03	61.7889
1.07550E-03	68.0803
1.07550E-03	69.0635
1.07554E-03	75.0704
1.07554E-03	75.535
1.07559E-03	82.4649
1.07559E-03	82.6013
1.07563E-03	90.6754
1.07564E-03	92.4365
1.07567E-03	97.7946
1.07570E-03	103.166
1.07572E-03	106.778
1.07577E-03	116.203
1.07577E-03	117.84
1.07584E-03	131.098
1.07586E-03	137.028
1.07593E-03	150.934
1.07607E-03	183.439
1.07613E-03	197.47
1.07616E-03	204.181
1.07621E-03	214.508
1.07624E-03	220.68
1.07628E-03	227.541
1.07631E-03	233.833
1.07634E-03	239.149
1.07638E-03	244.523
1.07641E-03	249.047
1.07643E-03	251.221
1.07648E-03	256.942
1.07654E-03	262.162
1.07660E-03	265.44
1.07660E-03	265.53
1.07665E-03	266.663
1.07666E-03	266.675
1.07669E-03	266.535
1.07671E-03	265.961
1.07674E-03	265.041
1.07677E-03	263.708
1.07679E-03	262.35
1.07682E-03	259.844
1.07685E-03	257.168
1.07688E-03	254.74
1.07692E-03	250.175
1.07693E-03	248.375
1.07698E-03	241.567
1.07698E-03	240.863
1.07704E-03	231.498
1.07705E-03	230.024
1.07713E-03	215.371
1.07713E-03	214.5
1.07721E-03	198.555
1.07739E-03	162.618
1.07745E-03	149.844
1.07745E-03	148.963
1.07752E-03	135.539
1.07752E-03	134.801
1.07757E-03	125.351
1.07759E-03	122.261
1.07763E-03	115.666
1.07765E-03	111.284
1.07767E-03	108.76
1.07772E-03	101.109
1.07772E-03	100.931
1.07777E-03	93.7071
1.07778E-03	91.7916
1.07782E-03	86.9717
1.07784E-03	83.3109
1.07785E-03	82.681
1.07788E-03	78.6775
1.07789E-03	78.1315
1.07791E-03	74.9416
1.07794E-03	71.8741
1.07795E-03	70.7268
1.07799E-03	67.3338
1.07800E-03	66.2186
1.07802E-03	64.1669
1.07805E-03	61.1317
1.07805E-03	61.1316
1.07809E-03	58.3899
1.07811E-03	56.5884
1.07812E-03	55.7646
1.07815E-03	53.3314
1.07816E-03	52.5316
1.07819E-03	51.0743
1.07822E-03	48.9214
1.07822E-03	48.9214
1.07825E-03	46.9914
1.07827E-03	45.724
1.07829E-03	45.1487
1.07832E-03	43.2358
1.07833E-03	42.8879
1.07836E-03	41.4964
1.07839E-03	40.3772
1.07840E-03	39.869
1.07844E-03	38.3708
1.07844E-03	38.1523
1.07847E-03	37.0121
1.07850E-03	36.1829
1.07851E-03	35.7396
1.07855E-03	34.5618
1.07855E-03	34.4332
1.07859E-03	33.4954
1.07861E-03	32.8795
1.07862E-03	32.4934
1.07866E-03	31.5604
1.07866E-03	31.4924
1.07870E-03	30.6175
1.07875E-03	29.6836
1.07876E-03	29.4975
1.07881E-03	28.5007
1.07881E-03	28.4176
1.07886E-03	27.6144
1.07889E-03	27.1181
1.07892E-03	26.7903
1.07897E-03	26.0318
1.07897E-03	25.9828
1.07902E-03	25.3547
1.07905E-03	24.9868
1.07907E-03	24.7263
1.07913E-03	24.1488
1.07917E-03	23.6978
1.07918E-03	23.5938
1.07925E-03	22.9405
1.07929E-03	22.6055
1.07931E-03	22.4119
1.07937E-03	21.9291
1.07941E-03	21.6659
1.07945E-03	21.3406
1.07953E-03	20.7933
1.07957E-03	20.5833
1.07962E-03	20.2968
1.07970E-03	19.834
1.07973E-03	19.6678
1.07978E-03	19.4119
1.07986E-03	19.0147
1.07989E-03	18.882
1.07996E-03	18.5797
1.08001E-03	18.3364
1.08005E-03	18.1991
1.08013E-03	17.8959
1.08024E-03	17.4774
1.08026E-03	17.4148
1.08036E-03	17.108
1.08047E-03	16.7612
1.08047E-03	16.7517
1.08059E-03	16.4387
1.08068E-03	16.1945
1.08070E-03	16.1369
1.08081E-03	15.8678
1.08095E-03	15.5448
1.08095E-03	15.5447
1.08109E-03	15.2666
1.08123E-03	14.991
1.08123E-03	14.991
1.08137E-03	14.7529
1.08151E-03	14.5169
1.08155E-03	14.4466
1.08165E-03	14.3045
1.08179E-03	14.103
1.08191E-03	13.923
1.08192E-03	13.9056
1.08212E-03	13.6638
1.08227E-03	13.4755
1.08231E-03	13.4315
1.08251E-03	13.228
1.08270E-03	13.026
1.08281E-03	12.9115
1.08289E-03	12.8388
1.08309E-03	12.6706
1.08328E-03	12.5034
1.08337E-03	12.4322
1.08348E-03	12.3504
1.08375E-03	12.1476
1.08392E-03	12.0268
1.08403E-03	11.9583
1.08431E-03	11.7882
1.08459E-03	11.6193
1.08475E-03	11.5185
1.08486E-03	11.4616
1.08514E-03	11.32
1.08542E-03	11.1791
1.08558E-03	11.0951
1.08570E-03	11.0469
1.08606E-03	10.8914
1.08642E-03	10.7369
1.08669E-03	10.6186
1.08678E-03	10.5877
1.08714E-03	10.4549
1.08750E-03	10.3227
1.08786E-03	10.1912
1.08802E-03	10.1307
1.08822E-03	10.0662
1.08858E-03	9.94698
1.08891E-03	9.83748
1.08932E-03	9.70509
1.08961E-03	9.60955
1.08990E-03	9.5145
1.09020E-03	9.42001
1.09049E-03	9.32612
1.09079E-03	9.23291
1.09108E-03	9.14047
1.09137E-03	9.04892
1.09153E-03	9.0016
1.09162E-03	8.9688
1.09187E-03	8.88334
1.09211E-03	8.79888
1.09230E-03	8.73632
1.09241E-03	8.70143
1.09249E-03	8.67067
1.09267E-03	8.6009
1.09286E-03	8.53217
1.09304E-03	8.46467
1.09305E-03	8.46365
1.09323E-03	8.38583
1.09335E-03	8.33408
1.09348E-03	8.2795
1.09362E-03	8.22609
1.09374E-03	8.17802
1.09375E-03	8.17294
1.09388E-03	8.10858
1.09402E-03	8.04606
1.09411E-03	8.00059
1.09421E-03	7.95653
1.09429E-03	7.9239
1.09431E-03	7.91124
1.09441E-03	7.85827
1.09451E-03	7.81136
1.09460E-03	7.76671
1.09469E-03	7.72479
1.09470E-03	7.72045
1.09476E-03	7.68716
1.09483E-03	7.65027
1.09490E-03	7.616
1.09497E-03	7.5849
1.09503E-03	7.55767
1.09508E-03	7.543
1.09508E-03	7.54195
1.09513E-03	7.52564
1.09518E-03	7.50971
1.09523E-03	7.50001
1.09528E-03	7.49534
1.09531E-03	7.49551
1.09535E-03	7.4987
1.09538E-03	7.50534
1.09541E-03	7.51586
1.09545E-03	7.5308
1.09548E-03	7.55074
1.09551E-03	7.57437
1.09551E-03	7.57709
1.09555E-03	7.6187
1.09558E-03	7.66757
1.09561E-03	7.7246
1.09565E-03	7.79086
1.09565E-03	7.79664
1.09567E-03	7.85693
1.09569E-03	7.91871
1.09572E-03	8.00021
1.09574E-03	8.08955
1.09575E-03	8.1189
1.09577E-03	8.19697
1.09579E-03	8.31779
1.09582E-03	8.44871
1.09583E-03	8.49125
1.09585E-03	8.60005
1.09587E-03	8.76727
1.09588E-03	8.82129
1.09590E-03	8.95692
1.09592E-03	9.16454
1.09593E-03	9.23124
1.09595E-03	9.39862
1.09597E-03	9.65365
1.09598E-03	9.73522
1.09600E-03	9.93942
1.09602E-03	10.2494
1.09603E-03	10.3234
1.09605E-03	10.5959
1.09608E-03	10.9682
1.09608E-03	10.9977
1.09610E-03	11.3266
1.09612E-03	11.7949
1.09613E-03	11.8066
1.09615E-03	12.3463
1.09617E-03	12.7332
1.09618E-03	12.9267
1.09621E-03	13.5315
1.09621E-03	13.562
1.09624E-03	14.2591
1.09624E-03	14.4279
1.09626E-03	15.0171
1.09628E-03	15.4232
1.09629E-03	15.8366
1.09631E-03	16.5215
1.09632E-03	16.7208
1.09635E-03	17.6742
1.09635E-03	17.7316
1.09638E-03	18.7067
1.09638E-03	19.065
1.09640E-03	19.6667
1.09642E-03	20.6121
1.09643E-03	20.9287
1.09646E-03	22.281
1.09646E-03	22.2988
1.09649E-03	23.7383
1.09650E-03	24.1456
1.09652E-03	25.2904
1.09653E-03	26.1498
1.09656E-03	27.7972
1.09657E-03	28.2977
1.09661E-03	30.5259
1.09661E-03	30.5992
1.09665E-03	33.0648
1.09665E-03	33.082
1.09668E-03	35.6957
1.09670E-03	36.4707
1.09673E-03	39.0304
1.09674E-03	40.0924
1.09677E-03	42.5646
1.09679E-03	43.9373
1.09682E-03	46.2907
1.09686E-03	49.4553
1.09688E-03	51.8477
1.09696E-03	58.6666
1.09696E-03	58.7142
1.09707E-03	69.3126
1.09708E-03	69.742
1.09716E-03	77.1083
1.09721E-03	81.839
1.09723E-03	83.0275
1.09729E-03	87.8648
1.09729E-03	88.2336
1.09734E-03	91.4123
1.09735E-03	92.5103
1.09738E-03	94.1698
1.09742E-03	96.4527
1.09743E-03	96.8913
1.09748E-03	99.4374
1.09753E-03	101.213
1.09754E-03	101.539
1.09757E-03	102.236
1.09760E-03	102.752
1.09760E-03	102.76
1.09764E-03	103.069
1.09766E-03	103.087
1.09768E-03	102.967
1.09772E-03	102.589
1.09773E-03	102.391
1.09774E-03	102.147
1.09779E-03	100.977
1.09779E-03	100.976
1.09784E-03	99.1727
1.09784E-03	99.0384
1.09789E-03	96.8907
1.09789E-03	96.7215
1.09795E-03	93.6103
1.09795E-03	93.2187
1.09801E-03	89.5906
1.09801E-03	89.3187
1.09807E-03	84.6364
1.09809E-03	83.3108
1.09815E-03	78.6404
1.09820E-03	73.8126
1.09823E-03	71.7343
1.09833E-03	62.916
1.09841E-03	56.5512
1.09846E-03	52.3157
1.09847E-03	51.7935
1.09851E-03	48.3123
1.09855E-03	45.4189
1.09856E-03	44.5032
1.09859E-03	42.5436
1.09863E-03	40.0945
1.09864E-03	39.5659
1.09868E-03	36.7912
1.09869E-03	36.0845
1.09871E-03	35.0521
1.09874E-03	33.3951
1.09876E-03	32.5734
1.09877E-03	31.8263
1.09880E-03	30.3465
1.09882E-03	29.4527
1.09884E-03	28.6716
1.09887E-03	27.2995
1.09888E-03	26.7008
1.09890E-03	26.0205
1.09893E-03	24.8246
1.09895E-03	24.3041
1.09896E-03	23.715
1.09899E-03	22.6824
1.09901E-03	22.2334
1.09903E-03	21.7237
1.09906E-03	20.8943
1.09906E-03	20.8342
1.09909E-03	20.0252
1.09911E-03	19.6038
1.09912E-03	19.2721
1.09915E-03	18.5766
1.09916E-03	18.4685
1.09918E-03	18.0681
1.09920E-03	17.5869
1.09923E-03	17.1238
1.09923E-03	17.0346
1.09925E-03	16.7097
1.09928E-03	16.3192
1.09931E-03	15.9437
1.09931E-03	15.8712
1.09933E-03	15.6085
1.09936E-03	15.2928
1.09938E-03	14.9887
1.09939E-03	14.93
1.09941E-03	14.7191
1.09943E-03	14.4655
1.09946E-03	14.2211
1.09948E-03	14.0559
1.09948E-03	13.9923
1.09951E-03	13.7881
1.09954E-03	13.5909
1.09955E-03	13.4573
1.09956E-03	13.4066
1.09959E-03	13.211
1.09962E-03	13.0233
1.09965E-03	12.8424
1.09967E-03	12.755
1.09968E-03	12.6791
1.09971E-03	12.5327
1.09974E-03	12.3913
1.09978E-03	12.2208
1.09979E-03	12.2109
1.09983E-03	12.0575
1.09987E-03	11.91
1.09990E-03	11.803
1.09991E-03	11.7718
1.09995E-03	11.6512
1.09999E-03	11.5342
1.10003E-03	11.4203
1.10005E-03	11.3651
1.10009E-03	11.2703
1.10015E-03	11.133
1.10021E-03	10.9997
1.10026E-03	10.9133
1.10029E-03	10.8478
1.10037E-03	10.7116
1.10044E-03	10.5789
1.10046E-03	10.5529
1.10052E-03	10.4623
1.10060E-03	10.3515
1.10067E-03	10.2427
1.10077E-03	10.1147
1.10078E-03	10.1021
1.10088E-03	9.97906
1.10098E-03	9.85839
1.10106E-03	9.76492
1.10111E-03	9.71675
1.10122E-03	9.60095
1.10134E-03	9.48727
1.10145E-03	9.37554
1.10156E-03	9.26572
1.10164E-03	9.19353
1.10175E-03	9.09767
1.10185E-03	9.00343
1.10196E-03	8.91085
1.10206E-03	8.82003
1.10217E-03	8.7311
1.10228E-03	8.64427
1.10238E-03	8.55979
1.10249E-03	8.47803
1.10256E-03	8.42209
1.10258E-03	8.40597
1.10268E-03	8.32838
1.10275E-03	8.27259
1.10282E-03	8.21932
1.10289E-03	8.16908
1.10294E-03	8.13501
1.10296E-03	8.12082
1.10301E-03	8.0879
1.10305E-03	8.05744
1.10310E-03	8.02987
1.10315E-03	8.00573
1.10319E-03	7.98567
1.10324E-03	7.97049
1.10328E-03	7.96286
1.10331E-03	7.95898
1.10335E-03	7.95938
1.10338E-03	7.96467
1.10342E-03	7.97555
1.10345E-03	7.99283
1.10346E-03	7.9961
1.10349E-03	8.02399
1.10351E-03	8.0535
1.10354E-03	8.08814
1.10357E-03	8.12843
1.10359E-03	8.17489
1.10360E-03	8.18435
1.10362E-03	8.23604
1.10365E-03	8.30628
1.10367E-03	8.38467
1.10370E-03	8.47192
1.10370E-03	8.48916
1.10373E-03	8.57706
1.10375E-03	8.69445
1.10376E-03	8.71736
1.10378E-03	8.83069
1.10381E-03	8.98082
1.10381E-03	9.00981
1.10383E-03	9.13508
1.10385E-03	9.30296
1.10388E-03	9.48296
1.10388E-03	9.52143
1.10390E-03	9.68957
1.10392E-03	9.91344
1.10395E-03	10.1518
1.10395E-03	10.2026
1.10397E-03	10.4198
1.10399E-03	10.7077
1.10400E-03	10.7688
1.10402E-03	11.0265
1.10404E-03	11.3667
1.10405E-03	11.4386
1.10406E-03	11.7416
1.10409E-03	12.1403
1.10409E-03	12.2244
1.10411E-03	12.5778
1.10414E-03	13.0414
1.10414E-03	13.1389
1.10416E-03	13.5477
1.10419E-03	14.1953
1.10419E-03	14.2944
1.10422E-03	14.9672
1.10423E-03	15.4063
1.10424E-03	15.6848
1.10427E-03	16.5646
1.10428E-03	16.7271
1.10431E-03	17.5791
1.10432E-03	18.1751
1.10434E-03	18.799
1.10437E-03	19.9808
1.10438E-03	20.1182
1.10441E-03	21.557
1.10442E-03	22.0087
1.10445E-03	23.1065
1.10447E-03	24.2491
1.10448E-03	24.5771
1.10452E-03	26.6606
1.10452E-03	26.709
1.10456E-03	28.9075
1.10457E-03	29.158
1.10460E-03	31.3058
1.10461E-03	31.786
1.10466E-03	34.5738
1.10466E-03	34.7225
1.10470E-03	37.5423
1.10473E-03	39.3237
1.10476E-03	41.6924
1.10481E-03	45.1998
1.10482E-03	45.7481
1.10489E-03	51.3465
1.10499E-03	58.4762
1.10507E-03	64.2722
1.10512E-03	68.0816
1.10513E-03	68.8247
1.10517E-03	71.3542
1.10522E-03	74.0879
1.10523E-03	75.1312
1.10529E-03	77.9659
1.10529E-03	78.1058
1.10535E-03	80.568
1.10536E-03	81.0142
1.10539E-03	82.1176
1.10543E-03	83.0387
1.10544E-03	83.3595
1.10549E-03	84.2653
1.10550E-03	84.3341
1.10550E-03	84.3395
1.10555E-03	84.6206
1.10556E-03	84.6173
1.10560E-03	84.4378
1.10561E-03	84.371
1.10566E-03	83.6173
1.10566E-03	83.5557
1.10570E-03	82.5205
1.10572E-03	81.9833
1.10576E-03	80.7612
1.10578E-03	79.8298
1.10581E-03	78.7815
1.10585E-03	76.7801
1.10586E-03	76.1252
1.10591E-03	73.7117
1.10593E-03	72.4378
1.10598E-03	69.527
1.10601E-03	67.2986
1.10605E-03	64.7979
1.10616E-03	57.0224
1.10622E-03	52.8016
1.10629E-03	48.2648
1.10636E-03	43.8798
1.10638E-03	42.4547
1.10640E-03	41.0922
1.10645E-03	38.2903
1.10648E-03	36.2524
1.10649E-03	35.6191
1.10654E-03	33.1229
1.10655E-03	32.5417
1.10657E-03	31.556
1.10660E-03	30.0601
1.10662E-03	29.2075
1.10663E-03	28.638
1.10667E-03	27.1096
1.10669E-03	26.4049
1.10670E-03	25.8921
1.10673E-03	24.7498
1.10675E-03	23.9317
1.10676E-03	23.6643
1.10679E-03	22.6594
1.10682E-03	21.7717
1.10682E-03	21.6999
1.10685E-03	20.824
1.10688E-03	19.9862
1.10688E-03	19.9078
1.10691E-03	19.2248
1.10694E-03	18.502
1.10695E-03	18.3126
1.10697E-03	17.8431
1.10699E-03	17.3089
1.10702E-03	16.7963
1.10705E-03	16.3398
1.10707E-03	15.9024
1.10710E-03	15.4827
1.10712E-03	15.1116
1.10715E-03	14.7561
1.10718E-03	14.4153
1.10720E-03	14.1147
1.10723E-03	13.8268
1.10725E-03	13.5504
1.10728E-03	13.3074
1.10730E-03	13.0741
1.10733E-03	12.8501
1.10736E-03	12.6549
1.10738E-03	12.4676
1.10742E-03	12.2256
1.10743E-03	12.1488
1.10745E-03	12.011
1.10749E-03	11.8143
1.10752E-03	11.6266
1.10756E-03	11.4679
1.10759E-03	11.3161
1.10763E-03	11.1703
1.10766E-03	11.0299
1.10770E-03	10.9096
1.10773E-03	10.7935
1.10776E-03	10.7188
1.10778E-03	10.6523
1.10782E-03	10.5249
1.10787E-03	10.4019
1.10792E-03	10.2828
1.10794E-03	10.2248
1.10796E-03	10.1741
1.10803E-03	10.0269
1.10810E-03	9.88457
1.10813E-03	9.8384
1.10816E-03	9.77588
1.10823E-03	9.65407
1.10831E-03	9.53521
1.10838E-03	9.41887
1.10846E-03	9.2887
1.10849E-03	9.25278
1.10859E-03	9.10504
1.10870E-03	8.96104
1.10873E-03	8.9172
1.10883E-03	8.78762
1.10893E-03	8.66082
1.10901E-03	8.55905
1.10903E-03	8.53688
1.10913E-03	8.41626
1.10923E-03	8.29854
1.10933E-03	8.18383
1.10943E-03	8.07242
1.10953E-03	7.96462
1.10963E-03	7.86088
1.10968E-03	7.80542
1.10973E-03	7.75613
1.10981E-03	7.67299
1.10989E-03	7.58268
1.10996E-03	7.51866
1.11003E-03	7.45835
1.11009E-03	7.40669
1.11009E-03	7.40208
1.11016E-03	7.34735
1.11022E-03	7.29872
1.11029E-03	7.2575
1.11034E-03	7.23491
1.11038E-03	7.21694
1.11042E-03	7.20428
1.11043E-03	7.20378
1.11047E-03	7.20499
1.11052E-03	7.21545
1.11055E-03	7.2286
1.11056E-03	7.23423
1.11059E-03	7.2547
1.11062E-03	7.29029
1.11065E-03	7.33303
1.11066E-03	7.34571
1.11069E-03	7.39326
1.11072E-03	7.46566
1.11073E-03	7.47802
1.11076E-03	7.56049
1.11079E-03	7.6689
1.11079E-03	7.67492
1.11082E-03	7.80861
1.11086E-03	7.95582
1.11086E-03	7.96472
1.11089E-03	8.15783
1.11090E-03	8.23691
1.11093E-03	8.38361
1.11095E-03	8.58718
1.11096E-03	8.64387
1.11098E-03	8.87066
1.11100E-03	9.02276
1.11101E-03	9.12018
1.11103E-03	9.3816
1.11105E-03	9.55831
1.11106E-03	9.6648
1.11108E-03	9.97754
1.11108E-03	9.97761
1.11110E-03	10.3271
1.11111E-03	10.4579
1.11113E-03	10.7085
1.11115E-03	10.9993
1.11115E-03	11.1241
1.11118E-03	11.5788
1.11118E-03	11.711
1.11120E-03	12.0777
1.11122E-03	12.5244
1.11122E-03	12.6135
1.11125E-03	13.2034
1.11126E-03	13.4534
1.11127E-03	13.842
1.11129E-03	14.5031
1.11129E-03	14.5235
1.11132E-03	15.2687
1.11132E-03	15.2798
1.11134E-03	16.0736
1.11134E-03	16.1217
1.11137E-03	17.0364
1.11138E-03	17.4017
1.11139E-03	18.0165
1.11141E-03	18.6135
1.11142E-03	19.0715
1.11143E-03	19.7932
1.11144E-03	20.206
1.11146E-03	21.0648
1.11147E-03	21.4256
1.11149E-03	22.7265
1.11150E-03	22.9118
1.11152E-03	24.1266
1.11153E-03	24.9466
1.11154E-03	25.6121
1.11157E-03	27.1738
1.11157E-03	27.7139
1.11160E-03	29.5976
1.11161E-03	29.9878
1.11164E-03	32.2304
1.11164E-03	32.4412
1.11167E-03	35.078
1.11170E-03	37.9184
1.11171E-03	38.6569
1.11174E-03	40.9454
1.11175E-03	42.5291
1.11177E-03	44.162
1.11179E-03	46.6986
1.11180E-03	47.5672
1.11183E-03	51.1775
1.11184E-03	52.1081
1.11188E-03	56.9362
1.11189E-03	57.6013
1.11192E-03	61.9676
1.11193E-03	63.1197
1.11197E-03	68.8471
1.11200E-03	71.9539
1.11203E-03	76.1048
1.11208E-03	83.786
1.11209E-03	85.6101
1.11217E-03	97.9392
1.11228E-03	114.545
1.11235E-03	125.631
1.11237E-03	129.45
1.11241E-03	135.285
1.11245E-03	140.731
1.11248E-03	144.175
1.11253E-03	150.723
1.11253E-03	150.723
1.11257E-03	155.501
1.11260E-03	158.196
1.11262E-03	160.225
1.11266E-03	163.411
1.11267E-03	163.901
1.11271E-03	167.141
1.11272E-03	167.652
1.11277E-03	169.833
1.11278E-03	170.432
1.11280E-03	170.855
1.11283E-03	171.542
1.11284E-03	171.6
1.11289E-03	171.69
1.11289E-03	171.658
1.11292E-03	171.154
1.11294E-03	170.721
1.11297E-03	169.778
1.11299E-03	168.726
1.11302E-03	167.128
1.11305E-03	165.174
1.11308E-03	162.985
1.11310E-03	161.167
1.11315E-03	157.24
1.11316E-03	155.48
1.11321E-03	150.162
1.11323E-03	147.887
1.11327E-03	143
1.11331E-03	138.308
1.11335E-03	133.182
1.11344E-03	120.406
1.11347E-03	116.155
1.11356E-03	102.688
1.11363E-03	94.0152
1.11366E-03	89.9638
1.11369E-03	85.8519
1.11374E-03	79.5823
1.11374E-03	79.4126
1.11379E-03	73.6648
1.11379E-03	72.866
1.11383E-03	68.5505
1.11385E-03	65.9205
1.11386E-03	64.9832
1.11390E-03	61.5988
1.11391E-03	60.5309
1.11393E-03	58.3876
1.11396E-03	55.5563
1.11396E-03	55.3106
1.11399E-03	52.4404
1.11401E-03	51.0135
1.11403E-03	49.7149
1.11406E-03	47.1361
1.11406E-03	46.8733
1.11409E-03	44.9514
1.11410E-03	44.3445
1.11412E-03	42.9071
1.11415E-03	40.9916
1.11415E-03	40.949
1.11418E-03	39.1529
1.11420E-03	37.9894
1.11421E-03	37.4424
1.11424E-03	35.8506
1.11425E-03	35.2997
1.11427E-03	34.3676
1.11429E-03	32.9638
1.11430E-03	32.9011
1.11432E-03	31.6867
1.11435E-03	30.7791
1.11435E-03	30.4751
1.11439E-03	29.2848
1.11440E-03	28.8993
1.11441E-03	28.4482
1.11443E-03	27.6591
1.11445E-03	27.2414
1.11446E-03	26.9146
1.11448E-03	26.218
1.11450E-03	25.7816
1.11450E-03	25.5588
1.11453E-03	24.952
1.11455E-03	24.3603
1.11456E-03	24.1128
1.11458E-03	23.8146
1.11460E-03	23.3059
1.11462E-03	22.8096
1.11463E-03	22.7064
1.11466E-03	22.1474
1.11469E-03	21.5182
1.11469E-03	21.5181
1.11473E-03	20.9697
1.11475E-03	20.6145
1.11476E-03	20.5153
1.11478E-03	20.2019
1.11481E-03	19.8104
1.11483E-03	19.662
1.11484E-03	19.4556
1.11488E-03	19.1271
1.11491E-03	18.8068
1.11493E-03	18.6069
1.11494E-03	18.5088
1.11497E-03	18.2436
1.11501E-03	17.857
1.11502E-03	17.7599
1.11506E-03	17.5168
1.11510E-03	17.1987
1.11513E-03	17.0497
1.11515E-03	16.9079
1.11520E-03	16.6417
1.11523E-03	16.4587
1.11524E-03	16.3911
1.11529E-03	16.176
1.11533E-03	15.9653
1.11536E-03	15.8067
1.11540E-03	15.6748
1.11546E-03	15.4111
1.11550E-03	15.2655
1.11553E-03	15.1678
1.11559E-03	14.9485
1.11566E-03	14.7331
1.11570E-03	14.619
1.11573E-03	14.5327
1.11581E-03	14.2879
1.11582E-03	14.2602
1.11590E-03	14.0732
1.11598E-03	13.8972
1.11607E-03	13.6843
1.11608E-03	13.6532
1.11616E-03	13.4999
1.11625E-03	13.3225
1.11634E-03	13.1542
1.11637E-03	13.0976
1.11650E-03	12.8972
1.11660E-03	12.7326
1.11662E-03	12.7042
1.11674E-03	12.5364
1.11686E-03	12.3708
1.11699E-03	12.198
1.11700E-03	12.18
1.11713E-03	12.0417
1.11726E-03	11.8899
1.11740E-03	11.7397
1.11741E-03	11.7248
1.11753E-03	11.6083
1.11767E-03	11.4801
1.11787E-03	11.2899
1.11789E-03	11.2771
1.11801E-03	11.1782
1.11817E-03	11.0471
1.11833E-03	10.9172
1.11850E-03	10.7885
1.11850E-03	10.7883
1.11866E-03	10.6751
1.11882E-03	10.5628
1.11899E-03	10.4516
1.11919E-03	10.3139
1.11927E-03	10.2593
1.11948E-03	10.1235
1.11964E-03	10.0161
1.11980E-03	9.90998
1.11997E-03	9.80516
1.12013E-03	9.70183
1.12029E-03	9.60024
1.12042E-03	9.51789
1.12054E-03	9.43683
1.12067E-03	9.3486
1.12078E-03	9.27967
1.12084E-03	9.24603
1.12089E-03	9.20631
1.12100E-03	9.12884
1.12111E-03	9.05372
1.12119E-03	8.99926
1.12127E-03	8.94678
1.12135E-03	8.88701
1.12144E-03	8.83026
1.12149E-03	8.79451
1.12155E-03	8.74865
1.12161E-03	8.70596
1.12165E-03	8.67962
1.12169E-03	8.65529
1.12173E-03	8.63331
1.12178E-03	8.61406
1.12182E-03	8.598
1.12185E-03	8.58704
1.12186E-03	8.58542
1.12190E-03	8.57518
1.12193E-03	8.57081
1.12196E-03	8.56966
1.12199E-03	8.57212
1.12202E-03	8.57865
1.12205E-03	8.58973
1.12208E-03	8.60591
1.12211E-03	8.6278
1.12212E-03	8.63931
1.12214E-03	8.65978
1.12217E-03	8.69645
1.12220E-03	8.73928
1.12222E-03	8.78891
1.12225E-03	8.84594
1.12226E-03	8.87853
1.12228E-03	8.91592
1.12231E-03	8.99954
1.12233E-03	9.09287
1.12236E-03	9.19671
1.12236E-03	9.21595
1.12239E-03	9.32087
1.12241E-03	9.45917
1.12243E-03	9.52873
1.12244E-03	9.61846
1.12247E-03	9.79855
1.12250E-03	9.99434
1.12251E-03	10.136
1.12252E-03	10.2135
1.12255E-03	10.464
1.12258E-03	10.7336
1.12259E-03	10.8551
1.12261E-03	11.078
1.12264E-03	11.4596
1.12266E-03	11.7184
1.12267E-03	11.8799
1.12270E-03	12.3472
1.12270E-03	12.3842
1.12273E-03	12.8685
1.12275E-03	13.1578
1.12276E-03	13.4385
1.12279E-03	14.0352
1.12279E-03	14.0594
1.12282E-03	14.7452
1.12283E-03	15.0411
1.12285E-03	15.4894
1.12288E-03	16.169
1.12288E-03	16.2922
1.12292E-03	17.3327
1.12292E-03	17.4357
1.12295E-03	18.3268
1.12297E-03	18.8497
1.12298E-03	19.3931
1.12301E-03	20.4431
1.12301E-03	20.5313
1.12305E-03	21.758
1.12306E-03	22.2047
1.12308E-03	23.0625
1.12310E-03	24.1328
1.12313E-03	25.1662
1.12315E-03	26.2122
1.12317E-03	27.2458
1.12319E-03	28.4546
1.12322E-03	29.6603
1.12323E-03	30.5421
1.12328E-03	32.9044
1.12328E-03	33.2703
1.12333E-03	36.1653
1.12335E-03	37.0974
1.12338E-03	39.196
1.12344E-03	43.0798
1.12345E-03	44.0272
1.12351E-03	47.8415
1.12358E-03	52.2116
1.12366E-03	57.391
1.12373E-03	61.6912
1.12377E-03	64.2367
1.12378E-03	64.9495
1.12384E-03	68.1073
1.12386E-03	68.9252
1.12390E-03	70.4783
1.12393E-03	71.8683
1.12394E-03	72.3017
1.12399E-03	73.7254
1.12400E-03	73.9697
1.12403E-03	74.8486
1.12405E-03	75.3096
1.12408E-03	75.8213
1.12410E-03	76.0269
1.12411E-03	76.1584
1.12415E-03	76.3755
1.12417E-03	76.3744
1.12420E-03	76.2684
1.12423E-03	76.0538
1.12426E-03	75.6091
1.12429E-03	75.058
1.12431E-03	74.7161
1.12434E-03	73.7996
1.12437E-03	73.1231
1.12439E-03	72.1856
1.12443E-03	70.8009
1.12446E-03	69.6482
1.12450E-03	67.8791
1.12453E-03	66.5288
1.12457E-03	64.1971
1.12459E-03	63.0193
1.12465E-03	59.5358
