E(MeV)	"PR-141(N,TOT)"
4.54327E-03	134.262
4.54328E-03	133.481
4.54347E-03	123.123
4.54355E-03	118.696
4.54367E-03	112.478
4.54375E-03	108.343
4.54381E-03	105.778
4.54394E-03	99.3788
4.54395E-03	98.7398
4.54407E-03	93.4547
4.54415E-03	89.9404
4.54421E-03	87.7711
4.54429E-03	84.5264
4.54434E-03	82.5009
4.54442E-03	79.4714
4.54447E-03	77.5862
4.54455E-03	74.7668
4.54461E-03	73.0169
4.54469E-03	70.4
4.54474E-03	68.7794
4.54482E-03	66.3555
4.54487E-03	64.8574
4.54495E-03	62.6165
4.54501E-03	61.2332
4.54509E-03	59.164
4.54514E-03	57.8876
4.54522E-03	55.9788
4.54527E-03	54.8018
4.54535E-03	53.0416
4.54541E-03	51.9563
4.54549E-03	50.3333
4.54554E-03	49.3324
4.54562E-03	47.8355
4.54567E-03	46.9291
4.54581E-03	44.6702
4.54582E-03	44.445
4.54594E-03	42.637
4.54602E-03	41.4351
4.54608E-03	40.7188
4.54622E-03	38.8438
4.54622E-03	38.7547
4.54636E-03	37.1473
4.54640E-03	36.6661
4.54645E-03	36.0872
4.54661E-03	34.3549
4.54664E-03	34.0963
4.54682E-03	32.2922
4.54700E-03	30.7905
4.54704E-03	30.4449
4.54717E-03	29.4116
4.54728E-03	28.5871
4.54734E-03	28.1148
4.54741E-03	27.6436
4.54752E-03	26.954
4.54768E-03	25.922
4.54769E-03	25.8453
4.54787E-03	24.8511
4.54795E-03	24.3935
4.54813E-03	23.4711
4.54821E-03	23.0284
4.54836E-03	22.3387
4.54848E-03	21.8038
4.54859E-03	21.3549
4.54875E-03	20.7006
4.54881E-03	20.4507
4.54901E-03	19.7029
4.54904E-03	19.6178
4.54926E-03	18.854
4.54928E-03	18.7976
4.54957E-03	17.9318
4.54962E-03	17.7795
4.54987E-03	17.0974
4.54995E-03	16.8709
4.55017E-03	16.3418
4.55028E-03	16.0577
4.55039E-03	15.8205
4.55062E-03	15.3293
4.55062E-03	15.3293
4.55087E-03	14.8407
4.55095E-03	14.6786
4.55106E-03	14.4973
4.55124E-03	14.173
4.55128E-03	14.1013
4.55137E-03	13.9748
4.55149E-03	13.7864
4.55162E-03	13.5997
4.55162E-03	13.5997
4.55174E-03	13.4415
4.55184E-03	13.3245
4.55193E-03	13.2091
4.55195E-03	13.1839
4.55203E-03	13.1124
4.55212E-03	13.0227
4.55221E-03	12.9356
4.55225E-03	12.9001
4.55231E-03	12.8657
4.55237E-03	12.8278
4.55243E-03	12.7916
4.55250E-03	12.7572
4.55255E-03	12.727
4.55256E-03	12.7262
4.55262E-03	12.716
4.55268E-03	12.7085
4.55274E-03	12.7033
4.55280E-03	12.7004
4.55285E-03	12.7001
4.55286E-03	12.7014
4.55292E-03	12.7228
4.55298E-03	12.7472
4.55304E-03	12.7746
4.55305E-03	12.7837
4.55310E-03	12.8174
4.55316E-03	12.8689
4.55322E-03	12.9239
4.55326E-03	12.963
4.55327E-03	12.9889
4.55333E-03	13.0704
4.55341E-03	13.1854
4.55346E-03	13.2498
4.55349E-03	13.3204
4.55357E-03	13.477
4.55365E-03	13.6414
4.55366E-03	13.6504
4.55373E-03	13.8389
4.55381E-03	14.0458
4.55386E-03	14.1701
4.55389E-03	14.271
4.55396E-03	14.5051
4.55406E-03	14.8015
4.55408E-03	14.8757
4.55419E-03	15.2906
4.55430E-03	15.718
4.55439E-03	16.0598
4.55445E-03	16.3134
4.55489E-03	18.1314
4.55491E-03	18.1899
4.55503E-03	18.6514
4.55515E-03	19.0829
4.55517E-03	19.1402
4.55530E-03	19.5444
4.55533E-03	19.6192
4.55542E-03	19.8243
4.55551E-03	20.0064
4.55555E-03	20.0594
4.55563E-03	20.1654
4.55567E-03	20.1953
4.55578E-03	20.2441
4.55580E-03	20.2474
4.55589E-03	20.2071
4.55598E-03	20.1385
4.55600E-03	20.108
4.55611E-03	19.9262
4.55615E-03	19.8316
4.55621E-03	19.6715
4.55632E-03	19.3566
4.55633E-03	19.322
4.55643E-03	18.9646
4.55653E-03	18.5645
4.55653E-03	18.5446
4.55664E-03	18.057
4.55671E-03	17.7294
4.55676E-03	17.4307
4.55689E-03	16.7566
4.55696E-03	16.3856
4.55706E-03	15.8169
4.55735E-03	14.1177
4.55745E-03	13.5362
4.55758E-03	12.8022
4.55765E-03	12.4361
4.55773E-03	11.9856
4.55785E-03	11.4232
4.55785E-03	11.4031
4.55797E-03	10.869
4.55800E-03	10.738
4.55805E-03	10.495
4.55814E-03	10.1384
4.55815E-03	10.1197
4.55823E-03	9.81678
4.55832E-03	9.50611
4.55832E-03	9.48604
4.55840E-03	9.22946
4.55847E-03	9.01712
4.55849E-03	8.96858
4.55855E-03	8.81197
4.55861E-03	8.65933
4.55862E-03	8.61472
4.55866E-03	8.52038
4.55872E-03	8.38936
4.55877E-03	8.27475
4.55878E-03	8.26355
4.55884E-03	8.15497
4.55890E-03	8.04979
4.55896E-03	7.92779
4.55900E-03	7.86897
4.55903E-03	7.81928
4.55910E-03	7.72401
4.55917E-03	7.63258
4.55923E-03	7.56668
4.55924E-03	7.54826
4.55931E-03	7.4779
4.55938E-03	7.41059
4.55945E-03	7.34609
4.55952E-03	7.29544
4.55959E-03	7.24713
4.55966E-03	7.20094
4.55971E-03	7.16774
4.55973E-03	7.1588
4.55980E-03	7.12476
4.55987E-03	7.09228
4.55994E-03	7.06121
4.55997E-03	7.0463
4.56001E-03	7.03518
4.56008E-03	7.01405
4.56015E-03	6.99392
4.56025E-03	6.96534
4.56036E-03	6.93841
4.56046E-03	6.91284
4.56050E-03	6.9047
4.56057E-03	6.89432
4.56067E-03	6.87966
4.56078E-03	6.86577
4.56091E-03	6.84818
4.56105E-03	6.83143
4.56119E-03	6.81541
4.56124E-03	6.8125
4.56147E-03	6.79908
4.56170E-03	6.7865
4.56189E-03	6.77699
4.56205E-03	6.77404
4.56224E-03	6.77118
4.56252E-03	6.77578
4.56287E-03	6.78254
4.56305E-03	6.79454
4.56312E-03	6.79942
4.56354E-03	6.82903
4.56369E-03	6.84035
4.56409E-03	6.89382
4.56451E-03	6.95022
4.56465E-03	6.97842
4.56521E-03	7.09195
4.56533E-03	7.11695
4.56576E-03	7.23321
4.56587E-03	7.26281
4.56632E-03	7.40722
4.56642E-03	7.43924
4.56688E-03	7.61876
4.56708E-03	7.69908
4.56762E-03	7.95238
4.56767E-03	7.9743
4.56818E-03	8.25682
4.56825E-03	8.29803
4.56873E-03	8.60991
4.56884E-03	8.67607
4.56929E-03	9.01759
4.56942E-03	9.11543
4.56981E-03	9.44639
4.56985E-03	9.48164
4.57033E-03	9.94097
4.57041E-03	10.0212
4.57085E-03	10.5035
4.57130E-03	11.0519
4.57137E-03	11.1434
4.57174E-03	11.6549
4.57176E-03	11.6806
4.57219E-03	12.3383
4.57226E-03	12.4529
4.57263E-03	13.0913
4.57274E-03	13.3015
4.57300E-03	13.7931
4.57330E-03	14.4103
4.57338E-03	14.5649
4.57367E-03	15.2449
4.57375E-03	15.4152
4.57404E-03	16.1653
4.57412E-03	16.3531
4.57442E-03	17.1816
4.57449E-03	17.389
4.57479E-03	18.3055
4.57486E-03	18.535
4.57516E-03	19.5506
4.57523E-03	19.8049
4.57553E-03	20.9322
4.57560E-03	21.2145
4.57590E-03	22.4683
4.57598E-03	22.7823
4.57625E-03	24.0744
4.57627E-03	24.1678
4.57653E-03	25.4779
4.57664E-03	26.0874
4.57681E-03	27.0034
4.57701E-03	28.2202
4.57709E-03	28.6635
4.57737E-03	30.4724
4.57739E-03	30.6038
4.57765E-03	32.4464
4.57776E-03	33.3077
4.57792E-03	34.6017
4.57804E-03	35.5437
4.57820E-03	36.9583
4.57831E-03	37.9891
4.57848E-03	39.5374
4.57859E-03	40.6665
4.57876E-03	42.3622
4.57887E-03	43.5998
4.57904E-03	45.4586
4.57915E-03	46.8157
4.57932E-03	48.8539
4.57943E-03	50.3425
4.57960E-03	52.5783
4.57971E-03	54.2109
4.57987E-03	56.6629
4.57999E-03	58.4526
4.58015E-03	61.1406
4.58026E-03	63.1005
4.58043E-03	66.044
4.58054E-03	68.187
4.58071E-03	71.4055
4.58082E-03	73.7436
4.58099E-03	77.2545
4.58110E-03	79.7975
4.58127E-03	83.6162
4.58138E-03	86.3714
4.58154E-03	90.508
4.58166E-03	93.4782
4.58182E-03	97.9382
4.58203E-03	103.773
4.58210E-03	105.898
4.58240E-03	115.01
4.58247E-03	117.29
4.58284E-03	129.457
4.58296E-03	133.317
4.58359E-03	155.196
4.58370E-03	159.056
4.58400E-03	169.345
4.58407E-03	171.769
4.58444E-03	183.875
4.58472E-03	192.032
4.58476E-03	193.117
4.58500E-03	199.307
4.58503E-03	200.257
4.58528E-03	205.438
4.58531E-03	206.232
4.58554E-03	210.139
4.58555E-03	210.301
4.58581E-03	213.498
4.58586E-03	213.869
4.58600E-03	214.929
4.58602E-03	215.097
4.58629E-03	215.778
4.58631E-03	215.824
4.58652E-03	215.215
4.58656E-03	215.094
4.58676E-03	213.488
4.58681E-03	213.12
4.58704E-03	210.172
4.58708E-03	209.698
4.58732E-03	205.516
4.58736E-03	204.871
4.58763E-03	198.91
4.58765E-03	198.449
4.58789E-03	192.447
4.58793E-03	191.522
4.58838E-03	178.996
4.58930E-03	150.576
4.58956E-03	142.623
4.58968E-03	139.344
4.58994E-03	131.698
4.59005E-03	128.597
4.59031E-03	121.369
4.59042E-03	118.479
4.59068E-03	111.744
4.59070E-03	111.3
4.59098E-03	104.648
4.59105E-03	102.877
4.59125E-03	98.417
4.59142E-03	94.7724
4.59153E-03	92.5616
4.59179E-03	87.4088
4.59181E-03	87.0709
4.59207E-03	82.3481
4.59209E-03	82.0353
4.59235E-03	77.6595
4.59237E-03	77.3733
4.59265E-03	73.0872
4.59272E-03	71.9455
4.59292E-03	69.1098
4.59309E-03	66.7925
4.59320E-03	65.3968
4.59346E-03	62.1438
4.59348E-03	61.9337
4.59376E-03	58.7857
4.59383E-03	57.9471
4.59404E-03	55.859
4.59421E-03	54.1524
4.59432E-03	53.1205
4.59458E-03	50.7155
4.59469E-03	49.7788
4.59495E-03	47.5962
4.59506E-03	46.7443
4.59532E-03	44.7593
4.59543E-03	43.9828
4.59569E-03	42.1735
4.59580E-03	41.4642
4.59606E-03	39.8113
4.59617E-03	39.162
4.59643E-03	37.6486
4.59654E-03	37.0527
4.59680E-03	35.664
4.59692E-03	35.1161
4.59718E-03	33.839
4.59729E-03	33.334
4.59755E-03	32.1571
4.59766E-03	31.6995
4.59803E-03	30.176
4.59810E-03	29.8716
4.59840E-03	28.7848
4.59866E-03	27.8348
4.59877E-03	27.47
4.59922E-03	26.0124
4.59933E-03	25.6846
4.59978E-03	24.3755
4.59989E-03	24.0801
4.60026E-03	23.0969
4.60033E-03	22.9004
4.60070E-03	21.9972
4.60082E-03	21.7482
4.60130E-03	20.6708
4.60137E-03	20.5212
4.60189E-03	19.4754
4.60193E-03	19.4079
4.60249E-03	18.3965
4.60308E-03	17.4223
4.60308E-03	17.4155
4.60368E-03	16.5374
4.60378E-03	16.4014
4.60428E-03	15.746
4.60447E-03	15.4998
4.60488E-03	15.0359
4.60517E-03	14.7096
4.60548E-03	14.4042
4.60586E-03	14.0265
4.60600E-03	13.9111
4.60656E-03	13.4502
4.60665E-03	13.3864
4.60712E-03	13.0686
4.60730E-03	12.9642
4.60760E-03	12.796
4.60779E-03	12.7149
4.60809E-03	12.585
4.60812E-03	12.5776
4.60858E-03	12.442
4.60864E-03	12.4336
4.60906E-03	12.3754
4.60918E-03	12.373
4.60923E-03	12.3721
4.60972E-03	12.4268
4.60972E-03	12.4274
4.61004E-03	12.5241
4.61008E-03	12.5403
4.61037E-03	12.6776
4.61044E-03	12.7223
4.61070E-03	12.8953
4.61080E-03	12.9843
4.61102E-03	13.187
4.61116E-03	13.34
4.61135E-03	13.5649
4.61151E-03	13.7977
4.61168E-03	14.0439
4.61186E-03	14.374
4.61192E-03	14.4803
4.61214E-03	14.9241
4.61222E-03	15.1162
4.61240E-03	15.565
4.61248E-03	15.7923
4.61267E-03	16.3235
4.61278E-03	16.7032
4.61287E-03	16.9812
4.61307E-03	17.726
4.61310E-03	17.8748
4.61324E-03	18.4707
4.61331E-03	18.8033
4.61342E-03	19.3028
4.61360E-03	20.2328
4.61377E-03	21.2736
4.61386E-03	21.8558
4.61395E-03	22.4386
4.61404E-03	23.091
4.61413E-03	23.744
4.61422E-03	24.4759
4.61431E-03	25.2083
4.61439E-03	26.03
4.61448E-03	26.8522
4.61457E-03	27.7755
4.61466E-03	28.6995
4.61475E-03	29.7224
4.61479E-03	30.2344
4.61492E-03	31.911
4.61506E-03	33.7434
4.61510E-03	34.4104
4.61519E-03	35.7457
4.61528E-03	37.2042
4.61532E-03	37.934
4.61545E-03	40.3246
4.61559E-03	42.9363
4.61563E-03	43.8862
4.61572E-03	45.7872
4.61581E-03	47.8595
4.61585E-03	48.8965
4.61599E-03	52.284
4.61612E-03	55.9706
4.61616E-03	57.3046
4.61625E-03	59.9748
4.61634E-03	62.8688
4.61638E-03	64.3167
4.61652E-03	69.0127
4.61665E-03	74.0806
4.61669E-03	75.897
4.61678E-03	79.5326
4.61687E-03	83.4286
4.61691E-03	85.3784
4.61705E-03	91.6234
4.61722E-03	100.573
4.61740E-03	110.22
4.61749E-03	115.371
4.61758E-03	120.524
4.61775E-03	131.424
4.61802E-03	148.686
4.61846E-03	178.699
4.61866E-03	191.899
4.61873E-03	196.463
4.61890E-03	207.868
4.61894E-03	210.148
4.61908E-03	218.489
4.61915E-03	222.657
4.61926E-03	228.297
4.61931E-03	231.115
4.61943E-03	236.902
4.61949E-03	239.379
4.61961E-03	244.205
4.61966E-03	246.27
4.61979E-03	250.027
4.61984E-03	251.634
4.61993E-03	253.556
4.61999E-03	254.706
4.62003E-03	255.581
4.62017E-03	257.205
4.62018E-03	257.246
4.62032E-03	257.744
4.62046E-03	257.138
4.62050E-03	256.688
4.62064E-03	254.876
4.62067E-03	254.108
4.62081E-03	251.029
4.62084E-03	250.07
4.62102E-03	244.724
4.62104E-03	244.037
4.62122E-03	236.8
4.62126E-03	235.033
4.62149E-03	224.589
4.62150E-03	223.753
4.62177E-03	209.718
4.62193E-03	200.676
4.62228E-03	180.584
4.62255E-03	165.519
4.62256E-03	164.515
4.62272E-03	155.894
4.62283E-03	150.149
4.62290E-03	146.563
4.62308E-03	137.604
4.62310E-03	136.709
4.62325E-03	129.304
4.62336E-03	124.369
4.62343E-03	121.338
4.62354E-03	116.794
4.62361E-03	113.974
4.62371E-03	109.747
4.62378E-03	107.135
4.62389E-03	103.218
4.62396E-03	100.807
4.62407E-03	97.1917
4.62414E-03	94.9712
4.62424E-03	91.6427
4.62432E-03	89.6018
4.62442E-03	86.5425
4.62449E-03	84.6692
4.62460E-03	81.8611
4.62467E-03	80.1425
4.62478E-03	77.5662
4.62485E-03	75.9896
4.62495E-03	73.6264
4.62502E-03	72.1796
4.62513E-03	70.0106
4.62520E-03	68.682
4.62531E-03	66.69
4.62538E-03	65.4929
4.62555E-03	62.5015
4.62557E-03	62.2025
4.62573E-03	59.8211
4.62584E-03	58.2341
4.62591E-03	57.2945
4.62608E-03	54.9465
4.62610E-03	54.7117
4.62626E-03	52.8281
4.62637E-03	51.573
4.62644E-03	50.8237
4.62663E-03	48.7643
4.62670E-03	48.0909
4.62690E-03	46.2404
4.62692E-03	46.0153
4.62719E-03	43.7661
4.62723E-03	43.429
4.62745E-03	41.731
4.62754E-03	41.0987
4.62772E-03	39.8749
4.62785E-03	39.0098
4.62798E-03	38.2032
4.62816E-03	37.1283
4.62824E-03	36.6926
4.62849E-03	35.2895
4.62850E-03	35.2532
4.62875E-03	34.0292
4.62888E-03	33.4121
4.62914E-03	32.277
4.62925E-03	31.7631
4.62952E-03	30.7062
4.62963E-03	30.2784
4.62990E-03	29.2907
4.63000E-03	28.9352
4.63024E-03	28.1978
4.63057E-03	27.1449
4.63101E-03	25.9173
4.63113E-03	25.5798
4.63145E-03	24.7861
4.63158E-03	24.4578
4.63189E-03	23.7675
4.63212E-03	23.2746
4.63234E-03	22.8317
4.63265E-03	22.2119
4.63278E-03	21.9718
4.63318E-03	21.252
4.63322E-03	21.181
4.63384E-03	20.1872
4.63397E-03	19.9744
4.63444E-03	19.3227
4.63477E-03	18.8575
4.63503E-03	18.5287
4.63556E-03	17.8715
4.63563E-03	17.7987
4.63623E-03	17.1441
4.63645E-03	16.9018
4.63702E-03	16.3426
4.63733E-03	16.0417
4.63782E-03	15.6186
4.63822E-03	15.2726
4.63861E-03	14.9606
4.63910E-03	14.5796
4.63941E-03	14.3595
4.63999E-03	13.9508
4.64017E-03	13.8313
4.64127E-03	13.1357
4.64131E-03	13.1076
4.64236E-03	12.5173
4.64264E-03	12.3621
4.64346E-03	11.9539
4.64420E-03	11.5846
4.64455E-03	11.427
4.64546E-03	11.021
4.64576E-03	10.8907
4.64646E-03	10.6065
4.64728E-03	10.2779
4.64731E-03	10.2628
4.64809E-03	9.97506
4.64887E-03	9.68659
4.64891E-03	9.67464
4.64972E-03	9.39703
4.65054E-03	9.1197
4.65095E-03	8.9799
4.65136E-03	8.85248
4.65197E-03	8.6598
4.65275E-03	8.41265
4.65305E-03	8.32034
4.65334E-03	8.23588
4.65392E-03	8.06547
4.65450E-03	7.89539
4.65508E-03	7.72568
4.65566E-03	7.55639
4.65608E-03	7.43425
4.65610E-03	7.43005
4.65654E-03	7.31212
4.65703E-03	7.17874
4.65744E-03	7.06912
4.65785E-03	6.95991
4.65797E-03	6.92862
4.65826E-03	6.85771
4.65867E-03	6.7587
4.65907E-03	6.66034
4.65923E-03	6.62334
4.65938E-03	6.59194
4.65969E-03	6.52898
4.65999E-03	6.46656
4.66019E-03	6.42603
4.66034E-03	6.4022
4.66059E-03	6.36305
4.66084E-03	6.32442
4.66109E-03	6.29967
4.66133E-03	6.27559
4.66148E-03	6.2616
4.66158E-03	6.25897
4.66183E-03	6.25325
4.66193E-03	6.25135
4.66208E-03	6.25584
4.66230E-03	6.27782
4.66252E-03	6.30086
4.66274E-03	6.3515
4.66292E-03	6.39197
4.66297E-03	6.40957
4.66317E-03	6.48138
4.66319E-03	6.49335
4.66336E-03	6.57535
4.66341E-03	6.60308
4.66352E-03	6.67539
4.66366E-03	6.76486
4.66369E-03	6.79026
4.66385E-03	6.91865
4.66386E-03	6.93103
4.66402E-03	7.09372
4.66403E-03	7.10637
4.66418E-03	7.28882
4.66422E-03	7.33491
4.66434E-03	7.51937
4.66440E-03	7.61252
4.66450E-03	7.79146
4.66459E-03	7.94955
4.66466E-03	8.10708
4.66471E-03	8.20765
4.66478E-03	8.38505
4.66483E-03	8.49459
4.66491E-03	8.70064
4.66495E-03	8.81967
4.66503E-03	9.05895
4.66507E-03	9.18805
4.66515E-03	9.46579
4.66519E-03	9.60569
4.66529E-03	10.0242
4.66531E-03	10.0788
4.66542E-03	10.6153
4.66544E-03	10.6783
4.66553E-03	11.1724
4.66554E-03	11.2233
4.66563E-03	11.7195
4.66564E-03	11.7764
4.66573E-03	12.3295
4.66575E-03	12.4883
4.66582E-03	13.0024
4.66586E-03	13.2874
4.66592E-03	13.7445
4.66597E-03	14.1839
4.66603E-03	14.6736
4.66608E-03	15.1882
4.66614E-03	15.711
4.66620E-03	16.3115
4.66625E-03	16.8643
4.66630E-03	17.4197
4.66635E-03	18.1507
4.66639E-03	18.6402
4.66645E-03	19.4441
4.66649E-03	19.9821
4.66655E-03	20.8642
4.66659E-03	21.4545
4.66665E-03	22.4202
4.66669E-03	23.0664
4.66675E-03	24.1212
4.66679E-03	24.827
4.66685E-03	25.9761
4.66689E-03	26.7448
4.66695E-03	27.9932
4.66699E-03	28.8281
4.66705E-03	30.1803
4.66709E-03	31.0845
4.66715E-03	32.5445
4.66719E-03	33.5212
4.66729E-03	36.1413
4.66730E-03	36.4216
4.66739E-03	38.9528
4.66744E-03	40.751
4.66748E-03	41.9539
4.66758E-03	45.1461
4.66759E-03	45.4838
4.66768E-03	48.5303
4.66774E-03	50.6952
4.66783E-03	53.9516
4.66794E-03	58.2092
4.66798E-03	59.7614
4.66813E-03	65.9229
4.66819E-03	68.5181
4.66833E-03	74.5803
4.66863E-03	88.5986
4.66883E-03	97.6274
4.66893E-03	102.129
4.66903E-03	106.417
4.66911E-03	109.835
4.66918E-03	112.517
4.66929E-03	116.968
4.66932E-03	118.044
4.66944E-03	122.323
4.66946E-03	123.032
4.66958E-03	127.02
4.66960E-03	127.549
4.66973E-03	130.96
4.66975E-03	131.378
4.66988E-03	134.061
4.66990E-03	134.363
4.67000E-03	135.849
4.67002E-03	136.143
4.67014E-03	137.181
4.67018E-03	137.517
4.67029E-03	137.725
4.67034E-03	137.807
4.67044E-03	137.445
4.67045E-03	137.358
4.67059E-03	136.015
4.67060E-03	135.866
4.67075E-03	133.602
4.67090E-03	130.524
4.67105E-03	126.751
4.67125E-03	120.816
4.67145E-03	114.084
4.67159E-03	108.592
4.67174E-03	103.098
4.67194E-03	95.5964
4.67214E-03	88.111
4.67224E-03	84.377
4.67229E-03	82.6061
4.67244E-03	77.3073
4.67259E-03	72.3314
4.67263E-03	70.6781
4.67273E-03	67.6141
4.67283E-03	64.5605
4.67288E-03	63.1481
4.67298E-03	60.3324
4.67308E-03	57.7248
4.67313E-03	56.4244
4.67318E-03	55.2239
4.67328E-03	52.8294
4.67338E-03	50.6359
4.67343E-03	49.5422
4.67348E-03	48.5413
4.67358E-03	46.5455
4.67367E-03	44.7305
4.67372E-03	43.8258
4.67379E-03	42.7555
4.67387E-03	41.3603
4.67389E-03	41.1728
4.67398E-03	39.7139
4.67400E-03	39.4155
4.67408E-03	38.3622
4.67416E-03	37.2443
4.67417E-03	37.061
4.67429E-03	35.6449
4.67432E-03	35.2958
4.67439E-03	34.4879
4.67448E-03	33.5459
4.67449E-03	33.3858
4.67459E-03	32.3801
4.67464E-03	31.903
4.67470E-03	31.4305
4.67480E-03	30.5319
4.67482E-03	30.368
4.67495E-03	29.3081
4.67499E-03	28.9951
4.67509E-03	28.2681
4.67516E-03	27.7629
4.67521E-03	27.4452
4.67533E-03	26.6728
4.67534E-03	26.6531
4.67545E-03	25.9876
4.67560E-03	25.1843
4.67561E-03	25.093
4.67578E-03	24.3044
4.67586E-03	23.9112
4.67594E-03	23.5618
4.67607E-03	22.9991
4.67610E-03	22.8789
4.67626E-03	22.2554
4.67631E-03	22.0402
4.67644E-03	21.6123
4.67656E-03	21.1855
4.67664E-03	20.9607
4.67683E-03	20.3627
4.67693E-03	20.0645
4.67703E-03	19.8068
4.67723E-03	19.2928
4.67730E-03	19.1004
4.67743E-03	18.8205
4.67763E-03	18.3737
4.67768E-03	18.2622
4.67782E-03	17.9616
4.67792E-03	17.7616
4.67805E-03	17.5395
4.67830E-03	17.0965
4.67842E-03	16.8754
4.67854E-03	16.6849
4.67879E-03	16.3047
4.67891E-03	16.115
4.67904E-03	15.9497
4.67929E-03	15.6197
4.67941E-03	15.455
4.67953E-03	15.3101
4.67978E-03	15.0208
4.67990E-03	14.8764
4.68008E-03	14.6994
4.68042E-03	14.3461
4.68052E-03	14.2517
4.68077E-03	14.0265
4.68112E-03	13.7196
4.68113E-03	13.7087
4.68146E-03	13.4534
4.68181E-03	13.1891
4.68195E-03	13.0855
4.68216E-03	12.9481
4.68251E-03	12.7223
4.68277E-03	12.5532
4.68291E-03	12.4739
4.68337E-03	12.2192
4.68376E-03	12.0027
4.68382E-03	11.9693
4.68428E-03	11.7454
4.68434E-03	11.7183
4.68474E-03	11.5452
4.68520E-03	11.3484
4.68550E-03	11.2182
4.68566E-03	11.1614
4.68611E-03	10.9934
4.68665E-03	10.7962
4.68667E-03	10.7917
4.68727E-03	10.5991
4.68783E-03	10.4225
4.68789E-03	10.4053
4.68851E-03	10.2338
4.68907E-03	10.0795
4.68913E-03	10.0649
4.68975E-03	9.91825
4.69037E-03	9.77179
4.69092E-03	9.6401
4.69099E-03	9.62773
4.69167E-03	9.49175
4.69241E-03	9.34356
4.69278E-03	9.26955
4.69315E-03	9.20672
4.69390E-03	9.08119
4.69464E-03	8.95579
4.69501E-03	8.89314
4.69538E-03	8.8397
4.69612E-03	8.73292
4.69687E-03	8.62625
4.69724E-03	8.57297
4.69758E-03	8.53125
4.69826E-03	8.44792
4.69894E-03	8.36468
4.69962E-03	8.28156
4.69990E-03	8.2476
4.69996E-03	8.24112
4.70071E-03	8.1635
4.70120E-03	8.11187
4.70170E-03	8.06033
4.70219E-03	8.00892
4.70225E-03	8.00251
4.70269E-03	7.96404
4.70306E-03	7.93118
4.70343E-03	7.89844
4.70380E-03	7.86584
4.70408E-03	7.84151
4.70439E-03	7.81461
4.70467E-03	7.79056
4.70470E-03	7.7884
4.70493E-03	7.77232
4.70516E-03	7.75638
4.70540E-03	7.74062
4.70563E-03	7.72509
4.70578E-03	7.71489
4.70594E-03	7.70484
4.70609E-03	7.69499
4.70625E-03	7.68539
4.70631E-03	7.68166
4.70636E-03	7.68009
4.70649E-03	7.67673
4.70657E-03	7.6746
4.70666E-03	7.67266
4.70675E-03	7.67093
4.70683E-03	7.66947
4.70692E-03	7.66831
4.70700E-03	7.66752
4.70707E-03	7.66721
4.70711E-03	7.66719
4.70713E-03	7.66877
4.70720E-03	7.67398
4.70726E-03	7.67955
4.70733E-03	7.68553
4.70739E-03	7.69198
4.70746E-03	7.69896
4.70752E-03	7.70653
4.70759E-03	7.71479
4.70765E-03	7.72381
4.70765E-03	7.72431
4.70769E-03	7.73499
4.70774E-03	7.74698
4.70780E-03	7.76399
4.70784E-03	7.77811
4.70789E-03	7.79286
4.70793E-03	7.80754
4.70794E-03	7.80861
4.70798E-03	7.83161
4.70803E-03	7.8554
4.70807E-03	7.88004
4.70812E-03	7.9056
4.70817E-03	7.93213
4.70821E-03	7.95839
4.70821E-03	7.96014
4.70826E-03	7.99778
4.70831E-03	8.03662
4.70835E-03	8.07678
4.70840E-03	8.11829
4.70842E-03	8.13774
4.70845E-03	8.16709
4.70849E-03	8.22223
4.70854E-03	8.27904
4.70858E-03	8.33761
4.70863E-03	8.39518
4.70863E-03	8.39865
4.70868E-03	8.47359
4.70872E-03	8.55063
4.70877E-03	8.62984
4.70881E-03	8.69192
4.70882E-03	8.71611
4.70887E-03	8.81511
4.70891E-03	8.91674
4.70896E-03	9.02111
4.70897E-03	9.04118
4.70901E-03	9.14051
4.70905E-03	9.2657
4.70910E-03	9.394
4.70912E-03	9.45564
4.70915E-03	9.53434
4.70922E-03	9.76285
4.70928E-03	9.95977
4.70929E-03	10.0038
4.70936E-03	10.2759
4.70943E-03	10.5565
4.70943E-03	10.5626
4.70950E-03	10.875
4.70956E-03	11.1271
4.70959E-03	11.2735
4.70962E-03	11.4339
4.70968E-03	11.7617
4.70975E-03	12.1545
4.70977E-03	12.2752
4.70987E-03	12.8345
4.70988E-03	12.8983
4.70996E-03	13.4443
4.71005E-03	14.0382
4.71006E-03	14.1454
4.71015E-03	14.7872
4.71018E-03	15.0576
4.71028E-03	15.7849
4.71039E-03	16.6929
4.71043E-03	17.0358
4.71089E-03	20.872
4.71094E-03	21.351
4.71106E-03	22.2667
4.71113E-03	22.8047
4.71121E-03	23.3682
4.71127E-03	23.8236
4.71132E-03	24.1089
4.71142E-03	24.7272
4.71144E-03	24.8205
4.71154E-03	25.3085
4.71157E-03	25.4728
4.71165E-03	25.7681
4.71173E-03	26.0061
4.71178E-03	26.1232
4.71187E-03	26.3101
4.71189E-03	26.3273
4.71199E-03	26.3846
4.71200E-03	26.3819
4.71212E-03	26.2905
4.71214E-03	26.2615
4.71223E-03	26.0573
4.71229E-03	25.9082
4.71234E-03	25.7304
4.71241E-03	25.4553
4.71245E-03	25.3027
4.71256E-03	24.7238
