E(MeV)	Y-89-nat			
2.30970E-02	23.6696			
2.30976E-02	22.8428			
2.30980E-02	22.3439			
2.30987E-02	21.5966			
2.30991E-02	21.1446			
2.30998E-02	20.4675			
2.31002E-02	20.057			
2.31008E-02	19.4421			
2.31013E-02	19.0685			
2.31019E-02	18.5087			
2.31023E-02	18.1678			
2.31030E-02	17.6571			
2.31034E-02	17.352			
2.31045E-02	16.5901			
2.31046E-02	16.514			
2.31055E-02	15.9113			
2.31062E-02	15.51			
2.31066E-02	15.2735			
2.31077E-02	14.6829			
2.31078E-02	14.6239			
2.31088E-02	14.1526			
2.31094E-02	13.8389			
2.31104E-02	13.4194			
2.31110E-02	13.1402			
2.31118E-02	12.8514			
2.31129E-02	12.4187			
2.31132E-02	12.327			
2.31145E-02	11.8692			
2.31146E-02	11.8527			
2.31160E-02	11.4241			
2.31161E-02	11.3747			
2.31176E-02	10.9714			
2.31185E-02	10.7211			
2.31193E-02	10.5524			
2.31209E-02	10.1685			
2.31211E-02	10.1218			
2.31226E-02	9.83142			
2.31237E-02	9.60585			
2.31242E-02	9.51491			
2.31256E-02	9.26806			
2.31263E-02	9.15874			
2.31274E-02	8.99003			
2.31289E-02	8.76876			
2.31291E-02	8.73128			
2.31309E-02	8.49961			
2.31314E-02	8.42663			
2.31326E-02	8.28974			
2.31344E-02	8.09004			
2.31350E-02	8.02099			
2.31361E-02	7.9113			
2.31387E-02	7.66004			
2.31390E-02	7.6343			
2.31409E-02	7.48314			
2.31430E-02	7.31061			
2.31452E-02	7.16472			
2.31471E-02	7.03722			
2.31473E-02	7.02167			
2.31495E-02	6.89745			
2.31511E-02	6.80438			
2.31516E-02	6.77833			
2.31548E-02	6.62225			
2.31565E-02	6.54432			
2.31573E-02	6.51209			
2.31599E-02	6.4048			
2.31618E-02	6.32979			
2.31626E-02	6.30293			
2.31653E-02	6.21349			
2.31672E-02	6.15096			
2.31680E-02	6.12923			
2.31707E-02	6.05688			
2.31747E-02	5.94851			
2.31753E-02	5.93408			
2.31774E-02	5.88791			
2.31806E-02	5.81874			
2.31822E-02	5.7842			
2.31838E-02	5.75701			
2.31871E-02	5.70271			
2.31903E-02	5.64847			
2.31927E-02	5.60786			
2.31951E-02	5.57668			
2.32000E-02	5.51446			
2.32032E-02	5.47305			
2.32049E-02	5.45618			
2.32102E-02	5.40568			
2.32154E-02	5.35528			
2.32171E-02	5.3385			
2.32206E-02	5.31374			
2.32259E-02	5.27665			
2.32311E-02	5.23963			
2.32361E-02	5.21408			
2.32412E-02	5.18858			
2.32462E-02	5.16311			
2.32512E-02	5.13768			
2.32579E-02	5.11407			
2.32647E-02	5.09051			
2.32714E-02	5.06699			
2.32781E-02	5.05086			
2.32848E-02	5.03476			
2.32915E-02	5.01868			
2.32982E-02	5.00263			
2.33049E-02	4.99266			
2.33117E-02	4.9827			
2.33184E-02	4.97276			
2.33284E-02	4.95789			
2.33385E-02	4.94304			
2.33466E-02	4.93678			
2.33586E-02	4.92742			
2.33707E-02	4.9181			
2.33828E-02	4.90879			
2.33949E-02	4.89951			
2.34029E-02	4.89333			
2.34070E-02	4.89205			
2.34191E-02	4.88822			
2.34311E-02	4.8844			
2.34432E-02	4.8806			
2.34553E-02	4.8768			
2.34674E-02	4.87302			
2.34795E-02	4.86925			
2.34915E-02	4.86549			
2.34996E-02	4.86299			
2.35036E-02	4.86267			
2.35157E-02	4.86171			
2.35278E-02	4.86076			
2.35318E-02	4.86044			
2.35439E-02	4.85951			
2.35560E-02	4.85859			
2.35640E-02	4.85799			
2.35673E-02	4.85857			
2.35772E-02	4.86034			
2.35837E-02	4.86152			
2.35903E-02	4.86272			
2.35970E-02	4.86394			
2.36037E-02	4.86519			
2.36104E-02	4.86644			
2.36154E-02	4.86739			
2.36204E-02	4.86836			
2.36255E-02	4.86934			
2.36305E-02	4.87034			
2.36355E-02	4.87431			
2.36389E-02	4.87696			
2.36422E-02	4.87964			
2.36454E-02	4.88215			
2.36483E-02	4.88452			
2.36512E-02	4.8869			
2.36542E-02	4.8893			
2.36556E-02	4.8905			
2.36571E-02	4.89348			
2.36600E-02	4.89945			
2.36630E-02	4.90546			
2.36652E-02	4.90998			
2.36674E-02	4.91452			
2.36692E-02	4.91844			
2.36711E-02	4.92238			
2.36730E-02	4.92633			
2.36749E-02	4.93032			
2.36757E-02	4.9321			
2.36768E-02	4.93704			
2.36787E-02	4.94595			
2.36805E-02	4.95491			
2.36824E-02	4.96391			
2.36838E-02	4.97054			
2.36852E-02	4.97721			
2.36866E-02	4.98391			
2.36871E-02	4.98657			
2.36880E-02	4.9937			
2.36893E-02	5.00553			
2.36907E-02	5.01741			
2.36921E-02	5.02935			
2.36931E-02	5.03846			
2.36935E-02	5.04288			
2.36945E-02	5.05622			
2.36955E-02	5.06961			
2.36965E-02	5.08305			
2.36975E-02	5.09656			
2.36978E-02	5.10109			
2.36985E-02	5.11406			
2.36995E-02	5.13359			
2.37005E-02	5.15322			
2.37012E-02	5.16637			
2.37015E-02	5.17567			
2.37023E-02	5.19666			
2.37030E-02	5.21773			
2.37038E-02	5.23889			
2.37045E-02	5.26014			
2.37053E-02	5.29006			
2.37060E-02	5.3201			
2.37068E-02	5.35028			
2.37070E-02	5.3604			
2.37076E-02	5.38685			
2.37081E-02	5.41785			
2.37087E-02	5.44897			
2.37093E-02	5.48815			
2.37099E-02	5.52748			
2.37102E-02	5.55006			
2.37105E-02	5.57118			
2.37111E-02	5.62063			
2.37116E-02	5.66323			
2.37117E-02	5.67214			
2.37122E-02	5.73474			
2.37127E-02	5.78504			
2.37129E-02	5.80669			
2.37132E-02	5.84242			
2.37136E-02	5.9052			
2.37139E-02	5.94124			
2.37141E-02	5.97419			
2.37146E-02	6.0514			
2.37149E-02	6.10682			
2.37151E-02	6.13406			
2.37155E-02	6.22985			
2.37159E-02	6.30206			
2.37160E-02	6.33185			
2.37164E-02	6.42805			
2.37167E-02	6.52465			
2.37168E-02	6.5462			
2.37171E-02	6.63699			
2.37175E-02	6.74375			
2.37175E-02	6.75596			
2.37179E-02	6.89381			
2.37181E-02	6.98913			
2.37182E-02	7.00363			
2.37185E-02	7.14921			
2.37188E-02	7.28075			
2.37188E-02	7.29801			
2.37192E-02	7.47127			
2.37195E-02	7.62781			
2.37195E-02	7.64791			
2.37198E-02	7.84967			
2.37200E-02	7.93069			
2.37202E-02	8.06808			
2.37205E-02	8.27495			
2.37205E-02	8.30087			
2.37208E-02	8.561			
2.37210E-02	8.66545			
2.37212E-02	8.84144			
2.37215E-02	9.10636			
2.37215E-02	9.13926			
2.37219E-02	9.46944			
2.37220E-02	9.60196			
2.37222E-02	9.8228			
2.37225E-02	10.1551			
2.37225E-02	10.1958			
2.37229E-02	10.6043			
2.37230E-02	10.7681			
2.37232E-02	11.0369			
2.37235E-02	11.4414			
2.37237E-02	11.7334			
2.37240E-02	12.1729			
2.37242E-02	12.4866			
2.37245E-02	12.9586			
2.37247E-02	13.294			
2.37252E-02	14.0786			
2.37254E-02	14.4347			
2.37270E-02	17.4081			
2.37272E-02	17.6454			
2.37277E-02	18.5393			
2.37279E-02	18.7619			
2.37282E-02	19.3126			
2.37285E-02	19.711			
2.37287E-02	20.0073			
2.37291E-02	20.4695			
2.37292E-02	20.5716			
2.37296E-02	20.9421			
2.37297E-02	21.0182			
2.37301E-02	21.3178			
2.37302E-02	21.3646			
2.37306E-02	21.5468			
2.37306E-02	21.558			
2.37310E-02	21.6118			
2.37311E-02	21.6211			
2.37313E-02	21.5912			
2.37316E-02	21.5381			
2.37316E-02	21.5072			
2.37320E-02	21.3496			
2.37321E-02	21.3013			
2.37323E-02	21.1223			
2.37324E-02	21.0619			
2.37327E-02	20.7952			
2.37329E-02	20.5891			
2.37332E-02	20.2339			
2.37334E-02	19.9951			
2.37337E-02	19.5697			
2.37341E-02	19.0468			
2.37342E-02	18.8315			
2.37348E-02	17.9665			
2.37349E-02	17.7323			
2.37367E-02	14.5031			
2.37368E-02	14.4445			
2.37374E-02	13.378			
2.37374E-02	13.3221			
2.37379E-02	12.5903			
2.37381E-02	12.2777			
2.37384E-02	11.844			
2.37386E-02	11.5557			
2.37387E-02	11.3781			
2.37391E-02	10.9354			
2.37391E-02	10.8912			
2.37394E-02	10.5276			
2.37396E-02	10.2859			
2.37397E-02	10.1397			
2.37401E-02	9.77526			
2.37401E-02	9.73893			
2.37404E-02	9.44438			
2.37406E-02	9.24866			
2.37407E-02	9.13178			
2.37411E-02	8.84061			
2.37411E-02	8.81159			
2.37414E-02	8.57878			
2.37416E-02	8.42413			
2.37418E-02	8.33252			
2.37421E-02	8.10437			
2.37421E-02	8.08164			
2.37424E-02	7.90032			
2.37426E-02	7.77989			
2.37428E-02	7.70881			
2.37431E-02	7.53182			
2.37431E-02	7.51419			
2.37434E-02	7.37652			
2.37438E-02	7.20894			
2.37438E-02	7.20237			
2.37441E-02	7.07531			
2.37444E-02	6.98115			
2.37445E-02	6.95345			
2.37449E-02	6.80998			
2.37451E-02	6.73308			
2.37453E-02	6.67769			
2.37457E-02	6.58345			
2.37459E-02	6.52619			
2.37460E-02	6.4953			
2.37464E-02	6.41642			
2.37467E-02	6.34556			
2.37469E-02	6.30691			
2.37474E-02	6.21042			
2.37477E-02	6.14484			
2.37479E-02	6.12017			
2.37484E-02	6.0535			
2.37488E-02	5.98397			
2.37489E-02	5.97418			
2.37494E-02	5.90759			
2.37499E-02	5.85303			
2.37500E-02	5.84348			
2.37505E-02	5.78979			
2.37511E-02	5.73631			
2.37513E-02	5.71787			
2.37516E-02	5.69037			
2.37522E-02	5.64848			
2.37528E-02	5.60195			
2.37529E-02	5.58916			
2.37534E-02	5.56048			
2.37541E-02	5.52241			
2.37548E-02	5.4845			
2.37555E-02	5.44673			
2.37561E-02	5.41796			
2.37568E-02	5.38931			
2.37571E-02	5.37503			
2.37575E-02	5.36424			
2.37582E-02	5.34006			
2.37591E-02	5.31331			
2.37599E-02	5.28666			
2.37605E-02	5.26808			
2.37607E-02	5.26242			
2.37616E-02	5.24363			
2.37624E-02	5.22492			
2.37632E-02	5.20627			
2.37638E-02	5.19327			
2.37645E-02	5.18313			
2.37657E-02	5.16548			
2.37668E-02	5.14791			
2.37680E-02	5.13042			
2.37692E-02	5.113			
2.37704E-02	5.10157			
2.37715E-02	5.0902			
2.37727E-02	5.07886			
2.37739E-02	5.06757			
2.37746E-02	5.06114			
2.37754E-02	5.05566			
2.37770E-02	5.04606			
2.37785E-02	5.03651			
2.37801E-02	5.02699			
2.37816E-02	5.01752			
2.37821E-02	5.01471			
2.37832E-02	5.01048			
2.37847E-02	5.0045			
2.37863E-02	4.99855			
2.37884E-02	4.99053			
2.37896E-02	4.98574			
2.37905E-02	4.98408			
2.37926E-02	4.97996			
2.37947E-02	4.97587			
2.37967E-02	4.9718			
2.37988E-02	4.96775			
2.38020E-02	4.9617			
2.38048E-02	4.95629			
2.38075E-02	4.9512			
2.38081E-02	4.9501			
2.38101E-02	4.94909			
2.38137E-02	4.94738			
2.38173E-02	4.9457			
2.38208E-02	4.94404			
2.38244E-02	4.94239			
2.38279E-02	4.94076			
2.38332E-02	4.93838			
2.38382E-02	4.93612			
2.38416E-02	4.93462			
2.38432E-02	4.93516			
2.38483E-02	4.9368			
2.38516E-02	4.93791			
2.38583E-02	4.94012			
2.38658E-02	4.94261			
2.38732E-02	4.94512			
2.38807E-02	4.94764			
2.38856E-02	4.94928			
2.38882E-02	4.9517			
2.38966E-02	4.95953			
2.38994E-02	4.96214			
2.39075E-02	4.96963			
2.39156E-02	4.97713			
2.39236E-02	4.98464			
2.39317E-02	4.99216			
2.39398E-02	5.00499			
2.39478E-02	5.01782			
2.39559E-02	5.03067			
2.39640E-02	5.04352			
2.39721E-02	5.0636			
2.39801E-02	5.08369			
2.39882E-02	5.10379			
2.39963E-02	5.12391			
2.40043E-02	5.15473			
2.40104E-02	5.17786			
2.40164E-02	5.201			
2.40205E-02	5.21644			
2.40225E-02	5.2272			
2.40285E-02	5.25951			
2.40340E-02	5.2886			
2.40358E-02	5.29831			
2.40394E-02	5.32415			
2.40449E-02	5.36293			
2.40503E-02	5.40174			
2.40558E-02	5.45256			
2.40594E-02	5.48646			
2.40612E-02	5.50342			
2.40630E-02	5.52531			
2.40667E-02	5.56913			
2.40703E-02	5.61298			
2.40721E-02	5.63491			
2.40739E-02	5.66255			
2.40776E-02	5.71786			
2.40794E-02	5.74553			
2.40812E-02	5.7794			
2.40848E-02	5.84718			
2.40866E-02	5.88109			
2.40879E-02	5.91043			
2.40905E-02	5.96913			
2.40924E-02	6.01318			
2.40931E-02	6.03094			
2.40957E-02	6.10203			
2.40982E-02	6.17316			
2.41008E-02	6.26037			
2.41034E-02	6.34764			
2.41041E-02	6.36947			
2.41060E-02	6.44866			
2.41083E-02	6.5411			
2.41084E-02	6.54771			
2.41102E-02	6.63551			
2.41121E-02	6.73135			
2.41134E-02	6.79528			
2.41141E-02	6.83374			
2.41160E-02	6.94919			
2.41170E-02	7.00696			
2.41179E-02	7.07514			
2.41199E-02	7.21159			
2.41205E-02	7.25711			
2.41218E-02	7.36569			
2.41235E-02	7.50828			
2.41241E-02	7.55585			
2.41250E-02	7.64526			
2.41264E-02	7.79165			
2.41273E-02	7.88115			
2.41279E-02	7.9479			
2.41293E-02	8.11961			
2.41297E-02	8.16735			
2.41308E-02	8.3107			
2.41321E-02	8.4983			
2.41322E-02	8.51116			
2.41337E-02	8.74263			
2.41346E-02	8.88418			
2.41350E-02	8.95979			
2.41361E-02	9.1716			
2.41370E-02	9.33811			
2.41372E-02	9.3908			
2.41384E-02	9.63678			
2.41388E-02	9.73351			
2.41395E-02	9.90444			
2.41406E-02	10.1862			
2.41417E-02	10.5109			
2.41424E-02	10.7082			
2.41429E-02	10.8563			
2.41441E-02	11.2715			
2.41442E-02	11.3147			
2.41451E-02	11.6526			
2.41455E-02	11.7756			
2.41461E-02	12.0704			
2.41467E-02	12.29			
2.41472E-02	12.5274			
2.41478E-02	12.8262			
2.41482E-02	13.0315			
2.41489E-02	13.3909			
2.41489E-02	13.4251			
2.41498E-02	13.9243			
2.41501E-02	14.0972			
2.41507E-02	14.5084			
2.41512E-02	14.8549			
2.41516E-02	15.1463			
2.41521E-02	15.5838			
2.41525E-02	15.8551			
2.41531E-02	16.3981			
2.41538E-02	17.0072			
2.41541E-02	17.3119			
2.41544E-02	17.6549			
2.41551E-02	18.3414			
2.41557E-02	19.1182			
2.41560E-02	19.5069			
2.41563E-02	19.9484			
2.41570E-02	20.8321			
2.41576E-02	21.8187			
2.41583E-02	22.8993			
2.41589E-02	24.0853			
2.41596E-02	25.3896			
2.41602E-02	26.8265			
2.41609E-02	28.4122			
2.41615E-02	30.1645			
2.41620E-02	31.6182			
2.41622E-02	32.1028			
2.41625E-02	33.175			
2.41628E-02	34.2475			
2.41630E-02	34.8406			
2.41634E-02	36.6205			
2.41639E-02	38.5882			
2.41641E-02	39.2441			
2.41644E-02	40.6916			
2.41647E-02	42.1396			
2.41649E-02	42.936			
2.41654E-02	45.3264			
2.41659E-02	47.9475			
2.41660E-02	48.8212			
2.41663E-02	50.7274			
2.41667E-02	52.6342			
2.41670E-02	54.7006			
2.41673E-02	56.7678			
2.41676E-02	58.9906			
2.41680E-02	61.2141			
2.41683E-02	63.5826			
2.41686E-02	65.9516			
2.41689E-02	68.4733			
2.41696E-02	73.5184			
2.41699E-02	76.157			
2.41721E-02	94.2412			
2.41722E-02	94.6071			
2.41729E-02	100.459			
2.41731E-02	101.753			
2.41738E-02	105.957			
2.41739E-02	106.779			
2.41744E-02	109.333			
2.41745E-02	109.922			
2.41750E-02	112.272			
2.41755E-02	113.844			
2.41756E-02	114.367			
2.41760E-02	115.013			
2.41761E-02	115.335			
2.41764E-02	115.557			
2.41767E-02	115.778			
2.41770E-02	115.667			
2.41771E-02	115.624			
2.41775E-02	115.05			
2.41776E-02	114.838			
2.41781E-02	113.669			
2.41782E-02	113.407			
2.41785E-02	111.865			
2.41788E-02	110.834			
2.41792E-02	108.797			
2.41795E-02	107.437			
2.41797E-02	105.695			
2.41801E-02	103.439			
2.41803E-02	102.156			
2.41807E-02	98.8861			
2.41809E-02	97.0906			
2.41815E-02	92.9828			
2.41819E-02	89.1257			
2.41827E-02	81.9575			
2.41840E-02	70.8457			
2.41842E-02	69.7913			
2.41850E-02	62.9405			
2.41851E-02	61.9526			
2.41857E-02	58.0031			
2.41858E-02	57.0785			
2.41863E-02	53.3817			
2.41864E-02	52.5248			
2.41869E-02	49.099			
2.41871E-02	48.3114			
2.41876E-02	45.1634			
2.41877E-02	44.4446			
2.41882E-02	41.5717			
2.41884E-02	40.9114			
2.41887E-02	39.0964			
2.41888E-02	38.484			
2.41892E-02	36.8012			
2.41893E-02	36.2344			
2.41897E-02	34.6768			
2.41898E-02	34.1529			
2.41902E-02	32.7135			
2.41903E-02	32.2299			
2.41907E-02	30.9007			
2.41908E-02	30.4546			
2.41911E-02	29.2289			
2.41913E-02	28.823			
2.41918E-02	27.302			
2.41918E-02	27.2005			
2.41922E-02	25.9263			
2.41924E-02	25.3804			
2.41929E-02	24.2362			
2.41931E-02	23.746			
2.41935E-02	22.7176			
2.41937E-02	22.277			
2.41942E-02	21.3514			
2.41944E-02	20.9548			
2.41948E-02	20.1203			
2.41950E-02	19.7628			
2.41955E-02	19.0089			
2.41957E-02	18.6859			
2.41961E-02	18.0036			
2.41963E-02	17.7113			
2.41968E-02	17.0923			
2.41969E-02	16.8271			
2.41974E-02	16.2644			
2.41976E-02	16.0234			
2.41980E-02	15.5107			
2.41982E-02	15.2911			
2.41987E-02	14.8331			
2.41992E-02	14.31			
2.41993E-02	14.1952			
2.42000E-02	13.6218			
2.42002E-02	13.4499			
2.42006E-02	13.0964			
2.42011E-02	12.6925			
2.42013E-02	12.6014			
2.42018E-02	12.2371			
2.42021E-02	12.0307			
2.42028E-02	11.6183			
2.42029E-02	11.508			
2.42037E-02	11.0673			
2.42038E-02	11.0344			
2.42046E-02	10.6075			
2.42047E-02	10.5747			
2.42056E-02	10.1512			
2.42057E-02	10.1329			
2.42066E-02	9.74562			
2.42068E-02	9.66041			
2.42076E-02	9.37851			
2.42080E-02	9.24212			
2.42086E-02	9.04201			
2.42088E-02	8.98943			
2.42096E-02	8.74727			
2.42103E-02	8.53821			
2.42104E-02	8.50366			
2.42115E-02	8.23975			
2.42119E-02	8.1485			
2.42125E-02	7.99887			
2.42135E-02	7.79663			
2.42136E-02	7.77365			
2.42146E-02	7.57483			
2.42151E-02	7.49079			
2.42157E-02	7.39045			
2.42167E-02	7.22343			
2.42173E-02	7.14116			
2.42183E-02	6.98853			
2.42198E-02	6.80737			
2.42207E-02	6.6867			
2.42212E-02	6.63615			
2.42227E-02	6.48462			
2.42232E-02	6.43417			
2.42241E-02	6.34889			
2.42256E-02	6.22108			
2.42270E-02	6.11236			
2.42280E-02	6.03994			
2.42285E-02	6.00963			
2.42299E-02	5.91882			
2.42312E-02	5.83816			
2.42317E-02	5.81327			
2.42335E-02	5.72209			
2.42344E-02	5.67241			
2.42353E-02	5.63802			
2.42370E-02	5.56245			
2.42377E-02	5.535			
2.42388E-02	5.49568			
2.42415E-02	5.40314			
2.42418E-02	5.39193			
2.42441E-02	5.32636			
2.42459E-02	5.27667			
2.42463E-02	5.26773			
2.42485E-02	5.21952			
2.42514E-02	5.15533			
2.42543E-02	5.10575			
2.42569E-02	5.06174			
2.42572E-02	5.05749			
2.42601E-02	5.01936			
2.42630E-02	4.98127			
2.42659E-02	4.95437			
2.42692E-02	4.92416			
2.42728E-02	4.89064			
2.42732E-02	4.88729			
2.42764E-02	4.86755			
2.42801E-02	4.84565			
2.42833E-02	4.82598			
2.42837E-02	4.82458			
2.42873E-02	4.81069			
2.42928E-02	4.78989			
2.42946E-02	4.78303			
2.42983E-02	4.77556			
2.43039E-02	4.7643			
2.43095E-02	4.75308			
2.43103E-02	4.75141			
2.43150E-02	4.74875			
2.43206E-02	4.74566			
2.43262E-02	4.7426			
2.43282E-02	4.7415			
2.43333E-02	4.74485			
2.43383E-02	4.74822			
2.43464E-02	4.75365			
2.43510E-02	4.75672			
2.43545E-02	4.7631			
2.43626E-02	4.77771			
2.43706E-02	4.79237			
2.43747E-02	4.79972			
2.43787E-02	4.81199			
2.43868E-02	4.83657			
2.43949E-02	4.8612			
2.43977E-02	4.86983			
2.44029E-02	4.89356			
2.44090E-02	4.92096			
2.44151E-02	4.94841			
2.44183E-02	4.96307			
2.44211E-02	4.98079			
2.44272E-02	5.01882			
2.44330E-02	5.05562			
2.44344E-02	5.06452			
2.44385E-02	5.09853			
2.44439E-02	5.1445			
2.44494E-02	5.19052			
2.44506E-02	5.20076			
2.44548E-02	5.24679			
2.44603E-02	5.30604			
2.44615E-02	5.31922			
2.44657E-02	5.37681			
2.44712E-02	5.45095			
2.44724E-02	5.46744			
2.44766E-02	5.5402			
2.44821E-02	5.63387			
2.44833E-02	5.65471			
2.44875E-02	5.74397			
2.44906E-02	5.80779			
2.44912E-02	5.82294			
2.44948E-02	5.91391			
2.44978E-02	5.98979			
2.44984E-02	6.00795			
2.45021E-02	6.11702			
2.45051E-02	6.208			
2.45057E-02	6.22944			
2.45093E-02	6.35821			
2.45105E-02	6.40118			
2.45130E-02	6.50078			
2.45160E-02	6.62541			
2.45166E-02	6.6545			
2.45198E-02	6.80976			
2.45214E-02	6.88746			
2.45226E-02	6.95593			
2.45255E-02	7.11585			
2.45269E-02	7.19588			
2.45283E-02	7.29066			
2.45311E-02	7.48038			
2.45323E-02	7.56177			
2.45340E-02	7.68735			
2.45360E-02	7.84448			
2.45368E-02	7.91559			
2.45396E-02	8.1647			
2.45397E-02	8.17539			
2.45427E-02	8.47657			
2.45436E-02	8.5662			
2.45453E-02	8.75881			
2.45475E-02	9.01743			
2.45478E-02	9.06022			
2.45503E-02	9.39752			
2.45504E-02	9.40287			
2.45529E-02	9.77547			
2.45533E-02	9.83562			
2.45546E-02	10.0501			
2.45557E-02	10.2379			
2.45568E-02	10.4457			
2.45581E-02	10.6835			
2.45591E-02	10.8814			
2.45606E-02	11.1787			
2.45614E-02	11.3626			
2.45630E-02	11.7309			
2.45636E-02	11.8955			
2.45654E-02	12.3488			
2.45661E-02	12.5338			
2.45677E-02	12.9965			
2.45678E-02	13.0428			
2.45693E-02	13.5122			
2.45703E-02	13.8254			
2.45709E-02	14.0615			
2.45725E-02	14.6522			
2.45727E-02	14.7113			
2.45741E-02	15.3156			
2.45751E-02	15.7187			
2.45757E-02	16.0185			
2.45767E-02	16.4684			
2.45774E-02	16.7966			
2.45783E-02	17.2893			
2.45790E-02	17.6495			
2.45799E-02	18.1903			
2.45806E-02	18.5865			
2.45816E-02	19.1813			
2.45822E-02	19.6181			
2.45832E-02	20.2738			
2.45838E-02	20.7566			
2.45848E-02	21.4813			
2.45854E-02	22.0161			
2.45864E-02	22.819			
2.45870E-02	23.4129			
2.45880E-02	24.3046			
2.45887E-02	24.9657			
2.45896E-02	25.9583			
2.45899E-02	26.2349			
2.45911E-02	27.619			
2.45912E-02	27.8037			
2.45923E-02	29.1262			
2.45925E-02	29.3298			
2.45935E-02	30.7698			
2.45937E-02	30.9915			
2.45947E-02	32.5615			
2.45949E-02	32.8032			
2.45959E-02	34.5163			
2.45961E-02	34.7801			
2.45971E-02	36.6513			
2.45973E-02	36.9394			
2.45984E-02	38.9843			
2.45985E-02	39.2991			
2.45996E-02	41.5348			
2.45997E-02	41.8791			
2.46008E-02	44.323			
2.46009E-02	44.6993			
2.46020E-02	47.3702			
2.46021E-02	47.7814			
2.46032E-02	50.6967			
2.46034E-02	51.1456			
2.46044E-02	54.323			
2.46046E-02	54.8122			
2.46056E-02	58.2661			
2.46058E-02	58.7978			
2.46068E-02	62.5397			
2.46070E-02	63.1157			
2.46080E-02	67.1497			
2.46082E-02	67.7709			
2.46094E-02	72.7598			
2.46097E-02	73.82			
2.46106E-02	78.0643			
2.46113E-02	81.0637			
2.46122E-02	85.5654			
2.46137E-02	92.6575			
2.46163E-02	105.268			
2.46173E-02	110.191			
2.46177E-02	112.174			
2.46189E-02	117.218			
2.46192E-02	118.495			
2.46201E-02	122.001			
2.46204E-02	123.082			
2.46213E-02	126.05			
2.46216E-02	126.9			
2.46224E-02	129.042			
2.46227E-02	129.586			
2.46234E-02	130.921			
2.46236E-02	131.126			
2.46244E-02	132.06			
2.46245E-02	132.088			
2.46250E-02	132.299			
2.46253E-02	132.427			
2.46261E-02	132.162			
2.46263E-02	132.1			
2.46270E-02	131.337			
2.46273E-02	131.046			
2.46280E-02	129.677			
2.46285E-02	128.762			
2.46292E-02	126.812			
2.46297E-02	125.509			
2.46304E-02	123.057			
2.46309E-02	121.283			
2.46318E-02	117.937			
2.46323E-02	116.023			
2.46328E-02	113.885			
2.46340E-02	108.178			
2.46347E-02	105.152			
2.46379E-02	90.0145			
2.46381E-02	89.258			
2.46397E-02	82.0083			
2.46399E-02	80.9858			
2.46413E-02	75.1975			
2.46416E-02	74.2529			
2.46428E-02	69.5345			
2.46429E-02	68.9058			
2.46440E-02	65.1287			
2.46441E-02	64.548			
2.46452E-02	61.0405			
2.46453E-02	60.5012			
2.46464E-02	57.2559			
2.46466E-02	56.757			
2.46476E-02	53.7631			
2.46478E-02	53.3029			
2.46488E-02	50.5458			
2.46490E-02	50.122			
2.46500E-02	47.5867			
2.46502E-02	47.1969			
2.46512E-02	44.8664			
2.46514E-02	44.5081			
2.46525E-02	42.3667			
2.46526E-02	42.0374			
2.46537E-02	40.0689			
2.46538E-02	39.7663			
2.46549E-02	37.9562			
2.46550E-02	37.6779			
2.46561E-02	36.034			
2.46567E-02	35.1496			
2.46573E-02	34.2423			
2.46583E-02	32.8823			
2.46585E-02	32.5765			
2.46597E-02	31.0489			
2.46599E-02	30.8453			
2.46605E-02	30.1114			
2.46615E-02	29.0114			
2.46621E-02	28.3489			
2.46631E-02	27.3562			
2.46638E-02	26.7569			
2.46647E-02	25.8589			
2.46654E-02	25.3156			
2.46663E-02	24.5013			
2.46670E-02	24.0075			
2.46680E-02	23.2674			
2.46686E-02	22.8175			
2.46696E-02	22.1432			
2.46702E-02	21.7324			
2.46712E-02	21.1168			
2.46718E-02	20.7487			
2.46734E-02	19.8292			
2.46736E-02	19.7373			
2.46751E-02	19.009			
2.46760E-02	18.5239			
2.46767E-02	18.2377			
2.46783E-02	17.5227			
2.46785E-02	17.4513			
2.46799E-02	16.8799			
2.46809E-02	16.4992			
2.46815E-02	16.2727			
2.46831E-02	15.7068			
2.46833E-02	15.6503			
2.46856E-02	14.9412			
2.46857E-02	14.8906			
2.46875E-02	14.3976			
2.46889E-02	14.0169			
2.46898E-02	13.8011			
2.46920E-02	13.2523			
2.46941E-02	12.7944			
2.46943E-02	12.7627			
2.46963E-02	12.3745			
2.46974E-02	12.1449			
2.46988E-02	11.9071			
2.47007E-02	11.5718			
2.47013E-02	11.4788			
2.47039E-02	11.0885			
2.47041E-02	11.0637			
2.47064E-02	10.7383			
2.47074E-02	10.6115			
2.47090E-02	10.4145			
2.47108E-02	10.193			
2.47118E-02	10.0854			
2.47146E-02	9.78462			
2.47159E-02	9.64504			
2.47175E-02	9.5071			
2.47203E-02	9.24981			
2.47211E-02	9.17634			
2.47231E-02	9.01792			
2.47259E-02	8.79629			
2.47262E-02	8.77255			
2.47288E-02	8.60074			
2.47314E-02	8.42216			
2.47316E-02	8.41016			
2.47348E-02	8.21829			
2.47366E-02	8.11043			
2.47381E-02	8.03695			
2.47413E-02	7.86912			
2.47421E-02	7.82718			
2.47445E-02	7.7188			
2.47477E-02	7.57437			
2.47494E-02	7.50221			
2.47526E-02	7.37944			
2.47566E-02	7.22611			
2.47574E-02	7.19977			
2.47611E-02	7.08138			
