E(MeV)	"ENDF/B-VIII.b5: SE-77(N,TOT)"	
4.04122E-05	6.88064	
4.24421E-05	6.81789	
4.27415E-05	6.80886	
4.42639E-05	6.77006	
4.64895E-05	6.71503	
4.84851E-05	6.66705	
5.09205E-05	6.61004	
5.31062E-05	6.56008	
5.50005E-05	6.51784	
5.57765E-05	6.50324	
5.81706E-05	6.45926	
6.06676E-05	6.41445	
6.32717E-05	6.36871	
6.64498E-05	6.31402	
6.93022E-05	6.26596	
7.17742E-05	6.22504	
7.22769E-05	6.21756	
7.53794E-05	6.17231	
7.86150E-05	6.12606	
8.14192E-05	6.08676	
8.43193E-05	6.04693	
8.67153E-05	6.01471	
8.77948E-05	6.00042	
8.96615E-05	5.97613	
9.15634E-05	5.95201	
9.35102E-05	5.92817	
9.48294E-05	5.91267	
9.61673E-05	5.89767	
9.71825E-05	5.88692	
9.82072E-05	5.87679	
9.92463E-05	5.86749	
9.99440E-05	5.86195	
1.00460E-04	5.8584	
1.00646E-04	5.85622	
1.01176E-04	5.85062	
1.01710E-04	5.84565	
1.02245E-04	5.84148	
1.02784E-04	5.83827	
1.03326E-04	5.83632	
1.03687E-04	5.83588	
1.04051E-04	5.8363	
1.04417E-04	5.83775	
1.04784E-04	5.84045	
1.05058E-04	5.84342	
1.05333E-04	5.84741	
1.05506E-04	5.85067	
1.05612E-04	5.85164	
1.05890E-04	5.85566	
1.06169E-04	5.86139	
1.06448E-04	5.86919	
1.06633E-04	5.87576	
1.06819E-04	5.8836	
1.07054E-04	5.89564	
1.07210E-04	5.9052	
1.07367E-04	5.9162	
1.07405E-04	5.91925	
1.07523E-04	5.92718	
1.07680E-04	5.93952	
1.07836E-04	5.95403	
1.07993E-04	5.97106	
1.08128E-04	5.98813	
1.08242E-04	6.00446	
1.08356E-04	6.0228	
1.08470E-04	6.04341	
1.08562E-04	6.06216	
1.08584E-04	6.06613	
1.08698E-04	6.08973	
1.08812E-04	6.11674	
1.08926E-04	6.1477	
1.09027E-04	6.17888	
1.09115E-04	6.2093	
1.09202E-04	6.24322	
1.09290E-04	6.2811	
1.09378E-04	6.3235	
1.09404E-04	6.33777	
1.09465E-04	6.36871	
1.09553E-04	6.41884	
1.09641E-04	6.47582	
1.09715E-04	6.53047	
1.09777E-04	6.58036	
1.09838E-04	6.63522	
1.09900E-04	6.69565	
1.09961E-04	6.76237	
1.10022E-04	6.83619	
1.10053E-04	6.87713	
1.10084E-04	6.91631	
1.10145E-04	7.00384	
1.10196E-04	7.08427	
1.10257E-04	7.19062	
1.10317E-04	7.31021	
1.10378E-04	7.44517	
1.10438E-04	7.59803	
1.10474E-04	7.69906	
1.10478E-04	7.71102	
1.10521E-04	7.83964	
1.10567E-04	7.9907	
1.10613E-04	8.15879	
1.10658E-04	8.34632	
1.10699E-04	8.53067	
1.10734E-04	8.7069	
1.10769E-04	8.89971	
1.10804E-04	9.111	
1.10839E-04	9.34293	
1.10874E-04	9.5979	
1.10877E-04	9.62596	
1.10909E-04	9.87681	
1.10944E-04	10.1842	
1.10979E-04	10.5235	
1.11014E-04	10.8983	
1.11049E-04	11.3124	
1.11084E-04	11.7698	
1.11119E-04	12.2748	
1.11155E-04	12.8316	
1.11190E-04	13.4444	
1.11225E-04	14.1174	
1.11260E-04	14.854	
1.11295E-04	15.6572	
1.11298E-04	15.7443	
1.11330E-04	16.5356	
1.11365E-04	17.4842	
1.11400E-04	18.5011	
1.11435E-04	19.5838	
1.11439E-04	19.6995	
1.11488E-04	21.3344	
1.11540E-04	23.1949	
1.11544E-04	23.3234	
1.11635E-04	26.696	
1.11681E-04	28.3995	
1.11730E-04	30.1268	
1.11733E-04	30.2514	
1.11786E-04	31.9407	
1.11811E-04	32.6299	
1.11823E-04	32.9783	
1.11861E-04	33.9109	
1.11898E-04	34.6238	
1.11930E-04	35.075	
1.11933E-04	35.1256	
1.11962E-04	35.4029	
1.11998E-04	35.5687	
1.12037E-04	35.5211	
1.12068E-04	35.3181	
1.12091E-04	35.0426	
1.12104E-04	34.8867	
1.12141E-04	34.2614	
1.12178E-04	33.4657	
1.12186E-04	33.2624	
1.12218E-04	32.4385	
1.12260E-04	31.187	
1.12281E-04	30.4911	
1.12323E-04	29.0828	
1.12372E-04	27.3344	
1.12470E-04	23.7989	
1.12477E-04	23.5569	
1.12512E-04	22.3363	
1.12547E-04	21.1746	
1.12554E-04	20.9405	
1.12596E-04	19.6211	
1.12638E-04	18.3957	
1.12670E-04	17.5411	
1.12688E-04	17.0975	
1.12702E-04	16.74	
1.12738E-04	15.8715	
1.12775E-04	15.0763	
1.12812E-04	14.3509	
1.12849E-04	13.6911	
1.12886E-04	13.0923	
1.12914E-04	12.6741	
1.12945E-04	12.2398	
1.12977E-04	11.8409	
1.13009E-04	11.4745	
1.13040E-04	11.1377	
1.13072E-04	10.828	
1.13103E-04	10.5428	
1.13135E-04	10.2798	
1.13169E-04	10.0177	
1.13179E-04	9.94999	
1.13206E-04	9.76153	
1.13243E-04	9.52822	
1.13280E-04	9.31452	
1.13316E-04	9.11834	
1.13353E-04	8.93779	
1.13390E-04	8.77124	
1.13427E-04	8.61724	
1.13469E-04	8.45496	
1.13501E-04	8.34052	
1.13516E-04	8.2893	
1.13564E-04	8.14111	
1.13611E-04	8.00567	
1.13658E-04	7.88147	
1.13706E-04	7.76724	
1.13753E-04	7.66187	
1.13800E-04	7.5644	
1.13855E-04	7.46116	
1.13916E-04	7.35443	
1.13978E-04	7.25688	
1.14035E-04	7.17375	
1.14039E-04	7.16764	
1.14100E-04	7.08924	
1.14162E-04	7.0171	
1.14223E-04	6.95052	
1.14285E-04	6.88888	
1.14355E-04	6.82383	
1.14434E-04	6.75671	
1.14513E-04	6.69524	
1.14592E-04	6.63871	
1.14670E-04	6.58655	
1.14736E-04	6.54629	
1.14749E-04	6.5387	
1.14828E-04	6.49661	
1.14947E-04	6.4391	
1.15039E-04	6.39843	
1.15131E-04	6.36086	
1.15254E-04	6.31498	
1.15376E-04	6.27327	
1.15499E-04	6.23515	
1.15508E-04	6.23265	
1.15622E-04	6.20263	
1.15745E-04	6.17299	
1.15868E-04	6.14569	
1.16012E-04	6.11614	
1.16179E-04	6.08515	
1.16346E-04	6.05696	
1.16512E-04	6.03115	
1.16679E-04	6.00739	
1.16845E-04	5.98539	
1.16911E-04	5.97731	
1.17012E-04	5.96651	
1.17179E-04	5.95	
1.17365E-04	5.93288	
1.17572E-04	5.91541	
1.17779E-04	5.89928	
1.17986E-04	5.88431	
1.18296E-04	5.8637	
1.18606E-04	5.84496	
1.18916E-04	5.82776	
1.19231E-04	5.81162	
1.19545E-04	5.79655	
1.19965E-04	5.77785	
1.20068E-04	5.77356	
1.20384E-04	5.76313	
1.20807E-04	5.75027	
1.21232E-04	5.73823	
1.21657E-04	5.72694	
1.22295E-04	5.71118	
1.22942E-04	5.69636	
1.23589E-04	5.68239	
1.24021E-04	5.67347	
1.24896E-04	5.65622	
1.25770E-04	5.63983	
1.26658E-04	5.62392	
1.27545E-04	5.6086	
1.28781E-04	5.58799	
1.28894E-04	5.58634	
1.30144E-04	5.56893	
1.30943E-04	5.55807	
1.32791E-04	5.53378	
1.34664E-04	5.51001	
1.36564E-04	5.4867	
1.38491E-04	5.46381	
1.40444E-04	5.44149	
1.41930E-04	5.42523	
1.43431E-04	5.40969	
1.44435E-04	5.40001	
1.45454E-04	5.39114	
1.46218E-04	5.38549	
1.46731E-04	5.38251	
1.47248E-04	5.38053	
1.47635E-04	5.38001	
1.48023E-04	5.38074	
1.48281E-04	5.38226	
1.48539E-04	5.38496	
1.48771E-04	5.38874	
1.48925E-04	5.39223	
1.49079E-04	5.39673	
1.49233E-04	5.40254	
1.49349E-04	5.40801	
1.49464E-04	5.41468	
1.49580E-04	5.4229	
1.49657E-04	5.42944	
1.49734E-04	5.43703	
1.49808E-04	5.44554	
1.49879E-04	5.45506	
1.49951E-04	5.4662	
1.50022E-04	5.47933	
1.50076E-04	5.49078	
1.50129E-04	5.50391	
1.50183E-04	5.51908	
1.50236E-04	5.53672	
1.50272E-04	5.55015	
1.50308E-04	5.56513	
1.50355E-04	5.58768	
1.50389E-04	5.60628	
1.50423E-04	5.62717	
1.50457E-04	5.65073	
1.50490E-04	5.67735	
1.50524E-04	5.70751	
1.50558E-04	5.74174	
1.50592E-04	5.78064	
1.50626E-04	5.82488	
1.50649E-04	5.85769	
1.50671E-04	5.89343	
1.50694E-04	5.93233	
1.50718E-04	5.97814	
1.50744E-04	6.03208	
1.50771E-04	6.09136	
1.50797E-04	6.15638	
1.50823E-04	6.22751	
1.50849E-04	6.30511	
1.50875E-04	6.38952	
1.50902E-04	6.481	
1.50934E-04	6.60325	
1.50962E-04	6.72133	
1.50991E-04	6.84828	
1.51019E-04	6.98399	
1.51057E-04	7.17796	
1.51101E-04	7.41779	
1.51153E-04	7.71804	
1.51204E-04	8.03267	
1.51284E-04	8.52208	
1.51333E-04	8.81065	
1.51379E-04	9.05453	
1.51413E-04	9.2175	
1.51448E-04	9.35928	
1.51482E-04	9.47652	
1.51513E-04	9.56001	
1.51543E-04	9.61665	
1.51573E-04	9.64964	
1.51600E-04	9.6586	
1.51620E-04	9.65242	
1.51655E-04	9.61616	
1.51684E-04	9.56101	
1.51720E-04	9.46469	
1.51756E-04	9.33901	
1.51790E-04	9.1916	
1.51813E-04	9.08289	
1.51859E-04	8.84241	
1.51912E-04	8.53334	
1.52042E-04	7.74012	
1.52087E-04	7.47078	
1.52125E-04	7.25769	
1.52164E-04	7.05743	
1.52192E-04	6.91663	
1.52221E-04	6.78436	
1.52251E-04	6.65493	
1.52283E-04	6.52434	
1.52316E-04	6.40528	
1.52338E-04	6.33215	
1.52360E-04	6.26384	
1.52382E-04	6.20018	
1.52404E-04	6.14098	
1.52435E-04	6.06338	
1.52466E-04	5.99536	
1.52497E-04	5.93443	
1.52527E-04	5.87994	
1.52558E-04	5.83129	
1.52589E-04	5.78788	
1.52619E-04	5.74915	
1.52650E-04	5.71459	
1.52681E-04	5.68372	
1.52712E-04	5.65611	
1.52742E-04	5.63137	
1.52776E-04	5.60736	
1.52809E-04	5.58594	
1.52842E-04	5.56677	
1.52876E-04	5.54954	
1.52926E-04	5.52682	
1.52975E-04	5.50721	
1.53025E-04	5.49015	
1.53075E-04	5.47519	
1.53125E-04	5.46198	
1.53175E-04	5.45023	
1.53242E-04	5.43645	
1.53306E-04	5.42486	
1.53399E-04	5.41047	
1.53492E-04	5.39828	
1.53585E-04	5.38783	
1.53647E-04	5.38166	
1.53770E-04	5.37084	
1.53894E-04	5.36168	
1.54018E-04	5.3538	
1.54203E-04	5.34383	
1.54401E-04	5.33503	
1.54605E-04	5.32742	
1.54809E-04	5.32092	
1.55081E-04	5.31354	
1.55354E-04	5.30722	
1.55762E-04	5.29915	
1.56170E-04	5.29225	
1.56550E-04	5.28659	
1.57102E-04	5.27928	
1.57654E-04	5.27277	
1.58759E-04	5.26129	
1.59878E-04	5.25105	
1.60998E-04	5.24189	
1.62222E-04	5.23311	
1.62702E-04	5.23116	
1.63846E-04	5.22762	
1.64997E-04	5.22505	
1.66157E-04	5.22354	
1.67325E-04	5.22334	
1.68501E-04	5.2248	
1.69185E-04	5.22679	
1.69390E-04	5.22855	
1.70278E-04	5.23791	
1.70879E-04	5.24563	
1.71479E-04	5.25506	
1.71930E-04	5.26369	
1.72380E-04	5.2743	
1.72789E-04	5.28641	
1.73116E-04	5.29858	
1.73333E-04	5.30852	
1.73551E-04	5.32047	
1.73769E-04	5.33515	
1.73932E-04	5.34859	
1.74095E-04	5.36485	
1.74204E-04	5.37774	
1.74313E-04	5.39275	
1.74421E-04	5.41043	
1.74507E-04	5.42711	
1.74593E-04	5.44644	
1.74650E-04	5.46154	
1.74678E-04	5.46929	
1.74742E-04	5.48945	
1.74807E-04	5.51253	
1.74871E-04	5.53924	
1.74935E-04	5.57048	
1.74978E-04	5.59442	
1.75021E-04	5.62137	
1.75064E-04	5.65188	
1.75106E-04	5.68663	
1.75152E-04	5.7288	
1.75185E-04	5.76479	
1.75219E-04	5.80514	
1.75253E-04	5.85048	
1.75287E-04	5.90154	
1.75321E-04	5.95912	
1.75355E-04	6.0241	
1.75389E-04	6.09745	
1.75423E-04	6.18021	
1.75457E-04	6.27349	
1.75482E-04	6.35226	
1.75511E-04	6.44955	
1.75540E-04	6.55675	
1.75569E-04	6.67458	
1.75598E-04	6.8037	
1.75627E-04	6.94471	
1.75656E-04	7.09811	
1.75685E-04	7.2643	
1.75719E-04	7.47262	
1.75738E-04	7.5986	
1.75776E-04	7.86726	
1.75814E-04	8.15743	
1.75852E-04	8.4675	
1.75903E-04	8.91317	
1.75972E-04	9.54124	
1.76069E-04	10.4431	
1.76118E-04	10.8783	
1.76164E-04	11.2475	
1.76210E-04	11.5728	
1.76244E-04	11.781	
1.76278E-04	11.9538	
1.76311E-04	12.0827	
1.76344E-04	12.1731	
1.76383E-04	12.2281	
1.76400E-04	12.2338	
1.76438E-04	12.2066	
1.76472E-04	12.134	
1.76480E-04	12.1083	
1.76508E-04	12.0132	
1.76544E-04	11.8486	
1.76579E-04	11.6473	
1.76613E-04	11.4185	
1.76659E-04	11.0711	
1.76712E-04	10.6196	
1.76796E-04	9.85442	
1.76887E-04	9.01511	
1.76944E-04	8.52024	
1.76982E-04	8.21107	
1.77020E-04	7.92155	
1.77050E-04	7.70848	
1.77083E-04	7.49084	
1.77116E-04	7.28986	
1.77149E-04	7.10544	
1.77181E-04	6.93722	
1.77214E-04	6.78458	
1.77238E-04	6.68434	
1.77245E-04	6.65537	
1.77276E-04	6.5387	
1.77306E-04	6.43341	
1.77337E-04	6.33866	
1.77368E-04	6.25359	
1.77398E-04	6.17736	
1.77429E-04	6.10915	
1.77460E-04	6.04817	
1.77490E-04	5.99367	
1.77521E-04	5.94498	
1.77561E-04	5.88984	
1.77599E-04	5.84365	
1.77637E-04	5.80333	
1.77675E-04	5.76803	
1.77713E-04	5.73704	
1.77751E-04	5.70974	
1.77808E-04	5.67459	
1.77865E-04	5.64513	
1.77922E-04	5.62023	
1.77979E-04	5.59903	
1.78036E-04	5.58084	
1.78112E-04	5.56039	
1.78188E-04	5.54354	
1.78300E-04	5.52338	
1.78412E-04	5.50774	
1.78525E-04	5.49551	
1.78675E-04	5.48322	
1.78824E-04	5.47439	
1.78974E-04	5.46817	
1.79199E-04	5.46247	
1.79468E-04	5.45979	
1.79596E-04	5.46023	
1.79824E-04	5.46371	
1.80140E-04	5.4716	
1.80614E-04	5.48704	
1.81088E-04	5.50559	
1.81720E-04	5.53378	
1.81859E-04	5.54069	
1.82351E-04	5.5722	
1.82994E-04	5.61598	
1.83638E-04	5.66215	
1.83779E-04	5.67291	
1.84602E-04	5.75089	
1.85576E-04	5.84834	
1.85717E-04	5.86321	
1.86555E-04	5.96879	
1.86971E-04	6.02362	
1.87207E-04	6.05994	
1.87853E-04	6.16271	
1.88225E-04	6.22381	
1.88494E-04	6.27454	
1.89134E-04	6.39925	
1.89221E-04	6.41668	
1.89775E-04	6.54308	
1.90217E-04	6.64719	
1.90430E-04	6.70464	
1.91101E-04	6.89068	
1.91217E-04	6.92412	
1.91771E-04	7.10642	
1.92227E-04	7.26148	
1.92442E-04	7.34369	
1.92900E-04	7.52519	
1.93117E-04	7.61984	
1.93574E-04	7.82521	
1.93627E-04	7.85172	
1.94137E-04	8.11165	
1.94223E-04	8.15694	
1.94647E-04	8.40201	
1.94873E-04	8.53652	
1.95157E-04	8.7236	
1.95523E-04	8.97156	
1.95669E-04	9.08195	
1.96173E-04	9.47219	
1.96186E-04	9.4839	
1.96691E-04	9.92888	
1.96703E-04	9.94035	
1.97210E-04	10.4439	
1.97220E-04	10.455	
1.97729E-04	11.0269	
1.97738E-04	11.0372	
1.98248E-04	11.6889	
1.98255E-04	11.6981	
1.98604E-04	12.2036	
1.98767E-04	12.4439	
1.98954E-04	12.7441	
1.99112E-04	13.0033	
1.99304E-04	13.3415	
1.99456E-04	13.6156	
1.99653E-04	13.9999	
1.99799E-04	14.29	
2.00003E-04	14.7269	
2.00143E-04	15.0337	
2.00353E-04	15.5302	
2.00486E-04	15.8545	
2.00702E-04	16.4196	
2.00830E-04	16.7624	
2.01052E-04	17.4065	
2.01174E-04	17.7696	
2.01452E-04	18.6695	
2.01517E-04	18.8863	
2.01718E-04	19.6074	
2.01806E-04	19.9271	
2.01985E-04	20.6394	
2.02157E-04	21.3344	
2.02252E-04	21.7589	
2.02507E-04	22.9199	
2.02518E-04	22.9753	
2.02741E-04	24.0941	
2.02785E-04	24.3315	
2.02975E-04	25.3718	
2.03052E-04	25.8245	
2.03208E-04	26.7637	
2.03290E-04	27.2897	
2.03442E-04	28.2889	
2.03606E-04	29.4407	
2.03652E-04	29.7771	
2.03816E-04	31.0496	
2.03933E-04	31.9751	
2.04027E-04	32.7865	
2.04214E-04	34.439	
2.04237E-04	34.6625	
2.04400E-04	36.2558	
2.04447E-04	36.7417	
2.04588E-04	38.2271	
2.04658E-04	39.0209	
2.04775E-04	40.3699	
2.04868E-04	41.5252	
2.04961E-04	42.7063	
2.05113E-04	44.7592	
2.05137E-04	45.083	
2.05300E-04	47.4997	
2.05359E-04	48.4204	
2.05464E-04	50.1116	
2.05523E-04	51.1152	
2.05628E-04	52.9523	
2.05686E-04	54.0442	
2.05791E-04	56.0437	
2.05850E-04	57.2341	
2.05955E-04	59.4148	
2.06013E-04	60.7155	
2.06119E-04	63.0993	
2.06177E-04	64.5241	
2.06282E-04	67.1436	
2.06386E-04	69.9083	
2.06427E-04	71.0402	
2.06525E-04	73.9222	
2.06616E-04	76.6773	
2.06664E-04	78.2122	
2.06743E-04	80.8142	
2.06803E-04	82.9292	
2.06869E-04	85.2905	
2.06942E-04	88.0773	
2.06995E-04	90.143	
2.07081E-04	93.7084	
2.07121E-04	95.4133	
2.07220E-04	99.8822	
2.07248E-04	101.148	
2.07344E-04	105.91	
2.07374E-04	107.413	
2.07507E-04	114.67	
2.07521E-04	115.449	
2.07616E-04	121.18	
2.07668E-04	124.416	
2.07724E-04	128.189	
2.07816E-04	134.42	
2.07833E-04	135.714	
2.07914E-04	141.763	
2.07942E-04	144.005	
2.08012E-04	149.703	
2.08051E-04	153.047	
2.08110E-04	158.304	
2.08159E-04	162.918	
2.08201E-04	166.939	
2.08253E-04	172.238	
2.08328E-04	180.067	
2.08346E-04	182.175	
2.08412E-04	189.671	
2.08440E-04	193.087	
2.08496E-04	200.029	
2.08533E-04	204.956	
2.08580E-04	211.218	
2.08627E-04	217.892	
2.08664E-04	223.324	
2.08720E-04	232.019	
2.08748E-04	236.445	
2.08814E-04	247.479	
2.08832E-04	250.689	
2.08907E-04	264.378	
2.08982E-04	279.235	
2.09019E-04	287.149	
2.09057E-04	295.21	
2.09094E-04	303.805	
2.09132E-04	312.533	
2.09169E-04	321.851	
2.09206E-04	331.315	
2.09244E-04	341.432	
2.09281E-04	351.709	
2.09319E-04	362.708	
2.09356E-04	373.885	
2.09393E-04	385.861	
2.09431E-04	398.033	
2.09468E-04	411.032	
2.09496E-04	420.938	
2.09538E-04	436.75	
2.09562E-04	445.669	
2.09604E-04	462.764	
2.09627E-04	472.402	
2.09669E-04	490.889	
2.09693E-04	501.314	
2.09735E-04	521.319	
2.09758E-04	532.6	
2.09800E-04	554.257	
2.09823E-04	566.47	
2.09866E-04	589.92	
2.09889E-04	603.144	
2.09931E-04	628.536	
2.09954E-04	642.852	
2.09996E-04	670.594	
2.10039E-04	698.727	
2.10057E-04	712.298	
2.10123E-04	760.548	
2.10141E-04	775.487	
2.10207E-04	828.699	
2.10226E-04	845.129	
2.10291E-04	903.607	
2.10310E-04	921.594	
2.10375E-04	985.55	
2.10394E-04	1005.05	
2.10450E-04	1064.41	
2.10478E-04	1096	
2.10543E-04	1170.68	
2.10562E-04	1193.34	
2.10637E-04	1285.12	
2.10674E-04	1333.25	
2.10730E-04	1406.24	
2.10815E-04	1519.91	
2.10985E-04	1751.09	
2.11046E-04	1832.6	
2.11102E-04	1903.41	
2.11154E-04	1967.16	
2.11190E-04	2008.35	
2.11231E-04	2053.7	
2.11277E-04	2100.34	
2.11301E-04	2122.81	
2.11365E-04	2176.39	
2.11371E-04	2181.02	
2.11441E-04	2226.33	
2.11445E-04	2228.14	
2.11511E-04	2257.52	
2.11521E-04	2260.04	
2.11581E-04	2273.84	
2.11596E-04	2275.2	
2.11619E-04	2276.29	
2.11665E-04	2272.19	
2.11689E-04	2269.21	
2.11736E-04	2255.06	
2.11759E-04	2247.08	
2.11806E-04	2223.36	
2.11829E-04	2210.67	
2.11876E-04	2178.12	
2.11899E-04	2161.11	
2.11946E-04	2120.74	
2.11969E-04	2099.91	
2.12020E-04	2048.72	
2.12056E-04	2010.96	
2.12100E-04	1960.35	
2.12119E-04	1938.66	
2.12208E-04	1828.27	
2.12245E-04	1781.35	
2.12479E-04	1476.7	
2.12526E-04	1416.33	
2.12591E-04	1335.73	
2.12638E-04	1278.81	
2.12675E-04	1235.56	
2.12722E-04	1182.14	
2.12759E-04	1141.66	
2.12806E-04	1091.75	
2.12844E-04	1054.19	
2.12890E-04	1007.96	
2.12928E-04	973.42	
2.12979E-04	926.711	
2.13012E-04	898.862	
2.13045E-04	871.488	
2.13096E-04	830.88	
2.13110E-04	819.996	
2.13175E-04	772.133	
2.13180E-04	768.911	
2.13241E-04	727.809	
2.13264E-04	712.93	
2.13306E-04	686.559	
2.13320E-04	678.29	
2.13372E-04	648.371	
2.13386E-04	640.696	
2.13437E-04	612.957	
2.13451E-04	605.856	
2.13507E-04	577.857	
2.13517E-04	573.494	
2.13582E-04	543.389	
2.13648E-04	515.686	
2.13657E-04	511.781	
2.13713E-04	489.91	
2.13732E-04	482.738	
2.13807E-04	455.94	
2.13811E-04	454.372	
